osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width,bridge,tunnel
464807775,2,K 61,Frankfurter Straße,tertiary,False,True,10.089,"LINESTRING (10.1661341 51.8863762, 10.166261 51.886422)",,,,
749184242,,,Gartenstraße,residential,True,False,25.028,"LINESTRING (10.1661341 51.8863762, 10.1662177 51.8863032, 10.1663143 51.8862624, 10.1664163 51.8862546)",,,,
8097096,2,K 61,Bornhäuser Straße,tertiary,False,True,82.909,"LINESTRING (10.1663583 51.8909572, 10.1664867 51.8908504, 10.1667412 51.890605, 10.1670307 51.890338)",50,,,
"[25210642, 94809110]",,,St.-Annen-Straße,residential,False,False,114.454,"LINESTRING (10.1663583 51.8909572, 10.1663305 51.8909426, 10.1654095 51.8904701, 10.1651669 51.8903469, 10.1650794 51.8902967)",30,5.5,,
464807772,,K 61,Bornhäuser Straße,tertiary,False,False,70.084,"LINESTRING (10.1663583 51.8909572, 10.1660751 51.8912201, 10.1660095 51.8913616, 10.1660107 51.891453, 10.1660117 51.891529)",50,,,
"[4253088, 809215230]",,B 248,Bornhäuser Straße,primary,False,False,149.49200000000002,"LINESTRING (10.1660117 51.891529, 10.1657234 51.8915327, 10.1651747 51.8915411, 10.1646352 51.8915467, 10.1638341 51.891564)",50,,,
"[29499160, 29499161, 95096475, 7971728]",2,B 248,"['Wilhelmsplatz', 'Bockenemer Straße']",primary,False,True,460.63599999999997,"LINESTRING (10.1660117 51.891529, 10.1671225 51.8915256, 10.1675141 51.8915177, 10.1685091 51.8914908, 10.1686815 51.891491, 10.1694078 51.8914852, 10.1697904 51.8914826, 10.1702217 51.8914857, 10.170472 51.8914927, 10.170743 51.8915052, 10.1710641 51.8915359, 10.1714061 51.8915871, 10.1717562 51.8916541, 10.1724252 51.891818, 10.1726237 51.89187)",50,,yes,
464807772,,K 61,Bornhäuser Straße,tertiary,False,True,70.084,"LINESTRING (10.1660117 51.891529, 10.1660107 51.891453, 10.1660095 51.8913616, 10.1660751 51.8912201, 10.1663583 51.8909572)",50,,,
"[7971728, 29499161, 95096475, 29499160]",2,B 248,"['Bockenemer Straße', 'Wilhelmsplatz']",primary,False,False,460.6359999999999,"LINESTRING (10.1726237 51.89187, 10.1724252 51.891818, 10.1717562 51.8916541, 10.1714061 51.8915871, 10.1710641 51.8915359, 10.170743 51.8915052, 10.170472 51.8914927, 10.1702217 51.8914857, 10.1697904 51.8914826, 10.1694078 51.8914852, 10.1686815 51.891491, 10.1685091 51.8914908, 10.1675141 51.8915177, 10.1671225 51.8915256, 10.1660117 51.891529)",50,,yes,
"[7971729, 851792461]",,B 242,Wilhelmsplatz,primary,False,False,91.338,"LINESTRING (10.1726237 51.89187, 10.1726926 51.8917764, 10.1729309 51.8915187, 10.1732157 51.8912246, 10.1733189 51.8911774)",50,,,
8097094,,B 248,Vor der Kirche,primary,False,False,61.169,"LINESTRING (10.1726237 51.89187, 10.1728071 51.8919201, 10.1734291 51.8921056)",50,,,
7971730,,L 516,Drakenpfuhl,secondary,False,True,108.292,"LINESTRING (10.175549 51.8917846, 10.175654 51.8918169, 10.1764132 51.8920507, 10.1767235 51.892112, 10.1768257 51.892119, 10.1770082 51.8921316)",50,,,
"[28409114, 809301443]",,,Bismarckstraße,residential,False,False,96.632,"LINESTRING (10.175549 51.8917846, 10.1754862 51.8918566, 10.1750076 51.8924657, 10.1749864 51.8924927, 10.1749628 51.8925717)",50,,,
95037075,,B 242,Baderstraße,primary,False,True,167.907,"LINESTRING (10.175549 51.8917846, 10.1754536 51.8917572, 10.1735672 51.8912159, 10.1734937 51.891195, 10.1734666 51.8911873, 10.1734058 51.891176, 10.1733189 51.8911774)",50,,,
889244249,,B 242,Bismarckstraße,primary,False,False,88.06700000000001,"LINESTRING (10.175549 51.8917846, 10.1756075 51.8917087, 10.1761003 51.8910694)",50,,,
29044842,2,B 242,Bismarckstraße,primary,False,True,93.077,"LINESTRING (10.1772939 51.88926, 10.1772222 51.8893707, 10.1769323 51.8899433, 10.176877 51.8900562)",50,,,
