osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,access,tunnel
142783042,False,1,Königstraße,residential,,False,43.966,"LINESTRING (6.7816278 51.2245062, 6.7815208 51.2244437, 6.7813838 51.2243756, 6.7813096 51.2243446, 6.7812561 51.2243267, 6.7812132 51.2243167, 6.7811687 51.2243121, 6.7810993 51.2243119)",,,,
"[1092570641, 152231458]",False,3,Blumenstraße,tertiary,,False,72.636,"LINESTRING (6.7816278 51.2245062, 6.7817262 51.2244433, 6.7817858 51.2244049, 6.782107 51.2241954, 6.7821857 51.2241441, 6.7823133 51.2240634, 6.7823557 51.2240384)",,,,
145290240,False,,Ratinger Straße,residential,30,True,128.484,"LINESTRING (6.7746854 51.2293716, 6.7742688 51.229282, 6.7740176 51.2292263, 6.7739304 51.2292075, 6.773505 51.2290725, 6.7731348 51.228955, 6.7729964 51.2289126)",,,,
"[371507066, 328619452]",False,,Ratinger Straße,residential,30,False,157.322,"LINESTRING (6.7746854 51.2293716, 6.7748115 51.2293966, 6.7757924 51.2295812, 6.7764395 51.2296567, 6.7766495 51.2296813, 6.7767326 51.2296914, 6.7768763 51.2297088)",,,,
"[27039104, 408281260]",False,3,Theodor-Körner-Straße,tertiary,50,False,56.793,"LINESTRING (6.7785094 51.2255411, 6.7786114 51.2255341, 6.7786932 51.2255328, 6.7788929 51.2255288, 6.7790209 51.2255273, 6.7790957 51.2255265, 6.7791727 51.2255271, 6.7793241 51.2255238)",,,,
408281259,False,2,Theodor-Körner-Straße,tertiary,50,True,102.898,"LINESTRING (6.7785094 51.2255411, 6.7783837 51.2255508, 6.7783117 51.225552, 6.7780556 51.2255552, 6.7780134 51.2255545, 6.7778073 51.2255495, 6.7777512 51.2255483, 6.777664 51.2255476, 6.7775842 51.2255467, 6.7774351 51.2255484, 6.7770331 51.2255521)",,,,
"[1092566018, 1092566019, 1092566020]",True,1,Königsallee,residential,50,False,129.732,"LINESTRING (6.7785094 51.2255411, 6.7784997 51.2254447, 6.7784924 51.2252195, 6.7784699 51.2245211, 6.778469 51.2244925, 6.7784679 51.22446, 6.7784652 51.2243748)",,,,
46146378,True,2,Heinrich-Heine-Allee,secondary,50,False,20.377,"LINESTRING (6.7770331 51.2255521, 6.7770244 51.2256408, 6.7770179 51.2257351)",,,,
408281259,False,2,Theodor-Körner-Straße,tertiary,50,False,102.898,"LINESTRING (6.7770331 51.2255521, 6.7774351 51.2255484, 6.7775842 51.2255467, 6.777664 51.2255476, 6.7777512 51.2255483, 6.7778073 51.2255495, 6.7780134 51.2255545, 6.7780556 51.2255552, 6.7783117 51.225552, 6.7783837 51.2255508, 6.7785094 51.2255411)",,,,
1140081173,True,1,Heinrich-Heine-Allee,secondary,50,False,12.2,"LINESTRING (6.7767784 51.2257988, 6.776775 51.2256891)",,,,
144147590,True,1,Heinrich-Heine-Allee,tertiary,50,False,26.483,"LINESTRING (6.7767784 51.2257988, 6.7767806 51.2257835, 6.7767833 51.2257729, 6.7767871 51.2257632, 6.7767982 51.225743, 6.7768044 51.2257321, 6.776811 51.2257234, 6.7768214 51.2257137, 6.7768331 51.2257061, 6.7768489 51.2256997, 6.7768647 51.2256963, 6.7768865 51.2256939, 6.7769113 51.2256928, 6.7769385 51.2256935, 6.7769538 51.2256954, 6.7769649 51.2256976, 6.7769768 51.2257014, 6.7769892 51.2257078, 6.7770003 51.225715, 6.7770087 51.2257221, 6.7770179 51.2257351)",,,,
399004879,True,2,Heinrich-Heine-Allee,secondary,50,False,60.103,"LINESTRING (6.7767961 51.2263392, 6.7767865 51.2260018, 6.7767784 51.2257988)",,,,
23442804,False,,Heinrich-Heine-Allee,residential,50,True,17.989,"LINESTRING (6.7768271 51.2278769, 6.7769532 51.2278779, 6.7770854 51.2278798)",,,,
144140035,False,,Grabbeplatz,residential,30,False,46.444,"LINESTRING (6.7768271 51.2278769, 6.7766547 51.2278785, 6.7766133 51.2278785, 6.7761605 51.2278672)",,,,
"[212487721, 54604079, 332181422, 147614263]",True,2,Heinrich-Heine-Allee,secondary,50,False,171.01000000000002,"LINESTRING (6.7768271 51.2278769, 6.7768112 51.2272689, 6.7768119 51.227233, 6.7768074 51.2271677, 6.7767945 51.2265948, 6.776796 51.2265376, 6.7767952 51.2265271, 6.7767971 51.2264096, 6.7767961 51.2263392)",,,,
23442804,False,,Heinrich-Heine-Allee,residential,50,False,17.989,"LINESTRING (6.7770854 51.2278798, 6.7769532 51.2278779, 6.7768271 51.2278769)",,,,
"[241384248, 41076219, 145503631]",True,"['2', '3']",Heinrich-Heine-Allee,secondary,50,False,209.91200000000003,"LINESTRING (6.7770854 51.2278798, 6.7770936 51.2280344, 6.7770971 51.2282351, 6.7771136 51.2291933, 6.7771144 51.2292398, 6.7771373 51.2294175, 6.7771486 51.2295047, 6.7771674 51.229557, 6.7771933 51.2296096, 6.7772314 51.2296839, 6.7772474 51.2297584)",,,,
"[33725963, 484020983]",True,,Burgplatz,residential,30,False,69.375,"LINESTRING (6.7721082 51.2271238, 6.7718022 51.2270595, 6.7718569 51.2269546, 6.7721659 51.2270245, 6.7721082 51.2271238)",,,,
1246418379,False,,Mühlenstraße,residential,30,True,105.942,"LINESTRING (6.7721082 51.2271238, 6.7721878 51.2271466, 6.7728886 51.2272975, 6.7734146 51.2274078, 6.7734536 51.2274158, 6.7735448 51.2274366)",,,,
23444510,False,3,Berliner Allee,secondary,50,True,19.68,"LINESTRING (6.782127 51.2214681, 6.7822436 51.2214754, 6.7822932 51.2214788, 6.7824081 51.2214862)",L 55,,,
"[1092311925, 1092311926, 352037301]",False,"['2', '3']",Grünstraße,residential,30,True,126.37100000000001,"LINESTRING (6.782127 51.2214681, 6.781959 51.2214697, 6.781928 51.2214699, 6.7815986 51.221473, 6.7815044 51.2214746, 6.7812194 51.2214784, 6.7803128 51.2214905)",,,,
352037301,False,2,Grünstraße,residential,30,False,75.675,"LINESTRING (6.7792266 51.2215094, 6.7803128 51.2214905)",,,,
"[1092566008, 1092566009, 1092566011, 1092566012]",True,"['4', '2', '3']",Königsallee,residential,50,False,168.56,"LINESTRING (6.7792266 51.2215094, 6.7792289 51.2215997, 6.7792556 51.2226384, 6.7792574 51.2227112, 6.7792618 51.2228803, 6.7792628 51.2229201, 6.7792736 51.2230249)",,,,
352037301,False,2,Grünstraße,residential,30,True,75.675,"LINESTRING (6.7803128 51.2214905, 6.7792266 51.2215094)",,,,
"[1092311925, 352037301, 1092311926]",False,"['2', '3']",Grünstraße,residential,30,False,126.37100000000001,"LINESTRING (6.7803128 51.2214905, 6.7812194 51.2214784, 6.7815044 51.2214746, 6.7815986 51.221473, 6.781928 51.2214699, 6.781959 51.2214697, 6.782127 51.2214681)",,,,
27038992,False,2,Trinkausstraße,residential,,True,96.696,"LINESTRING (6.7770772 51.2243968, 6.7782638 51.2243806, 6.778328 51.2243798, 6.7784652 51.2243748)",,,,
"[145433835, 26100188]",True,2,Heinrich-Heine-Allee,secondary,50,False,128.61100000000002,"LINESTRING (6.7770772 51.2243968, 6.7770793 51.2244898, 6.7770727 51.2246653, 6.7770739 51.2249061, 6.7770704 51.225011, 6.7770664 51.2251779, 6.7770647 51.2252755, 6.7770654 51.225318, 6.7770608 51.2254214, 6.7770561 51.2254535, 6.7770331 51.2255521)",,,,
144140055,True,,Liefergasse,residential,30,False,138.989,"LINESTRING (6.7729964 51.2289126, 6.7731595 51.2286656, 6.7731743 51.2286411, 6.7733073 51.2284183, 6.7735472 51.2280205, 6.7735514 51.2279915, 6.7735442 51.2279695, 6.7734081 51.227769, 6.7734016 51.2277454)",,,,
145290240,False,,Ratinger Straße,residential,30,False,128.48399999999998,"LINESTRING (6.7729964 51.2289126, 6.7731348 51.228955, 6.773505 51.2290725, 6.7739304 51.2292075, 6.7740176 51.2292263, 6.7742688 51.229282, 6.7746854 51.2293716)",,,,
144140035,False,,Grabbeplatz,residential,30,False,57.667,"LINESTRING (6.7761605 51.2278672, 6.7753328 51.2278501)",,,,
144140035,False,,Grabbeplatz,residential,30,True,46.444,"LINESTRING (6.7761605 51.2278672, 6.7766133 51.2278785, 6.7766547 51.2278785, 6.7768271 51.2278769)",,,,
"[147842154, 144140071]",False,,"['Mutter-Ey-Straße', 'Neustraße']",residential,30,"[False, True]",107.776,"LINESTRING (6.7761605 51.2278672, 6.7761594 51.2277138, 6.7761661 51.227252, 6.7761672 51.2272382, 6.7761189 51.2272159, 6.7760633 51.2272029, 6.7758024 51.2271941, 6.7757649 51.2271995, 6.7757334 51.2272103, 6.7756454 51.2272062)",,,,
144140068,False,,Neubrückstraße,residential,30,True,29.693,"LINESTRING (6.7752871 51.2281156, 6.7753328 51.2278501)",,,,
147841545,True,,Neubrückstraße,residential,30,False,146.625,"LINESTRING (6.7752871 51.2281156, 6.7752228 51.2284395, 6.7751558 51.2286117, 6.7746854 51.2293716)",,,,
147613216,True,2,Elberfelder Straße,secondary,50,False,16.273,"LINESTRING (6.7772344 51.2264645, 6.7772213 51.2264675, 6.7771375 51.2264811, 6.7771051 51.2264884, 6.7770803 51.2264984, 6.7770573 51.2265101, 6.7770437 51.2265334)",,,,
324575017,True,1,Elberfelder Straße,secondary,50,False,14.227999999999998,"LINESTRING (6.7772344 51.2264645, 6.7771969 51.2264573, 6.7771064 51.2264385, 6.7770793 51.2264325, 6.7770404 51.2264244)",,,,
459657588,True,1,Heinrich-Heine-Allee,tertiary,50,False,25.909000000000006,"LINESTRING (6.776775 51.2256891, 6.7767769 51.2256757, 6.7767814 51.2256634, 6.7767908 51.2256469, 6.7768016 51.2256344, 6.7768112 51.2256237, 6.7768263 51.2256097, 6.776837 51.2256011, 6.7768472 51.2255942, 6.7768599 51.2255876, 6.7768822 51.2255788, 6.7769078 51.2255716, 6.7769355 51.2255646, 6.7769562 51.2255604, 6.7769775 51.2255568, 6.7770003 51.2255541, 6.7770202 51.2255528, 6.7770331 51.2255521)",,,,
1150933600,True,1,Heinrich-Heine-Allee,secondary,50,False,12.841,"LINESTRING (6.776775 51.2256891, 6.7767717 51.2256736, 6.776765 51.2256467, 6.7767511 51.2255746)",,,no,
"[828931554, 43472547, 621308781, 225936432, 621308785, 27455891, 505777685]",True,"['2', '3']",Heinrich-Heine-Allee,secondary,50,False,149.756,"LINESTRING (6.7770437 51.2265334, 6.7770435 51.2265666, 6.7770477 51.2266549, 6.7770555 51.2268219, 6.777063 51.2269145, 6.7770684 51.2271397, 6.777069 51.2271682, 6.7770698 51.2272315, 6.7770703 51.2272694, 6.7770734 51.2274242, 6.7770774 51.2276758, 6.7770772 51.2277467, 6.7770854 51.2278798)",,,,
324568328,True,1,Blumenstraße,tertiary,50,False,9.611,"LINESTRING (6.7823557 51.2240384, 6.7823607 51.2240098, 6.7823819 51.223987, 6.7824145 51.2239633)",,,,
324568339,True,1,,tertiary_link,50,False,31.826,"LINESTRING (6.7823557 51.2240384, 6.7824309 51.2240072, 6.7824858 51.2239878, 6.7825366 51.2239761, 6.7826179 51.2239623, 6.7827809 51.2239447)",,,,
"[1092570641, 152231458]",False,3,Blumenstraße,tertiary,,True,72.636,"LINESTRING (6.7823557 51.2240384, 6.7823133 51.2240634, 6.7821857 51.2241441, 6.782107 51.2241954, 6.7817858 51.2244049, 6.7817262 51.2244433, 6.7816278 51.2245062)",,,,
207092870,True,3,Berliner Allee,secondary,50,False,61.183,"LINESTRING (6.7826607 51.2235407, 6.7826218 51.2233796, 6.782581 51.2232461, 6.7825634 51.2231786, 6.7825135 51.2229983)",L 55,,,
142684906,True,,Hohe Straße,residential,30,False,169.31799999999998,"LINESTRING (6.7741633 51.2215612, 6.7741862 51.2221785, 6.7741919 51.222332, 6.7742197 51.2230835)",,,,
143519442,True,,Bastionstraße,residential,30,False,93.211,"LINESTRING (6.7741633 51.2215612, 6.7734719 51.2215676, 6.7728251 51.2215763)",,,,
143519438,True,,Bastionstraße,residential,30,False,92.343,"LINESTRING (6.7728251 51.2215763, 6.7723728 51.2215838, 6.7714995 51.2215955)",,,,
"[418147010, 224012394, 143518308]",True,,"['Benrather Straße', 'Poststraße']",residential,30,False,188.152,"LINESTRING (6.7714995 51.2215955, 6.7715268 51.2220675, 6.7715306 51.2221268, 6.7715408 51.2223915, 6.7715422 51.2224712, 6.7715452 51.2225504, 6.7715534 51.2227684, 6.7715573 51.2230057, 6.7715642 51.2230397, 6.7715793 51.2230565, 6.7716138 51.2230727, 6.77166 51.2230781, 6.7719336 51.2230787)",,,,
142684897,False,,Benrather Straße,residential,30,True,92.845,"LINESTRING (6.7742197 51.2230835, 6.7741285 51.2230698, 6.7734167 51.2230723, 6.7730182 51.2230737, 6.7728891 51.2230741)",,,,
"[142685737, 1217879690]",False,,Benrather Straße,residential,30,False,94.851,"LINESTRING (6.7742197 51.2230835, 6.7742947 51.2230832, 6.7744567 51.2230826, 6.774773 51.2230808, 6.7753797 51.2230773, 6.7754584 51.2230707, 6.7755033 51.223066, 6.7755786 51.2230558)",,,,
142684897,False,,Benrather Straße,residential,30,False,92.845,"LINESTRING (6.7728891 51.2230741, 6.7730182 51.2230737, 6.7734167 51.2230723, 6.7741285 51.2230698, 6.7742197 51.2230835)",,,,
142684903,True,,Bilker Straße,residential,30,False,166.609,"LINESTRING (6.7728891 51.2230741, 6.7728722 51.2226706, 6.772868 51.2225287, 6.7728608 51.2223815, 6.7728569 51.2222854, 6.7728457 51.2220083, 6.7728251 51.2215763)",,,,
143518322,False,,Carlsplatz,residential,30,True,76.932,"LINESTRING (6.7728891 51.2230741, 6.7728911 51.2231662, 6.7729038 51.2237659)",,,,
40348110,True,2,Kasernenstraße,secondary,50,False,167.162,"LINESTRING (6.7755786 51.2230558, 6.7755784 51.2229484, 6.7755619 51.2224987, 6.7755569 51.2223817, 6.7755551 51.2222899, 6.7755403 51.2219078, 6.775536 51.2217895, 6.775534 51.2216979, 6.7755308 51.2215528)",,,,
142697893,False,2,Kasernenstraße,secondary,30,True,153.07000000000002,"LINESTRING (6.7755786 51.2230558, 6.7755822 51.223111, 6.7755869 51.2231846, 6.7756068 51.2240546, 6.7756141 51.2243709, 6.775617 51.2244069, 6.7756179 51.2244321)",,,,
"[1234414754, 523064844, 25983540]",False,"['4', '5', '3']",Benrather Straße,tertiary,50,False,101.19699999999999,"LINESTRING (6.7755786 51.2230558, 6.7756045 51.2230531, 6.7756383 51.2230502, 6.7756786 51.2230477, 6.7757177 51.2230463, 6.7757657 51.2230455, 6.7762166 51.2230437, 6.776336 51.2230491, 6.7764861 51.2230605, 6.7766158 51.2230642, 6.7767874 51.2230606, 6.7768824 51.2230605, 6.7770113 51.223059, 6.7770291 51.2230587)",,,,
"[142685737, 1217879690]",False,,Benrather Straße,residential,30,True,94.851,"LINESTRING (6.7755786 51.2230558, 6.7755033 51.223066, 6.7754584 51.2230707, 6.7753797 51.2230773, 6.774773 51.2230808, 6.7744567 51.2230826, 6.7742947 51.2230832, 6.7742197 51.2230835)",,,,
"[142759464, 1092581258]",False,2,Bastionstraße,residential,30,False,95.73599999999999,"LINESTRING (6.7783732 51.2215255, 6.778139 51.2215283, 6.7776002 51.2215315, 6.7771754 51.2215369, 6.7769987 51.2215391)",,,,
"[289987955, 1234414755]",True,2,Breite Straße,secondary,50,False,168.986,"LINESTRING (6.7769987 51.2215391, 6.7770014 51.2216585, 6.7770043 51.2218066, 6.7770183 51.2225863, 6.7770242 51.2229164, 6.7770249 51.2229559, 6.7770291 51.2230587)",,,,
"[1234414756, 650655261, 1234414757]",True,1,Bastionstraße,residential,30,False,102.25500000000001,"LINESTRING (6.7769987 51.2215391, 6.7769711 51.2215407, 6.7768126 51.2215452, 6.7766236 51.2215466, 6.7759057 51.2215535, 6.7758247 51.221553, 6.7757876 51.2215528, 6.7757088 51.2215524, 6.7755654 51.2215527, 6.7755308 51.2215528)",,,,
"[142759464, 1092581258]",False,2,Bastionstraße,residential,30,True,95.736,"LINESTRING (6.7769987 51.2215391, 6.7771754 51.2215369, 6.7776002 51.2215315, 6.778139 51.2215283, 6.7783732 51.2215255)",,,,
143519437,True,,Bastionstraße,residential,30,False,95.242,"LINESTRING (6.7755308 51.2215528, 6.7744105 51.2215576, 6.7741633 51.2215612)",,,,
1092308073,True,1,Königsallee,residential,50,False,11.022,"LINESTRING (6.7784213 51.2230092, 6.7784179 51.2229101)",,,,
1092308074,True,1,Benrather Straße,tertiary,50,False,8.313,"LINESTRING (6.7784213 51.2230092, 6.7785307 51.2230391)",,,,
30678534,True,2,Benrather Straße,tertiary,50,False,8.47,"LINESTRING (6.7785307 51.2230391, 6.778423 51.2230745)",,,,
"[137268121, 277447986, 277447987, 30678535]",False,5,Benrather Straße,tertiary,50,"[False, True]",51.760999999999996,"LINESTRING (6.7785307 51.2230391, 6.7785649 51.2230389, 6.778596 51.2230384, 6.7786192 51.223038, 6.7790111 51.2230314, 6.7790492 51.2230307, 6.7790863 51.2230299, 6.7792736 51.2230249)",,yes,,
1092308076,True,1,Königsallee,residential,50,False,7.262,"LINESTRING (6.778423 51.2230745, 6.7784213 51.2230092)",,,,
"[1092308077, 1092308078]",True,2,Benrather Straße,tertiary,50,False,97.47800000000001,"LINESTRING (6.778423 51.2230745, 6.7782322 51.223076, 6.7779245 51.2230796, 6.7773203 51.2230866, 6.7772503 51.2230875, 6.7771505 51.223081, 6.7770291 51.2230587)",,,,
142783042,False,1,Königstraße,residential,,True,43.966,"LINESTRING (6.7810993 51.2243119, 6.7811687 51.2243121, 6.7812132 51.2243167, 6.7812561 51.2243267, 6.7813096 51.2243446, 6.7813838 51.2243756, 6.7815208 51.2244437, 6.7816278 51.2245062)",,,,
657063416,True,1,Königstraße,residential,,False,124.63799999999999,"LINESTRING (6.7810993 51.2243119, 6.7804681 51.2243236, 6.7800353 51.2243282, 6.7794567 51.22434, 6.7793685 51.2243452, 6.7793118 51.2243527)",,,,
"[277447988, 277447989, 27039065, 137268122, 137268123]",False,2,Girardetbrücke,residential,,False,59.10199999999999,"LINESTRING (6.7793118 51.2243527, 6.7791697 51.224367, 6.7790904 51.2243708, 6.7787048 51.2243739, 6.7786466 51.2243743, 6.778637 51.2243743, 6.7786021 51.2243748, 6.7784652 51.2243748)",,yes,,
"[1092566016, 1092566017, 1092566006, 1092566007]",True,2,Königsallee,residential,50,False,130.328,"LINESTRING (6.7793118 51.2243527, 6.7793162 51.2245047, 6.7793214 51.2246824, 6.7793359 51.2251615, 6.779342 51.2253872, 6.7793433 51.2254325, 6.7793241 51.2255238)",,,,
27038992,False,2,Trinkausstraße,residential,,False,96.696,"LINESTRING (6.7784652 51.2243748, 6.778328 51.2243798, 6.7782638 51.2243806, 6.7770772 51.2243968)",,,,
"[277447988, 277447989, 27039065, 137268122, 137268123]",False,2,Girardetbrücke,residential,,True,59.10199999999999,"LINESTRING (6.7784652 51.2243748, 6.7786021 51.2243748, 6.778637 51.2243743, 6.7786466 51.2243743, 6.7787048 51.2243739, 6.7790904 51.2243708, 6.7791697 51.224367, 6.7793118 51.2243527)",,yes,,
"[1092566020, 1092566021, 207100222]",True,1,Königsallee,residential,50,False,144.616,"LINESTRING (6.7784652 51.2243748, 6.7784627 51.2242983, 6.7784596 51.2242013, 6.778427 51.2231941, 6.778426 51.2231617, 6.778423 51.2230745)",,,,
"[143247072, 526307313, 23444288]",True,"['2', '3']","['Kö-Bogen-Tunnel', 'Berliner Allee']",secondary,50,False,194.012,"LINESTRING (6.7827394 51.2258452, 6.7828064 51.2257218, 6.782855 51.2256223, 6.7828942 51.2255299, 6.782923 51.2254564, 6.7829612 51.2253492, 6.7829761 51.2252768, 6.7829913 51.2251839, 6.7829995 51.2250667, 6.7829973 51.224977, 6.7829818 51.2248559, 6.7829547 51.2247333, 6.7829076 51.2245279, 6.7828558 51.2242921, 6.7828218 51.2241284)",L 55,,,yes
144140035,False,,Grabbeplatz,residential,30,True,57.667,"LINESTRING (6.7753328 51.2278501, 6.7761605 51.2278672)",,,,
144140068,False,,Neubrückstraße,residential,30,False,29.693,"LINESTRING (6.7753328 51.2278501, 6.7752871 51.2281156)",,,,
144140058,False,,Mühlenstraße,residential,30,False,133.20499999999998,"LINESTRING (6.7753328 51.2278501, 6.775283 51.2278478, 6.7750736 51.2278239, 6.7748872 51.227789, 6.7745949 51.2277116, 6.7736049 51.227451, 6.7735448 51.2274366)",,,,
"[621308784, 46146378]",True,2,Heinrich-Heine-Allee,secondary,50,False,76.667,"LINESTRING (6.7770179 51.2257351, 6.7770253 51.2260639, 6.7770369 51.2263257, 6.777039 51.2263486, 6.7770392 51.2263712, 6.7770404 51.2264244)",,,,
155383942,True,,Benrather Straße,residential,30,False,66.545,"LINESTRING (6.7719336 51.2230787, 6.7727691 51.2230734, 6.7728891 51.2230741)",,,,
