osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,bridge,junction,width
179222421,False,,Am alten Festplatz,living_street,False,47.095,"LINESTRING (7.8460799 48.1233986, 7.8466468 48.1232084)",,,,,
"[20000138, 35375533]",False,,Steinstraße,"['living_street', 'residential']",False,166.74,"LINESTRING (7.8460799 48.1233986, 7.84573 48.1236212, 7.8454809 48.1237749, 7.8452211 48.1239555, 7.8449136 48.1241691, 7.8448063 48.1242388, 7.8447466 48.1242776, 7.8444878 48.1244559)",,30,,,
20000138,False,,Steinstraße,living_street,True,110.61699999999999,"LINESTRING (7.8460799 48.1233986, 7.8458554 48.123003, 7.8455981 48.1225496, 7.8455532 48.122468)",,,,,
"[20000138, 35375533]",False,,Steinstraße,"['residential', 'living_street']",True,166.74,"LINESTRING (7.8444878 48.1244559, 7.8447466 48.1242776, 7.8448063 48.1242388, 7.8449136 48.1241691, 7.8452211 48.1239555, 7.8454809 48.1237749, 7.84573 48.1236212, 7.8460799 48.1233986)",,30,,,
227580680,False,,Oswald-Haug-Weg,residential,True,71.023,"LINESTRING (7.8444878 48.1244559, 7.844452 48.1244047, 7.8443111 48.124219, 7.8442859 48.1241611, 7.8442796 48.1241017, 7.844275 48.1238475)",,,,,
48365245,False,,Bergerstraße,residential,True,110.379,"LINESTRING (7.8503339 48.1170479, 7.8511019 48.1178979)",,,,,
"[45395409, 45395410, 20195275]",False,,Schwarzwaldstraße,residential,False,174.716,"LINESTRING (7.8503339 48.1170479, 7.8503816 48.1170191, 7.8506247 48.1168723, 7.8511329 48.1165953, 7.8512328 48.1165784, 7.8514491 48.1165699, 7.8520513 48.1165312, 7.8520802 48.1165293, 7.8524229 48.1164768)",,30,,,
20195275,False,,Schwarzwaldstraße,residential,True,118.606,"LINESTRING (7.8503339 48.1170479, 7.8498483 48.1172807, 7.8493932 48.1174483, 7.8491508 48.1175093, 7.8490157 48.1175344, 7.8489362 48.1175443)",,,,,
"[319602208, 319602216, 319602220, 30586516, 322349051]",False,"['4', '2', '3']",Am Elzdamm,primary,False,131.55300000000003,"LINESTRING (7.846794 48.1180063, 7.8469594 48.1178656, 7.8474258 48.1174104, 7.8475918 48.1172299, 7.8476908 48.1171222, 7.8477806 48.1170246)",B 3,60,,,
"[357209664, 217995547, 900275206, 217995550]",False,,Am Gaswerk,"['unclassified', 'living_street']",True,224.264,"LINESTRING (7.846794 48.1180063, 7.8469105 48.1180589, 7.8470883 48.1181393, 7.8471576 48.1181706, 7.8473047 48.1182499, 7.8473582 48.1182788, 7.8474713 48.1183571, 7.8474837 48.1183681, 7.8475361 48.1184564, 7.8475642 48.1184994, 7.8475661 48.118718, 7.8475642 48.1188197, 7.8475608 48.1189273, 7.8475783 48.1189601, 7.8476064 48.118988, 7.8476481 48.1190117, 7.8476912 48.1190208, 7.8477409 48.1190303, 7.8478247 48.1190305, 7.8481262 48.1189843, 7.8482012 48.1189728, 7.8482914 48.1189715, 7.8484344 48.1189674, 7.8485133 48.1189537, 7.8487211 48.1188635)",,50,,,
"[25151608, 25151603, 23206222, 23206223]",False,,Hermann-Günth-Straße,residential,True,40.88799999999999,"LINESTRING (7.8560895 48.1179053, 7.8560521 48.117848, 7.856045 48.1177911, 7.8560715 48.1177048, 7.8560905 48.1176246, 7.8561201 48.1175483)",,,yes,,
30284426,False,2,Romaneistraße,residential,True,151.63,"LINESTRING (7.8560895 48.1179053, 7.8557856 48.1180322, 7.854367 48.1186382)",,30,,,
23209886,False,,Schlosserstraße,residential,False,42.575,"LINESTRING (7.8545582 48.1195601, 7.8550348 48.1193471)",,,,,
"[228663589, 228341222, 23209887]",False,,Bismarckstraße,living_street,False,50.59499999999999,"LINESTRING (7.8522687 48.1195219, 7.8523121 48.1195686, 7.8523658 48.1196221, 7.8524675 48.1197257, 7.8525924 48.1198529, 7.8526408 48.1199031)",,,yes,,
"[39655243, 35810486]",False,,Markgrafenstraße,living_street,False,99.271,"LINESTRING (7.8522687 48.1195219, 7.8524141 48.1194219, 7.8526671 48.1191596, 7.8527819 48.1190337, 7.8528397 48.1189129, 7.8528674 48.1188434, 7.8528694 48.1187481)",,,,,
"[40029779, 35810486]",False,,Markgrafenstraße,living_street,"[False, True]",162.19000000000003,"LINESTRING (7.8522687 48.1195219, 7.8518596 48.1197364, 7.8513892 48.1199871, 7.8512455 48.1200573, 7.8511315 48.1201162, 7.8510596 48.1201453, 7.8509534 48.1201754, 7.8508197 48.1201906, 7.8506222 48.1201994, 7.8504657 48.1201927, 7.8504158 48.1201865)",,,,,
"[228663589, 228341222, 23209887]",False,,Bismarckstraße,living_street,True,50.59499999999999,"LINESTRING (7.8526408 48.1199031, 7.8525924 48.1198529, 7.8524675 48.1197257, 7.8523658 48.1196221, 7.8523121 48.1195686, 7.8522687 48.1195219)",,,yes,,
23231901,False,,Merianstraße,residential,False,92.08,"LINESTRING (7.8531339 48.1238402, 7.8537504 48.1236102, 7.85396 48.123544, 7.854237 48.123463)",,30,,,
"[321319426, 30285695]",False,2,Gartenstraße,residential,False,257.279,"LINESTRING (7.8531339 48.1238402, 7.8530368 48.123715, 7.8528878 48.123491, 7.852735 48.1232317, 7.852443 48.122826, 7.8518678 48.1220083, 7.8517698 48.1218715, 7.8516687 48.1217696, 7.851647 48.1217534)",,30,,,
17744691,False,,Kandelstraße,residential,False,11.854,"LINESTRING (7.8562344 48.1208241, 7.8563667 48.1207644)",,30,,,
23232194,False,,Am Himmelreich,residential,False,60.592,"LINESTRING (7.8562344 48.1208241, 7.8566454 48.1212949)",,30,,,
17744691,False,,Kandelstraße,residential,True,109.438,"LINESTRING (7.8562344 48.1208241, 7.8560559 48.120902, 7.8550972 48.1213177, 7.8550282 48.1213815)",,30,,,
23232194,False,,Am Himmelreich,residential,False,54.251000000000005,"LINESTRING (7.8571714 48.1216604, 7.8572901 48.1217468, 7.8573196 48.1217683, 7.857565 48.1219493, 7.8576315 48.1219872, 7.8576883 48.1219964)",,30,,,
23232194,False,,Am Himmelreich,residential,True,56.407,"LINESTRING (7.8571714 48.1216604, 7.8569659 48.1215285, 7.8568209 48.1214311, 7.8566454 48.1212949)",,30,,,
23232194,False,,Am Himmelreich,residential,True,60.592,"LINESTRING (7.8566454 48.1212949, 7.8562344 48.1208241)",,30,,,
23232194,False,,Am Himmelreich,residential,False,56.407000000000004,"LINESTRING (7.8566454 48.1212949, 7.8568209 48.1214311, 7.8569659 48.1215285, 7.8571714 48.1216604)",,30,,,
"[27549057, 707213661]",False,1,Otto-Wehrle-Straße,residential,True,106.845,"LINESTRING (7.8566454 48.1212949, 7.8554973 48.1217493, 7.8554055 48.1217829)",,30,,,
17744691,False,,Kandelstraße,residential,True,11.854,"LINESTRING (7.8563667 48.1207644, 7.8562344 48.1208241)",,30,,,
30284384,False,2,Moltkestraße,residential,True,91.382,"LINESTRING (7.8563667 48.1207644, 7.8560519 48.1204358, 7.8557748 48.1201381, 7.8557145 48.1200675)",,30,,,
23232194,False,,Am Himmelreich,residential,True,54.251,"LINESTRING (7.8576883 48.1219964, 7.8576315 48.1219872, 7.857565 48.1219493, 7.8573196 48.1217683, 7.8572901 48.1217468, 7.8571714 48.1216604)",,30,,,
46114552,True,1,Romaneistraße,residential,False,27.221000000000004,"LINESTRING (7.851259 48.1191375, 7.8511436 48.1191681, 7.8510267 48.119169, 7.850904 48.119151)",,30,,,
"[907573249, 30284707]",False,2,Romaneistraße,residential,True,131.683,"LINESTRING (7.851259 48.1191375, 7.8513114 48.1191274, 7.8514721 48.1190911, 7.8516077 48.1190575, 7.8517596 48.1190045, 7.8520209 48.1188874, 7.8522057 48.1188082, 7.8523822 48.1187449, 7.852494 48.1187234, 7.8526504 48.1187133, 7.8527562 48.1187253, 7.8528694 48.1187481)",,30,,,
"[23382084, 17743021]",False,,Klostergasse,living_street,True,86.916,"LINESTRING (7.8512519 48.1197689, 7.8511777 48.119797, 7.8510657 48.1198343, 7.8509465 48.1198713, 7.8508256 48.1199033, 7.8505876 48.1199687, 7.8504661 48.1199917, 7.8501655 48.1200551)",,10,,,
23464280,False,,Luisenstraße,residential,False,121.89,"LINESTRING (7.8514868 48.1185596, 7.8517866 48.1184525, 7.8524823 48.1181814, 7.8529669 48.1182533)",,,,,
239654217,False,,Am Stadtgarten,residential,False,74.221,"LINESTRING (7.849654 48.122224, 7.8498305 48.1226575, 7.8499112 48.122869)",,30,,,
"[17743030, 239654222]",False,2,Hebelstraße,tertiary,True,92.86999999999999,"LINESTRING (7.849654 48.122224, 7.8496067 48.1222327, 7.8494233 48.1222545, 7.8492319 48.1222693, 7.8490699 48.1222774, 7.8489032 48.1222731, 7.848839 48.1222673, 7.848716 48.1222448, 7.8485881 48.1222128, 7.8484384 48.1221666)",,30,,,
239654223,False,2,Hebelstraße,tertiary,False,34.056000000000004,"LINESTRING (7.849654 48.122224, 7.8497302 48.1222097, 7.8499278 48.1221681, 7.8500886 48.1221265)",,30,,,
23464291,False,,Am Stadtgarten,residential,False,132.031,"LINESTRING (7.8499112 48.122869, 7.8502692 48.1237827, 7.8503772 48.1240147)",,30,,,
23464295,False,,Burgstraße,residential,False,68.635,"LINESTRING (7.8499112 48.122869, 7.8497582 48.1228818, 7.8494966 48.1228868, 7.849314 48.1228986, 7.849146 48.1229256, 7.8490228 48.1229856)",,,,,
239654217,False,,Am Stadtgarten,residential,True,74.221,"LINESTRING (7.8499112 48.122869, 7.8498305 48.1226575, 7.849654 48.122224)",,30,,,
"[322259824, 322259825, 23464476]",False,,Torgasse,living_street,True,66.625,"LINESTRING (7.8483003 48.1216426, 7.8483583 48.121691, 7.8485049 48.1218135, 7.848573 48.1219176, 7.8485494 48.1220066, 7.8484847 48.1220943, 7.8484596 48.1221301, 7.8484527 48.122142, 7.8484384 48.1221666)",,,yes,,
17744683,False,,Wilhelmstraße,residential,True,52.693,"LINESTRING (7.8554055 48.1217829, 7.8550282 48.1213815)",,30,,,
27549055,False,,Otto-Wehrle-Straße,residential,True,72.873,"LINESTRING (7.8554055 48.1217829, 7.855171 48.1218783, 7.8549903 48.1220272, 7.8548797 48.1222041, 7.8548586 48.1222917)",,30,,,
"[27549057, 707213661]",False,1,Otto-Wehrle-Straße,residential,False,106.845,"LINESTRING (7.8554055 48.1217829, 7.8554973 48.1217493, 7.8566454 48.1212949)",,30,,,
17744684,False,,Talstraße,residential,True,79.424,"LINESTRING (7.854237 48.123463, 7.8537123 48.1228405)",,30,,,
27549045,False,,Ziegeleiweg,residential,False,20.414,"LINESTRING (7.854237 48.123463, 7.8544773 48.1235523)",,30,,,
23231901,False,,Merianstraße,residential,True,92.08,"LINESTRING (7.854237 48.123463, 7.85396 48.123544, 7.8537504 48.1236102, 7.8531339 48.1238402)",,30,,,
27549055,False,,Otto-Wehrle-Straße,residential,False,154.78099999999998,"LINESTRING (7.854237 48.123463, 7.8544799 48.1233364, 7.854623 48.1232667, 7.8548389 48.1231647, 7.8549014 48.1230989, 7.8549357 48.1229711, 7.8548988 48.122781, 7.8548508 48.1225083, 7.854844 48.122352, 7.8548586 48.1222917)",,30,,,
204413933,False,,Metzger-Gutjahr-Straße,living_street,True,64.061,"LINESTRING (7.8472045 48.1234308, 7.846926 48.1231141, 7.8466468 48.1232084)",,,,,
179222421,False,,Am alten Festplatz,living_street,True,47.095,"LINESTRING (7.8466468 48.1232084, 7.8460799 48.1233986)",,,,,
