osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,ref,bridge
29045563,,primary,50,10,True,False,11.004,"LINESTRING (12.3770047 51.3445079, 12.3768483 51.3444921)",2,B 87,
"[29045569, 1091019835]",Gerberstraße,secondary,50,,True,False,30.069000000000003,"LINESTRING (12.3770047 51.3445079, 12.3770082 51.3445588, 12.3770091 51.3445942, 12.3770081 51.3446234, 12.3770068 51.3446811, 12.3770019 51.3447782)",3,,
252565260,Tröndlinring,primary,50,10,True,False,99.377,"LINESTRING (12.3762717 51.3444345, 12.3761278 51.3444199, 12.3757661 51.3443878, 12.3754933 51.3443719, 12.3753492 51.3443641, 12.3751913 51.3443593, 12.3750336 51.3443574, 12.3748484 51.3443555)",2,B 87,
"[252565256, 643208196, 4301606]",Gerberstraße,secondary_link,50,,True,False,52.756,"LINESTRING (12.3767461 51.3447923, 12.3767051 51.3447378, 12.3766527 51.3446785, 12.3765951 51.344622, 12.3765925 51.3446198, 12.3765802 51.344609, 12.3765546 51.3445858, 12.3764858 51.3445337, 12.3764285 51.344496, 12.3763698 51.3444694, 12.3763257 51.3444531, 12.3762717 51.3444345)",2,,
643208200,Gerberstraße,secondary,50,13,True,False,19.581,"LINESTRING (12.3767461 51.3447923, 12.376781 51.34462, 12.3767815 51.3446176)",4,,
76914998,Martin-Luther-Ring,primary,50,,True,False,20.605,"LINESTRING (12.3710744 51.3376524, 12.3710732 51.3378377)",1,,
8571423,Markgrafenstraße,residential,20,,True,False,21.024,"LINESTRING (12.3710744 51.3376524, 12.3711445 51.337663, 12.3712296 51.3377055, 12.3713151 51.3377595)",1,,
206892574,Gottschedstraße,residential,,5,True,False,16.663,"LINESTRING (12.3711111 51.3397733, 12.3711815 51.3397307, 12.3712169 51.3397093, 12.3712835 51.3396691)",1,,
"[30244964, 1203908485]",Dittrichring,primary,50,8,True,False,174.15800000000002,"LINESTRING (12.3711111 51.3397733, 12.3710815 51.3395833, 12.3710772 51.3395564, 12.371073 51.3395297, 12.371025 51.3392267, 12.3709375 51.3386525, 12.370884 51.3383011, 12.3708721 51.3382142)",1,,
"[640856872, 326302337, 1203908574]",Gottschedstraße,residential,20,9,False,True,73.595,"LINESTRING (12.3711111 51.3397733, 12.3710125 51.3398022, 12.370931 51.3398263, 12.3704436 51.3399573, 12.3702953 51.3399971, 12.370141 51.3400392)",3,,
"[7947547, 1167164933, 1167164934]",Böttchergäßchen,residential,,,True,False,110.402,"LINESTRING (12.3750345 51.3417067, 12.3758582 51.3416912, 12.3758938 51.3416905, 12.3759575 51.3416893, 12.3760882 51.3416924, 12.3764122 51.3417002, 12.376623 51.3417052)",,,
"[1167164930, 78510055]",Katharinenstraße,residential,20,"['7.5', '9']",False,False,52.873,"LINESTRING (12.3750345 51.3417067, 12.3750604 51.3415107, 12.3751086 51.3412335)",,,
"[1167164929, 1167164930, 253332003, 1167164905, 1167164906, 1167164907, 1167164908, 58606926, 4310324, 1167164886, 1167164887, 1167164888, 1167164926]","['Brühl', 'Katharinenstraße']",residential,20,"['8', '9', '6.5']",False,"[False, True]",253.50300000000001,"LINESTRING (12.3750345 51.3417067, 12.3749962 51.3418785, 12.3749924 51.3418954, 12.3749784 51.3420462, 12.3749704 51.3422972, 12.3749681 51.3423697, 12.3749671 51.3424002, 12.3749601 51.3425696, 12.3749659 51.3426287, 12.3749678 51.3426486, 12.3749917 51.342894, 12.3749952 51.3429292, 12.3749979 51.3429573, 12.3750053 51.3430332, 12.3753365 51.3430291, 12.3754464 51.3430278, 12.3757643 51.3430239, 12.3759128 51.3430202, 12.3764172 51.343013, 12.3765261 51.3430115)",,,
"[642998824, 114958818, 209190549, 209190551]",Tröndlinring,primary,50,16,True,False,160.69799999999998,"LINESTRING (12.3736988 51.3443995, 12.3736435 51.3443993, 12.3732468 51.3444002, 12.3730588 51.344408, 12.3726173 51.3444329, 12.3723209 51.3444443, 12.371947 51.344446, 12.3719382 51.344446, 12.3718308 51.3444464, 12.371487 51.3444398, 12.3714239 51.3444386, 12.3713882 51.3444375)","['4', '2', '5']",B 87,
"[1118125163, 4311214]",Nordstraße,residential,30,,False,False,60.82299999999999,"LINESTRING (12.3748484 51.3443555, 12.3748486 51.3444002, 12.3748485 51.344418, 12.3748472 51.3444979, 12.3748458 51.3447148, 12.3748446 51.3449025)",1,,
"[252565259, 252565262]",Tröndlinring,primary,50,,True,False,80.02799999999999,"LINESTRING (12.3748484 51.3443555, 12.3746752 51.3443583, 12.3743871 51.3443661, 12.3740907 51.3443823, 12.3738213 51.3443974, 12.3736988 51.3443995)",2,B 87,
"[326302333, 4293822]",Dittrichring,primary,50,8,True,False,157.18,"LINESTRING (12.3710665 51.3382625, 12.3710694 51.3383714, 12.371078 51.3384497, 12.3711091 51.3386379, 12.3711305 51.3387819, 12.3711585 51.3389475, 12.3712016 51.3392018, 12.3712463 51.3394657, 12.3712509 51.3394937, 12.3712604 51.3395449, 12.3712835 51.3396691)","['2', '1']",,
4304800,Martin-Luther-Ring,primary,50,6,True,False,90.368,"LINESTRING (12.3708721 51.3382142, 12.3708729 51.3380912, 12.3708742 51.3380637, 12.3708837 51.337876, 12.3708847 51.3378448, 12.3708987 51.3376448, 12.3709144 51.337402)",1,,
"[113763492, 1226224903, 6185960, 4362250, 165264460, 502803218, 155731966]",Otto-Schill-Straße,residential,30,"['5.8', '14']",False,True,171.579,"LINESTRING (12.3708721 51.3382142, 12.370676 51.3382048, 12.3702512 51.3381844, 12.3702333 51.3381835, 12.3701186 51.3381778, 12.3700842 51.3381761, 12.3700104 51.3381726, 12.3698294 51.3381639, 12.3696658 51.3381561, 12.3693837 51.3381426, 12.3684088 51.338101)",,,yes
7947542,Reichsstraße,residential,20,7.5,False,False,108.92699999999999,"LINESTRING (12.376623 51.3417052, 12.3766892 51.3413382, 12.3767186 51.3411755, 12.3767362 51.3410781, 12.3767546 51.3407693, 12.3767529 51.3407298)",,,
"[1164481465, 1103623610, 1125610078, 1125610079]",Reichsstraße,residential,20,7.5,False,True,145.475,"LINESTRING (12.376623 51.3417052, 12.3766159 51.3417486, 12.3765946 51.3418959, 12.3765669 51.3420986, 12.3765616 51.3421585, 12.3765539 51.3422452, 12.3765327 51.3428269, 12.3765283 51.3429492, 12.3765261 51.3430115)",,,
"[113763492, 1226224903, 6185960, 4362250, 165264460, 502803218, 155731966]",Otto-Schill-Straße,residential,30,"['5.8', '14']",False,False,171.579,"LINESTRING (12.3684088 51.338101, 12.3693837 51.3381426, 12.3696658 51.3381561, 12.3698294 51.3381639, 12.3700104 51.3381726, 12.3700842 51.3381761, 12.3701186 51.3381778, 12.3702333 51.3381835, 12.3702512 51.3381844, 12.370676 51.3382048, 12.3708721 51.3382142)",,,yes
58606919,Dorotheenplatz,residential,30,8,False,False,35.63,"LINESTRING (12.3684088 51.338101, 12.3684028 51.3380508, 12.3681741 51.3378216)",,,
"[844332185, 8571322]",Dorotheenplatz,residential,30,8,False,True,64.81,"LINESTRING (12.3684088 51.338101, 12.3683838 51.3381886, 12.3681089 51.3383869, 12.3678427 51.338548)",,,
4362252,Burgstraße,residential,20,6.5,False,False,82.355,"LINESTRING (12.373354 51.3376305, 12.3732626 51.338012, 12.3731745 51.3383626)",,,
8571419,Ratsfreischulstraße,residential,20,,False,False,142.46699999999998,"LINESTRING (12.373354 51.3376305, 12.3728666 51.3376548, 12.3727168 51.3376729, 12.3726357 51.3376914, 12.3725273 51.3377294, 12.3717832 51.3380172, 12.3715057 51.3381211)",,,
"[78828913, 31003190, 641872943]",Burgplatz,"['residential', 'living_street']",20,,True,False,72.731,"LINESTRING (12.373354 51.3376305, 12.3732728 51.3373553, 12.3732413 51.337247, 12.3728383 51.337167)",,,
4362252,Burgstraße,residential,20,6.5,False,True,82.355,"LINESTRING (12.3731745 51.3383626, 12.3732626 51.338012, 12.373354 51.3376305)",,,
78049211,Sporergäßchen,residential,20,2.9,False,True,91.142,"LINESTRING (12.3731745 51.3383626, 12.3738186 51.3384405, 12.374468 51.3384984)",1,,
253333757,Burgstraße,residential,20,5.7,False,False,72.562,"LINESTRING (12.3731745 51.3383626, 12.3731207 51.338574, 12.3730078 51.3390068)",,,
132052481,Klostergasse,residential,10,6.2,False,True,16.858,"LINESTRING (12.3731108 51.3397426, 12.3730778 51.3398928)",,,
4362254,Thomaskirchhof,residential,20,6,False,False,77.585,"LINESTRING (12.3731108 51.3397426, 12.3724001 51.3396982, 12.3722785 51.3396907, 12.3720657 51.3396757, 12.3719999 51.3396705)",,,
192089792,Thomasgasse,residential,20,,False,True,22.487000000000002,"LINESTRING (12.3731108 51.3397426, 12.3732785 51.3398401, 12.3733575 51.3398456, 12.3733725 51.3398469)",,,
217286074,Thomaskirchhof,residential,20,5.5,False,True,59.215,"LINESTRING (12.3731108 51.3397426, 12.3732777 51.3397529, 12.3733334 51.3397284, 12.373402 51.3393862, 12.3734073 51.339346)",,,
"[1246273248, 150289828, 1245273352, 374096746, 85160619, 150289834, 1189133584, 85281043, 4362270]","['Goethestraße', 'Augustusplatz']",residential,"['50', '30', '20']","['7', '5', '3']",True,False,347.87,"LINESTRING (12.3818244 51.3388942, 12.3816636 51.3389397, 12.3815806 51.3389543, 12.3814493 51.3389774, 12.3814232 51.338982, 12.3812372 51.3390165, 12.3807372 51.3391559, 12.3806177 51.3391993, 12.3804723 51.3392517, 12.3803119 51.3393107, 12.3802796 51.3393247, 12.3801887 51.3393793, 12.380173 51.3393937, 12.3801569 51.3394188, 12.3801433 51.339452, 12.3801397 51.339486, 12.3801434 51.3395238, 12.3801507 51.3395535, 12.3801625 51.3395911, 12.380308 51.339975, 12.3803208 51.3400543, 12.3803294 51.3401076, 12.3803621 51.340307, 12.3804265 51.340484, 12.3804809 51.3405993, 12.3804954 51.34063, 12.3805574 51.3408107, 12.3805829 51.3408572, 12.3806186 51.340922, 12.380728 51.3412194, 12.3807637 51.3413163)",1,,
106112303,Augustusplatz,primary,50,,True,False,23.096,"LINESTRING (12.3818244 51.3388942, 12.381783 51.3388024, 12.3817703 51.3387743, 12.3817341 51.3386943)",5,,
126579321,Tröndlinring,primary,50,11,True,False,24.601,"LINESTRING (12.3708272 51.3441184, 12.370953 51.3441153, 12.3710023 51.3441141, 12.3710302 51.3441134, 12.3711352 51.3441107, 12.3711811 51.3441092)",3,B 87,
"[642998826, 48840075]",Goerdelerring,primary,50,,True,False,244.41400000000002,"LINESTRING (12.3708272 51.3441184, 12.3706946 51.3439754, 12.3706334 51.3438957, 12.3705869 51.3438316, 12.3705437 51.3437722, 12.3703384 51.3434895, 12.3699946 51.3430737, 12.3693292 51.342284, 12.3692219 51.3421634)",3,,
30244958,Brühl,residential,20,,False,True,12.467,"LINESTRING (12.3767051 51.3430197, 12.3765261 51.3430115)",,,
4779327,Am Hallischen Tor,residential,20,,False,False,79.233,"LINESTRING (12.3767051 51.3430197, 12.3769307 51.3436758, 12.3769428 51.3437166)",,,
"[1167164884, 1167164885, 1097315822, 58606903]",Brühl,residential,20,6,False,True,227.99599999999998,"LINESTRING (12.3767051 51.3430197, 12.3769538 51.3430045, 12.3772807 51.3429804, 12.3774765 51.3429546, 12.3775559 51.3429442, 12.3778821 51.342848, 12.3782261 51.3427466, 12.3787183 51.3426072, 12.3790211 51.3425151, 12.3797358 51.3422853)",1,,
34602734,Ritterstraße,residential,20,7.2,False,True,14.456,"LINESTRING (12.3795388 51.3414647, 12.3795693 51.3415933)",,,
263386073,Ritterstraße,residential,20,7,False,False,86.072,"LINESTRING (12.3795388 51.3414647, 12.3795049 51.3412776, 12.3794397 51.3410025, 12.3793384 51.3407014)",,,
"[1186311091, 648592603]",Ritterstraße,residential,20,7,True,False,76.56099999999999,"LINESTRING (12.3795388 51.3414647, 12.3804367 51.3413588, 12.3805558 51.3413448, 12.3806215 51.3413358)",1,,
7947548,Ritterstraße,residential,20,6,True,False,77.881,"LINESTRING (12.3797358 51.3422853, 12.3796194 51.3418951, 12.3795983 51.3417974, 12.3795693 51.3415933)",2,,
"[1167164884, 1167164885, 1097315822, 58606903]",Brühl,residential,20,6,False,False,227.996,"LINESTRING (12.3797358 51.3422853, 12.3790211 51.3425151, 12.3787183 51.3426072, 12.3782261 51.3427466, 12.3778821 51.342848, 12.3775559 51.3429442, 12.3774765 51.3429546, 12.3772807 51.3429804, 12.3769538 51.3430045, 12.3767051 51.3430197)",1,,
"[262540120, 1186311087]",Brühl,residential,20,6,False,True,84.00999999999999,"LINESTRING (12.3797358 51.3422853, 12.3798951 51.3422407, 12.3805735 51.3421146, 12.3807341 51.3420848, 12.3808888 51.3420604)",1,,
253331796,Reichsstraße,residential,20,5.5,False,True,13.225,"LINESTRING (12.3767484 51.3406109, 12.3767529 51.3407298)",,,
135097883,Schuhmachergäßchen,residential,,6,False,True,67.135,"LINESTRING (12.3767484 51.3406109, 12.3774385 51.3405711, 12.3776189 51.3405607, 12.3777108 51.3405554)",,,
"[78834376, 1185482580]",Reichsstraße,residential,20,11,False,True,37.501999999999995,"LINESTRING (12.3767484 51.3406109, 12.3767424 51.3405144, 12.3767345 51.3403856, 12.3767327 51.3403574, 12.3767239 51.340274)",,,
"[387618089, 1059344898, 387618094]",Dittrichring,primary,50,,True,False,98.316,"LINESTRING (12.3699606 51.3413934, 12.3698414 51.3414648, 12.3696939 51.3415553, 12.3696412 51.3415877, 12.3695423 51.3416726, 12.3694848 51.3417514, 12.3694522 51.3418109, 12.3694365 51.3418556, 12.3694335 51.3418824, 12.3694296 51.3419227, 12.369431 51.341997, 12.3694418 51.3420702, 12.369466 51.3421593)","['2', '1']",,
"[1185959892, 1213022926, 4293847]",Gottschedstraße,residential,20,,False,False,100.69800000000001,"LINESTRING (12.3688555 51.3404532, 12.3689883 51.3403888, 12.3697088 51.3401663, 12.3699655 51.3400871, 12.370141 51.3400392)",,,
"[80044579, 1185960109]",Bosestraße,residential,30,,False,False,76.362,"LINESTRING (12.3688555 51.3404532, 12.3687527 51.3403545, 12.3686082 51.340231, 12.3685847 51.34021, 12.3682202 51.3398929)",,,
"[4293826, 326302334, 1203908495]",Dittrichring,primary,50,,True,False,205.98000000000002,"LINESTRING (12.3698326 51.3413094, 12.3699538 51.3412369, 12.3704787 51.3409274, 12.3706246 51.3408363, 12.3707283 51.340759, 12.3709061 51.3405974, 12.3710584 51.3404602, 12.3711112 51.3404038, 12.3711513 51.340341, 12.3711759 51.3402517, 12.3711733 51.3401604, 12.3711597 51.3400727, 12.3711418 51.339957, 12.3711374 51.3399225, 12.3711111 51.3397733)","['2', '1']",,
"[1185959896, 964880147, 964880148, 8474038]",Bosestraße,"['residential', 'living_street']",20,,True,False,116.94500000000001,"LINESTRING (12.3698326 51.3413094, 12.3697401 51.3412372, 12.3694427 51.3409759, 12.3692608 51.340816, 12.3689497 51.3405426, 12.3688555 51.3404532)",,,
"[19264826, 1151435196]",Thomasiusstraße,residential,30,,False,False,34.256,"LINESTRING (12.3682202 51.3398929, 12.3678987 51.340027, 12.3678101 51.340064)",,,
"[80044579, 1185960109]",Bosestraße,residential,30,,False,True,76.362,"LINESTRING (12.3682202 51.3398929, 12.3685847 51.34021, 12.3686082 51.340231, 12.3687527 51.3403545, 12.3688555 51.3404532)",,,
"[19264826, 1151435196]",Thomasiusstraße,residential,30,,False,True,34.256,"LINESTRING (12.3678101 51.340064, 12.3678987 51.340027, 12.3682202 51.3398929)",,,
"[8474043, 1249872180, 1249872181]",Nikischplatz,residential,30,,True,False,84.07900000000001,"LINESTRING (12.3678101 51.340064, 12.3677266 51.3399923, 12.3676721 51.3399454, 12.3676479 51.3399124, 12.367652 51.3398833, 12.3676824 51.3398618, 12.367999 51.3397163, 12.3680746 51.3397073, 12.3681294 51.3397282, 12.3682125 51.3398119, 12.368231 51.3398555, 12.3682202 51.3398929)",,,
"[1185959892, 1213022926, 4293847]",Gottschedstraße,residential,20,,False,True,100.69800000000001,"LINESTRING (12.370141 51.3400392, 12.3699655 51.3400871, 12.3697088 51.3401663, 12.3689883 51.3403888, 12.3688555 51.3404532)",,,
"[8474048, 78828956]",Zentralstraße,residential,"['20', '30']","['6', '8.7']",False,False,230.94499999999996,"LINESTRING (12.370141 51.3400392, 12.3700945 51.3399832, 12.3700076 51.3399158, 12.3698855 51.3398441, 12.3698547 51.339826, 12.3696464 51.3397036, 12.3690586 51.3393584, 12.3687728 51.3391908, 12.3686438 51.3391147, 12.3684803 51.3390248, 12.3684552 51.339011, 12.3684021 51.3389765, 12.3681637 51.3387915, 12.3679048 51.3385907, 12.3678427 51.338548)",,,
"[640856872, 326302337, 1203908574]",Gottschedstraße,residential,20,9,False,False,73.595,"LINESTRING (12.370141 51.3400392, 12.3702953 51.3399971, 12.3704436 51.3399573, 12.370931 51.3398263, 12.3710125 51.3398022, 12.3711111 51.3397733)",3,,
"[8474048, 78828956]",Zentralstraße,residential,"['20', '30']","['6', '8.7']",False,True,230.945,"LINESTRING (12.3678427 51.338548, 12.3679048 51.3385907, 12.3681637 51.3387915, 12.3684021 51.3389765, 12.3684552 51.339011, 12.3684803 51.3390248, 12.3686438 51.3391147, 12.3687728 51.3391908, 12.3690586 51.3393584, 12.3696464 51.3397036, 12.3698547 51.339826, 12.3698855 51.3398441, 12.3700076 51.3399158, 12.3700945 51.3399832, 12.370141 51.3400392)",,,
"[844332185, 8571322]",Dorotheenplatz,residential,30,8,False,False,64.81,"LINESTRING (12.3678427 51.338548, 12.3681089 51.3383869, 12.3683838 51.3381886, 12.3684088 51.338101)",,,
277959119,Thomaskirchhof,residential,20,10,True,False,16.458,"LINESTRING (12.3719999 51.3396705, 12.3717646 51.3396532)",,,
4362254,Thomaskirchhof,residential,20,6,False,True,77.585,"LINESTRING (12.3719999 51.3396705, 12.3720657 51.3396757, 12.3722785 51.3396907, 12.3724001 51.3396982, 12.3731108 51.3397426)",,,
"[19263906, 205872735]",,primary_link,50,,False,True,22.752,"LINESTRING (12.3708831 51.3363806, 12.3710152 51.3364437, 12.371065 51.3364675, 12.3711456 51.3365029)",2,,
"[129399531, 113763518, 113763503]",Rudolphstraße,residential,30,9.7,False,"[False, True]",176.849,"LINESTRING (12.3708831 51.3363806, 12.3707888 51.336377, 12.3707561 51.3363793, 12.3707028 51.3363866, 12.3704674 51.3364194, 12.3703519 51.3364357, 12.3698933 51.3365008, 12.3696616 51.3365353, 12.3684061 51.3367354)",3,,
4310322,Dittrichring,residential,20,6.7,False,True,153.646,"LINESTRING (12.3719589 51.3410294, 12.3719419 51.3409188, 12.3719224 51.3407709, 12.3719161 51.3407225, 12.3718978 51.3405829, 12.3718809 51.3404546, 12.3718767 51.3404228, 12.3718696 51.3403683, 12.3718417 51.3401566, 12.3718299 51.3400666, 12.371818 51.339976, 12.3718002 51.3398405, 12.3717889 51.3397542, 12.3717646 51.3396532)",,,
8571422,Dittrichring,residential,20,10,True,False,71.77799999999999,"LINESTRING (12.3719589 51.3410294, 12.371848 51.3410542, 12.3717948 51.3410641, 12.3716111 51.3411033, 12.3713452 51.3411684, 12.3710177 51.3412892)",,,
135175874,Große Fleischergasse,residential,20,,False,False,47.462,"LINESTRING (12.3719589 51.3410294, 12.371971 51.3411088, 12.3720471 51.3414526)",,,
"[1154505280, 1154505160, 8566057, 759612435, 380114014, 1154505278, 1154505279]","['Martin-Luther-Ring', 'Markgrafenstraße', 'Burgplatz']","['residential', 'living_street']",20,"['8.5', '11.2']",False,"[False, True]",169.64200000000002,"LINESTRING (12.3747839 51.3361931, 12.3748989 51.3363985, 12.3749069 51.3364303, 12.3749006 51.3364596, 12.3748924 51.3364883, 12.3748516 51.3365314, 12.3748059 51.3365599, 12.3747344 51.3365797, 12.3745755 51.3366236, 12.3742391 51.3367166, 12.3740654 51.3367646, 12.3739537 51.3367955, 12.3738105 51.3368896, 12.3736073 51.3369412, 12.3732672 51.3367625)",,,
"[1154505190, 250505804, 250505805, 1154505170, 24582070]","['Martin-Luther-Ring', 'Hugo-Licht-Straße', 'Burgplatz']","['residential', 'living_street']",20,7.5,False,False,164.243,"LINESTRING (12.3747839 51.3361931, 12.3746817 51.336217, 12.3745993 51.3362151, 12.3740118 51.3360843, 12.3738777 51.3360556, 12.3737248 51.336037, 12.373655 51.336123, 12.373523 51.3363579, 12.3733335 51.336695, 12.3732672 51.3367625)",,,
113763515,Richard-Wagner-Straße,residential,20,6,True,False,135.68,"LINESTRING (12.3788504 51.3435796, 12.3779804 51.3438272, 12.3778772 51.3438461, 12.3777513 51.3438638, 12.3776218 51.3438729, 12.3774657 51.3438782, 12.3771525 51.3438816, 12.3769921 51.3438895)",1,,
"[150289836, 1181806549]",Richard-Wagner-Straße,residential,20,6,False,True,184.701,"LINESTRING (12.3788504 51.3435796, 12.3790473 51.3435119, 12.3793513 51.343397, 12.3798504 51.3432072, 12.3802241 51.3430631, 12.3803259 51.3430239, 12.3808623 51.3428179, 12.381137 51.3427332)",1,,
76914998,Martin-Luther-Ring,primary,50,,True,False,127.91499999999999,"LINESTRING (12.3711456 51.3365029, 12.3711368 51.3366389, 12.3711312 51.3367258, 12.3710866 51.3374125, 12.3710744 51.3376524)",1,,
"[205872718, 205872719]",Lotterstraße,residential,20,,False,True,34.298,"LINESTRING (12.3711456 51.3365029, 12.3712533 51.3365221, 12.3713509 51.3365439, 12.3716128 51.3366023)",3,,
"[19263906, 205872735]",,primary_link,50,,False,False,22.752,"LINESTRING (12.3711456 51.3365029, 12.371065 51.3364675, 12.3710152 51.3364437, 12.3708831 51.3363806)",2,,
24582070,Burgplatz,living_street,,,False,True,29.438000000000002,"LINESTRING (12.3729067 51.336884, 12.3730383 51.3368652, 12.3731439 51.3368393, 12.3731904 51.3368188, 12.3732672 51.3367625)",,,
