osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,width
24895718,St 2169,Wiesauer Straße,secondary,50,False,False,101.821,"LINESTRING (12.2383605 49.9473983, 12.2388859 49.9482493)",,,
24895718,St 2169,Wiesauer Straße,secondary,50,False,True,33.981,"LINESTRING (12.2383605 49.9473983, 12.2381742 49.9471172)",,,
24866493,,Annabergstraße,residential,,False,True,82.945,"LINESTRING (12.2383605 49.9473983, 12.2374943 49.9474375, 12.2373564 49.947452, 12.2372253 49.9475004)",,,
"[666663704, 24866052]",,"['Färberbrücke', 'Martin-Zehendner-Straße']",unclassified,50,False,False,178.00599999999997,"LINESTRING (12.2392879 49.9488684, 12.2395087 49.9488137, 12.2395635 49.9488027, 12.2396163 49.9487944, 12.2396664 49.948793, 12.2397283 49.9488012, 12.2397888 49.9488217, 12.239927 49.9488834, 12.2401103 49.9489783, 12.240191 49.949011, 12.2402619 49.9490367, 12.2403301 49.9490591, 12.240386 49.9490711, 12.2404394 49.9490792, 12.240525 49.9490894, 12.2406239 49.9490916, 12.240718 49.9490848, 12.2407693 49.9490788, 12.2408263 49.94907, 12.2408983 49.9490578, 12.2409694 49.9490424, 12.2412782 49.9489813, 12.2415871 49.9489202)",yes,,
"[1072006338, 24895482]",St 2169,"['Färberbrücke', 'Marktredwitzer Straße']",secondary,50,False,False,91.408,"LINESTRING (12.2392879 49.9488684, 12.2391635 49.9489, 12.2389878 49.9489174, 12.2388066 49.9488971, 12.2387616 49.9488906, 12.2385866 49.9488642, 12.2383881 49.9488366, 12.2382094 49.9488233, 12.2380362 49.9488263)",yes,3,
"[1072006339, 24895484, 666663703]",,"['Färberbrücke', 'Vorstadt']",tertiary,"['50', '30']",False,False,61.344,"LINESTRING (12.2392879 49.9488684, 12.2393247 49.9489314, 12.2393599 49.9490012, 12.2393914 49.9490636, 12.2395022 49.9492307, 12.2395774 49.9493158, 12.239628 49.949373)",yes,,
"[205530662, 666663702]",St 2169,"['Färberbrücke', 'Wiesauer Straße']",secondary,50,False,True,74.60900000000001,"LINESTRING (12.2392879 49.9488684, 12.239208 49.948749, 12.2388859 49.9482493)",yes,,
24885176,,,residential,,False,False,10.636,"LINESTRING (12.2432971 49.9507647, 12.2434063 49.9506998)",,,
24895486,,Unterer Marktplatz,tertiary,30,False,False,32.251,"LINESTRING (12.2432971 49.9507647, 12.2434297 49.9508486, 12.2435419 49.9509252, 12.2436113 49.9509726)",,2,
24895486,,Unterer Marktplatz,tertiary,30,False,True,23.893,"LINESTRING (12.2432971 49.9507647, 12.2432609 49.9507445, 12.2430431 49.9506252)",,2,
24895486,,Unterer Marktplatz,tertiary,30,False,True,12.728,"LINESTRING (12.243779 49.9510409, 12.2437078 49.9510288, 12.2436291 49.9509848)",,2,
"[24895488, 666673577, 666673578]",,"['Johannisplatz', 'Bachstraße']",tertiary,50,False,False,212.22500000000002,"LINESTRING (12.243779 49.9510409, 12.2438578 49.9510246, 12.2441481 49.950864, 12.2443024 49.9507843, 12.2443233 49.950773, 12.244347 49.9507601, 12.2446079 49.9506172, 12.2448312 49.9504949, 12.2450303 49.9503876, 12.2451247 49.9503397, 12.245149 49.9503279, 12.2451726 49.9503195, 12.2452176 49.9503144, 12.2453238 49.9503111, 12.2453649 49.9503115, 12.245409 49.9503119, 12.2454481 49.950312, 12.2454875 49.9503129, 12.2456009 49.9503129, 12.2457216 49.9503138, 12.2457811 49.9503142, 12.2462033 49.9503147, 12.2463428 49.9503172)",yes,2,
35109564,,Oberer Marktplatz,tertiary,30,False,True,30.043,"LINESTRING (12.243779 49.9510409, 12.243856 49.9511861, 12.2438912 49.9512277, 12.2439527 49.9512847)",,2,
24866613,,Johannisplatz,residential,,False,False,23.756,"LINESTRING (12.2463428 49.9503172, 12.2463246 49.9504022, 12.2462467 49.9505198)",,,
"[666673578, 24895490]",,"['Dr.-Karl-Stingl-Straße', 'Johannisplatz']",tertiary,50,False,False,34.255,"LINESTRING (12.2463428 49.9503172, 12.2464136 49.9503137, 12.246461 49.9503077, 12.246499 49.950293, 12.2465563 49.950266, 12.2466331 49.9501999, 12.2466955 49.9501371)",,2,
"[24895488, 666673577, 666673578]",,"['Johannisplatz', 'Bachstraße']",tertiary,50,False,True,212.22500000000002,"LINESTRING (12.2463428 49.9503172, 12.2462033 49.9503147, 12.2457811 49.9503142, 12.2457216 49.9503138, 12.2456009 49.9503129, 12.2454875 49.9503129, 12.2454481 49.950312, 12.245409 49.9503119, 12.2453649 49.9503115, 12.2453238 49.9503111, 12.2452176 49.9503144, 12.2451726 49.9503195, 12.245149 49.9503279, 12.2451247 49.9503397, 12.2450303 49.9503876, 12.2448312 49.9504949, 12.2446079 49.9506172, 12.244347 49.9507601, 12.2443233 49.950773, 12.2443024 49.9507843, 12.2441481 49.950864, 12.2438578 49.9510246, 12.243779 49.9510409)",yes,2,
24866621,,Mühlgrabenweg,residential,,False,False,151.76800000000003,"LINESTRING (12.2466955 49.9501371, 12.2470352 49.9502605, 12.2472105 49.9503385, 12.2473884 49.9504176, 12.2474575 49.9504423, 12.2475392 49.950469, 12.2476296 49.9504967, 12.2480612 49.950612, 12.2484678 49.950727, 12.2485037 49.950762, 12.2485055 49.9507969)",,,
"[666673578, 24895490]",,"['Dr.-Karl-Stingl-Straße', 'Johannisplatz']",tertiary,50,False,True,34.255,"LINESTRING (12.2466955 49.9501371, 12.2466331 49.9501999, 12.2465563 49.950266, 12.246499 49.950293, 12.246461 49.9503077, 12.2464136 49.9503137, 12.2463428 49.9503172)",,2,
205530591,,Dr.-Karl-Stingl-Straße,tertiary,50,False,False,42.056,"LINESTRING (12.2466955 49.9501371, 12.2468233 49.9500016, 12.2468389 49.9499836, 12.2469038 49.9498983, 12.246975 49.9498048)",,2,
"[24866425, 24895492]",,Tirschenreuther Straße,tertiary,50,False,False,113.61600000000001,"LINESTRING (12.2475613 49.949047, 12.2478694 49.9488195, 12.2482108 49.9486511, 12.248232 49.9486435, 12.248579 49.948519, 12.2488006 49.9484229)",,"['2', '3']",
205530591,,Dr.-Karl-Stingl-Straße,tertiary,50,False,True,94.233,"LINESTRING (12.2475613 49.949047, 12.2473947 49.9492249, 12.2473641 49.9492694, 12.2473082 49.9493505, 12.2472616 49.9494182, 12.2471987 49.9495032, 12.2470451 49.9497107, 12.246975 49.9498048)",,2,
208709425,,Dr.-Karl-Stingl-Straße,residential,,False,False,147.101,"LINESTRING (12.2475613 49.949047, 12.2477317 49.9490704, 12.2478147 49.9490828, 12.2478619 49.9490917, 12.247892 49.9490973, 12.2480518 49.9491421, 12.2482605 49.9492099, 12.2484509 49.9492769, 12.248576 49.9493271, 12.2486771 49.9494095, 12.2487148 49.9494824, 12.2487175 49.9495552, 12.2486838 49.9496402, 12.2485424 49.9498165, 12.2484942 49.9498751)",,,
666663704,,Martin-Zehendner-Straße,unclassified,50,False,True,61.037,"LINESTRING (12.2475613 49.949047, 12.2474382 49.9490147, 12.2472855 49.9489954, 12.2470261 49.948978, 12.2467245 49.9489551)",,,
24895718,St 2169,Wiesauer Straße,secondary,50,False,True,101.821,"LINESTRING (12.2388859 49.9482493, 12.2383605 49.9473983)",,,
24865883,,Schwalbachweg,residential,,False,False,47.174,"LINESTRING (12.2388859 49.9482493, 12.238731 49.9482496, 12.2382266 49.9482504)",,,
24866105,,Richtergartenstraße,residential,,False,False,32.857,"LINESTRING (12.2388859 49.9482493, 12.2391142 49.9482176, 12.2393367 49.9481934)",,,
"[205530662, 666663702]",St 2169,"['Färberbrücke', 'Wiesauer Straße']",secondary,50,False,False,74.60900000000001,"LINESTRING (12.2388859 49.9482493, 12.239208 49.948749, 12.2392879 49.9488684)",yes,,
24865883,,Schwalbachweg,residential,,False,True,47.174,"LINESTRING (12.2382266 49.9482504, 12.238731 49.9482496, 12.2388859 49.9482493)",,,
"[205530602, 24866367]",,Schulgartenstraße,residential,,False,False,23.619,"LINESTRING (12.2382266 49.9482504, 12.2381984 49.9483441, 12.2381678 49.9484594)",,,
205530603,,Schwalbachweg,residential,,False,False,93.608,"LINESTRING (12.2382266 49.9482504, 12.2371994 49.9482115, 12.2369243 49.9481805)",,,
205530603,,Schwalbachweg,residential,,False,True,59.041,"LINESTRING (12.2361146 49.94808, 12.2364473 49.9481307, 12.2369243 49.9481805)",,,
666663704,,Martin-Zehendner-Straße,unclassified,50,False,False,369.1960000000001,"LINESTRING (12.2415871 49.9489202, 12.2416952 49.948901, 12.2418539 49.9488727, 12.241876 49.9488688, 12.2421858 49.9488347, 12.2423461 49.9488293, 12.2424105 49.9488273, 12.2424596 49.9488257, 12.2425311 49.9488233, 12.2427191 49.9488268, 12.2433882 49.9488392, 12.2434489 49.9488403, 12.2438869 49.9488511, 12.2439447 49.9488525, 12.2443541 49.9488625, 12.2444156 49.9488641, 12.2448808 49.9488756, 12.2453489 49.948887, 12.2457285 49.9488949, 12.245756 49.9488955, 12.2460319 49.948908, 12.2461771 49.9489145, 12.2462355 49.9489172, 12.2462364 49.9489172, 12.2463476 49.9489258, 12.2466743 49.9489512, 12.2467245 49.9489551)",,,
"[666663704, 24866052]",,"['Färberbrücke', 'Martin-Zehendner-Straße']",unclassified,50,False,True,178.006,"LINESTRING (12.2415871 49.9489202, 12.2412782 49.9489813, 12.2409694 49.9490424, 12.2408983 49.9490578, 12.2408263 49.94907, 12.2407693 49.9490788, 12.240718 49.9490848, 12.2406239 49.9490916, 12.240525 49.9490894, 12.2404394 49.9490792, 12.240386 49.9490711, 12.2403301 49.9490591, 12.2402619 49.9490367, 12.240191 49.949011, 12.2401103 49.9489783, 12.239927 49.9488834, 12.2397888 49.9488217, 12.2397283 49.9488012, 12.2396664 49.948793, 12.2396163 49.9487944, 12.2395635 49.9488027, 12.2395087 49.9488137, 12.2392879 49.9488684)",yes,,
888996852,,Bahnhofstraße,residential,,False,True,24.378,"LINESTRING (12.2415871 49.9489202, 12.2414893 49.9487418, 12.2414796 49.9487271, 12.2414661 49.948716)",,,
24866431,,Wehrgasse,residential,,False,False,82.353,"LINESTRING (12.2467245 49.9489551, 12.24668 49.9491195, 12.2466601 49.9492224, 12.2466465 49.9493429, 12.2466354 49.9495318, 12.2466313 49.949602, 12.2465677 49.9496821)",,,
666663704,,Martin-Zehendner-Straße,unclassified,50,False,False,61.037,"LINESTRING (12.2467245 49.9489551, 12.2470261 49.948978, 12.2472855 49.9489954, 12.2474382 49.9490147, 12.2475613 49.949047)",,,
666663704,,Martin-Zehendner-Straße,unclassified,50,False,True,369.19599999999997,"LINESTRING (12.2467245 49.9489551, 12.2466743 49.9489512, 12.2463476 49.9489258, 12.2462364 49.9489172, 12.2462355 49.9489172, 12.2461771 49.9489145, 12.2460319 49.948908, 12.245756 49.9488955, 12.2457285 49.9488949, 12.2453489 49.948887, 12.2448808 49.9488756, 12.2444156 49.9488641, 12.2443541 49.9488625, 12.2439447 49.9488525, 12.2438869 49.9488511, 12.2434489 49.9488403, 12.2433882 49.9488392, 12.2427191 49.9488268, 12.2425311 49.9488233, 12.2424596 49.9488257, 12.2424105 49.9488273, 12.2423461 49.9488293, 12.2421858 49.9488347, 12.241876 49.9488688, 12.2418539 49.9488727, 12.2416952 49.948901, 12.2415871 49.9489202)",,,
"[666663709, 666663708, 24866053]",,"['Bahnhofstraße', 'Schreiberbrücke']",residential,,True,False,171.22,"LINESTRING (12.2422951 49.9503901, 12.2422815 49.9503282, 12.2422522 49.9502638, 12.2421355 49.9500388, 12.242029 49.9498334, 12.2420245 49.9498248, 12.2420129 49.9498023, 12.2419755 49.9497287, 12.2419713 49.9497202, 12.2419053 49.9495827, 12.2418445 49.9494562, 12.2418374 49.9494413, 12.2418114 49.9493873, 12.241607 49.9489616, 12.2415871 49.9489202)",yes,,
24884525,,Unterer Marktplatz,residential,,False,True,45.388999999999996,"LINESTRING (12.2422951 49.9503901, 12.2423584 49.9504659, 12.2425037 49.9505615, 12.2427083 49.9506963)",,,
24895486,,Unterer Marktplatz,tertiary,30,False,False,60.691,"LINESTRING (12.2422951 49.9503901, 12.2424601 49.950401, 12.2425291 49.9504194, 12.2426345 49.9504475, 12.24276 49.9504964, 12.2428058 49.9505142, 12.2430431 49.9506252)",,2,
176765843,,Vorstadt,tertiary,30,False,True,101.793,"LINESTRING (12.2422951 49.9503901, 12.2421071 49.9503815, 12.2419153 49.9503447, 12.2416825 49.9502992, 12.2414632 49.9502534, 12.2412639 49.9501944, 12.2409592 49.9500961)",,,
24866103,,Bahnhofstraße,residential,,False,False,184.819,"LINESTRING (12.2393367 49.9481934, 12.239345 49.9483087, 12.2393468 49.9483719, 12.2393568 49.9484345, 12.2393845 49.9484454, 12.2394844 49.9484535, 12.2400828 49.948478, 12.2401464 49.9484826, 12.2401931 49.9485001, 12.2402492 49.9485259, 12.2402563 49.9485288, 12.240293 49.9485437, 12.2403599 49.9485588, 12.2404258 49.9485799, 12.2404751 49.9486011, 12.2405339 49.9486212, 12.2405717 49.9486282, 12.2406132 49.9486328, 12.2406926 49.9486384, 12.2410471 49.9486514, 12.2410889 49.9486567, 12.2411174 49.9486711, 12.2411499 49.9486926, 12.2411753 49.9487015, 12.2412014 49.9487048, 12.2414052 49.9487046, 12.2414438 49.948708, 12.2414661 49.948716)",,,
"[24866105, 888996851]",,Richtergartenstraße,residential,,False,False,160.557,"LINESTRING (12.2393367 49.9481934, 12.2398744 49.9481899, 12.240127 49.9481882, 12.2404482 49.9481908, 12.2405648 49.9481918, 12.240801 49.9481949, 12.2408236 49.9481959, 12.2409339 49.9482005, 12.2410413 49.9481895, 12.2411259 49.9481563, 12.2413165 49.9480757, 12.2414383 49.9480215, 12.2414823 49.9479931)",,,
24866105,,Richtergartenstraße,residential,,False,True,32.857,"LINESTRING (12.2393367 49.9481934, 12.2391142 49.9482176, 12.2388859 49.9482493)",,,
