osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,ref,width
56045498,,residential,30,False,True,48.189,"LINESTRING (8.5163059 49.2512348, 8.5168357 49.2510846, 8.5169112 49.2510573)",Kirrlacher Straße,,,
"[22939123, 498093774]",,residential,50,False,False,226.847,"LINESTRING (8.5153827 49.2515042, 8.5155772 49.2518021, 8.5155939 49.2518391, 8.5155778 49.2518692, 8.5154828 49.2519339, 8.5153318 49.2520127, 8.514566 49.2524217, 8.5140284 49.2527654, 8.5136111 49.2528732)",Am Haltepunkt,,,
"[564053204, 498093775]",,residential,30,False,False,60.607,"LINESTRING (8.5153827 49.2515042, 8.5152116 49.251553, 8.5146245 49.2517325)",Kirrlacher Straße,,,
"[56045498, 498093775]",,residential,30,False,True,73.402,"LINESTRING (8.5153827 49.2515042, 8.515791 49.2513884, 8.5163059 49.2512348)",Kirrlacher Straße,,,
"[22939123, 498093774]",,residential,50,False,True,226.84699999999998,"LINESTRING (8.5136111 49.2528732, 8.5140284 49.2527654, 8.514566 49.2524217, 8.5153318 49.2520127, 8.5154828 49.2519339, 8.5155778 49.2518692, 8.5155939 49.2518391, 8.5155772 49.2518021, 8.5153827 49.2515042)",Am Haltepunkt,,,
22939124,,residential,30,False,False,59.437,"LINESTRING (8.5174937 49.2496554, 8.517583 49.2496774, 8.518303 49.2497233)",Kniebisstraße,,,
22939124,,residential,30,False,True,74.046,"LINESTRING (8.5174937 49.2496554, 8.5174317 49.2497039, 8.5167199 49.2499099, 8.5166843 49.2499193, 8.5165858 49.2499455)",Kniebisstraße,,,
22939136,,residential,30,False,False,46.017,"LINESTRING (8.5174937 49.2496554, 8.5175179 49.249615, 8.517543 49.2492449)",Trifelsstraße,,,
22939124,,residential,30,False,False,121.972,"LINESTRING (8.518303 49.2497233, 8.5199099 49.2494024)",Kniebisstraße,,,
22939124,,residential,30,False,True,59.437,"LINESTRING (8.518303 49.2497233, 8.517583 49.2496774, 8.5174937 49.2496554)",Kniebisstraße,,,
22939135,,residential,30,False,False,63.739,"LINESTRING (8.518303 49.2497233, 8.5185465 49.2501469, 8.5186621 49.2502412)",Hardtweg,,,
22939124,,residential,30,False,True,17.303,"LINESTRING (8.5201322 49.2493462, 8.5199099 49.2494024)",Kniebisstraße,,,
"[22939137, 256055479]",,residential,30,False,False,263.323,"LINESTRING (8.5201322 49.2493462, 8.5202312 49.2495036, 8.5203744 49.2497387, 8.5203952 49.2497728, 8.5204091 49.2498052, 8.5204147 49.2498277, 8.5204149 49.2498448, 8.5204113 49.2498618, 8.5203874 49.2498858, 8.5203581 49.249903, 8.5197419 49.2500827, 8.5196261 49.2501247, 8.5190955 49.2504083, 8.5189865 49.2504553, 8.5188496 49.2504969, 8.5187299 49.2505308, 8.5179997 49.2507375)","['Gymnasiumstraße', 'Kirrlacher Straße']",,,
"[42610963, 243667042, 22939139, 256055479]",,residential,30,False,True,216.48099999999994,"LINESTRING (8.5201322 49.2493462, 8.5197214 49.2486944, 8.5194634 49.2482819, 8.5194366 49.248239, 8.5193964 49.2481752, 8.5192377 49.2479235, 8.5192302 49.2479116, 8.5191697 49.2478154, 8.5191344 49.2477624, 8.5190897 49.2476922, 8.5189905 49.2477287, 8.5188784 49.2477699)","['Schwimmbadstraße', 'Gymnasiumstraße']",,,
22939125,,residential,30,False,False,196.36200000000002,"LINESTRING (8.5188784 49.2477699, 8.5195008 49.2487631, 8.5199099 49.2494024)",Gymnasiumstraße,,,
"[22939139, 243667042, 42610963, 256055479]",,residential,30,False,False,216.481,"LINESTRING (8.5188784 49.2477699, 8.5189905 49.2477287, 8.5190897 49.2476922, 8.5191344 49.2477624, 8.5191697 49.2478154, 8.5192302 49.2479116, 8.5192377 49.2479235, 8.5193964 49.2481752, 8.5194366 49.248239, 8.5194634 49.2482819, 8.5197214 49.2486944, 8.5201322 49.2493462)","['Schwimmbadstraße', 'Gymnasiumstraße']",,,
"[42610964, 256720212]",,residential,30,False,True,62.057,"LINESTRING (8.5188784 49.2477699, 8.5184721 49.2479087, 8.5181279 49.248037)",Schwimmbadstraße,,,
22939124,,residential,30,False,False,17.303,"LINESTRING (8.5199099 49.2494024, 8.5201322 49.2493462)",Kniebisstraße,,,
22939124,,residential,30,False,True,121.972,"LINESTRING (8.5199099 49.2494024, 8.518303 49.2497233)",Kniebisstraße,,,
22939125,,residential,30,False,True,196.36200000000002,"LINESTRING (8.5199099 49.2494024, 8.5195008 49.2487631, 8.5188784 49.2477699)",Gymnasiumstraße,,,
22939126,,residential,30,False,False,187.319,"LINESTRING (8.5181279 49.248037, 8.5185507 49.2489201, 8.5185521 49.2489557, 8.5185185 49.2489805, 8.5176254 49.2492343, 8.517543 49.2492449)",Feldbergstraße,,,
"[256720212, 42610964]",,residential,30,False,False,62.057,"LINESTRING (8.5181279 49.248037, 8.5184721 49.2479087, 8.5188784 49.2477699)",Schwimmbadstraße,,,
"[313718204, 313718205]",,residential,30,False,True,49.718,"LINESTRING (8.5181279 49.248037, 8.5178424 49.2481499, 8.5176205 49.2482246, 8.5175218 49.24824)",Schwimmbadstraße,,,
22939126,,residential,30,False,True,187.319,"LINESTRING (8.517543 49.2492449, 8.5176254 49.2492343, 8.5185185 49.2489805, 8.5185521 49.2489557, 8.5185507 49.2489201, 8.5181279 49.248037)",Feldbergstraße,,,
22939136,,residential,30,False,False,57.75,"LINESTRING (8.517543 49.2492449, 8.5175393 49.2491669, 8.5175322 49.2487256)",Trifelsstraße,,,
22939136,,residential,30,False,True,46.017,"LINESTRING (8.517543 49.2492449, 8.5175179 49.249615, 8.5174937 49.2496554)",Trifelsstraße,,,
"[365887526, 22939127]",,residential,"['50', '30']",False,False,86.708,"LINESTRING (8.5156876 49.2484832, 8.5158412 49.2484476, 8.5160751 49.2483899, 8.5163377 49.2483276, 8.5168072 49.2482114)",Schwimmbadstraße,,,
"[56757345, 365887518]",2,unclassified,50,False,False,175.201,"LINESTRING (8.5156876 49.2484832, 8.5157913 49.2486553, 8.5159829 49.248973, 8.5165008 49.2497968, 8.5165321 49.2498455, 8.5165858 49.2499455)",Haslacher Straße,,,
"[22939140, 365887519]",2,unclassified,50,False,True,123.04599999999999,"LINESTRING (8.5156876 49.2484832, 8.5156551 49.2484274, 8.5156275 49.2483836, 8.5156209 49.2483726, 8.5155879 49.2483246, 8.5154295 49.2480678, 8.5150528 49.2474572)",Haslacher Straße,,,
22939138,,residential,30,False,False,204.454,"LINESTRING (8.5168072 49.2482114, 8.516778 49.2481604, 8.5164464 49.2476093, 8.5162291 49.2472606, 8.5162108 49.2472489, 8.5161904 49.2472396, 8.5161481 49.2472287, 8.516108 49.2472263, 8.5152579 49.2474037, 8.5150528 49.2474572)",Kalmitstraße,,,
313718205,,residential,30,False,False,52.057,"LINESTRING (8.5168072 49.2482114, 8.5169006 49.2482101, 8.5173454 49.2482409, 8.5174846 49.2482412, 8.5175218 49.24824)",Schwimmbadstraße,,,
"[365887526, 22939127]",,residential,"['50', '30']",False,True,86.708,"LINESTRING (8.5168072 49.2482114, 8.5163377 49.2483276, 8.5160751 49.2483899, 8.5158412 49.2484476, 8.5156876 49.2484832)",Schwimmbadstraße,,,
"[564053202, 22939130]",,residential,50,False,True,134.357,"LINESTRING (8.515642 49.2462018, 8.5158031 49.2465092, 8.5157909 49.2465597, 8.5157439 49.2465948, 8.514936 49.2468336, 8.5148203 49.2468762, 8.5147565 49.2469029, 8.5146817 49.2469538)",Belchenstraße,,,
22939136,,residential,30,False,True,54.056,"LINESTRING (8.5175218 49.24824, 8.5175345 49.2483042, 8.5175322 49.2487256)",Trifelsstraße,,,
"[313718204, 313718205]",,residential,30,False,False,49.718,"LINESTRING (8.5175218 49.24824, 8.5176205 49.2482246, 8.5178424 49.2481499, 8.5181279 49.248037)",Schwimmbadstraße,,,
313718205,,residential,30,False,True,52.057,"LINESTRING (8.5175218 49.24824, 8.5174846 49.2482412, 8.5173454 49.2482409, 8.5169006 49.2482101, 8.5168072 49.2482114)",Schwimmbadstraße,,,
22939129,,residential,30,False,False,54.357,"LINESTRING (8.5175322 49.2487256, 8.5174049 49.2487229, 8.5169826 49.2488349, 8.5168174 49.2488431)",Steinsbergstraße,,,
22939136,,residential,30,False,False,54.056,"LINESTRING (8.5175322 49.2487256, 8.5175345 49.2483042, 8.5175218 49.24824)",Trifelsstraße,,,
22939136,,residential,30,False,True,57.75,"LINESTRING (8.5175322 49.2487256, 8.5175393 49.2491669, 8.517543 49.2492449)",Trifelsstraße,,,
22939129,,residential,30,False,True,54.35699999999999,"LINESTRING (8.5168174 49.2488431, 8.5169826 49.2488349, 8.5174049 49.2487229, 8.5175322 49.2487256)",Steinsbergstraße,,,
22939138,,residential,30,False,True,204.45399999999998,"LINESTRING (8.5150528 49.2474572, 8.5152579 49.2474037, 8.516108 49.2472263, 8.5161481 49.2472287, 8.5161904 49.2472396, 8.5162108 49.2472489, 8.5162291 49.2472606, 8.5164464 49.2476093, 8.516778 49.2481604, 8.5168072 49.2482114)",Kalmitstraße,,,
"[22939140, 365887519]",2,unclassified,50,False,False,123.046,"LINESTRING (8.5150528 49.2474572, 8.5154295 49.2480678, 8.5155879 49.2483246, 8.5156209 49.2483726, 8.5156275 49.2483836, 8.5156551 49.2484274, 8.5156876 49.2484832)",Haslacher Straße,,,
22939140,2,unclassified,50,False,True,62.39099999999999,"LINESTRING (8.5150528 49.2474572, 8.5149997 49.2473667, 8.5148665 49.2471497, 8.5147953 49.2470622, 8.5146817 49.2469538)",Haslacher Straße,,,
22939135,,residential,30,False,True,63.739,"LINESTRING (8.5186621 49.2502412, 8.5185465 49.2501469, 8.518303 49.2497233)",Hardtweg,,,
22939143,,residential,30,False,False,59.423,"LINESTRING (8.5179997 49.2507375, 8.5176938 49.2502418)",Kirrlacher Straße,,,
22939137,,residential,30,False,False,62.81100000000001,"LINESTRING (8.5179997 49.2507375, 8.5174419 49.2509025, 8.5173684 49.2509276, 8.5173077 49.2509457, 8.5172139 49.2509739)",Kirrlacher Straße,,,
"[22939137, 256055479]",,residential,30,False,True,263.32300000000004,"LINESTRING (8.5179997 49.2507375, 8.5187299 49.2505308, 8.5188496 49.2504969, 8.5189865 49.2504553, 8.5190955 49.2504083, 8.5196261 49.2501247, 8.5197419 49.2500827, 8.5203581 49.249903, 8.5203874 49.2498858, 8.5204113 49.2498618, 8.5204149 49.2498448, 8.5204147 49.2498277, 8.5204091 49.2498052, 8.5203952 49.2497728, 8.5203744 49.2497387, 8.5202312 49.2495036, 8.5201322 49.2493462)","['Kirrlacher Straße', 'Gymnasiumstraße']",,,
22939143,,residential,30,False,True,59.423,"LINESTRING (8.5176938 49.2502418, 8.5179997 49.2507375)",Kirrlacher Straße,,,
564053203,,residential,30,False,True,123.254,"LINESTRING (8.513822 49.2477732, 8.5128751 49.2486933)",Wiesentaler Straße,,,
22939121,,residential,30,False,False,300.05699999999996,"LINESTRING (8.513822 49.2477732, 8.5138874 49.2478152, 8.5139373 49.2478613, 8.5154165 49.2502561)",Prinz-Eugen-Straße,,,
564053203,,residential,30,False,False,110.438,"LINESTRING (8.513822 49.2477732, 8.514601 49.2470267, 8.5146817 49.2469538)",Wiesentaler Straße,,,
56757338,1,unclassified,100,True,False,10.192,"LINESTRING (8.5173053 49.2512441, 8.5172645 49.2511564)",,,,
56045494,3,secondary,70,False,False,6.698,"LINESTRING (8.5174747 49.2513504, 8.5175463 49.2513124)",,,L 555,11
53855889,1,unclassified,100,True,False,17.242,"LINESTRING (8.5174747 49.2513504, 8.5174109 49.2513232, 8.5173872 49.25131, 8.5173611 49.2512923, 8.5173053 49.2512441)",,,,
56045496,2,secondary,70,False,True,36.94,"LINESTRING (8.5174747 49.2513504, 8.517359 49.2514249, 8.5171072 49.2515802)",,,L 555,11
53855888,1,unclassified,70,True,False,40.172999999999995,"LINESTRING (8.5171072 49.2515802, 8.5172236 49.2514146, 8.517259 49.2513569, 8.5172918 49.2512882, 8.5173053 49.2512441)",,,,
56045496,2,secondary,70,False,False,36.94,"LINESTRING (8.5171072 49.2515802, 8.517359 49.2514249, 8.5174747 49.2513504)",,,L 555,11
56045495,,residential,30,False,True,23.851,"LINESTRING (8.5169112 49.2510573, 8.5171141 49.251, 8.5171628 49.250988, 8.5172139 49.2509739)",Kirrlacher Straße,,,
56045498,,residential,30,False,False,48.189,"LINESTRING (8.5169112 49.2510573, 8.5168357 49.2510846, 8.5163059 49.2512348)",Kirrlacher Straße,,,
54375014,1,residential,50,True,False,28.568,"LINESTRING (8.5172645 49.2511564, 8.517146 49.2511006, 8.5170541 49.2510698, 8.5169112 49.2510573)",Kirrlacher Straße,,,
314879634,1,unclassified,50,True,False,20.628,"LINESTRING (8.5172645 49.2511564, 8.517252 49.2511071, 8.5172292 49.2510366, 8.5172139 49.2509739)",Haslacher Straße,,,
22946933,2,unclassified,50,False,True,35.64,"LINESTRING (8.5126402 49.2453799, 8.512443 49.2455306, 8.5123135 49.245619)",,,,
84656013,1,unclassified,100,True,False,31.693999999999996,"LINESTRING (8.5126402 49.2453799, 8.5126267 49.2454408, 8.5126069 49.2455298, 8.5125947 49.2455982, 8.5125938 49.2456265, 8.5125895 49.2456628)",Haslacher Straße,,,
138223337,1,unclassified,100,True,False,31.505,"LINESTRING (8.5125895 49.2456628, 8.5128658 49.2458813)",Haslacher Straße,,,
"[70656370, 84656011, 30900188, 30900189]",2,unclassified,"['50', '100']",False,False,177.798,"LINESTRING (8.5128658 49.2458813, 8.5138035 49.2464399, 8.5139106 49.2465048, 8.5140467 49.2465833, 8.5141005 49.2466133, 8.514212 49.2466721, 8.5145876 49.2468906, 8.5146817 49.2469538)",Haslacher Straße,yes,,
"[84656017, 260921711]",1,unclassified,100,True,False,50.05,"LINESTRING (8.5128658 49.2458813, 8.5127626 49.2458372, 8.5126432 49.2457862, 8.5125315 49.2457456, 8.5125023 49.2457346, 8.5124216 49.2456971, 8.5123611 49.2456644, 8.5123135 49.245619)",Haslacher Straße,,,
