osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,junction,access,width
97798603,False,,,Ravensteynweg,living_street,,False,196.90999999999997,"LINESTRING (7.2154586 50.3313176, 7.2154216 50.3312704, 7.2154182 50.33126, 7.2154114 50.3312388, 7.2154085 50.3312109, 7.2154099 50.3311876, 7.2154318 50.3311634, 7.2154726 50.3311392, 7.2156041 50.331089, 7.2157582 50.3310369, 7.2158457 50.3310043, 7.2159215 50.3309708, 7.216022 50.3309076, 7.216094 50.3308575, 7.2161182 50.3308406, 7.2161955 50.3307708, 7.2163171 50.3306443, 7.2164838 50.3305074, 7.2166155 50.3304249, 7.2167201 50.330381, 7.2168061 50.3303605, 7.2168959 50.3303426, 7.2170247 50.3303224, 7.2171136 50.330301, 7.2171792 50.3302759, 7.2172652 50.330234, 7.2173509 50.3301894)",,,,
"[43332427, 558853365, 404693838]",False,,,Finstingenstraße,residential,30,"[False, True]",160.608,"LINESTRING (7.2154586 50.3313176, 7.2146217 50.331459, 7.2145734 50.3313073, 7.2145101 50.3310726, 7.2145011 50.3310048, 7.2144941 50.3309391, 7.2144774 50.3308149, 7.2145969 50.3307921, 7.2146898 50.3307724, 7.2147461 50.3307578, 7.2148249 50.3307263)",,,,
516664230,False,,,Finstingenstraße,residential,30,False,160.183,"LINESTRING (7.2154586 50.3313176, 7.216372 50.3310714, 7.2167155 50.3309788, 7.2167639 50.3309626, 7.2169991 50.3308839, 7.2172095 50.3308135, 7.2175058 50.3307143)",,,,
"[651796657, 412423764]",True,1,L 82,Habsburgring,secondary,50,False,98.582,"LINESTRING (7.2200052 50.3307184, 7.2197563 50.3305544, 7.2197215 50.3305313, 7.2193504 50.3302122, 7.2192751 50.3301406, 7.219234 50.3301021, 7.2191723 50.3300396, 7.2191596 50.3300191)",,,,
736962342,True,,,Im Möhren,residential,30,False,68.194,"LINESTRING (7.2200052 50.3307184, 7.2199441 50.3307425, 7.2192007 50.3310536)",,,,
26221527,True,,,Pfarrer-Winand-Straße,living_street,,False,113.763,"LINESTRING (7.2163995 50.3321458, 7.2158683 50.3316831, 7.2157347 50.3315606, 7.2154586 50.3313176)",,,,
26257889,False,,,Im Möhren,residential,30,True,63.562999999999995,"LINESTRING (7.2163995 50.3321458, 7.2167797 50.3320022, 7.2169675 50.3319286, 7.2171717 50.3318565)",,,,
651775258,False,2,,Kehriger Straße,residential,50,False,57.45399999999999,"LINESTRING (7.2240511 50.3249959, 7.2236329 50.3254207, 7.2236219 50.3254339)",,,,
"[651775258, 1108409564]",False,2,,Kehriger Straße,residential,50,True,93.99700000000001,"LINESTRING (7.2240511 50.3249959, 7.224308 50.324751, 7.2244452 50.3246158, 7.2246698 50.3243935, 7.2247719 50.3242869)",,,,
26233830,False,,,Balduinstraße,residential,30,True,102.705,"LINESTRING (7.2166506 50.3260736, 7.2160052 50.3264884, 7.2158355 50.3265926, 7.2156102 50.3267147)",,,,
"[601392644, 25996068]",False,"['2', '3']",L 98,Kelberger Straße,secondary,,True,46.67,"LINESTRING (7.2166506 50.3260736, 7.216505 50.3259448, 7.2164195 50.325877, 7.2163314 50.3258189, 7.2162171 50.3257613)",,,,
601392645,False,2,L 98,Kelberger Straße,secondary,,False,157.94299999999998,"LINESTRING (7.2166506 50.3260736, 7.2168969 50.3263112, 7.2170901 50.3264972, 7.2174637 50.3268556, 7.2177064 50.3270671, 7.2177587 50.3271137, 7.2178003 50.327148, 7.2178382 50.3271739, 7.2178895 50.3272002, 7.2179405 50.3272259)",,,,
"[601392643, 26232277]",False,2,L 98,Kelberger Straße,secondary,,False,93.02,"LINESTRING (7.2149587 50.3255371, 7.2153197 50.3255898, 7.2154835 50.3256127, 7.2158111 50.3256634, 7.2160353 50.3257063, 7.2162171 50.3257613)",,,,
26233844,False,,,Orsbeckstraße,residential,30,False,106.148,"LINESTRING (7.2149587 50.3255371, 7.2148698 50.3258492, 7.2148826 50.326038, 7.2149919 50.3262058, 7.2152334 50.3264234)",,,,
26233844,False,,,Orsbeckstraße,residential,30,True,42.008,"LINESTRING (7.2156102 50.3267147, 7.2152334 50.3264234)",,,,
26233868,False,,,Eifelplatz,residential,30,False,22.404,"LINESTRING (7.2156102 50.3267147, 7.2153633 50.3268402)",,,,
26233830,False,,,Balduinstraße,residential,30,False,102.705,"LINESTRING (7.2156102 50.3267147, 7.2158355 50.3265926, 7.2160052 50.3264884, 7.2166506 50.3260736)",,,,
26233868,False,,,Eifelplatz,residential,30,False,21.095,"LINESTRING (7.2150081 50.3265471, 7.2152334 50.3264234)",,,,
26233868,False,,,Eifelplatz,residential,30,True,41.207,"LINESTRING (7.2150081 50.3265471, 7.2151737 50.3266837, 7.2153633 50.3268402)",,,,
26233868,False,,,Eifelplatz,residential,30,True,22.404,"LINESTRING (7.2153633 50.3268402, 7.2156102 50.3267147)",,,,
26233831,False,,,Eifelstraße,residential,30,True,155.044,"LINESTRING (7.2153633 50.3268402, 7.2154668 50.3269278, 7.2156659 50.3270907, 7.2157205 50.3271351, 7.2158064 50.3271881, 7.2158922 50.3272389, 7.2160087 50.3273013, 7.2161104 50.327359, 7.2165715 50.3276314, 7.2166207 50.3276744, 7.2166479 50.3277027, 7.2167382 50.3278452, 7.2167667 50.3278868)",,,,
26233868,False,,,Eifelplatz,residential,30,False,41.207,"LINESTRING (7.2153633 50.3268402, 7.2151737 50.3266837, 7.2150081 50.3265471)",,,,
26233844,False,,,Orsbeckstraße,residential,30,False,42.008,"LINESTRING (7.2152334 50.3264234, 7.2156102 50.3267147)",,,,
26233868,False,,,Eifelplatz,residential,30,True,21.095,"LINESTRING (7.2152334 50.3264234, 7.2150081 50.3265471)",,,,
26233844,False,,,Orsbeckstraße,residential,30,True,106.148,"LINESTRING (7.2152334 50.3264234, 7.2149919 50.3262058, 7.2148826 50.326038, 7.2148698 50.3258492, 7.2149587 50.3255371)",,,,
"[26233912, 328040968]",False,,,"['Jägerstieg', 'Pfarrer-Kneipp-Straße']",residential,30,False,240.048,"LINESTRING (7.2159577 50.3293516, 7.2171268 50.3288514, 7.2175355 50.3286689, 7.2173129 50.3284531, 7.2166701 50.3279064)",,,,
26233915,False,,,Jägersköpfchen,residential,30,True,178.08,"LINESTRING (7.2159577 50.3293516, 7.2162725 50.329564, 7.2162925 50.3296198, 7.2162545 50.3297025, 7.2161361 50.3297965, 7.2151061 50.3306088)",,,,
441154708,False,,,Jägersköpfchen,residential,30,False,110.35300000000001,"LINESTRING (7.2159577 50.3293516, 7.2156722 50.3291693, 7.215279 50.3289182, 7.2150733 50.3287869, 7.2148498 50.3286556)",,,,
26257872,False,,,Gartenstraße,residential,30,True,62.072,"LINESTRING (7.2195326 50.3326323, 7.2203729 50.3327869)",,,,
26257872,False,,,Gartenstraße,residential,30,False,191.198,"LINESTRING (7.2195326 50.3326323, 7.2176267 50.3321322, 7.2175472 50.3321075, 7.2175083 50.3320898, 7.2171717 50.3318565)",,,,
26257872,False,,,Gartenstraße,residential,30,True,191.198,"LINESTRING (7.2171717 50.3318565, 7.2175083 50.3320898, 7.2175472 50.3321075, 7.2176267 50.3321322, 7.2195326 50.3326323)",,,,
26257889,False,,,Im Möhren,residential,30,False,63.563,"LINESTRING (7.2171717 50.3318565, 7.2169675 50.3319286, 7.2167797 50.3320022, 7.2163995 50.3321458)",,,,
26257872,False,,,Gartenstraße,residential,30,False,62.072,"LINESTRING (7.2203729 50.3327869, 7.2195326 50.3326323)",,,,
649278518,False,2,,Bachstraße,residential,30,False,101.815,"LINESTRING (7.2221768 50.332536, 7.2226819 50.3323464, 7.2227673 50.3323134, 7.2233142 50.3321172, 7.2234215 50.3320811)",,,,
"[649278518, 650322855]",False,2,,Bachstraße,residential,30,False,220.619,"LINESTRING (7.2234215 50.3320811, 7.2239767 50.3318787, 7.2243511 50.3317652, 7.224698 50.3316605, 7.2247864 50.3316296, 7.2248529 50.331601, 7.2249226 50.3315662, 7.2249671 50.33153, 7.2250021 50.3314804, 7.2250147 50.33144, 7.225051 50.331324, 7.2250656 50.3312875, 7.2250846 50.3312448, 7.2253982 50.3307299)",,,,
649278518,False,2,,Bachstraße,residential,30,True,101.815,"LINESTRING (7.2234215 50.3320811, 7.2233142 50.3321172, 7.2227673 50.3323134, 7.2226819 50.3323464, 7.2221768 50.332536)",,,,
696225310,False,2,,Römerstieg,residential,30,True,32.519999999999996,"LINESTRING (7.2234215 50.3320811, 7.2234761 50.332131, 7.2236871 50.3323194)",,,,
"[211577996, 26279236]",False,,,Am Sonnenhang,"['residential', 'living_street']",,"[False, True]",142.111,"LINESTRING (7.2260603 50.3307667, 7.225802 50.3309798, 7.225741 50.3310411, 7.2255644 50.3312595, 7.2255205 50.3312919, 7.2254296 50.3313252, 7.225391 50.3313615, 7.2253313 50.3314882, 7.2253252 50.3316007, 7.2252386 50.3316427, 7.2251922 50.331863)",,,,
97798607,False,2,L 82,Auf der Eich,secondary,50,False,50.001,"LINESTRING (7.2260603 50.3307667, 7.2258826 50.3306774, 7.2257167 50.330584, 7.2256231 50.3305278, 7.2255294 50.3304716)",,,,
97798607,False,2,L 82,Auf der Eich,secondary,50,True,32.83,"LINESTRING (7.2260603 50.3307667, 7.2262387 50.3308454, 7.2262961 50.3308624, 7.2264681 50.3309011)",,,,
26279319,False,2,,Ettringer Weg,residential,,False,17.601,"LINESTRING (7.2263806 50.3324802, 7.2263854 50.3325153, 7.2263895 50.3325448, 7.2263971 50.3325976, 7.226399 50.332638)",,,,
26279319,False,2,,Ettringer Weg,residential,,True,81.274,"LINESTRING (7.2263806 50.3324802, 7.2265156 50.3323498, 7.2266837 50.3317853)",,,,
26279319,False,2,,Ettringer Weg,residential,,True,14.859,"LINESTRING (7.2266837 50.3317853, 7.2265583 50.3316783)",,,,
26279307,False,,,Ettringer Weg,residential,,True,60.572,"LINESTRING (7.2266837 50.3317853, 7.2267446 50.3318268, 7.2268883 50.3318878, 7.2271583 50.3319847, 7.227417 50.3320563)",,,,
26279319,False,2,,Ettringer Weg,residential,,False,81.274,"LINESTRING (7.2266837 50.3317853, 7.2265156 50.3323498, 7.2263806 50.3324802)",,,,
97798607,False,2,L 82,Auf der Eich,secondary,50,True,4.963,"LINESTRING (7.2264681 50.3309011, 7.2265348 50.3309145)",,,,
26279319,False,2,,Ettringer Weg,residential,,False,92.982,"LINESTRING (7.2264681 50.3309011, 7.2263835 50.3310125, 7.2263107 50.3311204, 7.2262883 50.3311838, 7.2262851 50.331247, 7.2263032 50.3313038, 7.2263868 50.3314478, 7.2265583 50.3316783)",,,,
97798607,False,2,L 82,Auf der Eich,secondary,50,False,32.83,"LINESTRING (7.2264681 50.3309011, 7.2262961 50.3308624, 7.2262387 50.3308454, 7.2260603 50.3307667)",,,,
26279319,False,2,,Ettringer Weg,residential,,False,14.859,"LINESTRING (7.2265583 50.3316783, 7.2266837 50.3317853)",,,,
26279298,False,,,Römerhügel,residential,,True,110.585,"LINESTRING (7.2265583 50.3316783, 7.2264175 50.3317551, 7.2261282 50.3319411, 7.2258811 50.332135, 7.2256712 50.3323084, 7.2255368 50.3324254)",,,,
26279319,False,2,,Ettringer Weg,residential,,True,92.98200000000001,"LINESTRING (7.2265583 50.3316783, 7.2263868 50.3314478, 7.2263032 50.3313038, 7.2262851 50.331247, 7.2262883 50.3311838, 7.2263107 50.3311204, 7.2263835 50.3310125, 7.2264681 50.3309011)",,,,
26279298,False,,,Römerhügel,residential,,False,110.585,"LINESTRING (7.2255368 50.3324254, 7.2256712 50.3323084, 7.2258811 50.332135, 7.2261282 50.3319411, 7.2264175 50.3317551, 7.2265583 50.3316783)",,,,
26279307,False,,,Ettringer Weg,residential,,False,60.572,"LINESTRING (7.227417 50.3320563, 7.2271583 50.3319847, 7.2268883 50.3318878, 7.2267446 50.3318268, 7.2266837 50.3317853)",,,,
653789767,False,2,L 82,Habsburgring,secondary,50,True,8.19,"LINESTRING (7.2224078 50.3314541, 7.2225226 50.3314615)",,,,
"[736962344, 653789766, 25922797, 891257221]",False,2,L 82,Habsburgring,secondary,50,False,117.99699999999999,"LINESTRING (7.2224078 50.3314541, 7.2221098 50.3314155, 7.2218801 50.3313787, 7.2217867 50.3313584, 7.2216721 50.3313341, 7.221576 50.3313114, 7.2212295 50.331224, 7.2209835 50.3311504, 7.2209673 50.3311453, 7.2209079 50.3311269, 7.2208737 50.3311162, 7.2208459 50.3311046)",,,,
95981863,False,,,Mauerstraße,residential,,False,33.011,"LINESTRING (7.2226997 50.3311874, 7.222654 50.3312527, 7.2225578 50.3313902, 7.2225226 50.3314615)",,,,
26373535,False,,,Kirchgasse,residential,,False,43.419,"LINESTRING (7.2242086 50.3292658, 7.224245 50.3292716, 7.2243271 50.3292884, 7.2243945 50.3293068, 7.224449 50.3293199, 7.2245248 50.3293426, 7.2246671 50.3293727, 7.2247853 50.3293939)",,,,
26365616,False,,,Entenpfuhl,living_street,,True,92.846,"LINESTRING (7.2229436 50.3293042, 7.2235365 50.3289567, 7.2238699 50.3287162)",,,,
26430454,False,,,Kreuzgang,residential,,False,55.435,"LINESTRING (7.222416 50.3302604, 7.2223934 50.3304226, 7.2223448 50.330486, 7.2221625 50.3307242)",,,,
26125473,False,,,Schlotterhof,residential,,True,54.583,"LINESTRING (7.2194411 50.3276871, 7.2195774 50.3277516, 7.2197411 50.3277707, 7.2198235 50.3278008, 7.2200171 50.3279776)",,,,
46345624,False,,,Mario-Adorf-Burgweg,residential,,False,35.868,"LINESTRING (7.2196946 50.3257507, 7.2199945 50.3260103)",,,destination,
26178893,False,,,Siegfriedstraße,residential,30,True,66.62400000000001,"LINESTRING (7.2196946 50.3257507, 7.2197787 50.325714, 7.2201082 50.3255922, 7.2202129 50.3255621, 7.2203429 50.3255277, 7.2204438 50.3255074, 7.2205361 50.3254943)",,,,
26179148,False,,,Hinter Burg,residential,30,True,74.53399999999999,"LINESTRING (7.2196946 50.3257507, 7.2196334 50.3256711, 7.2196396 50.3254681, 7.2196389 50.325277, 7.219652 50.3250897)",,,,
439028396,False,,,Siegfriedstraße,residential,30,True,16.018,"LINESTRING (7.2196946 50.3257507, 7.2196364 50.3257858, 7.2195914 50.3258241, 7.219555 50.3258627)",,,,
83912832,True,,,Entenpfuhl,residential,30,False,25.095000000000002,"LINESTRING (7.2246806 50.3271771, 7.2246424 50.3271943, 7.2246117 50.3272106, 7.2245875 50.3272282, 7.2245668 50.327249, 7.2245525 50.3272728, 7.2245442 50.3273018, 7.2245437 50.3273276, 7.2245461 50.3273479, 7.2245549 50.3273683)",,,,
1247101815,True,1,L 82,Am Neutor,secondary,50,False,7.045999999999999,"LINESTRING (7.2246806 50.3271771, 7.2246468 50.3271682, 7.2246204 50.3271559, 7.2245994 50.3271422)",,roundabout,,
601815339,True,1,,Kehriger Straße,residential,50,False,24.346,"LINESTRING (7.2227993 50.326508, 7.2228485 50.3264371, 7.2229631 50.3263161)",,,,
958443128,True,1,L 82,Boemundring,secondary,50,False,6.813000000000001,"LINESTRING (7.2227993 50.326508, 7.2228264 50.326509, 7.2228632 50.326516, 7.2228889 50.3265264)",,roundabout,,
101514196,True,1,L 82,Am Neutor,secondary,50,False,8.72,"LINESTRING (7.2249033 50.3270992, 7.2248955 50.3271212, 7.2248809 50.3271409, 7.2248643 50.3271539, 7.2248423 50.327164)",,roundabout,,
601815355,True,1,L 82,St.-Veit-Straße,secondary,50,False,24.584,"LINESTRING (7.2249033 50.3270992, 7.2250338 50.3271569, 7.2250789 50.3271804, 7.22512 50.3272069, 7.225148 50.3272485)",,,,
407195055,True,1,L 82,Boemundring,secondary,50,False,37.163,"LINESTRING (7.2226786 50.3266271, 7.2226432 50.3266202, 7.2226078 50.3266159, 7.222543 50.326611, 7.2224466 50.3266042, 7.2221598 50.3265859)",,,,
1236295994,True,1,L 82,Boemundring,secondary,50,False,8.93,"LINESTRING (7.2226786 50.3266271, 7.2226679 50.326611, 7.222664 50.3266, 7.2226624 50.326583, 7.2226675 50.3265673, 7.2226758 50.3265496)",,roundabout,,
"[601815344, 601815345]",True,"['2', '1']",L 82,Boemundring,secondary,50,False,57.755,"LINESTRING (7.2229186 50.3265822, 7.2230379 50.326606, 7.2231851 50.3266338, 7.2233251 50.326667, 7.223446 50.3267001, 7.2234912 50.3267134, 7.2236751 50.3267704)",,,,
"[958443129, 1236295995]",True,1,L 82,Boemundring,secondary,50,False,8.234,"LINESTRING (7.2229186 50.3265822, 7.2229169 50.3266015, 7.2229109 50.3266175, 7.2228974 50.3266344, 7.2228776 50.326649)",,roundabout,,
1247101816,True,1,L 82,Am Neutor,secondary,50,False,11.986,"LINESTRING (7.2248423 50.327164, 7.2248151 50.3271735, 7.2247851 50.3271809, 7.2247487 50.3271835, 7.2247142 50.327182, 7.2246806 50.3271771)",,roundabout,,
601815358,True,1,L 82,Am Neutor,secondary,50,False,22.048000000000002,"LINESTRING (7.2247398 50.3269676, 7.2247569 50.3269464, 7.2248042 50.3268892, 7.2248233 50.3268678, 7.2248817 50.3268179, 7.2249013 50.3267988)",,,,
1236295997,True,1,L 82,Am Neutor,secondary,50,False,7.797000000000001,"LINESTRING (7.2247398 50.3269676, 7.2247808 50.3269721, 7.2248169 50.3269821, 7.2248402 50.326993)",,roundabout,,
1108409565,True,1,L 82,Boemundring,secondary,50,False,10.577,"LINESTRING (7.2226758 50.3265496, 7.2226872 50.3265365, 7.222711 50.3265218, 7.2227395 50.3265123, 7.2227661 50.3265094, 7.2227993 50.326508)",,roundabout,,
75687515,True,1,L 82,Boemundring,secondary,50,False,16.24,"LINESTRING (7.2228776 50.326649, 7.2228539 50.3266596, 7.2228222 50.3266659, 7.2227789 50.326668, 7.2227359 50.3266607, 7.2226999 50.3266447, 7.2226786 50.3266271)",,roundabout,,
1236295998,True,1,L 82,Am Neutor,secondary,50,False,13.333,"LINESTRING (7.2248402 50.326993, 7.2248652 50.3270078, 7.224887 50.327027, 7.2249027 50.3270496, 7.2249055 50.3270713, 7.2249033 50.3270992)",,roundabout,,
1247101813,True,1,L 82,Am Neutor,secondary,50,False,2.356,"LINESTRING (7.2245994 50.3271422, 7.2245824 50.327124)",,roundabout,,
958443130,True,1,L 82,Am Neutor,secondary,50,False,17.568,"LINESTRING (7.2245689 50.3270604, 7.2245748 50.3270426, 7.2245906 50.3270198, 7.2246107 50.3269992, 7.2246443 50.326983, 7.2246755 50.3269736, 7.2247081 50.3269685, 7.2247398 50.3269676)",,roundabout,,
24342216,True,,L 83,Wittbende,secondary,50,False,127.219,"LINESTRING (7.2205722 50.3316503, 7.2205534 50.3317318, 7.2205508 50.3317432, 7.2204758 50.3320672, 7.2203729 50.3327869)",,,,
95981188,True,1,,Blumenstraße,residential,,False,120.66999999999999,"LINESTRING (7.2205722 50.3316503, 7.2212901 50.3317092, 7.2222329 50.3318709)",,,,
97798605,False,,,Ravensteynweg,residential,,True,17.719,"LINESTRING (7.2173509 50.3301894, 7.2173162 50.3303472)",,,destination,
97798603,False,,,Ravensteynweg,living_street,,True,196.91000000000003,"LINESTRING (7.2173509 50.3301894, 7.2172652 50.330234, 7.2171792 50.3302759, 7.2171136 50.330301, 7.2170247 50.3303224, 7.2168959 50.3303426, 7.2168061 50.3303605, 7.2167201 50.330381, 7.2166155 50.3304249, 7.2164838 50.3305074, 7.2163171 50.3306443, 7.2161955 50.3307708, 7.2161182 50.3308406, 7.216094 50.3308575, 7.216022 50.3309076, 7.2159215 50.3309708, 7.2158457 50.3310043, 7.2157582 50.3310369, 7.2156041 50.331089, 7.2154726 50.3311392, 7.2154318 50.3311634, 7.2154099 50.3311876, 7.2154085 50.3312109, 7.2154114 50.3312388, 7.2154182 50.33126, 7.2154216 50.3312704, 7.2154586 50.3313176)",,,,
"[441154709, 854901429]",False,,,Ravensteynweg,residential,30,False,147.671,"LINESTRING (7.2173509 50.3301894, 7.217438 50.3300319, 7.2175752 50.3298945, 7.2177451 50.3297846, 7.2179051 50.3296767, 7.2180181 50.3296011, 7.218424 50.3294116, 7.218458 50.3293957, 7.2186929 50.3293511, 7.2188238 50.3293298)",,,,
97798605,False,,,Ravensteynweg,residential,,False,17.719,"LINESTRING (7.2173162 50.3303472, 7.2173509 50.3301894)",,,destination,
516403951,False,,,Ravensteynweg,residential,,False,41.436,"LINESTRING (7.2173162 50.3303472, 7.2178255 50.3301651)",,,,
97798605,False,,,Ravensteynweg,residential,,True,43.524,"LINESTRING (7.2173162 50.3303472, 7.2173206 50.3304024, 7.2173293 50.3304424, 7.2173454 50.330488, 7.2173599 50.3305187, 7.2173731 50.3305447, 7.217392 50.3305727, 7.2175058 50.3307143)",,,destination,
97798604,False,,,Balthasar-Krems-Straße,living_street,,True,119.39699999999999,"LINESTRING (7.2186849 50.3313049, 7.2185173 50.3311662, 7.2185091 50.3311598, 7.2184989 50.3311548, 7.2184824 50.3311506, 7.2184647 50.3311498, 7.2184545 50.331151, 7.2181861 50.3311965, 7.2181517 50.3312007, 7.2181101 50.331199, 7.2180787 50.3311927, 7.2180467 50.3311806, 7.2180318 50.3311724, 7.2180244 50.3311667, 7.2178376 50.3310305, 7.2177979 50.3310001, 7.2177458 50.3309521, 7.2175058 50.3307143)",,,,
736962342,True,,,Im Möhren,residential,30,False,124.39399999999999,"LINESTRING (7.2186849 50.3313049, 7.218373 50.3314586, 7.2180597 50.3315949, 7.2178323 50.3316778, 7.2171717 50.3318565)",,,,
651796612,True,1,L 82,Habsburgring,secondary,50,False,25.505000000000003,"LINESTRING (7.2188238 50.3293298, 7.2187355 50.3291342, 7.2187223 50.3291098)",,,,
"[854901429, 441154709]",False,,,Ravensteynweg,residential,30,True,147.671,"LINESTRING (7.2188238 50.3293298, 7.2186929 50.3293511, 7.218458 50.3293957, 7.218424 50.3294116, 7.2180181 50.3296011, 7.2179051 50.3296767, 7.2177451 50.3297846, 7.2175752 50.3298945, 7.217438 50.3300319, 7.2173509 50.3301894)",,,,
97849101,False,,,Mittelstraße,residential,,True,91.624,"LINESTRING (7.2192007 50.3310536, 7.2195046 50.3311782, 7.2195272 50.3311927, 7.2195407 50.3312111, 7.2195434 50.3312314, 7.2195352 50.3312511, 7.2193187 50.331744)",,,,
736962342,True,,,Im Möhren,residential,30,False,46.058,"LINESTRING (7.2192007 50.3310536, 7.2188098 50.3312435, 7.2186849 50.3313049)",,,,
97849101,False,,,Mittelstraße,residential,,False,91.624,"LINESTRING (7.2193187 50.331744, 7.2195352 50.3312511, 7.2195434 50.3312314, 7.2195407 50.3312111, 7.2195272 50.3311927, 7.2195046 50.3311782, 7.2192007 50.3310536)",,,,
"[26373865, 26385490]",False,,,"['Göbelstraße', 'Feilsgraben']",living_street,,False,117.83900000000001,"LINESTRING (7.2228389 50.3296925, 7.222561 50.3295927, 7.2218772 50.329422, 7.2216476 50.3297807)",,,,
391058298,False,,,,unclassified,,False,69.764,"LINESTRING (7.2187364 50.3248637, 7.2191674 50.3249858, 7.219652 50.3250897)",,,,
25911948,True,,L 83,Uferstraße,secondary,50,False,47.980999999999995,"LINESTRING (7.2222329 50.3318709, 7.2223693 50.331545, 7.2223798 50.3315198, 7.2224078 50.3314541)",,,,
650322854,True,1,,Bachstraße,residential,,False,16.514000000000003,"LINESTRING (7.2253982 50.3307299, 7.225385 50.3307039, 7.22536 50.3306874, 7.2253254 50.3306782, 7.2252092 50.3306825)",,,,
"[649278518, 650322855]",False,2,,Bachstraße,residential,30,True,220.61900000000003,"LINESTRING (7.2253982 50.3307299, 7.2250846 50.3312448, 7.2250656 50.3312875, 7.225051 50.331324, 7.2250147 50.33144, 7.2250021 50.3314804, 7.2249671 50.33153, 7.2249226 50.3315662, 7.2248529 50.331601, 7.2247864 50.3316296, 7.224698 50.3316605, 7.2243511 50.3317652, 7.2239767 50.3318787, 7.2234215 50.3320811)",,,,
"[25996068, 601392644]",False,"['2', '3']",L 98,Kelberger Straße,secondary,,False,46.67,"LINESTRING (7.2162171 50.3257613, 7.2163314 50.3258189, 7.2164195 50.325877, 7.216505 50.3259448, 7.2166506 50.3260736)",,,,
26179007,False,,,Kolpingstraße,residential,30,True,114.75599999999999,"LINESTRING (7.2162171 50.3257613, 7.2162633 50.3256836, 7.2158693 50.3249764, 7.2158189 50.3249112, 7.2157932 50.324878, 7.2157317 50.3247986)",,,,
"[601392643, 26232277]",False,2,L 98,Kelberger Straße,secondary,,True,93.02,"LINESTRING (7.2162171 50.3257613, 7.2160353 50.3257063, 7.2158111 50.3256634, 7.2154835 50.3256127, 7.2153197 50.3255898, 7.2149587 50.3255371)",,,,
653789767,False,2,L 82,Habsburgring,secondary,50,False,8.19,"LINESTRING (7.2225226 50.3314615, 7.2224078 50.3314541)",,,,
95981863,False,,,Mauerstraße,residential,,True,33.011,"LINESTRING (7.2225226 50.3314615, 7.2225578 50.3313902, 7.222654 50.3312527, 7.2226997 50.3311874)",,,,
653789767,False,2,L 82,Habsburgring,secondary,50,True,87.527,"LINESTRING (7.2225226 50.3314615, 7.2225792 50.3314662, 7.2227095 50.3314725, 7.2228861 50.3314775, 7.2229958 50.3314737, 7.2231177 50.3314612, 7.2232575 50.3314336, 7.2236929 50.3312916)",,,,
97798607,False,2,L 82,Auf der Eich,secondary,50,False,4.963,"LINESTRING (7.2265348 50.3309145, 7.2264681 50.3309011)",,,,
97798607,False,2,L 82,Auf der Eich,secondary,50,True,69.952,"LINESTRING (7.2265348 50.3309145, 7.2266467 50.3309424, 7.226756 50.3309879, 7.2270574 50.3311613, 7.2273038 50.3313006)",,,,
26115626,False,,,Frankenstraße,residential,,False,72.538,"LINESTRING (7.2280772 50.3308742, 7.2277209 50.3310706, 7.2274194 50.3312369, 7.2273038 50.3313006)",,,,
712717314,False,,,Frankenstraße,residential,,True,67.64,"LINESTRING (7.2280772 50.3308742, 7.2280116 50.3308341, 7.2275032 50.3306448, 7.2273694 50.3305879, 7.2272892 50.3305373)",,,,
26179170,False,,,Robert-Koch-Straße,residential,30,True,25.152,"LINESTRING (7.2168651 50.3239012, 7.2166748 50.324092)",,,,
211372553,False,,,,residential,,False,141.613,"LINESTRING (7.2168651 50.3239012, 7.2175532 50.3243745, 7.2175693 50.3244242, 7.2175349 50.3244793, 7.2172272 50.3249583)",,,,
26115208,False,,,Brückentor,residential,,False,65.987,"LINESTRING (7.2252722 50.3303124, 7.2252816 50.3300922, 7.2252846 50.3297728, 7.2252413 50.3297267)",,,,
26011517,True,,,Neustraße,residential,,False,20.427,"LINESTRING (7.2243254 50.3274113, 7.2244602 50.327249)",,,,
211577994,True,,,Neustraße,residential,,False,17.336,"LINESTRING (7.2243254 50.3274113, 7.2244054 50.3273823, 7.2244425 50.3273746, 7.224477 50.3273702, 7.2245139 50.3273682, 7.2245549 50.3273683)",,,,
211577987,True,,,Neustraße,residential,,False,14.784000000000002,"LINESTRING (7.2244602 50.327249, 7.2244676 50.3272127, 7.2244735 50.3271853, 7.2244743 50.3271649, 7.224471 50.3271434, 7.2244609 50.3271175)",,,,
1247101814,True,,,Neustraße,residential,,False,15.512,"LINESTRING (7.2244602 50.327249, 7.2244879 50.3272203, 7.2245162 50.3271974, 7.2245385 50.3271816, 7.224566 50.3271633, 7.2245994 50.3271422)",,,,
211577996,False,,,,living_street,,True,24.096,"LINESTRING (7.2252353 50.3322889, 7.2250717 50.3322376, 7.2251033 50.3321393)",,,,
26279319,False,2,,Ettringer Weg,residential,,True,17.601,"LINESTRING (7.226399 50.332638, 7.2263971 50.3325976, 7.2263895 50.3325448, 7.2263854 50.3325153, 7.2263806 50.3324802)",,,,
"[25923128, 576020283]",False,,,Westbahnhofstraße,residential,,False,7.197,"LINESTRING (7.2166701 50.3279064, 7.2167595 50.3278879, 7.2167667 50.3278868)",,,,
