osmid,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge,tunnel,access,junction
31862422,,Grabenstraße,residential,30,5,False,True,34.459,"LINESTRING (8.0655648 48.3466017, 8.0656337 48.3466967, 8.0656526 48.3468329, 8.0656705 48.3468995)",,,,
32703235,,Hintere Grabenstraße,residential,,5,False,True,130.203,"LINESTRING (8.0655648 48.3466017, 8.0656622 48.346457, 8.0655843 48.3464182, 8.0653401 48.3462947, 8.0650711 48.3461618, 8.0647126 48.345982, 8.0644422 48.3458508)",,,,
1206385935,,Grabenstraße,residential,30,5,False,False,43.013,"LINESTRING (8.0655648 48.3466017, 8.0658932 48.3467332, 8.0659894 48.3468487)",,,,
1206385936,,Grabenstraße,residential,30,5,False,True,114.764,"LINESTRING (8.0655648 48.3466017, 8.0654516 48.3465464, 8.0642467 48.3460566)",,,,
25163590,L 94,Hauptstraße,secondary,40,6,False,False,26.008,"LINESTRING (8.0661746 48.3471712, 8.0665259 48.3471573)",,,,
25163590,L 94,Hauptstraße,secondary,40,6,False,True,41.53,"LINESTRING (8.0661746 48.3471712, 8.06574 48.3471959, 8.0656167 48.3471794)",,,,
31862414,,Turmstraße,residential,,5,False,True,39.976,"LINESTRING (8.0661746 48.3471712, 8.0659925 48.347106, 8.0657803 48.3469345)",,,,
31863170,,Kanzleiplatz,residential,,5,False,False,16.835,"LINESTRING (8.0638395 48.3464943, 8.0639748 48.3463725)",,,,
31863170,,Kanzleiplatz,residential,,5,False,True,36.184,"LINESTRING (8.0638395 48.3464943, 8.0636054 48.3467801)",,,,
31862404,,Kanzleiplatz,residential,30,5,False,False,52.316,"LINESTRING (8.0638395 48.3464943, 8.0639166 48.3465496, 8.0644291 48.3467498)",,,,
31862426,,Kanzleistraße,residential,30,5,False,True,77.29499999999999,"LINESTRING (8.0638395 48.3464943, 8.0637838 48.3464605, 8.0634447 48.3463372, 8.0631351 48.3462465, 8.0628924 48.3462215)",,,,
31862403,,Turmstraße,residential,30,5,False,False,51.708,"LINESTRING (8.0639748 48.3463725, 8.0645693 48.3466177)",,,,
31863170,,Kanzleiplatz,residential,,5,False,False,8.603,"LINESTRING (8.0639748 48.3463725, 8.0640384 48.3463077)",,,,
31863170,,Kanzleiplatz,residential,,5,False,True,16.835,"LINESTRING (8.0639748 48.3463725, 8.0638395 48.3464943)",,,,
31862381,,Turmstraße,residential,30,5,False,False,17.975,"LINESTRING (8.0644291 48.3467498, 8.0645693 48.3466177)",,,,
31862381,,Turmstraße,residential,30,5,False,True,26.429,"LINESTRING (8.0644291 48.3467498, 8.0642757 48.3469645)",,,,
31862404,,Kanzleiplatz,residential,30,5,False,True,52.316,"LINESTRING (8.0644291 48.3467498, 8.0639166 48.3465496, 8.0638395 48.3464943)",,,,
31862420,,Fabrikstraße,residential,30,,False,False,168.22500000000002,"LINESTRING (8.0633296 48.3476966, 8.0635766 48.3477412, 8.0637954 48.3477584, 8.0639077 48.3477641, 8.0639818 48.3477678, 8.0641644 48.3477597, 8.0645431 48.3477056, 8.0646921 48.3476907, 8.0649256 48.3476518, 8.0651946 48.3475613, 8.0653572 48.3474903, 8.0654726 48.3474212)",,,,
131631662,,Kirchstraße,residential,30,6,False,False,284.23400000000004,"LINESTRING (8.0633296 48.3476966, 8.0631129 48.3480525, 8.063036 48.3482002, 8.0629349 48.3483848, 8.0628855 48.3485684, 8.0629923 48.3489582, 8.0630621 48.3492346, 8.0631031 48.3494201, 8.0631293 48.3495389, 8.0631698 48.3497221, 8.0632982 48.3501097, 8.0633312 48.3501729)",,,,
361417959,,Pfarrhofgraben,residential,,5,False,True,198.259,"LINESTRING (8.0633296 48.3476966, 8.0631207 48.3476084, 8.0625747 48.3475145, 8.0625087 48.3474783, 8.0622486 48.3471273, 8.0620031 48.3468863, 8.0619376 48.3467604, 8.0619181 48.3467069, 8.0619163 48.3466989, 8.0618831 48.3465559, 8.0618724 48.3464798, 8.0618546 48.3464497, 8.0618141 48.3464021)",,,,
506528506,,Kirchstraße,residential,30,6,False,True,45.876,"LINESTRING (8.0633296 48.3476966, 8.0635639 48.3473458, 8.0635814 48.3473195)",,,,
31862422,,Grabenstraße,residential,30,5,False,False,7.362,"LINESTRING (8.0656718 48.3469657, 8.0656705 48.3468995)",,,,
33117839,,Spitalstraße,residential,,,False,True,8.737,"LINESTRING (8.0656718 48.3469657, 8.0657803 48.3469345)",,,,
677661415,,Spitalstraße,residential,30,5,False,True,24.109,"LINESTRING (8.0656718 48.3469657, 8.0656167 48.3471794)",,,,
33117839,,Spitalstraße,residential,,,False,False,8.737,"LINESTRING (8.0657803 48.3469345, 8.0656718 48.3469657)",,,,
31862414,,Turmstraße,residential,,5,False,False,39.976,"LINESTRING (8.0657803 48.3469345, 8.0659925 48.347106, 8.0661746 48.3471712)",,,,
33117839,,Spitalstraße,residential,,,False,True,18.329,"LINESTRING (8.0657803 48.3469345, 8.0658329 48.346918, 8.0659015 48.3468772, 8.0659894 48.3468487)",,,,
31862416,,Jahnstraße,residential,30,,False,False,50.12,"LINESTRING (8.060843 48.3468128, 8.0601675 48.3468529)",,,,
759976496,K 5354,Nordracher Straße,tertiary,50,,False,False,412.8500000000001,"LINESTRING (8.060843 48.3468128, 8.0607409 48.3469784, 8.0607087 48.347188, 8.0607536 48.3474146, 8.0608455 48.3478783, 8.0610469 48.3488944, 8.0611423 48.3492027, 8.0611474 48.3492822, 8.0611402 48.349424, 8.0610744 48.3497269, 8.0610429 48.3498896, 8.0610042 48.3500761, 8.0609824 48.3503224, 8.0610075 48.3504823)",,,,
1222984014,K 5354,Nordracher Straße,tertiary,50,,False,True,87.534,"LINESTRING (8.060843 48.3468128, 8.0609207 48.346713, 8.0610709 48.3466328, 8.0613137 48.3465569, 8.0616851 48.3464589, 8.0617756 48.3464204, 8.0618141 48.3464021)",,,,
31862416,,Jahnstraße,residential,30,,False,True,50.12,"LINESTRING (8.0601675 48.3468529, 8.060843 48.3468128)",,,,
31862418,,Waagmatt,residential,30,,False,False,25.234,"LINESTRING (8.0601675 48.3468529, 8.0600167 48.3466493)",,,,
31862416,,Jahnstraße,residential,30,,False,False,81.447,"LINESTRING (8.0601675 48.3468529, 8.0595467 48.3471567, 8.0592806 48.3472877)",,,,
31862418,,Waagmatt,residential,30,,False,True,26.781,"LINESTRING (8.0598567 48.3464332, 8.0600167 48.3466493)",,,,
31862418,,Waagmatt,residential,30,,False,False,258.944,"LINESTRING (8.0598567 48.3464332, 8.058861 48.3461635, 8.0590832 48.3457249, 8.0600117 48.3459494, 8.0598567 48.3464332)",,,,
31862418,,Waagmatt,residential,30,,False,True,258.944,"LINESTRING (8.0598567 48.3464332, 8.0600117 48.3459494, 8.0590832 48.3457249, 8.058861 48.3461635, 8.0598567 48.3464332)",,,,
32975614,,Am Park,residential,7,5,False,True,52.22,"LINESTRING (8.066597 48.347717, 8.0670375 48.3480842)",,,,
226746885,,Fabrikstraße,residential,30,4,False,False,49.14,"LINESTRING (8.066597 48.347717, 8.0670018 48.347576, 8.0672038 48.3475433)",,,,
226746885,,Fabrikstraße,residential,30,4,False,True,83.334,"LINESTRING (8.066597 48.347717, 8.0662191 48.3475939, 8.0655537 48.3474355)",,,,
131695772,L 94,Hauptstraße,secondary,40,,False,False,40.927,"LINESTRING (8.062675 48.346402, 8.063152 48.346589)",,,,
31862423,,Kanzleistraße,residential,,5,False,False,25.726,"LINESTRING (8.062675 48.346402, 8.0627671 48.3463189, 8.0628924 48.3462215)",,,,
131695772,L 94,Hauptstraße,secondary,40,,False,True,38.428,"LINESTRING (8.062675 48.346402, 8.0623299 48.3463183, 8.0621903 48.3462773)",,,,
31862423,,Kanzleistraße,residential,,5,False,True,28.456,"LINESTRING (8.0629296 48.3457995, 8.0629682 48.3459919, 8.0629699 48.3460537)",,,,
759976495,,Grabenstraße,residential,30,5,False,False,103.877,"LINESTRING (8.0629296 48.3457995, 8.0631668 48.3457797, 8.063418 48.3458083, 8.063589 48.3458452, 8.0637522 48.3458902, 8.0639402 48.345965, 8.0642467 48.3460566)",,,,
"[759976497, 759976495]",,Grabenstraße,residential,30,5,False,"[False, True]",71.86300000000001,"LINESTRING (8.0629296 48.3457995, 8.0625558 48.3458873, 8.0623957 48.3459481, 8.0623068 48.3460019, 8.0622298 48.3460484, 8.0621684 48.3461028, 8.0621302 48.3461377)",,,,
31862423,,Kanzleistraße,residential,,5,False,False,28.456,"LINESTRING (8.0629699 48.3460537, 8.0629682 48.3459919, 8.0629296 48.3457995)",,,,
31862423,,Kanzleistraße,residential,,5,False,True,19.521,"LINESTRING (8.0629699 48.3460537, 8.0629289 48.3461482, 8.0628924 48.3462215)",,,,
31862425,,Kanzleistraße,residential,30,5,False,False,85.17500000000001,"LINESTRING (8.0629699 48.3460537, 8.063265 48.3460642, 8.0635713 48.3461444, 8.0640384 48.3463077)",,,,
31863170,,Kanzleiplatz,residential,,5,False,True,8.603,"LINESTRING (8.0640384 48.3463077, 8.0639748 48.3463725)",,,,
31862425,,Kanzleistraße,residential,30,5,False,True,85.175,"LINESTRING (8.0640384 48.3463077, 8.0635713 48.3461444, 8.063265 48.3460642, 8.0629699 48.3460537)",,,,
"[31863170, 398324811, 398324810]",,Kanzleiplatz,residential,,5,False,False,31.928,"LINESTRING (8.0640384 48.3463077, 8.0640931 48.3462546, 8.0641388 48.3461942, 8.0642467 48.3460566)",,building_passage,,
31862423,,Kanzleistraße,residential,,5,False,False,19.521,"LINESTRING (8.0628924 48.3462215, 8.0629289 48.3461482, 8.0629699 48.3460537)",,,,
31862423,,Kanzleistraße,residential,,5,False,True,25.726,"LINESTRING (8.0628924 48.3462215, 8.0627671 48.3463189, 8.062675 48.346402)",,,,
31862426,,Kanzleistraße,residential,30,5,False,False,77.295,"LINESTRING (8.0628924 48.3462215, 8.0631351 48.3462465, 8.0634447 48.3463372, 8.0637838 48.3464605, 8.0638395 48.3464943)",,,,
506528506,,Kirchstraße,residential,30,6,False,True,20.265,"LINESTRING (8.0635814 48.3473195, 8.0637146 48.3471602)",,,,
32348297,,Am Bach,residential,,,False,False,101.209,"LINESTRING (8.0635814 48.3473195, 8.063401 48.3472451, 8.0633426 48.3472208, 8.0633084 48.3471921, 8.0632809 48.3471495, 8.0632678 48.3470875, 8.0632309 48.3470049, 8.0631991 48.3469632, 8.0631543 48.3469305, 8.0630014 48.3468123, 8.063152 48.346589)",,,,
506528506,,Kirchstraße,residential,30,6,False,False,45.876,"LINESTRING (8.0635814 48.3473195, 8.0635639 48.3473458, 8.0633296 48.3476966)",,,,
131695772,L 94,Hauptstraße,secondary,40,,False,False,39.677,"LINESTRING (8.063152 48.346589, 8.0636054 48.3467801)",,,,
131695772,L 94,Hauptstraße,secondary,40,,False,True,40.927,"LINESTRING (8.063152 48.346589, 8.062675 48.346402)",,,,
32348297,,Am Bach,residential,,,False,True,101.20899999999999,"LINESTRING (8.063152 48.346589, 8.0630014 48.3468123, 8.0631543 48.3469305, 8.0631991 48.3469632, 8.0632309 48.3470049, 8.0632678 48.3470875, 8.0632809 48.3471495, 8.0633084 48.3471921, 8.0633426 48.3472208, 8.063401 48.3472451, 8.0635814 48.3473195)",,,,
31863170,,Kanzleiplatz,residential,,5,False,False,36.184,"LINESTRING (8.0636054 48.3467801, 8.0638395 48.3464943)",,,,
131695772,L 94,Hauptstraße,secondary,40,,False,True,39.677,"LINESTRING (8.0636054 48.3467801, 8.063152 48.346589)",,,,
131695771,L 94,Hauptstraße,secondary,40,,False,False,20.237000000000002,"LINESTRING (8.0636054 48.3467801, 8.0636968 48.3468139, 8.0638471 48.3468656)",,,,
32427447,,Franz-Disch-Straße,residential,,,False,True,87.02499999999999,"LINESTRING (8.0644935 48.3439829, 8.0652931 48.3439714, 8.0654979 48.3439835, 8.0656614 48.3440192)",,,,
32427447,,Franz-Disch-Straße,residential,,,False,False,46.314,"LINESTRING (8.066077 48.3443265, 8.0660164 48.34425, 8.0656614 48.3440192)",,,,
32427447,,Franz-Disch-Straße,residential,,,False,True,51.778999999999996,"LINESTRING (8.066077 48.3443265, 8.0659603 48.3445019, 8.0657714 48.3447453)",,,,
32474651,,Zum Reutacker,residential,,,False,False,28.517,"LINESTRING (8.066077 48.3443265, 8.0662619 48.3442752, 8.0664273 48.3442194)",,,,
32427444,,Ziegelfeld,residential,,,False,False,125.96499999999999,"LINESTRING (8.0669693 48.343923, 8.0672574 48.3440891, 8.0675809 48.3442908, 8.0677954 48.3444891, 8.0679122 48.3446962, 8.0679083 48.3448153)",,,,
32474651,,Zum Reutacker,residential,,,False,True,52.16,"LINESTRING (8.0669693 48.343923, 8.066831 48.344017, 8.0666281 48.3441387, 8.0664273 48.3442194)",,,,
32427444,,Ziegelfeld,residential,,,False,False,111.015,"LINESTRING (8.0679083 48.3448153, 8.0680356 48.3448513, 8.0681951 48.3449002, 8.0692774 48.345226)",,,,
32427444,,Ziegelfeld,residential,,,False,True,125.96499999999999,"LINESTRING (8.0679083 48.3448153, 8.0679122 48.3446962, 8.0677954 48.3444891, 8.0675809 48.3442908, 8.0672574 48.3440891, 8.0669693 48.343923)",,,,
32427445,,Ziegelfeld,residential,,,False,False,59.122,"LINESTRING (8.0679083 48.3448153, 8.067741 48.3449915, 8.0674738 48.3452617)",,,,
32427445,,Ziegelfeld,residential,,,False,True,59.122,"LINESTRING (8.0674738 48.3452617, 8.067741 48.3449915, 8.0679083 48.3448153)",,,,
344114493,,Gartenstraße,residential,,,False,False,48.131,"LINESTRING (8.0674738 48.3452617, 8.0670784 48.3451457, 8.0668795 48.3450847)",,,,
344114493,,Gartenstraße,residential,,,False,True,105.777,"LINESTRING (8.0674738 48.3452617, 8.0678332 48.345363, 8.0683667 48.3455226, 8.068757 48.3456791)",,,,
32427447,,Franz-Disch-Straße,residential,,,False,False,51.778999999999996,"LINESTRING (8.0657714 48.3447453, 8.0659603 48.3445019, 8.066077 48.3443265)",,,,
32427447,,Franz-Disch-Straße,residential,,,False,True,97.749,"LINESTRING (8.0657714 48.3447453, 8.0655564 48.3449938, 8.0654178 48.3451877, 8.0652985 48.345339, 8.0652116 48.3454318, 8.065134 48.3455147)",,,,
344114493,,Gartenstraße,residential,,,False,True,90.17699999999999,"LINESTRING (8.0657714 48.3447453, 8.0662351 48.3448884, 8.0666653 48.3450228, 8.0668795 48.3450847)",,,,
131695773,,Hindenburgstraße,residential,,6,False,True,27.082,"LINESTRING (8.065134 48.3455147, 8.0648035 48.3454095)",,,,
32427447,,Franz-Disch-Straße,residential,,,False,False,97.749,"LINESTRING (8.065134 48.3455147, 8.0652116 48.3454318, 8.0652985 48.345339, 8.0654178 48.3451877, 8.0655564 48.3449938, 8.0657714 48.3447453)",,,,
131695774,,Hindenburgstraße,residential,,6,False,False,139.394,"LINESTRING (8.065134 48.3455147, 8.0656123 48.3459028, 8.0657658 48.3460121, 8.0660442 48.3462112, 8.0664037 48.3464397)",,,,
33460962,,Oberentersbacher Straße,unclassified,,,False,True,93.39,"LINESTRING (8.0610637 48.3446411, 8.0616503 48.3438972)",,,,
"[1206385938, 32427452]",,Hindenburgstraße,residential,,6,False,False,292.299,"LINESTRING (8.0610637 48.3446411, 8.0617286 48.3447678, 8.0622856 48.3448556, 8.0627801 48.3449347, 8.0634047 48.3449816, 8.0636436 48.3450012, 8.0639511 48.3451108, 8.0642496 48.345223, 8.0643961 48.345278, 8.0648035 48.3454095)",,,,
1206385939,,Oberentersbacher Straße,unclassified,,,False,False,18.391,"LINESTRING (8.0610637 48.3446411, 8.0609775 48.3447356, 8.0609122 48.3447692)",,,,
131695773,,Hindenburgstraße,residential,,6,False,False,27.082,"LINESTRING (8.0648035 48.3454095, 8.065134 48.3455147)",,,,
"[33117836, 33117837, 32427454]",,Bahnhofstraße,residential,,,False,False,55.868,"LINESTRING (8.0648035 48.3454095, 8.0645646 48.3456981, 8.0644842 48.3457958, 8.0644422 48.3458508)",yes,,,
"[1206385938, 32427452]",,Hindenburgstraße,residential,,6,False,True,292.299,"LINESTRING (8.0648035 48.3454095, 8.0643961 48.345278, 8.0642496 48.345223, 8.0639511 48.3451108, 8.0636436 48.3450012, 8.0634047 48.3449816, 8.0627801 48.3449347, 8.0622856 48.3448556, 8.0617286 48.3447678, 8.0610637 48.3446411)",,,,
131695774,,Hindenburgstraße,residential,,6,False,True,139.394,"LINESTRING (8.0664037 48.3464397, 8.0660442 48.3462112, 8.0657658 48.3460121, 8.0656123 48.3459028, 8.065134 48.3455147)",,,,
"[33117839, 33117838, 131695775]",,Spitalstraße,residential,,,False,False,54.891999999999996,"LINESTRING (8.0664037 48.3464397, 8.0663198 48.3465088, 8.0662465 48.3465933, 8.0661573 48.346686, 8.0659894 48.3468487)",yes,,,
"[224761321, 132620475]",,Spitalstraße,residential,50,,False,True,198.919,"LINESTRING (8.0664037 48.3464397, 8.0664873 48.3464445, 8.0665882 48.3464549, 8.0666983 48.3464513, 8.0669331 48.3464009, 8.0669907 48.3463784, 8.0670408 48.3463612, 8.0672937 48.3461888, 8.0674631 48.3461039, 8.0675219 48.3460763, 8.0676065 48.3460441, 8.0678435 48.3459552, 8.0678618 48.3459478, 8.068164 48.3458254, 8.0684304 48.3457496, 8.0686423 48.3456958, 8.068757 48.3456791)",,,,
33117837,,Bahnhofstraße,residential,,,False,True,27.063,"LINESTRING (8.0642467 48.3460566, 8.0644422 48.3458508)",,,,
"[398324810, 398324811, 31863170]",,Kanzleiplatz,residential,,5,False,True,31.928,"LINESTRING (8.0642467 48.3460566, 8.0641388 48.3461942, 8.0640931 48.3462546, 8.0640384 48.3463077)",,building_passage,,
759976495,,Grabenstraße,residential,30,5,False,True,103.87700000000001,"LINESTRING (8.0642467 48.3460566, 8.0639402 48.345965, 8.0637522 48.3458902, 8.063589 48.3458452, 8.063418 48.3458083, 8.0631668 48.3457797, 8.0629296 48.3457995)",,,,
1206385936,,Grabenstraße,residential,30,5,False,False,114.764,"LINESTRING (8.0642467 48.3460566, 8.0654516 48.3465464, 8.0655648 48.3466017)",,,,
33117837,,Bahnhofstraße,residential,,,False,False,27.063,"LINESTRING (8.0644422 48.3458508, 8.0642467 48.3460566)",,,,
32703235,,Hintere Grabenstraße,residential,,5,False,False,130.203,"LINESTRING (8.0644422 48.3458508, 8.0647126 48.345982, 8.0650711 48.3461618, 8.0653401 48.3462947, 8.0655843 48.3464182, 8.0656622 48.346457, 8.0655648 48.3466017)",,,,
"[33117836, 33117837, 32427454]",,Bahnhofstraße,residential,,,False,True,55.868,"LINESTRING (8.0644422 48.3458508, 8.0644842 48.3457958, 8.0645646 48.3456981, 8.0648035 48.3454095)",yes,,,
32644843,,Unter den Eichen,residential,,,False,True,229.98900000000003,"LINESTRING (8.0610075 48.3504823, 8.0608103 48.3505051, 8.060759 48.350487, 8.0603898 48.349874, 8.0599312 48.3490755, 8.0598302 48.3489441, 8.0596297 48.3487515)",,,,
759976496,K 5354,Nordracher Straße,tertiary,50,,False,False,28.304000000000002,"LINESTRING (8.0610075 48.3504823, 8.0610338 48.3506153, 8.0610519 48.3507351)",,,,
759976496,K 5354,Nordracher Straße,tertiary,50,,False,True,412.84999999999997,"LINESTRING (8.0610075 48.3504823, 8.0609824 48.3503224, 8.0610042 48.3500761, 8.0610429 48.3498896, 8.0610744 48.3497269, 8.0611402 48.349424, 8.0611474 48.3492822, 8.0611423 48.3492027, 8.0610469 48.3488944, 8.0608455 48.3478783, 8.0607536 48.3474146, 8.0607087 48.347188, 8.0607409 48.3469784, 8.060843 48.3468128)",,,,
32703234,,Gartenstraße,residential,,,False,False,95.63,"LINESTRING (8.0668795 48.3450847, 8.066665 48.3454041, 8.0665242 48.3456275, 8.0668908 48.3457392)",,,,
344114493,,Gartenstraße,residential,,,False,False,90.17699999999999,"LINESTRING (8.0668795 48.3450847, 8.0666653 48.3450228, 8.0662351 48.3448884, 8.0657714 48.3447453)",,,,
344114493,,Gartenstraße,residential,,,False,True,48.131,"LINESTRING (8.0668795 48.3450847, 8.0670784 48.3451457, 8.0674738 48.3452617)",,,,
32703234,,Gartenstraße,residential,,,False,True,95.63,"LINESTRING (8.0668908 48.3457392, 8.0665242 48.3456275, 8.066665 48.3454041, 8.0668795 48.3450847)",,,,
32703255,,Ziegelfeld,residential,,,False,False,24.734,"LINESTRING (8.0692774 48.345226, 8.0694328 48.345029)",,,,
32427444,,Ziegelfeld,residential,,,False,True,111.015,"LINESTRING (8.0692774 48.345226, 8.0681951 48.3449002, 8.0680356 48.3448513, 8.0679083 48.3448153)",,,,
32703255,,Ziegelfeld,residential,,,False,True,66.74,"LINESTRING (8.0692774 48.345226, 8.0690948 48.3455011, 8.0689925 48.3456101, 8.068757 48.3456791)",,,,
31862411,,Im Bruch,residential,50,,False,False,124.834,"LINESTRING (8.068757 48.3456791, 8.0690149 48.3456474, 8.069613 48.3457023, 8.0704197 48.3458109)",,,,
32703255,,Ziegelfeld,residential,,,False,False,66.74,"LINESTRING (8.068757 48.3456791, 8.0689925 48.3456101, 8.0690948 48.3455011, 8.0692774 48.345226)",,,,
"[224761321, 132620475]",,Spitalstraße,residential,50,,False,False,198.91899999999995,"LINESTRING (8.068757 48.3456791, 8.0686423 48.3456958, 8.0684304 48.3457496, 8.068164 48.3458254, 8.0678618 48.3459478, 8.0678435 48.3459552, 8.0676065 48.3460441, 8.0675219 48.3460763, 8.0674631 48.3461039, 8.0672937 48.3461888, 8.0670408 48.3463612, 8.0669907 48.3463784, 8.0669331 48.3464009, 8.0666983 48.3464513, 8.0665882 48.3464549, 8.0664873 48.3464445, 8.0664037 48.3464397)",,,,
344114493,,Gartenstraße,residential,,,False,False,105.777,"LINESTRING (8.068757 48.3456791, 8.0683667 48.3455226, 8.0678332 48.345363, 8.0674738 48.3452617)",,,,
"[32427446, 344114494]",,Gartenstraße,residential,,,False,True,144.57399999999998,"LINESTRING (8.068757 48.3456791, 8.0689172 48.3457573, 8.0690169 48.3458273, 8.0694132 48.3460391, 8.0697038 48.3461565, 8.0699201 48.3462278, 8.0702691 48.3463376, 8.0703923 48.3463763)",,,,
32427446,,Gartenstraße,residential,,,False,False,103.55099999999999,"LINESTRING (8.0716275 48.3468158, 8.0711068 48.3466341, 8.0707347 48.3465038, 8.0703923 48.3463763)",,,,
