osmid,ref,highway,junction,oneway,reversed,length,geometry,name,lanes,maxspeed,width
1153643795,L 299,secondary,roundabout,True,False,24.354,"LINESTRING (7.3845108 51.0203962, 7.384467 51.0204302, 7.3844059 51.0204513, 7.3843367 51.0204562, 7.3842697 51.0204442, 7.3842149 51.0204172)",,,,
58967141,L 299,secondary,,False,True,228.05700000000002,"LINESTRING (7.3842113 51.020272, 7.3841107 51.0202248, 7.3838524 51.0201189, 7.3832792 51.0198865, 7.3827075 51.0196878, 7.3819609 51.0195153, 7.3812918 51.0193945)",Dr.-Meinerzhagen-Straße,,,
152523934,L 299,secondary,roundabout,True,False,37.044,"LINESTRING (7.3842113 51.020272, 7.3842502 51.0202494, 7.3842979 51.0202349, 7.3843503 51.0202298, 7.3844027 51.0202345, 7.3844507 51.0202485, 7.3844901 51.0202708, 7.3845176 51.0202992, 7.3845308 51.0203315, 7.3845284 51.0203648, 7.3845108 51.0203962)",,,,
27538584,,tertiary,,False,True,42.775999999999996,"LINESTRING (7.3842149 51.0204172, 7.3840892 51.0204635, 7.3838492 51.0205184, 7.3836667 51.0205844)",Borromäusstraße,,,
1152639213,L 299,secondary,roundabout,True,False,17.438,"LINESTRING (7.3842149 51.0204172, 7.384183 51.0203835, 7.3841713 51.020345, 7.3841811 51.0203063, 7.3842113 51.020272)",,,,
172406231,,residential,,False,True,68.43100000000001,"LINESTRING (7.3765756 51.0185745, 7.3765475 51.0184854, 7.3765342 51.0184525, 7.3764875 51.0183872, 7.3761865 51.0180134)",Korbstraße,,,
768961800,L 299,secondary,,False,False,116.16700000000002,"LINESTRING (7.3765756 51.0185745, 7.3767601 51.0185907, 7.376838 51.0185953, 7.3772992 51.0186227, 7.3779325 51.0186811, 7.3780957 51.0187057, 7.3782173 51.0187241)",Dr.-Meinerzhagen-Straße,3,50,
1076594894,L 299,secondary,,False,True,93.595,"LINESTRING (7.3765756 51.0185745, 7.3763886 51.0185569, 7.3763339 51.0185535, 7.3758865 51.0185138, 7.3752509 51.0184562)",Dr.-Meinerzhagen-Straße,2,50,
1078104288,,residential,,False,True,21.521,"LINESTRING (7.3765756 51.0185745, 7.3765368 51.0186543, 7.3765185 51.0186934, 7.3764873 51.0187599)",Kirchplatz,,20,
"[24989432, 769479111]",,residential,,False,False,109.525,"LINESTRING (7.3753519 51.0148447, 7.3754639 51.0150233, 7.3756286 51.0153093, 7.3757554 51.0155295, 7.3758508 51.0156953, 7.3759263 51.0157575)",Voßbrucher Straße,,30,
1152638009,,residential,roundabout,True,False,14.001999999999999,"LINESTRING (7.3753519 51.0148447, 7.3753142 51.0148533, 7.3752742 51.0148533, 7.3752365 51.0148448, 7.3752057 51.0148288, 7.3751853 51.0148071)",,,30,
"[111356354, 109632627]",,residential,,False,True,231.16899999999998,"LINESTRING (7.3830152 51.0151916, 7.3824571 51.0152556, 7.3819046 51.0153265, 7.3816134 51.0153772, 7.3812126 51.0154801, 7.3808185 51.0155963, 7.3802548 51.0157702, 7.3800645 51.0158376, 7.3799241 51.0158817)",Böhl,,,
767310707,,residential,,False,False,237.11399999999998,"LINESTRING (7.3830152 51.0151916, 7.3814427 51.0148281, 7.3798159 51.0144881)",Am Bolzenbacher Kreuz,,,
25003130,,residential,,False,False,132.691,"LINESTRING (7.3799241 51.0158817, 7.3799599 51.0159156, 7.3800414 51.0159927, 7.3800779 51.0160231, 7.3801499 51.0160831, 7.3803087 51.0161322, 7.3813684 51.016351, 7.3815699 51.0163938)",Jugendherberge,,30,
"[111356354, 109632627]",,residential,,False,False,231.16899999999998,"LINESTRING (7.3799241 51.0158817, 7.3800645 51.0158376, 7.3802548 51.0157702, 7.3808185 51.0155963, 7.3812126 51.0154801, 7.3816134 51.0153772, 7.3819046 51.0153265, 7.3824571 51.0152556, 7.3830152 51.0151916)",Böhl,,,
538331933,,residential,,False,True,23.024,"LINESTRING (7.3799241 51.0158817, 7.3798048 51.0159203, 7.3796202 51.0159598)",Hellinger Straße,,,
1074141853,,residential,,False,False,47.364,"LINESTRING (7.3812918 51.0193945, 7.3814874 51.0189867)",Am Langen Hahn,,30,
58967141,L 299,secondary,,False,False,228.05699999999996,"LINESTRING (7.3812918 51.0193945, 7.3819609 51.0195153, 7.3827075 51.0196878, 7.3832792 51.0198865, 7.3838524 51.0201189, 7.3841107 51.0202248, 7.3842113 51.020272)",Dr.-Meinerzhagen-Straße,,,
"[1058924677, 1071530782, 614569495]",L 299,secondary,,False,True,143.559,"LINESTRING (7.3812918 51.0193945, 7.3800232 51.0191454, 7.3794676 51.0190182, 7.3793448 51.0189875)",Dr.-Meinerzhagen-Straße,,,
24989519,,residential,,False,True,100.751,"LINESTRING (7.3791177 51.0178448, 7.3790154 51.0182469, 7.3792842 51.018431, 7.3794021 51.0184824, 7.3796435 51.0185283)",Mühlenseite,,,
25003174,,residential,,False,False,264.70500000000004,"LINESTRING (7.3791177 51.0178448, 7.3777852 51.0174003, 7.3770028 51.0171742, 7.3768788 51.0171194, 7.3767668 51.0170469, 7.3766904 51.0169639, 7.3766475 51.0168641, 7.3766739 51.0167893, 7.3767466 51.0167082, 7.3768527 51.0166689, 7.3769704 51.0165846, 7.3770086 51.016512, 7.37701 51.0164535)",Am Paffenberg,,,
25033407,,residential,,False,True,276.127,"LINESTRING (7.3791177 51.0178448, 7.3792052 51.0174399, 7.3792761 51.0173801, 7.3793968 51.0173716, 7.3803952 51.0175283, 7.382399 51.0177282)",Finkenweg,,,4
25003174,,residential,,False,False,72.824,"LINESTRING (7.37701 51.0164535, 7.3768703 51.0158045)",Am Paffenberg,,,
25003174,,residential,,False,True,264.705,"LINESTRING (7.37701 51.0164535, 7.3770086 51.016512, 7.3769704 51.0165846, 7.3768527 51.0166689, 7.3767466 51.0167082, 7.3766739 51.0167893, 7.3766475 51.0168641, 7.3766904 51.0169639, 7.3767668 51.0170469, 7.3768788 51.0171194, 7.3770028 51.0171742, 7.3777852 51.0174003, 7.3791177 51.0178448)",Am Paffenberg,,,
25018152,,residential,,False,True,42.745000000000005,"LINESTRING (7.37701 51.0164535, 7.3774073 51.0164313, 7.3774772 51.0163887, 7.3775896 51.0163738)",Schwalbenweg,,,
