osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction,access,bridge,width
54471512,2,L 419,Wilhelm-von-Erlanger-Straße,secondary,50,False,False,20.252,"LINESTRING (8.0608444 49.9772997, 8.0605923 49.9772167)",,,,,
54471512,2,L 419,Wilhelm-von-Erlanger-Straße,secondary,50,False,True,44.715,"LINESTRING (8.0608444 49.9772997, 8.0613945 49.9774909)",,,,,
121677924,,,Starenweg,residential,30,True,False,85.55699999999999,"LINESTRING (8.0608444 49.9772997, 8.0607979 49.9773364, 8.0603054 49.9779553, 8.0602821 49.9779776)",,,,,
23890545,,,Kurzer Weg,residential,50,False,True,125.078,"LINESTRING (8.0593343 49.9762015, 8.0594055 49.9762279, 8.060185 49.9765166, 8.0608717 49.9767369)",,,,,
"[1001550410, 626253027]",2,L 419,Wilhelm-von-Erlanger-Straße,secondary,50,False,False,113.59800000000001,"LINESTRING (8.0593343 49.9762015, 8.0594644 49.9758588, 8.0594805 49.9758164, 8.0595822 49.9755509, 8.0596743 49.9753138, 8.0596865 49.9752632, 8.0596999 49.9752077)",,,,,
626253027,2,L 419,Wilhelm-von-Erlanger-Straße,secondary,50,False,True,160.44899999999998,"LINESTRING (8.0593343 49.9762015, 8.0592989 49.9763277, 8.0592989 49.9764521, 8.0593428 49.9765829, 8.0594066 49.9766902, 8.0594734 49.9767595, 8.0595574 49.9768253, 8.0597417 49.9769259, 8.0605923 49.9772167)",,,,,
148489237,2,,Binger Straße,residential,50,False,False,127.752,"LINESTRING (8.0596999 49.9752077, 8.0614615 49.9753987)",,,,,
51732867,2,L 419,Binger Straße,secondary,50,False,True,102.686,"LINESTRING (8.0596999 49.9752077, 8.0592956 49.9751661, 8.0582812 49.9750651)",,,,,
"[1001550410, 626253027]",2,L 419,Wilhelm-von-Erlanger-Straße,secondary,50,False,True,113.598,"LINESTRING (8.0596999 49.9752077, 8.0596865 49.9752632, 8.0596743 49.9753138, 8.0595822 49.9755509, 8.0594805 49.9758164, 8.0594644 49.9758588, 8.0593343 49.9762015)",,,,,
"[26670375, 26670376, 25341584, 21872500, 235484988]",2,L 419,Konrad-Adenauer-Straße,secondary,50,False,True,343.399,"LINESTRING (8.0559557 49.9765033, 8.0559318 49.9765309, 8.055904 49.9765631, 8.0558875 49.9765809, 8.0557831 49.9766934, 8.0556846 49.9768089, 8.0552695 49.977252, 8.0551935 49.9773352, 8.0546151 49.9779682, 8.0545994 49.9779877, 8.0543045 49.9783484, 8.0542591 49.9784039, 8.0538894 49.9788288, 8.0537298 49.97902, 8.0536198 49.9791619, 8.0535964 49.9791921)",yes,,,,
1107478653,,,,secondary,,True,False,10.725999999999999,"LINESTRING (8.0559557 49.9765033, 8.0559342 49.9764951, 8.0559149 49.9764848, 8.0558983 49.9764728, 8.0558846 49.9764594, 8.0558742 49.9764447, 8.0558674 49.9764293)",,roundabout,,,
51732867,2,L 419,Binger Straße,secondary,50,False,False,131.13,"LINESTRING (8.0564738 49.9748662, 8.057346 49.9749625, 8.0575384 49.9749836, 8.0582812 49.9750651)",,,,,
155516980,3,L 419,Konrad-Adenauer-Straße,secondary,50,False,False,51.266000000000005,"LINESTRING (8.0564738 49.9748662, 8.0563634 49.9752939, 8.0563546 49.9753208)",,,,,
"[627547405, 1001550414, 1001550415]","['2', '3']",,Gartenfeldstraße,tertiary,50,False,True,93.413,"LINESTRING (8.0564738 49.9748662, 8.0565445 49.9746388, 8.0565654 49.9745715, 8.0565719 49.9745506, 8.056668 49.9742413, 8.0566849 49.9741604, 8.0567101 49.9740403)",,,,,
25341586,,,,secondary,,True,False,17.455,"LINESTRING (8.0534543 49.9793709, 8.0534144 49.9793527, 8.0533852 49.9793276, 8.0533695 49.9792979, 8.0533688 49.9792665, 8.0533832 49.9792365)",,roundabout,,,
"[238183488, 24545779, 238183487]",2,,Hamburger Straße,residential,30,False,False,712.122,"LINESTRING (8.0533832 49.9792365, 8.0533297 49.9792216, 8.0532395 49.9791965, 8.0528716 49.9791043, 8.0526372 49.9790441, 8.0524973 49.9789809, 8.0523842 49.9789021, 8.0523059 49.9788224, 8.0522774 49.9787635, 8.0522757 49.9786874, 8.0523027 49.9785574, 8.0524636 49.9780762, 8.0525011 49.9779803, 8.0526038 49.9777249, 8.0527773 49.9772516, 8.0528101 49.9771647, 8.0528583 49.9770192, 8.0528685 49.9769315, 8.0528563 49.9768464, 8.0528313 49.9767922, 8.0527854 49.9767349, 8.0527358 49.9766926, 8.0526654 49.9766482, 8.0525708 49.9766038, 8.0520679 49.9763856, 8.0516362 49.9761924, 8.0511667 49.9759823, 8.0507991 49.9758177, 8.050083 49.9754895, 8.0494068 49.9751796, 8.0490159 49.9750001, 8.0486222 49.9748193, 8.048526 49.9747727, 8.0484526 49.9747353)",,,,,
25341586,,,,secondary,,True,False,17.797,"LINESTRING (8.0533832 49.9792365, 8.053412 49.9792104, 8.0534522 49.9791914, 8.0534995 49.9791816, 8.0535493 49.9791818, 8.0535964 49.9791921)",,roundabout,,,
"[26670375, 26670376, 25341584, 21872500, 235484988]",2,L 419,Konrad-Adenauer-Straße,secondary,50,False,False,343.39899999999994,"LINESTRING (8.0535964 49.9791921, 8.0536198 49.9791619, 8.0537298 49.97902, 8.0538894 49.9788288, 8.0542591 49.9784039, 8.0543045 49.9783484, 8.0545994 49.9779877, 8.0546151 49.9779682, 8.0551935 49.9773352, 8.0552695 49.977252, 8.0556846 49.9768089, 8.0557831 49.9766934, 8.0558875 49.9765809, 8.055904 49.9765631, 8.0559318 49.9765309, 8.0559557 49.9765033)",yes,,,,
1254114617,,,,secondary,,True,False,16.650000000000002,"LINESTRING (8.0535964 49.9791921, 8.0536208 49.9792023, 8.0536417 49.9792153, 8.0536586 49.9792306, 8.0536707 49.9792476, 8.0536777 49.9792658, 8.0536794 49.9792844, 8.0536756 49.979303, 8.0536666 49.9793208)",,roundabout,,,
25341586,,,,secondary,,True,False,18.022,"LINESTRING (8.0536666 49.9793208, 8.0536448 49.9793439, 8.0536142 49.9793624, 8.0535771 49.9793751, 8.0535361 49.9793809, 8.0534941 49.9793794, 8.0534543 49.9793709)",,roundabout,,,
"[51732872, 977501093]",,,,secondary,50,True,False,20.438,"LINESTRING (8.0550643 49.9764625, 8.0550359 49.9764582, 8.055009 49.9764509, 8.0549844 49.9764408, 8.0549628 49.9764282, 8.0549474 49.9764162, 8.0549348 49.976403, 8.0549251 49.9763887, 8.0549186 49.9763738, 8.0549153 49.9763584, 8.0549154 49.9763428, 8.0549189 49.9763275)",,roundabout,,,
54471512,2,L 419,Wilhelm-von-Erlanger-Straße,secondary,50,False,False,44.715,"LINESTRING (8.0613945 49.9774909, 8.0608444 49.9772997)",,,,,
54471512,2,L 419,Wilhelm-von-Erlanger-Straße,secondary,50,False,True,20.252,"LINESTRING (8.0605923 49.9772167, 8.0608444 49.9772997)",,,,,
23890544,,,Am Pfalzmäuerchen,residential,50,False,False,56.976000000000006,"LINESTRING (8.0605923 49.9772167, 8.06061 49.9771909, 8.0608717 49.9767369)",,,destination,,
626253027,2,L 419,Wilhelm-von-Erlanger-Straße,secondary,50,False,False,160.449,"LINESTRING (8.0605923 49.9772167, 8.0597417 49.9769259, 8.0595574 49.9768253, 8.0594734 49.9767595, 8.0594066 49.9766902, 8.0593428 49.9765829, 8.0592989 49.9764521, 8.0592989 49.9763277, 8.0593343 49.9762015)",,,,,
"[23890577, 1001550411]",2,,Drosselweg,residential,50,False,False,153.13,"LINESTRING (8.0605923 49.9772167, 8.0605585 49.9772525, 8.0605163 49.9772858, 8.0604764 49.9773011, 8.0604185 49.9773093, 8.0603348 49.9773131, 8.0602348 49.9773152, 8.0599079 49.9773196, 8.059552 49.9773086, 8.0594191 49.9773008, 8.059299 49.9772857, 8.0591753 49.9772642, 8.0590243 49.9772294, 8.0585601 49.9771243)",,,,,
23890544,,,Am Pfalzmäuerchen,residential,50,False,False,154.712,"LINESTRING (8.0608717 49.9767369, 8.0612573 49.9759242, 8.0614615 49.9753987)",,,destination,,
23890544,,,Am Pfalzmäuerchen,residential,50,False,True,56.976000000000006,"LINESTRING (8.0608717 49.9767369, 8.06061 49.9771909, 8.0605923 49.9772167)",,,destination,,
23890545,,,Kurzer Weg,residential,50,False,False,125.07799999999999,"LINESTRING (8.0608717 49.9767369, 8.060185 49.9765166, 8.0594055 49.9762279, 8.0593343 49.9762015)",,,,,
148489237,2,,Binger Straße,residential,50,False,True,127.752,"LINESTRING (8.0614615 49.9753987, 8.0596999 49.9752077)",,,,,
23890544,,,Am Pfalzmäuerchen,residential,50,False,True,154.712,"LINESTRING (8.0614615 49.9753987, 8.0612573 49.9759242, 8.0608717 49.9767369)",,,destination,,
26734120,,,Am Gänsberg,residential,30,False,False,178.22,"LINESTRING (8.0562533 49.976711, 8.0564262 49.9768663, 8.0567626 49.9771112, 8.0572994 49.9774461, 8.0578971 49.9778087, 8.0579985 49.977847)",,,,,
621308831,,,Am Gänsberg,residential,30,True,False,77.69,"LINESTRING (8.0579985 49.977847, 8.0587561 49.9783478)",,,,,
23890573,,,St-Kilian-Straße,residential,30,False,False,62.262,"LINESTRING (8.0579985 49.977847, 8.058308 49.9774392, 8.0583804 49.9773438)",,,,,
26734120,,,Am Gänsberg,residential,30,False,True,178.22,"LINESTRING (8.0579985 49.977847, 8.0578971 49.9778087, 8.0572994 49.9774461, 8.0567626 49.9771112, 8.0564262 49.9768663, 8.0562533 49.976711)",,,,,
23890575,,,Finkenschlag,residential,30,False,False,31.351,"LINESTRING (8.0587561 49.9783478, 8.059082 49.9781592)",,,,,
23890577,2,,Drosselweg,residential,50,False,False,100.861,"LINESTRING (8.0585601 49.9771243, 8.057288 49.9767325)",,,,,
23890573,,,St-Kilian-Straße,residential,30,False,True,27.583000000000002,"LINESTRING (8.0585601 49.9771243, 8.0585258 49.9771662, 8.0583804 49.9773438)",,,,,
"[23890577, 1001550411]",2,,Drosselweg,residential,50,False,True,153.13,"LINESTRING (8.0585601 49.9771243, 8.0590243 49.9772294, 8.0591753 49.9772642, 8.059299 49.9772857, 8.0594191 49.9773008, 8.059552 49.9773086, 8.0599079 49.9773196, 8.0602348 49.9773152, 8.0603348 49.9773131, 8.0604185 49.9773093, 8.0604764 49.9773011, 8.0605163 49.9772858, 8.0605585 49.9772525, 8.0605923 49.9772167)",,,,,
"[23890578, 223760935]",,,"['Georg-Rückert-Straße', 'St-Kilian-Straße']",residential,30,False,False,179.92,"LINESTRING (8.0585601 49.9771243, 8.0585823 49.9770951, 8.0589633 49.9765947, 8.0590119 49.9765125, 8.0590154 49.9764928, 8.0590035 49.9764765, 8.0578799 49.9759356)",,,,,
23890574,,,Feierabendweg,residential,30,False,True,83.301,"LINESTRING (8.0583804 49.9773438, 8.0594178 49.9776846)",,,,,
23890573,,,St-Kilian-Straße,residential,30,False,False,27.583000000000002,"LINESTRING (8.0583804 49.9773438, 8.0585258 49.9771662, 8.0585601 49.9771243)",,,,,
23890573,,,St-Kilian-Straße,residential,30,False,True,62.262,"LINESTRING (8.0583804 49.9773438, 8.058308 49.9774392, 8.0579985 49.977847)",,,,,
23890575,,,Finkenschlag,residential,30,False,False,57.979,"LINESTRING (8.059082 49.9781592, 8.0594178 49.9776846)",,,,,
23890575,,,Finkenschlag,residential,30,False,True,31.351,"LINESTRING (8.059082 49.9781592, 8.0587561 49.9783478)",,,,,
23890576,,,Amselweg,residential,30,False,False,82.03,"LINESTRING (8.059082 49.9781592, 8.0596382 49.9783197, 8.0598907 49.9783914, 8.0601475 49.9784232)",,,,,
23890574,,,Feierabendweg,residential,30,False,False,83.301,"LINESTRING (8.0594178 49.9776846, 8.0583804 49.9773438)",,,,,
23890574,,,Feierabendweg,residential,30,False,True,69.866,"LINESTRING (8.0594178 49.9776846, 8.0602821 49.9779776)",,,,,
23890575,,,Finkenschlag,residential,30,False,True,57.979,"LINESTRING (8.0594178 49.9776846, 8.059082 49.9781592)",,,,,
119454876,,,Starenweg,residential,30,False,False,50.475,"LINESTRING (8.0601475 49.9784232, 8.0602821 49.9779776)",,,,,
23890576,,,Amselweg,residential,30,False,True,82.03,"LINESTRING (8.0601475 49.9784232, 8.0598907 49.9783914, 8.0596382 49.9783197, 8.059082 49.9781592)",,,,,
119454876,,,Starenweg,residential,30,False,True,95.926,"LINESTRING (8.0601475 49.9784232, 8.060041 49.978833, 8.0599643 49.9790831, 8.0599491 49.9791221, 8.0599079 49.9791492, 8.0598651 49.9791773, 8.0597712 49.9792215)",,,,,
23890577,2,,Drosselweg,residential,50,False,True,100.861,"LINESTRING (8.057288 49.9767325, 8.0585601 49.9771243)",,,,,
23890579,,,Falkenstraße,residential,,False,False,98.20299999999999,"LINESTRING (8.057288 49.9767325, 8.0573122 49.9766997, 8.0573749 49.9766148, 8.0575383 49.9763932, 8.0578038 49.9760345, 8.0578799 49.9759356)",,,,,
"[627541483, 627541484]","['2', '3']",,Drosselweg,residential,50,False,False,85.861,"LINESTRING (8.057288 49.9767325, 8.0567472 49.9765478, 8.0566672 49.9765218, 8.0565199 49.9764794, 8.0563441 49.9764484, 8.0562359 49.9764359, 8.0561915 49.9764307)",,,,,
24501890,,,In der Dörrwies,residential,30,False,False,81.512,"LINESTRING (8.0539576 49.9714561, 8.053786 49.9721808)",,,,,
24501927,,,Justus-Von-Liebig-Straße,residential,30,False,True,142.506,"LINESTRING (8.0539576 49.9714561, 8.0519758 49.9713228)",,,,,
24501927,,,Justus-Von-Liebig-Straße,residential,30,False,False,120.618,"LINESTRING (8.0539576 49.9714561, 8.0546124 49.9714948, 8.0551909 49.9714846, 8.0556381 49.9714508)",,,,,
24501890,,,In der Dörrwies,residential,30,False,True,81.512,"LINESTRING (8.053786 49.9721808, 8.0539576 49.9714561)",,,,,
24501899,,,Hans-Fluck-Straße,residential,30,False,False,143.611,"LINESTRING (8.053786 49.9721808, 8.0531121 49.9721176, 8.0528808 49.9720913, 8.0526572 49.9720658, 8.052437 49.9720407, 8.0522749 49.9720218, 8.0521426 49.9720063, 8.051918 49.971979, 8.0518063 49.9719654)",,,,,
