osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,bridge,width
4273317,St 2050,secondary,50,roundabout,True,False,17.56,"LINESTRING (11.3788398 48.3604335, 11.378781 48.3604395, 11.3787225 48.3604328, 11.3786701 48.3604142, 11.3786293 48.3603855)",,,,
4273317,St 2050,secondary,50,roundabout,True,False,23.837,"LINESTRING (11.3789459 48.3602584, 11.3789641 48.360292, 11.378967 48.3603277, 11.3789544 48.3603624, 11.3789273 48.3603933, 11.378888 48.3604177, 11.3788398 48.3604335)",,,,
"[31766482, 31766485, 195162806, 868823399]",St 2050,secondary,50,,False,True,102.98599999999999,"LINESTRING (11.3789459 48.3602584, 11.3792801 48.3601339, 11.3797278 48.3599481, 11.3798916 48.3598748, 11.3801101 48.3597528)",2,Dachauer Straße,yes,
4273317,St 2050,secondary,50,roundabout,True,False,44.216,"LINESTRING (11.3786293 48.3603855, 11.3786068 48.3603551, 11.3785976 48.3603218, 11.3786024 48.3602881, 11.3786208 48.3602565, 11.3786625 48.3602227, 11.3787194 48.3602008, 11.3787842 48.3601934, 11.3788488 48.3602015, 11.3789051 48.3602242, 11.3789459 48.3602584)",,,,
"[142870684, 1126738015]",,tertiary,"['50', '30']",,False,True,215.836,"LINESTRING (11.3786293 48.3603855, 11.3782976 48.3605116, 11.3782402 48.3605304, 11.3779385 48.3606514, 11.3777509 48.3607251, 11.3775887 48.360793, 11.3774856 48.3608362, 11.3773861 48.3608768, 11.3773588 48.3608879, 11.377327 48.3609009, 11.3771111 48.3610078, 11.376912 48.3611065, 11.3767858 48.361169, 11.3767369 48.3611932, 11.3765786 48.3612657, 11.3764259 48.3613357, 11.3763745 48.3613592, 11.3761549 48.3614022)",2,Dachauer Straße,,
21761172,,unclassified,50,,False,False,59.202000000000005,"LINESTRING (11.3801101 48.3597528, 11.3802099 48.3598062, 11.380416 48.359878, 11.3807003 48.3599207, 11.3808492 48.3599174)",,Ludwig-Thoma-Straße,,
30055056,St 2050,secondary,50,,False,True,161.399,"LINESTRING (11.3801101 48.3597528, 11.3804455 48.3595323, 11.380662 48.3593422, 11.3808335 48.3590925, 11.3809819 48.3587759, 11.3810171 48.3587007, 11.3810536 48.3584873)",2,Dachauer Straße,,
"[31766482, 31766485, 195162806, 868823399]",St 2050,secondary,50,,False,False,102.98599999999999,"LINESTRING (11.3801101 48.3597528, 11.3798916 48.3598748, 11.3797278 48.3599481, 11.3792801 48.3601339, 11.3789459 48.3602584)",2,Dachauer Straße,yes,
11408822,,tertiary,50,,False,False,197.029,"LINESTRING (11.3734592 48.3612076, 11.3731574 48.3613116, 11.3728913 48.361401, 11.3723669 48.3615443, 11.3719732 48.3616455, 11.3717154 48.3617125, 11.3710332 48.3619391)",,Holzhauser Straße,,5.5
26170901,DAH 17,tertiary,30,,False,False,69.57199999999999,"LINESTRING (11.3734592 48.3612076, 11.3735189 48.3612273, 11.3738682 48.3613164, 11.3741567 48.3614106, 11.3742862 48.3614931)",,Marktplatz,,
130903776,DAH 17,tertiary,30,,False,True,29.431,"LINESTRING (11.3734592 48.3612076, 11.3734085 48.3611716, 11.3733454 48.3611141, 11.3732287 48.3609925)",,Wöhrer Straße,,
11011120,,residential,50,,False,False,105.09899999999999,"LINESTRING (11.3732287 48.3609925, 11.3737307 48.3607722, 11.373845 48.360722, 11.3743277 48.3604001)",,Sportplatzweg,,
130903776,DAH 17,tertiary,30,,False,False,29.431,"LINESTRING (11.3732287 48.3609925, 11.3733454 48.3611141, 11.3734085 48.3611716, 11.3734592 48.3612076)",,Wöhrer Straße,,
"[347696489, 498181948]",DAH 17,tertiary,"['50', '30']",,False,True,60.682,"LINESTRING (11.3732287 48.3609925, 11.3730627 48.3607959, 11.3730172 48.3607268, 11.3730084 48.360702, 11.3729906 48.3606517, 11.3729363 48.3604879)",,Wöhrer Straße,,
136974917,,residential,50,,False,True,20.451,"LINESTRING (11.3722899 48.3593254, 11.37215 48.3591667)",,Am Steg,,
"[347696488, 666399412, 968262238]",DAH 17,tertiary,50,,False,False,142.965,"LINESTRING (11.3722899 48.3593254, 11.3724518 48.3593927, 11.3725932 48.3594919, 11.3726606 48.3596588, 11.3727097 48.3597924, 11.3727388 48.3598716, 11.3727754 48.359971, 11.3728363 48.3601368, 11.3729363 48.3604879)",,Wöhrer Straße,,
"[347696488, 130903778]",DAH 17,tertiary,50,,False,True,31.103,"LINESTRING (11.3722899 48.3593254, 11.3721153 48.3592777, 11.3719986 48.3592569, 11.371889 48.3592438)",,Wöhrer Straße,,
130903775,,residential,50,,False,True,203.379,"LINESTRING (11.3712897 48.3592256, 11.3709268 48.3593524, 11.370595 48.3594118, 11.3702434 48.3594516, 11.3693912 48.3595503, 11.3690304 48.3595893, 11.3689302 48.3595892, 11.3687387 48.3594259)",,Waldstraße,,
130903778,DAH 17,tertiary,50,,False,False,44.45,"LINESTRING (11.3712897 48.3592256, 11.3713952 48.3592189, 11.371474 48.3592219, 11.371541 48.3592246, 11.3717124 48.3592286, 11.371889 48.3592438)",,Wöhrer Straße,,
"[10591488, 592239971, 1000036465, 1000279377, 1207989265]",,tertiary,30,,False,False,83.13999999999999,"LINESTRING (11.3742862 48.3614931, 11.3743973 48.3614437, 11.3745075 48.3613995, 11.3745963 48.3613689, 11.3747391 48.3613571, 11.3749018 48.3613585, 11.3750175 48.3613699, 11.3751594 48.3613832, 11.3753536 48.3614006)",,Marktplatz,,
26170901,DAH 17,tertiary,30,,False,True,69.57199999999999,"LINESTRING (11.3742862 48.3614931, 11.3741567 48.3614106, 11.3738682 48.3613164, 11.3735189 48.3612273, 11.3734592 48.3612076)",,Marktplatz,,
34370254,DAH 17,tertiary,50,,False,False,206.058,"LINESTRING (11.3742862 48.3614931, 11.3743589 48.361616, 11.374373 48.3616385, 11.3744807 48.3617322, 11.374891 48.3620299, 11.3750765 48.3621087, 11.3752579 48.3621857, 11.3754108 48.3622507, 11.3757236 48.3623835, 11.3761567 48.3626221, 11.3763086 48.3627259)",,Freisinger Straße,,
"[31766514, 11011122, 31766516]",,"['unclassified', 'residential']",30,,False,False,177.88,"LINESTRING (11.374866 48.3599806, 11.3749318 48.3599102, 11.374931 48.3596783, 11.3748817 48.3588041, 11.3748939 48.3586069, 11.3750306 48.3584145)",,Sportplatzweg,yes,
24902527,,residential,50,,False,False,135.503,"LINESTRING (11.374866 48.3599806, 11.3752494 48.3599539, 11.3755417 48.3599539, 11.3758246 48.3599437, 11.3760336 48.3599362, 11.3761556 48.3599318, 11.3763864 48.3599643, 11.3764871 48.3600542, 11.3765399 48.3600996, 11.3765524 48.3601321)",,Franz-Fischer-Weg,,
1013429145,,residential,50,,False,True,61.302,"LINESTRING (11.374866 48.3599806, 11.3743817 48.3603604, 11.3743277 48.3604001)",,Sportplatzweg,,
11011124,,residential,30,,False,False,33.841,"LINESTRING (11.3750306 48.3584145, 11.3753531 48.3581984)",,Sportplatzweg,,
27059264,,residential,30,,False,False,272.468,"LINESTRING (11.3750306 48.3584145, 11.374844 48.3581832, 11.374743 48.3580661, 11.3746136 48.3579446, 11.3744534 48.3578216, 11.3742796 48.3577086, 11.3740773 48.3575998, 11.3739892 48.3575521, 11.3738932 48.3575001, 11.3736806 48.3573914, 11.3734094 48.3572349, 11.3732455 48.3571183, 11.3730957 48.3569895, 11.3730477 48.3569435, 11.3729504 48.3568553, 11.3728313 48.3567706, 11.3725869 48.3566097)",,Sportplatzweg,,
"[31766514, 31766516, 11011122]",,"['residential', 'unclassified']",30,,False,True,177.88000000000002,"LINESTRING (11.3750306 48.3584145, 11.3748939 48.3586069, 11.3748817 48.3588041, 11.374931 48.3596783, 11.3749318 48.3599102, 11.374866 48.3599806)",,Sportplatzweg,yes,
332627332,,residential,30,,False,False,24.28,"LINESTRING (11.3810186 48.3601045, 11.3808744 48.3599452, 11.3808492 48.3599174)",,Am Wehr,,
22741040,,living_street,,,False,False,20.655,"LINESTRING (11.3789376 48.3640104, 11.37882 48.3639551, 11.3787426 48.3638812)",,Botenveitlweg,,
22741040,,living_street,,,False,False,114.04800000000002,"LINESTRING (11.3785036 48.3636948, 11.3784531 48.3637004, 11.3783782 48.3637252, 11.378065 48.3638396, 11.3780207 48.3638533, 11.377774 48.3639299, 11.3777192 48.3639385, 11.3776624 48.3639369, 11.3776239 48.3639247, 11.3775284 48.3638379, 11.3775051 48.3638195, 11.3774752 48.363808, 11.3774497 48.3638051, 11.377414 48.3638056, 11.3773264 48.363819, 11.3771391 48.3638418)",,Botenveitlweg,,
22741040,,living_street,,,False,True,27.549,"LINESTRING (11.3785036 48.3636948, 11.3785557 48.3637144, 11.3785998 48.3637561, 11.3787426 48.3638812)",,Botenveitlweg,,
22741041,,living_street,,,False,True,158.11499999999998,"LINESTRING (11.3785036 48.3636948, 11.3784995 48.3636556, 11.3784678 48.3635487, 11.3782314 48.3632811, 11.3781833 48.3632128, 11.3781362 48.3631744, 11.3781111 48.3631598, 11.3780464 48.3631592, 11.3778551 48.3632124, 11.3772954 48.3633355, 11.3769474 48.3634129)",,Botenveitlweg,,
397487994,DAH 17,tertiary,50,,False,False,28.238,"LINESTRING (11.3771391 48.3638418, 11.3771899 48.3640935)",,Freisinger Straße,,
22741040,,living_street,,,False,True,114.04799999999999,"LINESTRING (11.3771391 48.3638418, 11.3773264 48.363819, 11.377414 48.3638056, 11.3774497 48.3638051, 11.3774752 48.363808, 11.3775051 48.3638195, 11.3775284 48.3638379, 11.3776239 48.3639247, 11.3776624 48.3639369, 11.3777192 48.3639385, 11.377774 48.3639299, 11.3780207 48.3638533, 11.378065 48.3638396, 11.3783782 48.3637252, 11.3784531 48.3637004, 11.3785036 48.3636948)",,Botenveitlweg,,
397487994,DAH 17,tertiary,50,,False,True,50.260999999999996,"LINESTRING (11.3771391 48.3638418, 11.3770898 48.363631, 11.3770475 48.3635402, 11.3769474 48.3634129)",,Freisinger Straße,,
195162805,DAH 17,tertiary,50,,False,True,16.077,"LINESTRING (11.3776508 48.3650302, 11.3776313 48.3648862)",,Freisinger Straße,,
195162805,DAH 17,tertiary,50,,False,False,16.077,"LINESTRING (11.3776313 48.3648862, 11.3776508 48.3650302)",,Freisinger Straße,,
