osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,ref,junction,access
25280152,Lessingstraße,residential,30,False,False,132.181,"LINESTRING (7.7771776 49.1487221, 7.7771219 49.1487433, 7.7770606 49.1487755, 7.7769596 49.1488545, 7.7767148 49.1490459, 7.7766936 49.1490625, 7.7763529 49.1493522, 7.7760353 49.1496407)",,,,,
134037823,Hasenbergstraße,residential,10,False,True,16.486,"LINESTRING (7.7771776 49.1487221, 7.777064 49.1486637, 7.7769973 49.1486323)",,,,,
"[134037825, 213100300]",Hasenbergstraße,residential,"['30', '10']",False,False,101.034,"LINESTRING (7.7771776 49.1487221, 7.7772353 49.1487625, 7.7772779 49.1488065, 7.777328 49.1488819, 7.7773583 49.1489742, 7.7773723 49.1490587, 7.7773787 49.1491494, 7.7773947 49.1492962, 7.7774006 49.1493173, 7.7774084 49.149354, 7.7774208 49.1493892, 7.7774524 49.1494442, 7.7774626 49.1494545, 7.7774805 49.1494725, 7.7775229 49.1495028, 7.7775617 49.1495238, 7.7776144 49.1495451)",,,,,
44855856,Wieslauterstraße,residential,30,False,True,110.765,"LINESTRING (7.7776144 49.1495451, 7.7775337 49.1496657, 7.7770882 49.1504796)",,,,,
"[110476424, 380071233, 213100300, 110476422]",Hasenbergstraße,residential,30,False,False,139.84299999999996,"LINESTRING (7.7776144 49.1495451, 7.7781187 49.1496413, 7.7782563 49.1496628, 7.7787525 49.1497388, 7.7787829 49.1497466, 7.7788187 49.1497596, 7.7788679 49.1497953, 7.7788916 49.1498203, 7.7789009 49.1498498, 7.7789049 49.1499297, 7.7789057 49.1499833, 7.7789112 49.1500316, 7.7789205 49.1500711, 7.778932 49.1501079, 7.7789788 49.1501741)",yes,,,,
"[134037825, 213100300]",Hasenbergstraße,residential,"['30', '10']",False,True,101.034,"LINESTRING (7.7776144 49.1495451, 7.7775617 49.1495238, 7.7775229 49.1495028, 7.7774805 49.1494725, 7.7774626 49.1494545, 7.7774524 49.1494442, 7.7774208 49.1493892, 7.7774084 49.149354, 7.7774006 49.1493173, 7.7773947 49.1492962, 7.7773787 49.1491494, 7.7773723 49.1490587, 7.7773583 49.1489742, 7.777328 49.1488819, 7.7772779 49.1488065, 7.7772353 49.1487625, 7.7771776 49.1487221)",,,,,
35110959,Weißenburger Straße,primary,50,False,True,99.07600000000001,"LINESTRING (7.7797443 49.1495064, 7.7799146 49.1492747, 7.7799859 49.1491775, 7.7800285 49.149123, 7.7801426 49.148977, 7.7801649 49.1489485, 7.7802242 49.1488715, 7.7802489 49.148836, 7.7803548 49.1487101)",,2,B 427,,
260750381,Grabenstraße,residential,30,False,True,86.888,"LINESTRING (7.7797443 49.1495064, 7.7804477 49.1497117, 7.7808395 49.1498184)",,,,,
380205081,Weißenburger Straße,primary,50,False,False,28.747999999999998,"LINESTRING (7.7797443 49.1495064, 7.7796965 49.1495741, 7.7795854 49.1497431)",,2,B 427,,
44845884,Pestalozzistraße,residential,30,False,False,84.565,"LINESTRING (7.781208 49.1521532, 7.781371 49.1519178, 7.7814667 49.1517636, 7.7815655 49.1516112, 7.7816707 49.1514556)",,,,,
