osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,width,junction
24880982,Grünewaldstraße,residential,30,False,False,77.18299999999999,"LINESTRING (8.0028764 51.3312765, 8.0028371 51.3312392, 8.0026933 51.3311025, 8.0025993 51.3309089, 8.0025533 51.3306268)",,,,,
"[25673017, 25673028]","['Kleinbahnstraße', 'Rochusweg']",residential,30,False,True,216.20600000000002,"LINESTRING (8.0028764 51.3312765, 8.0029748 51.3313171, 8.0035979 51.331574, 8.0036987 51.3316009, 8.0037945 51.3316039, 8.0038859 51.3315979, 8.0039799 51.331581, 8.0040388 51.3315577, 8.0040905 51.3315318, 8.0041888 51.3314666, 8.0043742 51.3312476, 8.0044087 51.3312077, 8.0044667 51.3311395, 8.0045633 51.3310164, 8.0045858 51.3309882, 8.0045946 51.3309529, 8.0045839 51.3308964, 8.004326 51.3306487, 8.0042774 51.330602)",,,,,
639954903,Hauptstraße,primary,50,False,False,122.983,"LINESTRING (8.0028764 51.3312765, 8.003941 51.3307554, 8.0041204 51.3306863, 8.0042774 51.330602)",2,L 519,,,
25699377,Hauptstraße,primary,50,False,True,124.63499999999999,"LINESTRING (8.0028764 51.3312765, 8.0024096 51.3316225, 8.0021507 51.3319557, 8.0020675 51.3320764, 8.0020622 51.3320855, 8.001962 51.3322293)",2,L 519,,,
32970471,Mescheder Straße,secondary,50,False,False,192.881,"LINESTRING (8.0089118 51.3300788, 8.0116185 51.3296933)",2,L 686,,,
32970471,Mescheder Straße,secondary,50,False,True,100.89,"LINESTRING (8.0089118 51.3300788, 8.0083184 51.3301374, 8.0074702 51.3300917)",2,L 686,,,
"[25699361, 778829282]",Mescheder Straße,primary,50,False,True,89.165,"LINESTRING (8.0058818 51.330051, 8.005659 51.3300485, 8.0056314 51.3300487, 8.0054636 51.3300496, 8.0052594 51.3300764, 8.0051185 51.3301181, 8.0050402 51.3301471, 8.0049013 51.3302184, 8.0047587 51.3302993, 8.0047321 51.3303155)","['2', '3']",L 519,,,
"[32866421, 732919694]",Mescheder Straße,secondary,50,False,False,81.546,"LINESTRING (8.0058818 51.330051, 8.0060714 51.3300749, 8.006377 51.3301135, 8.0066313 51.3301285, 8.0070414 51.3300976)","['2', '3']",L 686,,,
"[742661421, 732919693, 32866422]",Hauptstraße,primary,50,False,True,389.8719999999999,"LINESTRING (8.0058818 51.330051, 8.005927 51.3299182, 8.0059919 51.3297276, 8.0060418 51.3294036, 8.0060274 51.3290937, 8.0059222 51.3285737, 8.0058579 51.3283431, 8.005828 51.3281362, 8.0058216 51.3279139, 8.005852 51.3277495, 8.0059218 51.3275496, 8.0061954 51.3270611, 8.0063202 51.3268199, 8.0063261 51.3268085, 8.0063856 51.3266134)","['2', '3']",L 519,,,
"[35071011, 24293468, 42974851]","['Kaiserhöhe', 'Obere Kaiserhöhe']",residential,30,False,False,192.97299999999998,"LINESTRING (8.0097278 51.3276365, 8.0096497 51.3275277, 8.009509 51.327484, 8.0088414 51.3274946, 8.008178 51.3275056, 8.0079879 51.327504, 8.0078558 51.3274793, 8.0077756 51.327442, 8.0077259 51.3273955, 8.0077123 51.3273024, 8.0078084 51.3272408, 8.0079209 51.3271989, 8.0080625 51.3271495)",,,,,
"[42974850, 42974845, 31665290]",Kaiserhöhe,residential,30,False,True,417.763,"LINESTRING (8.0097278 51.3276365, 8.0089183 51.3277218, 8.0081819 51.327863, 8.0075103 51.3280437, 8.007365 51.3280891, 8.0072129 51.3281393, 8.0069736 51.3282193, 8.0069032 51.328241, 8.0068344 51.3282541, 8.0067588 51.3282563, 8.0066817 51.3282479, 8.0066168 51.3282383, 8.0065627 51.3282277, 8.0064979 51.3282114, 8.0064489 51.3281868, 8.0064129 51.3281595, 8.0063799 51.3281314, 8.0063503 51.3280896, 8.0063253 51.3280479, 8.0062871 51.3279622, 8.0062563 51.3278677, 8.0062332 51.32775, 8.0062303 51.3276537, 8.0062319 51.3275786, 8.0062474 51.3274987, 8.0062956 51.3273968, 8.0063459 51.3273049, 8.0066404 51.3268799, 8.0066663 51.3268298, 8.0066732 51.3267908, 8.0066706 51.3267569, 8.0066538 51.3267303, 8.0066217 51.326696)",,,,,
24880984,Bergstraße,residential,,False,True,51.858,"LINESTRING (8.0031288 51.3272303, 8.0032465 51.3272281, 8.0034244 51.327213, 8.0035987 51.3271782, 8.003839 51.3271068)",,,,,
31665347,Bergstraße,residential,,False,False,51.709,"LINESTRING (8.0031288 51.3272303, 8.0029866 51.3272245, 8.0027632 51.3272038, 8.0025185 51.3271931, 8.0024552 51.3271875, 8.002392 51.3271743)",,,,,
31665350,Grünewaldstraße,residential,,False,False,126.909,"LINESTRING (8.0031288 51.3272303, 8.0031621 51.3271267, 8.0031721 51.3270591, 8.0031735 51.3269283, 8.0031749 51.3267516, 8.0031756 51.3266881, 8.0031887 51.3266169, 8.003219 51.3265148, 8.0032503 51.3264525, 8.00329 51.3264017, 8.0033627 51.3263121, 8.0034396 51.3262101, 8.0034786 51.3261744, 8.0035154 51.3261381)",2,,,,
"[1224794682, 25645015]",Grünewaldstraße,residential,30,False,True,236.97200000000004,"LINESTRING (8.0031288 51.3272303, 8.0030269 51.3274103, 8.0028311 51.3277556, 8.0027206 51.3282946, 8.0027091 51.3283675, 8.0026388 51.3285494, 8.0025999 51.3286458, 8.0024898 51.3288769, 8.0024149 51.3290404, 8.0023854 51.3291753, 8.002383 51.3292986)",,,,,
25342435,Jägerstraße,residential,30,False,False,304.21999999999997,"LINESTRING (8.002392 51.3271743, 8.0023108 51.3272258, 8.0018041 51.327425, 8.0016429 51.327577, 8.0015734 51.3277227, 8.0015659 51.3279697, 8.0015731 51.3282913, 8.0015659 51.3286133, 8.0015488 51.3290048, 8.0015059 51.3292623, 8.0014938 51.329516, 8.0014906 51.3296761)",,,,,
31665346,Bergstraße,residential,30,False,False,59.179,"LINESTRING (8.002392 51.3271743, 8.002215 51.3270074, 8.0020231 51.3268232, 8.0019366 51.3267879, 8.0018642 51.326773)",,,,,
31665347,Bergstraße,residential,,False,True,51.709,"LINESTRING (8.002392 51.3271743, 8.0024552 51.3271875, 8.0025185 51.3271931, 8.0027632 51.3272038, 8.0029866 51.3272245, 8.0031288 51.3272303)",,,,,
31665346,Bergstraße,residential,30,False,False,60.778999999999996,"LINESTRING (8.0018642 51.326773, 8.0017635 51.326771, 8.0016651 51.3267909, 8.0015973 51.3268241, 8.0015528 51.3268696, 8.0013971 51.3271659)",,,,,
31665346,Bergstraße,residential,30,False,True,59.179,"LINESTRING (8.0018642 51.326773, 8.0019366 51.3267879, 8.0020231 51.3268232, 8.002215 51.3270074, 8.002392 51.3271743)",,,,,
241935525,Bergstraße,residential,30,False,True,81.261,"LINESTRING (8.0018642 51.326773, 8.0018717 51.326741, 8.0018547 51.3267011, 8.001023 51.3262989)",,,,,
640218648,Bergstraße,residential,30,False,False,46.561,"LINESTRING (8.0013971 51.3271659, 8.0011812 51.3275623)",,,,,
24880985,Wolfskamp,residential,30,False,False,72.94800000000001,"LINESTRING (8.0013971 51.3271659, 8.0008758 51.3269879, 8.0004548 51.3268787)",,,,,
31665346,Bergstraße,residential,30,False,True,60.778999999999996,"LINESTRING (8.0013971 51.3271659, 8.0015528 51.3268696, 8.0015973 51.3268241, 8.0016651 51.3267909, 8.0017635 51.326771, 8.0018642 51.326773)",,,,,
31665355,Wolfskamp,residential,30,False,True,13.352,"LINESTRING (8.0003098 51.3267999, 8.0004548 51.3268787)",,,,,
24954333,Schwester-Haberilla-Straße,tertiary,50,False,True,124.77600000000001,"LINESTRING (8.0054344 51.3264455, 8.0050179 51.3263779, 8.0049721 51.3263697, 8.0045082 51.3262872, 8.0040728 51.3262061, 8.0038387 51.3261607, 8.0037087 51.3261357)",2,K 5,,,
"[25014600, 25827665, 25827664]",Freiheitsmühle,residential,30,False,False,38.082,"LINESTRING (8.0054344 51.3264455, 8.0054755 51.3263207, 8.005534 51.3261865, 8.0055382 51.3261786, 8.0055474 51.3261112)",,,yes,,
"[25827645, 285898565, 25827647]",Schwester-Haberilla-Straße,tertiary,50,False,False,68.67999999999999,"LINESTRING (8.0054344 51.3264455, 8.0059971 51.3265449, 8.0061877 51.3265787, 8.0062123 51.3265831, 8.0062288 51.326586, 8.0063856 51.3266134)","['4', '3']",K 5,yes,,
285898566,Schimmerlingshof,residential,30,False,True,83.70300000000002,"LINESTRING (8.0054344 51.3264455, 8.0053845 51.3265905, 8.0053334 51.3267456, 8.0053281 51.3267587, 8.0053211 51.3268325, 8.00533 51.3269311, 8.0053391 51.3269591, 8.0054217 51.327144, 8.0054517 51.3271786)",,,,,
25645484,Hauptstraße,living_street,,False,True,44.359,"LINESTRING (8.0045433 51.3289892, 8.0045321 51.3292074, 8.0045308 51.3292626, 8.0045301 51.3292779, 8.0045309 51.329388)",,,,4.8,
285898566,Schimmerlingshof,residential,30,False,False,83.703,"LINESTRING (8.0054517 51.3271786, 8.0054217 51.327144, 8.0053391 51.3269591, 8.00533 51.3269311, 8.0053211 51.3268325, 8.0053281 51.3267587, 8.0053334 51.3267456, 8.0053845 51.3265905, 8.0054344 51.3264455)",,,,,
"[25827664, 25827665, 25014600]",Freiheitsmühle,residential,30,False,True,38.082,"LINESTRING (8.0055474 51.3261112, 8.0055382 51.3261786, 8.005534 51.3261865, 8.0054755 51.3263207, 8.0054344 51.3264455)",,,yes,,
159062742,Mescheder Straße,secondary,50,False,True,29.8,"LINESTRING (8.0074702 51.3300917, 8.0070414 51.3300976)",2,L 686,,,
32970471,Mescheder Straße,secondary,50,False,False,100.89,"LINESTRING (8.0074702 51.3300917, 8.0083184 51.3301374, 8.0089118 51.3300788)",2,L 686,,,
285898562,Zur Hubertushalle,residential,,False,True,100.297,"LINESTRING (8.0071194 51.3299898, 8.0069223 51.3298408, 8.0067736 51.3294321, 8.0066849 51.3291479)",,,,,
"[35221420, 616516645]",Rathausplatz,residential,,True,False,36.787,"LINESTRING (8.0071194 51.3299898, 8.0071967 51.3299508, 8.0072576 51.3299446, 8.0073116 51.3299467, 8.0073729 51.3299605, 8.0074303 51.3299824, 8.0074655 51.3300368, 8.0074671 51.3300552, 8.0074702 51.3300917)",,,,,
32970471,Mescheder Straße,secondary,50,False,True,192.881,"LINESTRING (8.0116185 51.3296933, 8.0089118 51.3300788)",2,L 686,,,
25014781,Talweg,residential,,False,False,90.274,"LINESTRING (8.0116185 51.3296933, 8.0116247 51.3296502, 8.0116319 51.3295994, 8.011479 51.3293329, 8.0113851 51.3292575, 8.0112912 51.3291821, 8.0111893 51.3290195, 8.011184 51.3289508)",,,,,
32970471,Mescheder Straße,secondary,50,False,False,46.684,"LINESTRING (8.0116185 51.3296933, 8.0119758 51.3296547, 8.0122806 51.3296218)",2,L 686,,,
