osmid,name,highway,maxspeed,oneway,reversed,length,width,geometry,lanes,ref,tunnel,access
79179712,Sauerbruchstraße,residential,30,True,False,165.781,,"LINESTRING (10.9609035 49.448823, 10.9609728 49.4482688, 10.9609595 49.448219, 10.9609328 49.4481736, 10.9608883 49.4481091, 10.9607634 49.4480118, 10.9603441 49.4478244, 10.9598976 49.447723)",,,,
79179719,Virchowstraße,residential,30,False,True,73.59700000000001,,"LINESTRING (10.9609035 49.448823, 10.9605146 49.4488654, 10.9598914 49.4488821)",,,,
110536407,Burgfarrnbacher Straße,residential,,False,False,106.49000000000001,8,"LINESTRING (10.9543673 49.4477601, 10.9543705 49.4477995, 10.9544152 49.4483842, 10.9544509 49.4487162)",,,,
110536407,Burgfarrnbacher Straße,residential,,False,True,66.802,8,"LINESTRING (10.9543673 49.4477601, 10.9543133 49.4472199, 10.9543074 49.4471606)",,,,
146346093,Beethovenstraße,residential,50,False,False,96.43700000000001,6.5,"LINESTRING (10.9543673 49.4477601, 10.9550704 49.4477488, 10.9557004 49.4477298)",,,,
394315237,Beethovenstraße,residential,50,False,False,27.837,,"LINESTRING (10.9598734 49.4472069, 10.9601886 49.4470631)",,,,
79179714,Vestnerstraße,residential,30,False,True,57.415,,"LINESTRING (10.9598734 49.4472069, 10.9598866 49.4474713, 10.9598871 49.4474839, 10.9598976 49.447723)",,,,
146346093,Beethovenstraße,residential,50,False,True,100.559,6.5,"LINESTRING (10.9598734 49.4472069, 10.9592516 49.4472929, 10.9585051 49.4473675)",,,,
394315237,Beethovenstraße,residential,50,False,True,27.837,,"LINESTRING (10.9601886 49.4470631, 10.9598734 49.4472069)",,,,
239629804,Fürther Straße,secondary,,False,False,116.797,,"LINESTRING (10.9601886 49.4470631, 10.9600113 49.4469408, 10.9598433 49.4468247, 10.959645 49.4466541, 10.9595205 49.4465156, 10.9594623 49.4464509, 10.9593078 49.4461963)",2,St 2242,,
394315259,Fürther Straße,secondary,50,False,True,111.917,,"LINESTRING (10.9601886 49.4470631, 10.9603499 49.4471643, 10.960468 49.4472384, 10.9608476 49.4474766, 10.9612191 49.4477231, 10.9612901 49.4477702)",2,St 2242,,
24445203,Vestnerstraße,residential,30,False,False,133.25,,"LINESTRING (10.9602913 49.4500369, 10.9601745 49.4499059, 10.9600789 49.4497612, 10.9599548 49.4493904, 10.9599345 49.449228, 10.9598914 49.4488821)",,,,
24445201,Lohengrinstraße,residential,30,False,True,61.913,6,"LINESTRING (10.9598914 49.4488821, 10.9590351 49.4488922)",,,,
79179714,Vestnerstraße,residential,30,False,False,63.571,,"LINESTRING (10.9598914 49.4488821, 10.9598945 49.4483104)",,,,
24445203,Vestnerstraße,residential,30,False,True,133.25,,"LINESTRING (10.9598914 49.4488821, 10.9599345 49.449228, 10.9599548 49.4493904, 10.9600789 49.4497612, 10.9601745 49.4499059, 10.9602913 49.4500369)",,,,
79179719,Virchowstraße,residential,30,False,False,73.59700000000001,,"LINESTRING (10.9598914 49.4488821, 10.9605146 49.4488654, 10.9609035 49.448823)",,,,
24445201,Lohengrinstraße,residential,30,False,False,43.071,6,"LINESTRING (10.9554559 49.4489342, 10.9560516 49.4489272)",,,,
24445201,Lohengrinstraße,residential,30,False,True,71.543,6,"LINESTRING (10.9554559 49.4489342, 10.9549759 49.4489398, 10.9544664 49.4489458)",,,,
24445206,Danziger Straße,residential,30,False,False,179.25699999999995,5.5,"LINESTRING (10.9510057 49.4487368, 10.9510613 49.4487161, 10.9515658 49.4485283, 10.951871 49.4484514, 10.9520766 49.4484056, 10.9522848 49.4483711, 10.9523524 49.4483642, 10.9527312 49.448325, 10.9532596 49.4483143, 10.9533536 49.4483118)",,,,
24445210,Lichtenstädter Straße,residential,30,False,False,50.513000000000005,5.5,"LINESTRING (10.9510057 49.4487368, 10.9509784 49.4487048, 10.9509035 49.4486171, 10.9506922 49.4483673, 10.9506683 49.448339)",,,,
24445210,Lichtenstädter Straße,residential,30,False,True,63.018,5.5,"LINESTRING (10.9510057 49.4487368, 10.9510341 49.4488055, 10.951181 49.4491932, 10.9512139 49.4492871)",,,,
24445206,Danziger Straße,residential,30,False,True,179.257,5.5,"LINESTRING (10.9533536 49.4483118, 10.9532596 49.4483143, 10.9527312 49.448325, 10.9523524 49.4483642, 10.9522848 49.4483711, 10.9520766 49.4484056, 10.951871 49.4484514, 10.9515658 49.4485283, 10.9510613 49.4487161, 10.9510057 49.4487368)",,,,
79179721,Breslauer Straße,residential,30,False,False,119.512,5.5,"LINESTRING (10.9533536 49.4483118, 10.9533474 49.4482479, 10.9532552 49.4472998, 10.953248 49.4472392)",,,,
79179721,Breslauer Straße,residential,30,False,True,51.096,5.5,"LINESTRING (10.9533536 49.4483118, 10.9533626 49.4484099, 10.9533895 49.4487053, 10.9533955 49.4487705)",,,,
24445238,Breslauer Straße,residential,30,False,False,76.535,6,"LINESTRING (10.9533955 49.4487705, 10.9534727 49.4487665, 10.9543642 49.4487207, 10.9544509 49.4487162)",,,,
79179721,Breslauer Straße,residential,30,False,False,51.096000000000004,5.5,"LINESTRING (10.9533955 49.4487705, 10.9533895 49.4487053, 10.9533626 49.4484099, 10.9533536 49.4483118)",,,,
79179721,Breslauer Straße,residential,30,False,True,37.912,5.5,"LINESTRING (10.9533955 49.4487705, 10.953393 49.4488051, 10.9533803 49.4489815, 10.9533532 49.4490546, 10.9533054 49.4490994)",,,,
24445208,Sudetenstraße,residential,30,False,False,63.241,5.5,"LINESTRING (10.9513579 49.4470314, 10.9514273 49.4470747, 10.9516052 49.4471839, 10.9519773 49.4472781, 10.9521053 49.4473052)",,,,
27661839,Freyjastraße,residential,30,False,False,220.93,6,"LINESTRING (10.9513579 49.4470314, 10.9514443 49.4469843, 10.95168 49.4468612, 10.9519841 49.4467427, 10.9524539 49.4466063, 10.9525664 49.4465806, 10.953047 49.4465193, 10.9532336 49.4464959, 10.9540903 49.4464381, 10.9542012 49.4464306)",,,,
27661839,Freyjastraße,residential,30,False,True,141.11,6,"LINESTRING (10.9513579 49.4470314, 10.951295 49.4470757, 10.9500972 49.4479506, 10.9500584 49.4479783)",,,,
24445208,Sudetenstraße,residential,30,False,False,83.326,5.5,"LINESTRING (10.9521053 49.4473052, 10.9521649 49.4473069, 10.9523575 49.4473124, 10.9525999 49.4473097, 10.9531327 49.4472445, 10.953248 49.4472392)",,,,
24445208,Sudetenstraße,residential,30,False,True,63.24099999999999,5.5,"LINESTRING (10.9521053 49.4473052, 10.9519773 49.4472781, 10.9516052 49.4471839, 10.9514273 49.4470747, 10.9513579 49.4470314)",,,,
27650748,Karlsbader Straße,residential,30,False,True,155.044,6,"LINESTRING (10.9521053 49.4473052, 10.9520594 49.447347, 10.9514065 49.4478423, 10.9507316 49.4482964, 10.9506683 49.448339)",,,,
24445210,Lichtenstädter Straße,residential,30,False,False,63.018,5.5,"LINESTRING (10.9512139 49.4492871, 10.951181 49.4491932, 10.9510341 49.4488055, 10.9510057 49.4487368)",,,,
24445291,Breslauer Straße,residential,30,False,False,152.838,5.5,"LINESTRING (10.9512139 49.4492871, 10.9513269 49.4492726, 10.951765 49.4492234, 10.9518937 49.449209, 10.9523992 49.4491523, 10.9526758 49.4491427, 10.9532414 49.4491101, 10.9533054 49.4490994)",,,,
24445210,Lichtenstädter Straße,residential,30,False,False,59.745000000000005,5.5,"LINESTRING (10.9506683 49.448339, 10.9506163 49.4482993, 10.9505862 49.4482764, 10.9503825 49.4481605, 10.9501307 49.4480101, 10.9500584 49.4479783)",,,,
24445210,Lichtenstädter Straße,residential,30,False,True,50.513000000000005,5.5,"LINESTRING (10.9506683 49.448339, 10.9506922 49.4483673, 10.9509035 49.4486171, 10.9509784 49.4487048, 10.9510057 49.4487368)",,,,
27650748,Karlsbader Straße,residential,30,False,False,155.044,6,"LINESTRING (10.9506683 49.448339, 10.9507316 49.4482964, 10.9514065 49.4478423, 10.9520594 49.447347, 10.9521053 49.4473052)",,,,
24445207,Kolberger Straße,residential,30,False,False,48.751000000000005,7,"LINESTRING (10.9533054 49.4490994, 10.9533107 49.4491569, 10.9533246 49.4493096, 10.9533299 49.4493682, 10.9535897 49.4493588)",,,,
24445291,Breslauer Straße,residential,30,False,True,152.838,5.5,"LINESTRING (10.9533054 49.4490994, 10.9532414 49.4491101, 10.9526758 49.4491427, 10.9523992 49.4491523, 10.9518937 49.449209, 10.951765 49.4492234, 10.9513269 49.4492726, 10.9512139 49.4492871)",,,,
79179721,Breslauer Straße,residential,30,False,False,37.912,5.5,"LINESTRING (10.9533054 49.4490994, 10.9533532 49.4490546, 10.9533803 49.4489815, 10.953393 49.4488051, 10.9533955 49.4487705)",,,,
27661846,An der Weinleithe,residential,30,False,False,31.054,6,"LINESTRING (10.9503305 49.4502455, 10.9505137 49.4502032, 10.9506456 49.4501704, 10.9507333 49.4501485)",,,,
27661846,An der Weinleithe,residential,30,False,False,263.219,6,"LINESTRING (10.9507333 49.4501485, 10.9512176 49.4500665, 10.9514691 49.4500396, 10.9516 49.4500256, 10.9518006 49.4500176, 10.9519677 49.4500384, 10.9520011 49.4500396, 10.9523399 49.4500518, 10.9525268 49.4500596, 10.9527399 49.4500704, 10.9528604 49.4500752, 10.9528993 49.4500767, 10.9531916 49.4500834, 10.9534887 49.4500903, 10.9535378 49.4500914, 10.9539478 49.4501009, 10.954347 49.4501101)",,,,
27661846,An der Weinleithe,residential,30,False,True,31.054000000000002,6,"LINESTRING (10.9507333 49.4501485, 10.9506456 49.4501704, 10.9505137 49.4502032, 10.9503305 49.4502455)",,,,
24445208,Sudetenstraße,residential,30,False,True,77.08800000000001,5.5,"LINESTRING (10.9543074 49.4471606, 10.9542011 49.447168, 10.9533289 49.4472315, 10.953248 49.4472392)",,,,
110536407,Burgfarrnbacher Straße,residential,,False,False,66.802,8,"LINESTRING (10.9543074 49.4471606, 10.9543133 49.4472199, 10.9543673 49.4477601)",,,,
110536407,Burgfarrnbacher Straße,residential,,False,True,20.831,8,"LINESTRING (10.9543074 49.4471606, 10.9543003 49.4471002, 10.9542856 49.4469738)",,,,
27661846,An der Weinleithe,residential,30,False,True,263.219,6,"LINESTRING (10.954347 49.4501101, 10.9539478 49.4501009, 10.9535378 49.4500914, 10.9534887 49.4500903, 10.9531916 49.4500834, 10.9528993 49.4500767, 10.9528604 49.4500752, 10.9527399 49.4500704, 10.9525268 49.4500596, 10.9523399 49.4500518, 10.9520011 49.4500396, 10.9519677 49.4500384, 10.9518006 49.4500176, 10.9516 49.4500256, 10.9514691 49.4500396, 10.9512176 49.4500665, 10.9507333 49.4501485)",,,,
394315245,Burgfarrnbacher Straße,residential,,False,True,129.81300000000002,,"LINESTRING (10.954347 49.4501101, 10.9543553 49.4500536, 10.9544356 49.4495088, 10.9544415 49.4493469, 10.9544472 49.4492546, 10.9544587 49.4490701, 10.9544647 49.4489731, 10.9544664 49.4489458)",2,,,
24445201,Lohengrinstraße,residential,30,False,False,51.297,6,"LINESTRING (10.9578747 49.4489082, 10.9585841 49.4488975)",,,,
24445201,Lohengrinstraße,residential,30,False,True,30.206,6,"LINESTRING (10.9578747 49.4489082, 10.9574569 49.4489117)",,,,
24445201,Lohengrinstraße,residential,30,False,False,15.617,6,"LINESTRING (10.9588191 49.4488947, 10.9590351 49.4488922)",,,,
24445201,Lohengrinstraße,residential,30,False,True,16.991,6,"LINESTRING (10.9588191 49.4488947, 10.9585841 49.4488975)",,,,
24445201,Lohengrinstraße,residential,30,False,False,52.557,6,"LINESTRING (10.9566807 49.4489198, 10.9574076 49.4489113)",,,,
24445201,Lohengrinstraße,residential,30,False,True,45.486,6,"LINESTRING (10.9566807 49.4489198, 10.9560516 49.4489272)",,,,
24445201,Lohengrinstraße,residential,30,False,False,3.564,6,"LINESTRING (10.9574076 49.4489113, 10.9574569 49.4489117)",,,,
24445201,Lohengrinstraße,residential,30,False,True,52.557,6,"LINESTRING (10.9574076 49.4489113, 10.9566807 49.4489198)",,,,
24445219,Wodanstraße,residential,30,False,False,157.85,,"LINESTRING (10.9574076 49.4489113, 10.9572983 49.4474935)",,,,
24445219,Wodanstraße,residential,30,False,True,157.85,,"LINESTRING (10.9572983 49.4474935, 10.9574076 49.4489113)",,,,
24445219,Wodanstraße,residential,30,False,False,136.079,,"LINESTRING (10.9572983 49.4474935, 10.9571385 49.4468687, 10.9571281 49.4467627, 10.9571152 49.4466317, 10.9570805 49.4462795)",,,,
146346093,Beethovenstraße,residential,50,False,False,88.43299999999999,6.5,"LINESTRING (10.9572983 49.4474935, 10.9576826 49.4474382, 10.9583345 49.4473822, 10.9585051 49.4473675)",,,,
146346093,Beethovenstraße,residential,50,False,True,102.295,6.5,"LINESTRING (10.9572983 49.4474935, 10.9568271 49.4476336, 10.9564547 49.447699, 10.9559449 49.4477229)",,,,
27661839,Freyjastraße,residential,30,False,True,106.377,6,"LINESTRING (10.9570805 49.4462795, 10.9556141 49.4463586)",,,,
24445219,Wodanstraße,residential,30,False,False,134.515,,"LINESTRING (10.9570805 49.4462795, 10.9570589 49.4459609, 10.9569677 49.4456916, 10.9569544 49.4456524, 10.9567906 49.4453898, 10.9566222 49.4451196)",,,,
24445219,Wodanstraße,residential,30,False,True,136.079,,"LINESTRING (10.9570805 49.4462795, 10.9571152 49.4466317, 10.9571281 49.4467627, 10.9571385 49.4468687, 10.9572983 49.4474935)",,,,
24445219,Wodanstraße,residential,30,False,True,134.515,,"LINESTRING (10.9566222 49.4451196, 10.9567906 49.4453898, 10.9569544 49.4456524, 10.9569677 49.4456916, 10.9570589 49.4459609, 10.9570805 49.4462795)",,,,
27661852,Nibelungenstraße,residential,30,False,False,68.117,,"LINESTRING (10.9566222 49.4451196, 10.9573519 49.4449178, 10.9574939 49.444888)",,,,
27661852,Nibelungenstraße,residential,30,False,True,78.25999999999999,,"LINESTRING (10.9566222 49.4451196, 10.9563662 49.4451883, 10.9556765 49.4453732, 10.9556215 49.445388)",,,,
24445201,Lohengrinstraße,residential,30,False,False,45.486,6,"LINESTRING (10.9560516 49.4489272, 10.9566807 49.4489198)",,,,
24445201,Lohengrinstraße,residential,30,False,True,43.071,6,"LINESTRING (10.9560516 49.4489272, 10.9554559 49.4489342)",,,,
24445220,Tannhäuserstraße,residential,30,False,False,134.13400000000001,6,"LINESTRING (10.9560516 49.4489272, 10.9560222 49.4485958, 10.9560197 49.4485679, 10.9559718 49.4480269, 10.9559449 49.4477229)",,,,
146346093,Beethovenstraße,residential,50,False,True,17.692,6.5,"LINESTRING (10.9559449 49.4477229, 10.9557004 49.4477298)",,,,
24445220,Tannhäuserstraße,residential,30,False,True,134.13400000000001,6,"LINESTRING (10.9559449 49.4477229, 10.9559718 49.4480269, 10.9560197 49.4485679, 10.9560222 49.4485958, 10.9560516 49.4489272)",,,,
146346093,Beethovenstraße,residential,50,False,False,102.295,6.5,"LINESTRING (10.9559449 49.4477229, 10.9564547 49.447699, 10.9568271 49.4476336, 10.9572983 49.4474935)",,,,
24445201,Lohengrinstraße,residential,30,False,False,16.991,6,"LINESTRING (10.9585841 49.4488975, 10.9588191 49.4488947)",,,,
24445201,Lohengrinstraße,residential,30,False,True,51.297,6,"LINESTRING (10.9585841 49.4488975, 10.9578747 49.4489082)",,,,
24445222,Siegfriedstraße,residential,30,False,False,170.224,,"LINESTRING (10.9585841 49.4488975, 10.9585051 49.4473675)",,,,
24445222,Siegfriedstraße,residential,30,False,True,170.224,,"LINESTRING (10.9585051 49.4473675, 10.9585841 49.4488975)",,,,
146346093,Beethovenstraße,residential,50,False,False,100.559,6.5,"LINESTRING (10.9585051 49.4473675, 10.9592516 49.4472929, 10.9598734 49.4472069)",,,,
146346093,Beethovenstraße,residential,50,False,True,88.43299999999999,6.5,"LINESTRING (10.9585051 49.4473675, 10.9583345 49.4473822, 10.9576826 49.4474382, 10.9572983 49.4474935)",,,,
24445224,Parsifalstraße,residential,30,False,False,77.331,,"LINESTRING (10.9556483 49.4470537, 10.9556141 49.4463586)",,,,
24445223,Parsifalstraße,residential,30,False,True,102.767,,"LINESTRING (10.9556483 49.4470537, 10.9554987 49.4470581, 10.9552563 49.4470653, 10.9550827 49.4470674, 10.9550126 49.4470873, 10.9549168 49.4471146, 10.9547969 49.4471133, 10.954358 49.4469936, 10.9542856 49.4469738)",,,,
24445224,Parsifalstraße,residential,30,False,True,75.273,,"LINESTRING (10.9556483 49.4470537, 10.9556696 49.4473305, 10.9557004 49.4477298)",,,,
27661849,Parsifalstraße,residential,,False,True,78.274,,"LINESTRING (10.9556483 49.4470537, 10.9563441 49.4470397, 10.9567296 49.4470586)",,,,
146346093,Beethovenstraße,residential,50,False,False,17.692,6.5,"LINESTRING (10.9557004 49.4477298, 10.9559449 49.4477229)",,,,
24445224,Parsifalstraße,residential,30,False,False,75.273,,"LINESTRING (10.9557004 49.4477298, 10.9556696 49.4473305, 10.9556483 49.4470537)",,,,
146346093,Beethovenstraße,residential,50,False,True,96.43700000000001,6.5,"LINESTRING (10.9557004 49.4477298, 10.9550704 49.4477488, 10.9543673 49.4477601)",,,,
24445224,Parsifalstraße,residential,30,False,True,77.331,,"LINESTRING (10.9556141 49.4463586, 10.9556483 49.4470537)",,,,
