osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,junction,maxspeed
26423647,Pastorstraße,residential,False,False,34.56,,,"LINESTRING (7.315516 50.2978266, 7.3150916 50.2976746)",,
160734836,St. Georgenstraße,secondary,False,False,96.983,2,L 113,"LINESTRING (7.315516 50.2978266, 7.3152615 50.2983071, 7.3149763 50.2986233)",,
160734836,St. Georgenstraße,secondary,False,True,70.57900000000001,2,L 113,"LINESTRING (7.315516 50.2978266, 7.3156443 50.2976178, 7.3159243 50.2972484)",,
39173394,Stocksgasse,residential,False,False,22.973,,,"LINESTRING (7.3146374 50.2990002, 7.3146556 50.2990403, 7.3146347 50.2992046)",,
160734836,St. Georgenstraße,secondary,False,False,51.077999999999996,2,L 113,"LINESTRING (7.3146374 50.2990002, 7.3145338 50.299025, 7.3140541 50.2990232, 7.3139323 50.2990499)",,
160734836,St. Georgenstraße,secondary,False,True,48.386,2,L 113,"LINESTRING (7.3146374 50.2990002, 7.3147098 50.2989358, 7.3149763 50.2986233)",,
27921031,Marktstraße,secondary,True,False,13.058000000000002,1,L 52,"LINESTRING (7.3139156 50.2997967, 7.3139068 50.2997706, 7.3139102 50.2997494, 7.3139271 50.2997249, 7.3139431 50.2997126, 7.3139776 50.2996976)",roundabout,
101714982,Klöppelstraße,secondary,False,True,141.05,2,L 113,"LINESTRING (7.3139156 50.2997967, 7.3132938 50.2999365, 7.3127423 50.3000015, 7.3123693 50.300008, 7.3119778 50.2999884)",,
29175446,Laßportstraße,secondary,False,False,18.98,2,L 52,"LINESTRING (7.3116371 50.2965266, 7.3114262 50.2964218)",,
29175446,Laßportstraße,secondary,False,True,51.437,2,L 52,"LINESTRING (7.3116371 50.2965266, 7.3121541 50.2968505)",,
39173321,Laßportstraße,residential,False,False,20.872,,,"LINESTRING (7.3116371 50.2965266, 7.3114488 50.2966707)",,
39173320,Grabenstraße,residential,False,True,333.217,,,"LINESTRING (7.3116371 50.2965266, 7.3119606 50.2963839, 7.3122239 50.2963561, 7.3131509 50.296429, 7.3136635 50.2965714, 7.3141166 50.2965904, 7.3143855 50.2966599, 7.3149524 50.2968909, 7.3159243 50.2972484)",,
26423647,Pastorstraße,residential,False,True,134.409,,,"LINESTRING (7.3121541 50.2968505, 7.3138861 50.2973373)",,
29175446,Laßportstraße,secondary,False,False,51.437,2,L 52,"LINESTRING (7.3121541 50.2968505, 7.3116371 50.2965266)",,
29175446,Laßportstraße,secondary,False,True,66.931,2,L 52,"LINESTRING (7.3121541 50.2968505, 7.3122422 50.2969632, 7.3123464 50.29733, 7.3123753 50.2974315)",,
29175446,Laßportstraße,secondary,False,False,14.499,2,L 52,"LINESTRING (7.3124676 50.2975478, 7.3123753 50.2974315)",,
28638058,Burggasse,residential,False,False,125.28400000000002,,,"LINESTRING (7.3124676 50.2975478, 7.3131237 50.2976308, 7.313533 50.2976637, 7.3136745 50.2976494, 7.313763 50.2975787, 7.3138861 50.2973373)",,
29175446,Laßportstraße,secondary,False,True,131.183,2,L 52,"LINESTRING (7.3124676 50.2975478, 7.3125422 50.2977616, 7.312634 50.2979347, 7.3128272 50.2981526, 7.3129503 50.2983068, 7.3130641 50.2986537)",,
26386549,Dechant-Riegel-Straße,residential,False,True,21.907,,,"LINESTRING (7.3149718 50.3021225, 7.3152561 50.3021989)",,
101714974,Dechant-Riegel-Straße,residential,False,True,75.251,,,"LINESTRING (7.3149718 50.3021225, 7.3140104 50.3018381)",,
101714974,Dechant-Riegel-Straße,residential,False,False,78.742,,,"LINESTRING (7.3117296 50.3012672, 7.312761 50.3015269)",,
26386573,Gartenstraße,residential,False,False,63.045,,,"LINESTRING (7.3117296 50.3012672, 7.3118599 50.3007996, 7.3118852 50.300709)",,
101714974,Dechant-Riegel-Straße,residential,False,True,65.877,,,"LINESTRING (7.3117296 50.3012672, 7.3113675 50.3012799, 7.3108035 50.3012998)",,
26386653,Mertlocher Straße,residential,False,False,206.87,,,"LINESTRING (7.3085811 50.2955066, 7.3076111 50.2972608)",,
1154460015,Laßportstraße,secondary,True,False,8.022,2,L 52,"LINESTRING (7.3085811 50.2955066, 7.3085338 50.2954869, 7.3084986 50.2954587)",roundabout,
26386653,Mertlocher Straße,residential,False,True,141.77800000000002,,,"LINESTRING (7.3084446 50.3007866, 7.308536 50.3004229, 7.3086909 50.3001911, 7.308769 50.3000456, 7.3087619 50.2999225, 7.3087401 50.2995451)",,
28007278,Viedelstraße,residential,False,False,31.645,,,"LINESTRING (7.3084446 50.3007866, 7.3082467 50.3008163, 7.308021 50.3008725)",,
28007278,Viedelstraße,residential,False,True,181.544,,,"LINESTRING (7.3084446 50.3007866, 7.3085736 50.3007861, 7.3087597 50.3007993, 7.3090891 50.3008374, 7.3091933 50.3008423, 7.3095347 50.300836, 7.3098496 50.3008066, 7.3109589 50.3006368)",,
29175381,Jahnstraße,residential,False,False,75.168,,,"LINESTRING (7.3086625 50.2973375, 7.3076111 50.2972608)",,
29175381,Jahnstraße,residential,False,True,66.667,,,"LINESTRING (7.3086625 50.2973375, 7.3095919 50.297421)",,
32213238,Maifeldstraße,residential,False,False,183.368,,,"LINESTRING (7.3086625 50.2973375, 7.3096681 50.2958187)",,
26386653,Mertlocher Straße,residential,False,True,206.87,,,"LINESTRING (7.3076111 50.2972608, 7.3085811 50.2955066)",,
28751351,Jahnstraße,residential,False,False,64.331,,,"LINESTRING (7.3076111 50.2972608, 7.3067119 50.2971918)",,
29175381,Jahnstraße,residential,False,True,75.168,,,"LINESTRING (7.3076111 50.2972608, 7.3086625 50.2973375)",,
26386653,Mertlocher Straße,residential,False,False,74.463,,,"LINESTRING (7.3076111 50.2972608, 7.3077783 50.2975962, 7.3079493 50.2978945)",,
26386653,Mertlocher Straße,residential,False,True,124.091,,,"LINESTRING (7.3087401 50.2995451, 7.3082097 50.2984818)",,
26395423,St. Florianstraße,residential,False,False,163.894,,,"LINESTRING (7.3087401 50.2995451, 7.3064502 50.2993637)",,
29175329,Eintrachtstraße,residential,False,False,121.327,,,"LINESTRING (7.3087401 50.2995451, 7.3104107 50.2993176)",,
26386653,Mertlocher Straße,residential,False,False,141.77800000000002,,,"LINESTRING (7.3087401 50.2995451, 7.3087619 50.2999225, 7.308769 50.3000456, 7.3086909 50.3001911, 7.308536 50.3004229, 7.3084446 50.3007866)",,
26423647,Pastorstraße,residential,False,False,93.482,,,"LINESTRING (7.3150916 50.2976746, 7.3138861 50.2973373)",,
26423647,Pastorstraße,residential,False,True,34.56,,,"LINESTRING (7.3150916 50.2976746, 7.315516 50.2978266)",,
28638042,Ostergasse,residential,False,False,174.783,,,"LINESTRING (7.3150916 50.2976746, 7.3146939 50.2979582, 7.3143559 50.2981723, 7.3141816 50.2983574, 7.3140335 50.2985809, 7.3138687 50.2989961)",,
324233552,Vormaystraße,secondary,False,True,24.04,2,L 52,"LINESTRING (7.3165674 50.3009285, 7.3168059 50.3010819)",,
324233552,Vormaystraße,secondary,False,False,53.145,2,L 52,"LINESTRING (7.3165674 50.3009285, 7.3160713 50.3006715, 7.3159803 50.3006326)",,
327592369,Geisnacherweg,residential,False,True,189.369,,,"LINESTRING (7.3165674 50.3009285, 7.3166861 50.3008704, 7.3176599 50.3009225, 7.3182708 50.300978, 7.3186711 50.3010698, 7.3191389 50.3011771)",,
26395442,Bachstraße,residential,False,False,31.361,,,"LINESTRING (7.308021 50.3008725, 7.3079688 50.3008353, 7.307617 50.3007773)",,
28007278,Viedelstraße,residential,False,True,31.645,,,"LINESTRING (7.308021 50.3008725, 7.3082467 50.3008163, 7.3084446 50.3007866)",,
28751203,Langgasse,residential,False,False,155.501,,,"LINESTRING (7.308021 50.3008725, 7.3076785 50.3011089, 7.3074315 50.3012991, 7.3071192 50.3014278, 7.3066767 50.301528, 7.3062314 50.3015939)",,
26386549,Dechant-Riegel-Straße,residential,False,False,141.066,,,"LINESTRING (7.3170912 50.3026842, 7.3152561 50.3021989)",,
26386549,Dechant-Riegel-Straße,residential,False,True,102.763,,,"LINESTRING (7.3170912 50.3026842, 7.3178453 50.3028794, 7.318239 50.3029811, 7.3184444 50.3029581)",,
27920864,Aspelerstraße,residential,False,False,109.039,,,"LINESTRING (7.3170912 50.3026842, 7.3173267 50.3018019, 7.3174255 50.3017441)",,
101714974,Dechant-Riegel-Straße,residential,False,False,75.251,,,"LINESTRING (7.3140104 50.3018381, 7.3149718 50.3021225)",,
101714974,Dechant-Riegel-Straße,residential,False,True,56.734,,,"LINESTRING (7.3140104 50.3018381, 7.3132733 50.3016415)",,
28637969,Herderstraße,residential,False,False,80.35,,,"LINESTRING (7.3133554 50.3012745, 7.3134053 50.3005526)",,
28637969,Herderstraße,residential,False,True,41.223,,,"LINESTRING (7.3133554 50.3012745, 7.3132733 50.3016415)",,
27646089,Kleiststraße,residential,False,True,152.82,,,"LINESTRING (7.3133554 50.3012745, 7.3150775 50.301338, 7.3155038 50.3013271)",,
28637969,Herderstraße,residential,False,False,41.223,,,"LINESTRING (7.3132733 50.3016415, 7.3133554 50.3012745)",,
101714974,Dechant-Riegel-Straße,residential,False,False,56.734,,,"LINESTRING (7.3132733 50.3016415, 7.3140104 50.3018381)",,
101714974,Dechant-Riegel-Straße,residential,False,True,38.553,,,"LINESTRING (7.3132733 50.3016415, 7.312761 50.3015269)",,
324233552,Vormaystraße,secondary,False,False,24.04,2,L 52,"LINESTRING (7.3168059 50.3010819, 7.3165674 50.3009285)",,
27646089,Kleiststraße,residential,False,False,98.611,,,"LINESTRING (7.3168059 50.3010819, 7.3164581 50.3012301, 7.3161749 50.3012849, 7.3155453 50.3013233, 7.3155038 50.3013271)",,
324233552,Vormaystraße,secondary,False,True,85.91,2,L 52,"LINESTRING (7.3168059 50.3010819, 7.3172077 50.3014712, 7.3174255 50.3017441)",,
27920618,Mörikestraße,residential,False,False,193.845,,,"LINESTRING (7.3122484 50.303238, 7.3123208 50.3030915, 7.312761 50.3015269)",,
101714974,Dechant-Riegel-Straße,residential,False,False,38.553,,,"LINESTRING (7.312761 50.3015269, 7.3132733 50.3016415)",,
101714974,Dechant-Riegel-Straße,residential,False,True,78.742,,,"LINESTRING (7.312761 50.3015269, 7.3117296 50.3012672)",,
27920618,Mörikestraße,residential,False,True,193.845,,,"LINESTRING (7.312761 50.3015269, 7.3123208 50.3030915, 7.3122484 50.303238)",,
936345725,Vormaystraße,secondary,False,True,18.569,2,L 52,"LINESTRING (7.3141092 50.2998238, 7.3143427 50.2998989)",,
27921031,Marktstraße,secondary,True,False,16.429000000000002,1,L 52,"LINESTRING (7.3141092 50.2998238, 7.3140742 50.2998384, 7.3140335 50.2998444, 7.3139882 50.2998404, 7.3139517 50.2998276, 7.3139156 50.2997967)",roundabout,
936345725,Vormaystraße,secondary,False,False,18.569,2,L 52,"LINESTRING (7.3143427 50.2998989, 7.3141092 50.2998238)",,
936345725,Vormaystraße,secondary,False,True,142.189,2,L 52,"LINESTRING (7.3143427 50.2998989, 7.3148989 50.3001187, 7.3159803 50.3006326)",,
28007275,Raiffeisenring,residential,False,False,82.712,,,"LINESTRING (7.3096681 50.2958187, 7.3101768 50.2951496)",,
29175446,Laßportstraße,secondary,False,False,48.481,2,L 52,"LINESTRING (7.3096681 50.2958187, 7.3090492 50.2956349)",,
29175446,Laßportstraße,secondary,False,True,61.215,2,L 52,"LINESTRING (7.3096681 50.2958187, 7.3104342 50.2960708)",,
32213238,Maifeldstraße,residential,False,True,183.368,,,"LINESTRING (7.3096681 50.2958187, 7.3086625 50.2973375)",,
28750678,Buchenweg,residential,False,True,179.164,,,"LINESTRING (7.3174721 50.2958473, 7.31673 50.295591, 7.3160573 50.2953587, 7.3152534 50.295081)",,
160734836,St. Georgenstraße,secondary,False,False,176.799,2,L 113,"LINESTRING (7.3174721 50.2958473, 7.3162543 50.2969492, 7.3160366 50.2971462)",,
160734836,St. Georgenstraße,secondary,False,True,89.666,2,L 113,"LINESTRING (7.3174721 50.2958473, 7.317768 50.2956127, 7.3182641 50.2952194)",,
173827855,Im Kleegarten,residential,False,False,102.005,,,"LINESTRING (7.3172629 50.2945624, 7.3178966 50.2949841, 7.3180733 50.2951087, 7.3182641 50.2952194)",,20
33283842,Veilchenstraße,residential,False,False,50.457,,,"LINESTRING (7.3182641 50.2952194, 7.3188148 50.295506)",,20
160734836,St. Georgenstraße,secondary,False,False,89.666,2,L 113,"LINESTRING (7.3182641 50.2952194, 7.317768 50.2956127, 7.3174721 50.2958473)",,
173827855,Im Kleegarten,residential,False,True,102.00500000000001,,,"LINESTRING (7.3182641 50.2952194, 7.3180733 50.2951087, 7.3178966 50.2949841, 7.3172629 50.2945624)",,20
28247634,Lindenweg,residential,False,False,66.427,,,"LINESTRING (7.310203 50.294619, 7.3092895 50.2944913)",,
"[344695600, 28750694]",Raiffeisenring,residential,False,True,59.03,,,"LINESTRING (7.310203 50.294619, 7.3101972 50.2947355, 7.3101768 50.2951496)",,
28007275,Raiffeisenring,residential,False,True,82.712,,,"LINESTRING (7.3101768 50.2951496, 7.3096681 50.2958187)",,
28247664,Raiffeisenring,residential,False,False,69.676,,,"LINESTRING (7.3101768 50.2951496, 7.3110841 50.2953877)",,
"[344695600, 28750694]",Raiffeisenring,residential,False,False,59.03,,,"LINESTRING (7.3101768 50.2951496, 7.3101972 50.2947355, 7.310203 50.294619)",,
