osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,width,bridge
"[293279969, 34628051]","['2', '3']",Friedrich-Naumann-Straße,residential,False,False,147.56699999999998,"LINESTRING (12.3006072 51.0441158, 12.300417 51.0440814, 12.3003499 51.0440693, 12.2996545 51.0439455, 12.2990474 51.04384, 12.298696 51.0437778, 12.2985752 51.0437566)",,,,
"[293279966, 225171047]","['2', '3']",Altenburger Straße,primary,False,False,88.722,"LINESTRING (12.3006072 51.0441158, 12.300671 51.0440526, 12.3007866 51.0439379, 12.3009766 51.0437583, 12.301068 51.0436848, 12.3011902 51.0435931, 12.3013565 51.0434738)",B 180;L 1361,50,,
1055098662,2,Altenburger Straße,primary,False,True,123.956,"LINESTRING (12.3006072 51.0441158, 12.3004618 51.0442777, 12.3004399 51.0443021, 12.30023 51.0445161, 12.300005 51.0447689, 12.2997728 51.0450298, 12.2997256 51.0450828)",B 180;L 1361,50,,
225171046,2,Altenburger Straße,primary,False,False,24.958,"LINESTRING (12.2978728 51.0467513, 12.2981498 51.0466097)",B 180;L 1361,50,,
"[34428949, 293279975]","['2', '3']",Seckendorffpark,residential,False,False,110.01700000000001,"LINESTRING (12.2978728 51.0467513, 12.2977261 51.0466272, 12.2975106 51.0465287, 12.2973619 51.0464954, 12.2970798 51.0464733, 12.2967433 51.0464538, 12.2966214 51.0464258, 12.2965001 51.0463687)",,,,
"[293279984, 293279985, 1250597714]","['2', '3']",Zeitzer Straße,primary,False,True,246.12,"LINESTRING (12.2978728 51.0467513, 12.2977213 51.046814, 12.2977058 51.0468204, 12.2976695 51.0468331, 12.2973251 51.0469541, 12.2969291 51.0470648, 12.2968101 51.047095, 12.2964856 51.0471652, 12.2960547 51.0472216, 12.2955945 51.047263, 12.295096 51.047287, 12.2945213 51.0472959)",B 180,50,,
"[403164838, 293295479]",3,Luckaer Straße,secondary,False,True,22.753,"LINESTRING (12.2978728 51.0467513, 12.2979345 51.0468035, 12.298067 51.0469155)",L 1361,,,
50585824,,Schnauderhainicher Weg,residential,False,False,110.687,"LINESTRING (12.3046076 51.0470621, 12.3043969 51.046946, 12.3042836 51.0468802, 12.3040777 51.0467635, 12.3038524 51.046642, 12.3036599 51.046532, 12.3035137 51.0464417, 12.3034406 51.0463902)",,30,4.4,
1250597590,2,Luckaer Straße,secondary,False,False,92.063,"LINESTRING (12.3020317 51.0507669, 12.3014543 51.0504164, 12.3010998 51.0501821)",L 1361,,,
"[403164836, 1250597703]",,Grenzstraße,residential,False,True,139.502,"LINESTRING (12.3020317 51.0507669, 12.3019503 51.0508164, 12.301755 51.0509241, 12.3015485 51.0509986, 12.3013206 51.0510469, 12.3010865 51.0510647, 12.300821 51.0510469, 12.3005573 51.050985, 12.3002474 51.0508701)",,,,
34428938,,,unclassified,False,True,11.159,"LINESTRING (12.2965001 51.0463687, 12.2965597 51.0462756)",,,,
"[34428949, 293279975]","['2', '3']",Seckendorffpark,residential,False,True,110.017,"LINESTRING (12.2965001 51.0463687, 12.2966214 51.0464258, 12.2967433 51.0464538, 12.2970798 51.0464733, 12.2973619 51.0464954, 12.2975106 51.0465287, 12.2977261 51.0466272, 12.2978728 51.0467513)",,,,
34428938,,,unclassified,False,False,11.159,"LINESTRING (12.2965597 51.0462756, 12.2965001 51.0463687)",,,,
"[1066050418, 206222725]",,"['Neugasse', 'Markt']","['residential', 'living_street']",False,False,77.23299999999999,"LINESTRING (12.2981007 51.0436962, 12.2983497 51.0430595, 12.2983637 51.0430216)",,,4.5,
293260392,,An der Mühle,residential,True,False,33.846000000000004,"LINESTRING (12.2981007 51.0436962, 12.2981326 51.0437003, 12.2985752 51.0437566)",,,,
"[34558043, 34558068]",,"['Markt', 'Friedrich-Naumann-Straße']",living_street,False,"[False, True]",76.138,"LINESTRING (12.2985752 51.0437566, 12.2988508 51.0431397, 12.2988692 51.0430973)",,,,
"[293279969, 34628051]","['2', '3']",Friedrich-Naumann-Straße,residential,False,True,147.567,"LINESTRING (12.2985752 51.0437566, 12.298696 51.0437778, 12.2990474 51.04384, 12.2996545 51.0439455, 12.3003499 51.0440693, 12.300417 51.0440814, 12.3006072 51.0441158)",,,,
