osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,width,lanes,junction
206079419,Bayreuther Straße,secondary,50,False,True,94.756,"LINESTRING (11.6851331 50.0080904, 11.6856024 50.0087169, 11.6857096 50.0088578)",St 2163,,,,
71288273,Weizbühl,residential,30,False,False,73.181,"LINESTRING (11.684401 50.0082452, 11.683971 50.0076479)",,,,,
23908067,Weizbühl,residential,30,False,False,73.926,"LINESTRING (11.684401 50.0082452, 11.6842772 50.008279, 11.6841012 50.0082998, 11.683906 50.008309, 11.683796 50.0083104, 11.6837449 50.0083111, 11.6836486 50.0083123, 11.6836176 50.0083197, 11.6835757 50.0083297, 11.6835085 50.0083668, 11.6834437 50.008417)",,,,,
23908067,Weizbühl,residential,30,False,True,55.081,"LINESTRING (11.684401 50.0082452, 11.6847009 50.0081784, 11.6851331 50.0080904)",,,,,
23908067,Weizbühl,residential,30,False,False,70.89,"LINESTRING (11.6834437 50.008417, 11.6830101 50.0078436)",,,,,
23908067,Weizbühl,residential,30,False,True,73.92599999999999,"LINESTRING (11.6834437 50.008417, 11.6835085 50.0083668, 11.6835757 50.0083297, 11.6836176 50.0083197, 11.6836486 50.0083123, 11.6837449 50.0083111, 11.683796 50.0083104, 11.683906 50.008309, 11.6841012 50.0082998, 11.6842772 50.008279, 11.684401 50.0082452)",,,,,
71288243,Weizbühl,residential,30,False,True,173.082,"LINESTRING (11.6834437 50.008417, 11.6837091 50.0086618, 11.6839742 50.0089778, 11.684179 50.0092102, 11.6844058 50.0095477, 11.6845351 50.0097988)",,,,,
23908067,Weizbühl,residential,30,False,True,70.89,"LINESTRING (11.6830101 50.0078436, 11.6834437 50.008417)",,,,,
206079419,Bayreuther Straße,secondary,50,False,False,48.658,"LINESTRING (11.6872193 50.0112482, 11.6869947 50.0108351)",St 2163,,,,
206079419,Bayreuther Straße,secondary,50,False,True,19.09,"LINESTRING (11.6872193 50.0112482, 11.6872947 50.0114129)",St 2163,,,,
23908069,Peuntgasse,residential,30,True,False,61.178,"LINESTRING (11.6872193 50.0112482, 11.6869272 50.0113069, 11.6864006 50.0114091)",,,,,
23908074,Schloßweg,residential,,False,False,91.82,"LINESTRING (11.6860892 50.0102715, 11.6857749 50.0104303, 11.6856288 50.0105116, 11.685915 50.0109164)",,,,,
206079419,Bayreuther Straße,secondary,50,False,False,71.53399999999999,"LINESTRING (11.6860892 50.0102715, 11.6858947 50.0100926, 11.6857962 50.0099478, 11.6857198 50.0096853)",St 2163,,,,
206079419,Bayreuther Straße,secondary,50,False,True,55.744,"LINESTRING (11.6860892 50.0102715, 11.6861615 50.0103246, 11.6864648 50.0105145, 11.6866613 50.0106105)",St 2163,,,,
71377453,Dahlienweg,residential,30,False,False,36.228,"LINESTRING (11.6913595 50.0095978, 11.6918639 50.0095651)",,,,,
350276248,Sickenreuther Straße,unclassified,30,False,False,202.623,"LINESTRING (11.6913595 50.0095978, 11.6914445 50.0093143, 11.6914952 50.0092133, 11.6915403 50.0091531, 11.6916584 50.0090428, 11.6916995 50.0090044, 11.6919665 50.0087549, 11.6924028 50.0082203, 11.6925427 50.0079619)",,,3,,
"[350276250, 24226516, 24226517, 128108695]","['Sickenreuther Straße', 'Marktplatz']",unclassified,30,False,True,298.88599999999997,"LINESTRING (11.6913595 50.0095978, 11.6911698 50.0098838, 11.6911521 50.0099104, 11.6910437 50.010064, 11.6908961 50.010168, 11.690444 50.0104962, 11.6904259 50.0105093, 11.6901601 50.0107025, 11.6894607 50.011115, 11.6894185 50.0111302, 11.6892905 50.0111764, 11.6890555 50.0112612, 11.688882 50.0113038, 11.688448 50.0114056)",,,3,,
71292918,Schulstraße,residential,,False,False,5.774,"LINESTRING (11.6830875 50.012846, 11.6830819 50.0127942)",,,,,
"[26425740, 41593958]",Bachgasse,residential,30,False,"[False, True]",297.575,"LINESTRING (11.6830875 50.012846, 11.6837356 50.0129202, 11.6838317 50.0129246, 11.6839346 50.0129293, 11.6840443 50.012933, 11.684226 50.0129282, 11.6843588 50.0129073, 11.6846396 50.0128505, 11.6852107 50.0126135, 11.685606 50.012475, 11.6858453 50.0123912, 11.6868477 50.0119896)",,,,,
350276248,Sickenreuther Straße,unclassified,30,False,True,202.623,"LINESTRING (11.6925427 50.0079619, 11.6924028 50.0082203, 11.6919665 50.0087549, 11.6916995 50.0090044, 11.6916584 50.0090428, 11.6915403 50.0091531, 11.6914952 50.0092133, 11.6914445 50.0093143, 11.6913595 50.0095978)",,,3,,
33647639,Schlesienstraße,residential,30,False,False,25.852,"LINESTRING (11.6801156 50.0090825, 11.680408 50.0089456)",,,,,
"[206079419, 140824645, 325934046]",Bayreuther Straße,secondary,50,False,True,324.086,"LINESTRING (11.6835409 50.0053682, 11.6839526 50.0058813, 11.6840473 50.0059993, 11.6841015 50.0061044, 11.6842468 50.006386, 11.6843426 50.0065717, 11.684374 50.0066326, 11.684455 50.006787, 11.6845594 50.0069922, 11.6846624 50.0071918, 11.6847259 50.0073157, 11.6848451 50.0075484, 11.6849109 50.0076767, 11.6851331 50.0080904)",St 2163,,,2,
128108694,Schlesienstraße,residential,30,False,True,69.015,"LINESTRING (11.6817315 50.0083875, 11.6814088 50.0084233, 11.6812015 50.0084611, 11.6810423 50.0085144, 11.6808377 50.008599)",,,,,
350100422,Siedlungsstraße,residential,30,False,False,269.26300000000003,"LINESTRING (11.6817315 50.0083875, 11.682098 50.0088333, 11.6823664 50.0090725, 11.6825949 50.0092448, 11.6828278 50.0093912, 11.6830287 50.0094807, 11.6833526 50.0096056, 11.6835704 50.0096612, 11.6836803 50.0096893, 11.6841456 50.0097527, 11.6845351 50.0097988)",,,,,
"[42309694, 350100422]","['Siedlungsstraße', 'Egerländer Straße']",residential,30,False,True,237.91500000000002,"LINESTRING (11.6817315 50.0083875, 11.6814426 50.0079074, 11.6812161 50.0073849, 11.6811741 50.0072488, 11.6811122 50.0070486, 11.681002 50.0066918, 11.6809242 50.0063861, 11.6809065 50.006321)",,,,,
350100422,Siedlungsstraße,residential,30,False,True,19.305,"LINESTRING (11.6848033 50.0098196, 11.6845351 50.0097988)",,,,,
"[128108680, 71288279]",Am Schloßgarten,residential,30,False,False,197.912,"LINESTRING (11.6848033 50.0098196, 11.684265 50.0099898, 11.6838686 50.0101519, 11.6838101 50.0101657, 11.6837895 50.0101664, 11.6837144 50.0101633, 11.6830276 50.0099727, 11.6822959 50.0097754)",,,,,
350100422,Siedlungsstraße,residential,30,False,False,33.265,"LINESTRING (11.6848033 50.0098196, 11.6850154 50.0097993, 11.6852548 50.0097507)",,,,,
71288212,Schloßpark,residential,,False,False,70.466,"LINESTRING (11.6852548 50.0097507, 11.6853915 50.0099814, 11.6848675 50.0101718)",,,,,
350100422,Siedlungsstraße,residential,30,False,False,34.016000000000005,"LINESTRING (11.6852548 50.0097507, 11.6855465 50.0097097, 11.6857198 50.0096853)",,,,,
350100422,Siedlungsstraße,residential,30,False,True,33.265,"LINESTRING (11.6852548 50.0097507, 11.6850154 50.0097993, 11.6848033 50.0098196)",,,,,
206079419,Bayreuther Straße,secondary,50,False,False,92.35,"LINESTRING (11.6857198 50.0096853, 11.6857188 50.0095194, 11.685759 50.0090788, 11.6857096 50.0088578)",St 2163,,,,
206079419,Bayreuther Straße,secondary,50,False,True,71.53399999999999,"LINESTRING (11.6857198 50.0096853, 11.6857962 50.0099478, 11.6858947 50.0100926, 11.6860892 50.0102715)",St 2163,,,,
350100422,Siedlungsstraße,residential,30,False,True,34.016000000000005,"LINESTRING (11.6857198 50.0096853, 11.6855465 50.0097097, 11.6852548 50.0097507)",,,,,
42309688,Kirchgasse,residential,,False,False,41.900999999999996,"LINESTRING (11.6866613 50.0106105, 11.6869102 50.010492, 11.6871538 50.0104078)",,,,,
206079419,Bayreuther Straße,secondary,50,False,False,55.744,"LINESTRING (11.6866613 50.0106105, 11.6864648 50.0105145, 11.6861615 50.0103246, 11.6860892 50.0102715)",St 2163,,,,
206079419,Bayreuther Straße,secondary,50,False,True,34.857,"LINESTRING (11.6866613 50.0106105, 11.6867368 50.0106487, 11.6868501 50.010706, 11.6869947 50.0108351)",St 2163,,,,
206079419,Bayreuther Straße,secondary,50,False,False,19.09,"LINESTRING (11.6872947 50.0114129, 11.6872193 50.0112482)",St 2163,,,,
67918536,Marktplatz,residential,30,False,True,69.13,"LINESTRING (11.6872947 50.0114129, 11.6878409 50.0112654, 11.6881491 50.0111814, 11.6881866 50.0111721)",,,,,
"[1242556273, 38147338, 206079420]",Bayreuther Straße,secondary,50,False,True,39.731,"LINESTRING (11.6872947 50.0114129, 11.687341 50.0115211, 11.6874048 50.0116401, 11.6874554 50.0117548)",St 2163,yes,,,
71132487,Kellergasse,residential,30,False,True,43.276,"LINESTRING (11.6861795 50.0086123, 11.6857096 50.0088578)",,,,,
71288188,Königsberger Straße,residential,,False,False,44.592,"LINESTRING (11.6812142 50.0089188, 11.6808377 50.008599)",,,,,
71288188,Königsberger Straße,residential,,False,True,44.592,"LINESTRING (11.6808377 50.008599, 11.6812142 50.0089188)",,,,,
71288188,Königsberger Straße,residential,,False,False,94.085,"LINESTRING (11.6808377 50.008599, 11.6806015 50.0084289, 11.6804173 50.0078222)",,,,,
128108694,Schlesienstraße,residential,30,False,False,69.015,"LINESTRING (11.6808377 50.008599, 11.6810423 50.0085144, 11.6812015 50.0084611, 11.6814088 50.0084233, 11.6817315 50.0083875)",,,,,
128108694,Schlesienstraße,residential,30,False,True,49.466,"LINESTRING (11.6808377 50.008599, 11.6805949 50.0087637, 11.680408 50.0089456)",,,,,
71288188,Königsberger Straße,residential,,False,False,49.423,"LINESTRING (11.6804173 50.0078222, 11.6803877 50.007691, 11.6802992 50.0076995, 11.6802481 50.0077023, 11.6802882 50.007837, 11.6804173 50.0078222)",,,,,
71288188,Königsberger Straße,residential,,False,True,49.423,"LINESTRING (11.6804173 50.0078222, 11.6802882 50.007837, 11.6802481 50.0077023, 11.6802992 50.0076995, 11.6803877 50.007691, 11.6804173 50.0078222)",,,,,
71288188,Königsberger Straße,residential,,False,True,94.085,"LINESTRING (11.6804173 50.0078222, 11.6806015 50.0084289, 11.6808377 50.008599)",,,,,
71288194,Breslauer Straße,residential,30,False,False,60.146,"LINESTRING (11.6802347 50.0061626, 11.6802305 50.0056217)",,,,,
71288191,Breslauer Straße,residential,,False,False,98.11999999999999,"LINESTRING (11.6802347 50.0061626, 11.6802358 50.0063068, 11.6802412 50.007045)",,,,,
71288252,Egerländer Straße,residential,30,False,True,54.593,"LINESTRING (11.6802347 50.0061626, 11.6806701 50.0061843, 11.68076 50.0062079, 11.68082 50.0062434, 11.6809065 50.006321)",,,,,
71288194,Breslauer Straße,residential,30,False,True,60.146,"LINESTRING (11.6802305 50.0056217, 11.6802347 50.0061626)",,,,,
350399172,Breslauer Straße,residential,30,True,False,26.201,"LINESTRING (11.6802305 50.0056217, 11.6801388 50.0056222, 11.6801373 50.0055067, 11.6802325 50.0055062)",,,,,roundabout
71288212,Schloßpark,residential,,False,True,70.466,"LINESTRING (11.6848675 50.0101718, 11.6853915 50.0099814, 11.6852548 50.0097507)",,,,,
"[350100422, 42309694]","['Siedlungsstraße', 'Egerländer Straße']",residential,30,False,False,237.91500000000002,"LINESTRING (11.6809065 50.006321, 11.6809242 50.0063861, 11.681002 50.0066918, 11.6811122 50.0070486, 11.6811741 50.0072488, 11.6812161 50.0073849, 11.6814426 50.0079074, 11.6817315 50.0083875)",,,,,
71288252,Egerländer Straße,residential,30,False,False,54.593,"LINESTRING (11.6809065 50.006321, 11.68082 50.0062434, 11.68076 50.0062079, 11.6806701 50.0061843, 11.6802347 50.0061626)",,,,,
71288255,Ostpreußenstraße,residential,30,False,False,217.685,"LINESTRING (11.6809065 50.006321, 11.6809814 50.0062541, 11.6810155 50.0060446, 11.6810779 50.0059719, 11.6811977 50.0059444, 11.6813523 50.0059719, 11.6814964 50.0060593, 11.6816363 50.006238, 11.6819704 50.0072419, 11.6819843 50.0072837)",,,,,
71288255,Ostpreußenstraße,residential,30,False,True,217.685,"LINESTRING (11.6819843 50.0072837, 11.6819704 50.0072419, 11.6816363 50.006238, 11.6814964 50.0060593, 11.6813523 50.0059719, 11.6811977 50.0059444, 11.6810779 50.0059719, 11.6810155 50.0060446, 11.6809814 50.0062541, 11.6809065 50.006321)",,,,,
128108680,Am Schloßgarten,residential,30,False,False,163.447,"LINESTRING (11.6822959 50.0097754, 11.6811739 50.0092806, 11.680408 50.0089456)",,,,,
"[128108680, 71288279]",Am Schloßgarten,residential,30,False,True,197.91200000000003,"LINESTRING (11.6822959 50.0097754, 11.6830276 50.0099727, 11.6837144 50.0101633, 11.6837895 50.0101664, 11.6838101 50.0101657, 11.6838686 50.0101519, 11.684265 50.0099898, 11.6848033 50.0098196)",,,,,
33647639,Schlesienstraße,residential,30,False,True,25.852,"LINESTRING (11.680408 50.0089456, 11.6801156 50.0090825)",,,,,
128108680,Am Schloßgarten,residential,30,False,True,163.447,"LINESTRING (11.680408 50.0089456, 11.6811739 50.0092806, 11.6822959 50.0097754)",,,,,
128108694,Schlesienstraße,residential,30,False,False,49.466,"LINESTRING (11.680408 50.0089456, 11.6805949 50.0087637, 11.6808377 50.008599)",,,,,
71292925,Kirchgasse,residential,30,False,True,33.535,"LINESTRING (11.6883878 50.0105652, 11.6883389 50.0105756, 11.6879422 50.0106598)",,,,,
"[67918533, 140824661, 24226518]","['Kirchgasse', 'Marktplatz']",residential,30,False,True,98.173,"LINESTRING (11.6883878 50.0105652, 11.688424 50.0106041, 11.6886408 50.0108795, 11.6887412 50.0110616, 11.6886922 50.0110708, 11.6882425 50.0111616)",,,,,
71377453,Dahlienweg,residential,30,False,True,36.228,"LINESTRING (11.6918639 50.0095651, 11.6913595 50.0095978)",,,,,
71377453,Dahlienweg,residential,30,False,False,65.828,"LINESTRING (11.6918639 50.0095651, 11.6921103 50.0095617, 11.6923908 50.0096114, 11.6925813 50.0096618, 11.6927457 50.0097052)",,,,,
71377455,Tulpenweg,residential,30,False,False,95.70899999999999,"LINESTRING (11.6918639 50.0095651, 11.6913769 50.0103415, 11.6913631 50.0103634)",,,,,
71377453,Dahlienweg,residential,30,False,True,65.828,"LINESTRING (11.6927457 50.0097052, 11.6925813 50.0096618, 11.6923908 50.0096114, 11.6921103 50.0095617, 11.6918639 50.0095651)",,,,,
71377454,Rosenweg,residential,,False,False,100.17099999999999,"LINESTRING (11.6927457 50.0097052, 11.6930138 50.0093935, 11.6934239 50.0089168)",,,,,
71377454,Rosenweg,residential,,False,True,96.264,"LINESTRING (11.6927457 50.0097052, 11.6921708 50.0104637, 11.6921558 50.0104835)",,,,,
71377454,Rosenweg,residential,,False,False,96.264,"LINESTRING (11.6921558 50.0104835, 11.6921708 50.0104637, 11.6927457 50.0097052)",,,,,
71377454,Rosenweg,residential,,False,True,100.17099999999999,"LINESTRING (11.6934239 50.0089168, 11.6930138 50.0093935, 11.6927457 50.0097052)",,,,,
71377455,Tulpenweg,residential,30,False,True,95.70899999999999,"LINESTRING (11.6913631 50.0103634, 11.6913769 50.0103415, 11.6918639 50.0095651)",,,,,
71288191,Breslauer Straße,residential,,False,False,56.047,"LINESTRING (11.6802412 50.007045, 11.6802412 50.0071769, 11.6801727 50.0071773, 11.6800561 50.007178, 11.6800553 50.0070443, 11.6802412 50.007045)",,,,,
71288191,Breslauer Straße,residential,,False,True,56.047,"LINESTRING (11.6802412 50.007045, 11.6800553 50.0070443, 11.6800561 50.007178, 11.6801727 50.0071773, 11.6802412 50.0071769, 11.6802412 50.007045)",,,,,
71288191,Breslauer Straße,residential,,False,True,98.11999999999999,"LINESTRING (11.6802412 50.007045, 11.6802358 50.0063068, 11.6802347 50.0061626)",,,,,
71288273,Weizbühl,residential,30,False,True,73.181,"LINESTRING (11.683971 50.0076479, 11.684401 50.0082452)",,,,,
71288273,Weizbühl,residential,30,False,False,63.449,"LINESTRING (11.683971 50.0076479, 11.6836763 50.0077357, 11.6836262 50.0076662, 11.683921 50.0075785, 11.683971 50.0076479)",,,,,
71288273,Weizbühl,residential,30,False,True,63.449000000000005,"LINESTRING (11.683971 50.0076479, 11.683921 50.0075785, 11.6836262 50.0076662, 11.6836763 50.0077357, 11.683971 50.0076479)",,,,,
350399172,Breslauer Straße,residential,30,True,False,28.992,"LINESTRING (11.6802325 50.0055062, 11.6803436 50.0055055, 11.6803452 50.0056211, 11.6802305 50.0056217)",,,,,roundabout
23908074,Schloßweg,residential,,False,True,91.82,"LINESTRING (11.685915 50.0109164, 11.6856288 50.0105116, 11.6857749 50.0104303, 11.6860892 50.0102715)",,,,,
"[200183900, 229899285, 229899286]",Bachgasse,residential,,False,False,72.674,"LINESTRING (11.6864006 50.0114091, 11.6866382 50.0118101, 11.6866905 50.0118602, 11.6868477 50.0119896)",,yes,,,
"[305749984, 95240657]",Peuntgasse,residential,30,False,False,251.22500000000002,"LINESTRING (11.6864006 50.0114091, 11.6861901 50.0114559, 11.6853934 50.0115611, 11.6853037 50.0115739, 11.6850134 50.0116151, 11.6847873 50.0116447, 11.6839327 50.0117564, 11.6838143 50.0117626, 11.6836739 50.0117461, 11.6830019 50.0115694)",,,,,
"[26425740, 41593958]",Bachgasse,residential,30,False,"[False, True]",297.57500000000005,"LINESTRING (11.6868477 50.0119896, 11.6858453 50.0123912, 11.685606 50.012475, 11.6852107 50.0126135, 11.6846396 50.0128505, 11.6843588 50.0129073, 11.684226 50.0129282, 11.6840443 50.012933, 11.6839346 50.0129293, 11.6838317 50.0129246, 11.6837356 50.0129202, 11.6830875 50.012846)",,,,,
"[200183900, 229899285, 229899286]",Bachgasse,residential,,False,True,72.674,"LINESTRING (11.6868477 50.0119896, 11.6866905 50.0118602, 11.6866382 50.0118101, 11.6864006 50.0114091)",,yes,,,
394043719,Bachgasse,residential,30,False,False,50.669,"LINESTRING (11.6868477 50.0119896, 11.6869818 50.0119372, 11.6874554 50.0117548)",,,,,
200184254,Kirchgasse,residential,30,False,True,33.97,"LINESTRING (11.6879422 50.0106598, 11.6878103 50.0103663)",,,,,
350275853,Kirchgasse,residential,30,False,False,59.582,"LINESTRING (11.6879422 50.0106598, 11.6881866 50.0111721)",,,,,
71292925,Kirchgasse,residential,30,False,False,33.535,"LINESTRING (11.6879422 50.0106598, 11.6883389 50.0105756, 11.6883878 50.0105652)",,,,,
71292925,Kirchgasse,residential,30,False,True,70.457,"LINESTRING (11.6879422 50.0106598, 11.6878518 50.0106765, 11.6869947 50.0108351)",,,,,
200184254,Kirchgasse,residential,30,False,False,33.97,"LINESTRING (11.6878103 50.0103663, 11.6879422 50.0106598)",,,,,
67918536,Marktplatz,residential,30,False,True,4.162,"LINESTRING (11.6881866 50.0111721, 11.6882425 50.0111616)",,,,,
350275853,Kirchgasse,residential,30,False,True,59.582,"LINESTRING (11.6881866 50.0111721, 11.6879422 50.0106598)",,,,,
67918536,Marktplatz,residential,30,False,False,69.13,"LINESTRING (11.6881866 50.0111721, 11.6881491 50.0111814, 11.6878409 50.0112654, 11.6872947 50.0114129)",,,,,
350100422,Siedlungsstraße,residential,30,False,False,19.305,"LINESTRING (11.6845351 50.0097988, 11.6848033 50.0098196)",,,,,
71288243,Weizbühl,residential,30,False,False,173.082,"LINESTRING (11.6845351 50.0097988, 11.6844058 50.0095477, 11.684179 50.0092102, 11.6839742 50.0089778, 11.6837091 50.0086618, 11.6834437 50.008417)",,,,,
350100422,Siedlungsstraße,residential,30,False,True,269.26300000000003,"LINESTRING (11.6845351 50.0097988, 11.6841456 50.0097527, 11.6836803 50.0096893, 11.6835704 50.0096612, 11.6833526 50.0096056, 11.6830287 50.0094807, 11.6828278 50.0093912, 11.6825949 50.0092448, 11.6823664 50.0090725, 11.682098 50.0088333, 11.6817315 50.0083875)",,,,,
"[305749984, 95240657]",Peuntgasse,residential,30,False,True,251.225,"LINESTRING (11.6830019 50.0115694, 11.6836739 50.0117461, 11.6838143 50.0117626, 11.6839327 50.0117564, 11.6847873 50.0116447, 11.6850134 50.0116151, 11.6853037 50.0115739, 11.6853934 50.0115611, 11.6861901 50.0114559, 11.6864006 50.0114091)",,,,,
"[206079426, 71292918]",Schulstraße,residential,30,False,True,139.94499999999996,"LINESTRING (11.6830019 50.0115694, 11.6828433 50.0118471, 11.6828362 50.0119898, 11.6830358 50.012621, 11.6830701 50.0127293, 11.6830819 50.0127942)",,,,,
71292918,Schulstraße,residential,,False,True,5.774,"LINESTRING (11.6830819 50.0127942, 11.6830875 50.012846)",,,,,
"[206079426, 71292918]",Schulstraße,residential,30,False,False,139.945,"LINESTRING (11.6830819 50.0127942, 11.6830701 50.0127293, 11.6830358 50.012621, 11.6828362 50.0119898, 11.6828433 50.0118471, 11.6830019 50.0115694)",,,,,
206079430,Bachgasse,residential,30,False,False,101.159,"LINESTRING (11.6830819 50.0127942, 11.682892 50.0127528, 11.6826618 50.0127504, 11.6816994 50.012885)",,,,,
206079430,Bachgasse,residential,30,False,True,101.15900000000002,"LINESTRING (11.6816994 50.012885, 11.6826618 50.0127504, 11.682892 50.0127528, 11.6830819 50.0127942)",,,,,
24226515,Leisauer Straße,unclassified,30,False,False,264.564,"LINESTRING (11.6845036 50.0138757, 11.6850259 50.0135579, 11.6851192 50.0134936, 11.685363 50.0133255, 11.6858688 50.0130539, 11.6862221 50.0128912, 11.6863393 50.0128202, 11.6865227 50.0127092, 11.6867447 50.01255, 11.6868877 50.0124822, 11.6870493 50.0124193, 11.6873125 50.0123529)",,,,,
350285409,Leisauer Straße,residential,30,False,False,38.144999999999996,"LINESTRING (11.6845036 50.0138757, 11.6843755 50.0137927, 11.6842656 50.0137151, 11.6842039 50.0136582, 11.6841824 50.0136082)",,,,,
42309688,Kirchgasse,residential,,False,True,41.900999999999996,"LINESTRING (11.6871538 50.0104078, 11.6869102 50.010492, 11.6866613 50.0106105)",,,,,
350285409,Leisauer Straße,residential,30,False,True,38.144999999999996,"LINESTRING (11.6841824 50.0136082, 11.6842039 50.0136582, 11.6842656 50.0137151, 11.6843755 50.0137927, 11.6845036 50.0138757)",,,,,
