osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,tunnel,access
"[161989141, 220277326]",2,L 1138,Vaihinger Straße,secondary,50,False,True,244.78099999999998,"LINESTRING (9.0754766 48.9025721, 9.0756599 48.9025967, 9.0757877 48.9026086, 9.0758827 48.9026156, 9.0760985 48.9026258, 9.0763163 48.9026352, 9.0767422 48.9026553, 9.0770059 48.9026632, 9.0770948 48.9026634, 9.0771719 48.9026603, 9.0772523 48.902655, 9.0773353 48.9026479, 9.0774684 48.9026333, 9.0777072 48.9026032, 9.0778281 48.9025883, 9.0779422 48.9025756, 9.0780775 48.9025662, 9.0782125 48.9025652, 9.0783387 48.9025717, 9.0784416 48.9025828, 9.0787957 48.9026327)",,,
26441162,2,L 1138,Vaihinger Straße,secondary,50,False,False,84.66000000000001,"LINESTRING (9.0803133 48.902936, 9.0801027 48.9028901, 9.0800008 48.9028691, 9.0798952 48.9028483, 9.0796696 48.9028028, 9.079432 48.9027526, 9.0792099 48.9027046)",,,
220277305,1,L 1138,Grabenstraße,secondary,30,True,False,39.16,"LINESTRING (9.0803133 48.902936, 9.0804088 48.9029256, 9.080473 48.9029319, 9.0805166 48.9029349, 9.0805383 48.9029339, 9.0806026 48.9029309, 9.0806994 48.9029106, 9.0808408 48.9028996)",,,
222130560,2,L 1141,Schillerstraße,secondary,30,False,True,21.993000000000002,"LINESTRING (9.0803133 48.902936, 9.0802978 48.9029733, 9.0802697 48.9030197, 9.0801977 48.9030637, 9.0801414 48.9030885)",,,
424816323,3,L 1141,Münchinger Straße,secondary,50,False,True,58.043,"LINESTRING (9.0827888 48.9030718, 9.0832259 48.902636)",,,
"[448858289, 198012831]","['2', '3']",L 1138,Grabenstraße,secondary,30,False,True,70.819,"LINESTRING (9.0827888 48.9030718, 9.082879 48.9031131, 9.0829688 48.9031672, 9.0830554 48.9032278, 9.0831322 48.9032872, 9.0831809 48.9033233, 9.0832214 48.9033506, 9.0834549 48.9035313)",,,
"[142283539, 758552331]","['2', '3']",L 1138,Grabenstraße,secondary,30,False,False,145.96500000000003,"LINESTRING (9.0827888 48.9030718, 9.0827158 48.9030456, 9.0826483 48.9030282, 9.0825864 48.9030167, 9.0824971 48.9030015, 9.0823893 48.9029867, 9.0821747 48.9029602, 9.0820688 48.9029478, 9.0819744 48.9029343, 9.0819243 48.9029284, 9.0817038 48.9029025, 9.0814733 48.9028783, 9.08126 48.9028583, 9.0812271 48.9028566, 9.0811817 48.9028565, 9.0811231 48.902856, 9.0810556 48.9028594, 9.0810028 48.902867, 9.0809253 48.90288, 9.0808408 48.9028996)",,,
397301900,3,K 1671,Graf-Hartmann-Straße,tertiary,,False,False,21.652,"LINESTRING (9.0842149 48.9051652, 9.0840552 48.9053292)",,,
11488258,3,L 1138,Bahnhofstraße,secondary,50,False,False,28.741,"LINESTRING (9.0842149 48.9051652, 9.084399 48.9051576, 9.0846057 48.9051383)",,,
11821186,2,L 1138,Grabenstraße,secondary,30,False,False,27.972,"LINESTRING (9.0842149 48.9051652, 9.0842928 48.9050623, 9.0843169 48.9049266)",,,
422781760,,,Ostergasse,residential,,True,False,21.299,"LINESTRING (9.0842149 48.9051652, 9.0840474 48.9051541, 9.0839249 48.9051464)",,,
11821184,,,Helenenstraße,residential,30,False,False,24.497,"LINESTRING (9.0837341 48.9057578, 9.083657 48.9057497, 9.0834046 48.9057818)",,,
"[397301898, 397301899]",3,K 1671,Graf-Hartmann-Straße,tertiary,,False,True,53.136,"LINESTRING (9.0837341 48.9057578, 9.0838598 48.9055785, 9.0840552 48.9053292)",,,
"[25353952, 422652112, 422652111]","['2', '3']",K 1671,Graf-Hartmann-Straße,tertiary,,False,False,56.489000000000004,"LINESTRING (9.0837341 48.9057578, 9.0836148 48.9059227, 9.0835683 48.905992, 9.0835553 48.906013, 9.0835386 48.9060387, 9.0835121 48.9060864, 9.0835041 48.9061399, 9.0835079 48.9061648, 9.083533 48.9062323)",,,
1147477153,,,Auf Hart,residential,30,False,False,70.607,"LINESTRING (9.0768916 48.9062878, 9.0759347 48.906375)",,,
11821530,,L 1141,Unterriexinger Straße,secondary,40,False,True,178.166,"LINESTRING (9.0768916 48.9062878, 9.0769328 48.9063791, 9.0769995 48.906435, 9.077169 48.9065444, 9.0774568 48.9066656, 9.0776361 48.9067649, 9.0777424 48.9068696, 9.0778035 48.9069904, 9.0778305 48.9070748, 9.0778331 48.9071573, 9.0777793 48.907461, 9.0777402 48.9076325)",,,
"[446910688, 1147477154, 856729915, 446910687]",2,L 1141,Unterriexinger Straße,secondary,"['40', '30']",False,False,104.678,"LINESTRING (9.0768916 48.9062878, 9.0768852 48.906207, 9.0768906 48.9061241, 9.076911 48.9060409, 9.0769678 48.9059257, 9.0771769 48.9056824, 9.077274 48.9055705, 9.0773268 48.9055097, 9.0774007 48.9054294)",,,
422652112,3,K 1671,Graf-Hartmann-Straße,tertiary,,False,False,7.848,"LINESTRING (9.083533 48.9062323, 9.0835612 48.9063004)",,,
23380479,,,Gartenstraße,residential,,True,False,115.476,"LINESTRING (9.083533 48.9062323, 9.083782 48.9062169, 9.0844725 48.906194, 9.0851026 48.9061262)",,,
"[422652112, 25353952, 422652111]","['2', '3']",K 1671,Graf-Hartmann-Straße,tertiary,,False,True,56.489000000000004,"LINESTRING (9.083533 48.9062323, 9.0835079 48.9061648, 9.0835041 48.9061399, 9.0835121 48.9060864, 9.0835386 48.9060387, 9.0835553 48.906013, 9.0835683 48.905992, 9.0836148 48.9059227, 9.0837341 48.9057578)",,,
