osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access,width,tunnel
4699520,True,1,Erftstraße,residential,30,False,130.295,"LINESTRING (6.6931262 51.1953237, 6.6929279 51.1953327, 6.6928432 51.195348, 6.6926171 51.1954157, 6.6923193 51.1955181, 6.6915708 51.1958459, 6.6915052 51.195874)",,,,,
"[18520741, 427127478]",False,3,Zollstraße,secondary,50,False,39.455,"LINESTRING (6.6931262 51.1953237, 6.693161 51.1954033, 6.6932072 51.1954787, 6.6933455 51.1956495)",,,,,
"[427127458, 427127459]",False,"['2', '3']",Friedrichstraße,secondary,30,False,110.73,"LINESTRING (6.6931262 51.1953237, 6.6929123 51.19477, 6.6927559 51.1943553)",,,,,
87535425,False,3,Erftstraße,residential,30,True,33.006,"LINESTRING (6.6881542 51.198197, 6.6881258 51.1982477, 6.687987 51.1984747)",,,,,
428704685,True,,Benno-Nußbaum-Platz,residential,30,False,13.477,"LINESTRING (6.6881542 51.198197, 6.6881137 51.1981804, 6.6880839 51.1981566, 6.6880678 51.198128, 6.6880673 51.1980977)",roundabout,,,,
428704685,True,,Benno-Nußbaum-Platz,residential,30,False,18.411,"LINESTRING (6.6883597 51.1981304, 6.6883447 51.1981563, 6.6883181 51.1981783, 6.6882824 51.1981945, 6.6882407 51.1982034, 6.6881967 51.1982043, 6.6881542 51.198197)",roundabout,,,,
"[27521507, 816912909]",True,1,Hamtorplatz,residential,30,False,41.698,"LINESTRING (6.6883597 51.1981304, 6.6884326 51.1981762, 6.6884679 51.1981993, 6.6886886 51.1983443, 6.6887227 51.1983787, 6.6887413 51.1984143)",,,,,
8445664,True,1,Hafenstraße,residential,30,False,11.399999999999999,"LINESTRING (6.6909333 51.2023023, 6.690916 51.2022791, 6.6909094 51.2022538, 6.690914 51.2022283, 6.6909295 51.2022046)",roundabout,,,,
922430822,False,,Hafenstraße,residential,30,False,30.033,"LINESTRING (6.6909333 51.2023023, 6.690826 51.20229, 6.6907535 51.2022844, 6.6906639 51.2022692, 6.6905188 51.2022331)",,,,,
8445664,True,1,Hafenstraße,residential,30,False,11.692,"LINESTRING (6.691059 51.2021578, 6.6911005 51.2021616, 6.6911388 51.2021724, 6.6911707 51.2021895, 6.6911938 51.2022114)",roundabout,,,,
"[925774613, 925774614, 87425847]",True,"['2', '1']",Rheinstraße,residential,30,False,116.95100000000001,"LINESTRING (6.691059 51.2021578, 6.6911316 51.2021059, 6.6912764 51.2019347, 6.6914744 51.201708, 6.6915221 51.2016511, 6.6916545 51.2015058, 6.6918196 51.2013182, 6.6918981 51.2012492)",,,,,
8445664,True,1,Hafenstraße,residential,30,False,12.181000000000001,"LINESTRING (6.6910852 51.2023436, 6.6910415 51.2023444, 6.6909993 51.2023373, 6.6909622 51.2023229, 6.6909333 51.2023023)",roundabout,,,,
8445664,True,1,Hafenstraße,residential,30,False,10.878,"LINESTRING (6.6909295 51.2022046, 6.6909532 51.2021852, 6.6909842 51.2021703, 6.6910203 51.202161, 6.691059 51.2021578)",roundabout,,,,
61862023,False,,Hafenstraße,residential,30,False,29.256999999999998,"LINESTRING (6.6909295 51.2022046, 6.6908859 51.2022202, 6.6908257 51.2022299, 6.690761 51.2022354, 6.6906509 51.2022355, 6.6905188 51.2022331)",,,,,
409845943,True,1,Hammer Landstraße,secondary,50,False,7.151,"LINESTRING (6.6955684 51.1984748, 6.6954696 51.1984574)",,,,,
"[14017771, 426967500]",True,2,Batteriestraße,secondary,50,False,87.007,"LINESTRING (6.6955684 51.1984748, 6.6954025 51.1986237, 6.69511 51.1989089, 6.6948726 51.1991244)",,,,,
9664803,True,1,Kanalstraße,residential,30,False,133.709,"LINESTRING (6.6891489 51.1969287, 6.6891065 51.1969015, 6.6878687 51.1960935, 6.6878201 51.1960612)",,,,,
"[18517880, 23733320, 33104757, 23733319]",False,2,Neustraße,residential,30,False,70.608,"LINESTRING (6.6891489 51.1969287, 6.6892268 51.1969791, 6.6894329 51.1971096, 6.6895007 51.1971535, 6.6897091 51.1972838, 6.6898614 51.1973802)",,yes,,,
427127454,True,1,Erftstraße,residential,30,False,137.995,"LINESTRING (6.6891489 51.1969287, 6.6890946 51.1969652, 6.6890367 51.197004, 6.6889568 51.1970694, 6.6888721 51.1971512, 6.688784 51.197249, 6.6886921 51.1973662, 6.6885983 51.1975086, 6.6883417 51.1979755, 6.6883072 51.1980393)",,,,,
409602760,True,1,Kanalstraße,residential,30,False,101.149,"LINESTRING (6.6878201 51.1960612, 6.687768 51.196028, 6.6868087 51.1954087)",,,,,
846731889,True,1,Breite Straße,residential,30,False,160.49200000000002,"LINESTRING (6.6878201 51.1960612, 6.6882435 51.1958506, 6.6892057 51.1953767, 6.6896293 51.195168)",,,,,
409602746,True,1,Kanalstraße,residential,30,False,85.535,"LINESTRING (6.6861903 51.1950165, 6.6856987 51.1946973, 6.6853984 51.1945026, 6.6853547 51.1944551)",,,,,
10144518,False,,Markt,residential,20,True,21.773000000000003,"LINESTRING (6.6943033 51.1983405, 6.6944641 51.19836, 6.6946112 51.1983736)",,,,,
26377273,False,,Hafenstraße,residential,30,True,95.014,"LINESTRING (6.687182 51.2011375, 6.6871962 51.201146, 6.6872608 51.2011776, 6.6880906 51.201584, 6.6882696 51.2016515)",,,,,
"[1009132896, 28147101]",False,"['2', '3']",Erftstraße,residential,30,False,72.68599999999999,"LINESTRING (6.687182 51.2011375, 6.6871664 51.2011269, 6.6871186 51.2010942, 6.6867883 51.2008678, 6.6865831 51.2007272, 6.6864787 51.2006547)",,,,,
56426423,False,,Krefelder Straße,residential,30,True,106.798,"LINESTRING (6.687182 51.2011375, 6.6870687 51.2011978, 6.6869665 51.2012523, 6.6863465 51.201609, 6.6860453 51.2017817)",,,,,
"[23244984, 156993546]",False,,"['Hamtorwall', 'Niederstraße']",residential,20,"[False, True]",116.1,"LINESTRING (6.687182 51.2011375, 6.6872416 51.2011048, 6.6873204 51.2010616, 6.6874753 51.2009729, 6.687655 51.2008686, 6.6878499 51.2007525, 6.6878353 51.2007426, 6.6874171 51.20046, 6.6873409 51.2004002)",,,no,8,
112442732,True,1,Batteriestraße,secondary,50,False,10.165,"LINESTRING (6.6917854 51.202566, 6.6918577 51.2024866)",,,,,
14018660,True,1,Hafenstraße,residential,30,False,55.111999999999995,"LINESTRING (6.6917854 51.202566, 6.6916861 51.2025395, 6.6912222 51.2024148, 6.6911697 51.2023916, 6.6910852 51.2023436)",,,,,
55931409,False,,Am Zollhafen,residential,,False,123.239,"LINESTRING (6.6965622 51.1986538, 6.6965328 51.198713, 6.6962639 51.1992147, 6.6962063 51.1993234, 6.695999 51.1997044)",,,,,
426967504,True,3,Hammer Landstraße,secondary,50,False,54.659,"LINESTRING (6.6965622 51.1986538, 6.6965082 51.1986439, 6.696235 51.198594, 6.6958091 51.1985162)",,,,,
55931409,False,,Am Zollhafen,residential,,True,123.239,"LINESTRING (6.695999 51.1997044, 6.6962063 51.1993234, 6.6962639 51.1992147, 6.6965328 51.198713, 6.6965622 51.1986538)",,,,,
