osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes,tunnel,access
32262991,Altes Krankenhaus,residential,30,False,True,32.443,"LINESTRING (8.4831911 47.9244621, 8.4830654 47.9242238, 8.4830456 47.9241871)",,,,,
302666435,Bräunlinger Straße,secondary,50,False,False,162.31499999999997,"LINESTRING (8.4831911 47.9244621, 8.4836002 47.9243167, 8.4840343 47.9241699, 8.4841369 47.9241401, 8.4842613 47.9241189, 8.4845021 47.9241061, 8.4848211 47.9240761, 8.4852324 47.924004)",L 181,,,,
32056629,Bräunlinger Straße,secondary,50,True,False,50.88300000000001,"LINESTRING (8.4879348 47.9234356, 8.4880999 47.9233749, 8.4883547 47.9233123, 8.4884564 47.92329, 8.4885719 47.9232818)",L 181,,,,
"[1187205904, 1187593338, 32056630, 1187205903]",Bräunlinger Straße,secondary,50,False,True,211.074,"LINESTRING (8.4879348 47.9234356, 8.4875838 47.9235049, 8.4871638 47.9235919, 8.4861133 47.9238213, 8.4857434 47.9239027, 8.4853811 47.9239718, 8.4852324 47.924004)",L 181,yes,2,,
"[32056592, 856364295]",Hauptstraße,secondary,50,False,True,10.517,"LINESTRING (8.4886563 47.9235366, 8.4886437 47.9235095, 8.4886143 47.9234463)",L 171,yes,,,
"[1187205856, 32070346, 32070258]",Hauptstraße,secondary,50,True,False,80.23500000000001,"LINESTRING (8.4886563 47.9235366, 8.4887302 47.9235955, 8.4888052 47.923708, 8.4888262 47.9237389, 8.4888748 47.9238301, 8.4889045 47.9239213, 8.488914 47.9240085, 8.488896 47.9240936, 8.4888426 47.9242122)",L 171,yes,1,,
23587224,Weitengasse,residential,30,False,False,102.898,"LINESTRING (8.4902182 47.9275251, 8.4901093 47.9275572, 8.4897674 47.927658, 8.4895065 47.9277349, 8.4890739 47.9278497, 8.4889463 47.9278853)",,,,,
159034074,Hauptstraße,secondary,50,False,False,46.45099999999999,"LINESTRING (8.4902182 47.9275251, 8.4904055 47.9278217, 8.4904579 47.9279107)",L 171,,,,
159034074,Hauptstraße,secondary,50,False,True,116.271,"LINESTRING (8.4902182 47.9275251, 8.4901247 47.9273793, 8.489989 47.9271679, 8.4897946 47.926855, 8.4897456 47.9267761, 8.4896805 47.9266514, 8.4896311 47.9265567)",L 171,,,,
26115050,Pfarrhausstraße,residential,30,False,True,38.697,"LINESTRING (8.4924095 47.9253398, 8.4922002 47.925395, 8.4920368 47.9254276, 8.491914 47.9254388)",,,,,
32018472,Hinterstadt,residential,30,False,True,51.650000000000006,"LINESTRING (8.4924095 47.9253398, 8.4925405 47.9255669, 8.4926307 47.9257795)",,,,,
848008331,Hinterstadt,residential,30,False,False,76.12899999999999,"LINESTRING (8.4924095 47.9253398, 8.4922774 47.9250571, 8.4921147 47.9248526, 8.4919392 47.9247491)",,,,,
28428913,Hohenstraße,residential,30,False,True,31.136,"LINESTRING (8.4926307 47.9257795, 8.4930276 47.9256919)",,,,,
32018472,Hinterstadt,residential,30,False,False,51.650000000000006,"LINESTRING (8.4926307 47.9257795, 8.4925405 47.9255669, 8.4924095 47.9253398)",,,,,
159034117,Hohenstraße,residential,30,False,False,166.436,"LINESTRING (8.4926307 47.9257795, 8.4920981 47.9259244, 8.4914855 47.9260911, 8.4910679 47.9261945, 8.4908202 47.9262526, 8.4906337 47.9262963, 8.4905464 47.9263168)",,,,,
