osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access
4291763,2,St 2339,Augsburger Straße,secondary,50,False,False,35.808,"LINESTRING (11.4313685 48.2619928, 11.4314729 48.2619989, 11.4315781 48.2620135, 11.4317287 48.2620425, 11.4318354 48.2620705)",,
4291770,,,Augsburger Straße,residential,,False,False,35.287,"LINESTRING (11.4313685 48.2619928, 11.4313812 48.2619311, 11.4314158 48.2618949, 11.4315621 48.2617756, 11.4316389 48.2617479)",,
36782827,,,Herbststraße,residential,30,False,True,85.233,"LINESTRING (11.4341577 48.2631338, 11.4343019 48.2628872, 11.4343188 48.2628554, 11.4345703 48.2624182)",,
36939784,2,St 2339,Mittermayerstraße,secondary,50,False,True,164.18,"LINESTRING (11.4341577 48.2631338, 11.434072 48.2630944, 11.4340613 48.2630895, 11.4337033 48.2629256, 11.4335892 48.2628734, 11.433407 48.262792, 11.4333837 48.2627822, 11.4324169 48.2623109, 11.4323503 48.2622784)",,
"[915475980, 24619365]",,,Karlsberg,residential,,False,False,57.639,"LINESTRING (11.4350617 48.2571494, 11.4354368 48.2568761, 11.435501 48.256865, 11.4355382 48.2568586, 11.4356535 48.2568745)",,
4291771,,,Karlsberg,residential,30,False,False,47.933,"LINESTRING (11.4343234 48.257648, 11.4345637 48.2574768, 11.4347761 48.25734)",,
4291771,,,Karlsberg,residential,30,False,True,49.64,"LINESTRING (11.4343234 48.257648, 11.4342549 48.2577224, 11.4342197 48.2577767, 11.4341984 48.2578488, 11.4341994 48.2579233, 11.4342523 48.2580712)",,
166493493,,,Am Brunnenhaus,residential,30,False,False,53.772,"LINESTRING (11.4343234 48.257648, 11.4340786 48.2574745, 11.4338339 48.2572908)",,
"[1159074553, 1168594602]",,,Karlsberg,residential,30,True,False,170.231,"LINESTRING (11.4347094 48.2594861, 11.4348937 48.2590175, 11.4348869 48.2589623, 11.4348498 48.258872, 11.4344109 48.2583651, 11.4343798 48.2583172, 11.4342523 48.2580712)",,
"[1168594603, 36953612]",,,Augsburger Straße,residential,30,False,False,96.08000000000001,"LINESTRING (11.4347094 48.2594861, 11.4344532 48.2594315, 11.434367 48.2594137, 11.4340773 48.2594015, 11.4337689 48.2594719, 11.4336303 48.2595119, 11.4334732 48.2595573)",,
