osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,junction,bridge,access,lanes
35768290,False,Weiherdammstraße,residential,True,98.81099999999999,"LINESTRING (8.5380117 47.8396105, 8.5380116 47.8402478, 8.5380171 47.8404991)",,,,,,
"[275472056, 275472054]",False,Hauptstraße,tertiary,False,13.135000000000002,"LINESTRING (8.5380117 47.8396105, 8.5381484 47.8395953, 8.5381842 47.839588)",K 5747,50,,,,
275472056,False,Hauptstraße,tertiary,True,22.587,"LINESTRING (8.5380117 47.8396105, 8.537841 47.8396235, 8.537711 47.8396334)",K 5747,,,,,
35767178,False,Vogtgasse,residential,True,27.985999999999997,"LINESTRING (8.5283343 47.8410896, 8.5283381 47.8412278, 8.5283434 47.8413412)",,,,,,
127089668,False,Vogtgasse,residential,True,206.941,"LINESTRING (8.5283343 47.8410896, 8.5283196 47.8409074, 8.5282526 47.8401536, 8.5282008 47.8398495, 8.5282058 47.839765, 8.52822 47.8396763, 8.5282679 47.8395271, 8.5282762 47.8395009, 8.5282942 47.8394442, 8.5283726 47.8392448)",,,,,,
275445652,False,Hauptstraße,tertiary,False,147.809,"LINESTRING (8.5388143 47.8394407, 8.5406391 47.8389242)",K 5747,50,,,,
"[40881898, 275445683]",False,Winklerstraße,unclassified,False,76.785,"LINESTRING (8.5388143 47.8394407, 8.5387721 47.8393686, 8.5386477 47.839176, 8.5383898 47.8388119)",,50,,,,
275472054,False,Hauptstraße,tertiary,True,49.822,"LINESTRING (8.5388143 47.8394407, 8.5384534 47.8395323, 8.5382989 47.8395648, 8.5381842 47.839588)",K 5747,50,,,,
36887814,False,Danziger Straße,residential,True,38.431,"LINESTRING (8.5383898 47.8388119, 8.5379112 47.8389394)",,,,,,
40881897,False,Leo-Wohleb-Straße,unclassified,True,36.583,"LINESTRING (8.5383898 47.8388119, 8.5388391 47.8386804)",,50,,,,
275445683,False,Winklerstraße,unclassified,False,75.568,"LINESTRING (8.5383898 47.8388119, 8.5382198 47.8385141, 8.5381781 47.8384423, 8.538136 47.8383886, 8.538103 47.8383585, 8.5380536 47.8383141, 8.5379106 47.8382262)",,50,,,,
"[40881898, 275445683]",False,Winklerstraße,unclassified,True,76.785,"LINESTRING (8.5383898 47.8388119, 8.5386477 47.839176, 8.5387721 47.8393686, 8.5388143 47.8394407)",,50,,,,
"[199615645, 221845990]",False,Tevesstraße,"['unclassified', 'residential']","[False, True]",60.778,"LINESTRING (8.5373824 47.837931, 8.537112 47.8381518, 8.5368702 47.8383559)",,"['50', '30']",,,,
199615645,False,Tevesstraße,unclassified,True,61.759,"LINESTRING (8.5373824 47.837931, 8.5376249 47.8377356, 8.5377932 47.8376132, 8.5379266 47.8375128)",,50,,,,
275445683,False,Winklerstraße,unclassified,True,51.318,"LINESTRING (8.5373824 47.837931, 8.5377124 47.8381076, 8.5379106 47.8382262)",,50,,,,
32903914,False,Buchbergstraße,residential,False,67.149,"LINESTRING (8.5307082 47.8370306, 8.5305749 47.8369946, 8.530488 47.8369766, 8.5304193 47.8369595, 8.5303482 47.8369471, 8.529844 47.8368665)",,30,,,,
32903915,False,Haldenstraße,residential,False,439.964,"LINESTRING (8.5307082 47.8370306, 8.5308315 47.8370659, 8.5308992 47.8370855, 8.5309504 47.8370869, 8.5310186 47.8370807, 8.5314206 47.8370157, 8.5319555 47.8369229, 8.5326064 47.8367814, 8.5332104 47.8365866, 8.5338752 47.836354, 8.5340738 47.8363019, 8.5341714 47.8362819, 8.5342097 47.8362773, 8.5342779 47.8362691, 8.534431 47.8362647, 8.534615 47.836266, 8.535116 47.8362597, 8.5355106 47.8362629, 8.5356286 47.8362677, 8.5357842 47.8362809, 8.5361024 47.8363098, 8.5363433 47.8363365)",,30,,,,
"[34159417, 24532454]",False,"['Friedhofstraße', 'Ottilienweg']",residential,"[False, True]",131.115,"LINESTRING (8.5307082 47.8370306, 8.5310117 47.8367058, 8.5313165 47.8366055, 8.5318286 47.8364258, 8.5320688 47.8363458)",,,,,,
34159417,False,Friedhofstraße,residential,True,65.478,"LINESTRING (8.5307082 47.8370306, 8.5305534 47.8372308, 8.5304113 47.8373988, 8.5303709 47.8374431, 8.5303191 47.8375317, 8.5303078 47.8375534)",,,,,,
32904081,False,Uhlandstraße,residential,False,85.254,"LINESTRING (8.5299009 47.8393668, 8.5298105 47.8401311)",,30,,,,
"[275472057, 127089652]",False,Hauptstraße,tertiary,False,142.827,"LINESTRING (8.5299009 47.8393668, 8.530304 47.8393658, 8.530421 47.8393691, 8.5305162 47.8393777, 8.5306475 47.8393967, 8.5307975 47.8394219, 8.5309991 47.8394657, 8.5311446 47.8394999, 8.5317478 47.8396482)",K 5747,50,,,,
127089652,False,Hauptstraße,tertiary,True,79.12899999999999,"LINESTRING (8.5299009 47.8393668, 8.52929 47.839366, 8.5291101 47.8393592, 8.5288445 47.8393301)",K 5747,50,,,,
36887810,False,Uchbahnstraße,residential,False,64.859,"LINESTRING (8.5348968 47.8397669, 8.5348751 47.8398919, 8.5349027 47.8400154, 8.5350859 47.8403244)",,30,,,,
199615653,False,Hauptstraße,tertiary,False,136.436,"LINESTRING (8.5348968 47.8397669, 8.5351931 47.8397609, 8.5357023 47.8397523, 8.5360723 47.8397324, 8.5367214 47.8396984)",K 5747,,,,,
199615653,False,Hauptstraße,tertiary,True,35.132000000000005,"LINESTRING (8.5348968 47.8397669, 8.5346708 47.8397648, 8.5344261 47.8397645)",K 5747,,,,,
127089667,False,Theodor-Schmid-Straße,residential,False,69.05,"LINESTRING (8.5317478 47.8396482, 8.5318442 47.8394895, 8.5319239 47.8394061, 8.5320372 47.8393071, 8.532149 47.8391914, 8.5322118 47.8391144)",,30,,,,
"[275472057, 199615653]",False,Hauptstraße,tertiary,False,148.39499999999998,"LINESTRING (8.5317478 47.8396482, 8.5318886 47.8396842, 8.5319496 47.8396979, 8.5322545 47.8397679, 8.5325285 47.839808, 8.5326449 47.8398181, 8.5329004 47.8398402, 8.5332892 47.8398386, 8.5336946 47.8398159)",K 5747,,,,,
"[275472057, 127089652]",False,Hauptstraße,tertiary,True,142.827,"LINESTRING (8.5317478 47.8396482, 8.5311446 47.8394999, 8.5309991 47.8394657, 8.5307975 47.8394219, 8.5306475 47.8393967, 8.5305162 47.8393777, 8.530421 47.8393691, 8.530304 47.8393658, 8.5299009 47.8393668)",K 5747,50,,,,
32904125,False,Kantstraße,residential,False,71.04599999999999,"LINESTRING (8.5336946 47.8398159, 8.5336953 47.8402471, 8.5336973 47.8403947, 8.533676 47.8404531)",,30,,,,
199615653,False,Hauptstraße,tertiary,False,54.896,"LINESTRING (8.5336946 47.8398159, 8.5341577 47.8397811, 8.5342336 47.8397764, 8.5344261 47.8397645)",K 5747,,,,,
"[275472057, 199615653]",False,Hauptstraße,tertiary,True,148.39499999999998,"LINESTRING (8.5336946 47.8398159, 8.5332892 47.8398386, 8.5329004 47.8398402, 8.5326449 47.8398181, 8.5325285 47.839808, 8.5322545 47.8397679, 8.5319496 47.8396979, 8.5318886 47.8396842, 8.5317478 47.8396482)",K 5747,,,,,
32904126,False,Martin-Reinemann-Straße,residential,False,82.971,"LINESTRING (8.5350859 47.8403244, 8.535748 47.8403733, 8.5361135 47.8403929, 8.536192 47.8403985)",,,,,,
"[35767184, 36887810]",False,"['Uchbahnstraße', 'Eichbergstraße']",residential,False,117.69,"LINESTRING (8.5350859 47.8403244, 8.5351103 47.8404213, 8.535128 47.8406236, 8.5350954 47.841306, 8.5350928 47.8413807)",,30,,,,
36887810,False,Uchbahnstraße,residential,True,64.859,"LINESTRING (8.5350859 47.8403244, 8.5349027 47.8400154, 8.5348751 47.8398919, 8.5348968 47.8397669)",,30,,,,
35767184,False,Eichbergstraße,residential,True,97.938,"LINESTRING (8.5350599 47.8422612, 8.5350928 47.8413807)",,30,,,,
35767184,False,Eichbergstraße,residential,False,105.844,"LINESTRING (8.5350599 47.8422612, 8.5350433 47.8424904, 8.5348839 47.8427731, 8.5347007 47.842937, 8.5345083 47.8431092)",,30,,,,
"[221891794, 223117918]",False,Achdorfer Straße,residential,False,250.984,"LINESTRING (8.5350599 47.8422612, 8.5353546 47.8422853, 8.5358893 47.8423772, 8.5366459 47.8425243, 8.5375292 47.8426937, 8.5378227 47.8427227, 8.5381384 47.8427081, 8.5383316 47.8426919)",,30,,,,
221891794,False,Achdorfer Straße,residential,True,94.26400000000001,"LINESTRING (8.5350599 47.8422612, 8.5344388 47.8422319, 8.5338021 47.8421856)",,30,,,,
32904125,False,Kantstraße,residential,False,293.00899999999996,"LINESTRING (8.533676 47.8404531, 8.5336246 47.840477, 8.5335524 47.8404906, 8.5332696 47.8404973, 8.5330935 47.8404945, 8.5330068 47.840491, 8.5328734 47.8404807, 8.5327774 47.8404721, 8.531749 47.8403313, 8.5312007 47.8402647, 8.5306374 47.8402041, 8.5298105 47.8401311)",,30,,,,
32904125,False,Kantstraße,residential,True,71.046,"LINESTRING (8.533676 47.8404531, 8.5336973 47.8403947, 8.5336953 47.8402471, 8.5336946 47.8398159)",,30,,,,
35768024,False,Ob der Kehr,living_street,False,196.906,"LINESTRING (8.533676 47.8404531, 8.5336947 47.8405189, 8.533702 47.840559, 8.5336918 47.8408506, 8.533688 47.841077, 8.5336961 47.8411247, 8.5337126 47.8411536, 8.5337497 47.8411787, 8.5337859 47.8412012, 8.5338167 47.8412307, 8.5337913 47.8415748, 8.5337882 47.8416434, 8.533798 47.8416846, 8.5338342 47.841744, 8.5338421 47.8417833, 8.5338021 47.8421856)",,5,,,,
32904081,False,Uhlandstraße,residential,True,85.254,"LINESTRING (8.5298105 47.8401311, 8.5299009 47.8393668)",,30,,,,
32904081,False,Uhlandstraße,residential,False,228.501,"LINESTRING (8.5298105 47.8401311, 8.5296562 47.8406843, 8.5295717 47.8409582, 8.5295521 47.8410433, 8.5295127 47.8412559, 8.5294985 47.8413328, 8.5294494 47.8419423, 8.5294246 47.8421659)",,30,,,,
32904125,False,Kantstraße,residential,True,293.00899999999996,"LINESTRING (8.5298105 47.8401311, 8.5306374 47.8402041, 8.5312007 47.8402647, 8.531749 47.8403313, 8.5327774 47.8404721, 8.5328734 47.8404807, 8.5330068 47.840491, 8.5330935 47.8404945, 8.5332696 47.8404973, 8.5335524 47.8404906, 8.5336246 47.840477, 8.533676 47.8404531)",,30,,,,
32904081,False,Uhlandstraße,residential,True,228.501,"LINESTRING (8.5294246 47.8421659, 8.5294494 47.8419423, 8.5294985 47.8413328, 8.5295127 47.8412559, 8.5295521 47.8410433, 8.5295717 47.8409582, 8.5296562 47.8406843, 8.5298105 47.8401311)",,30,,,,
35767180,False,Eichendorffstraße,residential,False,75.267,"LINESTRING (8.5294246 47.8421659, 8.5294289 47.8422398, 8.5294496 47.8422928, 8.5295078 47.8424011, 8.5295628 47.8424605, 8.5296204 47.842508, 8.5296781 47.8425442, 8.5297492 47.842573, 8.529803 47.842591, 8.5300231 47.8426298)",,30,,,,
221891794,False,Achdorfer Straße,residential,False,147.789,"LINESTRING (8.5294246 47.8421659, 8.5296446 47.8421608, 8.529851 47.8421516, 8.5301422 47.8421284, 8.5305043 47.8420952, 8.5310124 47.8420514, 8.5312231 47.842042, 8.5313942 47.8420415)",,30,,,,
