osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,width,tunnel
103512667,False,Kreuzstraße,residential,30,False,28.524,"LINESTRING (11.4189769 48.7639884, 11.4191469 48.7639679, 11.4193614 48.7639493)",,,,
103512667,False,Kreuzstraße,residential,30,True,20.226,"LINESTRING (11.4189769 48.7639884, 11.4189104 48.7640078, 11.4188347 48.7640516, 11.4187727 48.7641054)",,,,
145069371,False,Schäffbräustraße,residential,30,True,16.376,"LINESTRING (11.422191 48.7615894, 11.4223917 48.7616541)",,,,
32229742,True,Bei der Schleifmühle,unclassified,30,False,39.695,"LINESTRING (11.422191 48.7615894, 11.4219988 48.7618411, 11.4219447 48.7619073)",1,,,
32202011,False,Anatomiestraße,residential,30,False,15.536999999999999,"LINESTRING (11.4186931 48.7624121, 11.4187419 48.762452, 11.4188261 48.7625209)",,,,
"[51856496, 390282481, 885529290, 888669950]",False,Jahnstraße,tertiary,50,True,417.72999999999996,"LINESTRING (11.4186931 48.7624121, 11.4188269 48.7623173, 11.4189291 48.762212, 11.4190725 48.7620838, 11.4191635 48.7619955, 11.419306 48.761889, 11.4194041 48.7618182, 11.4196109 48.7617172, 11.4199492 48.7615634, 11.4206802 48.7612227, 11.4213759 48.7609085, 11.4216583 48.7607685, 11.4219215 48.7606251, 11.4220067 48.7605661, 11.4221982 48.7604311, 11.4224222 48.760255, 11.4226175 48.760106, 11.4227308 48.7600196, 11.4228812 48.7599118)",3,,,
156923526,False,Jahnstraße,tertiary,50,True,189.19600000000003,"LINESTRING (11.4228812 48.7599118, 11.4231318 48.7597633, 11.4235739 48.7595237, 11.4243744 48.7590879, 11.4248199 48.7588497, 11.424868 48.7588261)",2,,,
"[51856496, 390282481, 885529290, 888669950]",False,Jahnstraße,tertiary,50,False,417.73,"LINESTRING (11.4228812 48.7599118, 11.4227308 48.7600196, 11.4226175 48.760106, 11.4224222 48.760255, 11.4221982 48.7604311, 11.4220067 48.7605661, 11.4219215 48.7606251, 11.4216583 48.7607685, 11.4213759 48.7609085, 11.4206802 48.7612227, 11.4199492 48.7615634, 11.4196109 48.7617172, 11.4194041 48.7618182, 11.419306 48.761889, 11.4191635 48.7619955, 11.4190725 48.7620838, 11.4189291 48.762212, 11.4188269 48.7623173, 11.4186931 48.7624121)",3,,,
"[987493089, 145069335]",False,Münzbergstraße,unclassified,30,False,60.573,"LINESTRING (11.4228812 48.7599118, 11.4230157 48.7599762, 11.4231797 48.7600547, 11.423409 48.760181, 11.4235298 48.7602488)",,,,
718481103,True,Am Münzbergtor,residential,30,False,83.51899999999999,"LINESTRING (11.4263981 48.7601064, 11.4266409 48.7603484, 11.4269287 48.7606683, 11.4269415 48.7606832, 11.4269723 48.7607191, 11.4269952 48.7607458)",,,,
"[379723624, 28418763, 233673423]",False,"['Donaustraße', 'Konrad-Adenauer-Brücke', 'Brückenkopf']",tertiary,"['50', '30']","[False, True]",196.103,"LINESTRING (11.4293869 48.7599556, 11.4292169 48.7600092, 11.4291654 48.7600259, 11.429066 48.760058, 11.4273122 48.7606388, 11.4270846 48.7607156, 11.4269952 48.7607458)",4,yes,,
"[379723624, 32923867, 961410936]",False,Brückenkopf,tertiary,50,True,102.86900000000001,"LINESTRING (11.4293869 48.7599556, 11.4295659 48.7598978, 11.4299687 48.759764, 11.4300774 48.7597272, 11.4302552 48.7596631, 11.4303534 48.7596211, 11.430448 48.7595782, 11.4304979 48.7595555, 11.4306096 48.7595048)",4,,,
37649448,True,Anatomiestraße,residential,30,False,42.273,"LINESTRING (11.4203833 48.7618779, 11.4208352 48.7616417)",,,,
37649447,False,Anatomiestraße,residential,30,True,137.101,"LINESTRING (11.4203833 48.7618779, 11.4197518 48.7621827, 11.4194992 48.7623011, 11.4191486 48.7624624, 11.4190141 48.7625133, 11.4189266 48.7625337, 11.4188261 48.7625209)",,,,
145069311,True,Griesbadgasse,residential,30,False,162.05599999999998,"LINESTRING (11.4213087 48.7624557, 11.4212621 48.7624759, 11.4212239 48.762504, 11.4210584 48.7626564, 11.4208017 48.7628086, 11.4205916 48.7629149, 11.4200575 48.7631785, 11.4198925 48.7632434, 11.4197333 48.7632919, 11.419649 48.7633056, 11.4195671 48.7633066)",,,,
145069384,True,Taschenturmstraße,residential,30,False,94.616,"LINESTRING (11.4213087 48.7624557, 11.4212928 48.7624251, 11.4212636 48.7624031, 11.4208691 48.7622247, 11.4207477 48.7621601, 11.4206504 48.7620978, 11.4203833 48.7618779)",,,,
145069371,False,Schäffbräustraße,residential,30,False,16.376,"LINESTRING (11.4223917 48.7616541, 11.422191 48.7615894)",,,,
"[25148808, 25148803]",False,Bei der Schleifmühle,residential,30,False,57.126999999999995,"LINESTRING (11.4223917 48.7616541, 11.4223395 48.7617251, 11.4221656 48.7619745, 11.4219447 48.7619073)",,,,
145069371,False,Schäffbräustraße,residential,30,True,81.929,"LINESTRING (11.4223917 48.7616541, 11.4225773 48.7616831, 11.4227919 48.7617329, 11.4228235 48.7617516, 11.4228493 48.7617666, 11.4229192 48.7617831, 11.4234448 48.7618862)",,,,
145069369,False,Schäffbräustraße,residential,30,True,3.802,"LINESTRING (11.4234448 48.7618862, 11.4234783 48.7618601)",,,,
"[29002248, 29002251]",True,"['Sauerstraße', 'Schäffbräustraße']",residential,30,False,163.558,"LINESTRING (11.4234448 48.7618862, 11.4234073 48.7619491, 11.423335 48.7620356, 11.4230972 48.7624129, 11.4230468 48.7625133, 11.4230248 48.7625789, 11.4230157 48.762626, 11.4230305 48.762659, 11.4230709 48.7626797, 11.4231411 48.7626945, 11.4234557 48.7627053, 11.4237182 48.7627161, 11.4239873 48.7627285)",,,,
145069371,False,Schäffbräustraße,residential,30,False,81.92899999999999,"LINESTRING (11.4234448 48.7618862, 11.4229192 48.7617831, 11.4228493 48.7617666, 11.4228235 48.7617516, 11.4227919 48.7617329, 11.4225773 48.7616831, 11.4223917 48.7616541)",,,,
434713632,False,Paradeplatz,unclassified,30,True,47.2,"LINESTRING (11.4305719 48.7656538, 11.4299792 48.7654878)",,,,
"[987493081, 24692391]",False,Esplanade,unclassified,30,False,88.298,"LINESTRING (11.4305719 48.7656538, 11.4306019 48.7656285, 11.4306515 48.7656265, 11.4308478 48.765674, 11.4312235 48.7657767, 11.4315444 48.765853, 11.4316861 48.7658841)",2,,,
144659495,True,Unterer Graben,residential,30,False,42.05,"LINESTRING (11.4305719 48.7656538, 11.4304304 48.7658272, 11.4302916 48.7659837)",2,,,
104236367,False,Harderstraße,unclassified,30,False,2.549,"LINESTRING (11.4226451 48.7667481, 11.4226587 48.766727)",2,,10,
35926319,True,Gymnasiumstraße,residential,30,False,37.778999999999996,"LINESTRING (11.4203149 48.7673687, 11.4204764 48.7672337, 11.4206402 48.7671052)",1,,,
35926319,True,Gymnasiumstraße,residential,30,False,159.36599999999999,"LINESTRING (11.4206402 48.7671052, 11.4208877 48.7669924, 11.4210451 48.7669164, 11.4212959 48.7668118, 11.4213777 48.7667879, 11.4214037 48.766781, 11.4215421 48.7667463, 11.4217077 48.7667154, 11.4218456 48.7667002, 11.4219901 48.7666987, 11.4221814 48.766707, 11.4225658 48.7667411, 11.4226451 48.7667481)",1,,,
32230349,True,Jesuitenstraße,residential,30,False,173.94799999999998,"LINESTRING (11.4207404 48.7658131, 11.4195274 48.7657535, 11.4191605 48.7657372, 11.4186742 48.7657241, 11.4183717 48.7657217)",,,,
145069342,True,Neubaustraße,residential,30,False,148.38800000000003,"LINESTRING (11.4207404 48.7658131, 11.4206462 48.7662406, 11.4205794 48.7666046, 11.420559 48.7666666, 11.4205288 48.7668286, 11.420503 48.7669411, 11.4205072 48.7669917, 11.420555 48.7670483, 11.4206402 48.7671052)",,,,
"[88903243, 29002239]",True,Oberer Graben,residential,30,False,238.84500000000003,"LINESTRING (11.4183717 48.7657217, 11.4184647 48.7659732, 11.4184913 48.7660406, 11.4185435 48.7661069, 11.4185983 48.7661563, 11.4195693 48.7669607, 11.4201662 48.7673493, 11.4202487 48.7673719, 11.4203149 48.7673687)",,,,
29119898,False,Harderstraße,unclassified,,True,19.271,"LINESTRING (11.4236903 48.7652817, 11.4236353 48.7653509, 11.4235646 48.7654339)",2,,10,
145069331,True,Kupferstraße,unclassified,30,False,202.256,"LINESTRING (11.4236903 48.7652817, 11.4236569 48.7652759, 11.4234977 48.7652457, 11.4233525 48.7652151, 11.422945 48.7651445, 11.4224336 48.7650765, 11.4218147 48.7650069, 11.4210925 48.7649231, 11.4209981 48.7648965)",1,,,
"[107677354, 145069362]",True,Schrannenstraße,residential,30,False,106.599,"LINESTRING (11.4236903 48.7652817, 11.4237815 48.7652927, 11.4243331 48.7653494, 11.4243773 48.7653532, 11.4251302 48.7654158)",1,,,
"[145069272, 991657925]",False,Am Stein,unclassified,10,True,54.897999999999996,"LINESTRING (11.4236903 48.7652817, 11.4237237 48.7652253, 11.4238043 48.7650392, 11.4238758 48.7648937, 11.4239371 48.764817)",2,,,
32230348,True,Konviktstraße,residential,30,False,103.87,"LINESTRING (11.4209981 48.7648965, 11.4209486 48.7649774, 11.4207404 48.7658131)",,,,
145069287,False,Bergbräustraße,unclassified,30,False,186.92400000000004,"LINESTRING (11.4209981 48.7648965, 11.4206246 48.7648075, 11.4201994 48.7647125, 11.4199201 48.7646274, 11.4195967 48.764507, 11.4195619 48.7644896, 11.4192493 48.7643329, 11.4192299 48.7643231, 11.4191823 48.7643021, 11.4191137 48.7642734, 11.418894 48.7641644, 11.4187727 48.7641054)",,,,
"[145069328, 145069363]",True,"['Schulstraße', 'Konviktstraße']",residential,30,False,254.18,"LINESTRING (11.4209981 48.7648965, 11.4211269 48.7645013, 11.4224326 48.7646907, 11.4225736 48.7647124, 11.4227301 48.7647262, 11.4232575 48.7647725, 11.4236123 48.764793, 11.423855 48.764811, 11.4239371 48.764817)",,,,
"[103396186, 32084380]",False,Kreuzschmiedgasse,residential,30,False,37.168000000000006,"LINESTRING (11.4188376 48.7636687, 11.4189378 48.7638391, 11.4189769 48.7639884)",,,,
32229976,False,Gerbergasse,living_street,,False,55.934,"LINESTRING (11.4188376 48.7636687, 11.4188048 48.7635984, 11.4188052 48.7635724, 11.4188827 48.7633667, 11.4189083 48.7633414, 11.4190719 48.7632217)",,,,
32229975,True,Griesbadgasse,living_street,,False,18.093,"LINESTRING (11.4190719 48.7632217, 11.4188685 48.7631295)",,,,
32229976,False,Gerbergasse,living_street,,True,55.934,"LINESTRING (11.4190719 48.7632217, 11.4189083 48.7633414, 11.4188827 48.7633667, 11.4188052 48.7635724, 11.4188048 48.7635984, 11.4188376 48.7636687)",,,,
32229975,True,Griesbadgasse,living_street,,False,27.807,"LINESTRING (11.4188685 48.7631295, 11.4188179 48.7630916, 11.4187805 48.7630515, 11.4186953 48.7629097)",,,,
32202011,False,Anatomiestraße,residential,30,True,15.536999999999999,"LINESTRING (11.4188261 48.7625209, 11.4187419 48.762452, 11.4186931 48.7624121)",,,,
37451605,False,Griesbadgasse,living_street,,True,27.214,"LINESTRING (11.4188261 48.7625209, 11.4185629 48.7626522, 11.4185479 48.7626775)",,,,
37649447,False,Anatomiestraße,residential,30,False,137.101,"LINESTRING (11.4188261 48.7625209, 11.4189266 48.7625337, 11.4190141 48.7625133, 11.4191486 48.7624624, 11.4194992 48.7623011, 11.4197518 48.7621827, 11.4203833 48.7618779)",,,,
37451605,False,Griesbadgasse,living_street,,False,27.214,"LINESTRING (11.4185479 48.7626775, 11.4185629 48.7626522, 11.4188261 48.7625209)",,,,
32229975,True,Griesbadgasse,living_street,,False,28.025000000000002,"LINESTRING (11.4186953 48.7629097, 11.4185587 48.7627051, 11.4185479 48.7626775)",,,,
32229973,True,Griesbadgasse,residential,,False,37.897,"LINESTRING (11.4195671 48.7633066, 11.4193986 48.7632908, 11.4192531 48.7632765, 11.419155 48.7632512, 11.4190719 48.7632217)",,,,
145069316,False,Griesmühlstraße,residential,30,False,15.562999999999999,"LINESTRING (11.4195671 48.7633066, 11.4195569 48.7633702, 11.4195484 48.763446)",,,,
145069394,True,Wagnerwirtsgasse,residential,30,False,47.501000000000005,"LINESTRING (11.4219569 48.7610454, 11.4222166 48.7611351, 11.4225273 48.7612481)",1,,,
145069286,True,Bei der Schleifmühle,residential,30,False,81.28800000000001,"LINESTRING (11.423448 48.7614065, 11.4233622 48.7615037, 11.4231849 48.7614553, 11.4229674 48.7614197, 11.4227683 48.7614138, 11.4225881 48.7614265, 11.4224464 48.7614306)",1,,,
145069391,False,Wagnerwirtsgasse,residential,30,False,28.502000000000002,"LINESTRING (11.423448 48.7614065, 11.4236169 48.7614763, 11.4237916 48.7615247)",,,,
145069284,False,Bei der Schleifmühle,unclassified,30,False,21.259,"LINESTRING (11.4225273 48.7612481, 11.4224878 48.7613039, 11.4224464 48.7614306)",1,,,
145069394,True,Wagnerwirtsgasse,residential,30,False,72.96600000000001,"LINESTRING (11.4225273 48.7612481, 11.42273 48.7612291, 11.4228686 48.7612241, 11.4229363 48.761227, 11.4230036 48.761237, 11.4231243 48.7612702, 11.4232282 48.7613099, 11.423448 48.7614065)",1,,,
"[32229741, 32229742]",True,Bei der Schleifmühle,unclassified,30,False,27.558,"LINESTRING (11.4224464 48.7614306, 11.4223429 48.7614464, 11.4222641 48.7614919, 11.422191 48.7615894)",1,,,
145069284,False,Bei der Schleifmühle,unclassified,30,True,21.259,"LINESTRING (11.4224464 48.7614306, 11.4224878 48.7613039, 11.4225273 48.7612481)",1,,,
145069280,True,Bauhofstraße,residential,30,False,97.35900000000001,"LINESTRING (11.4245298 48.7607977, 11.4239776 48.7613125, 11.4237916 48.7615247)",,,,
32201044,False,Donaustraße,residential,30,False,21.54,"LINESTRING (11.4263982 48.7611599, 11.4264362 48.7610711, 11.4264994 48.7609786)",2,,,
32201044,False,Donaustraße,residential,30,True,41.603,"LINESTRING (11.4263982 48.7611599, 11.4263559 48.7612655, 11.426307 48.7613536, 11.4262521 48.7614337, 11.4261904 48.7615063)",2,,,
"[145069336, 849455034]",True,Münzbergstraße,residential,30,False,82.462,"LINESTRING (11.4263982 48.7611599, 11.4262833 48.7611517, 11.4259712 48.7611296, 11.4258489 48.7611186, 11.4257289 48.7611027, 11.4252927 48.7610306)",,,,
145069369,False,Schäffbräustraße,residential,30,False,43.814,"LINESTRING (11.4237916 48.7615247, 11.4236222 48.761696, 11.4234783 48.7618601)",,,,
"[279408220, 145069373, 279408222]",True,Spitalstraße,residential,30,False,141.044,"LINESTRING (11.4237916 48.7615247, 11.4240241 48.7616097, 11.4241703 48.7616676, 11.4248638 48.7619423, 11.4252656 48.7621102, 11.4253431 48.7621425, 11.4254371 48.7621818)",,,,
145069391,False,Wagnerwirtsgasse,residential,30,True,28.502000000000002,"LINESTRING (11.4237916 48.7615247, 11.4236169 48.7614763, 11.423448 48.7614065)",,,,
32201172,False,Rathausplatz,unclassified,20,True,47.009,"LINESTRING (11.4254371 48.7621818, 11.4253642 48.7622767, 11.4253487 48.7622962, 11.425309 48.7623464, 11.425239 48.7624376, 11.4251475 48.762559)",,,,
145069294,False,Donaustraße,unclassified,20,False,59.812,"LINESTRING (11.4254371 48.7621818, 11.4254651 48.762147, 11.4254978 48.7621058, 11.425733 48.7618646, 11.4258909 48.7617362)",2,,,
"[889393574, 887661222]",False,Schutterstraße,unclassified,20,True,47.142,"LINESTRING (11.4254371 48.7621818, 11.4256851 48.7622712, 11.4257559 48.7622967, 11.4258962 48.7623473, 11.4260014 48.7623852)",2,,,
32201042,False,Donaustraße,unclassified,30,True,33.871,"LINESTRING (11.4261904 48.7615063, 11.426095 48.7616025, 11.4258909 48.7617362)",,,,
32201044,False,Donaustraße,residential,30,False,41.602999999999994,"LINESTRING (11.4261904 48.7615063, 11.4262521 48.7614337, 11.426307 48.7613536, 11.4263559 48.7612655, 11.4263982 48.7611599)",2,,,
145069374,True,Steuartstraße,residential,30,False,70.09000000000002,"LINESTRING (11.4261904 48.7615063, 11.4262761 48.7615033, 11.426545 48.761494, 11.4270656 48.761476, 11.4271 48.7614748, 11.4271453 48.7614732)",,,,
24872465,False,Am Bachl,residential,30,False,30.868000000000002,"LINESTRING (11.4264994 48.7609786, 11.4263869 48.7609415, 11.4263136 48.7609173, 11.426241 48.760878, 11.4261864 48.760808)",,,,
"[887476722, 32201044]",False,Donaustraße,residential,30,False,44.806,"LINESTRING (11.4264994 48.7609786, 11.4266121 48.7609085, 11.426736 48.7608472, 11.4269952 48.7607458)",2,,,
32201044,False,Donaustraße,residential,30,True,21.54,"LINESTRING (11.4264994 48.7609786, 11.4264362 48.7610711, 11.4263982 48.7611599)",2,,,
24872465,False,Am Bachl,residential,30,True,30.868000000000002,"LINESTRING (11.4261864 48.760808, 11.426241 48.760878, 11.4263136 48.7609173, 11.4263869 48.7609415, 11.4264994 48.7609786)",,,,
208445147,True,Am Bachl,residential,30,False,66.64800000000001,"LINESTRING (11.4261864 48.760808, 11.4261121 48.7607329, 11.4261777 48.7605839, 11.4261872 48.7605485, 11.4261763 48.7605102, 11.4261572 48.7604762, 11.4260322 48.7603545, 11.4259246 48.7602892)",,,,
984732467,True,Esplanade,tertiary,20,False,54.181999999999995,"LINESTRING (11.4316861 48.7658841, 11.4317701 48.7659818, 11.4317949 48.7660411, 11.4318081 48.7660729, 11.4318152 48.7661324, 11.4318085 48.7662166, 11.4317547 48.7663484)",,,,
"[987493081, 24692391]",False,Esplanade,unclassified,30,True,88.298,"LINESTRING (11.4316861 48.7658841, 11.4315444 48.765853, 11.4312235 48.7657767, 11.4308478 48.765674, 11.4306515 48.7656265, 11.4306019 48.7656285, 11.4305719 48.7656538)",2,,,
32200762,True,Unterer Graben,residential,30,False,82.95499999999998,"LINESTRING (11.4302916 48.7659837, 11.4301713 48.7661261, 11.4299993 48.7662817, 11.4297092 48.766518, 11.4296203 48.7665817)",1,,,
144659489,True,Beckerstraße,residential,30,False,97.68100000000001,"LINESTRING (11.4302916 48.7659837, 11.4291539 48.7657038, 11.4290462 48.7656714)",,,,
24762523,True,Beckerstraße,residential,30,False,123.793,"LINESTRING (11.4290462 48.7656714, 11.4289118 48.7656415, 11.4279614 48.7655584, 11.4278241 48.7655391, 11.4273893 48.7654678)",,,,
"[28268963, 28268964]",False,"['Große Rosengasse', 'Kleine Rosengasse']",living_street,,False,143.33599999999998,"LINESTRING (11.4290462 48.7656714, 11.4290228 48.7657586, 11.4286991 48.7661769, 11.4289607 48.7662862, 11.4295172 48.76652, 11.4296203 48.7665817)",,,,
31773007,False,Schrannenstraße,residential,30,False,59.129,"LINESTRING (11.4265931 48.7654678, 11.425787 48.7654465)",,,,
"[300750370, 24982787]",True,Ziegelbräustraße,unclassified,"['30', '10']",False,58.95400000000001,"LINESTRING (11.4265931 48.7654678, 11.4265968 48.7653547, 11.4265968 48.7653109, 11.4265886 48.7651957, 11.4266252 48.7649389)",1,,,
31773007,False,Schrannenstraße,residential,30,True,59.129,"LINESTRING (11.425787 48.7654465, 11.4265931 48.7654678)",,,,
77670297,True,Proviantstraße,residential,30,False,14.134,"LINESTRING (11.425787 48.7654465, 11.425752 48.7655715)",,,,
32020916,True,Proviantstraße,residential,30,False,74.419,"LINESTRING (11.4257788 48.7663094, 11.4258088 48.7666965, 11.4258402 48.7669774)",,,,
144659492,False,Sebastianstraße,residential,30,False,79.59,"LINESTRING (11.4257788 48.7663094, 11.426158 48.7663491, 11.4268513 48.7664216)",,,,
144659492,False,Sebastianstraße,residential,30,False,176.55700000000002,"LINESTRING (11.4268513 48.7664216, 11.4274787 48.7665512, 11.4277649 48.7666103, 11.4281006 48.7666796, 11.428401 48.7667463, 11.4286624 48.7668043, 11.4287581 48.7668291, 11.4289809 48.7668898, 11.429117 48.766949)",,,,
144659492,False,Sebastianstraße,residential,30,True,79.59,"LINESTRING (11.4268513 48.7664216, 11.426158 48.7663491, 11.4257788 48.7663094)",,,,
144659496,False,Zipfelgasse,residential,,False,61.263999999999996,"LINESTRING (11.4268513 48.7664216, 11.4270548 48.7659823, 11.426921 48.7659574)",,,,
144659492,False,Sebastianstraße,residential,30,True,176.557,"LINESTRING (11.429117 48.766949, 11.4289809 48.7668898, 11.4287581 48.7668291, 11.4286624 48.7668043, 11.428401 48.7667463, 11.4281006 48.7666796, 11.4277649 48.7666103, 11.4274787 48.7665512, 11.4268513 48.7664216)",,,,
52572753,True,Schrannenstraße,residential,30,False,45.650000000000006,"LINESTRING (11.425752 48.7655715, 11.4254572 48.7655504, 11.425132 48.7655327)",1,,,
"[108210906, 887476721, 110778890, 108210904]",True,Proviantstraße,residential,30,False,82.41999999999999,"LINESTRING (11.425752 48.7655715, 11.4257368 48.7656237, 11.4257148 48.7657863, 11.4257418 48.7660382, 11.4257788 48.7663094)",,,,
30435490,False,Schrannenstraße,residential,30,True,12.999,"LINESTRING (11.425132 48.7655327, 11.4251302 48.7654158)",,,,
"[52572753, 32924042]",True,Schrannenstraße,residential,30,False,116.17,"LINESTRING (11.425132 48.7655327, 11.4243587 48.7654742, 11.4243363 48.765476, 11.4243107 48.7654825, 11.4242831 48.7654912, 11.4242525 48.7654951, 11.4241896 48.7654953, 11.4240934 48.7654878, 11.4236754 48.7654452, 11.4235646 48.7654339)",1,,,
1176872561,False,Schmalzingergasse,living_street,,False,4.163,"LINESTRING (11.4258966 48.7649277, 11.4259042 48.7648906)",,,,
24982784,True,Milchstraße,residential,10,False,145.263,"LINESTRING (11.4258966 48.7649277, 11.4258021 48.7649426, 11.4254612 48.7649582, 11.4250803 48.7649444, 11.4248229 48.7649297, 11.4247091 48.7649232, 11.4243684 48.7648839, 11.4240274 48.764831, 11.4239371 48.764817)",1,,,
24982784,True,Milchstraße,residential,10,False,53.417,"LINESTRING (11.4266252 48.7649389, 11.4258966 48.7649277)",1,,,
1176872559,False,Ziegelbräustraße,living_street,,False,2.751,"LINESTRING (11.4266252 48.7649389, 11.4266292 48.7649143)",1,,,
"[145069272, 991657925]",False,Am Stein,unclassified,10,False,54.897999999999996,"LINESTRING (11.4239371 48.764817, 11.4238758 48.7648937, 11.4238043 48.7650392, 11.4237237 48.7652253, 11.4236903 48.7652817)",2,,,
"[24762523, 32259255]",True,"['Holzmarkt', 'Beckerstraße']",residential,30,False,58.418,"LINESTRING (11.4273893 48.7654678, 11.4272411 48.7654591, 11.4272006 48.7654615, 11.427129 48.7654633, 11.4265931 48.7654678)",,,,
145069307,False,Georg-Oberhäußer-Straße,residential,30,False,34.861000000000004,"LINESTRING (11.4273893 48.7654678, 11.4274341 48.7653757, 11.4274923 48.7652605, 11.4275516 48.7651735)",,,,
145069307,False,Georg-Oberhäußer-Straße,residential,30,True,34.861000000000004,"LINESTRING (11.4275516 48.7651735, 11.4274923 48.7652605, 11.4274341 48.7653757, 11.4273893 48.7654678)",,,,
24598017,False,Höllbräugasse,residential,30,False,32.079,"LINESTRING (11.4239873 48.7627285, 11.4240715 48.7624454)",,,,
29002248,True,Sauerstraße,residential,30,False,69.586,"LINESTRING (11.4239873 48.7627285, 11.4241672 48.7627374, 11.4243329 48.7627549, 11.4245292 48.762789, 11.4248235 48.7628544, 11.4249062 48.7628734)",,,,
24598017,False,Höllbräugasse,residential,30,True,32.079,"LINESTRING (11.4240715 48.7624454, 11.4239873 48.7627285)",,,,
"[32124563, 753083363]",True,Tränktorstraße,unclassified,30,False,128.524,"LINESTRING (11.4271453 48.7614732, 11.4271833 48.7616086, 11.4272929 48.7623769, 11.4273043 48.7625265, 11.4273171 48.7626228)","['2', '1']",,,
"[749560273, 749560261]",False,Schutterstraße,unclassified,30,False,61.02499999999999,"LINESTRING (11.4282102 48.7625327, 11.4280884 48.7626021, 11.4280436 48.7626269, 11.4279173 48.7626911, 11.4277447 48.7627571, 11.427616 48.7627734, 11.427494 48.7627836)","['4', '3']",,,
749560262,True,,unclassified,,False,25.896,"LINESTRING (11.4282102 48.7625327, 11.4282955 48.7624514, 11.4284283 48.7623499)",2,,,
145069278,False,Am Viktualienmarkt,living_street,,False,93.43299999999999,"LINESTRING (11.4265152 48.7625704, 11.4264539 48.7626513, 11.4263988 48.762724, 11.426174 48.7630177, 11.4259716 48.76333)",,,,
"[1215634476, 889393574]",False,Schutterstraße,unclassified,20,False,42.923,"LINESTRING (11.4265152 48.7625704, 11.4263188 48.7624996, 11.4260014 48.7623852)",2,,,
"[718481107, 1215634476]",False,Schutterstraße,unclassified,20,True,60.789,"LINESTRING (11.4265152 48.7625704, 11.4271266 48.7627463, 11.4272128 48.7627642, 11.4272816 48.7627779)",2,,,
103687101,False,Hieronymusgasse,residential,10,True,5.9,"LINESTRING (11.4259716 48.76333, 11.4258938 48.7633164)",,,,
103687353,True,Hieronymusgasse,living_street,,False,58.986000000000004,"LINESTRING (11.4259716 48.76333, 11.4262321 48.7633688, 11.4267319 48.7634995)",,,,
145069278,False,Am Viktualienmarkt,living_street,,True,93.43300000000002,"LINESTRING (11.4259716 48.76333, 11.426174 48.7630177, 11.4263988 48.762724, 11.4264539 48.7626513, 11.4265152 48.7625704)",,,,
