osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,access
144068524,3,L 11,Strandstraße,secondary,False,False,10.696,"LINESTRING (11.7886501 54.0763045, 11.7887401 54.0762241)",,
29493001,1,,,primary_link,True,False,135.521,"LINESTRING (11.7869305 54.0757319, 11.7870988 54.0758748, 11.7873202 54.0759776, 11.7874718 54.0760368, 11.7876486 54.0760788, 11.7878714 54.0761108, 11.7881124 54.0761426, 11.7886264 54.076187, 11.7887401 54.0762241)",,
157989576,3,B 105,Hauptstraße,primary,False,True,28.036,"LINESTRING (11.7869305 54.0757319, 11.786977 54.0758082, 11.7870856 54.075967)",100,
27617568,1,,,primary_link,True,False,58.099999999999994,"LINESTRING (11.786883 54.0764491, 11.7869898 54.0763719, 11.7870648 54.0763091, 11.7871079 54.0762259, 11.7870912 54.0761293, 11.7870856 54.075967)",,
144068525,,,Straße des Friedens,residential,False,True,85.154,"LINESTRING (11.7965763 54.0746402, 11.7954614 54.0750384)",,
144068431,,,Am Hohlweg,residential,False,False,68.732,"LINESTRING (11.7965763 54.0746402, 11.7965153 54.0745602, 11.7961865 54.074345, 11.7960397 54.0742666, 11.7958821 54.0741825)",30,
144068471,,,Dammstraße,residential,False,False,227.78099999999998,"LINESTRING (11.7965763 54.0746402, 11.7976397 54.0739754, 11.7978115 54.073746, 11.7978633 54.0735926, 11.7978752 54.0735151, 11.7978491 54.0733335, 11.7977132 54.0731194, 11.7975494 54.0728981)",30,
144068489,,,Hundehäger Weg,residential,False,True,134.239,"LINESTRING (11.7965763 54.0746402, 11.7971678 54.0756992, 11.7972171 54.0757874)",,
144068471,,,Dammstraße,residential,False,True,33.781,"LINESTRING (11.7958387 54.0711259, 11.7959394 54.0714239)",30,
376224480,,L 11,Hauptstraße,secondary,False,False,80.77399999999999,"LINESTRING (11.7958387 54.0711259, 11.7968233 54.0710008, 11.7969386 54.0709827, 11.7970418 54.0709584)",,
