osmid,lanes,ref,highway,oneway,reversed,length,name,geometry,maxspeed
24876968,2,K 2529,tertiary,False,False,37.642,,"LINESTRING (11.7772131 51.6673414, 11.7777374 51.6672473)",
32063226,2,L 50,secondary,False,True,28.024,Leipziger Straße,"LINESTRING (11.7772131 51.6673414, 11.7774093 51.6671207)",
"[32068899, 364426027]","['2', '3']",L 50,secondary,False,"[False, True]",211.193,Leipziger Straße,"LINESTRING (11.7772131 51.6673414, 11.775919 51.6688025, 11.7758447 51.6688993, 11.775767 51.6690147)",
24876967,2,L 50,secondary,False,False,198.471,Magdeburger Straße,"LINESTRING (11.7748078 51.6714939, 11.7751871 51.6709404, 11.7753461 51.6707085, 11.7755656 51.6702546, 11.7756092 51.6700708, 11.7756328 51.6698849, 11.7756277 51.6697996)",
25943303,,,residential,False,True,236.007,Ernst-Thälmann-Straße,"LINESTRING (11.7748078 51.6714939, 11.7758569 51.6715775, 11.7767135 51.6716458, 11.7782023 51.6717644)",
"[32068876, 364426028]","['2', '3']",L 50,secondary,False,False,251.61900000000003,Magdeburger Straße,"LINESTRING (11.7748078 51.6714939, 11.7745886 51.6717401, 11.7740416 51.6723434, 11.7737985 51.6726106, 11.7735821 51.6729056, 11.7734937 51.6730403, 11.7733062 51.6732409, 11.773015 51.6734566)",
364426008,2,,residential,False,False,106.10400000000001,Köthener Straße,"LINESTRING (11.7758052 51.6747418, 11.7755841 51.6744433, 11.775158 51.6738761)",
25943304,,,residential,False,True,136.36700000000002,Wiesenstraße,"LINESTRING (11.7724667 51.6741412, 11.7716381 51.6740978, 11.7704922 51.6741095)",
"[32063224, 364425991]","['2', '3']",L 50,secondary,False,True,86.722,Bernburger Straße,"LINESTRING (11.7724667 51.6741412, 11.772505 51.6740561, 11.7725906 51.67384, 11.7727211 51.6736742, 11.7728326 51.6735764, 11.773015 51.6734566)",
25943304,,,residential,False,False,136.36700000000002,Wiesenstraße,"LINESTRING (11.7704922 51.6741095, 11.7716381 51.6740978, 11.7724667 51.6741412)",
"[32063209, 144534692, 32068878]",,,residential,False,False,372.273,Wiesenstraße,"LINESTRING (11.7704922 51.6741095, 11.7697918 51.6740459, 11.7693986 51.6740111, 11.76912 51.6739218, 11.7689211 51.673869, 11.7685557 51.6737804, 11.7684172 51.6737205, 11.7683467 51.6736235, 11.7683623 51.6735281, 11.7684978 51.6732499, 11.7685977 51.6730729, 11.7688583 51.6725219, 11.7689316 51.6723538, 11.7690141 51.6721167, 11.7689945 51.6718023)","['30', '10']"
82123318,,,residential,True,False,256.079,Wietschke,"LINESTRING (11.7689945 51.6718023, 11.7694161 51.6717766, 11.7695934 51.6718392, 11.7697046 51.6719169, 11.769973 51.6722556, 11.7702426 51.6724448, 11.7705128 51.6725434, 11.7718167 51.6729258, 11.7719581 51.6729503)",30
"[32063209, 144534692, 32068878]",,,residential,False,True,372.2729999999999,Wiesenstraße,"LINESTRING (11.7689945 51.6718023, 11.7690141 51.6721167, 11.7689316 51.6723538, 11.7688583 51.6725219, 11.7685977 51.6730729, 11.7684978 51.6732499, 11.7683623 51.6735281, 11.7683467 51.6736235, 11.7684172 51.6737205, 11.7685557 51.6737804, 11.7689211 51.673869, 11.76912 51.6739218, 11.7693986 51.6740111, 11.7697918 51.6740459, 11.7704922 51.6741095)","['30', '10']"
1095373901,,,residential,False,False,35.619,Wietschke,"LINESTRING (11.7719581 51.6729503, 11.7721396 51.6729383, 11.7724557 51.6728714)",30
32063236,,,residential,False,False,31.868,Walther-Rathenau-Straße,"LINESTRING (11.7724557 51.6728714, 11.7722138 51.6726272)",
"[25943305, 364426030]","['2', '3']",,residential,False,False,75.83999999999999,Platz des Friedens,"LINESTRING (11.7724557 51.6728714, 11.7725947 51.6730179, 11.7726989 51.6731239, 11.7729371 51.6734029, 11.773015 51.6734566)",
1095373901,,,residential,False,True,35.619,Wietschke,"LINESTRING (11.7724557 51.6728714, 11.7721396 51.6729383, 11.7719581 51.6729503)",30
32063236,,,residential,False,True,31.868,Walther-Rathenau-Straße,"LINESTRING (11.7722138 51.6726272, 11.7724557 51.6728714)",
32063236,,,residential,False,False,59.298,Walther-Rathenau-Straße,"LINESTRING (11.7722138 51.6726272, 11.7720209 51.6724873, 11.7718158 51.6723506, 11.771616 51.6722455)",
34562015,,,residential,True,False,204.169,Friedrich-Ebert-Straße,"LINESTRING (11.7722138 51.6726272, 11.7727148 51.6724433, 11.772975 51.6723029, 11.7731918 51.6721149, 11.7738046 51.6715513, 11.7740853 51.6712473)",
32063236,,,residential,False,False,7.823,Walther-Rathenau-Straße,"LINESTRING (11.771616 51.6722455, 11.7715256 51.672203)",
32063236,,,residential,False,True,59.298,Walther-Rathenau-Straße,"LINESTRING (11.771616 51.6722455, 11.7718158 51.6723506, 11.7720209 51.6724873, 11.7722138 51.6726272)",
32063236,,,residential,False,True,40.529,Walther-Rathenau-Straße,"LINESTRING (11.771057 51.671983, 11.7715256 51.672203)",
34562025,,,residential,False,False,81.33800000000001,Leninplatz,"LINESTRING (11.771057 51.671983, 11.7708931 51.6717312, 11.7706905 51.6714199, 11.7706509 51.6712981)",
666037239,,,residential,False,True,59.12700000000001,Pulverhof,"LINESTRING (11.771057 51.671983, 11.7709531 51.6720132, 11.7707597 51.6722352, 11.7707775 51.6722856, 11.7708521 51.6723206, 11.7710109 51.6723151)",
34562021,,,residential,False,True,70.182,Leninplatz,"LINESTRING (11.7706032 51.6708237, 11.77089 51.6708345, 11.7709301 51.6708325, 11.7710146 51.6704077)",
82117339,,,residential,False,False,48.974999999999994,Neumarktpassage,"LINESTRING (11.7706032 51.6708237, 11.7701566 51.6709239, 11.7699225 51.6709384)",
"[220149280, 32063235]",,,residential,False,False,40.261,"['Leninplatz', 'Rudolf-Breitscheid-Straße']","LINESTRING (11.7706032 51.6708237, 11.7705162 51.6705355, 11.7704834 51.6704697)",
"[220149281, 34562025]",,,residential,False,True,52.898,Leninplatz,"LINESTRING (11.7706032 51.6708237, 11.7706126 51.6709372, 11.770633 51.6711406, 11.7706396 51.6712636, 11.7706509 51.6712981)",
32063227,2,L 85,secondary,False,False,72.223,Braunschweiger Straße,"LINESTRING (11.7682214 51.6698355, 11.7685551 51.6695312, 11.7688184 51.6693019)",
32063235,,,residential,False,True,72.426,Rudolf-Breitscheid-Straße,"LINESTRING (11.7682214 51.6698355, 11.7685036 51.6699147, 11.7685456 51.6699265, 11.7688969 51.6700179, 11.769174 51.6701087)",
32068890,2,L 85,secondary,False,False,216.32199999999997,Große Freiheit,"LINESTRING (11.7682214 51.6698355, 11.7680496 51.669911, 11.7677956 51.6699821, 11.7674126 51.6700663, 11.7658666 51.6703802, 11.7657016 51.6704168, 11.7655514 51.6704576, 11.7654575 51.6705075, 11.7653503 51.670574)",
1012573643,,,residential,False,False,178.289,Saalestraße,"LINESTRING (11.7682214 51.6698355, 11.767021 51.6691878, 11.7669544 51.6691519, 11.7663583 51.6687288)",
26180771,,,unclassified,False,True,114.14699999999999,Wietschke,"LINESTRING (11.7659034 51.6719859, 11.7650765 51.6721208, 11.764814 51.6721508, 11.7644995 51.6721361, 11.7642933 51.6720923)",
32050294,,,residential,True,False,63.116,Wietschke,"LINESTRING (11.7659034 51.6719859, 11.7663502 51.6719604, 11.7667576 51.6719224, 11.7668115 51.671917)",30
32063216,,,residential,False,False,131.368,Rotkehlchenweg,"LINESTRING (11.7659034 51.6719859, 11.7656615 51.6728353, 11.7655757 51.6731497)",
32068888,2,L 85,secondary,False,False,17.567,Dr.-Wilhelm-Külz-Straße,"LINESTRING (11.7750996 51.6694269, 11.7753496 51.6694572)",
32068888,2,L 85,secondary,False,True,235.94,Dr.-Wilhelm-Külz-Straße,"LINESTRING (11.7750996 51.6694269, 11.7740972 51.669305, 11.7738882 51.669285, 11.7735459 51.6692469, 11.7735211 51.6692435, 11.7731554 51.6691977, 11.7726725 51.6691193, 11.7724907 51.6690859, 11.7721295 51.6690141, 11.7717683 51.6689541)",
34561500,,,residential,False,True,33.07,Rothenburger Straße,"LINESTRING (11.7750996 51.6694269, 11.7750979 51.6692603, 11.7750347 51.6691355)",
24876968,2,K 2529,tertiary,False,True,37.642,,"LINESTRING (11.7777374 51.6672473, 11.7772131 51.6673414)",
182928006,2,K 2529,tertiary,False,False,26.649,,"LINESTRING (11.7777374 51.6672473, 11.7774093 51.6671207)",
32068891,,,residential,False,True,73.431,Rotkehlchenweg,"LINESTRING (11.7655757 51.6731497, 11.7653386 51.6737935)",
32063216,,,residential,False,True,131.368,Rotkehlchenweg,"LINESTRING (11.7655757 51.6731497, 11.7656615 51.6728353, 11.7659034 51.6719859)",
32063221,,,residential,False,False,343.72299999999996,Rotkehlchenweg,"LINESTRING (11.7655757 51.6731497, 11.7654869 51.6731458, 11.7637523 51.6735199, 11.7637054 51.6735295, 11.7636491 51.6735249, 11.7636122 51.6734941, 11.7634653 51.6732388, 11.7632407 51.6730263, 11.7631931 51.6729722, 11.7631716 51.6729048, 11.7631851 51.6728825, 11.763248 51.672844, 11.763411 51.672778, 11.7635022 51.6727073, 11.7635719 51.6726383, 11.7636566 51.6724334, 11.7637195 51.6723569, 11.7639801 51.6722431, 11.7641897 51.6722072, 11.7642652 51.672159, 11.7642933 51.6720923)",
32068892,,,residential,False,True,53.292,Rotkehlchenweg,"LINESTRING (11.7652233 51.6742646, 11.7652121 51.6741802, 11.7653386 51.6737935)",
26180771,,,unclassified,False,False,114.14699999999999,Wietschke,"LINESTRING (11.7642933 51.6720923, 11.7644995 51.6721361, 11.764814 51.6721508, 11.7650765 51.6721208, 11.7659034 51.6719859)",
32063221,,,residential,False,True,343.723,Rotkehlchenweg,"LINESTRING (11.7642933 51.6720923, 11.7642652 51.672159, 11.7641897 51.6722072, 11.7639801 51.6722431, 11.7637195 51.6723569, 11.7636566 51.6724334, 11.7635719 51.6726383, 11.7635022 51.6727073, 11.763411 51.672778, 11.763248 51.672844, 11.7631851 51.6728825, 11.7631716 51.6729048, 11.7631931 51.6729722, 11.7632407 51.6730263, 11.7634653 51.6732388, 11.7636122 51.6734941, 11.7636491 51.6735249, 11.7637054 51.6735295, 11.7637523 51.6735199, 11.7654869 51.6731458, 11.7655757 51.6731497)",
32068891,,,residential,False,False,73.431,Rotkehlchenweg,"LINESTRING (11.7653386 51.6737935, 11.7655757 51.6731497)",
32068892,,,residential,False,False,53.292,Rotkehlchenweg,"LINESTRING (11.7653386 51.6737935, 11.7652121 51.6741802, 11.7652233 51.6742646)",
32229649,,,residential,False,True,55.537,Saalestraße,"LINESTRING (11.7648398 51.6681027, 11.7655537 51.6683338)",
32229655,,,residential,False,True,158.72799999999998,Drosselweg,"LINESTRING (11.7648398 51.6681027, 11.7647559 51.6682003, 11.7643848 51.6689169, 11.7642109 51.6694707)",
1012573643,,,residential,False,False,9.217,Saalestraße,"LINESTRING (11.7663583 51.6687288, 11.7662517 51.6686788)",
32229651,,,residential,False,False,183.559,Lorenzburg,"LINESTRING (11.7663583 51.6687288, 11.7664399 51.6687067, 11.7671904 51.6688677, 11.7673442 51.6689049, 11.7677841 51.6690295, 11.7684906 51.6692423, 11.7687164 51.6692963, 11.7688184 51.6693019)",
1012573643,,,residential,False,True,178.289,Saalestraße,"LINESTRING (11.7663583 51.6687288, 11.7669544 51.6691519, 11.767021 51.6691878, 11.7682214 51.6698355)",
34562027,,,residential,True,False,67.595,Marktstraße,"LINESTRING (11.7688184 51.6693019, 11.7697471 51.6694963)",
"[1012573650, 32063227]",2,L 85,secondary,False,False,69.518,"['Dr.-Wilhelm-Külz-Straße', 'Braunschweiger Straße']","LINESTRING (11.7688184 51.6693019, 11.7689648 51.6691101, 11.7691082 51.6689926, 11.7692209 51.6689481, 11.7693497 51.6689235, 11.7695077 51.6689082)",
32063227,2,L 85,secondary,False,True,72.223,Braunschweiger Straße,"LINESTRING (11.7688184 51.6693019, 11.7685551 51.6695312, 11.7682214 51.6698355)",
32229651,,,residential,False,True,183.559,Lorenzburg,"LINESTRING (11.7688184 51.6693019, 11.7687164 51.6692963, 11.7684906 51.6692423, 11.7677841 51.6690295, 11.7673442 51.6689049, 11.7671904 51.6688677, 11.7664399 51.6687067, 11.7663583 51.6687288)",
32229658,,,living_street,False,True,84.198,Hospitalstraße,"LINESTRING (11.7695069 51.6688427, 11.7697723 51.6681036)",
1012573642,,,residential,False,False,7.283,Großer Mühlberg,"LINESTRING (11.7695069 51.6688427, 11.7695077 51.6689082)",
793947380,,,residential,False,True,232.17999999999998,Großer Mühlberg,"LINESTRING (11.7695069 51.6688427, 11.7693193 51.6688211, 11.7691068 51.6688236, 11.7686218 51.6688332, 11.7676285 51.6687945, 11.7671456 51.6687091, 11.7664595 51.6685871, 11.7663967 51.6685898, 11.7662517 51.6686788)",
1012573642,,,residential,False,True,7.283,Großer Mühlberg,"LINESTRING (11.7695077 51.6689082, 11.7695069 51.6688427)",
32068888,2,L 85,secondary,False,False,157.028,Dr.-Wilhelm-Külz-Straße,"LINESTRING (11.7695077 51.6689082, 11.7699626 51.6689064, 11.7704662 51.6689093, 11.7712703 51.6688788, 11.7714792 51.6689054, 11.7717683 51.6689541)",
"[1012573650, 32063227]",2,L 85,secondary,False,True,69.518,"['Dr.-Wilhelm-Külz-Straße', 'Braunschweiger Straße']","LINESTRING (11.7695077 51.6689082, 11.7693497 51.6689235, 11.7692209 51.6689481, 11.7691082 51.6689926, 11.7689648 51.6691101, 11.7688184 51.6693019)",
1012573643,,,residential,False,True,9.217,Saalestraße,"LINESTRING (11.7662517 51.6686788, 11.7663583 51.6687288)",
32229649,,,residential,False,False,61.582,Saalestraße,"LINESTRING (11.7662517 51.6686788, 11.7662203 51.6686586, 11.7655537 51.6683338)",
