osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,width,geometry
37929028,2,,Bahnhofstraße,residential,,False,False,196.88,,"LINESTRING (10.9895916 51.1625456, 10.9894441 51.1624926, 10.9891931 51.1623148, 10.9881734 51.1622135, 10.9880876 51.1622135, 10.9880233 51.1622302, 10.9879939 51.1622605, 10.9879872 51.1622992, 10.9880308 51.1629058)"
37929029,,,Bahnhofstraße,residential,,True,False,122.288,,"LINESTRING (10.9895916 51.1625456, 10.9894564 51.1627093, 10.9889265 51.1627768, 10.9880308 51.1629058)"
641830854,,,Bahnhofstraße,residential,,False,True,18.359,,"LINESTRING (10.9895916 51.1625456, 10.9896505 51.1625476, 10.9898545 51.1625545)"
37929028,2,,Bahnhofstraße,residential,,False,False,170.53,,"LINESTRING (10.9880308 51.1629058, 10.9881387 51.1633272, 10.988259 51.1639125, 10.9883168 51.1644279)"
37929028,2,,Bahnhofstraße,residential,,False,True,196.88,,"LINESTRING (10.9880308 51.1629058, 10.9879872 51.1622992, 10.9879939 51.1622605, 10.9880233 51.1622302, 10.9880876 51.1622135, 10.9881734 51.1622135, 10.9891931 51.1623148, 10.9894441 51.1624926, 10.9895916 51.1625456)"
37929030,,,Florian-Geyer-Straße,residential,,False,True,11.487,,"LINESTRING (10.9889274 51.1666044, 10.9887628 51.1666)"
37929030,,,Florian-Geyer-Straße,residential,,False,False,178.515,,"LINESTRING (10.9889274 51.1666044, 10.9890527 51.1665853, 10.9891899 51.1665625, 10.9899152 51.1664417, 10.9913961 51.1661793)"
1076845694,2,B 176,Straße der Jugend,primary,50,False,False,6.101,,"LINESTRING (10.9918162 51.1626931, 10.9918978 51.1627129)"
38069512,,,Fabrikstraße,residential,,True,False,102.033,,"LINESTRING (10.9918162 51.1626931, 10.9914203 51.1633915, 10.9913515 51.1635295, 10.9913683 51.1635595)"
"[1076845683, 1076845676, 1076845694]",2,B 176,Straße der Jugend,primary,50,False,True,137.96599999999998,,"LINESTRING (10.9918162 51.1626931, 10.9915974 51.1626576, 10.9914283 51.1626366, 10.9912822 51.1626231, 10.9911351 51.1626115, 10.990904 51.1625962, 10.9905982 51.1625784, 10.9903093 51.1625691, 10.9901323 51.1625634, 10.9898545 51.1625545)"
37726603,,,Fabrikstraße,residential,30,False,True,151.835,,"LINESTRING (10.9913683 51.1635595, 10.9923813 51.1633807, 10.9928541 51.1632972, 10.9928957 51.1632703, 10.9929049 51.1632347, 10.9928456 51.1630359, 10.9928483 51.1629695, 10.9928694 51.1629158)"
47029847,,,Fabrikstraße,residential,,False,False,128.907,,"LINESTRING (10.9913683 51.1635595, 10.9904961 51.1637165, 10.9902155 51.1637708, 10.9896823 51.1638598, 10.9895888 51.1638467)"
38069502,,,Ernst-Thälmann-Straße,residential,,False,True,21.486,,"LINESTRING (10.9923549 51.1623066, 10.9926121 51.1622774, 10.9926576 51.1622707)"
38069503,,,Ernst-Thälmann-Straße,residential,,False,False,58.706,,"LINESTRING (10.9923549 51.1623066, 10.9921072 51.162318, 10.9919065 51.1623142, 10.9915143 51.1623015)"
47029846,,,Ernst-Thälmann-Straße,residential,,False,False,9.847,,"LINESTRING (10.9923549 51.1623066, 10.992341 51.1623376, 10.9922865 51.1623824)"
38069508,,,August-Bebel-Straße,residential,,False,True,84.346,,"LINESTRING (10.9926576 51.1622707, 10.9925269 51.1615166)"
38069502,,,Ernst-Thälmann-Straße,residential,,False,False,21.486,,"LINESTRING (10.9926576 51.1622707, 10.9926121 51.1622774, 10.9923549 51.1623066)"
38069509,,,Ernst-Thälmann-Straße,residential,,False,True,179.471,,"LINESTRING (10.9926576 51.1622707, 10.9929128 51.1622179, 10.993358 51.1621404, 10.9937636 51.1620445, 10.9940671 51.1619753, 10.9942031 51.1619174, 10.9943259 51.1618506, 10.9944375 51.1617168, 10.9945613 51.1616181, 10.9946586 51.161564, 10.9947803 51.1614737)"
38069503,,,Ernst-Thälmann-Straße,residential,,False,False,43.281,,"LINESTRING (10.9915143 51.1623015, 10.9908945 51.1622809)"
38069503,,,Ernst-Thälmann-Straße,residential,,False,True,58.706,,"LINESTRING (10.9915143 51.1623015, 10.9919065 51.1623142, 10.9921072 51.162318, 10.9923549 51.1623066)"
38069506,,,Schmiedestraße,residential,,False,False,81.218,,"LINESTRING (10.9915143 51.1623015, 10.9915578 51.1617964, 10.9915228 51.1615729)"
42328285,,,Mühlenstraße,residential,,False,True,13.475,,"LINESTRING (10.9896124 51.1606791, 10.9897025 51.1607863)"
42328285,,,Mühlenstraße,residential,,False,False,5.028,,"LINESTRING (10.9896867 51.1612687, 10.9896888 51.1612235)"
38069504,,,Kurze Straße,residential,,False,False,45.729,,"LINESTRING (10.9896867 51.1612687, 10.9899951 51.161276, 10.9903422 51.1612796)"
42328285,,,Mühlenstraße,residential,,False,True,119.293,,"LINESTRING (10.9896867 51.1612687, 10.9896699 51.1614762, 10.9897018 51.1619253, 10.989933 51.1623147)"
47029842,,,Clara-Zetkin-Straße,residential,,False,True,13.222,,"LINESTRING (10.9903422 51.1612796, 10.9903597 51.1611612)"
38069504,,,Kurze Straße,residential,,False,True,45.729,,"LINESTRING (10.9903422 51.1612796, 10.9899951 51.161276, 10.9896867 51.1612687)"
47029842,,,Clara-Zetkin-Straße,residential,,False,False,112.806,,"LINESTRING (10.9903422 51.1612796, 10.9903055 51.1618075, 10.9902587 51.1622927)"
38069503,,,Ernst-Thälmann-Straße,residential,,False,False,22.843,,"LINESTRING (10.9902587 51.1622927, 10.989933 51.1623147)"
38069503,,,Ernst-Thälmann-Straße,residential,,False,True,44.355000000000004,,"LINESTRING (10.9902587 51.1622927, 10.990296 51.162292, 10.9903342 51.1622913, 10.9908526 51.1622817, 10.9908945 51.1622809)"
47029842,,,Clara-Zetkin-Straße,residential,,False,True,112.806,,"LINESTRING (10.9902587 51.1622927, 10.9903055 51.1618075, 10.9903422 51.1612796)"
38069503,,,Ernst-Thälmann-Straße,residential,,False,True,43.281,,"LINESTRING (10.9908945 51.1622809, 10.9915143 51.1623015)"
38069503,,,Ernst-Thälmann-Straße,residential,,False,False,44.355,,"LINESTRING (10.9908945 51.1622809, 10.9908526 51.1622817, 10.9903342 51.1622913, 10.990296 51.162292, 10.9902587 51.1622927)"
38069505,,,Käthe-Kollwitz-Straße,residential,,False,False,140.954,,"LINESTRING (10.9908945 51.1622809, 10.9908962 51.1619163, 10.9909864 51.1614731, 10.9910845 51.1611805, 10.9911206 51.1610249)"
38069515,,,Damaschkestraße,residential,,False,False,20.28,,"LINESTRING (10.9911206 51.1610249, 10.9914111 51.1610163)"
38069505,,,Käthe-Kollwitz-Straße,residential,,False,True,140.954,,"LINESTRING (10.9911206 51.1610249, 10.9910845 51.1611805, 10.9909864 51.1614731, 10.9908962 51.1619163, 10.9908945 51.1622809)"
38069515,,,Damaschkestraße,residential,,False,True,57.840999999999994,,"LINESTRING (10.9911206 51.1610249, 10.9909272 51.1610322, 10.9907169 51.1611459, 10.9903597 51.1611612)"
38069508,,,August-Bebel-Straße,residential,,False,False,52.736,,"LINESTRING (10.9925603 51.1610428, 10.9925269 51.1615166)"
"[38069515, 1076845691, 1076845692]",,,Damaschkestraße,residential,,False,True,80.269,,"LINESTRING (10.9925603 51.1610428, 10.9925057 51.1610411, 10.9917075 51.1610145, 10.9916547 51.1610132, 10.9915129 51.1610098, 10.9914111 51.1610163)"
1076845693,,,Damaschkestraße,residential,,False,False,165.589,,"LINESTRING (10.9925603 51.1610428, 10.9929132 51.1609726, 10.9932726 51.1609642, 10.9934682 51.1609922, 10.993795 51.1610389, 10.9939354 51.1610715, 10.9943524 51.1611733, 10.9948172 51.1613075)"
38069509,,,Ernst-Thälmann-Straße,residential,,False,False,179.471,,"LINESTRING (10.9947803 51.1614737, 10.9946586 51.161564, 10.9945613 51.1616181, 10.9944375 51.1617168, 10.9943259 51.1618506, 10.9942031 51.1619174, 10.9940671 51.1619753, 10.9937636 51.1620445, 10.993358 51.1621404, 10.9929128 51.1622179, 10.9926576 51.1622707)"
38069509,,,Ernst-Thälmann-Straße,residential,,False,True,112.16000000000001,,"LINESTRING (10.9947803 51.1614737, 10.9949049 51.161483, 10.9953487 51.161424, 10.9955885 51.1613781, 10.9959441 51.1612901, 10.9963102 51.161195)"
38069517,,,Damaschkestraße,residential,,False,True,18.66,,"LINESTRING (10.9947803 51.1614737, 10.9947989 51.1613969, 10.9948172 51.1613075)"
38069515,,,Damaschkestraße,residential,,False,True,20.28,,"LINESTRING (10.9914111 51.1610163, 10.9911206 51.1610249)"
38069506,,,Schmiedestraße,residential,,False,True,62.512,,"LINESTRING (10.9914111 51.1610163, 10.9914156 51.1611689, 10.9915228 51.1615729)"
"[38069515, 1076845692, 1076845691]",,,Damaschkestraße,residential,,False,False,80.26899999999999,,"LINESTRING (10.9914111 51.1610163, 10.9915129 51.1610098, 10.9916547 51.1610132, 10.9917075 51.1610145, 10.9925057 51.1610411, 10.9925603 51.1610428)"
38069507,,,Querstraße,residential,,False,False,70.299,,"LINESTRING (10.9915228 51.1615729, 10.9925269 51.1615166)"
38069506,,,Schmiedestraße,residential,,False,False,62.512,,"LINESTRING (10.9915228 51.1615729, 10.9914156 51.1611689, 10.9914111 51.1610163)"
38069506,,,Schmiedestraße,residential,,False,True,81.218,,"LINESTRING (10.9915228 51.1615729, 10.9915578 51.1617964, 10.9915143 51.1623015)"
38069507,,,Querstraße,residential,,False,True,70.299,,"LINESTRING (10.9925269 51.1615166, 10.9915228 51.1615729)"
38069508,,,August-Bebel-Straße,residential,,False,False,84.346,,"LINESTRING (10.9925269 51.1615166, 10.9926576 51.1622707)"
38069508,,,August-Bebel-Straße,residential,,False,True,52.736,,"LINESTRING (10.9925269 51.1615166, 10.9925603 51.1610428)"
38069509,,,Ernst-Thälmann-Straße,residential,,False,False,112.16000000000001,,"LINESTRING (10.9963102 51.161195, 10.9959441 51.1612901, 10.9955885 51.1613781, 10.9953487 51.161424, 10.9949049 51.161483, 10.9947803 51.1614737)"
38069510,,,Winkelstraße,residential,,False,True,253.65,,"LINESTRING (10.9963102 51.161195, 10.9963794 51.1611671, 10.9964273 51.1610303, 10.9965311 51.1605992, 10.9965252 51.1605592, 10.996489 51.1605416, 10.9955874 51.1604851, 10.995426 51.1604904, 10.9953856 51.1605372, 10.9952505 51.1608955, 10.9949208 51.1612048, 10.9948172 51.1613075)"
38069511,,,Eselstieg,residential,,True,False,104.169,,"LINESTRING (10.9963102 51.161195, 10.9963774 51.1614065, 10.9964977 51.1615381, 10.9966232 51.1616414, 10.9966481 51.1617921, 10.9966776 51.1620796)"
280960012,2,B 176,Straße der Jugend,primary,50,False,True,295.284,,"LINESTRING (10.9966776 51.1620796, 10.996498 51.1620854, 10.9957847 51.1621026, 10.9954215 51.1621168, 10.9951709 51.1621435, 10.994964 51.1621861, 10.9947649 51.1622534, 10.9945788 51.16234, 10.994441 51.1624269, 10.9941107 51.1626461, 10.9938837 51.1627744, 10.9937575 51.1628282, 10.9935366 51.162883, 10.9933049 51.162918, 10.993091 51.162927, 10.9928694 51.1629158)"
37726603,,,Fabrikstraße,residential,30,False,False,151.835,,"LINESTRING (10.9928694 51.1629158, 10.9928483 51.1629695, 10.9928456 51.1630359, 10.9929049 51.1632347, 10.9928957 51.1632703, 10.9928541 51.1632972, 10.9923813 51.1633807, 10.9913683 51.1635595)"
280960012,2,B 176,Straße der Jugend,primary,50,False,False,295.284,,"LINESTRING (10.9928694 51.1629158, 10.993091 51.162927, 10.9933049 51.162918, 10.9935366 51.162883, 10.9937575 51.1628282, 10.9938837 51.1627744, 10.9941107 51.1626461, 10.994441 51.1624269, 10.9945788 51.16234, 10.9947649 51.1622534, 10.994964 51.1621861, 10.9951709 51.1621435, 10.9954215 51.1621168, 10.9957847 51.1621026, 10.996498 51.1620854, 10.9966776 51.1620796)"
280960012,2,B 176,Straße der Jugend,primary,50,False,True,71.473,,"LINESTRING (10.9928694 51.1629158, 10.9927264 51.1628957, 10.9922845 51.1628016, 10.9918978 51.1627129)"
46248292,,,Am Schneezaun,residential,30,False,True,77.846,,"LINESTRING (10.9860617 51.1652664, 10.9866028 51.1653186, 10.986681 51.1653528, 10.9866945 51.1654054, 10.9866101 51.1656433)"
46248294,,,Feldstraße,residential,30,False,False,38.367,,"LINESTRING (10.9860617 51.1652664, 10.9860394 51.1653162, 10.9859409 51.1654259, 10.9858312 51.1655254, 10.9857842 51.1655613)"
46248294,,,Feldstraße,residential,30,False,True,110.774,,"LINESTRING (10.9860617 51.1652664, 10.986163 51.1647584, 10.9861775 51.1646655, 10.9862341 51.1642762)"
46248294,,,Feldstraße,residential,30,False,True,9.112,,"LINESTRING (10.985694 51.1656206, 10.9857842 51.1655613)"
46247933,,,Mornshäuser Straße,residential,30,False,True,133.386,,"LINESTRING (10.985694 51.1656206, 10.9857177 51.1656658, 10.9855364 51.1662285, 10.9853749 51.1667413, 10.985399 51.1667944)"
46247934,,,Am Schneezaun,residential,30,False,False,58.446,,"LINESTRING (10.9866101 51.1656433, 10.9858358 51.1655756, 10.9857842 51.1655613)"
46248292,,,Am Schneezaun,residential,30,False,False,77.846,,"LINESTRING (10.9866101 51.1656433, 10.9866945 51.1654054, 10.986681 51.1653528, 10.9866028 51.1653186, 10.9860617 51.1652664)"
"[46248292, 46578350]",,,"['Mornshäuser Straße', 'Am Schneezaun']",residential,30,False,True,197.825,,"LINESTRING (10.9866101 51.1656433, 10.9862336 51.1668499, 10.9862077 51.1668773, 10.9861628 51.1668873, 10.9857957 51.1668427, 10.985399 51.1667944)"
1076845698,,,Schwerstedter Straße,residential,30,False,True,32.414,,"LINESTRING (10.9867252 51.1620827, 10.9862672 51.1620329)"
34898382,,,Schwerstedter Straße,residential,30,False,False,163.438,,"LINESTRING (10.9867252 51.1620827, 10.986927 51.1620998, 10.9870235 51.1621056, 10.9871337 51.1620955, 10.9872265 51.1620576, 10.9873067 51.1619982, 10.9873138 51.1619122, 10.9872846 51.1618257, 10.986951 51.161043, 10.9869183 51.1609662)"
"[1076845699, 46248294]",,,Feldstraße,residential,30,False,False,139.191,,"LINESTRING (10.9867252 51.1620827, 10.9865972 51.1626346, 10.9865862 51.1626832, 10.9865012 51.1630576, 10.986443 51.1633219)"
46247933,,,Mornshäuser Straße,residential,30,False,False,133.386,,"LINESTRING (10.985399 51.1667944, 10.9853749 51.1667413, 10.9855364 51.1662285, 10.9857177 51.1656658, 10.985694 51.1656206)"
"[46248292, 46578350]",,,"['Mornshäuser Straße', 'Am Schneezaun']",residential,30,False,False,197.825,,"LINESTRING (10.985399 51.1667944, 10.9857957 51.1668427, 10.9861628 51.1668873, 10.9862077 51.1668773, 10.9862336 51.1668499, 10.9866101 51.1656433)"
46950216,,,Birkenweg,residential,30,True,False,106.46700000000001,,"LINESTRING (10.9839545 51.1633461, 10.9839911 51.1637011, 10.9840353 51.1639429, 10.9840355 51.1639853, 10.9840208 51.164012, 10.9839549 51.1640842, 10.9838801 51.1641657, 10.9838672 51.1641912, 10.9838474 51.164274)"
46950217,,,Birkenweg,residential,30,False,False,56.403000000000006,,"LINESTRING (10.9839545 51.1633461, 10.9839853 51.1631478, 10.9840786 51.1628454)"
46950217,,,Birkenweg,residential,30,False,True,56.403000000000006,,"LINESTRING (10.9840786 51.1628454, 10.9839853 51.1631478, 10.9839545 51.1633461)"
46950218,,,Feldstraße,residential,30,False,True,48.458,,"LINESTRING (10.9831546 51.1643082, 10.9838474 51.164274)"
46950218,,,Feldstraße,residential,30,False,False,48.458,,"LINESTRING (10.9838474 51.164274, 10.9831546 51.1643082)"
46950218,,,Feldstraße,residential,30,False,True,175.968,,"LINESTRING (10.9838474 51.164274, 10.9838576 51.1643093, 10.9838731 51.1643329, 10.9838895 51.1643578, 10.9839407 51.1643902, 10.9840241 51.1644107, 10.9844261 51.1643866, 10.9846883 51.1643709, 10.9852828 51.1643353, 10.9858925 51.1642961, 10.9862341 51.1642762)"
46248294,,,Feldstraße,residential,30,False,False,110.774,,"LINESTRING (10.9862341 51.1642762, 10.9861775 51.1646655, 10.986163 51.1647584, 10.9860617 51.1652664)"
46248294,,,Feldstraße,residential,30,False,True,107.124,,"LINESTRING (10.9862341 51.1642762, 10.9862391 51.1642327, 10.9863893 51.1635358, 10.986443 51.1633219)"
46950218,,,Feldstraße,residential,30,False,False,175.96800000000002,,"LINESTRING (10.9862341 51.1642762, 10.9858925 51.1642961, 10.9852828 51.1643353, 10.9846883 51.1643709, 10.9844261 51.1643866, 10.9840241 51.1644107, 10.9839407 51.1643902, 10.9838895 51.1643578, 10.9838731 51.1643329, 10.9838576 51.1643093, 10.9838474 51.164274)"
46248294,,,Feldstraße,residential,30,False,False,107.124,,"LINESTRING (10.986443 51.1633219, 10.9863893 51.1635358, 10.9862391 51.1642327, 10.9862341 51.1642762)"
"[1076845699, 46248294]",,,Feldstraße,residential,30,False,True,139.191,,"LINESTRING (10.986443 51.1633219, 10.9865012 51.1630576, 10.9865862 51.1626832, 10.9865972 51.1626346, 10.9867252 51.1620827)"
46950216,,,Birkenweg,residential,30,True,False,175.317,,"LINESTRING (10.986443 51.1633219, 10.9859189 51.1633202, 10.9858592 51.16332, 10.9854969 51.1633303, 10.9854836 51.1633309, 10.9850653 51.1633622, 10.9848224 51.1633837, 10.9846642 51.1633978, 10.9844325 51.1634174, 10.9841584 51.1633595, 10.9839545 51.1633461)"
1076845698,,,Schwerstedter Straße,residential,30,False,False,32.414,,"LINESTRING (10.9862672 51.1620329, 10.9867252 51.1620827)"
46985249,,,Bergstraße,residential,30,False,False,115.75,,"LINESTRING (10.9862672 51.1620329, 10.9864733 51.1610446, 10.9864766 51.1610004)"
37929030,,,Florian-Geyer-Straße,residential,,False,False,11.487,,"LINESTRING (10.9887628 51.1666, 10.9889274 51.1666044)"
"[159226352, 280989364, 280989365]","['2', '3']",B 4,Straße des Friedens,primary,50,False,False,311.527,,"LINESTRING (10.9887628 51.1666, 10.9889245 51.1660795, 10.9889688 51.1659361, 10.9890372 51.1657142, 10.9890703 51.1656028, 10.9892277 51.1650723, 10.9894204 51.1644231, 10.9895561 51.1639625, 10.9895888 51.1638467)"
905339487,,,,residential,,False,False,18.329,,"LINESTRING (10.9913961 51.1661793, 10.9916455 51.1661272)"
37929030,,,Florian-Geyer-Straße,residential,,False,True,178.515,,"LINESTRING (10.9913961 51.1661793, 10.9899152 51.1664417, 10.9891899 51.1665625, 10.9890527 51.1665853, 10.9889274 51.1666044)"
47029842,,,Clara-Zetkin-Straße,residential,,False,False,10.539,,"LINESTRING (10.9905871 51.1603043, 10.9905471 51.1603957)"
47029842,,,Clara-Zetkin-Straße,residential,,False,False,13.222,,"LINESTRING (10.9903597 51.1611612, 10.9903422 51.1612796)"
38069515,,,Damaschkestraße,residential,,False,False,57.840999999999994,,"LINESTRING (10.9903597 51.1611612, 10.9907169 51.1611459, 10.9909272 51.1610322, 10.9911206 51.1610249)"
47029842,,,Clara-Zetkin-Straße,residential,,False,True,86.288,,"LINESTRING (10.9903597 51.1611612, 10.9903907 51.1609833, 10.9904134 51.1608242, 10.9904596 51.1606161, 10.9904985 51.1605067, 10.9905471 51.1603957)"
42328285,,,Mühlenstraße,residential,,False,False,13.475,,"LINESTRING (10.9897025 51.1607863, 10.9896124 51.1606791)"
42328285,,,Mühlenstraße,residential,,False,True,48.624,,"LINESTRING (10.9897025 51.1607863, 10.9896888 51.1612235)"
47029841,,,Mühlenstraße,residential,,False,False,101.862,,"LINESTRING (10.9897025 51.1607863, 10.9899446 51.1607503, 10.9900354 51.1603231, 10.9901115 51.1603335, 10.9903603 51.1603673, 10.9905471 51.1603957)"
42328285,,,Mühlenstraße,residential,,False,False,48.624,,"LINESTRING (10.9896888 51.1612235, 10.9897025 51.1607863)"
42328285,,,Mühlenstraße,residential,,False,True,5.028,,"LINESTRING (10.9896888 51.1612235, 10.9896867 51.1612687)"
47029843,,,Mühlenstraße,residential,,False,False,42.697,,"LINESTRING (10.9896888 51.1612235, 10.9894404 51.1612105, 10.9892316 51.1611739, 10.9890899 51.1611965)"
47029843,,,Mühlenstraße,residential,,False,True,42.697,,"LINESTRING (10.9890899 51.1611965, 10.9892316 51.1611739, 10.9894404 51.1612105, 10.9896888 51.1612235)"
47029845,,,Ernst-Thälmann-Straße,residential,,False,True,49.046,,"LINESTRING (10.9922865 51.1623824, 10.9923866 51.1624061, 10.9925562 51.1624201, 10.9926509 51.1624475, 10.9926825 51.1625151, 10.9926935 51.162579, 10.9926773 51.1626448)"
47029846,,,Ernst-Thälmann-Straße,residential,,False,False,45.665,,"LINESTRING (10.9922865 51.1623824, 10.9920009 51.1626253, 10.9918978 51.1627129)"
47029846,,,Ernst-Thälmann-Straße,residential,,False,True,9.847,,"LINESTRING (10.9922865 51.1623824, 10.992341 51.1623376, 10.9923549 51.1623066)"
47029845,,,Ernst-Thälmann-Straße,residential,,False,False,49.046,,"LINESTRING (10.9926773 51.1626448, 10.9926935 51.162579, 10.9926825 51.1625151, 10.9926509 51.1624475, 10.9925562 51.1624201, 10.9923866 51.1624061, 10.9922865 51.1623824)"
1076845694,2,B 176,Straße der Jugend,primary,50,False,True,6.101,,"LINESTRING (10.9918978 51.1627129, 10.9918162 51.1626931)"
47029846,,,Ernst-Thälmann-Straße,residential,,False,True,45.665,,"LINESTRING (10.9918978 51.1627129, 10.9920009 51.1626253, 10.9922865 51.1623824)"
280960012,2,B 176,Straße der Jugend,primary,50,False,False,71.473,,"LINESTRING (10.9918978 51.1627129, 10.9922845 51.1628016, 10.9927264 51.1628957, 10.9928694 51.1629158)"
37929028,2,,Bahnhofstraße,residential,,False,True,170.53,,"LINESTRING (10.9883168 51.1644279, 10.988259 51.1639125, 10.9881387 51.1633272, 10.9880308 51.1629058)"
47029842,,,Clara-Zetkin-Straße,residential,,False,True,10.539,,"LINESTRING (10.9905471 51.1603957, 10.9905871 51.1603043)"
47029841,,,Mühlenstraße,residential,,False,True,101.862,,"LINESTRING (10.9905471 51.1603957, 10.9903603 51.1603673, 10.9901115 51.1603335, 10.9900354 51.1603231, 10.9899446 51.1607503, 10.9897025 51.1607863)"
47029842,,,Clara-Zetkin-Straße,residential,,False,False,86.28800000000001,,"LINESTRING (10.9905471 51.1603957, 10.9904985 51.1605067, 10.9904596 51.1606161, 10.9904134 51.1608242, 10.9903907 51.1609833, 10.9903597 51.1611612)"
38069503,,,Ernst-Thälmann-Straße,residential,,False,True,15.067,,"LINESTRING (10.9897429 51.1623791, 10.989933 51.1623147)"
"[280960017, 1219506291, 159226349, 280960015]","['2', '3']",B 4,Straße des Friedens,primary,50,False,False,216.651,,"LINESTRING (10.9897429 51.1623791, 10.9896934 51.162321, 10.9896642 51.1622937, 10.9894743 51.1621159, 10.9890486 51.1617773, 10.9888051 51.1616216, 10.9886738 51.1615419, 10.988112 51.161219, 10.9879255 51.1610532, 10.9878805 51.1609986, 10.9878414 51.1609513, 10.9877891 51.1608825)"
641830724,3,B 4,Straße des Friedens,primary,50,False,True,21.118000000000002,,"LINESTRING (10.9897429 51.1623791, 10.9898146 51.1624646, 10.9898545 51.1625545)"
38069510,,,Winkelstraße,residential,,False,False,253.65,,"LINESTRING (10.9948172 51.1613075, 10.9949208 51.1612048, 10.9952505 51.1608955, 10.9953856 51.1605372, 10.995426 51.1604904, 10.9955874 51.1604851, 10.996489 51.1605416, 10.9965252 51.1605592, 10.9965311 51.1605992, 10.9964273 51.1610303, 10.9963794 51.1611671, 10.9963102 51.161195)"
38069517,,,Damaschkestraße,residential,,False,False,18.66,,"LINESTRING (10.9948172 51.1613075, 10.9947989 51.1613969, 10.9947803 51.1614737)"
1076845693,,,Damaschkestraße,residential,,False,True,165.58900000000003,,"LINESTRING (10.9948172 51.1613075, 10.9943524 51.1611733, 10.9939354 51.1610715, 10.993795 51.1610389, 10.9934682 51.1609922, 10.9932726 51.1609642, 10.9929132 51.1609726, 10.9925603 51.1610428)"
38069503,,,Ernst-Thälmann-Straße,residential,,False,False,15.067,,"LINESTRING (10.989933 51.1623147, 10.9897429 51.1623791)"
38069503,,,Ernst-Thälmann-Straße,residential,,False,True,22.843,,"LINESTRING (10.989933 51.1623147, 10.9902587 51.1622927)"
42328285,,,Mühlenstraße,residential,,False,False,119.293,,"LINESTRING (10.989933 51.1623147, 10.9897018 51.1619253, 10.9896699 51.1614762, 10.9896867 51.1612687)"
641830724,3,B 4,Straße des Friedens,primary,50,False,False,21.118000000000002,,"LINESTRING (10.9898545 51.1625545, 10.9898146 51.1624646, 10.9897429 51.1623791)"
641830854,,,Bahnhofstraße,residential,,False,False,18.359,,"LINESTRING (10.9898545 51.1625545, 10.9896505 51.1625476, 10.9895916 51.1625456)"
"[280960018, 280989365, 810029087]","['2', '3']",B 4,Straße des Friedens,primary,50,False,True,145.76600000000002,,"LINESTRING (10.9898545 51.1625545, 10.9898809 51.1626781, 10.9898819 51.1627198, 10.9898853 51.1628532, 10.9898484 51.1630314, 10.9898121 51.1631452, 10.9898026 51.163175, 10.9897635 51.1632979, 10.9895888 51.1638467)"
