osmid,name,highway,maxspeed,oneway,reversed,length,tunnel,geometry,lanes,ref,bridge,access
"[835494632, 45084676, 263935750, 263935751]",Hauptstraße,tertiary,20,False,False,72.394,building_passage,"LINESTRING (8.2218466 48.2980954, 8.2217752 48.2980001, 8.2217537 48.2979584, 8.2217017 48.2978575, 8.2216656 48.2977551, 8.2216253 48.2976229, 8.2215876 48.2974712)",,,,
45084676,Hauptstraße,tertiary,20,False,True,68.17099999999999,,"LINESTRING (8.2218466 48.2980954, 8.2218973 48.2981497, 8.2220513 48.2982893, 8.2224361 48.2985647)",,,,
"[1089637561, 130576595]","['Schloßstraße', 'Amtsgasse']",residential,20,False,False,134.124,,"LINESTRING (8.2218466 48.2980954, 8.2212632 48.2983413, 8.2212657 48.2984001, 8.2212755 48.2984273, 8.2213871 48.2985648, 8.2218496 48.2989636)",,,,
148852041,Kirchstraße,residential,20,False,False,62.046,,"LINESTRING (8.2224361 48.2985647, 8.2218496 48.2989636)",,,,
590804031,Hauptstraße,tertiary,20,False,False,41.756,,"LINESTRING (8.2224361 48.2985647, 8.2228295 48.298834)",,,,
45084676,Hauptstraße,tertiary,20,False,False,68.171,,"LINESTRING (8.2224361 48.2985647, 8.2220513 48.2982893, 8.2218973 48.2981497, 8.2218466 48.2980954)",,,,
70403808,Adlergasse,residential,30,True,False,16.38,,"LINESTRING (8.22474 48.300002, 8.224838 48.3001341)",,,,
30784108,Vorstadtstraße,secondary,30,False,False,94.077,,"LINESTRING (8.22474 48.300002, 8.2254345 48.2998426, 8.2259376 48.2997174)",2,L 96,,
"[142619993, 53436298, 142619998]",Hauptstraße,tertiary,"['20', '30']",False,True,56.571,,"LINESTRING (8.22474 48.300002, 8.2246816 48.2999275, 8.2246419 48.2998801, 8.224486 48.2996274, 8.2243917 48.299553)",2,,yes,
246556621,Vorstadtstraße,secondary,30,False,True,62.596000000000004,,"LINESTRING (8.22474 48.300002, 8.2245322 48.3000659, 8.2239471 48.3001968)",,L 96,,
136130080,Vorstadtstraße,secondary,30,False,False,38.04,,"LINESTRING (8.2211742 48.3008049, 8.2212555 48.300744, 8.2213739 48.3006868, 8.2216091 48.30064)",2,L 96,,
136130080,Vorstadtstraße,secondary,30,False,True,101.993,,"LINESTRING (8.2211742 48.3008049, 8.2211232 48.3008931, 8.2211161 48.301004, 8.2211662 48.3012202, 8.2211973 48.3014187, 8.2211917 48.301565, 8.2211664 48.3017111)",2,L 96,,
148855556,Inselweg,residential,30,False,True,182.047,,"LINESTRING (8.2211742 48.3008049, 8.2209596 48.3007788, 8.2207668 48.3007554, 8.2204994 48.3007289, 8.2203999 48.300719, 8.2203401 48.3006872, 8.220188 48.3004406, 8.2201378 48.3000693, 8.2201525 48.2997801, 8.2202368 48.299657)",,,,
66370614,Funkenbadstraße,residential,30,False,False,181.365,,"LINESTRING (8.2237855 48.3014852, 8.2237099 48.3015614, 8.2234615 48.3018234, 8.2232216 48.3024264, 8.2230676 48.3026334, 8.222962 48.302785, 8.2229733 48.3028846, 8.2229855 48.3029926)",,,,
71122848,Am Vorstadtberg,residential,30,False,False,235.763,,"LINESTRING (8.2237855 48.3014852, 8.224003 48.3015077, 8.2242113 48.3014438, 8.2246616 48.3014348, 8.2252332 48.3014366, 8.2255463 48.3014061, 8.225911 48.3013043, 8.226206 48.3011916, 8.2265521 48.301158, 8.2268635 48.301132)",,,,
1223886615,Funkenbadstraße,residential,30,False,True,52.333000000000006,,"LINESTRING (8.2237855 48.3014852, 8.2238766 48.301286, 8.2238789 48.3011495, 8.2239372 48.3010297)",,,,
