osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel,bridge,width
32208972,,Frühlingstraße,residential,,False,True,61.228,"LINESTRING (11.6239058 48.7655647, 11.6238617 48.765523, 11.6236672 48.7653397, 11.6234105 48.7651215)",,,,
32208967,,Josef-Mathes-Straße,residential,30,False,False,31.897,"LINESTRING (11.6235981 48.7636874, 11.6236579 48.7637284, 11.6238997 48.7638942)",,,,
32208967,,Josef-Mathes-Straße,residential,30,False,True,48.041000000000004,"LINESTRING (11.6235981 48.7636874, 11.6235139 48.7636426, 11.6233331 48.7635463, 11.6231511 48.7634575, 11.6230767 48.7634261)",,,,
32208967,,Josef-Mathes-Straße,residential,30,False,False,37.646,"LINESTRING (11.6241341 48.764012, 11.6245447 48.7642154)",,,,
32208967,,Josef-Mathes-Straße,residential,30,False,True,21.604,"LINESTRING (11.6241341 48.764012, 11.6238997 48.7638942)",,,,
31962474,,Pfarrer-Piller-Straße,residential,30,False,True,180.61499999999998,"LINESTRING (11.6241341 48.764012, 11.624212 48.7639486, 11.6248789 48.763422, 11.6253055 48.7630579, 11.6255661 48.7628159, 11.6256441 48.7627302)",,,,6
32208967,,Josef-Mathes-Straße,residential,30,False,True,37.646,"LINESTRING (11.6245447 48.7642154, 11.6241341 48.764012)",,,,
32208967,,Josef-Mathes-Straße,residential,30,False,False,69.997,"LINESTRING (11.6245447 48.7642154, 11.6251688 48.7644567, 11.6253397 48.7645596)",,,,
32208976,,Winterstraße,residential,30,False,True,130.704,"LINESTRING (11.6245447 48.7642154, 11.6244787 48.7642796, 11.6241544 48.7645429, 11.623971 48.7646978, 11.6237667 48.7648596, 11.6234517 48.7650915, 11.6234105 48.7651215)",,,,
32208967,,Josef-Mathes-Straße,residential,30,False,False,21.604,"LINESTRING (11.6238997 48.7638942, 11.6241341 48.764012)",,,,
32208967,,Josef-Mathes-Straße,residential,30,False,True,31.897,"LINESTRING (11.6238997 48.7638942, 11.6236579 48.7637284, 11.6235981 48.7636874)",,,,
32208977,,Sommerstraße,residential,,False,True,59.495,"LINESTRING (11.6238997 48.7638942, 11.6238328 48.7639504, 11.623411 48.7643214)",,,,
32208977,,Sommerstraße,residential,,False,False,59.495,"LINESTRING (11.623411 48.7643214, 11.6238328 48.7639504, 11.6238997 48.7638942)",,,,
32208977,,Sommerstraße,residential,,False,True,65.77000000000001,"LINESTRING (11.623411 48.7643214, 11.6231654 48.7645457, 11.6229627 48.7647318, 11.6228852 48.7648007)",,,,
32208979,,Herbststraße,residential,30,False,False,90.40100000000001,"LINESTRING (11.623411 48.7643214, 11.6233633 48.7642996, 11.6223649 48.7638908)",,,,
32208979,,Herbststraße,residential,30,False,True,90.40100000000001,"LINESTRING (11.6223649 48.7638908, 11.6233633 48.7642996, 11.623411 48.7643214)",,,,
32208984,,Gumpbachstraße,residential,,False,False,67.57000000000001,"LINESTRING (11.6229064 48.7688442, 11.6229586 48.7687648, 11.6230353 48.7686857, 11.6233247 48.7684748, 11.6234398 48.7683537)",,,,
"[32208981, 159356774]",,Regensburger Straße,secondary,50,False,False,272.138,"LINESTRING (11.6229064 48.7688442, 11.6227936 48.7688256, 11.6204816 48.7684622, 11.6200108 48.7684027, 11.6195503 48.7683446, 11.6194939 48.7683373, 11.6193706 48.7683212, 11.619284 48.7683085)",St 2232,,,
159356774,,Regensburger Straße,secondary,50,False,True,311.863,"LINESTRING (11.6229064 48.7688442, 11.6230236 48.7688666, 11.623724 48.7689894, 11.6245941 48.7691297, 11.6247235 48.7691492, 11.6256957 48.7692952, 11.6270502 48.769479)",St 2232,,,
32208984,,Gumpbachstraße,residential,,False,False,16.829,"LINESTRING (11.6234398 48.7683537, 11.6236127 48.7682541)",,,,
32208983,,Antoniussiedlung,residential,,False,True,97.53999999999999,"LINESTRING (11.6234398 48.7683537, 11.6233719 48.7683104, 11.6230057 48.7681082, 11.622634 48.7679211, 11.6223835 48.7678235)",,,,
32208984,,Gumpbachstraße,residential,,False,True,67.57000000000001,"LINESTRING (11.6234398 48.7683537, 11.6233247 48.7684748, 11.6230353 48.7686857, 11.6229586 48.7687648, 11.6229064 48.7688442)",,,,
32208969,2,Jahnstraße,unclassified,50,False,False,183.30900000000003,"LINESTRING (11.6267123 48.7684182, 11.6266359 48.7682202, 11.6265689 48.7680238, 11.6265233 48.7678517, 11.6264756 48.7676718, 11.6263762 48.7672967, 11.6263271 48.7671117, 11.6262837 48.7669478, 11.62628 48.7669372, 11.6262317 48.7668011)",,,,
32208969,2,Jahnstraße,unclassified,50,False,True,68.83500000000001,"LINESTRING (11.6267123 48.7684182, 11.6268888 48.7688157, 11.6269869 48.7690101)",,,,
32208984,,Gumpbachstraße,residential,,False,True,230.35199999999998,"LINESTRING (11.6267123 48.7684182, 11.6264993 48.7684462, 11.6258744 48.7684795, 11.625532 48.7684686, 11.625302 48.7684455, 11.6242194 48.7682978, 11.6240429 48.7682752, 11.6237478 48.7682373, 11.6236127 48.7682541)",,,,
32208983,,Antoniussiedlung,residential,,False,False,97.54,"LINESTRING (11.6223835 48.7678235, 11.622634 48.7679211, 11.6230057 48.7681082, 11.6233719 48.7683104, 11.6234398 48.7683537)",,,,
32041895,,Kastanienallee,residential,30,False,False,33.715,"LINESTRING (11.6292907 48.7666193, 11.6297504 48.7666305)",,,,
32209298,,Weidenhof,residential,30,False,False,46.762,"LINESTRING (11.6292907 48.7666193, 11.6292025 48.7670358)",,,,
32041895,,Kastanienallee,residential,30,False,True,113.47600000000001,"LINESTRING (11.6292907 48.7666193, 11.6285419 48.7665833, 11.6278476 48.7665603, 11.6277456 48.7665551)",,,,
32209298,,Weidenhof,residential,30,False,True,46.762,"LINESTRING (11.6292025 48.7670358, 11.6292907 48.7666193)",,,,
32041895,,Kastanienallee,residential,30,False,False,73.574,"LINESTRING (11.6267659 48.7666989, 11.6270667 48.7666532, 11.6274906 48.7665966, 11.6277456 48.7665551)",,,,
32041895,,Kastanienallee,residential,30,False,True,40.767999999999994,"LINESTRING (11.6267659 48.7666989, 11.6263977 48.7667693, 11.6263258 48.7667832, 11.6262317 48.7668011)",,,,
32209300,,Ginsterweg,residential,30,False,False,107.92500000000001,"LINESTRING (11.6267659 48.7666989, 11.6267413 48.7666574, 11.6264746 48.7662683, 11.6260982 48.7658743, 11.6260711 48.765846)",,,,
31962530,,Narzissenstraße,residential,30,False,False,36.660000000000004,"LINESTRING (11.6260711 48.765846, 11.6256935 48.7659636, 11.6256197 48.765988)",,,,
31962530,,Narzissenstraße,residential,30,False,True,51.602000000000004,"LINESTRING (11.6260711 48.765846, 11.6265763 48.765652, 11.6266563 48.7655936)",,,,
32209300,,Ginsterweg,residential,30,False,True,107.925,"LINESTRING (11.6260711 48.765846, 11.6260982 48.7658743, 11.6264746 48.7662683, 11.6267413 48.7666574, 11.6267659 48.7666989)",,,,
32209301,,Nelkenstraße,residential,30,False,True,85.071,"LINESTRING (11.6264148 48.7645421, 11.6266356 48.7647266, 11.6261017 48.7650558, 11.6260483 48.7650887)",,,,
32208980,,Alfons-Hierhammer-Straße,residential,30,False,True,46.823,"LINESTRING (11.6223607 48.7652215, 11.6219929 48.7655658)",,,,
32208980,,Alfons-Hierhammer-Straße,residential,30,False,False,60.564,"LINESTRING (11.6223607 48.7652215, 11.6227843 48.7648865, 11.6228852 48.7648007)",,,,
32209303,,Alfons-Hierhammer-Straße,residential,,False,False,44.093,"LINESTRING (11.6223607 48.7652215, 11.6223314 48.7652101, 11.6220621 48.7651052, 11.6218403 48.7650226)",,,,
32209303,,Alfons-Hierhammer-Straße,residential,,False,True,44.093,"LINESTRING (11.6218403 48.7650226, 11.6220621 48.7651052, 11.6223314 48.7652101, 11.6223607 48.7652215)",,,,
888929583,,Goethestraße,residential,,False,False,62.541,"LINESTRING (11.6195231 48.7638741, 11.6196521 48.7639032, 11.6202075 48.7640285, 11.6203304 48.7640562)",,,,
888929583,,Goethestraße,residential,,False,True,111.468,"LINESTRING (11.6195231 48.7638741, 11.6194532 48.763859, 11.619214 48.7638074, 11.6189563 48.7637635, 11.6186995 48.7637299, 11.6185171 48.7637146, 11.6181783 48.7637225, 11.6180336 48.7637222)",,,,
888929583,,Goethestraße,residential,,False,False,75.95,"LINESTRING (11.6203304 48.7640562, 11.6204183 48.7640761, 11.6212114 48.7642486, 11.6213141 48.7642709)",,,,
888929583,,Goethestraße,residential,,False,True,62.541,"LINESTRING (11.6203304 48.7640562, 11.6202075 48.7640285, 11.6196521 48.7639032, 11.6195231 48.7638741)",,,,
482528842,2,Bahnhofstraße,secondary,50,False,False,115.72099999999999,"LINESTRING (11.6180336 48.7637222, 11.6180369 48.7637836, 11.6180444 48.7639254, 11.6181535 48.7644265, 11.6181345 48.7647574)",St 2232,,,
482528842,2,Bahnhofstraße,secondary,50,False,True,12.059,"LINESTRING (11.6180336 48.7637222, 11.6180314 48.7636715, 11.6180289 48.7636138)",St 2232,,,
888929583,,Goethestraße,residential,,False,False,111.468,"LINESTRING (11.6180336 48.7637222, 11.6181783 48.7637225, 11.6185171 48.7637146, 11.6186995 48.7637299, 11.6189563 48.7637635, 11.619214 48.7638074, 11.6194532 48.763859, 11.6195231 48.7638741)",,,,
482528842,2,Bahnhofstraße,secondary,50,False,False,42.796,"LINESTRING (11.618012 48.7656151, 11.6179203 48.7659952)",St 2232,,,
32277561,,Hebbelstraße,residential,30,False,False,221.298,"LINESTRING (11.618012 48.7656151, 11.6181106 48.7656329, 11.6185201 48.7657481, 11.620604 48.7664446, 11.6207394 48.7664438)",,,,
482528842,2,Bahnhofstraße,secondary,50,False,True,95.794,"LINESTRING (11.618012 48.7656151, 11.6180941 48.7650287, 11.6181345 48.7647574)",St 2232,,,
32277563,,Martin-Greif-Straße,residential,30,False,False,75.049,"LINESTRING (11.6181345 48.7647574, 11.6181936 48.7647566, 11.6182543 48.7647563, 11.6190646 48.7647522, 11.6191584 48.7647526)",,,,
482528842,2,Bahnhofstraße,secondary,50,False,False,95.794,"LINESTRING (11.6181345 48.7647574, 11.6180941 48.7650287, 11.618012 48.7656151)",St 2232,,,
482528842,2,Bahnhofstraße,secondary,50,False,True,115.72099999999999,"LINESTRING (11.6181345 48.7647574, 11.6181535 48.7644265, 11.6180444 48.7639254, 11.6180369 48.7637836, 11.6180336 48.7637222)",St 2232,,,
32277563,,Martin-Greif-Straße,residential,30,False,False,196.56799999999998,"LINESTRING (11.6191584 48.7647526, 11.6191483 48.7648188, 11.6190917 48.7650354, 11.6190134 48.7652329, 11.6190192 48.7652935, 11.6191016 48.765327, 11.6199088 48.7655378, 11.6202566 48.765621, 11.6206314 48.7656864, 11.6207532 48.7656974)",,,,
32277563,,Martin-Greif-Straße,residential,30,False,True,75.04899999999999,"LINESTRING (11.6191584 48.7647526, 11.6190646 48.7647522, 11.6182543 48.7647563, 11.6181936 48.7647566, 11.6181345 48.7647574)",,,,
32277566,,Benefiziumstraße,residential,30,False,False,176.177,"LINESTRING (11.6191584 48.7647526, 11.6191762 48.7646791, 11.6191942 48.764493, 11.6192441 48.7644507, 11.6193331 48.7644491, 11.6201197 48.7645504, 11.6210055 48.7646957, 11.6211219 48.7647224)",,,,
32277563,,Martin-Greif-Straße,residential,30,False,True,196.568,"LINESTRING (11.6207532 48.7656974, 11.6206314 48.7656864, 11.6202566 48.765621, 11.6199088 48.7655378, 11.6191016 48.765327, 11.6190192 48.7652935, 11.6190134 48.7652329, 11.6190917 48.7650354, 11.6191483 48.7648188, 11.6191584 48.7647526)",,,,
261891372,,Feldweberstraße,residential,30,False,False,111.95599999999999,"LINESTRING (11.6207532 48.7656974, 11.620775 48.7656217, 11.6208918 48.7652169, 11.6209742 48.765011, 11.6210738 48.7648006, 11.6211219 48.7647224)",,,,
261891372,,Feldweberstraße,residential,30,False,True,83.28099999999999,"LINESTRING (11.6207532 48.7656974, 11.6207518 48.7657857, 11.6207367 48.7658766, 11.6207177 48.7660363, 11.6207051 48.7662454, 11.6207233 48.7663742, 11.6207394 48.7664438)",,,,
32277566,,Benefiziumstraße,residential,30,False,True,176.17700000000002,"LINESTRING (11.6211219 48.7647224, 11.6210055 48.7646957, 11.6201197 48.7645504, 11.6193331 48.7644491, 11.6192441 48.7644507, 11.6191942 48.764493, 11.6191762 48.7646791, 11.6191584 48.7647526)",,,,
261891372,,Feldweberstraße,residential,30,False,False,52.400999999999996,"LINESTRING (11.6211219 48.7647224, 11.6211944 48.7646465, 11.621305 48.7645237, 11.6213923 48.7643689, 11.62142 48.7642976)",,,,
261891372,,Feldweberstraße,residential,30,False,True,111.956,"LINESTRING (11.6211219 48.7647224, 11.6210738 48.7648006, 11.6209742 48.765011, 11.6208918 48.7652169, 11.620775 48.7656217, 11.6207532 48.7656974)",,,,
159356775,1,,primary_link,50,True,False,4.139,"LINESTRING (11.6304589 48.7698364, 11.6304996 48.7698622)",,,,
888929601,3,Regensburger Straße,secondary,80,False,False,10.282,"LINESTRING (11.6304589 48.7698364, 11.6303186 48.769837)",St 2232,,,
888929607,,Regensburger Straße,secondary,80,False,True,8.985,"LINESTRING (11.6304589 48.7698364, 11.6305815 48.7698366)",St 2232,,,
31179964,,Buchenstraße,residential,30,False,True,66.363,"LINESTRING (11.6295384 48.7635319, 11.6295457 48.7634574, 11.6296012 48.7629955, 11.6295992 48.7629367)",,,,4
31792377,,Erlenstraße,residential,30,False,False,56.962,"LINESTRING (11.6295384 48.7635319, 11.6296359 48.7635407, 11.630216 48.7635681, 11.6303129 48.7635727)",,,,
31792377,,Erlenstraße,residential,30,False,True,49.214,"LINESTRING (11.6295384 48.7635319, 11.6294401 48.7635274, 11.6290074 48.7635258, 11.6288673 48.7635292)",,,,
"[94235451, 27590487]",,Donaustraße,secondary,30,False,False,13.923000000000002,"LINESTRING (11.6182842 48.7698645, 11.6182503 48.7699384, 11.6182334 48.7699851)",,,,
"[94235410, 94235451, 89219501]",,Donaustraße,secondary,"['50', '30']",False,True,59.97000000000001,"LINESTRING (11.6182842 48.7698645, 11.6183786 48.769681, 11.6183849 48.7696685, 11.6183911 48.769656, 11.6184178 48.7695915, 11.6184227 48.7695786, 11.6184364 48.7695422, 11.6184852 48.7694254, 11.6185125 48.769347)",,building_passage,,
40724395,,Griesstraße,residential,,False,False,185.575,"LINESTRING (11.6219379 48.7702004, 11.6220635 48.7702586, 11.623055 48.7706732, 11.6235817 48.7709029, 11.6238145 48.7709499, 11.6240698 48.7709622, 11.6241432 48.7709636)",,,,
40724395,,Griesstraße,residential,,False,True,104.67500000000001,"LINESTRING (11.6219379 48.7702004, 11.6218364 48.7701739, 11.6210458 48.7699676, 11.6207983 48.7699232, 11.620586 48.7699218)",,,,
186435740,,Mitterweg,residential,,False,True,257.498,"LINESTRING (11.6219379 48.7702004, 11.6220005 48.7701374, 11.6222512 48.7698894, 11.6223375 48.7698335, 11.6224687 48.7698209, 11.622582 48.7698434, 11.6235425 48.770153, 11.6236482 48.7701871, 11.6247716 48.7705736, 11.6248785 48.7706111)",,,,
40724395,,Griesstraße,residential,,False,False,104.97,"LINESTRING (11.6244811 48.770963, 11.6246594 48.7709737, 11.6252034 48.7710406, 11.6259024 48.7710643)",,,,
40724395,,Griesstraße,residential,,False,True,24.764000000000003,"LINESTRING (11.6244811 48.770963, 11.6242183 48.7709643, 11.6241432 48.7709636)",,,,
186435686,,Bleichgriesstraße,residential,,False,False,48.778,"LINESTRING (11.6244811 48.770963, 11.6245352 48.7709151, 11.6248785 48.7706111)",,,,
75123324,,Bleichgriesstraße,residential,,False,False,173.63899999999998,"LINESTRING (11.6248785 48.7706111, 11.6252559 48.7702137, 11.6267095 48.7704539, 11.6268319 48.7705212)",,,,
186435686,,Bleichgriesstraße,residential,,False,True,48.778,"LINESTRING (11.6248785 48.7706111, 11.6245352 48.7709151, 11.6244811 48.770963)",,,,
186435740,,Mitterweg,residential,,False,False,257.498,"LINESTRING (11.6248785 48.7706111, 11.6247716 48.7705736, 11.6236482 48.7701871, 11.6235425 48.770153, 11.622582 48.7698434, 11.6224687 48.7698209, 11.6223375 48.7698335, 11.6222512 48.7698894, 11.6220005 48.7701374, 11.6219379 48.7702004)",,,,
40724392,,Ulrich-Steinberger-Platz,residential,,False,False,75.55,"LINESTRING (11.6189751 48.7701162, 11.6187965 48.7704152, 11.6187941 48.7705624, 11.6187662 48.7706038, 11.6185559 48.7706944)",,,,
40724392,,Ulrich-Steinberger-Platz,residential,,False,True,56.278,"LINESTRING (11.6189751 48.7701162, 11.6186445 48.7700562, 11.6182334 48.7699851)",,,,
1015775926,,Reinschmiedstraße,residential,,False,False,111.411,"LINESTRING (11.6189751 48.7701162, 11.6192138 48.7701092, 11.6197607 48.7703043, 11.6203148 48.7705399)",,,,
40724393,,Lederergasse,residential,,False,False,38.463,"LINESTRING (11.6187687 48.7716461, 11.6192677 48.7715389)",,,,
"[44902763, 753586724]",,"['Ulrich-Steinberger-Platz', 'Lederergasse']",residential,,False,"[False, True]",134.958,"LINESTRING (11.6187687 48.7716461, 11.6183381 48.770763, 11.6179593 48.770806, 11.61791 48.7708105)",,,,
40724393,,Lederergasse,residential,,False,True,38.463,"LINESTRING (11.6192677 48.7715389, 11.6187687 48.7716461)",,,,
44902762,,Alte Landgerichtsstraße,residential,,False,True,73.51499999999999,"LINESTRING (11.6192677 48.7715389, 11.6192798 48.7715159, 11.6193015 48.7714718, 11.6193401 48.7714379, 11.6195534 48.7712965, 11.619825 48.7709973)",,,,
40724395,,Griesstraße,residential,,False,False,104.67500000000001,"LINESTRING (11.620586 48.7699218, 11.6207983 48.7699232, 11.6210458 48.7699676, 11.6218364 48.7701739, 11.6219379 48.7702004)",,,,
40724395,,Griesstraße,residential,,False,True,165.361,"LINESTRING (11.620586 48.7699218, 11.6205236 48.7698817, 11.6199147 48.7697351, 11.6194609 48.7696152, 11.6186085 48.7693742, 11.6185125 48.769347)",,,,
"[1018310969, 1018310970]",,Alte Landgerichtsstraße,residential,,False,False,73.921,"LINESTRING (11.620586 48.7699218, 11.6205987 48.7699772, 11.6205913 48.7701301, 11.6205407 48.7703, 11.6203834 48.7704779, 11.6203148 48.7705399)",,,,
"[159356776, 888929609]",1,,primary,50,True,False,17.199,"LINESTRING (11.630534 48.7699872, 11.6305345 48.7700141, 11.6305178 48.7701414)",B 16a,,yes,
40724395,,Griesstraße,residential,,False,False,91.034,"LINESTRING (11.6259024 48.7710643, 11.6268319 48.7705212)",,,,
40724395,,Griesstraße,residential,,False,True,104.96999999999998,"LINESTRING (11.6259024 48.7710643, 11.6252034 48.7710406, 11.6246594 48.7709737, 11.6244811 48.770963)",,,,
40724395,,Griesstraße,residential,,False,False,24.764000000000003,"LINESTRING (11.6241432 48.7709636, 11.6242183 48.7709643, 11.6244811 48.770963)",,,,
40724395,,Griesstraße,residential,,False,True,185.57500000000002,"LINESTRING (11.6241432 48.7709636, 11.6240698 48.7709622, 11.6238145 48.7709499, 11.6235817 48.7709029, 11.623055 48.7706732, 11.6220635 48.7702586, 11.6219379 48.7702004)",,,,
"[434450212, 75123358]",,Am Donaudamm,residential,,False,False,119.62,"LINESTRING (11.6241432 48.7709636, 11.6241439 48.7710022, 11.6241889 48.7712163, 11.6235432 48.7712532, 11.6234359 48.7713239, 11.6230255 48.7714388)",,,,
40724395,,Griesstraße,residential,,False,True,91.034,"LINESTRING (11.6268319 48.7705212, 11.6259024 48.7710643)",,,,
"[40724395, 1016511174]",,Griesstraße,residential,,False,"[False, True]",230.594,"LINESTRING (11.6268319 48.7705212, 11.627467 48.770322, 11.6278185 48.7702117, 11.6284445 48.7702387, 11.6295263 48.770418, 11.6295391 48.7706228)",,,,
75123324,,Bleichgriesstraße,residential,,False,True,173.639,"LINESTRING (11.6268319 48.7705212, 11.6267095 48.7704539, 11.6252559 48.7702137, 11.6248785 48.7706111)",,,,
32208980,,Alfons-Hierhammer-Straße,residential,30,False,False,46.823,"LINESTRING (11.6219929 48.7655658, 11.6223607 48.7652215)",,,,
698872159,,Alfons-Hierhammer-Straße,residential,30,False,False,60.433,"LINESTRING (11.6219929 48.7655658, 11.6218828 48.7655896, 11.6217728 48.7657075, 11.6219035 48.7657664, 11.6220152 48.7656576, 11.6219929 48.7655658)",,,,
698872159,,Alfons-Hierhammer-Straße,residential,30,False,True,60.43299999999999,"LINESTRING (11.6219929 48.7655658, 11.6220152 48.7656576, 11.6219035 48.7657664, 11.6217728 48.7657075, 11.6218828 48.7655896, 11.6219929 48.7655658)",,,,
27590489,,Spielgartenweg,residential,,False,True,67.834,"LINESTRING (11.6218469 48.7709354, 11.6217558 48.7708845, 11.6215803 48.7707898, 11.6214203 48.7707546, 11.62101 48.7707662)",,,,
27590489,,Spielgartenweg,residential,,False,False,67.834,"LINESTRING (11.62101 48.7707662, 11.6214203 48.7707546, 11.6215803 48.7707898, 11.6217558 48.7708845, 11.6218469 48.7709354)",,,,
"[27590489, 1018310971]",,Spielgartenweg,residential,,False,True,56.979,"LINESTRING (11.62101 48.7707662, 11.6207995 48.7707123, 11.6204157 48.7705665, 11.6203148 48.7705399)",,,,
94235467,,Quittenhof,residential,30,False,True,78.67099999999999,"LINESTRING (11.6284931 48.7661486, 11.6294619 48.7659022, 11.6294936 48.7658925)",,,,
27781672,,Lindenstraße,residential,30,False,False,15.243,"LINESTRING (11.6289651 48.7636501, 11.6289271 48.7635985, 11.6288673 48.7635292)",,,,
27781672,,Lindenstraße,residential,30,False,True,88.926,"LINESTRING (11.6289651 48.7636501, 11.6290107 48.7637035, 11.629158 48.7638617, 11.629319 48.7639973, 11.6295405 48.7641491, 11.6296656 48.7642085, 11.6297421 48.7642547)",,,,
32208956,,Hummelweg,residential,30,False,True,121.173,"LINESTRING (11.6289651 48.7636501, 11.628859 48.7636844, 11.6282894 48.7638856, 11.6276091 48.7641198, 11.6275113 48.7641671)",,,,
32208959,,Karpfenstraße,residential,30,False,False,28.98,"LINESTRING (11.6294936 48.7658925, 11.6296561 48.7661301)",,,,4.5
32208959,,Karpfenstraße,residential,30,False,True,73.687,"LINESTRING (11.6294936 48.7658925, 11.6292795 48.765592, 11.6290978 48.7653599, 11.6290501 48.7652979)",,,,4.5
94235467,,Quittenhof,residential,30,False,False,78.67099999999999,"LINESTRING (11.6294936 48.7658925, 11.6294619 48.7659022, 11.6284931 48.7661486)",,,,
40724392,,Ulrich-Steinberger-Platz,residential,,False,True,75.55000000000001,"LINESTRING (11.6185559 48.7706944, 11.6187662 48.7706038, 11.6187941 48.7705624, 11.6187965 48.7704152, 11.6189751 48.7701162)",,,,
"[888929608, 888929605]",1,,primary,50,True,False,28.306,"LINESTRING (11.6305178 48.7701414, 11.6304831 48.7700158, 11.630463 48.7699286, 11.6304635 48.7698899)",B 16a,,yes,
293871065,,Klosterhof,residential,,False,False,57.345,"LINESTRING (11.6193473 48.7706016, 11.619595 48.7708829, 11.6197371 48.7709624, 11.619825 48.7709973)",,,,
"[434450212, 75123358]",,Am Donaudamm,residential,,False,True,119.62,"LINESTRING (11.6230255 48.7714388, 11.6234359 48.7713239, 11.6235432 48.7712532, 11.6241889 48.7712163, 11.6241439 48.7710022, 11.6241432 48.7709636)",,,,
434479735,,Glockenweg,residential,,False,False,74.43799999999999,"LINESTRING (11.6184136 48.7673151, 11.6183626 48.7673219, 11.6174143 48.7674347)",,,,
482528842,2,Bahnhofstraße,secondary,50,False,False,96.31899999999999,"LINESTRING (11.6184136 48.7673151, 11.6189064 48.7679431, 11.6190074 48.7680877)",St 2232,,,
482528842,2,Bahnhofstraße,secondary,50,False,True,156.844,"LINESTRING (11.6184136 48.7673151, 11.6179917 48.7667597, 11.617883 48.7666068, 11.6178266 48.7664513, 11.6178362 48.7663436, 11.6179203 48.7659952)",St 2232,,,
434479735,,Glockenweg,residential,,False,True,74.43799999999999,"LINESTRING (11.6174143 48.7674347, 11.6183626 48.7673219, 11.6184136 48.7673151)",,,,
698913292,,Am Lehrgarten,residential,,False,False,170.585,"LINESTRING (11.6251823 48.7677379, 11.6243074 48.7677368, 11.6238555 48.7676879, 11.6237641 48.7676967, 11.6236965 48.7677363, 11.6236483 48.7678208, 11.623591 48.7679898, 11.6235628 48.7681589, 11.6235702 48.7681918, 11.6236127 48.7682541)",,,,
698913292,,Am Lehrgarten,residential,,False,True,16.078,"LINESTRING (11.6251823 48.7677379, 11.6252205 48.767771, 11.625284 48.7677875, 11.625372 48.7677887)",,,,
698963352,,,residential,,False,False,32.623,"LINESTRING (11.6251823 48.7677379, 11.6251971 48.767689, 11.6252587 48.7676566, 11.6253436 48.7676582, 11.6253756 48.7676996, 11.625372 48.7677887)",,,,
32208984,,Gumpbachstraße,residential,,False,True,16.829,"LINESTRING (11.6236127 48.7682541, 11.6234398 48.7683537)",,,,
32208984,,Gumpbachstraße,residential,,False,False,230.352,"LINESTRING (11.6236127 48.7682541, 11.6237478 48.7682373, 11.6240429 48.7682752, 11.6242194 48.7682978, 11.625302 48.7684455, 11.625532 48.7684686, 11.6258744 48.7684795, 11.6264993 48.7684462, 11.6267123 48.7684182)",,,,
698913292,,Am Lehrgarten,residential,,False,True,170.58499999999998,"LINESTRING (11.6236127 48.7682541, 11.6235702 48.7681918, 11.6235628 48.7681589, 11.623591 48.7679898, 11.6236483 48.7678208, 11.6236965 48.7677363, 11.6237641 48.7676967, 11.6238555 48.7676879, 11.6243074 48.7677368, 11.6251823 48.7677379)",,,,
698913292,,Am Lehrgarten,residential,,False,False,23.919,"LINESTRING (11.6256983 48.767793, 11.625372 48.7677887)",,,,
698913292,,Am Lehrgarten,residential,,False,True,23.919,"LINESTRING (11.625372 48.7677887, 11.6256983 48.767793)",,,,
698913292,,Am Lehrgarten,residential,,False,False,16.078,"LINESTRING (11.625372 48.7677887, 11.625284 48.7677875, 11.6252205 48.767771, 11.6251823 48.7677379)",,,,
698963352,,,residential,,False,True,32.623,"LINESTRING (11.625372 48.7677887, 11.6253756 48.7676996, 11.6253436 48.7676582, 11.6252587 48.7676566, 11.6251971 48.767689, 11.6251823 48.7677379)",,,,
892609523,,Hartackerstraße,residential,30,False,False,12.649,"LINESTRING (11.6191572 48.7680312, 11.6190074 48.7680877)",,,,
753584544,,Hartackerstraße,residential,,True,False,33.779999999999994,"LINESTRING (11.6191572 48.7680312, 11.6191351 48.7681071, 11.6191535 48.7681648, 11.6192042 48.7682235, 11.6192572 48.7682776, 11.619284 48.7683085)",,,,
892609523,,Hartackerstraße,residential,30,False,True,142.219,"LINESTRING (11.6191572 48.7680312, 11.6192261 48.767998, 11.6194178 48.7678984, 11.6196013 48.7677864, 11.6198385 48.7676089, 11.6201147 48.7674188, 11.6202909 48.7673308, 11.6204255 48.7672632, 11.6205285 48.7672154, 11.6205977 48.7671812)",,,,
32208981,,,secondary,50,False,False,18.688,"LINESTRING (11.619284 48.7683085, 11.619245 48.7683041, 11.6190317 48.7682842)",St 2232,,,
"[32208981, 159356774]",,Regensburger Straße,secondary,50,False,True,272.138,"LINESTRING (11.619284 48.7683085, 11.6193706 48.7683212, 11.6194939 48.7683373, 11.6195503 48.7683446, 11.6200108 48.7684027, 11.6204816 48.7684622, 11.6227936 48.7688256, 11.6229064 48.7688442)",St 2232,,,
32208972,,Frühlingstraße,residential,,False,True,8.31,"LINESTRING (11.62142 48.7642976, 11.6213141 48.7642709)",,,,
32208972,,Frühlingstraße,residential,,False,False,121.648,"LINESTRING (11.62142 48.7642976, 11.621541 48.7643264, 11.6218337 48.7643961, 11.6221195 48.7644819, 11.6227632 48.764745, 11.6228852 48.7648007)",,,,
261891372,,Feldweberstraße,residential,30,False,True,52.401,"LINESTRING (11.62142 48.7642976, 11.6213923 48.7643689, 11.621305 48.7645237, 11.6211944 48.7646465, 11.6211219 48.7647224)",,,,
