osmid,bridge,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,width
"[1001670056, 5244238, 179212056, 983670776, 815695420]",yes,Scheffelstraße,residential,30,False,"[False, True]",237.69899999999998,"LINESTRING (8.9756673 47.7361414, 8.9755313 47.7361548, 8.9753651 47.7362006, 8.9749129 47.7363204, 8.9747278 47.7363702, 8.9746948 47.7363791, 8.9746445 47.7363928, 8.974507 47.7364326, 8.9742429 47.7365055, 8.973945 47.7365838, 8.973708 47.7366281, 8.973277 47.7366768, 8.9728199 47.7367187, 8.9727514 47.7367205, 8.9726357 47.7367038)",,,
"[409101857, 117979970, 117979947, 5244239, 181224208, 409182354, 428272212, 179233428, 179233432, 945976634]",,"['Klostergasse', 'Bahnhofplatz', 'Friedrich-Werber-Straße', 'Kapuzinerweg']",residential,30,False,"[False, True]",471.22699999999986,"LINESTRING (8.9726357 47.7367038, 8.9726672 47.7366699, 8.9725247 47.7361609, 8.9724788 47.7361071, 8.9724246 47.7360722, 8.9723407 47.7360497, 8.9719848 47.7360452, 8.9715296 47.7360359, 8.9711652 47.7360304, 8.9709032 47.7360264, 8.9707984 47.7360369, 8.9706592 47.7360539, 8.9705811 47.7360645, 8.9705069 47.7360745, 8.9704321 47.7360893, 8.9703187 47.7361133, 8.9701965 47.7361409, 8.9700968 47.7361609, 8.9697419 47.7362426, 8.9692712 47.7363468, 8.9690998 47.7363712, 8.9690849 47.7363733, 8.9688823 47.7363927, 8.9687908 47.7364053, 8.9687154 47.7364165, 8.9685261 47.7364553, 8.9683896 47.7364876, 8.9681083 47.736547, 8.9678707 47.7365992, 8.9676433 47.7366405, 8.9676121 47.7366461, 8.9672736 47.736711)",,,
117979961,,Scheffelstraße,residential,30,False,False,72.02499999999999,"LINESTRING (8.9726357 47.7367038, 8.9725659 47.7367287, 8.9725069 47.7367425, 8.9724426 47.7367527, 8.972384 47.7367662, 8.9723032 47.7367946, 8.9722592 47.736818, 8.9722134 47.736862, 8.9721889 47.736903, 8.9721752 47.736942, 8.9721707 47.7369749, 8.9721696 47.7370066, 8.9721739 47.7370396, 8.9721815 47.7370733, 8.972195 47.7371069, 8.9722379 47.7371626)",,,
"[983670776, 1001670056, 5244238, 179212056, 815695420]",yes,Scheffelstraße,residential,30,False,"[False, True]",237.69899999999996,"LINESTRING (8.9726357 47.7367038, 8.9727514 47.7367205, 8.9728199 47.7367187, 8.973277 47.7366768, 8.973708 47.7366281, 8.973945 47.7365838, 8.9742429 47.7365055, 8.974507 47.7364326, 8.9746445 47.7363928, 8.9746948 47.7363791, 8.9747278 47.7363702, 8.9749129 47.7363204, 8.9753651 47.7362006, 8.9755313 47.7361548, 8.9756673 47.7361414)",,,
118832151,,Luisenplatz,residential,30,False,False,9.832,"LINESTRING (8.9722379 47.7371626, 8.9723056 47.7372384)",,,
117979961,,Scheffelstraße,residential,30,False,True,72.025,"LINESTRING (8.9722379 47.7371626, 8.972195 47.7371069, 8.9721815 47.7370733, 8.9721739 47.7370396, 8.9721696 47.7370066, 8.9721707 47.7369749, 8.9721752 47.736942, 8.9721889 47.736903, 8.9722134 47.736862, 8.9722592 47.736818, 8.9723032 47.7367946, 8.972384 47.7367662, 8.9724426 47.7367527, 8.9725069 47.7367425, 8.9725659 47.7367287, 8.9726357 47.7367038)",,,
409182357,,,residential,50,True,False,13.157,"LINESTRING (8.9761399 47.7397289, 8.9760979 47.7397199, 8.9760626 47.7397023, 8.9760375 47.739678, 8.9760254 47.7396496)",1,roundabout,
"[103922905, 23899445]",,"['Schützenstraße', 'Teggingerstraße']",residential,20,False,True,290.626,"LINESTRING (8.972353 47.7385287, 8.9721055 47.7385507, 8.9716974 47.7385871, 8.9715055 47.7386042, 8.9714856 47.7386062, 8.971155 47.738637, 8.9710941 47.7386418, 8.9709401 47.7386541, 8.9708593 47.7386617, 8.970725 47.7386744, 8.9702597 47.7387152, 8.9701891 47.7387214, 8.9700723 47.7387317, 8.9699899 47.7387389, 8.9697652 47.7387586, 8.9693648 47.7387937, 8.9690766 47.7388061, 8.9690404 47.7388078, 8.9689721 47.7388136, 8.9689264 47.7388218, 8.9688814 47.7388393, 8.9688077 47.7388751, 8.9687875 47.7389124, 8.968777 47.7389408, 8.968747 47.739064)",,,
"[1001502344, 118832153, 118832149]",,"['Teggingerstraße', 'Konstanzer Straße']",residential,30,False,"[False, True]",211.713,"LINESTRING (8.972353 47.7385287, 8.9740937 47.738531, 8.9741736 47.7385253, 8.9742706 47.7384958, 8.9741651 47.738359, 8.9741154 47.7382879, 8.974082 47.7382266, 8.9740561 47.7381713, 8.9740319 47.7381108, 8.9740104 47.7380767, 8.97398 47.7380187, 8.9739443 47.7379779, 8.973904 47.7379442)",3,,
179233429,,Fürstenbergstraße,residential,30,True,False,155.25400000000002,"LINESTRING (8.972353 47.7385287, 8.9723177 47.7383304, 8.9723 47.7382307, 8.9722534 47.7379689, 8.9722396 47.7378995, 8.972232 47.7378217, 8.9721869 47.7375344, 8.9721522 47.7372913, 8.9721461 47.7372488, 8.9721447 47.7372392, 8.9722379 47.7371626)",,,
179233430,,Fürstenbergstraße,residential,30,False,True,55.501999999999995,"LINESTRING (8.972353 47.7385287, 8.9723955 47.7389716, 8.9724008 47.7390268)",,,
82258404,,Gartenstraße,residential,,False,True,166.776,"LINESTRING (8.9746287 47.7389583, 8.9724008 47.7390268)",,,
"[177284209, 532989372]",,"['Allweilerstraße', 'Walchnerstraße']",residential,30,False,"[False, True]",124.535,"LINESTRING (8.9657761 47.7410627, 8.9659057 47.7410266, 8.966598 47.7408238, 8.9667807 47.7407724, 8.9668521 47.7407402, 8.966891 47.74069, 8.9668989 47.7406517, 8.9668734 47.7405911, 8.9667518 47.7404437)",,,
179233425,,Allweilerstraße,residential,30,False,False,170.378,"LINESTRING (8.9657761 47.7410627, 8.9638174 47.741659, 8.9636899 47.7416486)",,,
179233447,,Untertorstraße,residential,30,False,False,109.142,"LINESTRING (8.9657398 47.7392974, 8.9648538 47.7400774)",,,
23647296,,Josef-Bosch-Straße,residential,30,False,True,219.10000000000002,"LINESTRING (8.9657398 47.7392974, 8.9648633 47.7388338, 8.9646701 47.7387316, 8.9645645 47.7386622, 8.9645087 47.7386058, 8.964413 47.7384949, 8.9643177 47.7383328, 8.9642983 47.738282, 8.9642562 47.7381716, 8.9642114 47.7380619, 8.9641979 47.7380287, 8.9641442 47.7379423, 8.9640579 47.7378489, 8.9639927 47.7377977)",,,
179233431,,Walchnerstraße,residential,30,False,False,87.305,"LINESTRING (8.9657398 47.7392974, 8.9658629 47.7394004, 8.9661638 47.7397582, 8.9663409 47.7399688)",,,
179233447,,Untertorstraße,residential,30,False,True,33.811,"LINESTRING (8.9657398 47.7392974, 8.9659012 47.7391619, 8.9659152 47.7391502, 8.9660225 47.7390601)",,,
24751187,,Walchnerstraße,residential,30,True,False,61.095,"LINESTRING (8.9663409 47.7399688, 8.9667518 47.7404437)",,,
118518866,,Bismarckstraße,residential,30,False,True,113.083,"LINESTRING (8.9663409 47.7399688, 8.9673096 47.7395846, 8.9676435 47.7394522)",,,
179233431,,Walchnerstraße,residential,30,False,True,87.30499999999999,"LINESTRING (8.9663409 47.7399688, 8.9661638 47.7397582, 8.9658629 47.7394004, 8.9657398 47.7392974)",,,
408390166,,Bismarckstraße,residential,30,False,True,101.833,"LINESTRING (8.9663409 47.7399688, 8.9654495 47.7403557, 8.9651967 47.7404654)",,,
118513655,,Böhringer Straße,residential,50,False,False,72.56,"LINESTRING (8.9639983 47.7410008, 8.9640066 47.7409006, 8.9641839 47.7405295, 8.9641981 47.7404981, 8.9642245 47.7404332, 8.9642669 47.7403778)",3,,
118513805,,Bismarckstraße,residential,30,False,False,107.747,"LINESTRING (8.9639983 47.7410008, 8.9640608 47.7409576, 8.9650116 47.7405446, 8.9651967 47.7404654)",,,
408435867,,Böhringer Straße,residential,50,False,True,75.684,"LINESTRING (8.9639983 47.7410008, 8.963966 47.7410473, 8.9636899 47.7416486)",2,,
118513655,,Böhringer Straße,residential,50,False,True,72.56,"LINESTRING (8.9642669 47.7403778, 8.9642245 47.7404332, 8.9641981 47.7404981, 8.9641839 47.7405295, 8.9640066 47.7409006, 8.9639983 47.7410008)",3,,
179233436,,Mooser Straße,residential,30,False,True,24.422,"LINESTRING (8.9642669 47.7403778, 8.9641297 47.7403677, 8.9639419 47.7403792)",,,
"[413127366, 1061110783]",,Untertorstraße,residential,50,False,True,55.156,"LINESTRING (8.9642669 47.7403778, 8.9643829 47.7403202, 8.9644925 47.7402621, 8.9645715 47.7402217, 8.9647511 47.7401303, 8.9648538 47.7400774)",3,,
23940259,,Wiesengasse,residential,30,False,False,98.827,"LINESTRING (8.9656052 47.7408857, 8.9667518 47.7404437)",,,
179233440,,Schwertstraße,residential,30,True,False,23.466,"LINESTRING (8.9656052 47.7408857, 8.9657761 47.7410627)",,,
23940259,,Wiesengasse,residential,30,False,True,98.827,"LINESTRING (8.9667518 47.7404437, 8.9656052 47.7408857)",,,
"[177284209, 532989372]",,"['Allweilerstraße', 'Walchnerstraße']",residential,30,False,"[False, True]",124.535,"LINESTRING (8.9667518 47.7404437, 8.9668734 47.7405911, 8.9668989 47.7406517, 8.966891 47.74069, 8.9668521 47.7407402, 8.9667807 47.7407724, 8.966598 47.7408238, 8.9659057 47.7410266, 8.9657761 47.7410627)",,,
23647296,,Josef-Bosch-Straße,residential,30,False,False,219.1,"LINESTRING (8.9639927 47.7377977, 8.9640579 47.7378489, 8.9641442 47.7379423, 8.9641979 47.7380287, 8.9642114 47.7380619, 8.9642562 47.7381716, 8.9642983 47.738282, 8.9643177 47.7383328, 8.964413 47.7384949, 8.9645087 47.7386058, 8.9645645 47.7386622, 8.9646701 47.7387316, 8.9648633 47.7388338, 8.9657398 47.7392974)",,,
117979966,,Friedrich-Werber-Straße,residential,30,False,True,90.34,"LINESTRING (8.9639927 47.7377977, 8.9644778 47.7375434, 8.9646796 47.7374507, 8.9649848 47.7373374)",,,
23966492,,Lohmühlenstraße,residential,30,False,False,59.617,"LINESTRING (8.9653016 47.7378294, 8.9649848 47.7373374)",,,
"[24150323, 23940260]",,"['Seestraße', 'Forsteistraße']",residential,30,False,False,159.53099999999998,"LINESTRING (8.9653016 47.7378294, 8.9656667 47.7377211, 8.9665088 47.7374714, 8.966547 47.7374557, 8.9665635 47.73744, 8.9665614 47.7374184, 8.9664832 47.7372746, 8.966318 47.736971)",,,
179233434,,Lohmühlenstraße,residential,30,False,True,147.083,"LINESTRING (8.9653016 47.7378294, 8.9653291 47.7378764, 8.9656387 47.7384048, 8.9660225 47.7390601)",,,
23966492,,Lohmühlenstraße,residential,30,False,True,59.617,"LINESTRING (8.9649848 47.7373374, 8.9653016 47.7378294)",,,
117979966,,Friedrich-Werber-Straße,residential,30,False,False,90.34,"LINESTRING (8.9649848 47.7373374, 8.9646796 47.7374507, 8.9644778 47.7375434, 8.9639927 47.7377977)",,,
"[945976633, 117979966]",,Friedrich-Werber-Straße,residential,30,False,True,107.703,"LINESTRING (8.9649848 47.7373374, 8.9650825 47.7373104, 8.9658762 47.7370909, 8.9658799 47.7370899, 8.966318 47.736971)",,,
118518867,,Brühlstraße,residential,,False,False,79.595,"LINESTRING (8.9676435 47.7394522, 8.9681811 47.74007)",,,
118518866,,Bismarckstraße,residential,30,False,False,113.083,"LINESTRING (8.9676435 47.7394522, 8.9673096 47.7395846, 8.9663409 47.7399688)",,,
179233426,,Bismarckstraße,residential,30,False,False,93.94000000000001,"LINESTRING (8.9676435 47.7394522, 8.9679429 47.7393322, 8.9680624 47.7392843, 8.9686269 47.7390736, 8.9686996 47.7390605, 8.968747 47.739064)",,,
"[179233446, 179233447]",,"['Brühlstraße', 'Untertorstraße']",residential,30,False,False,218.58300000000003,"LINESTRING (8.9676435 47.7394522, 8.9674501 47.7392377, 8.9672488 47.7390144, 8.9672125 47.7389742, 8.9670629 47.738808, 8.9670392 47.7387804, 8.9669771 47.7387117, 8.9669042 47.7386309, 8.9667318 47.73844, 8.9660795 47.7390102, 8.9660225 47.7390601)",,,
118518867,,Brühlstraße,residential,,False,True,79.595,"LINESTRING (8.9681811 47.74007, 8.9676435 47.7394522)",,,
1013322798,,Zangererstraße,residential,30,False,False,51.392,"LINESTRING (8.969468 47.7415769, 8.970114 47.7414929, 8.9701428 47.7414892)",,,
117979967,,Schützenstraße,unclassified,50,False,False,11.19,"LINESTRING (8.9701428 47.7414892, 8.970193 47.741584)",,,
117979967,,Schützenstraße,unclassified,50,False,True,188.52399999999997,"LINESTRING (8.9701428 47.7414892, 8.9700635 47.7413431, 8.9699233 47.741085, 8.9698852 47.7410147, 8.9698409 47.7409332, 8.9697872 47.7408342, 8.9697434 47.7407536, 8.9696641 47.7406076, 8.9696048 47.7404983, 8.9695616 47.7404187, 8.9694942 47.7402946, 8.9693452 47.7400203, 8.9692781 47.7398966)",,,
1013322798,,Zangererstraße,residential,30,False,True,51.392,"LINESTRING (8.9701428 47.7414892, 8.970114 47.7414929, 8.969468 47.7415769)",,,
"[24150323, 23940260]",,"['Seestraße', 'Forsteistraße']",residential,30,False,True,159.531,"LINESTRING (8.966318 47.736971, 8.9664832 47.7372746, 8.9665614 47.7374184, 8.9665635 47.73744, 8.966547 47.7374557, 8.9665088 47.7374714, 8.9656667 47.7377211, 8.9653016 47.7378294)",,,
"[945976633, 117979966]",,Friedrich-Werber-Straße,residential,30,False,False,107.703,"LINESTRING (8.966318 47.736971, 8.9658799 47.7370899, 8.9658762 47.7370909, 8.9650825 47.7373104, 8.9649848 47.7373374)",,,
945976634,,Friedrich-Werber-Straße,residential,30,False,False,77.14599999999999,"LINESTRING (8.966318 47.736971, 8.966781 47.7368307, 8.9672736 47.736711)",,,
24150326,,Spitalstraße,residential,,False,False,51.722,"LINESTRING (8.9672736 47.736711, 8.9674515 47.7371605)",,,
"[409101857, 117979970, 117979947, 5244239, 181224208, 409182354, 179233428, 428272212, 179233432, 945976634]",,"['Klostergasse', 'Kapuzinerweg', 'Friedrich-Werber-Straße', 'Bahnhofplatz']",residential,30,False,"[False, True]",471.22700000000003,"LINESTRING (8.9672736 47.736711, 8.9676121 47.7366461, 8.9676433 47.7366405, 8.9678707 47.7365992, 8.9681083 47.736547, 8.9683896 47.7364876, 8.9685261 47.7364553, 8.9687154 47.7364165, 8.9687908 47.7364053, 8.9688823 47.7363927, 8.9690849 47.7363733, 8.9690998 47.7363712, 8.9692712 47.7363468, 8.9697419 47.7362426, 8.9700968 47.7361609, 8.9701965 47.7361409, 8.9703187 47.7361133, 8.9704321 47.7360893, 8.9705069 47.7360745, 8.9705811 47.7360645, 8.9706592 47.7360539, 8.9707984 47.7360369, 8.9709032 47.7360264, 8.9711652 47.7360304, 8.9715296 47.7360359, 8.9719848 47.7360452, 8.9723407 47.7360497, 8.9724246 47.7360722, 8.9724788 47.7361071, 8.9725247 47.7361609, 8.9726672 47.7366699, 8.9726357 47.7367038)",,,
945976634,,Friedrich-Werber-Straße,residential,30,False,True,77.14599999999999,"LINESTRING (8.9672736 47.736711, 8.966781 47.7368307, 8.966318 47.736971)",,,
