osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge
"[372042920, 33544143]","['Schulstraße', 'Grüne Straße']",residential,False,False,228.482,"LINESTRING (11.6511795 53.5799665, 11.6515341 53.5798756, 11.6522845 53.5793331, 11.6520056 53.5791484, 11.6516175 53.5790157, 11.6513565 53.5790334, 11.6506093 53.5791278)",,,
33729704,Schulstraße,residential,True,False,172.081,"LINESTRING (11.6511795 53.5799665, 11.650425 53.5800974, 11.6496706 53.5802063, 11.6486538 53.5803474)",,,
30135088,Rudolf-Breitscheid-Straße,residential,False,False,15.485,"LINESTRING (11.6486538 53.5803474, 11.6486199 53.5802096)",,,
1235186763,Weinbergstraße,residential,True,False,30.057,"LINESTRING (11.6486538 53.5803474, 11.6482017 53.5803794)",50,,
89265234,Brüeler Straße,residential,False,True,99.57400000000001,"LINESTRING (11.6486538 53.5803474, 11.6487812 53.5808606, 11.6488716 53.5812335)",50,,
33729703,Fritz-Reuter-Straße,residential,True,False,45.135,"LINESTRING (11.6494476 53.577674, 11.6497998 53.5780219)",,,
28261299,Große Straße,residential,True,False,133.41,"LINESTRING (11.6494476 53.577674, 11.6487685 53.5779467, 11.6478177 53.5782769, 11.6477227 53.5782943)",,,
33730257,Kirchenstraße,residential,True,False,6.436,"LINESTRING (11.6477431 53.5783509, 11.6477227 53.5782943)",,,
89265260,Bergstraße,residential,False,True,33.269,"LINESTRING (11.6477431 53.5783509, 11.6474491 53.5783852, 11.6472463 53.5783999)",,,
28261334,Am Markt,residential,False,True,31.008,"LINESTRING (11.6492561 53.5774102, 11.6495347 53.5776347)",,,
89265265,Am Markt,residential,False,False,62.44199999999999,"LINESTRING (11.6492561 53.5774102, 11.6492911 53.577388, 11.6498046 53.5770623, 11.6499038 53.577001)",,,
28261338,Am Markt,residential,True,False,43.956,"LINESTRING (11.6499038 53.577001, 11.6503342 53.5773026)",,,
33739505,Lindenstraße,residential,True,False,60.018,"LINESTRING (11.6499038 53.577001, 11.6496496 53.5768924, 11.6491535 53.5766964)",,,
89265265,Am Markt,residential,False,True,62.44199999999999,"LINESTRING (11.6499038 53.577001, 11.6498046 53.5770623, 11.6492911 53.577388, 11.6492561 53.5774102)",,,
