osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,bridge,access
4864952,True,3,B 66,Adenauerplatz,primary,50,False,49.589,"LINESTRING (8.5242195 52.0176249, 8.524183 52.0175669, 8.5241781 52.0175216, 8.5241857 52.0174703, 8.5241917 52.0174387, 8.5242242 52.0173926, 8.5242541 52.0173743, 8.5242812 52.0173594, 8.5243215 52.0173431, 8.5244035 52.0173186, 8.5245091 52.0172908)",,,
60341952,True,2,,Adenauerplatz,secondary,50,False,54.083,"LINESTRING (8.5242195 52.0176249, 8.5240339 52.017486, 8.5239247 52.0174043, 8.5238876 52.0173764, 8.52372 52.017248)",,,
742649027,True,,,,primary_link,,False,44.665000000000006,"LINESTRING (8.527069 52.0216066, 8.5269835 52.021432, 8.5269749 52.0214016, 8.5269722 52.0213713, 8.5269832 52.0213386, 8.5270091 52.021303, 8.5270697 52.0212258)",,,
"[61327169, 742649028, 879587711]",True,2,B 66,Alfred-Bozi-Straße,primary,50,False,57.092000000000006,"LINESTRING (8.527069 52.0216066, 8.5269565 52.0215014, 8.5268931 52.0214356, 8.526844 52.0213817, 8.5267896 52.0213152, 8.5267357 52.0212432, 8.5266747 52.0211554)",,,
"[823262634, 1118123258]",True,"['4', '2']",,Alfred-Bozi-Straße,tertiary,"['50', '30']",False,71.86999999999999,"LINESTRING (8.53068 52.0233811, 8.5304934 52.0233614, 8.5303421 52.0233371, 8.5301941 52.0232952, 8.5300858 52.0232646, 8.5297254 52.0231288)",,,
"[27225977, 1099295965]",False,1,,Ravensberger Straße,residential,30,False,50.303,"LINESTRING (8.5337009 52.0177987, 8.5337943 52.0177732, 8.5343392 52.0176193, 8.5343695 52.0176107)",,,
"[693747747, 693747749]",True,3,,Niederwall,residential,50,False,40.117999999999995,"LINESTRING (8.5337009 52.0177987, 8.5337674 52.0178999, 8.5338318 52.0180101, 8.5338561 52.0180606, 8.533885 52.0181405)",,,
48258348,False,2,,Turnerstraße,residential,50,True,83.335,"LINESTRING (8.5368814 52.0221014, 8.5368952 52.021352)",,,
4864882,True,,,Falkstraße,residential,30,False,44.501,"LINESTRING (8.5368814 52.0221014, 8.5369712 52.022088, 8.5370177 52.0220871, 8.5375249 52.0221275)",,,
"[1082137795, 48258348, 1177660285]",False,2,,Turnerstraße,residential,50,False,142.92999999999998,"LINESTRING (8.5368814 52.0221014, 8.536877 52.0223261, 8.536869 52.0227452, 8.5368655 52.0229246, 8.5368652 52.0229402, 8.536866 52.0230122, 8.536867 52.0230959, 8.5368705 52.0231918, 8.5368744 52.0232438, 8.536877 52.0232736, 8.5368793 52.0233001, 8.5368872 52.0233257, 8.5369229 52.023382)",,,
