osmid,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,lanes,ref,width
677355468,Am Bach,tertiary,False,False,102.6,"LINESTRING (11.2485571 49.6452422, 11.248697 49.6453647, 11.2487954 49.6456317, 11.2489378 49.6459892, 11.2490194 49.6461043)",30,,2,FO 28,
23030374,Kasberger Straße,tertiary,False,False,83.67,"LINESTRING (11.2490194 49.6461043, 11.2485583 49.646342, 11.2484519 49.6464232, 11.2483093 49.6466709)",30,,2,FO 14,
83702425,Kasberger Straße,tertiary,False,True,36.021,"LINESTRING (11.2490194 49.6461043, 11.2492794 49.6460123, 11.2494019 49.6459918, 11.2494772 49.6460036)",30,,2,FO 14,
677355468,Am Bach,tertiary,False,True,102.6,"LINESTRING (11.2490194 49.6461043, 11.2489378 49.6459892, 11.2487954 49.6456317, 11.248697 49.6453647, 11.2485571 49.6452422)",30,,2,FO 28,
34589551,Kasberger Straße,tertiary,False,False,52.654,"LINESTRING (11.2431172 49.648864, 11.2423969 49.648946)",30,,2,FO 14,
23030785,Pestalozzistraße,residential,False,False,73.406,"LINESTRING (11.2431172 49.648864, 11.2430556 49.6484639, 11.2430065 49.6482078)",,,,,
34589551,Kasberger Straße,tertiary,False,True,113.523,"LINESTRING (11.2431172 49.648864, 11.2436256 49.6487955, 11.2441514 49.6487147, 11.2446529 49.6486331)",30,,2,FO 14,
"[180580645, 83702408, 28427124, 206528150, 7838905]",Tiszafölgvárplatz,unclassified,False,True,99.072,"LINESTRING (11.250089 49.6422538, 11.2502349 49.6423056, 11.2504085 49.6423455, 11.250539 49.6423451, 11.2506593 49.6423648, 11.250774 49.6423416, 11.250843 49.6423177, 11.2510495 49.6422191, 11.2511826 49.6421798, 11.251336 49.6421332)",,,,,
23422285,Friedhofgasse,residential,False,False,57.95099999999999,"LINESTRING (11.2515492 49.6437783, 11.2515143 49.6440022, 11.2514965 49.6442981)",,,,,
"[815447745, 30632681, 951291154, 951291155, 111798101]",Bayreuther Straße,living_street,False,False,86.666,"LINESTRING (11.250714 49.6445477, 11.2505812 49.6445997, 11.2505223 49.6446195, 11.250441 49.6446469, 11.2503922 49.6446631, 11.2503565 49.6446743, 11.2503147 49.6446906, 11.2501657 49.6447383, 11.2496945 49.6448512, 11.2496163 49.6448558)",,building_passage,,,
44833661,Am Michelsberg,residential,False,False,127.804,"LINESTRING (11.250714 49.6445477, 11.2507639 49.6446239, 11.2508195 49.6447134, 11.2508361 49.6447981, 11.2508185 49.6448623, 11.2507449 49.6450058, 11.2507231 49.645268, 11.2505907 49.6456139, 11.2505677 49.645661)",,,,,
47215066,Bayreuther Straße,residential,False,True,63.126000000000005,"LINESTRING (11.250714 49.6445477, 11.2508617 49.6444959, 11.2511975 49.6443635, 11.2514965 49.6442981)",,,,,
83702391,Marktplatz,living_street,False,False,13.285,"LINESTRING (11.2496163 49.6448558, 11.249432 49.6448615)",,,,,
1020240743,,living_street,False,False,21.55,"LINESTRING (11.2496163 49.6448558, 11.2496259 49.6450495)",,,,,
"[815447745, 30632681, 951291154, 951291155, 111798101]",Bayreuther Straße,living_street,False,True,86.666,"LINESTRING (11.2496163 49.6448558, 11.2496945 49.6448512, 11.2501657 49.6447383, 11.2503147 49.6446906, 11.2503565 49.6446743, 11.2503922 49.6446631, 11.250441 49.6446469, 11.2505223 49.6446195, 11.2505812 49.6445997, 11.250714 49.6445477)",,building_passage,,,
23426377,,residential,False,False,11.127,"LINESTRING (11.249466 49.6459038, 11.2494772 49.6460036)",,,,,
23426377,,residential,False,True,11.127,"LINESTRING (11.2494772 49.6460036, 11.249466 49.6459038)",,,,,
7847660,Büttnersberg,residential,False,False,92.58500000000001,"LINESTRING (11.2494772 49.6460036, 11.2496017 49.6459692, 11.2497906 49.6459537, 11.2499533 49.6459764, 11.2501738 49.6460891, 11.25012 49.6464193)",,,,,
83702425,Kasberger Straße,tertiary,False,False,36.021,"LINESTRING (11.2494772 49.6460036, 11.2494019 49.6459918, 11.2492794 49.6460123, 11.2490194 49.6461043)",30,,2,FO 14,
"[376407781, 558854805]",Egloffsteiner Straße,tertiary,False,True,125.009,"LINESTRING (11.2494772 49.6460036, 11.2495762 49.646083, 11.2496092 49.6461726, 11.2496682 49.6464286, 11.2496253 49.6466655, 11.2495391 49.6470946)",30,,2,FO 14,
160835744,Am Michelsberg,residential,False,False,68.326,"LINESTRING (11.25012 49.6464193, 11.2504611 49.6458459)",,,,,
7847660,Büttnersberg,residential,False,True,92.585,"LINESTRING (11.25012 49.6464193, 11.2501738 49.6460891, 11.2499533 49.6459764, 11.2497906 49.6459537, 11.2496017 49.6459692, 11.2494772 49.6460036)",,,,,
"[155164853, 980532775]",Am Michelsberg,residential,False,True,90.05599999999998,"LINESTRING (11.25012 49.6464193, 11.2499671 49.6465327, 11.2498756 49.6466825, 11.249763 49.6468362, 11.2496126 49.6470991, 11.2495391 49.6470946)",,,,,
160835730,Am Michelsberg,residential,False,False,174.37099999999998,"LINESTRING (11.25012 49.6464193, 11.2501335 49.6466537, 11.2501242 49.6468525, 11.2500665 49.647034, 11.2500703 49.647144, 11.2501044 49.6472946, 11.2500768 49.6474486, 11.2500894 49.6474986, 11.2502054 49.6476943, 11.2502188 49.6477227, 11.2502305 49.6477747, 11.2502649 49.6479279, 11.2503021 49.647953)",30,,2,,
23422040,Bayreuther Straße,residential,False,False,27.133,"LINESTRING (11.2539875 49.6446518, 11.2542482 49.644828)",,,,,
30214858,Bayreuther Straße,residential,False,True,51.28,"LINESTRING (11.2539875 49.6446518, 11.2543141 49.6446153, 11.2544627 49.6445746, 11.2545694 49.6445302, 11.2546446 49.6444952)",30,,,,
47215064,Bayreuther Straße,residential,False,False,166.048,"LINESTRING (11.2539875 49.6446518, 11.2536571 49.6445823, 11.2533805 49.6445172, 11.2529757 49.6444486, 11.2526289 49.6443952, 11.2525292 49.6443784, 11.2520485 49.6443379, 11.2517501 49.6443087)",,,,,
111798102,Bahnhofstraße,living_street,False,False,20.801,"LINESTRING (11.2492472 49.6448568, 11.2489624 49.6448882)",,,,,
813033675,Bahnhofstraße,living_street,False,True,13.316,"LINESTRING (11.2492472 49.6448568, 11.249432 49.6448615)",,,,,
"[23415232, 856540649, 856540650, 111798099, 23422298]",Am Gesteiger,"['living_street', 'residential']",False,"[False, True]",145.774,"LINESTRING (11.2492472 49.6448568, 11.249243 49.6446446, 11.2492416 49.644576, 11.2491659 49.6445549, 11.2491234 49.644502, 11.2490982 49.6443361, 11.2490222 49.6440112, 11.2490108 49.6439595, 11.2489996 49.6438792, 11.249132 49.6437055, 11.249053 49.6436251)",,building_passage,,,
107941032,Buchenstraße,residential,False,False,76.43,"LINESTRING (11.2430065 49.6482078, 11.243941 49.6478817)",30,,,,
23030785,Pestalozzistraße,residential,False,False,179.025,"LINESTRING (11.2430065 49.6482078, 11.2426682 49.6472006, 11.2423579 49.6466573)",,,,,
23030785,Pestalozzistraße,residential,False,True,73.406,"LINESTRING (11.2430065 49.6482078, 11.2430556 49.6484639, 11.2431172 49.648864)",,,,,
23030785,Pestalozzistraße,residential,False,False,36.958,"LINESTRING (11.2420931 49.6462831, 11.2419321 49.6459675)",,,,,
23030785,Pestalozzistraße,residential,False,True,45.769,"LINESTRING (11.2420931 49.6462831, 11.2423579 49.6466573)",,,,,
28171597,Hopfenstraße,residential,False,False,312.538,"LINESTRING (11.2420931 49.6462831, 11.2423335 49.6462373, 11.2438497 49.6461615, 11.2443322 49.6460846, 11.2463404 49.6457526)",,,,,
23415712,Guttenburger Straße,tertiary,False,False,89.364,"LINESTRING (11.2414767 49.6430026, 11.2427142 49.6429415)",,,2,FO 28,
23415922,Ritter-Wirnt-Straße,residential,False,True,125.15,"LINESTRING (11.2414767 49.6430026, 11.241864 49.6440998)",30,,2,,
28171571,Gartenstraße,residential,False,False,195.148,"LINESTRING (11.2414767 49.6430026, 11.241491 49.6426458, 11.2416452 49.6419314, 11.2426804 49.6420241)",,,,,
23415712,Guttenburger Straße,tertiary,False,False,30.97,"LINESTRING (11.2427142 49.6429415, 11.2431429 49.6429189)",,,2,FO 28,
23415712,Guttenburger Straße,tertiary,False,True,89.364,"LINESTRING (11.2427142 49.6429415, 11.2414767 49.6430026)",,,2,FO 28,
23415717,Konrad-Kramer-Straße,residential,False,True,103.853,"LINESTRING (11.2427142 49.6429415, 11.2430442 49.6438507)",,,,,
23415718,Steinackerstraße,residential,False,True,102.191,"LINESTRING (11.2427142 49.6429415, 11.242659 49.6424901, 11.2426804 49.6420241)",,,,,
677355467,Bahnhofstraße,tertiary,False,False,21.617,"LINESTRING (11.2492473 49.6434769, 11.249053 49.6436251)",30,,,,
23415397,Schloßgarten,residential,False,False,69.251,"LINESTRING (11.2492473 49.6434769, 11.2495678 49.6434308, 11.2501958 49.6433771)",,,,,
"[677355467, 868232215]",Bahnhofstraße,tertiary,False,True,270.238,"LINESTRING (11.2492473 49.6434769, 11.2496279 49.6430912, 11.2498213 49.6429695, 11.2499921 49.6428932, 11.2501385 49.642824, 11.2504702 49.6427613, 11.2507656 49.6427177, 11.2510192 49.6426732, 11.2514765 49.6426256, 11.251597 49.6425864, 11.2516573 49.6425411, 11.2516902 49.6424395, 11.2516375 49.642291, 11.2515284 49.6422146, 11.251336 49.6421332)",30,,,,
980532776,Bahnhofstraße,tertiary,False,True,3.997,"LINESTRING (11.249004 49.643642, 11.249053 49.6436251)",30,,,,
23415711,Am Pinsel,residential,False,False,74.004,"LINESTRING (11.249004 49.643642, 11.2489226 49.6435597, 11.2486124 49.643288, 11.2485019 49.6431911, 11.2484418 49.6431633, 11.2483496 49.643148)",,,,,
"[980532776, 868232214]",Bahnhofstraße,tertiary,False,False,172.82000000000002,"LINESTRING (11.249004 49.643642, 11.248925 49.6436824, 11.2486229 49.6438369, 11.2485534 49.6438724, 11.248292 49.644043, 11.2480972 49.644222, 11.247957 49.6444062, 11.2479122 49.6444651, 11.2479287 49.6446681, 11.2479904 49.6449137)",30,,,,
23415717,Konrad-Kramer-Straße,residential,False,False,103.853,"LINESTRING (11.2430442 49.6438507, 11.2427142 49.6429415)",,,,,
23415854,Am Sportplatz,residential,False,False,89.378,"LINESTRING (11.2430442 49.6438507, 11.241864 49.6440998)",,,,,
"[28171554, 23415854]",Am Sportplatz,residential,False,True,163.719,"LINESTRING (11.2430442 49.6438507, 11.2442068 49.6436313, 11.2449126 49.6436541, 11.2452673 49.6436748)",,,,,
23415718,Steinackerstraße,residential,False,False,102.191,"LINESTRING (11.2426804 49.6420241, 11.242659 49.6424901, 11.2427142 49.6429415)",,,,,
28171571,Gartenstraße,residential,False,True,195.14799999999997,"LINESTRING (11.2426804 49.6420241, 11.2416452 49.6419314, 11.241491 49.6426458, 11.2414767 49.6430026)",,,,,
23415854,Am Sportplatz,residential,False,True,89.378,"LINESTRING (11.241864 49.6440998, 11.2430442 49.6438507)",,,,,
23415922,Ritter-Wirnt-Straße,residential,False,False,125.15,"LINESTRING (11.241864 49.6440998, 11.2414767 49.6430026)",30,,2,,
23415922,Ritter-Wirnt-Straße,residential,False,True,229.75999999999996,"LINESTRING (11.241864 49.6440998, 11.24188 49.6441495, 11.2420191 49.6444634, 11.2423768 49.6451267, 11.2423877 49.645126, 11.2426703 49.6451082, 11.2429651 49.6450797, 11.2431912 49.6450497, 11.24304 49.6447423, 11.2429902 49.644616)",30,,2,,
23030785,Pestalozzistraße,residential,False,True,36.958,"LINESTRING (11.2419321 49.6459675, 11.2420931 49.6462831)",,,,,
23422309,Schulgasse,residential,False,False,22.972,"LINESTRING (11.2489624 49.6448882, 11.248904 49.6446851)",,,,,
111798102,Bahnhofstraße,living_street,False,True,20.801,"LINESTRING (11.2489624 49.6448882, 11.2492472 49.6448568)",,,,,
23030237,Bahnhofstraße,living_street,False,True,49.304,"LINESTRING (11.2489624 49.6448882, 11.2488819 49.644991, 11.2487376 49.645117, 11.2485571 49.6452422)",,,,,
23422309,Schulgasse,residential,False,True,22.972,"LINESTRING (11.248904 49.6446851, 11.2489624 49.6448882)",,,,,
44822026,Reuthgasse,residential,False,True,274.034,"LINESTRING (11.2534512 49.6421671, 11.2534624 49.642188, 11.2534976 49.6422569, 11.2537043 49.6429915, 11.2539156 49.6433173, 11.2540337 49.6434803, 11.2542331 49.6438389, 11.2544182 49.6441488, 11.254505 49.6442729, 11.254544 49.6443325, 11.2546446 49.6444952)",,,,,6
62170218,Reuthgasse,residential,False,False,22.104999999999997,"LINESTRING (11.2534512 49.6421671, 11.2534751 49.6421332, 11.2536327 49.642008)",,,,,6
83702391,Marktplatz,living_street,False,True,13.285,"LINESTRING (11.249432 49.6448615, 11.2496163 49.6448558)",,,,,
813033675,Bahnhofstraße,living_street,False,False,13.316,"LINESTRING (11.249432 49.6448615, 11.2492472 49.6448568)",,,,,
"[7839993, 951291150, 951291151]",Marktplatz,living_street,True,False,116.012,"LINESTRING (11.249432 49.6448615, 11.2494535 49.6450505, 11.2494711 49.6456166, 11.2494583 49.6457719, 11.2494571 49.6457796, 11.24946 49.645832, 11.249466 49.6459038)",,building_passage,,,
572873235,Jahnstraße,residential,False,False,110.093,"LINESTRING (11.2442763 49.6448516, 11.2457445 49.6445751)",30,,,,
24744456,Eichenweg,residential,False,True,136.869,"LINESTRING (11.2464844 49.6464562, 11.244653 49.6467862)",,,,,
28171552,Lärchenstraße,residential,False,True,62.485,"LINESTRING (11.2464844 49.6464562, 11.2465257 49.6470175)",,,,,
28171552,Lärchenstraße,residential,False,False,79.29299999999999,"LINESTRING (11.2464844 49.6464562, 11.2464978 49.6463103, 11.2463404 49.6457526)",,,,,
23030374,Kasberger Straße,tertiary,False,False,8.959,"LINESTRING (11.2483093 49.6466709, 11.2482547 49.6467433)",30,,2,FO 14,
23030374,Kasberger Straße,tertiary,False,True,83.67,"LINESTRING (11.2483093 49.6466709, 11.2484519 49.6464232, 11.2485583 49.646342, 11.2490194 49.6461043)",30,,2,FO 14,
68815525,,residential,False,False,39.97,"LINESTRING (11.2483093 49.6466709, 11.2483989 49.6467064, 11.2484847 49.6468126, 11.2485512 49.6469787)",,,,,
34589558,Jahnstraße,residential,False,False,69.691,"LINESTRING (11.2461773 49.6451357, 11.2457445 49.6445751)",,,,,
"[28171552, 34589555]",Lärchenstraße,residential,False,True,69.69,"LINESTRING (11.2461773 49.6451357, 11.2462411 49.6453557, 11.2463404 49.6456971, 11.2463404 49.6457526)",,,,,
"[202818905, 34589556]",Hubertusstraße,residential,False,False,183.757,"LINESTRING (11.2461773 49.6451357, 11.2462914 49.6452423, 11.2465359 49.6453209, 11.2467359 49.64539, 11.246927 49.6455239, 11.247204 49.645874, 11.2474703 49.6462513, 11.2476125 49.6464387)",,,,,
"[28171554, 23415854]",Am Sportplatz,residential,False,False,163.719,"LINESTRING (11.2452673 49.6436748, 11.2449126 49.6436541, 11.2442068 49.6436313, 11.2430442 49.6438507)",,,,,
34589558,Jahnstraße,residential,False,False,185.04,"LINESTRING (11.2452673 49.6436748, 11.2450556 49.6434152, 11.244759 49.6432459, 11.2438915 49.6429866, 11.2434698 49.642909, 11.2431429 49.6429189)",,,,,
34589558,Jahnstraße,residential,False,True,105.844,"LINESTRING (11.2452673 49.6436748, 11.2454256 49.6439632, 11.2457445 49.6445751)",,,,,
"[28171552, 34589555]",Lärchenstraße,residential,False,False,69.69,"LINESTRING (11.2463404 49.6457526, 11.2463404 49.6456971, 11.2462411 49.6453557, 11.2461773 49.6451357)",,,,,
28171552,Lärchenstraße,residential,False,True,79.29299999999999,"LINESTRING (11.2463404 49.6457526, 11.2464978 49.6463103, 11.2464844 49.6464562)",,,,,
28171597,Hopfenstraße,residential,False,True,312.538,"LINESTRING (11.2463404 49.6457526, 11.2443322 49.6460846, 11.2438497 49.6461615, 11.2423335 49.6462373, 11.2420931 49.6462831)",,,,,
83827263,Am Michelsberg,residential,False,False,7.979,"LINESTRING (11.2503021 49.647953, 11.2503907 49.6479099)",30,,1,,
28173811,Am Michelsberg,residential,False,False,133.07100000000003,"LINESTRING (11.2503021 49.647953, 11.2503271 49.6479703, 11.2504289 49.6482614, 11.2504861 49.64834, 11.2506488 49.6483763, 11.2508961 49.6484166, 11.2510726 49.6484428, 11.2512842 49.6484628, 11.2514865 49.6484815, 11.2516675 49.6485193)",30,,1,,
160835730,Am Michelsberg,residential,False,True,174.37099999999998,"LINESTRING (11.2503021 49.647953, 11.2502649 49.6479279, 11.2502305 49.6477747, 11.2502188 49.6477227, 11.2502054 49.6476943, 11.2500894 49.6474986, 11.2500768 49.6474486, 11.2501044 49.6472946, 11.2500703 49.647144, 11.2500665 49.647034, 11.2501242 49.6468525, 11.2501335 49.6466537, 11.25012 49.6464193)",30,,2,,
813333200,Am Michelsberg,residential,False,True,26.221,"LINESTRING (11.2503021 49.647953, 11.2502077 49.6479997, 11.2500931 49.6481402)",30,,1,,
28173811,Am Michelsberg,residential,False,True,133.071,"LINESTRING (11.2516675 49.6485193, 11.2514865 49.6484815, 11.2512842 49.6484628, 11.2510726 49.6484428, 11.2508961 49.6484166, 11.2506488 49.6483763, 11.2504861 49.64834, 11.2504289 49.6482614, 11.2503271 49.6479703, 11.2503021 49.647953)",30,,1,,
23415712,Guttenburger Straße,tertiary,False,True,21.244,"LINESTRING (11.2434173 49.6428487, 11.2431429 49.6429189)",,,2,FO 28,
23415712,Guttenburger Straße,tertiary,False,False,238.183,"LINESTRING (11.2434173 49.6428487, 11.243736 49.6427659, 11.2441601 49.6427566, 11.2446638 49.6428252, 11.2453498 49.6429699, 11.2459425 49.6431442, 11.2464796 49.6433847)",,,2,FO 28,
"[376407781, 558854805]",Egloffsteiner Straße,tertiary,False,False,125.00899999999999,"LINESTRING (11.2495391 49.6470946, 11.2496253 49.6466655, 11.2496682 49.6464286, 11.2496092 49.6461726, 11.2495762 49.646083, 11.2494772 49.6460036)",30,,2,FO 14,
"[155164853, 980532775]",Am Michelsberg,residential,False,False,90.05600000000001,"LINESTRING (11.2495391 49.6470946, 11.2496126 49.6470991, 11.249763 49.6468362, 11.2498756 49.6466825, 11.2499671 49.6465327, 11.25012 49.6464193)",,,,,
28631015,Zeilachstraße,residential,False,False,86.653,"LINESTRING (11.2449624 49.6475393, 11.244653 49.6467862)",,,,,
28631015,Zeilachstraße,residential,False,True,84.522,"LINESTRING (11.2449624 49.6475393, 11.2452022 49.6482834)",,,,,
107941032,Buchenstraße,residential,False,True,82.809,"LINESTRING (11.2449624 49.6475393, 11.243941 49.6478817)",30,,,,
107941032,Buchenstraße,residential,False,False,126.64399999999999,"LINESTRING (11.2449624 49.6475393, 11.2463227 49.647092, 11.2465257 49.6470175)",30,,,,
24744456,Eichenweg,residential,False,False,136.869,"LINESTRING (11.244653 49.6467862, 11.2464844 49.6464562)",,,,,
28631015,Zeilachstraße,residential,False,True,86.653,"LINESTRING (11.244653 49.6467862, 11.2449624 49.6475393)",,,,,
"[24744456, 31384820]",Eichenweg,residential,False,"[False, True]",179.088,"LINESTRING (11.244653 49.6467862, 11.243593 49.647029, 11.2437203 49.6472835, 11.2439263 49.6478448, 11.243941 49.6478817)",,,,,
28171552,Lärchenstraße,residential,False,True,55.462,"LINESTRING (11.2452022 49.6482834, 11.2446529 49.6486331)",,,,,
28631015,Zeilachstraße,residential,False,False,84.522,"LINESTRING (11.2452022 49.6482834, 11.2449624 49.6475393)",,,,,
28171552,Lärchenstraße,residential,False,False,192.356,"LINESTRING (11.2452022 49.6482834, 11.2461913 49.6479639, 11.2463971 49.6478528, 11.2464809 49.6475349, 11.2465257 49.6470175)",,,,,
34589551,Kasberger Straße,tertiary,False,True,52.654,"LINESTRING (11.2423969 49.648946, 11.2431172 49.648864)",30,,2,FO 14,
31251305,Am Schelmberg,residential,False,False,69.1,"LINESTRING (11.2423969 49.648946, 11.2424265 49.6492813, 11.2423774 49.6495651)",,,,,
45554209,Am Schelmberg,residential,False,False,130.713,"LINESTRING (11.2423774 49.6495651, 11.244193 49.6495656)",,,,,
31251305,Am Schelmberg,residential,False,True,69.1,"LINESTRING (11.2423774 49.6495651, 11.2424265 49.6492813, 11.2423969 49.648946)",,,,,
31384820,Eichenweg,residential,False,True,35.324,"LINESTRING (11.2440636 49.6481893, 11.243941 49.6478817)",,,,,
150337956,Am Schelmberg,residential,False,False,58.7,"LINESTRING (11.2438584 49.6500451, 11.2440637 49.6498027, 11.244193 49.6495656)",,,,,
45554209,Am Schelmberg,residential,False,True,130.713,"LINESTRING (11.244193 49.6495656, 11.2423774 49.6495651)",,,,,
150337956,Am Schelmberg,residential,False,False,203.08599999999998,"LINESTRING (11.244193 49.6495656, 11.244344 49.6494429, 11.2446519 49.649342, 11.24502 49.649243, 11.245454 49.649146, 11.246427 49.648971, 11.2465967 49.6489181, 11.2466684 49.648884, 11.2467306 49.6488432)",,,,,
150337956,Am Schelmberg,residential,False,True,58.7,"LINESTRING (11.244193 49.6495656, 11.2440637 49.6498027, 11.2438584 49.6500451)",,,,,
34589551,Kasberger Straße,tertiary,False,False,101.154,"LINESTRING (11.2460171 49.6484211, 11.2458738 49.6484589, 11.2451869 49.6485529, 11.2448309 49.6486064, 11.2446529 49.6486331)",30,,2,FO 14,
34589557,Kasberger Straße,tertiary,False,True,229.277,"LINESTRING (11.2460171 49.6484211, 11.2463786 49.6483261, 11.2468838 49.6481838, 11.2472466 49.6479633, 11.2474411 49.6478624, 11.2475431 49.6477673, 11.2477785 49.6475706, 11.247948 49.6473779, 11.2481053 49.6470897, 11.2481392 49.6470159)",30,,2,FO 14,
202818903,Am Schelmberg,residential,False,True,83.06099999999999,"LINESTRING (11.2460171 49.6484211, 11.245965 49.648481, 11.2459739 49.648521, 11.246012 49.648564, 11.246184 49.6486149, 11.2465209 49.648685, 11.2466959 49.648736, 11.2467322 49.6487862, 11.2467306 49.6488432)",,,,,
23030374,Kasberger Straße,tertiary,False,True,31.436,"LINESTRING (11.2481392 49.6470159, 11.2482464 49.6467589, 11.2482547 49.6467433)",30,,2,FO 14,
34589557,Kasberger Straße,tertiary,False,False,229.27700000000002,"LINESTRING (11.2481392 49.6470159, 11.2481053 49.6470897, 11.247948 49.6473779, 11.2477785 49.6475706, 11.2475431 49.6477673, 11.2474411 49.6478624, 11.2472466 49.6479633, 11.2468838 49.6481838, 11.2463786 49.6483261, 11.2460171 49.6484211)",30,,2,FO 14,
202818905,Hubertusstraße,residential,False,True,77.083,"LINESTRING (11.2481392 49.6470159, 11.248018 49.6469795, 11.2479374 49.6469274, 11.2478169 49.646707, 11.2476125 49.6464387)",,,,,
23415712,Guttenburger Straße,tertiary,False,True,238.183,"LINESTRING (11.2464796 49.6433847, 11.2459425 49.6431442, 11.2453498 49.6429699, 11.2446638 49.6428252, 11.2441601 49.6427566, 11.243736 49.6427659, 11.2434173 49.6428487)",,,2,FO 28,
23415714,Teufelstischweg,residential,False,False,47.828,"LINESTRING (11.2464796 49.6433847, 11.2464407 49.6432772, 11.2463103 49.6431329, 11.2461481 49.6430223)",,,,,
"[202818904, 111798098]",Guttenburger Straße,tertiary,False,False,207.48299999999998,"LINESTRING (11.2464796 49.6433847, 11.2467765 49.6435255, 11.2470745 49.6437262, 11.2473357 49.6439983, 11.2475038 49.6442303, 11.2475875 49.6444296, 11.2476819 49.6446545, 11.2478205 49.6448208, 11.2479904 49.6449137)",30,,2,FO 28,
"[298619914, 30214861, 31382534]",Nürnberger Straße,primary,False,False,282.66499999999996,"LINESTRING (11.2536327 49.642008, 11.2537861 49.6421867, 11.2544298 49.6434871, 11.2545846 49.6437812, 11.2548721 49.6442948, 11.2548883 49.644321, 11.2549365 49.644402)",50,,"['2', '3']",B 2,
62170218,Reuthgasse,residential,False,True,22.104999999999997,"LINESTRING (11.2536327 49.642008, 11.2534751 49.6421332, 11.2534512 49.6421671)",,,,,6
23422040,Bayreuther Straße,residential,False,True,27.133,"LINESTRING (11.2542482 49.644828, 11.2539875 49.6446518)",,,,,
"[1183743313, 47215061, 200796063]",Bayreuther Straße,residential,False,False,97.169,"LINESTRING (11.2542482 49.644828, 11.2545119 49.6449319, 11.2547006 49.6450714, 11.2548052 49.6451488, 11.2549179 49.6452357, 11.2551878 49.6454444)",,,,,
"[155164850, 62170219, 47215068]",Jägersberg,residential,False,True,165.762,"LINESTRING (11.2542482 49.644828, 11.2539988 49.6448012, 11.2537397 49.6447537, 11.2532366 49.6446641, 11.2530268 49.6446356, 11.2529072 49.6446439, 11.2525915 49.6445771, 11.2520885 49.6444869, 11.2520797 49.6444422)",,,,,
23422182,Jägersberg,residential,False,True,31.252000000000002,"LINESTRING (11.2520797 49.6444422, 11.2520141 49.6444033, 11.2519111 49.6443723, 11.2517496 49.6443521, 11.2517501 49.6443087)",,,,,
