osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width,tunnel
400972715,,,Am Alten Gleis,residential,,False,False,177.33100000000002,"LINESTRING (10.604124 49.5800805, 10.6040543 49.5800861, 10.6039649 49.5800798, 10.6038267 49.5800396, 10.6033818 49.5796154, 10.6029197 49.5792063, 10.602856 49.5791376, 10.6028393 49.5790609, 10.603007 49.5788754)",,,,
"[228332506, 228332502, 228332503]","['4', '3']",B 470,Rothenburger Straße,primary,50,False,False,132.349,"LINESTRING (10.6037807 49.5806281, 10.6038897 49.5807376, 10.6040501 49.5808988, 10.6042234 49.5811001, 10.6044871 49.5814699, 10.6045201 49.5815162, 10.604636 49.5816788)",,,,
"[108199123, 685049269, 685049270]",3,St 2255,Alleestraße,secondary,50,False,True,71.649,"LINESTRING (10.6037807 49.5806281, 10.6039366 49.5805582, 10.6039521 49.5805486, 10.6040237 49.5805042, 10.6041114 49.5804167, 10.6041348 49.5803461, 10.6041476 49.5802869, 10.604124 49.5800805)",,,,
24694678,,,Schnizzersweg,residential,30,False,True,287.043,"LINESTRING (10.6083883 49.5828832, 10.6082643 49.5829055, 10.6080642 49.5828963, 10.6078384 49.5828524, 10.6072539 49.5827117, 10.606591 49.5825885, 10.6063557 49.5825481, 10.6061281 49.5825076, 10.6060045 49.5824831, 10.60593 49.5824575, 10.6058835 49.5824445, 10.6057945 49.5823997, 10.6057639 49.5823799, 10.6057041 49.5823455, 10.6056377 49.5823024, 10.6056045 49.5822705, 10.6055593 49.5822197, 10.6055341 49.5821757, 10.6054936 49.5820829, 10.6054577 49.5819605, 10.6054459 49.5818224, 10.6054316 49.5816896, 10.605414 49.5816605)",,,,
"[1106757504, 1106757503]",,,,residential,,True,False,15.256,"LINESTRING (10.6083883 49.5828832, 10.6083918 49.5828569, 10.6084071 49.5828324, 10.6084331 49.582812, 10.6084672 49.5827976, 10.6085143 49.5827898)",,roundabout,,
"[25068656, 400972760]",,,Schloßwiesenstraße,residential,,False,True,428.024,"LINESTRING (10.6086569 49.5828921, 10.6088349 49.5829487, 10.6088691 49.5829561, 10.6093313 49.5830562, 10.6094507 49.5830729, 10.6095994 49.5830937, 10.609871 49.5831231, 10.6101309 49.5831386, 10.6101419 49.5831393, 10.6124368 49.5832156, 10.6131734 49.5832374, 10.6135246 49.5832672, 10.6136986 49.5832886, 10.6140374 49.5833526, 10.6141286 49.5833596, 10.6142032 49.5833506, 10.6142935 49.5833042, 10.6143549 49.5832595, 10.6144177 49.5832098)",,,,
29315701,,,,residential,,True,False,13.245000000000001,"LINESTRING (10.6086569 49.5828921, 10.6086416 49.5829202, 10.6086128 49.5829434, 10.6085736 49.5829589, 10.6085287 49.5829651)",,roundabout,,
"[29315467, 273265911]",,,Bamberger Straße,residential,,False,False,375.81699999999995,"LINESTRING (10.6144177 49.5832098, 10.6140149 49.5830819, 10.6138417 49.5830269, 10.6134103 49.5829252, 10.6128592 49.5827952, 10.6127068 49.5827593, 10.6124558 49.5827001, 10.6118595 49.5825568, 10.6115253 49.5824645, 10.6113458 49.5824034, 10.6111706 49.5823337, 10.6110315 49.5822604, 10.6108705 49.5821476, 10.6105668 49.5819027, 10.6103403 49.5817378, 10.6101697 49.5815807, 10.6100787 49.5815022)",,,,
"[400972760, 25068656]",,,Schloßwiesenstraße,residential,,False,False,428.02399999999994,"LINESTRING (10.6144177 49.5832098, 10.6143549 49.5832595, 10.6142935 49.5833042, 10.6142032 49.5833506, 10.6141286 49.5833596, 10.6140374 49.5833526, 10.6136986 49.5832886, 10.6135246 49.5832672, 10.6131734 49.5832374, 10.6124368 49.5832156, 10.6101419 49.5831393, 10.6101309 49.5831386, 10.609871 49.5831231, 10.6095994 49.5830937, 10.6094507 49.5830729, 10.6093313 49.5830562, 10.6088691 49.5829561, 10.6088349 49.5829487, 10.6086569 49.5828921)",,,,
493703232,,,Schillerstraße,tertiary,,False,True,91.72200000000001,"LINESTRING (10.6144177 49.5832098, 10.6144258 49.5831194, 10.6143999 49.5829902, 10.6143441 49.5828548, 10.6141328 49.5824116)",,,,
493703232,,,Schillerstraße,tertiary,,False,False,17.467,"LINESTRING (10.6140573 49.5822624, 10.6141174 49.5823866, 10.6141328 49.5824116)",,,,
493703232,,,Schillerstraße,tertiary,,False,True,38.333,"LINESTRING (10.6140573 49.5822624, 10.6139573 49.5820754, 10.6139067 49.5819323)",,,,
24991277,,,Am Friedhof,residential,,False,True,86.958,"LINESTRING (10.602109 49.5813461, 10.6027641 49.5815893, 10.6029627 49.5816834, 10.6029971 49.5817335, 10.60303 49.5818088)",,,,
547599087,2,B 8,Riedfelder Ortsstraße,primary,50,False,True,20.411,"LINESTRING (10.60303 49.5818088, 10.6027497 49.5818346)",,,,
24991277,,,Am Friedhof,residential,,False,False,86.958,"LINESTRING (10.60303 49.5818088, 10.6029971 49.5817335, 10.6029627 49.5816834, 10.6027641 49.5815893, 10.602109 49.5813461)",,,,
"[547599088, 40381783, 40381782, 977443863]",2,B 8,Riedfelder Ortsstraße,primary,50,False,False,116.74300000000001,"LINESTRING (10.60303 49.5818088, 10.603157 49.5818052, 10.6035741 49.5817669, 10.6043585 49.5816949, 10.604413 49.5816899, 10.604636 49.5816788)",yes,,,
25114097,,,Raiffeisenstraße,residential,,False,True,110.494,"LINESTRING (10.601726 49.5784496, 10.6018594 49.5784243, 10.6020108 49.5784337, 10.6023037 49.5784896, 10.6025702 49.5785704, 10.603007 49.5788754)",,,,
779359692,,,Riedweg,residential,,True,False,24.076,"LINESTRING (10.601726 49.5784496, 10.601706 49.5784806, 10.6016587 49.5785106, 10.6016106 49.5785229, 10.6015607 49.578524, 10.6015114 49.5785138, 10.6014634 49.5784878)",,roundabout,,
28027697,,,Riedweg,residential,,True,False,24.622,"LINESTRING (10.6014634 49.5784878, 10.6014391 49.5784582, 10.6014333 49.5784142, 10.6014495 49.5783824, 10.6014771 49.5783588, 10.60152 49.57834, 10.6015915 49.5783319)",,roundabout,,
"[40866314, 547599094]",,,Würzburger Straße,residential,,True,False,111.053,"LINESTRING (10.6066123 49.5810531, 10.6062274 49.5813117, 10.6061351 49.5813737, 10.6058751 49.5815146, 10.6057549 49.5815632, 10.6056046 49.5816103, 10.605414 49.5816605)",,,,
40927121,,,Untere Schloßgasse,residential,,False,False,88.408,"LINESTRING (10.6066123 49.5810531, 10.6071859 49.581333, 10.6075944 49.5815292)",,,,
24694678,,,Schnizzersweg,residential,30,False,False,287.04299999999995,"LINESTRING (10.605414 49.5816605, 10.6054316 49.5816896, 10.6054459 49.5818224, 10.6054577 49.5819605, 10.6054936 49.5820829, 10.6055341 49.5821757, 10.6055593 49.5822197, 10.6056045 49.5822705, 10.6056377 49.5823024, 10.6057041 49.5823455, 10.6057639 49.5823799, 10.6057945 49.5823997, 10.6058835 49.5824445, 10.60593 49.5824575, 10.6060045 49.5824831, 10.6061281 49.5825076, 10.6063557 49.5825481, 10.606591 49.5825885, 10.6072539 49.5827117, 10.6078384 49.5828524, 10.6080642 49.5828963, 10.6082643 49.5829055, 10.6083883 49.5828832)",,,,
288966254,,,Würzburger Straße,residential,,False,True,25.104,"LINESTRING (10.605414 49.5816605, 10.6053807 49.5816426, 10.6053404 49.581633, 10.6052876 49.5816314, 10.6050795 49.581645)",,,,
29314776,,,Nürnberger Straße,residential,,False,True,90.496,"LINESTRING (10.6140378 49.5797862, 10.6137471 49.579814, 10.61355 49.5798024, 10.613308 49.5797608, 10.6130676 49.5797138, 10.6129627 49.5796679, 10.6128381 49.5796335)",,,,
273265915,2,,Schillerstraße,tertiary,50,False,False,62.85,"LINESTRING (10.6140378 49.5797862, 10.6140533 49.5798765, 10.6140528 49.579974, 10.6138944 49.5803366)",,,,
97696253,,,Martin-Luther-Straße,residential,30,False,False,40.867,"LINESTRING (10.612656 49.5793162, 10.6128651 49.5789746)",,,,
34252823,,,An der Bastei,residential,30,False,False,77.16,"LINESTRING (10.612656 49.5793162, 10.6123029 49.5792617, 10.6120655 49.5790978, 10.6119098 49.578887)",,,,
34252823,,,An der Bastei,residential,30,False,True,38.286,"LINESTRING (10.612656 49.5793162, 10.6127673 49.5794232, 10.6128381 49.5796335)",,,,
39426166,,,Parkstraße,residential,,False,False,20.023,"LINESTRING (10.6080653 49.5781791, 10.608336 49.5782193)",,,,
39426166,,,Parkstraße,residential,,False,True,168.995,"LINESTRING (10.6080653 49.5781791, 10.6079685 49.5782098, 10.6077182 49.5782074, 10.6071397 49.5781471, 10.606914 49.5781225, 10.6057535 49.5780209)",,,,
96066195,,St 2255,Ansbacher Straße,secondary,50,False,True,46.976,"LINESTRING (10.6057535 49.5780209, 10.6059663 49.5776216)",,,,
39426166,,,Parkstraße,residential,,False,False,168.995,"LINESTRING (10.6057535 49.5780209, 10.606914 49.5781225, 10.6071397 49.5781471, 10.6077182 49.5782074, 10.6079685 49.5782098, 10.6080653 49.5781791)",,,,
96066196,,St 2255,Ansbacher Straße,secondary,50,False,False,55.855999999999995,"LINESTRING (10.6057535 49.5780209, 10.6057353 49.5780494, 10.6054886 49.5782298, 10.6052792 49.5784159)",,,,
547599086,,,Bei den Sommerkellern,residential,,False,True,13.879,"LINESTRING (10.6027497 49.5818346, 10.6027277 49.5819586)",,,,
547599087,2,B 8,Riedfelder Ortsstraße,primary,50,False,False,20.411,"LINESTRING (10.6027497 49.5818346, 10.60303 49.5818088)",,,,
25114097,,,Raiffeisenstraße,residential,,False,False,110.49399999999999,"LINESTRING (10.603007 49.5788754, 10.6025702 49.5785704, 10.6023037 49.5784896, 10.6020108 49.5784337, 10.6018594 49.5784243, 10.601726 49.5784496)",,,,
25114097,,,Raiffeisenstraße,residential,,False,True,100.619,"LINESTRING (10.603007 49.5788754, 10.6033016 49.5789958, 10.6035522 49.5790573, 10.6039141 49.5791336, 10.6042945 49.5792113)",,,,
400972715,,,Am Alten Gleis,residential,,False,True,177.331,"LINESTRING (10.603007 49.5788754, 10.6028393 49.5790609, 10.602856 49.5791376, 10.6029197 49.5792063, 10.6033818 49.5796154, 10.6038267 49.5800396, 10.6039649 49.5800798, 10.6040543 49.5800861, 10.604124 49.5800805)",,,,
40927756,,,Markgrafenstraße,residential,,False,False,75.033,"LINESTRING (10.6092201 49.5819386, 10.610061 49.5823362)",,,,
350945230,,,Markgrafenstraße,residential,30,False,False,28.922,"LINESTRING (10.6092201 49.5819386, 10.6094833 49.5817423)",,,,
350945230,,,Markgrafenstraße,residential,30,False,True,112.81500000000001,"LINESTRING (10.6092201 49.5819386, 10.6088647 49.5821958, 10.6087958 49.5822456, 10.6086446 49.5823681, 10.608597 49.5824205, 10.6085312 49.5825175, 10.6085083 49.5825965, 10.608479 49.582707, 10.6084951 49.5827571, 10.6085143 49.5827898)",,,,
34549709,,,Bamberger Straße,residential,,False,True,13.447,"LINESTRING (10.6099591 49.5814094, 10.6100787 49.5815022)",,,,
34549709,,,Bamberger Straße,residential,,False,False,49.946,"LINESTRING (10.6099591 49.5814094, 10.6099144 49.581369, 10.609818 49.5812878, 10.6096722 49.5811591, 10.609573 49.5810378)",,,,
30423642,,,Nürnberger Straße,residential,,False,False,16.446,"LINESTRING (10.6128381 49.5796335, 10.6126167 49.5795979)",,,,
29314776,,,Nürnberger Straße,residential,,False,False,90.49600000000001,"LINESTRING (10.6128381 49.5796335, 10.6129627 49.5796679, 10.6130676 49.5797138, 10.613308 49.5797608, 10.61355 49.5798024, 10.6137471 49.579814, 10.6140378 49.5797862)",,,,
34252823,,,An der Bastei,residential,30,False,False,38.286,"LINESTRING (10.6128381 49.5796335, 10.6127673 49.5794232, 10.612656 49.5793162)",,,,
97696253,,,Martin-Luther-Straße,residential,30,False,True,40.867,"LINESTRING (10.6128651 49.5789746, 10.612656 49.5793162)",,,,
34248186,,,Mozartstraße,residential,30,False,False,67.346,"LINESTRING (10.6128651 49.5789746, 10.6133539 49.5790743, 10.6137665 49.5791307)",,,,
25068697,,,An den Herrenbergen,residential,,False,True,7.583,"LINESTRING (10.6072772 49.5863075, 10.607376 49.5863309)",,,,
25068697,,,An den Herrenbergen,residential,,False,False,249.04600000000005,"LINESTRING (10.6072772 49.5863075, 10.607059 49.5862242, 10.6060465 49.5859546, 10.6053284 49.5856049, 10.6043919 49.5851094)",,,,
25068697,,,An den Herrenbergen,residential,,False,False,7.583,"LINESTRING (10.607376 49.5863309, 10.6072772 49.5863075)",,,,
628604849,,,Markgrafenstraße,residential,,False,True,71.609,"LINESTRING (10.607376 49.5863309, 10.607738 49.5860215, 10.6079568 49.5858088)",,,,
40802749,,,Seilergasse,residential,,False,False,63.239,"LINESTRING (10.6059663 49.5776216, 10.606834 49.5777046)",,,,
96066195,,St 2255,Ansbacher Straße,secondary,50,False,False,46.976,"LINESTRING (10.6059663 49.5776216, 10.6057535 49.5780209)",,,,
34549709,,,Bamberger Straße,residential,,False,False,13.447,"LINESTRING (10.6100787 49.5815022, 10.6099591 49.5814094)",,,,
29314962,,,Gartenstraße,residential,30,True,False,313.256,"LINESTRING (10.6100787 49.5815022, 10.6103141 49.5813674, 10.6104299 49.5813063, 10.6105339 49.5812198, 10.610634 49.5811448, 10.6107733 49.5810354, 10.6108419 49.5809832, 10.6109479 49.5809145, 10.611046 49.58087, 10.6111088 49.5808369, 10.611462 49.5807266, 10.6121355 49.5804555, 10.6127969 49.5801903, 10.6128681 49.5801465, 10.6129011 49.5801131, 10.6129124 49.5800965, 10.6129415 49.5800537, 10.6129516 49.5799882, 10.6129443 49.5799557, 10.6129322 49.5799293, 10.6128818 49.5798218, 10.6128515 49.5797395, 10.6128381 49.5796335)",,,,
"[29315467, 273265911]",,,Bamberger Straße,residential,,False,True,375.81699999999995,"LINESTRING (10.6100787 49.5815022, 10.6101697 49.5815807, 10.6103403 49.5817378, 10.6105668 49.5819027, 10.6108705 49.5821476, 10.6110315 49.5822604, 10.6111706 49.5823337, 10.6113458 49.5824034, 10.6115253 49.5824645, 10.6118595 49.5825568, 10.6124558 49.5827001, 10.6127068 49.5827593, 10.6128592 49.5827952, 10.6134103 49.5829252, 10.6138417 49.5830269, 10.6140149 49.5830819, 10.6144177 49.5832098)",,,,
34549708,,,Nürnberger Straße,residential,,False,False,10.205,"LINESTRING (10.6101839 49.5798392, 10.6100493 49.5798676)",,,,
40816844,,,Nürnberger Straße,residential,,True,False,57.041,"LINESTRING (10.6101839 49.5798392, 10.6109521 49.5797165)",,,,
"[30423647, 40864071]",,,"['Vordere Kellereigasse', 'Hintere Kellereigasse']",residential,,False,True,158.804,"LINESTRING (10.6101839 49.5798392, 10.6102563 49.5801706, 10.6102417 49.5802684, 10.6102541 49.5803243, 10.6102704 49.5803978, 10.6103245 49.5804823, 10.6103287 49.5805579, 10.6102926 49.5806101, 10.610226 49.5806739, 10.6100665 49.580799, 10.6098943 49.5808995, 10.6096666 49.5810059, 10.609573 49.5810378)",,,,
34549708,,,Nürnberger Straße,residential,,False,True,10.205,"LINESTRING (10.6100493 49.5798676, 10.6101839 49.5798392)",,,,
30423651,,,Schloßplatz,residential,,False,True,28.77,"LINESTRING (10.6092715 49.5812073, 10.609573 49.5810378)",,,,
40927127,,,Obere Schloßgasse,residential,,True,False,88.82499999999999,"LINESTRING (10.6092715 49.5812073, 10.6090187 49.5810471, 10.608755 49.5808665, 10.6085684 49.5807622, 10.6083961 49.580646)",,,,
273265917,,,Schloßplatz,residential,,False,False,92.26999999999998,"LINESTRING (10.6092715 49.5812073, 10.6089815 49.5814449, 10.6084935 49.5811797, 10.6083782 49.5812657)",,,,
"[30423641, 30423659, 40816846]",,,"['Kirchgasse', 'Bamberger Straße']",residential,,True,False,142.486,"LINESTRING (10.6083961 49.580646, 10.6089804 49.5803418, 10.6092607 49.5806412, 10.609573 49.5810378)",,,,
30423655,,,Kirchgasse,residential,,True,False,59.709,"LINESTRING (10.6083961 49.580646, 10.608354 49.5806642, 10.607779 49.5810036)",,,,
40927126,,,Kirchplatz,residential,,False,True,24.641,"LINESTRING (10.607779 49.5810036, 10.6080331 49.5811518)",,,,
40927126,,,Kirchplatz,residential,,False,False,31.443000000000005,"LINESTRING (10.607779 49.5810036, 10.6075704 49.5809091, 10.6074718 49.5809118, 10.6073926 49.5808958)",,,,
273243414,,,Nürnberger Straße,residential,,False,True,69.511,"LINESTRING (10.6110507 49.5797026, 10.6120075 49.5796257)",,,,
273243415,,,Nürnberger Straße,residential,,False,False,7.275,"LINESTRING (10.6110507 49.5797026, 10.6109521 49.5797165)",,,,
"[30423645, 40816829]",,,"['Max-Döllner-Platz', 'Ludwigstraße']",residential,30,False,False,147.81799999999998,"LINESTRING (10.6110507 49.5797026, 10.6110161 49.5796459, 10.6109153 49.5794617, 10.6107589 49.5792436, 10.6105906 49.5790134, 10.6104176 49.5789252, 10.6102861 49.5789143, 10.6101326 49.578922, 10.6100196 49.5789569, 10.6097813 49.5790229)",,,,
"[40381777, 40381778, 25068690]",,,Markgrafenstraße,residential,,False,True,204.06,"LINESTRING (10.6079568 49.5858088, 10.6080484 49.5856606, 10.6082998 49.5852299, 10.6083924 49.5850988, 10.6086262 49.5847223, 10.6087845 49.5844452, 10.6088277 49.5842551, 10.6088315 49.5842119, 10.6088434 49.5840781)",yes,,,
628604849,,,Markgrafenstraße,residential,,False,False,71.609,"LINESTRING (10.6079568 49.5858088, 10.607738 49.5860215, 10.607376 49.5863309)",,,,
149441125,,St 2255,Alleestraße,secondary,50,False,True,8.44,"LINESTRING (10.6046063 49.5786181, 10.604607 49.5785422)",,,,
34244805,,,Alleestraße,residential,,True,False,77.279,"LINESTRING (10.6046063 49.5786181, 10.6046821 49.5786592, 10.6047341 49.5786874, 10.6047748 49.5787258, 10.6047772 49.5787762, 10.6047005 49.578901, 10.6045205 49.5792369)",,,,
1107776336,,St 2255,Alleestraße,secondary,50,False,False,69.702,"LINESTRING (10.6046063 49.5786181, 10.6044558 49.5788844, 10.6042945 49.5792113)",,,,
34244806,,,Alleestraße,residential,,False,True,61.035000000000004,"LINESTRING (10.6043094 49.5797671, 10.6043814 49.5795104, 10.6045205 49.5792369)",,,,
34244806,,,Alleestraße,residential,,False,False,61.035000000000004,"LINESTRING (10.6045205 49.5792369, 10.6043814 49.5795104, 10.6043094 49.5797671)",,,,
108199129,,,Alleestraße,residential,,True,False,16.541,"LINESTRING (10.6045205 49.5792369, 10.6043941 49.5792226, 10.6042945 49.5792113)",,,,
34248186,,,Mozartstraße,residential,30,False,True,67.346,"LINESTRING (10.6137665 49.5791307, 10.6133539 49.5790743, 10.6128651 49.5789746)",,,,
187560358,,,Schaffnersweg,residential,,False,True,95.94900000000001,"LINESTRING (10.6137665 49.5791307, 10.6138229 49.5787837, 10.6141087 49.5783043)",,,,
350940561,,,,residential,,False,False,27.918,"LINESTRING (10.6083782 49.5812657, 10.6080331 49.5811518)",,,,
"[547599096, 273265917]",,,"['Schloßplatz', 'Untere Schloßgasse']",residential,,False,"[False, True]",81.906,"LINESTRING (10.6083782 49.5812657, 10.608397 49.581351, 10.608092 49.581614, 10.6078814 49.5816923, 10.6076919 49.5815837)",,,,
273265917,,,Schloßplatz,residential,,False,True,92.27,"LINESTRING (10.6083782 49.5812657, 10.6084935 49.5811797, 10.6089815 49.5814449, 10.6092715 49.5812073)",,,,
350945230,,,Markgrafenstraße,residential,30,False,True,28.922,"LINESTRING (10.6094833 49.5817423, 10.6092201 49.5819386)",,,,
750709333,,,Markgrafenstraße,residential,30,True,False,50.468,"LINESTRING (10.6094833 49.5817423, 10.6097287 49.5815683, 10.6099591 49.5814094)",,,,
29314646,,,Markgrafenstraße,residential,,False,False,90.649,"LINESTRING (10.6085287 49.5829651, 10.6086241 49.5832425, 10.6087618 49.5836502, 10.6087942 49.5837619)",,,,
29315701,,,,residential,,True,False,14.982,"LINESTRING (10.6085287 49.5829651, 10.6084774 49.58296, 10.6084328 49.5829427, 10.6084016 49.5829158, 10.6083883 49.5828832)",,roundabout,,
34652323,,,Gärtnersberg,residential,,False,False,35.255,"LINESTRING (10.6031534 49.5841728, 10.6027332 49.584335)",,,,
25068697,,,An den Herrenbergen,residential,,False,False,92.62100000000001,"LINESTRING (10.6031534 49.5841728, 10.6027466 49.583696, 10.6026328 49.5835625, 10.6025731 49.5834326)",,,,
25068697,,,An den Herrenbergen,residential,,False,True,137.606,"LINESTRING (10.6031534 49.5841728, 10.6038836 49.5847972, 10.6043919 49.5851094)",,,,
34652323,,,Gärtnersberg,residential,,False,True,35.255,"LINESTRING (10.6027332 49.584335, 10.6031534 49.5841728)",,,,
34652323,,,Gärtnersberg,residential,,False,False,177.31300000000002,"LINESTRING (10.6027332 49.584335, 10.6028056 49.5844235, 10.6028256 49.5845754, 10.6028075 49.5846802, 10.602768 49.5847362, 10.6027025 49.5847747, 10.6025708 49.5848121, 10.6024673 49.5848023, 10.6020306 49.5844405, 10.6019032 49.5844285, 10.6017637 49.5843034, 10.6015411 49.5840879)",,,,
34652324,,,Gärtnersberg,residential,,False,False,65.707,"LINESTRING (10.6027332 49.584335, 10.602487 49.5842273, 10.6023075 49.5842248, 10.6022112 49.5842317, 10.6020794 49.5841727, 10.6019443 49.5840977)",,,,
34652323,,,Gärtnersberg,residential,,False,True,177.31300000000002,"LINESTRING (10.6015411 49.5840879, 10.6017637 49.5843034, 10.6019032 49.5844285, 10.6020306 49.5844405, 10.6024673 49.5848023, 10.6025708 49.5848121, 10.6027025 49.5847747, 10.602768 49.5847362, 10.6028075 49.5846802, 10.6028256 49.5845754, 10.6028056 49.5844235, 10.6027332 49.584335)",,,,
34652324,,,Gärtnersberg,residential,,False,True,65.707,"LINESTRING (10.6019443 49.5840977, 10.6020794 49.5841727, 10.6022112 49.5842317, 10.6023075 49.5842248, 10.602487 49.5842273, 10.6027332 49.584335)",,,,
34719397,,,Karl-Ströbel-Weg,residential,,False,True,22.422,"LINESTRING (10.6025731 49.5834326, 10.6028467 49.5833367)",,,,
25068697,,,An den Herrenbergen,residential,,False,True,92.62100000000001,"LINESTRING (10.6025731 49.5834326, 10.6026328 49.5835625, 10.6027466 49.583696, 10.6031534 49.5841728)",,,,
"[71892131, 34652381]",,,"['Stübacher Gäßchen', 'Friedrich-Ludwig-Jahn-Straße']",residential,,False,False,197.65200000000002,"LINESTRING (10.6025731 49.5834326, 10.602217 49.5835737, 10.6019133 49.5836795, 10.6012514 49.5828323, 10.6010047 49.5825394)",,,,
"[630136403, 25068774]",,,"['An den Herrenbergen', 'Bei den Sommerkellern']",residential,,False,False,228.64600000000002,"LINESTRING (10.6025731 49.5834326, 10.6022611 49.5830493, 10.6016908 49.5824257, 10.6016653 49.5823588, 10.6017023 49.5823102, 10.6017892 49.5822474, 10.6023112 49.5820128, 10.6024343 49.581977, 10.6027277 49.5819586)",,,,
"[71892131, 34652381]",,,"['Stübacher Gäßchen', 'Friedrich-Ludwig-Jahn-Straße']",residential,,False,True,197.652,"LINESTRING (10.6010047 49.5825394, 10.6012514 49.5828323, 10.6019133 49.5836795, 10.602217 49.5835737, 10.6025731 49.5834326)",,,,
547599086,,,Bei den Sommerkellern,residential,,False,False,13.879,"LINESTRING (10.6027277 49.5819586, 10.6027497 49.5818346)",,,,
"[630136403, 25068774]",,,"['An den Herrenbergen', 'Bei den Sommerkellern']",residential,,False,True,228.64600000000002,"LINESTRING (10.6027277 49.5819586, 10.6024343 49.581977, 10.6023112 49.5820128, 10.6017892 49.5822474, 10.6017023 49.5823102, 10.6016653 49.5823588, 10.6016908 49.5824257, 10.6022611 49.5830493, 10.6025731 49.5834326)",,,,
"[977443864, 24991361, 547599085]",,,Am Aischsteg,residential,,False,False,201.13400000000001,"LINESTRING (10.6027277 49.5819586, 10.6028441 49.5820157, 10.603159 49.5819789, 10.603575 49.5820483, 10.6038263 49.5821187, 10.6041632 49.5822293, 10.6045963 49.5825968, 10.6046649 49.5826531, 10.604677 49.5826666, 10.6049955 49.5825152)",,,,
34719397,,,Karl-Ströbel-Weg,residential,,False,False,22.422,"LINESTRING (10.6028467 49.5833367, 10.6025731 49.5834326)",,,,
547599096,,,Untere Schloßgasse,residential,,False,False,9.281,"LINESTRING (10.6075944 49.5815292, 10.6076919 49.5815837)",,,,
38503432,,,Am Schloßgraben,residential,,False,False,75.281,"LINESTRING (10.6075944 49.5815292, 10.6072141 49.5818162, 10.6070026 49.5819862, 10.6069294 49.5820509)",,,,
40927121,,,Untere Schloßgasse,residential,,False,True,88.408,"LINESTRING (10.6075944 49.5815292, 10.6071859 49.581333, 10.6066123 49.5810531)",,,,
