osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,tunnel
25489960,L 36,Lindenstraße,secondary,,False,False,144.542,"LINESTRING (6.6360918 49.936782, 6.6358805 49.9370874, 6.6357623 49.9373714, 6.6355775 49.9378155, 6.6354959 49.9380207)",,
25489960,L 36,Lindenstraße,secondary,,False,True,98.312,"LINESTRING (6.6360918 49.936782, 6.6368132 49.9361484, 6.6368865 49.9360618)",,
114434682,,Schwester- Theodarda- Weg,living_street,,False,True,229.43099999999998,"LINESTRING (6.6360918 49.936782, 6.6364136 49.9368955, 6.6368024 49.9370423, 6.637449 49.9372792, 6.637799 49.9374139, 6.637837 49.9374821, 6.6377538 49.9376599, 6.6377297 49.9377583, 6.6379013 49.9378739, 6.6380944 49.9379913, 6.6381535 49.9380914)",,
114108650,,Mühlenberg,residential,50,False,False,10.856,"LINESTRING (6.6323612 49.9390456, 6.6324914 49.9389955)",,
67978215,,Jakob-Plein-Wagner-Straße,residential,50,False,True,185.956,"LINESTRING (6.6342843 49.9385651, 6.6346545 49.93911, 6.6350894 49.9396352, 6.6351934 49.9397045, 6.635339 49.9397259, 6.6357826 49.9396748)",,
114108650,,Mühlenberg,residential,50,False,False,109.30799999999999,"LINESTRING (6.6342843 49.9385651, 6.6345901 49.9384182, 6.6346234 49.9383984, 6.6352554 49.9380231, 6.6354959 49.9380207)",,
114108650,,Mühlenberg,residential,50,False,True,140.94400000000002,"LINESTRING (6.6342843 49.9385651, 6.6337825 49.9387175, 6.6336269 49.9387832, 6.6333905 49.9388453, 6.63337 49.9388786, 6.6333314 49.9388921, 6.6330371 49.9389689, 6.6327424 49.9389598, 6.6325995 49.9389654, 6.6324914 49.9389955)",,
25489960,L 36,Lindenstraße,secondary,,False,False,190.47899999999998,"LINESTRING (6.6354959 49.9380207, 6.6353494 49.9383458, 6.6353109 49.9385384, 6.6353392 49.9387531, 6.6357826 49.9396748)",,
25489960,L 36,Lindenstraße,secondary,,False,True,144.542,"LINESTRING (6.6354959 49.9380207, 6.6355775 49.9378155, 6.6357623 49.9373714, 6.6358805 49.9370874, 6.6360918 49.936782)",,
114108650,,Mühlenberg,residential,50,False,True,109.30799999999999,"LINESTRING (6.6354959 49.9380207, 6.6352554 49.9380231, 6.6346234 49.9383984, 6.6345901 49.9384182, 6.6342843 49.9385651)",,
"[924810802, 114110854, 924810959]",,Merscheider Weg,residential,,False,False,219.26500000000001,"LINESTRING (6.6400048 49.9362973, 6.6406267 49.9361766, 6.6412447 49.9361103, 6.64206 49.9361183, 6.6423287 49.9361187, 6.6427868 49.9361194, 6.6429082 49.9361174, 6.6430315 49.9361093)",,
114113392,,Hühnergarten,living_street,,False,True,168.644,"LINESTRING (6.6400048 49.9362973, 6.6400229 49.9361959, 6.640036 49.936168, 6.640197 49.9358196, 6.6403579 49.9354711, 6.6395181 49.9350952)",,
253385495,,Neustraße,living_street,,False,True,77.833,"LINESTRING (6.6400048 49.9362973, 6.6396918 49.9362071, 6.6395077 49.9361541, 6.6390039 49.9360239)",,
1042670654,,Merscheider Weg,residential,,False,True,53.009,"LINESTRING (6.6400048 49.9362973, 6.6398542 49.9364418, 6.6396397 49.9366462, 6.6396127 49.9366995)",,
1042670654,,Merscheider Weg,residential,,False,False,53.009,"LINESTRING (6.6396127 49.9366995, 6.6396397 49.9366462, 6.6398542 49.9364418, 6.6400048 49.9362973)",,
"[25600521, 1042675932]",,Weinstraße,residential,,False,True,212.112,"LINESTRING (6.6396127 49.9366995, 6.6395694 49.9368367, 6.6395428 49.9369207, 6.6395223 49.9371257, 6.6395607 49.9373257, 6.6396257 49.9375613, 6.6397597 49.9377751, 6.6399085 49.9380402, 6.6399172 49.9381942, 6.6400388 49.9382527, 6.6401788 49.9385087)",,
1042675941,L 39,Kapellenstraße,secondary,30,False,True,120.893,"LINESTRING (6.6396127 49.9366995, 6.6389482 49.9364407, 6.6383355 49.9362368, 6.6381166 49.9362103)",,
"[114110585, 1265265837]",L 39,Kapellenstraße,secondary,"['50', '30']",False,False,433.799,"LINESTRING (6.6396127 49.9366995, 6.6403233 49.9370633, 6.6408904 49.9373178, 6.6412803 49.9374481, 6.6415307 49.9375317, 6.6418747 49.9376466, 6.6423643 49.9378101, 6.6426595 49.9379087, 6.6427186 49.9379284, 6.6431928 49.9381047, 6.643431 49.9381932, 6.6434817 49.9382121, 6.6436022 49.9382489, 6.6443432 49.9384756, 6.6445079 49.938526, 6.6448496 49.9386401)",,
114431627,,Lerchenfeldstraße,residential,,False,True,87.226,"LINESTRING (6.6384739 49.9320544, 6.6375485 49.931544)",,
1124389553,,Preister Straße,tertiary,50,False,False,133.24,"LINESTRING (6.6384739 49.9320544, 6.6376017 49.9328179, 6.6374788 49.9329309, 6.6374017 49.933032)",,
"[114431624, 925244471]",,Wies'chenstraße,residential,,False,True,109.208,"LINESTRING (6.6374017 49.933032, 6.637312 49.9330169, 6.6366941 49.9321846)",,
925244472,,Preister Straße,tertiary,50,False,False,126.231,"LINESTRING (6.6374017 49.933032, 6.6374033 49.9331305, 6.637454 49.9332007, 6.6375453 49.9332715, 6.6380182 49.9335775, 6.6382884 49.9338109, 6.6383709 49.9339454)",,
1124389553,,Preister Straße,tertiary,50,False,True,133.24,"LINESTRING (6.6374017 49.933032, 6.6374788 49.9329309, 6.6376017 49.9328179, 6.6384739 49.9320544)",,
928923054,,Preister Straße,tertiary,50,False,False,15.304,"LINESTRING (6.6383709 49.9339454, 6.6383944 49.9340822)",,
363638115,,Altstraße,residential,,False,True,89.63799999999999,"LINESTRING (6.6383709 49.9339454, 6.6387196 49.9339403, 6.6388795 49.9338312, 6.6390453 49.9336893, 6.6391329 49.9336, 6.6392559 49.9334744)",,
925244472,,Preister Straße,tertiary,50,False,True,126.231,"LINESTRING (6.6383709 49.9339454, 6.6382884 49.9338109, 6.6380182 49.9335775, 6.6375453 49.9332715, 6.637454 49.9332007, 6.6374033 49.9331305, 6.6374017 49.933032)",,
928923054,,Preister Straße,tertiary,50,False,True,15.304,"LINESTRING (6.6383944 49.9340822, 6.6383709 49.9339454)",,
"[114103199, 1042041486, 1041735119]",L 36,Grünecken,secondary,"['50', '30']",False,True,126.77099999999997,"LINESTRING (6.6383944 49.9340822, 6.6385432 49.9340872, 6.6387337 49.9341451, 6.6390485 49.9343185, 6.6392827 49.9344437, 6.6394556 49.9345319, 6.6394833 49.9345458, 6.6395137 49.9345611, 6.6395569 49.9345828, 6.6397559 49.9346635, 6.6398621 49.9346776)",,
"[1041735120, 114103165]",L 36,Maarstraße,secondary,30,False,False,223.10800000000006,"LINESTRING (6.6383944 49.9340822, 6.6383025 49.9340992, 6.6382125 49.9341293, 6.6381007 49.9341936, 6.637952 49.9343753, 6.6378377 49.9345128, 6.6377911 49.9345511, 6.6377343 49.9345946, 6.6375928 49.9346475, 6.6374244 49.9346567, 6.6372374 49.9346378, 6.6371855 49.9346326, 6.6369983 49.9346291, 6.6367998 49.9346566, 6.6367346 49.9346941, 6.636656 49.9347392, 6.6365598 49.9348619, 6.6364991 49.9350035, 6.6364352 49.935138, 6.6363632 49.9352768)",,
30045160,,Gartenstraße,residential,,False,True,82.414,"LINESTRING (6.6325964 49.9335033, 6.6322619 49.9342125)",3,
114098891,,Bachstraße,living_street,,False,True,195.11599999999999,"LINESTRING (6.6325964 49.9335033, 6.6329846 49.9335995, 6.6341755 49.9338964, 6.635137 49.9341395)",,
1041735124,L 39,Bahnhofstraße,secondary,50,False,True,34.601,"LINESTRING (6.6344333 49.9348862, 6.634049 49.9346974)",,
"[1041735123, 1097516439]",L 39,Bahnhofstraße,secondary,50,False,False,148.904,"LINESTRING (6.6344333 49.9348862, 6.6350682 49.9352269, 6.6351991 49.9352972, 6.635852 49.9356366, 6.6360371 49.9357391)",,
25489960,L 36,Lindenstraße,secondary,,False,False,31.342,"LINESTRING (6.6357826 49.9396748, 6.6358928 49.9399476)",,
25489960,L 36,Lindenstraße,secondary,,False,True,190.47899999999998,"LINESTRING (6.6357826 49.9396748, 6.6353392 49.9387531, 6.6353109 49.9385384, 6.6353494 49.9383458, 6.6354959 49.9380207)",,
67978215,,Jakob-Plein-Wagner-Straße,residential,50,False,False,185.95600000000002,"LINESTRING (6.6357826 49.9396748, 6.635339 49.9397259, 6.6351934 49.9397045, 6.6350894 49.9396352, 6.6346545 49.93911, 6.6342843 49.9385651)",,
"[25600521, 1042675932]",,Weinstraße,residential,,False,False,212.11200000000002,"LINESTRING (6.6401788 49.9385087, 6.6400388 49.9382527, 6.6399172 49.9381942, 6.6399085 49.9380402, 6.6397597 49.9377751, 6.6396257 49.9375613, 6.6395607 49.9373257, 6.6395223 49.9371257, 6.6395428 49.9369207, 6.6395694 49.9368367, 6.6396127 49.9366995)",,
114098891,,Bachstraße,living_street,,False,False,195.116,"LINESTRING (6.635137 49.9341395, 6.6341755 49.9338964, 6.6329846 49.9335995, 6.6325964 49.9335033)",,
"[1041735120, 114103165]",L 36,Maarstraße,secondary,30,False,True,223.108,"LINESTRING (6.6363632 49.9352768, 6.6364352 49.935138, 6.6364991 49.9350035, 6.6365598 49.9348619, 6.636656 49.9347392, 6.6367346 49.9346941, 6.6367998 49.9346566, 6.6369983 49.9346291, 6.6371855 49.9346326, 6.6372374 49.9346378, 6.6374244 49.9346567, 6.6375928 49.9346475, 6.6377343 49.9345946, 6.6377911 49.9345511, 6.6378377 49.9345128, 6.637952 49.9343753, 6.6381007 49.9341936, 6.6382125 49.9341293, 6.6383025 49.9340992, 6.6383944 49.9340822)",,
114450020,,Jacobsstraße,residential,,False,False,183.55700000000002,"LINESTRING (6.6363632 49.9352768, 6.635754 49.9350951, 6.6351725 49.934886, 6.6344759 49.9346699, 6.634197 49.9346416, 6.634049 49.9346974)",,
1041735121,,Jacobsstraße,residential,30,False,True,115.98,"LINESTRING (6.6363632 49.9352768, 6.6367918 49.9354251, 6.6373083 49.9356367, 6.6376959 49.9358614)",,
1041735122,L 36,Maarstraße,secondary,30,False,False,56.795,"LINESTRING (6.6363632 49.9352768, 6.6362764 49.9354574, 6.6361364 49.9356428, 6.6360371 49.9357391)",,
114103905,,Katzstraße,residential,,False,False,285.54100000000005,"LINESTRING (6.6439795 49.9326879, 6.6431431 49.9330392, 6.6427236 49.9332307, 6.642137 49.9334327, 6.64145 49.9337668, 6.6412013 49.9338432, 6.6410234 49.9339231, 6.6408571 49.9340186, 6.6408077 49.934047, 6.6407671 49.9341523)",,
114105339,,Wiedenhofen,residential,,False,True,110.769,"LINESTRING (6.6439795 49.9326879, 6.6436352 49.9325799, 6.6427594 49.9320858)",,
1042049432,,Wiedenhofen,residential,,False,False,60.394000000000005,"LINESTRING (6.6439795 49.9326879, 6.6442623 49.9327349, 6.6444287 49.9327817, 6.6446216 49.9328446, 6.64475 49.9328992)",,
114104673,,Schönfelder Weg,residential,,False,False,6.635,"LINESTRING (6.64475 49.9328992, 6.6447325 49.9328406)",,
1019446622,,Schönfelder Weg,residential,,False,True,61.523999999999994,"LINESTRING (6.64475 49.9328992, 6.644815 49.9330756, 6.6448867 49.9332802, 6.6449421 49.9334385)",,
1042049432,,Wiedenhofen,residential,,False,True,60.394000000000005,"LINESTRING (6.64475 49.9328992, 6.6446216 49.9328446, 6.6444287 49.9327817, 6.6442623 49.9327349, 6.6439795 49.9326879)",,
1124389547,L 36,Kastanienallee,secondary,50,False,False,13.514,"LINESTRING (6.6451269 49.9334634, 6.6449421 49.9334385)",,
114111066,,Töpferweg,residential,,False,True,205.259,"LINESTRING (6.6451269 49.9334634, 6.6451059 49.9336579, 6.6448588 49.9339231, 6.6446645 49.9342153, 6.6443343 49.9347118, 6.6440221 49.9351519)",,
114105314,,Schulstraße,residential,,False,False,123.72200000000001,"LINESTRING (6.6407032 49.9334283, 6.6404362 49.9336082, 6.6402308 49.9336947, 6.6401839 49.9337115, 6.6400273 49.933736, 6.6398403 49.93371, 6.6396765 49.9336558, 6.6392559 49.9334744)",,
114105314,,Schulstraße,residential,,False,True,209.937,"LINESTRING (6.6407032 49.9334283, 6.6412565 49.9331299, 6.6416946 49.9328255, 6.6427594 49.9320858)",,
114108154,,,living_street,,False,True,103.65299999999999,"LINESTRING (6.6407032 49.9334283, 6.6404068 49.9332752, 6.6395747 49.9328441)",,
114107490,,Altstraße,residential,,False,True,8.857,"LINESTRING (6.6392559 49.9334744, 6.6391726 49.9334155)",,
114105314,,Schulstraße,residential,,False,True,123.72200000000001,"LINESTRING (6.6392559 49.9334744, 6.6396765 49.9336558, 6.6398403 49.93371, 6.6400273 49.933736, 6.6401839 49.9337115, 6.6402308 49.9336947, 6.6404362 49.9336082, 6.6407032 49.9334283)",,
363638115,,Altstraße,residential,,False,False,89.63799999999999,"LINESTRING (6.6392559 49.9334744, 6.6391329 49.9336, 6.6390453 49.9336893, 6.6388795 49.9338312, 6.6387196 49.9339403, 6.6383709 49.9339454)",,
1019446621,,Wiedenhofen,residential,,False,True,39.584,"LINESTRING (6.6427594 49.9320858, 6.6423616 49.9318385)",,
114105314,,Schulstraße,residential,,False,False,209.93699999999998,"LINESTRING (6.6427594 49.9320858, 6.6416946 49.9328255, 6.6412565 49.9331299, 6.6407032 49.9334283)",,
114105339,,Wiedenhofen,residential,,False,False,110.769,"LINESTRING (6.6427594 49.9320858, 6.6436352 49.9325799, 6.6439795 49.9326879)",,
1019446621,,Wiedenhofen,residential,,False,False,39.584,"LINESTRING (6.6423616 49.9318385, 6.6427594 49.9320858)",,
114106693,,Pastor-München-Straße,living_street,,False,False,168.826,"LINESTRING (6.6408663 49.9317384, 6.6405102 49.931571, 6.6404231 49.9315681, 6.6396236 49.9321948, 6.6392417 49.9324678)",,
114107490,,Altstraße,residential,,False,False,137.68099999999998,"LINESTRING (6.6408663 49.9317384, 6.6407867 49.9318266, 6.6404805 49.9321671, 6.6397205 49.932726)",,
114107921,,Pastor-München-Straße,living_street,,False,True,44.707,"LINESTRING (6.6392417 49.9324678, 6.6397205 49.932726)",,
114106693,,Pastor-München-Straße,living_street,,False,False,177.689,"LINESTRING (6.6392417 49.9324678, 6.6390912 49.9324808, 6.6388634 49.9326519, 6.6382827 49.9331323, 6.6389821 49.9334344, 6.6391726 49.9334155)",,
114106693,,Pastor-München-Straße,living_street,,False,True,168.82600000000002,"LINESTRING (6.6392417 49.9324678, 6.6396236 49.9321948, 6.6404231 49.9315681, 6.6405102 49.931571, 6.6408663 49.9317384)",,
114107490,,Altstraße,residential,,False,False,16.774,"LINESTRING (6.6397205 49.932726, 6.6395747 49.9328441)",,
114107921,,Pastor-München-Straße,living_street,,False,False,44.707,"LINESTRING (6.6397205 49.932726, 6.6392417 49.9324678)",,
114107490,,Altstraße,residential,,False,True,137.681,"LINESTRING (6.6397205 49.932726, 6.6404805 49.9321671, 6.6407867 49.9318266, 6.6408663 49.9317384)",,
114107490,,Altstraße,residential,,False,True,16.774,"LINESTRING (6.6395747 49.9328441, 6.6397205 49.932726)",,
114107490,,Altstraße,residential,,False,False,72.087,"LINESTRING (6.6395747 49.9328441, 6.6392263 49.9331552, 6.6391783 49.9332604, 6.6391726 49.9334155)",,
114108154,,,living_street,,False,False,103.65299999999999,"LINESTRING (6.6395747 49.9328441, 6.6404068 49.9332752, 6.6407032 49.9334283)",,
114111066,,Töpferweg,residential,,False,False,205.259,"LINESTRING (6.6440221 49.9351519, 6.6443343 49.9347118, 6.6446645 49.9342153, 6.6448588 49.9339231, 6.6451059 49.9336579, 6.6451269 49.9334634)",,
114111066,,Töpferweg,residential,,False,True,125.53399999999999,"LINESTRING (6.6440221 49.9351519, 6.6436907 49.935475, 6.6434359 49.9357225, 6.643348 49.9358078, 6.6432165 49.9360454, 6.6432069 49.9361355)",,
114111320,,Frankenweg,residential,,False,False,105.94,"LINESTRING (6.6440221 49.9351519, 6.6448051 49.935288, 6.6450361 49.9352861, 6.6454742 49.9352826)",,
114111320,,Frankenweg,residential,,False,True,112.984,"LINESTRING (6.6440221 49.9351519, 6.6431042 49.9347613, 6.6427353 49.9345654)",,
1124389548,,Merscheider Weg,residential,,False,True,12.887,"LINESTRING (6.6432069 49.9361355, 6.6430315 49.9361093)",,
114111066,,Töpferweg,residential,,False,False,125.534,"LINESTRING (6.6432069 49.9361355, 6.6432165 49.9360454, 6.643348 49.9358078, 6.6434359 49.9357225, 6.6436907 49.935475, 6.6440221 49.9351519)",,
114111320,,Frankenweg,residential,,False,True,105.94,"LINESTRING (6.6454742 49.9352826, 6.6450361 49.9352861, 6.6448051 49.935288, 6.6440221 49.9351519)",,
114113262,,Trierer Straße,living_street,,False,True,36.979,"LINESTRING (6.6398061 49.9348191, 6.6395181 49.9350952)",,
531801555,,Trierer Straße,residential,,False,False,16.237,"LINESTRING (6.6398061 49.9348191, 6.6398621 49.9346776)",,
114111319,,Hachtstraße,residential,,False,False,278.972,"LINESTRING (6.6398061 49.9348191, 6.639924 49.9348772, 6.6401258 49.9349447, 6.6404269 49.9350374, 6.6407426 49.9350866, 6.6410819 49.9351472, 6.641514 49.9352567, 6.6419539 49.935429, 6.6424752 49.9357125, 6.642927 49.9359558, 6.6430315 49.9361093)",,
114111677,,Am Sägewerk,living_street,,False,True,69.921,"LINESTRING (6.6427353 49.9345654, 6.6432846 49.9340454)",,
114111320,,Frankenweg,residential,,False,False,112.984,"LINESTRING (6.6427353 49.9345654, 6.6431042 49.9347613, 6.6440221 49.9351519)",,
"[114111320, 114111881]",,"['Auf der Hüll', 'Frankenweg']","['residential', 'living_street']",,False,True,75.879,"LINESTRING (6.6427353 49.9345654, 6.6424877 49.9344671, 6.6423474 49.934554, 6.6420322 49.9348632)",,
114111677,,Am Sägewerk,living_street,,False,False,69.921,"LINESTRING (6.6432846 49.9340454, 6.6427353 49.9345654)",,
"[114111320, 114111881]",,"['Auf der Hüll', 'Frankenweg']","['living_street', 'residential']",,False,False,75.879,"LINESTRING (6.6420322 49.9348632, 6.6423474 49.934554, 6.6424877 49.9344671, 6.6427353 49.9345654)",,
1041881502,,Hühnergarten,residential,,False,False,3.901,"LINESTRING (6.639473 49.9350755, 6.6395181 49.9350952)",,
114113263,,Rutschstraße,living_street,,False,True,113.96199999999999,"LINESTRING (6.639473 49.9350755, 6.6393698 49.9351743, 6.6392333 49.9353193, 6.6392765 49.9354042, 6.6392583 49.9355155, 6.6391879 49.9356398, 6.6390829 49.9358996, 6.6390039 49.9360239)",,
"[1041881503, 114113357, 114449287]",,"['Am Markt', 'Kirchstraße']","['living_street', 'residential']",,False,True,164.796,"LINESTRING (6.639473 49.9350755, 6.6393271 49.9350286, 6.639188 49.9349975, 6.6389969 49.934924, 6.638785 49.9348751, 6.6386484 49.9350129, 6.6384918 49.935171, 6.6381406 49.935502, 6.6379271 49.9357016)",,
114113263,,Rutschstraße,living_street,,False,False,113.962,"LINESTRING (6.6390039 49.9360239, 6.6390829 49.9358996, 6.6391879 49.9356398, 6.6392583 49.9355155, 6.6392765 49.9354042, 6.6392333 49.9353193, 6.6393698 49.9351743, 6.639473 49.9350755)",,
253385495,,Neustraße,living_street,,False,False,77.833,"LINESTRING (6.6390039 49.9360239, 6.6395077 49.9361541, 6.6396918 49.9362071, 6.6400048 49.9362973)",,
"[531801552, 531801550, 253385495]",,Neustraße,living_street,,False,True,85.118,"LINESTRING (6.6390039 49.9360239, 6.6381773 49.9357881, 6.6381075 49.9357721, 6.6381017 49.9357699, 6.637981 49.9357222, 6.6379271 49.9357016)",,building_passage
1042675941,L 39,Kapellenstraße,secondary,30,False,False,8.005,"LINESTRING (6.6373384 49.9361265, 6.6374462 49.9361457)",,
114113357,,Kirchstraße,living_street,,False,False,39.524,"LINESTRING (6.6373384 49.9361265, 6.637376 49.9360669, 6.637528 49.9359613, 6.6376959 49.9358614)",,
1042683967,L 39,Kapellenstraße,secondary,30,False,True,33.132999999999996,"LINESTRING (6.6373384 49.9361265, 6.6370818 49.9360888, 6.6368865 49.9360618)",,
114431625,,Eulner Straße,residential,,False,False,80.262,"LINESTRING (6.6375485 49.931544, 6.6382245 49.9309681)",,
114431625,,Eulner Straße,residential,,False,True,93.882,"LINESTRING (6.6375485 49.931544, 6.6366941 49.9321846)",,
114431627,,Lerchenfeldstraße,residential,,False,False,87.226,"LINESTRING (6.6375485 49.931544, 6.6384739 49.9320544)",,
114431624,,Wies'chenstraße,residential,,False,True,116.984,"LINESTRING (6.6366941 49.9321846, 6.635675 49.9313621)",,
114431625,,Eulner Straße,residential,,False,False,93.882,"LINESTRING (6.6366941 49.9321846, 6.6375485 49.931544)",,
203382452,,Auwer Weg,living_street,,False,False,66.557,"LINESTRING (6.6366941 49.9321846, 6.6360901 49.9326397)",,
"[114431624, 925244471]",,Wies'chenstraße,residential,,False,False,109.208,"LINESTRING (6.6366941 49.9321846, 6.637312 49.9330169, 6.6374017 49.933032)",,
114431625,,Eulner Straße,residential,,False,True,80.262,"LINESTRING (6.6382245 49.9309681, 6.6375485 49.931544)",,
114431624,,Wies'chenstraße,residential,,False,False,54.731,"LINESTRING (6.6351142 49.9310275, 6.635675 49.9313621)",,
114431626,,Auwer Weg,living_street,,False,True,54.71,"LINESTRING (6.6351142 49.9310275, 6.6348524 49.9312004, 6.6347548 49.9313107, 6.6347067 49.9314304)",,
114431626,,Auwer Weg,living_street,,False,False,24.623,"LINESTRING (6.6363748 49.932764, 6.6360901 49.9326397)",,
114431624,,Wies'chenstraße,residential,,False,False,116.984,"LINESTRING (6.635675 49.9313621, 6.6366941 49.9321846)",,
114431624,,Wies'chenstraße,residential,,False,True,54.731,"LINESTRING (6.635675 49.9313621, 6.6351142 49.9310275)",,
1042675941,L 39,Kapellenstraße,secondary,30,False,True,18.805,"LINESTRING (6.6381166 49.9362103, 6.6378539 49.9362069)",,
1041735121,,Jacobsstraße,residential,30,False,False,49.38,"LINESTRING (6.6381166 49.9362103, 6.6380987 49.9361747, 6.6376959 49.9358614)",,
1042675941,L 39,Kapellenstraße,secondary,30,False,False,120.893,"LINESTRING (6.6381166 49.9362103, 6.6383355 49.9362368, 6.6389482 49.9364407, 6.6396127 49.9366995)",,
114113357,,Kirchstraße,living_street,,False,False,24.307000000000002,"LINESTRING (6.6376959 49.9358614, 6.637859 49.9357556, 6.6379271 49.9357016)",,
114113357,,Kirchstraße,living_street,,False,True,39.524,"LINESTRING (6.6376959 49.9358614, 6.637528 49.9359613, 6.637376 49.9360669, 6.6373384 49.9361265)",,
1041735121,,Jacobsstraße,residential,30,False,False,115.98,"LINESTRING (6.6376959 49.9358614, 6.6373083 49.9356367, 6.6367918 49.9354251, 6.6363632 49.9352768)",,
1041735121,,Jacobsstraße,residential,30,False,True,49.38,"LINESTRING (6.6376959 49.9358614, 6.6380987 49.9361747, 6.6381166 49.9362103)",,
25489960,L 36,Lindenstraße,secondary,,False,True,31.342,"LINESTRING (6.6358928 49.9399476, 6.6357826 49.9396748)",,
