osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,ref,bridge,maxspeed
"[969268578, 459636455, 987186649, 1131537588, 483040889]",Ringstraße,unclassified,False,True,307.78000000000003,"LINESTRING (11.4702563 49.0360851, 11.4703029 49.036015, 11.4704572 49.0357833, 11.4705774 49.0356027, 11.4707618 49.0353316, 11.4709642 49.0350304, 11.4710084 49.0349323, 11.4710999 49.0347644, 11.4711707 49.034671, 11.4712849 49.0345453, 11.4713168 49.0345102, 11.4717518 49.034051, 11.472022 49.0337636, 11.4721535 49.0336224)",,2,,,
4743227,Utzmühlstraße,residential,False,False,108.458,"LINESTRING (11.4689844 49.0372737, 11.4686059 49.038217)",,,,,
4743227,Utzmühlstraße,residential,False,True,58.76299999999999,"LINESTRING (11.4689844 49.0372737, 11.4690344 49.0371546, 11.4689888 49.0369157, 11.4689103 49.0367598)",,,,,
27744866,Lämmerbergstraße,residential,False,False,81.673,"LINESTRING (11.4689844 49.0372737, 11.4688654 49.0372671, 11.4680718 49.0373284, 11.4679039 49.0374019)",,,,,
4743227,Utzmühlstraße,residential,False,False,58.763000000000005,"LINESTRING (11.4689103 49.0367598, 11.4689888 49.0369157, 11.4690344 49.0371546, 11.4689844 49.0372737)",,,,,
512011723,Hirschberger Straße,tertiary,False,True,29.65,"LINESTRING (11.4689103 49.0367598, 11.4691582 49.0366978, 11.4692903 49.0366647)",,,EI 21,,
"[487000624, 487000627]",Sandstraße,residential,False,True,59.778999999999996,"LINESTRING (11.4685766 49.0312355, 11.4686636 49.0312745, 11.4692537 49.0315387)",,,,,30
24036714,Max-Prinstner-Straße,residential,False,False,111.32499999999999,"LINESTRING (11.4698305 49.0339276, 11.469798 49.033869, 11.4690126 49.0334797, 11.4686498 49.0333081)",,,,,
394439650,Bräuhausstraße,unclassified,False,False,83.971,"LINESTRING (11.4698305 49.0339276, 11.4690682 49.0340938, 11.4687531 49.0341914)",,,,,
394439650,Bräuhausstraße,unclassified,False,True,81.30199999999999,"LINESTRING (11.4698305 49.0339276, 11.4703582 49.0337918, 11.4708412 49.0336216)",,,,,
"[8050473, 1119425405]",Poststraße,residential,False,True,189.007,"LINESTRING (11.4742495 49.0345953, 11.474122 49.0345337, 11.472903 49.0338731, 11.4726379 49.0337972, 11.4725676 49.0337952, 11.4724856 49.0337748, 11.4723066 49.0336905, 11.4721535 49.0336224)",,,,,
261819370,Hauptstraße,residential,False,False,160.47400000000002,"LINESTRING (11.4742495 49.0345953, 11.4744227 49.0343477, 11.4744763 49.0342523, 11.4745856 49.0339558, 11.4746104 49.0338131, 11.4746704 49.0336732, 11.4747254 49.033499, 11.4748343 49.0333354, 11.4748498 49.0332171)",,,,,
"[23327576, 261819370, 8050469]",Hauptstraße,residential,False,True,337.996,"LINESTRING (11.4742495 49.0345953, 11.4743894 49.0346629, 11.4744726 49.0347032, 11.4740113 49.0350919, 11.4738764 49.0351837, 11.4736488 49.0353187, 11.4734346 49.0354601, 11.4733768 49.0354953, 11.4732257 49.0355829, 11.4731584 49.0356144, 11.4727841 49.0357941, 11.4724045 49.0359228, 11.4721788 49.0359925, 11.47193 49.0360851, 11.4715725 49.0362582, 11.4713481 49.0364513, 11.4711989 49.0365365)",,,,,
8050444,Hirschberger Straße,tertiary,False,False,74.286,"LINESTRING (11.4700835 49.0362499, 11.469993 49.0363009, 11.4699194 49.0363424, 11.4696399 49.0365197, 11.4692903 49.0366647)",,,EI 21,,
973125513,,tertiary,True,False,16.436000000000003,"LINESTRING (11.4700835 49.0362499, 11.4700529 49.0362279, 11.4700336 49.036201, 11.4700271 49.0361715, 11.4700341 49.0361421, 11.4700531 49.0361162)",roundabout,,,,
"[261819377, 263487010, 1185467062, 262842494]",Maria-Hilf-Straße,primary,False,True,404.00500000000005,"LINESTRING (11.4766434 49.0389071, 11.4767602 49.0388602, 11.4768942 49.0388064, 11.4770772 49.0387037, 11.4773138 49.0385169, 11.4774327 49.0383402, 11.4774923 49.0381594, 11.4775194 49.0379829, 11.477511 49.0379005, 11.477452 49.0373254, 11.47751 49.0369317, 11.4775289 49.0365903, 11.4774554 49.0362214, 11.4773213 49.0357073, 11.477297 49.0355787, 11.4772921 49.0355138)",,2,B 299,,
"[687588725, 511995366]",,primary,False,False,194.731,"LINESTRING (11.4766434 49.0389071, 11.4753711 49.0392839, 11.4742105 49.0396305)",,"['2', '3']",B 299,,
"[511995363, 973449669, 973449670]",,tertiary,False,False,114.54499999999999,"LINESTRING (11.4766434 49.0389071, 11.4768533 49.0390232, 11.4774485 49.0392154, 11.477627 49.0392781, 11.477996 49.0394238)",,,EI 21,,50
394439650,Bräuhausstraße,unclassified,False,False,15.915,"LINESTRING (11.4687531 49.0341914, 11.4685549 49.0342514)",,,,,
27741042,Anton-Brems-Straße,living_street,False,True,156.982,"LINESTRING (11.4687531 49.0341914, 11.4690276 49.0343284, 11.4690509 49.0343778, 11.4689545 49.0344847, 11.4689637 49.03453, 11.4699431 49.0349412, 11.4700667 49.0351257)",,,,,
394439650,Bräuhausstraße,unclassified,False,True,83.971,"LINESTRING (11.4687531 49.0341914, 11.4690682 49.0340938, 11.4698305 49.0339276)",,,,,
394439650,Bräuhausstraße,unclassified,False,False,74.305,"LINESTRING (11.4685549 49.0342514, 11.4676632 49.0345751)",,,,,
394439650,Bräuhausstraße,unclassified,False,True,15.915,"LINESTRING (11.4685549 49.0342514, 11.4687531 49.0341914)",,,,,
24036719,Nepomuk-Schneider-Straße,residential,False,False,153.262,"LINESTRING (11.4685549 49.0342514, 11.4669432 49.0334997, 11.4668874 49.0334268)",,,,,
24036715,Eichstätter Straße,tertiary,False,False,265.67999999999995,"LINESTRING (11.4670068 49.0348054, 11.467113 49.034853, 11.4672308 49.0349059, 11.4678583 49.0351883, 11.4683628 49.0354135, 11.4685251 49.0354863, 11.469152 49.0357447, 11.4692495 49.0357849, 11.4693907 49.0358432, 11.4699477 49.0360728, 11.4700531 49.0361162)",,,,,
394439650,Bräuhausstraße,unclassified,False,True,54.275000000000006,"LINESTRING (11.4670068 49.0348054, 11.4672168 49.0347337, 11.4676632 49.0345751)",,,,,
"[165899330, 27741037, 165899315, 165899316, 865841843]",Hans-Weckler-Anlage,residential,False,"[False, True]",130.49200000000002,"LINESTRING (11.4754232 49.0350742, 11.4754972 49.0350726, 11.4757649 49.0351085, 11.4760383 49.035156, 11.4762512 49.0352125, 11.4764597 49.0353145, 11.4765177 49.0353437, 11.4767015 49.0354248, 11.4768956 49.0355026, 11.4770352 49.0355346)",,,,yes,
24036716,Georg-Hafner-Straße,residential,False,False,170.09,"LINESTRING (11.46962 49.0354082, 11.4687279 49.0350318, 11.4676632 49.0345751)",,,,,
394439650,Bräuhausstraße,unclassified,False,True,74.305,"LINESTRING (11.4676632 49.0345751, 11.4685549 49.0342514)",,,,,
24036716,Georg-Hafner-Straße,residential,False,True,170.09,"LINESTRING (11.4676632 49.0345751, 11.4687279 49.0350318, 11.46962 49.0354082)",,,,,
"[682102137, 24036717]","['Josef-Pilland-Straße', 'Dr.-Thenn-Straße']",residential,False,True,197.716,"LINESTRING (11.4676632 49.0345751, 11.4662493 49.0338984, 11.4668874 49.0334268)",,,,,
394439650,Bräuhausstraße,unclassified,False,False,54.275000000000006,"LINESTRING (11.4676632 49.0345751, 11.4672168 49.0347337, 11.4670068 49.0348054)",,,,,
24036714,Max-Prinstner-Straße,residential,False,True,88.355,"LINESTRING (11.4676525 49.0328566, 11.4686498 49.0333081)",,,,,
24036718,Dr.-Thenn-Straße,residential,False,False,84.446,"LINESTRING (11.4676525 49.0328566, 11.4668874 49.0334268)",,,,,
24036718,Dr.-Thenn-Straße,residential,False,True,84.446,"LINESTRING (11.4668874 49.0334268, 11.4676525 49.0328566)",,,,,
24036719,Nepomuk-Schneider-Straße,residential,False,True,153.262,"LINESTRING (11.4668874 49.0334268, 11.4669432 49.0334997, 11.4685549 49.0342514)",,,,,
"[682102137, 24036717]","['Josef-Pilland-Straße', 'Dr.-Thenn-Straße']",residential,False,False,197.716,"LINESTRING (11.4668874 49.0334268, 11.4662493 49.0338984, 11.4676632 49.0345751)",,,,,
24036714,Max-Prinstner-Straße,residential,False,False,88.355,"LINESTRING (11.4686498 49.0333081, 11.4676525 49.0328566)",,,,,
24036722,Lerchenstraße,residential,False,False,63.802,"LINESTRING (11.4686498 49.0333081, 11.4691721 49.0328477)",,,,,
24036714,Max-Prinstner-Straße,residential,False,True,111.32499999999999,"LINESTRING (11.4686498 49.0333081, 11.4690126 49.0334797, 11.469798 49.033869, 11.4698305 49.0339276)",,,,,
24036722,Lerchenstraße,residential,False,True,43.825,"LINESTRING (11.470144 49.0319579, 11.469798 49.0322802)",,,,,
8050467,Sandstraße,residential,False,False,80.376,"LINESTRING (11.470144 49.0319579, 11.4700799 49.0318994, 11.4697446 49.0317561, 11.4692537 49.0315387)",,,,,30
8050467,Sandstraße,residential,False,True,130.197,"LINESTRING (11.470144 49.0319579, 11.4705651 49.0321338, 11.4707686 49.0322188, 11.4716617 49.0325749)",,,,,30
24036722,Lerchenstraße,residential,False,False,77.872,"LINESTRING (11.4691721 49.0328477, 11.469798 49.0322802)",,,,,
24036722,Lerchenstraße,residential,False,True,63.802,"LINESTRING (11.4691721 49.0328477, 11.4686498 49.0333081)",,,,,
24036723,Finkenstraße,residential,False,False,149.035,"LINESTRING (11.4691721 49.0328477, 11.4708412 49.0336216)",,,,,
24036723,Finkenstraße,residential,False,True,149.035,"LINESTRING (11.4708412 49.0336216, 11.4691721 49.0328477)",,,,,
394439650,Bräuhausstraße,unclassified,False,False,81.30199999999999,"LINESTRING (11.4708412 49.0336216, 11.4703582 49.0337918, 11.4698305 49.0339276)",,,,,
394439650,Bräuhausstraße,unclassified,False,True,106.14600000000002,"LINESTRING (11.4708412 49.0336216, 11.4715984 49.0333264, 11.4718145 49.0332422, 11.47211 49.0331556)",,,,,
24036722,Lerchenstraße,residential,False,False,43.825,"LINESTRING (11.469798 49.0322802, 11.470144 49.0319579)",,,,,
24036722,Lerchenstraße,residential,False,True,77.872,"LINESTRING (11.469798 49.0322802, 11.4691721 49.0328477)",,,,,
24036724,Meisenweg,residential,False,False,195.15,"LINESTRING (11.469798 49.0322802, 11.4715599 49.0330081, 11.47211 49.0331556)",,,,,
24036724,Meisenweg,residential,False,True,195.15,"LINESTRING (11.47211 49.0331556, 11.4715599 49.0330081, 11.469798 49.0322802)",,,,,
394439650,Bräuhausstraße,unclassified,False,False,106.146,"LINESTRING (11.47211 49.0331556, 11.4718145 49.0332422, 11.4715984 49.0333264, 11.4708412 49.0336216)",,,,,
394439650,Bräuhausstraße,unclassified,False,True,32.757999999999996,"LINESTRING (11.47211 49.0331556, 11.4722543 49.0331413, 11.4723679 49.0331374, 11.4724355 49.0331425, 11.4724753 49.0331491, 11.4725478 49.0331721)",,,,,
24036726,Alte Ingolstädter Straße,residential,False,False,130.28,"LINESTRING (11.4742559 49.031469, 11.4743202 49.0315899, 11.4743953 49.0317124, 11.4746531 49.0318697, 11.4754726 49.0322876)",,,,,
37834826,Rosenaustraße,residential,False,False,173.08,"LINESTRING (11.4742559 49.031469, 11.4741117 49.0315806, 11.4739181 49.0317027, 11.4737733 49.0318237, 11.4735845 49.0319914, 11.473431 49.0321589, 11.4731658 49.032472, 11.4731283 49.032525, 11.4730948 49.0325832, 11.4730836 49.0326431, 11.4730909 49.0327147, 11.4731205 49.0327774)",,,,,
"[486999881, 511826219, 24036727]",An der Bauernwiese,residential,False,True,128.406,"LINESTRING (11.4771944 49.0326617, 11.4770926 49.0326189, 11.4762797 49.0322773, 11.4762293 49.0322568, 11.4761036 49.0322068, 11.4759713 49.0321486, 11.4757109 49.0320393)",,,,,
644462539,Ingolstädter Straße,primary,False,False,32.621,"LINESTRING (11.4754726 49.0322876, 11.4757109 49.0320393)",,2,B 299,,50
24036726,Alte Ingolstädter Straße,residential,False,True,130.28,"LINESTRING (11.4754726 49.0322876, 11.4746531 49.0318697, 11.4743953 49.0317124, 11.4743202 49.0315899, 11.4742559 49.031469)",,,,,
644462539,Ingolstädter Straße,primary,False,True,113.941,"LINESTRING (11.4754726 49.0322876, 11.4752702 49.032521, 11.4751463 49.0326639, 11.4750913 49.0327381, 11.4749811 49.0328991, 11.4749034 49.0330221, 11.4748791 49.0330713, 11.4748544 49.0331305, 11.4748498 49.0332171)",,2,B 299,,50
644462539,Ingolstädter Straße,primary,False,True,32.621,"LINESTRING (11.4757109 49.0320393, 11.4754726 49.0322876)",,2,B 299,,50
"[486999881, 511826219, 24036727]",An der Bauernwiese,residential,False,False,128.406,"LINESTRING (11.4757109 49.0320393, 11.4759713 49.0321486, 11.4761036 49.0322068, 11.4762293 49.0322568, 11.4762797 49.0322773, 11.4770926 49.0326189, 11.4771944 49.0326617)",,,,,
24036729,Sulzaue,residential,False,False,10.127,"LINESTRING (11.4785615 49.033382, 11.478473 49.0333118)",,,,,
261819373,Kelheimer Straße,secondary,False,True,31.076,"LINESTRING (11.4785615 49.033382, 11.4788305 49.0331652)",,,St 2230,,
"[261819373, 1067244071]",Kelheimer Straße,secondary,False,False,106.00800000000001,"LINESTRING (11.4785615 49.033382, 11.478309 49.0335806, 11.4778842 49.0339173, 11.4777791 49.0340006, 11.4776948 49.0340582, 11.4776082 49.034099)",,2,St 2230,,
24036730,Sulzaue,residential,False,False,177.126,"LINESTRING (11.4789698 49.032344, 11.4789816 49.0322745, 11.4789208 49.0321708, 11.4788814 49.0320757, 11.4789729 49.031829, 11.4789557 49.0316854, 11.4789999 49.0316126, 11.4790639 49.031603, 11.4791531 49.0316138, 11.4792998 49.0316799, 11.4798189 49.0320701, 11.4799493 49.0321221)",,,,,
"[24036729, 24036730]",Sulzaue,residential,False,True,135.466,"LINESTRING (11.4789698 49.032344, 11.4789334 49.0324686, 11.4785805 49.0327507, 11.4782027 49.0330467, 11.4781888 49.0331051, 11.4782415 49.0331713, 11.478473 49.0333118)",,,,,
24036729,Sulzaue,residential,False,True,10.127,"LINESTRING (11.478473 49.0333118, 11.4785615 49.033382)",,,,,
"[24036729, 24036730]",Sulzaue,residential,False,False,135.466,"LINESTRING (11.478473 49.0333118, 11.4782415 49.0331713, 11.4781888 49.0331051, 11.4782027 49.0330467, 11.4785805 49.0327507, 11.4789334 49.0324686, 11.4789698 49.032344)",,,,,
24036731,An der Reiterwiese,residential,True,False,156.35200000000003,"LINESTRING (11.478473 49.0333118, 11.478961 49.032906, 11.4791765 49.0327666, 11.4794281 49.0326111, 11.4794537 49.0325517, 11.4791419 49.0323466, 11.4789698 49.032344)",,,,,
261819373,Kelheimer Straße,secondary,False,False,31.076,"LINESTRING (11.4788305 49.0331652, 11.4785615 49.033382)",,,St 2230,,
24036696,Kelheimer Straße,secondary,False,True,91.776,"LINESTRING (11.4788305 49.0331652, 11.4792883 49.0328675, 11.4797381 49.0325934)",,,St 2230,,
263820839,Föhrenweg,residential,False,True,100.996,"LINESTRING (11.4795718 49.035022, 11.4792925 49.03565, 11.4791868 49.0358098, 11.4791062 49.0358698)",,,,,30
4499838,Maria-Hilf-Straße,primary,False,True,51.64,"LINESTRING (11.4773007 49.0354262, 11.4773812 49.0349648)",,,B 299,,30
24036740,,residential,False,False,29.752,"LINESTRING (11.4773007 49.0354262, 11.4777086 49.0354351)",,,,,
263820840,Maria-Hilf-Straße,primary,False,False,9.761,"LINESTRING (11.4773007 49.0354262, 11.4772921 49.0355138)",,,B 299,,
24036740,,residential,False,True,29.752,"LINESTRING (11.4777086 49.0354351, 11.4773007 49.0354262)",,,,,
24036740,,residential,False,False,140.643,"LINESTRING (11.4777086 49.0354351, 11.4779212 49.0355612, 11.4781789 49.0356769, 11.4783771 49.0357768, 11.4784437 49.0358435, 11.4785093 49.0359741, 11.4785379 49.0360222, 11.4786 49.0360585, 11.4787061 49.0360406, 11.4791062 49.0358698)",,,,,
377516753,,residential,False,True,59.691,"LINESTRING (11.4777086 49.0354351, 11.4776709 49.0353321, 11.4776308 49.0352224, 11.4774928 49.035007, 11.4773812 49.0349648)",,,,,
263820840,Maria-Hilf-Straße,primary,False,True,9.761,"LINESTRING (11.4772921 49.0355138, 11.4773007 49.0354262)",,,B 299,,
24036741,Mittelmühlweg,residential,False,False,18.878,"LINESTRING (11.4772921 49.0355138, 11.4770675 49.0355303, 11.4770352 49.0355346)",,,,,
"[261819377, 263487010, 262842494, 1185467062]",Maria-Hilf-Straße,primary,False,False,404.005,"LINESTRING (11.4772921 49.0355138, 11.477297 49.0355787, 11.4773213 49.0357073, 11.4774554 49.0362214, 11.4775289 49.0365903, 11.47751 49.0369317, 11.477452 49.0373254, 11.477511 49.0379005, 11.4775194 49.0379829, 11.4774923 49.0381594, 11.4774327 49.0383402, 11.4773138 49.0385169, 11.4770772 49.0387037, 11.4768942 49.0388064, 11.4767602 49.0388602, 11.4766434 49.0389071)",,2,B 299,,
24036742,Schleifmühlweg,residential,False,False,51.351,"LINESTRING (11.4765459 49.0359824, 11.4769101 49.0363777)",,,,,
261819383,Mittelmühlweg,residential,False,False,405.83799999999997,"LINESTRING (11.4765459 49.0359824, 11.4764258 49.0360906, 11.4762719 49.0362248, 11.4759971 49.0364796, 11.4758573 49.0366416, 11.4757917 49.0367896, 11.4755973 49.0372538, 11.4752877 49.037759, 11.47514 49.037936, 11.4745141 49.0383849, 11.4741032 49.03871, 11.4737271 49.0390718)",,,,,
261819383,Mittelmühlweg,residential,False,True,63.862,"LINESTRING (11.4765459 49.0359824, 11.4766047 49.0358894, 11.4766004 49.035826, 11.4768911 49.035663, 11.4770352 49.0355346)",,,,,
35262810,Kevenhüller Straße,tertiary,False,True,118.785,"LINESTRING (11.4735057 49.0392861, 11.4729033 49.0389962, 11.4727606 49.0389134, 11.4722426 49.0386129)",,,,,
"[139668161, 261819383]",Mittelmühlweg,residential,False,True,28.789,"LINESTRING (11.4735057 49.0392861, 11.4736147 49.0391747, 11.4737271 49.0390718)",,,,,
"[139668162, 139668163]",,tertiary,False,False,44.522,"LINESTRING (11.4735057 49.0392861, 11.4735871 49.0393253, 11.4737476 49.039392, 11.4739477 49.0395555)",,2,,,
24036742,Schleifmühlweg,residential,False,True,34.258,"LINESTRING (11.4771986 49.0366209, 11.4769101 49.0363777)",,,,,
24036742,Schleifmühlweg,residential,False,False,34.258,"LINESTRING (11.4769101 49.0363777, 11.4771986 49.0366209)",,,,,
24036742,Schleifmühlweg,residential,False,True,51.351,"LINESTRING (11.4769101 49.0363777, 11.4765459 49.0359824)",,,,,
"[24036745, 27740083]","['Gartenstraße', 'Kevenhüller Straße']",residential,False,False,439.442,"LINESTRING (11.4769101 49.0363777, 11.4768254 49.0365339, 11.4768013 49.0367363, 11.4767555 49.0371387, 11.4767472 49.0372823, 11.4767017 49.037888, 11.4766528 49.0379678, 11.4758568 49.0385385, 11.4757735 49.0386233, 11.4756422 49.0386657, 11.475042 49.0389202, 11.4744686 49.0390786, 11.4741944 49.0391193, 11.4739976 49.0391196, 11.4737271 49.0390718)",,,,,
"[24036745, 27740083]","['Gartenstraße', 'Kevenhüller Straße']",residential,False,True,439.44199999999995,"LINESTRING (11.4737271 49.0390718, 11.4739976 49.0391196, 11.4741944 49.0391193, 11.4744686 49.0390786, 11.475042 49.0389202, 11.4756422 49.0386657, 11.4757735 49.0386233, 11.4758568 49.0385385, 11.4766528 49.0379678, 11.4767017 49.037888, 11.4767472 49.0372823, 11.4767555 49.0371387, 11.4768013 49.0367363, 11.4768254 49.0365339, 11.4769101 49.0363777)",,,,,
"[139668161, 261819383]",Mittelmühlweg,residential,False,False,28.789,"LINESTRING (11.4737271 49.0390718, 11.4736147 49.0391747, 11.4735057 49.0392861)",,,,,
261819383,Mittelmühlweg,residential,False,True,405.83799999999997,"LINESTRING (11.4737271 49.0390718, 11.4741032 49.03871, 11.4745141 49.0383849, 11.47514 49.037936, 11.4752877 49.037759, 11.4755973 49.0372538, 11.4757917 49.0367896, 11.4758573 49.0366416, 11.4759971 49.0364796, 11.4762719 49.0362248, 11.4764258 49.0360906, 11.4765459 49.0359824)",,,,,
24036696,Kelheimer Straße,secondary,False,False,91.776,"LINESTRING (11.4797381 49.0325934, 11.4792883 49.0328675, 11.4788305 49.0331652)",,,St 2230,,
27715707,Untermühlweg,residential,False,False,55.775999999999996,"LINESTRING (11.4797381 49.0325934, 11.4797183 49.0325206, 11.4798487 49.0323433, 11.4799493 49.0321221)",,,,,
24036730,Sulzaue,residential,False,True,177.12599999999998,"LINESTRING (11.4799493 49.0321221, 11.4798189 49.0320701, 11.4792998 49.0316799, 11.4791531 49.0316138, 11.4790639 49.031603, 11.4789999 49.0316126, 11.4789557 49.0316854, 11.4789729 49.031829, 11.4788814 49.0320757, 11.4789208 49.0321708, 11.4789816 49.0322745, 11.4789698 49.032344)",,,,,
27715707,Untermühlweg,residential,False,True,55.775999999999996,"LINESTRING (11.4799493 49.0321221, 11.4798487 49.0323433, 11.4797183 49.0325206, 11.4797381 49.0325934)",,,,,
"[27740088, 441504317, 322569064, 27717085]","['Am Moosbügl', 'Am Galgenbrunnen']",residential,False,False,271.34999999999997,"LINESTRING (11.4790325 49.0388318, 11.4789717 49.0387669, 11.4787057 49.0385893, 11.4786096 49.0384924, 11.4785318 49.0383998, 11.4784717 49.0383227, 11.4784099 49.0382147, 11.4783597 49.0380839, 11.4783259 49.0379766, 11.4783047 49.0378782, 11.4782608 49.0376497, 11.478257 49.0375086, 11.4783365 49.0373132, 11.478349 49.0372356, 11.4783234 49.0371514, 11.4783415 49.0370587, 11.4784369 49.0369353, 11.478562 49.0369319, 11.4787598 49.0369395, 11.4788488 49.0369691, 11.4789738 49.0370289)",,,,,
"[262842496, 27717088, 262842495]",Ottmaringer Straße,residential,False,True,105.322,"LINESTRING (11.4790325 49.0388318, 11.4789516 49.0388426, 11.4787971 49.0388636, 11.478599 49.0389123, 11.4784686 49.0389829, 11.4783487 49.039072, 11.4781368 49.0392856, 11.478082 49.0393476, 11.477996 49.0394238)",,,,,
139668151,Am Galgenbrunnen,residential,False,True,14.036,"LINESTRING (11.4791167 49.0371135, 11.4789738 49.0370289)",,,,,
32553511,,residential,False,False,11.471,"LINESTRING (11.4789738 49.0370289, 11.4791236 49.0369973)",,,,,
139668151,Am Galgenbrunnen,residential,False,False,14.036,"LINESTRING (11.4789738 49.0370289, 11.4791167 49.0371135)",,,,,
"[322569064, 27717085, 441504317, 27740088]","['Am Moosbügl', 'Am Galgenbrunnen']",residential,False,True,271.35,"LINESTRING (11.4789738 49.0370289, 11.4788488 49.0369691, 11.4787598 49.0369395, 11.478562 49.0369319, 11.4784369 49.0369353, 11.4783415 49.0370587, 11.4783234 49.0371514, 11.478349 49.0372356, 11.4783365 49.0373132, 11.478257 49.0375086, 11.4782608 49.0376497, 11.4783047 49.0378782, 11.4783259 49.0379766, 11.4783597 49.0380839, 11.4784099 49.0382147, 11.4784717 49.0383227, 11.4785318 49.0383998, 11.4786096 49.0384924, 11.4787057 49.0385893, 11.4789717 49.0387669, 11.4790325 49.0388318)",,,,,
