osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes,width,tunnel,junction
8320248,Reeperbahn,residential,30,False,False,93.699,"LINESTRING (9.705852 53.4754313, 9.7071344 53.4750742)",,,,,,
22694459,Friedrichstraße,residential,30,False,True,80.018,"LINESTRING (9.705852 53.4754313, 9.7063726 53.4760808)",,,,,,
8320248,Reeperbahn,residential,30,False,True,149.89499999999998,"LINESTRING (9.705852 53.4754313, 9.7048339 53.4757048, 9.7037966 53.4759975)",,,,,,
309273227,Moorender Straße,tertiary,30,False,True,60.403,"LINESTRING (9.7053274 53.4798278, 9.7048885 53.4793515)",K 83,,,,,
8320236,Am Brack,residential,30,False,False,78.37,"LINESTRING (9.7053274 53.4798278, 9.7056883 53.4797772, 9.7063118 53.4799491, 9.706405 53.4799999)",,,,,,
"[45182922, 45182923, 24891271]",Viverstraße,residential,30,True,False,97.85400000000001,"LINESTRING (9.7020867 53.4762952, 9.7029518 53.4766323, 9.7030055 53.4766508, 9.7031818 53.4767164, 9.7032299 53.4767345, 9.7032416 53.4767389, 9.703333 53.4767683)",,yes,,,,
"[4351379, 24778293, 24778294]",Lange Straße,unclassified,30,True,False,87.891,"LINESTRING (9.7015275 53.4771059, 9.7021387 53.4773641, 9.7024443 53.4774627, 9.7025091 53.4774878, 9.7026382 53.4775374)",,yes,1,3.5,,
"[360619739, 4351382, 360619735]",Stavenort,residential,30,True,False,100.352,"LINESTRING (9.7015275 53.4771059, 9.7017818 53.4768633, 9.7018987 53.4767196, 9.7020033 53.4765759, 9.7020076 53.4765589, 9.7020251 53.476535, 9.7020273 53.4765321, 9.7020822 53.4764571, 9.7021227 53.4764027, 9.7020784 53.4763309, 9.7020867 53.4762952)",,,,4,building_passage,
184404780,Abtstraße,residential,30,False,False,30.846,"LINESTRING (9.7015275 53.4771059, 9.7014615 53.4771067, 9.7014019 53.4771356, 9.7012562 53.4773073)",,,,,,
309273227,Moorender Straße,tertiary,30,False,False,60.403,"LINESTRING (9.7048885 53.4793515, 9.7053274 53.4798278)",K 83,,,,,
8320239,Melkerstieg,residential,30,False,False,75.45,"LINESTRING (9.7048885 53.4793515, 9.705141 53.4793038, 9.7053945 53.4792918, 9.7059498 53.4794572)",,,,,,
"[718333130, 33880340]",Moorender Straße,tertiary,30,False,True,196.141,"LINESTRING (9.7048885 53.4793515, 9.7042433 53.4786603, 9.7040119 53.4784651, 9.7036974 53.4782161, 9.7036229 53.4780142, 9.7036046 53.4778865, 9.7036402 53.4778011)",K 83,,,,,
8320239,Melkerstieg,residential,30,False,True,75.45,"LINESTRING (9.7059498 53.4794572, 9.7053945 53.4792918, 9.705141 53.4793038, 9.7048885 53.4793515)",,,,,,
8320241,Im Pferdebruch,residential,30,False,False,133.56,"LINESTRING (9.7059498 53.4794572, 9.706173 53.4791975, 9.7063344 53.4790096, 9.7065104 53.4788048, 9.7067108 53.4785716, 9.7064072 53.4784717)",,,,,,
8320241,Im Pferdebruch,residential,30,False,True,133.56,"LINESTRING (9.7064072 53.4784717, 9.7067108 53.4785716, 9.7065104 53.4788048, 9.7063344 53.4790096, 9.706173 53.4791975, 9.7059498 53.4794572)",,,,,,
670677518,Harburger Straße,tertiary,50,False,False,38.724,"LINESTRING (9.7036402 53.4778011, 9.7030941 53.477676)",K 51,,,,,
"[718333130, 33880340]",Moorender Straße,tertiary,30,False,False,196.14100000000002,"LINESTRING (9.7036402 53.4778011, 9.7036046 53.4778865, 9.7036229 53.4780142, 9.7036974 53.4782161, 9.7040119 53.4784651, 9.7042433 53.4786603, 9.7048885 53.4793515)",K 83,,,,,
"[670677475, 268553229]",Harburger Straße,tertiary,50,False,True,258.60100000000006,"LINESTRING (9.7036402 53.4778011, 9.7038889 53.4778338, 9.704141 53.477849, 9.7043463 53.4778529, 9.7044035 53.4778538, 9.7045029 53.4778554, 9.7046915 53.4778562, 9.7050205 53.477843, 9.7051305 53.4778366, 9.7057655 53.4777445, 9.7058729 53.4777225, 9.7061393 53.4776678, 9.7064562 53.4775875, 9.7066337 53.4775394, 9.7068525 53.4774802, 9.7073748 53.4773302)",K 51,,3,,,
4077998,Hafenbrücke,tertiary,50,False,False,32.717999999999996,"LINESTRING (9.7026382 53.4775374, 9.7024716 53.4776329, 9.7024196 53.4776681, 9.7022931 53.4777479)",K 39,,,,,
