osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width
"[170321011, 362637237]","['2', '3']",B 2,Berliner Straße,primary,50,False,True,113.324,"LINESTRING (12.639686 51.8700005, 12.6399165 51.8701189, 12.6399995 51.8701588, 12.6401328 51.8701995, 12.641134 51.8704761)",,
1182633252,,,Kupferstraße,residential,,False,False,24.983,"LINESTRING (12.6497757 51.865103, 12.6498905 51.8653162)",,
23604743,,,Sternstraße,tertiary,50,False,False,221.85699999999997,"LINESTRING (12.6537804 51.867249, 12.6537622 51.8674145, 12.6537221 51.8678875, 12.6537049 51.8680904, 12.6536394 51.8692422)",,
947687831,,,Friedrichstraße,tertiary,50,False,True,86.474,"LINESTRING (12.6537804 51.867249, 12.653817 51.8666792, 12.6538148 51.8666424, 12.6537901 51.8665642, 12.6537391 51.8664789)",,
24880147,,,Mauerstraße,residential,30,False,False,82.50399999999999,"LINESTRING (12.6423044 51.8690739, 12.6423905 51.8690664, 12.6427569 51.8690908, 12.6428371 51.8690952, 12.6429526 51.8691015, 12.6430705 51.8691074, 12.6435005 51.8691291)",,
25050841,,,Juristenstraße,living_street,,False,False,32.495,"LINESTRING (12.6423044 51.8690739, 12.6423083 51.8689786, 12.642361 51.8687844)",,
"[362637265, 26829953]","['2', '3']",,Juristenstraße,residential,,False,True,175.81900000000002,"LINESTRING (12.6423044 51.8690739, 12.6422407 51.8691095, 12.6421819 51.8691853, 12.6417117 51.8697481, 12.6416366 51.869841, 12.6411799 51.8704094, 12.641134 51.8704761)",,
387726645,,,Pfaffengasse,living_street,,True,False,59.412,"LINESTRING (12.6423044 51.8690739, 12.6422684 51.8690005, 12.6422198 51.8689662, 12.6418858 51.8688509, 12.6417565 51.8688083, 12.6416366 51.868766)",,
23221840,,,Pfaffengasse,living_street,,False,False,75.631,"LINESTRING (12.6396871 51.8676586, 12.6399408 51.8678344, 12.6404262 51.8680928, 12.6404881 51.8681234)",,
1153065607,,,Sternstraße,tertiary,,False,False,82.965,"LINESTRING (12.6535589 51.8702272, 12.6535058 51.8709726)",,
24841198,,,Sternstraße,tertiary,,True,False,14.840000000000002,"LINESTRING (12.6535589 51.8702272, 12.6535204 51.8702196, 12.6534871 51.8702054, 12.6534618 51.8701859, 12.6534468 51.8701627, 12.6534418 51.8701293)",roundabout,
1153065606,,,Sternstraße,tertiary,,True,False,14.163999999999998,"LINESTRING (12.653607 51.8700592, 12.6536459 51.8700677, 12.6536791 51.8700828, 12.6537035 51.8701034, 12.653717 51.8701274, 12.6537184 51.8701529)",roundabout,
1153603658,,,Sternstraße,tertiary,50,False,True,90.874,"LINESTRING (12.653607 51.8700592, 12.6536215 51.8696939, 12.6536394 51.8692422)",,
24705991,,,Wilhelm-Weber-Straße,residential,50,False,True,8.702,"LINESTRING (12.6529978 51.865394, 12.6529509 51.8653213)",,
25740530,,,Fleischerstraße,residential,,True,False,37.891999999999996,"LINESTRING (12.6529978 51.865394, 12.6528469 51.8654495, 12.652671 51.8655187, 12.6525109 51.8655494)",,
810461967,,,Wilhelm-Weber-Straße,residential,50,False,False,130.939,"LINESTRING (12.6529978 51.865394, 12.6530471 51.8654616, 12.6532111 51.8657054, 12.6532528 51.8657679, 12.653313 51.8658579, 12.6534337 51.8660385, 12.6534624 51.8660783, 12.6536079 51.866289, 12.6537391 51.8664789)",,
189141575,,,Mauerstraße,residential,,False,True,21.44,"LINESTRING (12.6483898 51.8672121, 12.6481678 51.8673477)",,
1153065600,,,Neustraße,residential,50,True,False,9.552999999999999,"LINESTRING (12.6483898 51.8672121, 12.64838 51.8671915, 12.6483816 51.86717, 12.6483945 51.8671501, 12.6484172 51.8671338)",roundabout,
24706047,,,Geschwister-Scholl-Straße,residential,,False,False,69.339,"LINESTRING (12.6497037 51.8693783, 12.6497697 51.8694318, 12.6506263 51.8696043)",,
24706047,,,Geschwister-Scholl-Straße,residential,,False,True,66.313,"LINESTRING (12.6497037 51.8693783, 12.6495146 51.8689968, 12.6493774 51.8688185)",,
203193322,,,Geschwister-Scholl-Straße,residential,,False,True,35.872,"LINESTRING (12.6497037 51.8693783, 12.6495855 51.869386, 12.6494832 51.8693765, 12.6491969 51.8693208)",,
24706047,,,Geschwister-Scholl-Straße,residential,,False,True,201.93,"LINESTRING (12.6534418 51.8701293, 12.6509212 51.869656, 12.6506263 51.8696043)",,
24841198,,,Sternstraße,tertiary,,True,False,15.152000000000001,"LINESTRING (12.6534418 51.8701293, 12.6534701 51.8700924, 12.6534972 51.8700754, 12.6535308 51.8700636, 12.6535684 51.8700581, 12.653607 51.8700592)",roundabout,
