osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access
82013630,True,2,B 466,Theodor-Heuss-Straße,primary,50,False,89.25600000000001,"LINESTRING (10.1581485 48.6765304, 10.1581297 48.67661, 10.1581016 48.6766665, 10.15784 48.6770864, 10.1577512 48.6771932, 10.1576785 48.6772655)",,
277939656,True,,,Ludwig-Lang-Straße,residential,,False,20.07,"LINESTRING (10.1581485 48.6765304, 10.1580792 48.6766016, 10.158062 48.6766269, 10.1580435 48.6766387, 10.1580121 48.6766475, 10.1579695 48.6766527)",,
"[183501006, 8100278]",True,1,,Bahnhofstraße,secondary,50,False,102.161,"LINESTRING (10.155637 48.6785622, 10.1555398 48.6781572, 10.1554935 48.6780028, 10.1553706 48.677661)",,
43919498,True,2,B 466,Olgastraße,primary,50,False,30.411,"LINESTRING (10.155637 48.6785622, 10.1553692 48.6787053, 10.1553104 48.67873)",,
"[43203361, 603446809]",True,2,B 466,Olgastraße,primary,50,False,157.587,"LINESTRING (10.1536428 48.6790915, 10.1535197 48.6791059, 10.1533784 48.6791225, 10.1531613 48.679148, 10.1530704 48.6791587, 10.152874 48.6791823, 10.1524009 48.6792393, 10.151528 48.6793335)",,
"[43203362, 603446810]",False,2,,Marienstraße,residential,50,False,32.116,"LINESTRING (10.1536428 48.6790915, 10.1536656 48.6791555, 10.153683 48.6792074, 10.1537386 48.6793733)",,
"[19790117, 215137293, 295076466, 43204085, 43917557, 673544409, 317452122, 317452124]",False,3,,Marienstraße,residential,50,True,124.648,"LINESTRING (10.1536428 48.6790915, 10.1536295 48.6790563, 10.1536205 48.6790325, 10.1536105 48.6790058, 10.153587 48.6789437, 10.1535532 48.6788541, 10.1535019 48.6787185, 10.1534928 48.6787094, 10.1534742 48.678634, 10.1534457 48.6785528, 10.1533887 48.6784201, 10.1533705 48.6783843, 10.1533397 48.6783263, 10.153257 48.6781814, 10.1532179 48.6781282, 10.1531843 48.6780759, 10.1531481 48.6780231)",,
10370753,False,2,,Schnaitheimer Straße,tertiary,50,False,58.251,"LINESTRING (10.151528 48.6793335, 10.151642 48.6795942, 10.1517748 48.679831)",,
"[992394644, 24981773]",True,"['2', '3']",B 466,Wilhelmstraße,primary,50,False,98.256,"LINESTRING (10.151528 48.6793335, 10.1510767 48.6793784, 10.1508703 48.6793927, 10.1506775 48.6793989, 10.1501962 48.6793948)",,
"[59987634, 183065626, 843525821, 24981775]",True,2,B 466,"['Eugen-Jaekle-Platz', 'Brenzstraße']",primary,50,False,152.494,"LINESTRING (10.1511736 48.6784375, 10.1513781 48.6783799, 10.1519107 48.6782339, 10.152016 48.6782139, 10.1523906 48.6781499, 10.152448 48.6781405, 10.1525644 48.6781208, 10.1529309 48.6780609, 10.1530114 48.6780468, 10.1531481 48.6780231)",,
"[8100027, 843525822]",True,1,,Schnaitheimer Straße,tertiary,,False,111.107,"LINESTRING (10.1511736 48.6784375, 10.1512968 48.6784531, 10.1513686 48.6784838, 10.1514067 48.6785528, 10.1514198 48.6788308, 10.1514272 48.6789274, 10.1514327 48.6789602, 10.15145 48.6790438, 10.151528 48.6793335)",,
8100028,True,2,,Bergstraße,tertiary,,False,108.31400000000001,"LINESTRING (10.1499057 48.6793789, 10.1505076 48.6787406, 10.1505612 48.6786799, 10.1505907 48.6786507, 10.1506107 48.6786286, 10.1506763 48.6785485)",,
43919344,True,2,B 466,Wilhelmstraße,primary,50,False,85.759,"LINESTRING (10.1499057 48.6793789, 10.1496206 48.6793648, 10.1493854 48.6793531, 10.1491565 48.6793377, 10.1487414 48.6793175)",,
43919343,False,2,K 3035,Bergstraße,tertiary,30,False,119.156,"LINESTRING (10.1481147 48.6806419, 10.1484701 48.6803867, 10.1485514 48.6803284, 10.1487581 48.68018, 10.1488229 48.6801334, 10.1492279 48.6798623)",,
"[843215156, 843215157]",False,2,K 3035,Bergstraße,tertiary,50,True,69.169,"LINESTRING (10.1481147 48.6806419, 10.1477757 48.6809105, 10.1475239 48.6811263)",,
1154556386,False,,,Felsenstraße,residential,30,False,79.977,"LINESTRING (10.1481147 48.6806419, 10.1480131 48.6806351, 10.1470275 48.6805976)",,
1213569104,False,,,Felsenstraße,residential,30,True,104.931,"LINESTRING (10.1481147 48.6806419, 10.1481874 48.6806625, 10.1482808 48.6806782, 10.1483917 48.6806886, 10.148553 48.6806909, 10.1492792 48.6806933, 10.1493526 48.6807075, 10.1494144 48.6807195, 10.1494701 48.6807404, 10.1495033 48.6807644)",,
22735731,True,,,Schloßstraße,residential,30,False,136.888,"LINESTRING (10.1506763 48.6785485, 10.1506776 48.6784873, 10.1506505 48.6784377, 10.1506047 48.6784089, 10.1505585 48.6783973, 10.1505258 48.6783909, 10.1499884 48.678292, 10.1498858 48.6782718, 10.1490483 48.6780931)",,
843215152,True,3,B 466,Eugen-Jaekle-Platz,primary,50,False,38.548,"LINESTRING (10.1506763 48.6785485, 10.1508713 48.6785071, 10.1509612 48.678488, 10.151044 48.6784683, 10.1511736 48.6784375)",,
8100276,False,,,Helmut-Bornefeld-Straße,residential,30,True,127.308,"LINESTRING (10.1543081 48.6778295, 10.1542924 48.6777873, 10.1542347 48.6775963, 10.1541422 48.6771751, 10.1540522 48.6766977)",,
"[59987615, 43919198, 59987639]",True,2,B 466,Brenzstraße,primary,50,False,80.23,"LINESTRING (10.1543081 48.6778295, 10.154554 48.6777892, 10.1546086 48.6777805, 10.1548187 48.6777471, 10.1548851 48.6777365, 10.1553706 48.677661)",,
8100277,False,,,Christianstraße,residential,,True,66.803,"LINESTRING (10.1551392 48.6765712, 10.15554 48.6765395, 10.1557986 48.6765118, 10.1560383 48.676481)",,
"[133173259, 133173260]",True,1,L 1164,Bahnhofstraße,secondary,50,False,173.156,"LINESTRING (10.1551392 48.6765712, 10.1550406 48.676112, 10.155016 48.6759882, 10.1549971 48.6758927, 10.1549509 48.6756703, 10.1549373 48.6755981, 10.1549264 48.6755663, 10.1548887 48.6753855, 10.1548722 48.6753067, 10.1548105 48.6750293)",,
133173262,False,,,Christianstraße,residential,30,False,81.191,"LINESTRING (10.1551392 48.6765712, 10.1549976 48.6765743, 10.1548592 48.6765901, 10.1544675 48.6766357, 10.1544006 48.6766451, 10.154323 48.6766567, 10.1540887 48.6766902, 10.1540522 48.6766977)",,
43918162,True,,,Bahnhofstraße,secondary,50,False,122.365,"LINESTRING (10.1553706 48.677661, 10.1553623 48.677621, 10.1553098 48.6773677, 10.1551392 48.6765712)",,
"[43918161, 843525820]",True,"['2', '3']",B 466,Brenzstraße,primary,50,False,78.547,"LINESTRING (10.1553706 48.677661, 10.1557995 48.6775952, 10.1560846 48.6775453, 10.1562505 48.6775191, 10.156317 48.6775087, 10.15641 48.677494)",,
786160304,False,,,St. Pöltener Straße,tertiary,50,False,142.05599999999998,"LINESTRING (10.1576143 48.6738619, 10.1576449 48.6738302, 10.1576616 48.6737904, 10.157665 48.6737417, 10.1576463 48.6736399, 10.157482 48.67311, 10.1573953 48.6728388, 10.1573461 48.6726831, 10.1573264 48.6726141)",,
786160305,False,2,,St. Pöltener Straße,tertiary,50,True,81.97500000000001,"LINESTRING (10.1576143 48.6738619, 10.1575849 48.6738836, 10.1575381 48.6739067, 10.1574749 48.673922, 10.1569644 48.6739881, 10.156741 48.67402, 10.1566121 48.6740368, 10.1565465 48.6740436)",,
410102706,False,,L 1164,St. Pöltener Straße,secondary,50,True,7.764,"LINESTRING (10.1553573 48.6741527, 10.1553411 48.6740837)",,
10226090,True,1,L 1164,Ploucquetstraße,secondary,50,False,88.201,"LINESTRING (10.1553573 48.6741527, 10.1553799 48.6742302, 10.155481 48.6745769, 10.1555844 48.6749316)",,
132569952,True,,L 1164,St. Pöltener Straße,secondary,50,False,54.255,"LINESTRING (10.1553573 48.6741527, 10.1549158 48.6742134, 10.1548477 48.6742223, 10.1546334 48.6742505)",,
11854996,True,,,Friedrichstraße,residential,30,False,89.244,"LINESTRING (10.156657 48.6779603, 10.1567027 48.6780657, 10.1567459 48.6781988, 10.156805 48.6784054, 10.1568502 48.6785836, 10.1568527 48.678627, 10.1568399 48.6786703, 10.1568046 48.6787451)",,
"[59987624, 59987627, 5942939]",True,2,B 466,Theodor-Heuss-Straße,primary,50,False,100.462,"LINESTRING (10.156657 48.6779603, 10.1565279 48.6780362, 10.1562385 48.6782158, 10.1557197 48.6785192, 10.155637 48.6785622)",,
"[843215156, 843215157]",False,2,K 3035,Bergstraße,tertiary,50,False,69.169,"LINESTRING (10.1475239 48.6811263, 10.1477757 48.6809105, 10.1481147 48.6806419)",,
"[11854995, 19790119]",False,,,"['Bahnhofplatz', 'Friedrichstraße']",residential,30,"[False, True]",119.111,"LINESTRING (10.1568046 48.6787451, 10.1567855 48.6787837, 10.1567636 48.6788173, 10.1562537 48.6795212, 10.1561686 48.6796427, 10.1561175 48.6797151)",,
24938212,False,,,Bahnhofplatz,residential,30,False,44.631,"LINESTRING (10.1555716 48.680431, 10.1556219 48.6804487, 10.1558173 48.6805215, 10.1561108 48.680616)",,
"[172450955, 73898508, 43203364]",False,,,Kurt-Bittel-Straße,residential,30,False,82.542,"LINESTRING (10.1555716 48.680431, 10.1554391 48.6804774, 10.1553365 48.6805048, 10.1552313 48.6805269, 10.1550315 48.6805588, 10.1544956 48.6806334)",,
"[132464465, 603446812, 43204087]",False,,,Bahnhofplatz,residential,30,True,67.484,"LINESTRING (10.1555716 48.680431, 10.1556203 48.6804068, 10.1556578 48.6803761, 10.1556923 48.6803281, 10.1557905 48.6801864, 10.1558318 48.680126, 10.1559678 48.679922, 10.1559853 48.6798953)",,
295076265,False,,,Kurt-Bittel-Straße,residential,30,True,27.288,"LINESTRING (10.1541293 48.680675, 10.1544956 48.6806334)",,
43203363,False,,,Marienstraße,residential,50,False,20.836,"LINESTRING (10.1541293 48.680675, 10.1542002 48.6807785, 10.1542322 48.6808492)",,
133173266,False,3,,Marienstraße,residential,50,True,95.737,"LINESTRING (10.1541293 48.680675, 10.1540816 48.6806066, 10.1540544 48.6805537, 10.1539899 48.6804017, 10.1539371 48.6802472, 10.1539231 48.6802062, 10.1538889 48.6801025, 10.15384 48.6799194, 10.1538401 48.6798399)",,
"[172296907, 1259598878]",False,3,,Kurt-Bittel-Straße,residential,,False,76.339,"LINESTRING (10.1541293 48.680675, 10.1538416 48.6807148, 10.1537799 48.6807217, 10.1537008 48.6807325, 10.1531063 48.6807971)",,
11855006,True,,,Rosenstraße,residential,,False,57.853,"LINESTRING (10.1548105 48.6750293, 10.1555575 48.674935, 10.1555844 48.6749316)",,
24862142,False,,,Rosenstraße,residential,30,True,80.76299999999999,"LINESTRING (10.1548105 48.6750293, 10.1545519 48.675059, 10.1543881 48.6750744, 10.1543385 48.6750788, 10.1541364 48.6751017, 10.1539628 48.6751, 10.1537318 48.6750496)",,
133173259,True,1,L 1164,Bahnhofstraße,secondary,50,False,87.569,"LINESTRING (10.1548105 48.6750293, 10.1547423 48.6747291, 10.1547312 48.6746805, 10.154666 48.6743939, 10.1546508 48.674327, 10.1546334 48.6742505)",,
10226090,True,1,L 1164,Ploucquetstraße,secondary,50,False,58.220000000000006,"LINESTRING (10.1555844 48.6749316, 10.1556016 48.6749906, 10.1556734 48.6752367, 10.1557174 48.6753875, 10.1557361 48.6754455)",,
410102709,True,,,Bahnhofstraße,secondary,50,False,9.049,"LINESTRING (10.1546334 48.6742505, 10.154638 48.6742117, 10.1546641 48.6741729)",,
"[1005037363, 410102716]",True,,L 1164,St. Pöltener Straße,secondary,50,False,66.009,"LINESTRING (10.1546334 48.6742505, 10.1543298 48.6742865, 10.1541308 48.6743101, 10.1537486 48.6743555)",,
16973052,False,,,Wagnerstraße,residential,,False,69.956,"LINESTRING (10.1487948 48.6786994, 10.1488279 48.6786123, 10.1488854 48.6784577, 10.1489401 48.6783375, 10.1490483 48.6780931)",,
24957662,True,,,Wagnerstraße,residential,,False,68.842,"LINESTRING (10.1487948 48.6786994, 10.1487876 48.6787774, 10.1487614 48.6790635, 10.1487414 48.6793175)",,
