osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,junction,bridge
24292447,True,1,B 3,Bundesstraße,primary,False,25.604,"LINESTRING (7.6549598 47.8756831, 7.6548213 47.8756107, 7.6547501 47.8755646, 7.6547006 47.8755326)",,,
47088118,False,2,B 3,Bundesstraße,primary,False,69.783,"LINESTRING (7.6549598 47.8756831, 7.6552129 47.875888, 7.6554495 47.8760629, 7.6555722 47.8761574)",50,,
60788506,True,1,B 3,Bundesstraße,primary,False,10.475999999999999,"LINESTRING (7.6547006 47.8755326, 7.6546659 47.875541, 7.6546146 47.8755436, 7.654563 47.8755386)",,roundabout,
24292446,True,1,B 3,Bundesstraße,primary,False,12.309000000000001,"LINESTRING (7.6545426 47.8752697, 7.6545724 47.8752619, 7.6546346 47.8752606, 7.6547037 47.875271)",,roundabout,
183434202,True,1,B 3,Bundesstraße,primary,False,8.457,"LINESTRING (7.6548296 47.8753922, 7.6548235 47.8754367, 7.6548072 47.8754661)",,roundabout,
"[302514984, 30665808]",False,2,,Im Stühlinger,residential,True,87.249,"LINESTRING (7.6548296 47.8753922, 7.6548784 47.8753712, 7.6548966 47.8753633, 7.6549503 47.8753421, 7.6550686 47.875291, 7.655294 47.8751767, 7.6554356 47.8751062, 7.6556174 47.875019, 7.6557827 47.874938)",30,,
24292448,True,1,B 3,Bundesstraße,primary,False,26.712,"LINESTRING (7.6548072 47.8754661, 7.6548955 47.8755776, 7.6549598 47.8756831)",,,
60788521,True,1,,Bundesstraße,primary,False,11.027999999999999,"LINESTRING (7.6548072 47.8754661, 7.6547603 47.8755072, 7.6547006 47.8755326)",,roundabout,
24292449,True,1,B 3,,primary,False,54.255,"LINESTRING (7.6539994 47.8749459, 7.6541815 47.8750418, 7.6544305 47.8752032, 7.6545009 47.875245, 7.6545426 47.8752697)",50,,
33679132,False,2,B 3,,primary,True,31.596,"LINESTRING (7.6539994 47.8749459, 7.6537504 47.8747721, 7.6537059 47.874741)",50,,
"[25454444, 926338124]",False,2,K 4941,Johanniterstraße,tertiary,False,236.52,"LINESTRING (7.6645759 47.8721822, 7.6645041 47.8722186, 7.6644257 47.8722474, 7.6642651 47.8723068, 7.6642231 47.872321, 7.6641695 47.872341, 7.6641424 47.8723512, 7.6639597 47.8724208, 7.6636773 47.8725351, 7.6631416 47.87279, 7.6625942 47.873079, 7.6623105 47.873256, 7.6620368 47.8734405)",40,,
25454444,False,2,K 4941,Johanniterstraße,tertiary,False,20.73,"LINESTRING (7.6620368 47.8734405, 7.6618456 47.8735758)",40,,
25370764,False,,,Hefegasse,residential,True,54.199999999999996,"LINESTRING (7.6620368 47.8734405, 7.6619936 47.8734105, 7.6615914 47.8730557)",30,,
"[25454444, 926338124]",False,2,K 4941,Johanniterstraße,tertiary,True,236.52,"LINESTRING (7.6620368 47.8734405, 7.6623105 47.873256, 7.6625942 47.873079, 7.6631416 47.87279, 7.6636773 47.8725351, 7.6639597 47.8724208, 7.6641424 47.8723512, 7.6641695 47.872341, 7.6642231 47.872321, 7.6642651 47.8723068, 7.6644257 47.8722474, 7.6645041 47.8722186, 7.6645759 47.8721822)",40,,
183056985,False,2,K 4941,Johanniterstraße,tertiary,False,48.24,"LINESTRING (7.6613729 47.8738719, 7.6618456 47.8735758)",40,,
302002122,False,2,K 4941,Johanniterstraße,tertiary,True,66.161,"LINESTRING (7.6613729 47.8738719, 7.6607225 47.8742765)",40,,
25370776,False,,,Schnurrgasse,residential,False,194.63000000000002,"LINESTRING (7.6613729 47.8738719, 7.6613233 47.8738383, 7.6611825 47.8737308, 7.6610415 47.8736564, 7.6607703 47.8735908, 7.6605528 47.8735433, 7.6603119 47.8734657, 7.6599514 47.8733563, 7.6596768 47.8732584, 7.6595056 47.8731767, 7.6593274 47.8730992, 7.659132 47.8730143)",,,
302002121,False,2,K 4941,Johanniterstraße,tertiary,False,6.468,"LINESTRING (7.6577226 47.8760261, 7.65779 47.8759895)",40,,
