osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,lanes,tunnel,width
"[27879409, 152024031]",WUN 18,Egerstraße,tertiary,False,False,30.26,30,"LINESTRING (12.1886185 50.0569936, 12.1886019 50.0569559, 12.1885139 50.0568432, 12.188494 50.0568211, 12.1884294 50.0567511)",,,,
27879409,WUN 18,Egerstraße,tertiary,False,True,104.48899999999999,,"LINESTRING (12.1886185 50.0569936, 12.1886805 50.0572513, 12.1886824 50.0575364, 12.1886799 50.0575963, 12.1886693 50.0576618, 12.1886539 50.0577147, 12.1886405 50.0577978, 12.1886398 50.0579285)",,,,
181772217,,Bergwerksgasse,residential,False,False,85.426,,"LINESTRING (12.1886185 50.0569936, 12.1887442 50.0569989, 12.1897309 50.0572657)",,,,
38914469,,Hammerweg,residential,False,True,69.92099999999999,50,"LINESTRING (12.1884294 50.0567511, 12.188542 50.0567004, 12.1887939 50.0566587, 12.1893749 50.0566396)",,,,
"[27879409, 152024031]",WUN 18,Egerstraße,tertiary,False,True,30.260000000000005,30,"LINESTRING (12.1884294 50.0567511, 12.188494 50.0568211, 12.1885139 50.0568432, 12.1886019 50.0569559, 12.1886185 50.0569936)",,,,
152024032,WUN 18,Egerstraße,tertiary,False,False,111.53700000000002,,"LINESTRING (12.1884294 50.0567511, 12.1882761 50.0566698, 12.1881067 50.0566243, 12.1880035 50.0566038, 12.1878711 50.0565847, 12.1878031 50.0565777, 12.1871903 50.0565281, 12.1870294 50.0565041, 12.186966 50.0564683)",,,,
293531837,WUN 18,Rathausplatz,tertiary,False,False,24.397,,"LINESTRING (12.186966 50.0564683, 12.186746 50.0563004)",,,,
27883237,,Ankerstraße,residential,True,False,74.209,50,"LINESTRING (12.186966 50.0564683, 12.1870848 50.0564318, 12.1875201 50.0563151, 12.1877716 50.0562419, 12.18789 50.0561729)",,,,
152024032,WUN 18,Egerstraße,tertiary,False,True,111.537,,"LINESTRING (12.186966 50.0564683, 12.1870294 50.0565041, 12.1871903 50.0565281, 12.1878031 50.0565777, 12.1878711 50.0565847, 12.1880035 50.0566038, 12.1881067 50.0566243, 12.1882761 50.0566698, 12.1884294 50.0567511)",,,,
266534061,St 2176,Rathausstraße,secondary,False,False,66.997,50,"LINESTRING (12.1880479 50.0556991, 12.1885981 50.055211)",,,,
"[30742522, 266534061]",St 2176,Rathausstraße,secondary,False,True,114.662,50,"LINESTRING (12.1880479 50.0556991, 12.1878198 50.0558051, 12.1878089 50.0558102, 12.1874318 50.0559581, 12.186899 50.0562141, 12.186746 50.0563004)",,,,
266534061,St 2176,Rathausstraße,secondary,False,True,66.997,50,"LINESTRING (12.1885981 50.055211, 12.1880479 50.0556991)",,,,
"[27564136, 92390857, 165401944, 92390855]",St 2176,Bahnhofstraße,secondary,False,False,111.409,50,"LINESTRING (12.1885981 50.055211, 12.1892089 50.054793, 12.1892352 50.0547712, 12.1894843 50.0545986, 12.1895747 50.0545433, 12.1896714 50.0544842)",yes,2,,
"[27882216, 256368169, 119176802, 37133573]",,"['Hammerweg', 'Friedrich-Ebert-Straße']",residential,False,False,279.401,50,"LINESTRING (12.1885981 50.055211, 12.1891368 50.0553865, 12.1892556 50.0554304, 12.1893937 50.0554804, 12.1897982 50.0556193, 12.1905558 50.055907, 12.1901325 50.0562079, 12.1898387 50.056436, 12.1897069 50.0565383, 12.189597 50.0565986, 12.1893749 50.0566396)",,,,
"[37133577, 122466953, 131558764, 131558765, 146366097, 146366098]",,"['Wiesenmühle', 'Karl-Auvera-Straße']",residential,False,True,253.553,50,"LINESTRING (12.1885981 50.055211, 12.1884186 50.0551718, 12.188167 50.0551169, 12.1879296 50.0550732, 12.1875416 50.0550257, 12.1872967 50.0550109, 12.1872039 50.0550214, 12.187151 50.0550384, 12.1869079 50.0552687, 12.1866208 50.0555474, 12.1864634 50.0556522, 12.1864377 50.0556772, 12.1862544 50.0558561, 12.1861658 50.0559528, 12.1860876 50.056054, 12.1860831 50.0561461)",,,,
"[92390857, 253337250, 119179085]",St 2176,Bahnhofstraße,secondary,False,True,110.70400000000001,50,"LINESTRING (12.1921922 50.0528013, 12.1921273 50.0528819, 12.1920175 50.0530543, 12.1914647 50.0536565, 12.1914493 50.0536734)",,"['2', '1']",,
205145819,St 2176,Waldsassener Straße,secondary,False,False,23.238,50,"LINESTRING (12.1921922 50.0528013, 12.1922962 50.0527304, 12.1924127 50.0526476)",,,,
122466964,St 2176,Rathausstraße,secondary,False,False,46.566,50,"LINESTRING (12.1862789 50.0565927, 12.186746 50.0563004)",,,,
27879407,St 2176,Rathausstraße,secondary,False,True,87.85000000000001,50,"LINESTRING (12.1862789 50.0565927, 12.1862193 50.0566493, 12.1860898 50.0568846, 12.1860508 50.0569796, 12.1860097 50.0570805, 12.1859636 50.0571955, 12.1859035 50.0572767, 12.1858661 50.0572942, 12.1858178 50.0572982)",,,,
27882708,,Karl-Auvera-Straße,residential,False,False,51.707,50,"LINESTRING (12.1862789 50.0565927, 12.1861684 50.0563686, 12.1861014 50.0562328, 12.1860831 50.0561461)",,,,
55520410,WUN 18,Marktredwitzer Straße,tertiary,False,False,148.467,50,"LINESTRING (12.1798869 50.054647, 12.1816474 50.0553577)",,2,,
"[30913944, 38914381]",,G'steinigt,residential,False,False,154.855,50,"LINESTRING (12.1798869 50.054647, 12.1806596 50.0539838, 12.1807113 50.0539289, 12.1807658 50.0538542, 12.1807872 50.053818, 12.1808013 50.0537703, 12.1808069 50.0536724, 12.1807707 50.0535773, 12.1806656 50.0534608)",,,,
122466964,St 2176,Rathausstraße,secondary,False,True,46.566,50,"LINESTRING (12.186746 50.0563004, 12.1862789 50.0565927)",,,,
293531837,WUN 18,Rathausplatz,tertiary,False,True,24.397,,"LINESTRING (12.186746 50.0563004, 12.186966 50.0564683)",,,,
"[30742522, 266534061]",St 2176,Rathausstraße,secondary,False,False,114.662,50,"LINESTRING (12.186746 50.0563004, 12.186899 50.0562141, 12.1874318 50.0559581, 12.1878089 50.0558102, 12.1878198 50.0558051, 12.1880479 50.0556991)",,,,
