osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,bridge,geometry,name,junction
"[4725890, 4726373, 4726374, 4726375, 326752334, 292879353, 409846879]","['2', '3']",L 072,secondary,50,False,True,296.759,yes,"LINESTRING (11.5598958 53.2745504, 11.5597594 53.2746363, 11.5593822 53.2748788, 11.5582967 53.2756244, 11.5580428 53.2758001, 11.5574847 53.2762145, 11.5574486 53.2762425, 11.557057 53.2765567, 11.5570203 53.2765891)",,
4726405,2,L 08,secondary,50,False,False,24.266,,"LINESTRING (11.5598958 53.2745504, 11.5600211 53.2746189, 11.5601735 53.2746918)",Binnung,
240303320,,L 08,secondary,50,False,False,43.894,,"LINESTRING (11.5685675 53.276066, 11.5692236 53.2761097)",Prislicher Straße,
10559353,,,residential,,True,False,140.278,,"LINESTRING (11.5685675 53.276066, 11.5685601 53.27593, 11.5682051 53.2748962, 11.5682037 53.2748261)",Feldstraße,
198647112,,,residential,,False,True,49.208000000000006,,"LINESTRING (11.5685675 53.276066, 11.5687253 53.276007, 11.5692398 53.2758842)",Neeser Steig,
240303320,,L 08,secondary,50,False,True,76.855,,"LINESTRING (11.5685675 53.276066, 11.5679701 53.2760227, 11.5676023 53.2759972, 11.5674188 53.2759904)",Prislicher Straße,
29176249,2,K 39,tertiary,,False,False,77.614,,"LINESTRING (11.5569563 53.2825682, 11.5579453 53.2827149, 11.558072 53.2827612)",Neu Karstädter Weg,
4726407,,,residential,,False,False,221.009,,"LINESTRING (11.5584193 53.2825424, 11.5599495 53.2807779)",Steindamm,
4726407,,,residential,,False,True,13.812,,"LINESTRING (11.5584193 53.2825424, 11.5583592 53.2826613)",Steindamm,
97585705,,,residential,,False,False,229.386,,"LINESTRING (11.5584193 53.2825424, 11.5574961 53.2821784, 11.5566557 53.2816906, 11.5563907 53.2815368, 11.5558094 53.2812048)",Trotzenburg,
4726407,,,residential,,False,True,21.658,,"LINESTRING (11.5601067 53.2806073, 11.5599495 53.2807779)",Steindamm,
278098660,,,residential,,False,True,52.202,,"LINESTRING (11.5601067 53.2806073, 11.5594295 53.2803697)",Grüner Steig,
4726407,,,residential,,False,False,82.399,,"LINESTRING (11.5601067 53.2806073, 11.5604117 53.280316, 11.5606416 53.280276, 11.5610652 53.2802544)",Steindamm,
4726407,,,residential,,False,True,85.175,,"LINESTRING (11.562332 53.2801437, 11.5620845 53.2801768, 11.5610652 53.2802544)",Steindamm,
"[39581291, 39581292]",,,residential,"['50', '30']",False,False,40.089,movable,"LINESTRING (11.562332 53.2801437, 11.562642 53.2799243, 11.5627141 53.279865)",Marktstraße,
39581421,,,residential,,False,False,77.298,,"LINESTRING (11.562332 53.2801437, 11.562384 53.2802147, 11.5623991 53.2803547, 11.5623936 53.2804215, 11.562375 53.2805431, 11.5623107 53.2807066, 11.5622171 53.2808132)",Kießerdamm,
39581292,,,residential,30,False,False,51.384,,"LINESTRING (11.5628545 53.2797563, 11.5633235 53.279389)",Marktstraße,
39581292,,,residential,30,False,True,15.272,,"LINESTRING (11.5628545 53.2797563, 11.5627141 53.279865)",Marktstraße,
234107711,,,residential,30,False,True,67.406,,"LINESTRING (11.5628545 53.2797563, 11.5620615 53.2793786)",Schulstraße,
39581292,,,residential,30,False,False,63.383,,"LINESTRING (11.5633235 53.279389, 11.5639354 53.2789519)",Marktstraße,
39581292,,,residential,30,False,True,51.384,,"LINESTRING (11.5633235 53.279389, 11.5628545 53.2797563)",Marktstraße,
372150869,,,residential,30,False,True,50.245,,"LINESTRING (11.5633235 53.279389, 11.5639658 53.2796271)",Großer Wandrahm,
234107707,,,residential,30,False,False,70.628,,"LINESTRING (11.5633235 53.279389, 11.5631437 53.2793181, 11.5624378 53.2790383)",Canalstraße,
39581292,,,residential,30,False,True,63.383,,"LINESTRING (11.5639354 53.2789519, 11.5633235 53.279389)",Marktstraße,
372150880,,,residential,30,False,True,51.574,,"LINESTRING (11.5639354 53.2789519, 11.5645827 53.2792075)",Kirchenstraße,
39581292,,,residential,30,False,False,78.416,,"LINESTRING (11.5639354 53.2789519, 11.5643161 53.2786993, 11.5647238 53.2784274)",Marktstraße,
61784631,,,residential,30,True,False,149.389,,"LINESTRING (11.5639354 53.2789519, 11.5637099 53.2788641, 11.5629693 53.2785733, 11.5620497 53.2782214)",Kirchenstraße,
240303256,,,residential,30,False,False,93.418,,"LINESTRING (11.5647238 53.2784274, 11.5634711 53.2780469)",Große Straße,
39581292,,,residential,30,False,True,78.416,,"LINESTRING (11.5647238 53.2784274, 11.5643161 53.2786993, 11.5639354 53.2789519)",Marktstraße,
"[61191136, 4726408]",,,residential,30,False,True,123.66,,"LINESTRING (11.5647238 53.2784274, 11.5651765 53.2785847, 11.5652588 53.2786305, 11.5652949 53.2786727, 11.5652234 53.2787412, 11.5650785 53.2788559, 11.5649252 53.2789671, 11.5645827 53.2792075)","['Rosestraße', 'Große Straße']",
240303256,,,residential,30,False,True,93.418,,"LINESTRING (11.5634711 53.2780469, 11.5647238 53.2784274)",Große Straße,
240303259,,,residential,30,False,False,77.691,,"LINESTRING (11.5634711 53.2780469, 11.5628951 53.27791, 11.562368 53.2778189)",Große Straße,
40076110,,,residential,,False,False,23.707,,"LINESTRING (11.562368 53.2778189, 11.5620648 53.2777067)",Pferdemarkt,
61784629,,,residential,30,False,False,49.516000000000005,,"LINESTRING (11.562368 53.2778189, 11.5622846 53.2779211, 11.5622209 53.2780094, 11.5620497 53.2782214)",Rudolf-Breitscheid-Straße,
240303259,,,residential,30,False,True,77.691,,"LINESTRING (11.562368 53.2778189, 11.5628951 53.27791, 11.5634711 53.2780469)",Große Straße,
40076110,,,residential,,False,True,23.707,,"LINESTRING (11.5620648 53.2777067, 11.562368 53.2778189)",Pferdemarkt,
"[93692418, 93692419, 44335403, 72868364, 40076109, 44335405, 72868379]",,,residential,,True,False,209.432,yes,"LINESTRING (11.5620648 53.2777067, 11.5619937 53.2776418, 11.5620584 53.2774797, 11.5621112 53.2773668, 11.5622292 53.2772159, 11.5623717 53.2770881, 11.5625154 53.2769956, 11.5626436 53.2769269, 11.5629639 53.2767707, 11.5630076 53.2767368, 11.5634987 53.2763556, 11.5637061 53.2761968)","['Mühlenstraße', 'Pferdemarkt']",
39023144,,K 39,tertiary,50,True,False,30.493,,"LINESTRING (11.5584885 53.2829178, 11.5583117 53.282961, 11.5581338 53.2829174, 11.5580886 53.2828813)",,roundabout
39022908,,L 08,secondary,50,False,True,53.214,,"LINESTRING (11.564479 53.276264, 11.5643285 53.2762743, 11.5640759 53.2762767, 11.56387 53.2762477, 11.5637061 53.2761968)",Prislicher Straße,
"[44335408, 61784630, 44335407]",,,residential,30,True,False,211.00400000000002,yes,"LINESTRING (11.564479 53.276264, 11.5644968 53.276424, 11.564422 53.2766079, 11.5640129 53.277285, 11.5638647 53.2775104, 11.5634711 53.2780469)",Willi-Fründt-Straße,
61189710,,,residential,,False,True,182.75400000000002,,"LINESTRING (11.564479 53.276264, 11.564526 53.2761599, 11.5646754 53.2760432, 11.5654267 53.2754675, 11.565644 53.2751973, 11.5658714 53.2748654)",Alte Straße,
240303320,,L 08,secondary,50,False,False,109.648,,"LINESTRING (11.564479 53.276264, 11.5646181 53.2762222, 11.5652637 53.2760704, 11.5657177 53.2760068, 11.5660499 53.2759899)",Prislicher Straße,
"[39022907, 131911783]",2,L 08,secondary,50,False,True,149.877,,"LINESTRING (11.5637061 53.2761968, 11.5635852 53.2761349, 11.5629913 53.2758797, 11.5623983 53.2756544, 11.5618404 53.2754424)",Binnung,
39022908,,L 08,secondary,50,False,False,53.214,,"LINESTRING (11.5637061 53.2761968, 11.56387 53.2762477, 11.5640759 53.2762767, 11.5643285 53.2762743, 11.564479 53.276264)",Prislicher Straße,
40076817,,,residential,,False,True,32.544,,"LINESTRING (11.5637061 53.2761968, 11.5637682 53.2760985, 11.5639442 53.2759432)",Berliner Straße,
4726405,2,L 08,secondary,50,False,True,25.165,,"LINESTRING (11.5618404 53.2754424, 11.561752 53.2754099, 11.5615308 53.2753125)",Binnung,
"[39022907, 131911783]",2,L 08,secondary,50,False,False,149.877,,"LINESTRING (11.5618404 53.2754424, 11.5623983 53.2756544, 11.5629913 53.2758797, 11.5635852 53.2761349, 11.5637061 53.2761968)",Binnung,
"[381559747, 393312829]",,,residential,,False,False,31.5,,"LINESTRING (11.5618404 53.2754424, 11.5619955 53.2753059, 11.5621067 53.2752081)",St. Pauli,
393312823,,,residential,,False,False,28.224,,"LINESTRING (11.5624899 53.2749047, 11.5628671 53.2750211)",Fliederweg,
39022909,,,residential,,False,True,42.278,,"LINESTRING (11.5624899 53.2749047, 11.5622919 53.2750601, 11.5621067 53.2752081)",Fliederweg,
"[372150869, 40076111, 39022911]",,,residential,30,False,False,125.487,,"LINESTRING (11.5673837 53.2805687, 11.5664461 53.2803843, 11.5657256 53.2802945, 11.5655646 53.2802744)","['Am Eldeufer', 'Großer Wandrahm']",
39023144,,K 39,tertiary,50,True,False,21.416,,"LINESTRING (11.5585329 53.2827368, 11.5585644 53.2828111, 11.5584885 53.2829178)",,roundabout
97586991,,,residential,,False,True,124.05699999999999,,"LINESTRING (11.5585329 53.2827368, 11.5587885 53.2826743, 11.5594924 53.2828858, 11.560209 53.2831013)",Neue Straße,
29176249,2,K 39,tertiary,,False,True,77.614,,"LINESTRING (11.558072 53.2827612, 11.5579453 53.2827149, 11.5569563 53.2825682)",Neu Karstädter Weg,
39023144,,K 39,tertiary,50,True,False,23.88,,"LINESTRING (11.558072 53.2827612, 11.5581317 53.2827035, 11.5581711 53.282684, 11.5583117 53.2826586, 11.5583592 53.2826613)",,roundabout
4726407,,,residential,,False,False,13.812,,"LINESTRING (11.5583592 53.2826613, 11.5584193 53.2825424)",Steindamm,
39023144,,K 39,tertiary,50,True,False,14.579,,"LINESTRING (11.5583592 53.2826613, 11.5584915 53.2827036, 11.5585329 53.2827368)",,roundabout
39023144,,K 39,tertiary,50,True,False,13.677,,"LINESTRING (11.5580886 53.2828813, 11.5580586 53.2828111, 11.558072 53.2827612)",,roundabout
39023146,2,,unclassified,50,False,False,57.909000000000006,,"LINESTRING (11.5580886 53.2828813, 11.5580265 53.2829234, 11.5577047 53.2831371, 11.5575976 53.2832082, 11.5575103 53.2832707)",Ludwigsluster Chaussee,
39581421,,,residential,,False,False,199.591,,"LINESTRING (11.5622171 53.2808132, 11.5623218 53.2809077, 11.5629933 53.2811666, 11.5633603 53.281299, 11.5647356 53.28177)",Kießerdamm,
39581421,,,residential,,False,True,77.29799999999999,,"LINESTRING (11.5622171 53.2808132, 11.5623107 53.2807066, 11.562375 53.2805431, 11.5623936 53.2804215, 11.5623991 53.2803547, 11.562384 53.2802147, 11.562332 53.2801437)",Kießerdamm,
39581566,,,residential,,False,False,79.88,,"LINESTRING (11.5667673 53.2830532, 11.5678912 53.2827991)",John-Brinckman-Weg,
"[39581421, 39581428, 39581429, 240252859, 240252860]",,,residential,,False,True,207.932,,"LINESTRING (11.5667673 53.2830532, 11.5666786 53.2828905, 11.5665587 53.2826704, 11.5664053 53.2823997, 11.5663018 53.2823493, 11.5659406 53.2821967, 11.5656416 53.2820913, 11.5654503 53.2820239, 11.5650434 53.2818785, 11.5648354 53.2818042, 11.5647356 53.28177)",Kießerdamm,
39581566,,,residential,,False,True,79.88,,"LINESTRING (11.5678912 53.2827991, 11.5667673 53.2830532)",John-Brinckman-Weg,
39581567,,,residential,,False,False,137.28699999999998,,"LINESTRING (11.5678912 53.2827991, 11.5679137 53.2823724, 11.5679318 53.2819961, 11.567939 53.281847, 11.5679542 53.2816488, 11.5679526 53.2815651)",John-Brinckman-Weg,
39581567,,,residential,,False,True,137.287,,"LINESTRING (11.5679526 53.2815651, 11.5679542 53.2816488, 11.567939 53.281847, 11.5679318 53.2819961, 11.5679137 53.2823724, 11.5678912 53.2827991)",John-Brinckman-Weg,
61164422,,,residential,,False,True,90.557,,"LINESTRING (11.5670688 53.2754816, 11.5661837 53.2758244, 11.5660499 53.2759899)",Nebenstraße,
61189700,,,residential,,False,False,66.625,,"LINESTRING (11.5670688 53.2754816, 11.5672788 53.275572, 11.5673312 53.2756004, 11.5673803 53.2756455, 11.5674172 53.2757146, 11.5674188 53.2759904)",Friedrich-Rohr-Straße,
61189700,,,residential,,False,True,105.047,,"LINESTRING (11.5670688 53.2754816, 11.5667148 53.2752942, 11.5663023 53.2750827, 11.5658714 53.2748654)",Friedrich-Rohr-Straße,
61164422,,,residential,,False,False,90.557,,"LINESTRING (11.5660499 53.2759899, 11.5661837 53.2758244, 11.5670688 53.2754816)",Nebenstraße,
240303320,,L 08,secondary,50,False,False,91.077,,"LINESTRING (11.5660499 53.2759899, 11.5665719 53.2760032, 11.5668953 53.2760029, 11.5674188 53.2759904)",Prislicher Straße,
240303320,,L 08,secondary,50,False,True,109.648,,"LINESTRING (11.5660499 53.2759899, 11.5657177 53.2760068, 11.5652637 53.2760704, 11.5646181 53.2762222, 11.564479 53.276264)",Prislicher Straße,
61189700,,,residential,,False,True,66.625,,"LINESTRING (11.5674188 53.2759904, 11.5674172 53.2757146, 11.5673803 53.2756455, 11.5673312 53.2756004, 11.5672788 53.275572, 11.5670688 53.2754816)",Friedrich-Rohr-Straße,
240303320,,L 08,secondary,50,False,False,76.855,,"LINESTRING (11.5674188 53.2759904, 11.5676023 53.2759972, 11.5679701 53.2760227, 11.5685675 53.276066)",Prislicher Straße,
240303320,,L 08,secondary,50,False,True,91.077,,"LINESTRING (11.5674188 53.2759904, 11.5668953 53.2760029, 11.5665719 53.2760032, 11.5660499 53.2759899)",Prislicher Straße,
40076817,,,residential,,False,False,173.857,,"LINESTRING (11.5654715 53.2746742, 11.5647405 53.2752935, 11.5639442 53.2759432)",Berliner Straße,
61189700,,,residential,,False,False,34.051,,"LINESTRING (11.5654715 53.2746742, 11.5658288 53.2748474, 11.5658714 53.2748654)",Friedrich-Rohr-Straße,
61189700,,,residential,,False,False,105.047,,"LINESTRING (11.5658714 53.2748654, 11.5663023 53.2750827, 11.5667148 53.2752942, 11.5670688 53.2754816)",Friedrich-Rohr-Straße,
61189700,,,residential,,False,True,34.051,,"LINESTRING (11.5658714 53.2748654, 11.5658288 53.2748474, 11.5654715 53.2746742)",Friedrich-Rohr-Straße,
61189710,,,residential,,False,False,182.75400000000002,,"LINESTRING (11.5658714 53.2748654, 11.565644 53.2751973, 11.5654267 53.2754675, 11.5646754 53.2760432, 11.564526 53.2761599, 11.564479 53.276264)",Alte Straße,
"[372150880, 61191067, 61191079]",,,residential,30,False,False,120.05499999999999,,"LINESTRING (11.5667407 53.2793239, 11.5662006 53.2794295, 11.5656888 53.2795571, 11.5654469 53.2795427, 11.5651685 53.2794444, 11.5650678 53.2794093)","['Kirchenstraße', 'Schloßbahn']",
4726408,,,residential,30,False,False,62.122,,"LINESTRING (11.5639658 53.2796271, 11.5645827 53.2792075)",Rosestraße,
72521161,,,residential,,False,False,64.332,,"LINESTRING (11.5639658 53.2796271, 11.5633807 53.2800879)",Rosestraße,
372150869,,,residential,30,False,False,50.245,,"LINESTRING (11.5639658 53.2796271, 11.5633235 53.279389)",Großer Wandrahm,
372150869,,,residential,30,False,True,41.053,,"LINESTRING (11.5639658 53.2796271, 11.5644763 53.2798348)",Großer Wandrahm,
61191078,,,residential,30,False,False,61.523,,"LINESTRING (11.5650678 53.2794093, 11.5644763 53.2798348)",Schusterstraße,
372150880,,,residential,30,False,False,39.29,,"LINESTRING (11.5650678 53.2794093, 11.5645827 53.2792075)",Kirchenstraße,
"[372150880, 61191067, 61191079]",,,residential,30,False,True,120.055,,"LINESTRING (11.5650678 53.2794093, 11.5651685 53.2794444, 11.5654469 53.2795427, 11.5656888 53.2795571, 11.5662006 53.2794295, 11.5667407 53.2793239)","['Kirchenstraße', 'Schloßbahn']",
61191078,,,residential,30,False,False,61.079,,"LINESTRING (11.5644763 53.2798348, 11.563884 53.2802547)",Schusterstraße,
61191078,,,residential,30,False,True,61.523,,"LINESTRING (11.5644763 53.2798348, 11.5650678 53.2794093)",Schusterstraße,
372150869,,,residential,30,False,False,41.053,,"LINESTRING (11.5644763 53.2798348, 11.5639658 53.2796271)",Großer Wandrahm,
