osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,junction,width
736583534,2,L 3451,Braunfelser Straße,secondary,50,False,False,97.604,"LINESTRING (8.4118106 50.5305764, 8.4126713 50.5312628)",,,,
736583534,2,L 3451,Braunfelser Straße,secondary,50,False,True,11.104,"LINESTRING (8.4118106 50.5305764, 8.4117135 50.5304979)",,,,
33203983,,,Am Drillmen,residential,30,False,False,249.64300000000003,"LINESTRING (8.4118106 50.5305764, 8.4117602 50.5306039, 8.4114606 50.5308126, 8.4111695 50.532724)",,,,
736583534,2,L 3451,Braunfelser Straße,secondary,50,False,True,97.604,"LINESTRING (8.4126713 50.5312628, 8.4118106 50.5305764)",,,,
33204119,,,Am Drillmen,residential,30,False,False,220.29199999999997,"LINESTRING (8.4126713 50.5312628, 8.4123844 50.531442, 8.4123447 50.5314842, 8.4123211 50.5315143, 8.4122884 50.53157, 8.4122725 50.5316183, 8.4121517 50.5323156, 8.4120949 50.5324331, 8.4119862 50.5325492, 8.4118547 50.5326346, 8.4117123 50.5326847, 8.41153 50.5327228, 8.4113694 50.5327283, 8.4111695 50.532724)",,,,
200798416,,,Braunfelser Straße,residential,,False,True,136.14299999999997,"LINESTRING (8.4126713 50.5312628, 8.4133952 50.5309958, 8.4136461 50.5308872, 8.4142251 50.5306558, 8.4143254 50.530645)",,,,
77020561,,,Krautgärtenstraße,residential,50,False,True,41.685,"LINESTRING (8.4064014 50.5373924, 8.4069903 50.5374134)",,,,
812980463,,L 3283,Krautgärtenstraße,secondary,30,False,True,36.284,"LINESTRING (8.4064014 50.5373924, 8.4063025 50.5377126)",,,,
812980463,,L 3283,Krautgärtenstraße,secondary,30,False,False,140.59,"LINESTRING (8.4064014 50.5373924, 8.4065833 50.5367649, 8.4067286 50.5364628, 8.4068968 50.5361714)",,,,
39435681,,,Mainbachstraße,residential,30,False,False,111.213,"LINESTRING (8.4073316 50.5348002, 8.4072065 50.5347718, 8.4071545 50.5347344, 8.4071317 50.5346783, 8.4071018 50.5346076, 8.4070104 50.5345063, 8.4069029 50.5344039, 8.4067289 50.5342949, 8.4063485 50.5340566)",,,,
"[140095552, 733113275, 812980462, 140095551]",2,L 3283,"['Oberndorfer Straße', 'Krautgärtenstraße']",secondary,50,False,False,360.202,"LINESTRING (8.4073316 50.5348002, 8.407478 50.5345671, 8.4075722 50.5343798, 8.4076074 50.5342555, 8.407613 50.534228, 8.4076648 50.5339707, 8.4077562 50.5333158, 8.4077883 50.5329452, 8.4078312 50.5326519, 8.4079083 50.5323402, 8.4079717 50.5321838, 8.4080001 50.5321137, 8.4081034 50.5319402, 8.4082501 50.5317588, 8.4083479 50.5316606)",yes,,,
812980462,2,L 3283,Krautgärtenstraße,secondary,50,False,True,156.81600000000003,"LINESTRING (8.4073316 50.5348002, 8.4073089 50.5348583, 8.4072817 50.5349281, 8.4072636 50.5349745, 8.4072204 50.5350852, 8.4071966 50.5351817, 8.407194 50.5352007, 8.4071747 50.5353437, 8.4071713 50.5355443, 8.4071602 50.5356731, 8.4071197 50.53579, 8.4070752 50.5358787, 8.4070156 50.5359859, 8.4068968 50.5361714)",,,,
