osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,lanes,ref,junction
8090524,Hohenadlstraße,residential,30,False,True,96.879,"LINESTRING (11.674602 48.2214163, 11.6743689 48.2222736)",,,,,
8090525,Schäderhofstraße,residential,30,False,False,118.553,"LINESTRING (11.674602 48.2214163, 11.6761973 48.2215001)",,,,,
8090525,Schäderhofstraße,residential,30,False,True,70.38,"LINESTRING (11.674602 48.2214163, 11.6736523 48.2214322)",,,,,
8090523,Mühlhauser Weg,residential,30,False,True,48.372,"LINESTRING (11.6761973 48.2215001, 11.6760317 48.2219209)",,,,,
8090525,Schäderhofstraße,residential,30,False,True,118.553,"LINESTRING (11.6761973 48.2215001, 11.674602 48.2214163)",,,,,
8090523,Mühlhauser Weg,residential,30,False,False,48.249,"LINESTRING (11.6758734 48.2223418, 11.6760317 48.2219209)",,,,,
159713524,Zacherlstraße,residential,30,False,False,36.932,"LINESTRING (11.6758734 48.2223418, 11.6763713 48.2223584)",,,,,
159713524,Zacherlstraße,residential,30,False,True,111.715,"LINESTRING (11.6758734 48.2223418, 11.6749827 48.2223014, 11.6743689 48.2222736)",,,,,
8090524,Hohenadlstraße,residential,30,False,False,96.879,"LINESTRING (11.6743689 48.2222736, 11.674602 48.2214163)",,,,,
159713524,Zacherlstraße,residential,30,False,False,111.715,"LINESTRING (11.6743689 48.2222736, 11.6749827 48.2223014, 11.6758734 48.2223418)",,,,,
"[41376112, 159713524, 41836221]",Zacherlstraße,residential,30,False,True,64.602,"LINESTRING (11.6743689 48.2222736, 11.6741434 48.2224001, 11.6739096 48.2225312, 11.6738794 48.2225464, 11.673846 48.2225667, 11.6736894 48.2226367)",yes,,,,
8081054,Dorfstraße,residential,30,False,True,241.388,"LINESTRING (11.6736894 48.2226367, 11.6737272 48.2228618, 11.6737843 48.2231547, 11.6738 48.2232211, 11.6738448 48.2233782, 11.6739711 48.2237557, 11.6742298 48.2246911, 11.6742807 48.2247679)",,,,,
8090522,Zacherlstraße,residential,,False,True,101.405,"LINESTRING (11.6736894 48.2226367, 11.6731877 48.2226443, 11.6723272 48.2225738)",,,,,
9938815,Dorfstraße,residential,,False,False,156.64600000000002,"LINESTRING (11.6736894 48.2226367, 11.6735626 48.2223481, 11.6734323 48.2218219, 11.6733129 48.2216283, 11.6730539 48.2215438, 11.672794 48.2215501)",,destination,,,
"[41376081, 41376083, 41836220]",Dorfstraße,residential,30,False,False,134.81,"LINESTRING (11.6736894 48.2226367, 11.6737062 48.222456, 11.6737082 48.2223955, 11.6735988 48.2217672, 11.6735957 48.2216464, 11.6736523 48.2214322)",yes,,,,
"[41376112, 159713524, 41836221]",Zacherlstraße,residential,30,False,False,64.602,"LINESTRING (11.6736894 48.2226367, 11.673846 48.2225667, 11.6738794 48.2225464, 11.6739096 48.2225312, 11.6741434 48.2224001, 11.6743689 48.2222736)",yes,,,,
8081054,Dorfstraße,residential,30,False,False,241.388,"LINESTRING (11.6742807 48.2247679, 11.6742298 48.2246911, 11.6739711 48.2237557, 11.6738448 48.2233782, 11.6738 48.2232211, 11.6737843 48.2231547, 11.6737272 48.2228618, 11.6736894 48.2226367)",,,,,
"[24525608, 39981724, 39981725]",Bahnhofstraße,residential,30,False,False,79.63,"LINESTRING (11.6742807 48.2247679, 11.674534 48.2247255, 11.6748142 48.2246983, 11.674952 48.2246862, 11.6750425 48.2246786, 11.6753376 48.2246412)",yes,,,,
24525608,Bahnhofstraße,residential,30,False,True,62.299,"LINESTRING (11.6742807 48.2247679, 11.6742179 48.2248282, 11.674129 48.2248854, 11.6740429 48.2249184, 11.6739488 48.2249395, 11.6735454 48.2249828)",,,,,
8081052,Gottfried-Ziegler-Straße,residential,30,False,True,202.074,"LINESTRING (11.6753376 48.2246412, 11.6753852 48.224723, 11.6754986 48.2248474, 11.6755156 48.2250179, 11.6753535 48.2254821, 11.6752542 48.2257666, 11.675174 48.2259963, 11.6750263 48.2263929)",,,,,
"[398407409, 39981725, 39981726]",Bahnhofstraße,residential,30,False,False,74.78999999999999,"LINESTRING (11.6753376 48.2246412, 11.6755085 48.2246201, 11.6756925 48.224619, 11.6758789 48.224643, 11.6758967 48.2246467, 11.6760585 48.2246843, 11.6761179 48.2246981, 11.6763146 48.2247452)",yes,,,,
"[24525608, 39981724, 39981725]",Bahnhofstraße,residential,30,False,True,79.63,"LINESTRING (11.6753376 48.2246412, 11.6750425 48.2246786, 11.674952 48.2246862, 11.6748142 48.2246983, 11.674534 48.2247255, 11.6742807 48.2247679)",yes,,,,
"[39981729, 39981730, 159713358]",Mühlenstraße,residential,30,False,False,278.17499999999995,"LINESTRING (11.6753376 48.2246412, 11.675285 48.2244012, 11.6753233 48.2242394, 11.6754388 48.2240347, 11.6756671 48.2238885, 11.6758305 48.2238058, 11.6758623 48.223786, 11.6758744 48.2237767, 11.6759997 48.2236595, 11.6760757 48.2235472, 11.6763217 48.2230598, 11.6764018 48.222672, 11.6764073 48.2225939, 11.6763713 48.2223584)",yes,,,,
128197614,Bahnhofstraße,residential,30,False,False,48.402,"LINESTRING (11.6768175 48.224869, 11.6774581 48.2249547)",,,,,
39981726,Bahnhofstraße,residential,30,False,True,39.717,"LINESTRING (11.6768175 48.224869, 11.6765758 48.2248098, 11.6763146 48.2247452)",,,,,
419644387,Doktor-Schmitt-Straße,residential,30,False,True,37.418,"LINESTRING (11.6768175 48.224869, 11.6768494 48.2249471, 11.6768584 48.2252026)",,,,,
24766444,An der Torfbahn,residential,30,False,False,69.143,"LINESTRING (11.6771934 48.2274996, 11.6768547 48.2274414, 11.6764974 48.227378, 11.6762866 48.227354)",,,,,
24766443,Doktor-Schmitt-Straße,residential,30,False,False,17.964,"LINESTRING (11.6762866 48.227354, 11.6763168 48.2271937)",,,,,
24766444,An der Torfbahn,residential,30,False,True,69.143,"LINESTRING (11.6762866 48.227354, 11.6764974 48.227378, 11.6768547 48.2274414, 11.6771934 48.2274996)",,,,,
"[40269288, 40269287, 8081047]",Kirchplatz,living_street,,False,False,73.434,"LINESTRING (11.6743831 48.2271332, 11.6744463 48.2271348, 11.6744792 48.2271352, 11.6747527 48.2271392, 11.6747887 48.2271394, 11.6748803 48.2271413, 11.675374 48.2271518)",yes,,,,
143468218,Hauptstraße,residential,30,False,False,96.42600000000002,"LINESTRING (11.6743831 48.2271332, 11.6743466 48.2269789, 11.6741727 48.2267243, 11.6740014 48.2264737, 11.6739045 48.2263318)",,,,,
8090519,Dorfstraße,residential,30,False,False,49.754000000000005,"LINESTRING (11.673119 48.220997, 11.6732308 48.2209269, 11.6736606 48.2207342)",,,,,
8090519,Dorfstraße,residential,30,False,True,47.195,"LINESTRING (11.673119 48.220997, 11.6730641 48.221051, 11.6728653 48.2213849)",,,,,
9938814,Aubingerstraße,residential,30,False,False,112.91499999999999,"LINESTRING (11.673119 48.220997, 11.6730273 48.2209507, 11.6729012 48.2205548, 11.6728881 48.2200743, 11.6728679 48.2200225)",,,,,
8090519,Dorfstraße,residential,30,False,True,49.754000000000005,"LINESTRING (11.6736606 48.2207342, 11.6732308 48.2209269, 11.673119 48.220997)",,,,,
"[467648220, 39857646]",Dorfstraße,residential,"['50', '30']",False,False,87.02499999999999,"LINESTRING (11.6736606 48.2207342, 11.6737426 48.2206887, 11.6738142 48.2206281, 11.6739325 48.220474, 11.674072 48.2202793, 11.6741111 48.2202212, 11.6741625 48.2201549, 11.6742087 48.220096, 11.674237 48.2200598)",,,,,
41376083,Dorfstraße,residential,30,False,True,77.66,"LINESTRING (11.6736606 48.2207342, 11.6736718 48.2211959, 11.6736708 48.221208, 11.6736523 48.2214322)",,,,,
8092011,Benno-Hartl-Straße,residential,30,False,True,246.644,"LINESTRING (11.6680659 48.2224059, 11.667986 48.2224201, 11.6647856 48.2227838)",,,,,
111516456,Münchener Straße,secondary,50,False,False,101.74000000000001,"LINESTRING (11.6680659 48.2224059, 11.6682168 48.2226053, 11.668243 48.2226411, 11.6682818 48.2226901, 11.6685558 48.2230497, 11.6686217 48.2231327, 11.6687043 48.2232153)",,,2,M 13,
111516456,Münchener Straße,secondary,50,False,True,50.346000000000004,"LINESTRING (11.6680659 48.2224059, 11.6679562 48.222257, 11.6677487 48.2220056)",,,2,M 13,
8052895,An der Isarau,residential,30,False,False,65.45400000000001,"LINESTRING (11.6708613 48.2250276, 11.6707185 48.2250416, 11.6699894 48.2251229)",,,,,
8081044,Bahnhofstraße,residential,30,False,False,192.19100000000003,"LINESTRING (11.6708613 48.2250276, 11.670941 48.2250179, 11.6712486 48.2249804, 11.6716104 48.2249363, 11.6716893 48.2249267, 11.6718433 48.2249095, 11.6721579 48.2248745, 11.672272 48.2248603, 11.6724547 48.2248328, 11.6726602 48.2248019, 11.672767 48.2247859, 11.6729465 48.2247732, 11.6732822 48.2247767, 11.6734175 48.2247593)",,,,,
"[120230642, 70478325]",Münchener Straße,secondary,50,False,False,221.07600000000002,"LINESTRING (11.6708613 48.2250276, 11.6709028 48.2251197, 11.6709147 48.2251458, 11.671041 48.225426, 11.6710633 48.2254733, 11.6712139 48.2258073, 11.6713355 48.2260597, 11.6714395 48.2262923, 11.6715126 48.226477, 11.6715448 48.2266008, 11.6715491 48.2266719, 11.6715494 48.2268008, 11.67153 48.2269496)",,,"['2', '3']",M 13,
"[111516456, 283261346]",Münchener Straße,secondary,50,False,True,118.632,"LINESTRING (11.6708613 48.2250276, 11.6707713 48.2249043, 11.6707063 48.2248153, 11.6705006 48.2246338, 11.670232 48.2244435, 11.670114 48.2243525, 11.6699056 48.2241794)",,,"['2', '3']",M 13,
8092024,Parkstraße,residential,30,False,True,72.949,"LINESTRING (11.67153 48.2269496, 11.6713811 48.2269473, 11.671198 48.2269515, 11.6711169 48.2269547, 11.6705467 48.2269793)",,,,,
"[120230642, 70478325]",Münchener Straße,secondary,50,False,True,221.076,"LINESTRING (11.67153 48.2269496, 11.6715494 48.2268008, 11.6715491 48.2266719, 11.6715448 48.2266008, 11.6715126 48.226477, 11.6714395 48.2262923, 11.6713355 48.2260597, 11.6712139 48.2258073, 11.6710633 48.2254733, 11.671041 48.225426, 11.6709147 48.2251458, 11.6709028 48.2251197, 11.6708613 48.2250276)",,,"['2', '3']",M 13,
8090525,Schäderhofstraße,residential,30,False,False,70.38,"LINESTRING (11.6736523 48.2214322, 11.674602 48.2214163)",,,,,
41376083,Dorfstraße,residential,30,False,False,77.66,"LINESTRING (11.6736523 48.2214322, 11.6736708 48.221208, 11.6736718 48.2211959, 11.6736606 48.2207342)",,,,,
"[41376081, 41376083, 41836220]",Dorfstraße,residential,30,False,True,134.81,"LINESTRING (11.6736523 48.2214322, 11.6735957 48.2216464, 11.6735988 48.2217672, 11.6737082 48.2223955, 11.6737062 48.222456, 11.6736894 48.2226367)",yes,,,,
"[40269250, 40269251, 40269276]",Kirchplatz,living_street,,False,True,85.095,"LINESTRING (11.6739045 48.2263318, 11.6739608 48.2263181, 11.6740297 48.2262992, 11.6740672 48.2262924, 11.6742091 48.2262879, 11.6744827 48.2263094, 11.6750263 48.2263929)",yes,,,,
143468218,Hauptstraße,residential,30,False,False,153.44499999999996,"LINESTRING (11.6739045 48.2263318, 11.6737668 48.226133, 11.6737004 48.2258943, 11.6736704 48.2256368, 11.6736364 48.2253457, 11.6736053 48.2252078, 11.6735771 48.2250901, 11.6735454 48.2249828)",,,,,
143468218,Hauptstraße,residential,30,False,True,96.426,"LINESTRING (11.6739045 48.2263318, 11.6740014 48.2264737, 11.6741727 48.2267243, 11.6743466 48.2269789, 11.6743831 48.2271332)",,,,,
8091995,Moarstraße,residential,30,False,False,129.309,"LINESTRING (11.6687043 48.2232153, 11.6688585 48.2232135, 11.6692606 48.2232152, 11.6704492 48.2232395)",,,,,
8091995,Moarstraße,residential,30,False,True,106.84200000000001,"LINESTRING (11.6687043 48.2232153, 11.6686101 48.2232234, 11.6681385 48.2232862, 11.6680721 48.2232938, 11.6680336 48.2232983, 11.6677393 48.2233324, 11.6672845 48.2233832)",,,,,
111516456,Münchener Straße,secondary,50,False,False,139.773,"LINESTRING (11.6687043 48.2232153, 11.6688617 48.2233226, 11.6690315 48.223428, 11.669131 48.2235065, 11.6694492 48.223742, 11.6696236 48.2239059, 11.6697557 48.22403, 11.6699056 48.2241794)",,,2,M 13,
111516456,Münchener Straße,secondary,50,False,True,101.74000000000001,"LINESTRING (11.6687043 48.2232153, 11.6686217 48.2231327, 11.6685558 48.2230497, 11.6682818 48.2226901, 11.668243 48.2226411, 11.6682168 48.2226053, 11.6680659 48.2224059)",,,2,M 13,
8052901,Wasserturmstraße,residential,30,False,True,112.593,"LINESTRING (11.6658911 48.220597, 11.6660269 48.2205854, 11.6673898 48.2204294)",,,,,
111516456,Münchener Straße,secondary,50,False,False,182.47,"LINESTRING (11.6658911 48.220597, 11.6659899 48.2206684, 11.6661127 48.2207798, 11.6663203 48.2209573, 11.6666051 48.2211598, 11.6670797 48.2214496, 11.6671918 48.2215181, 11.6673617 48.2216435, 11.6675563 48.2218009)",,,2,M 13,
38424114,Schloßfeldstraße,residential,30,False,False,9.335,"LINESTRING (11.6682353 48.2278736, 11.6682561 48.2279564)",,,,,
8052907,Eckherstraße,residential,30,False,False,166.67399999999998,"LINESTRING (11.6682353 48.2278736, 11.6698749 48.2278995, 11.6704848 48.2279077)",,,,,
