osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access
443998225,M 225,Route du Kochersberg,tertiary,30,False,True,40.087999999999994,"LINESTRING (7.5529017 48.5866654, 7.5528741 48.5867057, 7.5528609 48.5867326, 7.5528514 48.5867665, 7.5528446 48.5868197, 7.5528551 48.5870197)",
655318129,M 118,Rue du Foyer,tertiary,,True,False,19.506,"LINESTRING (7.5529017 48.5866654, 7.5528236 48.5865989, 7.5527969 48.5865607, 7.5527753 48.5865137)",
1220218837,M 225,Route du Kochersberg,tertiary,30,False,False,14.440999999999999,"LINESTRING (7.5529017 48.5866654, 7.5529519 48.5866248, 7.5529898 48.5865972, 7.5530392 48.5865739)",
121159738,M 118,Route de Strasbourg,tertiary,,False,True,19.378,"LINESTRING (7.556904 48.5867186, 7.5566409 48.5867276)",
27853573,M 718,Rue des Tilleuls,tertiary,,False,False,55.033,"LINESTRING (7.556904 48.5867186, 7.5569227 48.5867617, 7.5569409 48.5868049, 7.5571057 48.5871952)",
121159738,M 118,Route de Strasbourg,tertiary,,False,False,94.03099999999999,"LINESTRING (7.556904 48.5867186, 7.5569691 48.5867165, 7.5570185 48.5867149, 7.5570331 48.5867144, 7.5572024 48.586709, 7.5572968 48.5867041, 7.5581778 48.5866488)",
28190200,M 118,Rue du Foyer,tertiary,,False,True,86.18500000000002,"LINESTRING (7.5522309 48.5858747, 7.5522435 48.5859454, 7.5522549 48.5859981, 7.552272 48.5860602, 7.5522976 48.5861373, 7.5523194 48.5861919, 7.5523421 48.5862339, 7.5523687 48.586271, 7.552399 48.5863036, 7.5524343 48.5863335, 7.5524964 48.586366, 7.5525695 48.586398, 7.5526537 48.5864354, 7.5527163 48.5864683, 7.5527622 48.5865021, 7.5527753 48.5865137)",
119663918,,Rue du Foyer,residential,,False,True,106.949,"LINESTRING (7.5522309 48.5858747, 7.5521895 48.5858754, 7.5521235 48.5858751, 7.5518728 48.5858577, 7.5512558 48.5858105, 7.5510122 48.5858079, 7.5509582 48.5858085, 7.5509232 48.5858154, 7.5508804 48.5858475, 7.5508536 48.5858935)",
443998224,M 118,,tertiary,,False,False,111.928,"LINESTRING (7.5522309 48.5858747, 7.5522187 48.5857722, 7.5522205 48.5856863, 7.5522293 48.5852673, 7.5522227 48.5850948, 7.552212 48.5849897, 7.5522228 48.5849528, 7.5522329 48.5849302, 7.5522537 48.5849067, 7.5522909 48.5848854)",
443998224,M 118,,tertiary,,False,True,111.928,"LINESTRING (7.5522909 48.5848854, 7.5522537 48.5849067, 7.5522329 48.5849302, 7.5522228 48.5849528, 7.552212 48.5849897, 7.5522227 48.5850948, 7.5522293 48.5852673, 7.5522205 48.5856863, 7.5522187 48.5857722, 7.5522309 48.5858747)",
28191345,,Rue du Parc,residential,,False,True,13.928,"LINESTRING (7.555953 48.5849963, 7.5560308 48.5848821)",
1244563292,,Rue du Château,residential,,False,True,17.581,"LINESTRING (7.555953 48.5849963, 7.5557822 48.5848857)",
121309741,,Rue Principale,residential,,False,False,89.717,"LINESTRING (7.555953 48.5849963, 7.5559971 48.5850669, 7.556205 48.5853637, 7.5564537 48.5855518, 7.5566748 48.5855982)",
28191342,,Rue des Forgerons,residential,,False,False,31.204,"LINESTRING (7.5566748 48.5855982, 7.5568009 48.5855871, 7.5570953 48.5855611)",
121309741,,Rue Principale,residential,,False,False,47.843,"LINESTRING (7.5566748 48.5855982, 7.5566845 48.5859664, 7.5566861 48.5860284)",
121309741,,Rue Principale,residential,,False,True,89.71700000000001,"LINESTRING (7.5566748 48.5855982, 7.5564537 48.5855518, 7.556205 48.5853637, 7.5559971 48.5850669, 7.555953 48.5849963)",
121309741,,Rue Principale,residential,,False,False,4.726,"LINESTRING (7.5566861 48.5860284, 7.5566854 48.5860709)",
121308673,,Rue des Seigneurs,residential,,False,True,192.305,"LINESTRING (7.5566861 48.5860284, 7.5559931 48.5860033, 7.5556823 48.5860341, 7.5552277 48.586057, 7.5547772 48.5860467, 7.554108 48.5859121)",
121309741,,Rue Principale,residential,,False,True,47.843,"LINESTRING (7.5566861 48.5860284, 7.5566845 48.5859664, 7.5566748 48.5855982)",
121159738,M 118,Route de Strasbourg,tertiary,,False,False,19.378,"LINESTRING (7.5566409 48.5867276, 7.556904 48.5867186)",
121159739,M 225,Route du Kochersberg,tertiary,30,False,True,158.852,"LINESTRING (7.5566409 48.5867276, 7.5565566 48.5867397, 7.5564845 48.5867406, 7.5564138 48.5867417, 7.5563274 48.5867373, 7.5560597 48.5867235, 7.5558224 48.5867049, 7.55541 48.5866751, 7.5545788 48.5865995, 7.5544965 48.586595)",
121309741,,Rue Principale,residential,,False,True,73.137,"LINESTRING (7.5566409 48.5867276, 7.5566796 48.5864024, 7.5566854 48.5860709)",
28191342,,Rue des Forgerons,residential,,False,False,110.683,"LINESTRING (7.5570953 48.5855611, 7.5585981 48.5856118)",
28191342,,Rue des Forgerons,residential,,False,True,31.204,"LINESTRING (7.5570953 48.5855611, 7.5568009 48.5855871, 7.5566748 48.5855982)",
28191343,,Rue des Prés,residential,,False,False,89.746,"LINESTRING (7.5570953 48.5855611, 7.5571913 48.5847946, 7.5572153 48.5847601)",
28191342,,Rue des Forgerons,residential,,False,True,110.683,"LINESTRING (7.5585981 48.5856118, 7.5570953 48.5855611)",
28191343,,Rue des Prés,residential,,False,False,18.085,"LINESTRING (7.5572153 48.5847601, 7.5573566 48.584627)",
28191343,,Rue des Prés,residential,,False,True,89.746,"LINESTRING (7.5572153 48.5847601, 7.5571913 48.5847946, 7.5570953 48.5855611)",
121530519,,Rue des Fleurs,residential,,False,True,43.487,"LINESTRING (7.5572153 48.5847601, 7.557028 48.5847332, 7.5569147 48.584698, 7.5568439 48.5846173, 7.5568042 48.5845331)",
28191343,,Rue des Prés,residential,,False,True,18.085,"LINESTRING (7.5573566 48.584627, 7.5572153 48.5847601)",
121530931,,Impasse des Jardins,residential,,False,False,45.137,"LINESTRING (7.5573566 48.584627, 7.5573958 48.5842219)",
28191343,,Rue des Prés,residential,,False,False,95.977,"LINESTRING (7.5573566 48.584627, 7.5574186 48.5845868, 7.5579652 48.5845412, 7.5586259 48.5844805)",
28191343,,Rue des Prés,residential,,False,False,2.523,"LINESTRING (7.5586259 48.5844805, 7.5586354 48.5845023)",
28191343,,Rue des Prés,residential,,False,True,95.977,"LINESTRING (7.5586259 48.5844805, 7.5579652 48.5845412, 7.5574186 48.5845868, 7.5573566 48.584627)",
28191344,,Rue des Prés,residential,,False,False,118.20700000000001,"LINESTRING (7.5586259 48.5844805, 7.5584168 48.5839756, 7.558339 48.5836486, 7.5583144 48.5834407)",
28191343,,Rue des Prés,residential,,False,True,46.908,"LINESTRING (7.5588226 48.5849055, 7.5587287 48.5847153, 7.5586354 48.5845023)",
28191344,,Rue des Prés,residential,,False,True,118.207,"LINESTRING (7.5583144 48.5834407, 7.558339 48.5836486, 7.5584168 48.5839756, 7.5586259 48.5844805)",
28191345,,Rue du Parc,residential,,False,False,105.001,"LINESTRING (7.556749 48.5840738, 7.5563524 48.5844098, 7.5562664 48.5845362, 7.5560308 48.5848821)",
28191341,,Rue du Château,residential,,True,False,185.63799999999998,"LINESTRING (7.554625 48.5845531, 7.5544839 48.5845934, 7.5541768 48.5847564, 7.5540528 48.584814, 7.5539333 48.5848558, 7.553747 48.5849125, 7.5536048 48.5849453, 7.553504 48.5849631, 7.553401 48.5849772, 7.553338 48.5849808, 7.5532414 48.5849797, 7.5530992 48.5849683, 7.5527921 48.5849329, 7.552424 48.5848845, 7.5523757 48.5848805, 7.5523375 48.5848796, 7.5522909 48.5848854)",
1244563292,,Rue du Château,residential,,False,False,47.733,"LINESTRING (7.554625 48.5845531, 7.5551757 48.5846684, 7.5552411 48.5846872)",
130627703,,Rue des Vignes,residential,,False,False,26.561999999999998,"LINESTRING (7.5542098 48.5880758, 7.5540013 48.5879905, 7.5539397 48.5879255)",
700146586,,,residential,,False,True,46.754999999999995,"LINESTRING (7.5542098 48.5880758, 7.5541436 48.5881375, 7.5540718 48.5881583, 7.5540513 48.5881529, 7.5539146 48.5880901, 7.5539029 48.5880732, 7.5539397 48.5879255)",
"[130625764, 130627702, 130627703]",,"['Rue de la Colline', 'Rue des Vignes']",residential,,False,True,327.71400000000006,"LINESTRING (7.5542098 48.5880758, 7.5543971 48.5881021, 7.5552989 48.5881333, 7.5553465 48.588135, 7.5558981 48.5881501, 7.5567537 48.5880945, 7.556863 48.5880391, 7.556853 48.5879515, 7.5567428 48.5876506, 7.5566804 48.5871659, 7.5570487 48.5871917, 7.5571057 48.5871952)",
119663904,,Rue de la Liberté,residential,,False,True,85.992,"LINESTRING (7.5584947 48.5871936, 7.5585072 48.5879669)",
130625682,,Rue du Houblon,residential,,False,False,60.762,"LINESTRING (7.5584947 48.5871936, 7.5593207 48.5872019)",
