osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref,tunnel,width,junction,est_width
"[39932410, 1174634932, 1174634933, 39932407, 38717594]",2,Ostbahnstraße,tertiary,50,False,False,220.83299999999997,yes,"LINESTRING (11.4352533 49.5054296, 11.4351437 49.5055158, 11.4349411 49.5056753, 11.4345894 49.5059979, 11.4344235 49.5061638, 11.4338949 49.5066926, 11.4336594 49.5069318, 11.4335362 49.5070704)",,,,,
44023042,,Ostbahnstraße,residential,,True,False,3.416,,"LINESTRING (11.4326843 49.5075085, 11.4327235 49.5074913)",,,,,
5121662,,Untermühlweg,residential,,False,True,162.38400000000001,,"LINESTRING (11.4326843 49.5075085, 11.432624 49.5074218, 11.432468 49.5070905, 11.4324395 49.5068716, 11.4323827 49.5066625, 11.432275 49.5065012, 11.4322491 49.5064624, 11.4320925 49.5063669, 11.431968 49.5063108, 11.4319006 49.5062945, 11.4317729 49.5062807)",,,,,
38752037,,Schloßplatz,residential,20,False,True,48.525,,"LINESTRING (11.430537 49.5072078, 11.4304351 49.5072566, 11.4303117 49.5073977, 11.4301285 49.5075483)",,,,,
"[875405482, 39324396]",,"['Vordere Schulgasse', 'Schloßplatz']",residential,20,False,True,90.73599999999999,,"LINESTRING (11.430537 49.5072078, 11.43077 49.5071954, 11.4308021 49.5071992, 11.4308267 49.5072015, 11.4308821 49.5072108, 11.430923 49.5072308, 11.4309686 49.5072556, 11.4309955 49.5072813, 11.4310209 49.5073052, 11.4310572 49.5073201, 11.4311014 49.5073261, 11.4311691 49.5073227, 11.4312154 49.5073218, 11.4312503 49.5073279, 11.4312737 49.5073366, 11.4313012 49.507354, 11.4314193 49.5075095, 11.4314935 49.507582)",,,,,
43982226,,Nikolaus-Selnecker-Platz,living_street,,False,False,72.64099999999999,,"LINESTRING (11.4298518 49.5063685, 11.429386 49.5063013, 11.4288714 49.5062221)",,,,,
"[8509646, 217189031]",,Lohweg,residential,30,False,False,153.057,,"LINESTRING (11.4288714 49.5062221, 11.4289672 49.5060942, 11.4290429 49.5059713, 11.4290771 49.5058616, 11.4290277 49.505756, 11.4288895 49.5056394, 11.4283054 49.5054271, 11.4278661 49.5053417)",,,,,
32393397,,Lohweg,residential,30,False,True,66.023,,"LINESTRING (11.4288714 49.5062221, 11.4286914 49.5064621, 11.4285075 49.5067663)",,,,,
43982226,,Nikolaus-Selnecker-Platz,living_street,,False,True,72.64099999999999,,"LINESTRING (11.4288714 49.5062221, 11.429386 49.5063013, 11.4298518 49.5063685)",,,,,
957816822,,Mühlstraße,residential,,True,False,34.385,,"LINESTRING (11.4328577 49.5077965, 11.4326843 49.5075085)",,,,,
"[43960880, 1162998042, 677496966, 31978895]",2,Mühlstraße,tertiary,50,False,"[False, True]",93.777,yes,"LINESTRING (11.4328577 49.5077965, 11.4328741 49.5078565, 11.4328851 49.5079186, 11.4328811 49.5079895, 11.432864 49.5080606, 11.4327967 49.5083805, 11.4327944 49.5084073, 11.4327932 49.5084213, 11.4327804 49.508573, 11.4327833 49.5086343)",,,,,
957816823,2,Mühlstraße,tertiary,50,False,False,30.438000000000002,,"LINESTRING (11.4328577 49.5077965, 11.4328404 49.5075609, 11.4328513 49.5075237)",,,,,
"[47205117, 30077558]",,Nürnberger Straße,tertiary,50,False,True,85.02499999999999,,"LINESTRING (11.4268356 49.5096163, 11.4267144 49.5096185, 11.426619 49.5096218, 11.4265081 49.5096321, 11.4262999 49.5096547, 11.4262357 49.5096631, 11.426083 49.5096817, 11.4258537 49.5097105, 11.425674 49.509734)",LAU 30,,,,
"[729837385, 31988020]",,Lohweg,residential,,False,False,130.82999999999998,,"LINESTRING (11.4268356 49.5096163, 11.4268704 49.5095096, 11.4268294 49.5092707, 11.426815 49.5091797, 11.4268123 49.5091623, 11.4267835 49.5089729, 11.4267988 49.5086212, 11.4268304 49.5084464)",,,,,
145821361,2,Grabenstraße,tertiary,50,False,False,73.26400000000001,,"LINESTRING (11.4268356 49.5096163, 11.4268863 49.5096281, 11.4269355 49.5096425, 11.4269902 49.5096635, 11.4270883 49.509716, 11.4272583 49.509833, 11.4275731 49.5100583)",LAU 30,,,,
620674480,,Georg-Held-Straße,residential,,False,True,112.976,,"LINESTRING (11.4270891 49.5076256, 11.425533 49.5075194)",,,,,
32393400,,Lohweg,residential,50,False,False,50.405,,"LINESTRING (11.4270891 49.5076256, 11.4276294 49.5076273, 11.4276568 49.5076274, 11.427691 49.5076275, 11.4277861 49.5076181)",,,,,
729837385,,Lohweg,residential,,False,True,93.28399999999999,,"LINESTRING (11.4270891 49.5076256, 11.4269157 49.5080724, 11.4269104 49.5080861, 11.426905 49.5081103, 11.4268304 49.5084464)",,,,,
38730894,,Sigmund-Faber-Straße,residential,30,False,True,52.197,,"LINESTRING (11.4239375 49.5069488, 11.4232601 49.5067849)",,,,,
31988067,,Georg-Held-Straße,residential,,False,False,135.418,,"LINESTRING (11.4239375 49.5069488, 11.4243262 49.5071058, 11.4245068 49.5072185, 11.4246869 49.5073347, 11.4249548 49.5074525, 11.4252122 49.5075001, 11.425533 49.5075194)",,,,,
145821387,,Wilhelm-Ulmer-Straße,residential,30,False,True,88.473,,"LINESTRING (11.4239375 49.5069488, 11.4237715 49.5072853, 11.4237574 49.5073277, 11.4236708 49.5075068, 11.4236384 49.5075737, 11.4235733 49.5077083)",,,,,
620674479,,Untere Lohe,residential,30,False,True,169.54899999999998,,"LINESTRING (11.4239375 49.5069488, 11.4241775 49.5066608, 11.4242913 49.5066181, 11.4244408 49.506592, 11.4259911 49.5064941)",,,,,
