osmid,oneway,lanes,highway,reversed,length,ref,bridge,geometry,name,maxspeed
1256856030,True,2,secondary_link,False,38.832,,,"LINESTRING (23.2408834 43.8164633, 23.2413507 43.8163724)",,
"[28103692, 1256856029]",False,4,secondary,True,320.22900000000004,11,yes,"LINESTRING (23.2408834 43.8164633, 23.240814 43.8164792, 23.2407427 43.8165027, 23.2406711 43.8165304, 23.2406087 43.8165606, 23.2405508 43.8166023, 23.240502 43.816644, 23.2404637 43.8166872, 23.240422 43.8167369, 23.2403907 43.816788, 23.2403663 43.8168399, 23.2403454 43.8168948, 23.2403332 43.8169361, 23.2403256 43.8169726, 23.2403224 43.8170088, 23.2403255 43.8170462, 23.2403332 43.8170812, 23.2403465 43.8171211, 23.2403654 43.8171636, 23.2403876 43.8172022, 23.2404087 43.8172361, 23.2404327 43.81727, 23.2404614 43.8173035, 23.2405069 43.8173455, 23.2405489 43.8173778, 23.2405977 43.8174084, 23.2406591 43.8174409, 23.2407181 43.8174664, 23.2407779 43.8174867, 23.2408404 43.8175023, 23.2409145 43.8175165, 23.2410051 43.817526, 23.2410948 43.81753, 23.2411737 43.8175272, 23.241254 43.8175212, 23.2413213 43.8175107, 23.2428616 43.8172499)",,
"[28103692, 1256856029]",False,4,secondary,False,320.229,11,yes,"LINESTRING (23.2428616 43.8172499, 23.2413213 43.8175107, 23.241254 43.8175212, 23.2411737 43.8175272, 23.2410948 43.81753, 23.2410051 43.817526, 23.2409145 43.8175165, 23.2408404 43.8175023, 23.2407779 43.8174867, 23.2407181 43.8174664, 23.2406591 43.8174409, 23.2405977 43.8174084, 23.2405489 43.8173778, 23.2405069 43.8173455, 23.2404614 43.8173035, 23.2404327 43.81727, 23.2404087 43.8172361, 23.2403876 43.8172022, 23.2403654 43.8171636, 23.2403465 43.8171211, 23.2403332 43.8170812, 23.2403255 43.8170462, 23.2403224 43.8170088, 23.2403256 43.8169726, 23.2403332 43.8169361, 23.2403454 43.8168948, 23.2403663 43.8168399, 23.2403907 43.816788, 23.240422 43.8167369, 23.2404637 43.8166872, 23.240502 43.816644, 23.2405508 43.8166023, 23.2406087 43.8165606, 23.2406711 43.8165304, 23.2407427 43.8165027, 23.240814 43.8164792, 23.2408834 43.8164633)",,
28103692,False,4,secondary,True,65.233,11,yes,"LINESTRING (23.2428616 43.8172499, 23.2432507 43.8171826, 23.2436478 43.8171009)",,
"[110702008, 110702106, 1256856028]",True,1,secondary,False,303.93700000000007,11,yes,"LINESTRING (23.2428616 43.8172499, 23.2425096 43.817366, 23.2424402 43.8173966, 23.2423662 43.8174414, 23.242293 43.8174935, 23.2422166 43.8175583, 23.2421592 43.8176244, 23.2421142 43.8176945, 23.2420829 43.817769, 23.2420673 43.8178442, 23.2420309 43.8181722, 23.241957 43.8187175, 23.2419261 43.8189363, 23.2418805 43.8191237, 23.2418283 43.8192864, 23.2416689 43.8196728)",,
28103716,True,,tertiary,False,197.727,114,,"LINESTRING (23.2416937 43.8182591, 23.2419547 43.8164909)",,
28103690,True,1,secondary,False,80.258,11,,"LINESTRING (23.2416937 43.8182591, 23.2416766 43.8177955, 23.241673 43.8175375)",,
28103718,True,,secondary,False,149.507,11,,"LINESTRING (23.2416689 43.8196728, 23.2415988 43.820375, 23.2415125 43.8210125)",,
725574658,True,1,secondary_link,False,51.995999999999995,,,"LINESTRING (23.2413507 43.8163724, 23.2415598 43.8163675, 23.2416763 43.8163797, 23.2417801 43.8164056, 23.241864 43.8164407, 23.2419547 43.8164909)",,
1256856031,True,2,secondary,False,44.551,11,,"LINESTRING (23.2414218 43.8165309, 23.2413667 43.8165112, 23.2413017 43.8164929, 23.2412087 43.816475, 23.2411165 43.8164627, 23.2410412 43.8164569, 23.2409628 43.8164572, 23.2408834 43.8164633)",,
