osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction
208537765,2,Динко Петков,residential,50,False,True,128.449,,"LINESTRING (23.7169177 43.1464681, 23.7171784 43.1453287)",
"[483397184, 483397175]",2,Александър Стамболийски,tertiary,,True,False,135.09199999999998,103,"LINESTRING (23.7169177 43.1464681, 23.717603 43.1469433, 23.7178594 43.1470784, 23.7182137 43.1472192)",
208529421,2,Хаджи Димитър,residential,50,False,True,56.022,,"LINESTRING (23.7099632 43.142949, 23.7098613 43.1434473)",
190925467,2,Васил Левски,residential,50,False,False,138.751,,"LINESTRING (23.7098613 43.1434473, 23.711555 43.1436201)",
208529421,2,Хаджи Димитър,residential,50,False,False,56.022,,"LINESTRING (23.7098613 43.1434473, 23.7099632 43.142949)",
208529421,2,Хаджи Димитър,residential,50,False,True,81.662,,"LINESTRING (23.7098613 43.1434473, 23.7097178 43.1441742)",
253944192,2,Янко Сакъзов,residential,50,False,False,10.983,,"LINESTRING (23.7095405 43.1466921, 23.7095887 43.1467844)",
253944192,2,Янко Сакъзов,residential,50,False,True,61.827,,"LINESTRING (23.7095405 43.1466921, 23.709286 43.146168)",
208528809,2,Пирин,residential,50,False,False,70.145,,"LINESTRING (23.7124474 43.1450973, 23.7127552 43.1445078)",
208528809,2,Пирин,residential,50,False,True,111.865,,"LINESTRING (23.7124474 43.1450973, 23.7119497 43.1460355)",
208528816,2,Сливница,residential,50,False,False,45.663,,"LINESTRING (23.7124474 43.1450973, 23.7118998 43.1450024)",
208528807,2,Асен Златаров,residential,50,False,False,44.741,,"LINESTRING (23.7113945 43.146466, 23.7110098 43.1467543)",
208528807,2,Асен Златаров,residential,50,False,True,65.729,,"LINESTRING (23.7113945 43.146466, 23.7119497 43.1460355)",
208528813,2,Петър Берон,residential,50,False,False,51.212,,"LINESTRING (23.7113945 43.146466, 23.7107633 43.146461)",
208528813,2,Петър Берон,residential,50,False,True,95.905,,"LINESTRING (23.7113945 43.146466, 23.7124528 43.1468503)",
208528807,2,Асен Златаров,residential,50,False,False,65.729,,"LINESTRING (23.7119497 43.1460355, 23.7113945 43.146466)",
208528809,2,Пирин,residential,50,False,False,111.865,,"LINESTRING (23.7119497 43.1460355, 23.7124474 43.1450973)",
279089162,2,Тракия,residential,50,False,True,74.72,,"LINESTRING (23.7119497 43.1460355, 23.7127719 43.1463383)",
483394541,2,Тракия,residential,50,False,False,95.424,,"LINESTRING (23.7119497 43.1460355, 23.7108185 43.1458004)",
208528804,2,Стефан Караджа,residential,50,False,False,119.534,,"LINESTRING (23.7105209 43.1447765, 23.7093365 43.1454159)",
208528804,2,Стефан Караджа,residential,50,False,True,82.091,,"LINESTRING (23.7105209 43.1447765, 23.7113343 43.1443374)",
208528816,2,Сливница,residential,50,False,True,114.657,,"LINESTRING (23.7105209 43.1447765, 23.7118998 43.1450024)",
208530094,2,Димитър Благоев,residential,50,False,False,68.614,,"LINESTRING (23.7141522 43.1468246, 23.7143728 43.1462289)",
208530094,2,Димитър Благоев,residential,50,False,True,59.984,,"LINESTRING (23.7141522 43.1468246, 23.7138599 43.1473201)",
208530102,2,Веслец,residential,50,False,True,68.876,,"LINESTRING (23.7141522 43.1468246, 23.7149936 43.1469072)",
208530102,2,Веслец,residential,50,False,False,124.35799999999999,,"LINESTRING (23.7141522 43.1468246, 23.7129645 43.1464095, 23.7127719 43.1463383)",
208528804,2,Стефан Караджа,residential,50,False,False,112.582,,"LINESTRING (23.7124233 43.1437099, 23.7113343 43.1443374)",
483397172,2,Александър Стамболийски,tertiary,50,True,False,146.86,103,"LINESTRING (23.7124233 43.1437099, 23.7123675 43.143675, 23.7120778 43.1434939, 23.7117349 43.1433192, 23.7114043 43.1432001, 23.7108663 43.1430667)",
253944192,2,Янко Сакъзов,residential,50,False,False,40.864,,"LINESTRING (23.7098165 43.1472602, 23.7099847 43.1476066)",
253944192,2,Янко Сакъзов,residential,50,False,True,56.042,,"LINESTRING (23.7098165 43.1472602, 23.7095887 43.1467844)",
483394541,2,Тракия,residential,50,False,False,105.657,,"LINESTRING (23.7104632 43.1457329, 23.7092054 43.1454866)",
483394541,2,Тракия,residential,50,False,True,29.787,,"LINESTRING (23.7104632 43.1457329, 23.7108185 43.1458004)",
279089163,2,Бачо Киро,residential,50,False,True,85.57400000000001,,"LINESTRING (23.7104632 43.1457329, 23.7104566 43.1458771, 23.7107633 43.146461)",
208528809,2,Пирин,residential,50,False,False,45.26,,"LINESTRING (23.7127552 43.1445078, 23.7131656 43.1442321)",
208528809,2,Пирин,residential,50,False,True,70.145,,"LINESTRING (23.7127552 43.1445078, 23.7124474 43.1450973)",
208528817,2,Рила,residential,50,False,False,116.827,,"LINESTRING (23.7127552 43.1445078, 23.7113343 43.1443374)",
208530094,2,Димитър Благоев,residential,50,False,False,59.984,,"LINESTRING (23.7138599 43.1473201, 23.7141522 43.1468246)",
208530094,2,Димитър Благоев,residential,50,False,True,43.776,,"LINESTRING (23.7138599 43.1473201, 23.7137022 43.1476966)",
208528813,2,Петър Берон,residential,50,False,False,125.57300000000001,,"LINESTRING (23.7138599 43.1473201, 23.7126575 43.1469089, 23.7124528 43.1468503)",
208528813,2,Петър Берон,residential,50,False,False,101.853,,"LINESTRING (23.7107633 43.146461, 23.7095887 43.1467844)",
208528813,2,Петър Берон,residential,50,False,True,51.212,,"LINESTRING (23.7107633 43.146461, 23.7113945 43.146466)",
279089163,2,Бачо Киро,residential,50,False,True,38.257,,"LINESTRING (23.7107633 43.146461, 23.7110098 43.1467543)",
279089163,2,Бачо Киро,residential,50,False,False,85.57400000000001,,"LINESTRING (23.7107633 43.146461, 23.7104566 43.1458771, 23.7104632 43.1457329)",
208528817,2,Рила,residential,50,False,True,132.399,,"LINESTRING (23.7097178 43.1441742, 23.7113343 43.1443374)",
208529421,2,Хаджи Димитър,residential,50,False,False,81.662,,"LINESTRING (23.7097178 43.1441742, 23.7098613 43.1434473)",
208529421,2,Хаджи Димитър,residential,50,False,True,130.099,,"LINESTRING (23.7097178 43.1441742, 23.7091737 43.1452748)",
208537764,2,Марин Дринов,residential,50,False,False,28.998,,"LINESTRING (23.7108663 43.1430667, 23.7109455 43.1428124)",
483397172,2,Александър Стамболийски,tertiary,50,True,False,74.451,103,"LINESTRING (23.7108663 43.1430667, 23.7103817 43.1429959, 23.7099632 43.142949)",
208528804,2,Стефан Караджа,residential,50,False,False,82.091,,"LINESTRING (23.7113343 43.1443374, 23.7105209 43.1447765)",
208528804,2,Стефан Караджа,residential,50,False,True,112.582,,"LINESTRING (23.7113343 43.1443374, 23.7124233 43.1437099)",
208528817,2,Рила,residential,50,False,False,132.399,,"LINESTRING (23.7113343 43.1443374, 23.7097178 43.1441742)",
208528817,2,Рила,residential,50,False,True,116.827,,"LINESTRING (23.7113343 43.1443374, 23.7127552 43.1445078)",
208530098,2,Васил Априлов,residential,50,False,True,62.188,,"LINESTRING (23.7156239 43.1475297, 23.7156898 43.1469725)",
208528813,2,Петър Берон,residential,50,False,False,95.905,,"LINESTRING (23.7124528 43.1468503, 23.7113945 43.146466)",
208530105,2,Георги Димитров,residential,50,False,False,62.541,,"LINESTRING (23.7124528 43.1468503, 23.7127719 43.1463383)",
208530105,2,Георги Димитров,residential,50,False,True,105.995,,"LINESTRING (23.7124528 43.1468503, 23.7119357 43.1477257)",
208528813,2,Петър Берон,residential,50,False,True,125.57300000000001,,"LINESTRING (23.7124528 43.1468503, 23.7126575 43.1469089, 23.7138599 43.1473201)",
483397170,2,Христо Смирненски,residential,50,False,True,28.343,,"LINESTRING (23.7145656 43.1451883, 23.7147997 43.1449991)",
