osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,ref,name,bridge
200320974,2,residential,50,False,False,145.934,"LINESTRING (23.9544934 43.7307962, 23.9548033 43.7310244, 23.9550499 43.7312955, 23.9556087 43.731828)",,,
"[1178717538, 164821811]",2,secondary,50,False,False,622.998,"LINESTRING (23.9544934 43.7307962, 23.9546634 43.7308479, 23.9548375 43.7309115, 23.9549399 43.7309586, 23.9550236 43.731012, 23.9550975 43.7310772, 23.9553599 43.7313312, 23.9556984 43.7316459, 23.9558404 43.7317607, 23.9559064 43.7318018, 23.9559912 43.7318449, 23.9560585 43.7318782, 23.9562036 43.7319368, 23.956321 43.7319723, 23.9564705 43.7320098, 23.9566051 43.7320312, 23.95673 43.7320478, 23.9568548 43.7320565, 23.9571152 43.7320663, 23.9595235 43.7320147, 23.959822 43.7320454, 23.9604323 43.732167, 23.9605081 43.7321896, 23.9605657 43.7322216, 23.960615 43.7322661, 23.960666 43.7323715, 23.9607768 43.7328813)",11,,
450536414,2,residential,50,False,True,33.112,"LINESTRING (23.9613422 43.7346901, 23.9616256 43.7349063)",,6-ти септември,
164821811,2,secondary,50,False,False,35.372,"LINESTRING (23.9613422 43.7346901, 23.9613607 43.7348494, 23.9613201 43.7350049)",11,,
164821811,2,secondary,50,False,True,207.34,"LINESTRING (23.9613422 43.7346901, 23.9611338 43.7343435, 23.9610705 43.7342124, 23.9607768 43.7328813)",11,,
"[450536414, 613590814]",2,residential,50,False,False,93.74699999999999,"LINESTRING (23.9613422 43.7346901, 23.9614312 43.7345839, 23.9616465 43.733882)",,"['Иван Вазов', '6-ти септември']",
200320952,2,residential,50,False,False,120.451,"LINESTRING (23.9604355 43.7357212, 23.9590761 43.736178)",,9-ти ноември,
164821811,2,secondary,50,False,True,107.82000000000001,"LINESTRING (23.9604355 43.7357212, 23.9607144 43.7355673, 23.9610567 43.735292, 23.9612447 43.7351155, 23.9613201 43.7350049)",11,,
613587442,2,secondary,50,False,False,49.132000000000005,"LINESTRING (23.9604355 43.7357212, 23.960441 43.7358392, 23.9604822 43.7360048, 23.960518 43.7360851, 23.9605788 43.7361411)",11,Коста Лулчев,
450536415,2,residential,50,False,True,196.332,"LINESTRING (23.9605788 43.7361411, 23.9585798 43.7371567)",,Васил Левски,
613587442,2,secondary,50,False,False,103.752,"LINESTRING (23.9605788 43.7361411, 23.960641 43.7361836, 23.9617799 43.7364697)",11,Коста Лулчев,
613587442,2,secondary,50,False,True,49.132000000000005,"LINESTRING (23.9605788 43.7361411, 23.960518 43.7360851, 23.9604822 43.7360048, 23.960441 43.7358392, 23.9604355 43.7357212)",11,Коста Лулчев,
613587442,2,secondary,50,False,False,46.759,"LINESTRING (23.9618694 43.7364894, 23.9624241 43.7366167)",11,Коста Лулчев,
613587442,2,secondary,50,False,True,7.517,"LINESTRING (23.9618694 43.7364894, 23.9617799 43.7364697)",11,Коста Лулчев,
450536418,2,residential,50,False,True,313.149,"LINESTRING (23.9618694 43.7364894, 23.961595 43.7368853, 23.9587478 43.7380691)",,,
450536419,2,residential,50,False,True,108.243,"LINESTRING (23.9629883 43.7367471, 23.9632663 43.7376996)",,,
613587442,2,secondary,50,False,True,22.488,"LINESTRING (23.9629883 43.7367471, 23.9627221 43.7366846)",11,Коста Лулчев,
613587442,2,secondary,50,False,False,114.335,"LINESTRING (23.9629883 43.7367471, 23.9630768 43.7367551, 23.9643917 43.7365929)",11,Коста Лулчев,
200320964,2,residential,50,False,False,25.197,"LINESTRING (23.958018 43.7366861, 23.9582274 43.7368548)",,Александър Стамболийски,
200320952,2,residential,50,False,True,102.63300000000001,"LINESTRING (23.958018 43.7366861, 23.9582134 43.7365447, 23.9590761 43.736178)",,9-ти ноември,
200320964,2,residential,50,False,True,59.093999999999994,"LINESTRING (23.958018 43.7366861, 23.9577916 43.7363887, 23.9576715 43.7362174)",,Александър Стамболийски,
200320964,2,residential,50,False,True,43.915,"LINESTRING (23.9585798 43.7371567, 23.9582274 43.7368548)",,Александър Стамболийски,
450536415,2,residential,50,False,False,196.332,"LINESTRING (23.9585798 43.7371567, 23.9605788 43.7361411)",,Васил Левски,
200320964,2,residential,50,False,False,107.421,"LINESTRING (23.9585798 43.7371567, 23.9586138 43.7371917, 23.9587413 43.7373232, 23.9588086 43.7374501, 23.9588143 43.7375653, 23.9588006 43.7379778, 23.9587478 43.7380691)",,Александър Стамболийски,
200320975,2,residential,50,False,True,77.563,"LINESTRING (23.9587478 43.7380691, 23.9578195 43.7378775)",,,
200320964,2,residential,50,False,True,107.42099999999999,"LINESTRING (23.9587478 43.7380691, 23.9588006 43.7379778, 23.9588143 43.7375653, 23.9588086 43.7374501, 23.9587413 43.7373232, 23.9586138 43.7371917, 23.9585798 43.7371567)",,Александър Стамболийски,
200320968,2,residential,50,False,False,31.189,"LINESTRING (23.9587478 43.7380691, 23.9587019 43.7381901, 23.9586488 43.7383403)",,,
200320975,2,residential,50,False,False,127.421,"LINESTRING (23.9587478 43.7380691, 23.9601648 43.7384481, 23.9602352 43.7384669)",,,
450536418,2,residential,50,False,False,313.149,"LINESTRING (23.9587478 43.7380691, 23.961595 43.7368853, 23.9618694 43.7364894)",,,
42355543,2,residential,50,False,False,70.555,"LINESTRING (23.9569343 43.7358765, 23.9560769 43.7360137)",,,
450525337,2,residential,50,False,False,43.653,"LINESTRING (23.9569343 43.7358765, 23.9574663 43.7359563)",,Летнишка,
450525337,2,residential,50,False,True,128.95,"LINESTRING (23.9569343 43.7358765, 23.9554524 43.7354311)",,Летнишка,
200320952,2,residential,50,False,True,120.451,"LINESTRING (23.9590761 43.736178, 23.9604355 43.7357212)",,9-ти ноември,
450525337,2,residential,50,False,True,91.879,"LINESTRING (23.9590761 43.736178, 23.9579514 43.7360284)",,Летнишка,
