osmid,oneway,ref,highway,reversed,length,geometry,lanes,bridge,name
326695735,True,6009,tertiary,False,70.97900000000001,"LINESTRING (27.6425979 42.644434, 27.6430358 42.6443358, 27.6432228 42.6442873, 27.6434132 42.6442192)",,,
"[121198841, 598072316, 29241557]",False,,tertiary,True,164.298,"LINESTRING (27.6441249 42.6445346, 27.6441762 42.6445481, 27.6443881 42.6446015, 27.6451069 42.6448115, 27.6453724 42.6448961, 27.6456501 42.6449697, 27.6459103 42.6450306, 27.6460093 42.645036)","['2', '4']",yes,Цар Симеон
600149044,True,6009,tertiary,False,76.463,"LINESTRING (27.6441249 42.6445346, 27.6437475 42.6444671, 27.6435419 42.644436, 27.6434458 42.6444246, 27.6433412 42.6444142, 27.6432077 42.6444095)",,,
600149045,False,,tertiary,False,68.524,"LINESTRING (27.6441249 42.6445346, 27.643839 42.6444417, 27.6437403 42.6444049, 27.6436414 42.6443586, 27.6435511 42.6443112, 27.64348 42.6442683, 27.6434132 42.6442192)",4,,
32202101,False,,residential,False,102.755,"LINESTRING (27.652679 42.6469644, 27.6524282 42.6478699)",,,Велека
32202101,False,,residential,True,83.334,"LINESTRING (27.652679 42.6469644, 27.6528874 42.6462308)",,,Велека
32903040,False,,tertiary,False,151.32200000000003,"LINESTRING (27.652679 42.6469644, 27.6525979 42.6469418, 27.652026 42.6467973, 27.6509827 42.6465268, 27.6509357 42.6465096)",2,,Цар Симеон
31825324,False,,residential,True,115.838,"LINESTRING (27.646494 42.650796, 27.6478797 42.6510117)",,,Шипка
31825324,False,,residential,False,110.809,"LINESTRING (27.646494 42.650796, 27.6461716 42.6507483, 27.6451657 42.6505995)",,,Шипка
31825355,False,,residential,False,132.635,"LINESTRING (27.646494 42.650796, 27.6465476 42.650576, 27.6467801 42.6496219)",,,Дуков
30964316,False,,residential,False,139.57,"LINESTRING (27.6478797 42.6510117, 27.6482695 42.6497897)",,,Слънчев бряг
31825324,False,,residential,False,115.838,"LINESTRING (27.6478797 42.6510117, 27.646494 42.650796)",,,Шипка
31825324,False,,residential,True,138.67,"LINESTRING (27.6478797 42.6510117, 27.6495524 42.6512159)",,,Шипка
726560931,False,,unclassified,True,100.30600000000001,"LINESTRING (27.6478797 42.6510117, 27.6477942 42.6515111, 27.6477499 42.6519085)",,,
121216829,False,,residential,True,67.511,"LINESTRING (27.649307 42.6467015, 27.6491003 42.6472893)",,,Слънчев бряг
31825362,False,,residential,True,122.907,"LINESTRING (27.649307 42.6467015, 27.6493905 42.646721, 27.6500976 42.6468869, 27.6504998 42.6469813, 27.6507387 42.6470373)",,,Роза
121216829,False,,residential,False,86.70700000000001,"LINESTRING (27.649307 42.6467015, 27.649372 42.6464947, 27.6494994 42.6461174, 27.6495584 42.645944)",,,Слънчев бряг
31825305,False,,residential,False,68.454,"LINESTRING (27.6509357 42.6465096, 27.65114 42.6459126)",,,Струма
31825305,False,,residential,True,60.85,"LINESTRING (27.6509357 42.6465096, 27.6509206 42.6465482, 27.6507387 42.6470373)",,,Струма
32903040,False,,tertiary,False,129.042,"LINESTRING (27.6509357 42.6465096, 27.6507993 42.6464614, 27.6497529 42.6460251, 27.6495584 42.645944)",2,,Цар Симеон
32903040,False,,tertiary,True,151.32199999999997,"LINESTRING (27.6509357 42.6465096, 27.6509827 42.6465268, 27.652026 42.6467973, 27.6525979 42.6469418, 27.652679 42.6469644)",2,,Цар Симеон
32903040,False,,tertiary,False,58.444,"LINESTRING (27.6495584 42.645944, 27.649282 42.6458261, 27.6489391 42.6456818)",2,,Цар Симеон
32903040,False,,tertiary,True,129.042,"LINESTRING (27.6495584 42.645944, 27.6497529 42.6460251, 27.6507993 42.6464614, 27.6509357 42.6465096)",2,,Цар Симеон
121216829,False,,residential,True,86.70700000000001,"LINESTRING (27.6495584 42.645944, 27.6494994 42.6461174, 27.649372 42.6464947, 27.649307 42.6467015)",,,Слънчев бряг
31825305,False,,residential,False,137.084,"LINESTRING (27.6495524 42.6512159, 27.6498332 42.6500005)",,,Струма
31825324,False,,residential,False,138.67,"LINESTRING (27.6495524 42.6512159, 27.6478797 42.6510117)",,,Шипка
31825324,False,,residential,True,96.025,"LINESTRING (27.6495524 42.6512159, 27.6507142 42.6513408)",,,Шипка
318269629,False,,residential,True,95.526,"LINESTRING (27.6495524 42.6512159, 27.6493388 42.6520605)",,,
617765088,False,,residential,True,126.702,"LINESTRING (27.6451657 42.6505995, 27.645369 42.6494699)",,,Искър
31825324,False,,residential,True,110.809,"LINESTRING (27.6451657 42.6505995, 27.6461716 42.6507483, 27.646494 42.650796)",,,Шипка
32202146,False,,residential,False,176.529,"LINESTRING (27.6451657 42.6505995, 27.6446456 42.6503622, 27.6444074 42.6502454, 27.6442891 42.6501269, 27.6442734 42.6500282, 27.64434 42.6493495)",,,Рила
318216701,False,,residential,False,369.2710000000001,"LINESTRING (27.6451657 42.6505995, 27.6450245 42.6514563, 27.6461521 42.6516742, 27.6463173 42.651892, 27.6465285 42.6520815, 27.6467792 42.6522929, 27.6468798 42.652438, 27.647353 42.6526942, 27.6476482 42.6527713)",,,
30964316,False,,residential,False,51.121,"LINESTRING (27.6482695 42.6497897, 27.6484265 42.6493447)",,,Слънчев бряг
30964316,False,,residential,True,139.57,"LINESTRING (27.6482695 42.6497897, 27.6478797 42.6510117)",,,Слънчев бряг
31825346,False,,residential,False,123.231,"LINESTRING (27.6482695 42.6497897, 27.6467801 42.6496219)",,,Плиска
31825346,False,,residential,True,130.017,"LINESTRING (27.6482695 42.6497897, 27.6498332 42.6500005)",,,Плиска
31825346,False,,residential,False,85.215,"LINESTRING (27.645369 42.6494699, 27.64434 42.6493495)",,,Плиска
31825346,False,,residential,True,116.638,"LINESTRING (27.645369 42.6494699, 27.6467801 42.6496219)",,,Плиска
