osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,maxspeed,junction,tunnel
184098816,False,2,Васил Левски,residential,True,82.803,"LINESTRING (26.5238431 43.5282662, 26.5234279 43.5275851)",,,,
252195968,False,3,Дунав,tertiary,True,86.935,"LINESTRING (26.5238431 43.5282662, 26.5248261 43.5279448)",,,,
232075746,False,2,Васил Левски,tertiary,False,244.264,"LINESTRING (26.5238431 43.5282662, 26.5243211 43.5291132, 26.5246838 43.5297558, 26.5249844 43.5303011)",,,,
252638807,False,3,Дунав,tertiary,False,185.197,"LINESTRING (26.5238431 43.5282662, 26.5237595 43.5282874, 26.5235526 43.5283378, 26.5226015 43.5285674, 26.5216712 43.5288084)",,,,
25388362,False,2,Васил Левски,residential,False,42.337,"LINESTRING (26.5232215 43.527235, 26.5234279 43.5275851)",yes,,,
1192947226,True,,Бели лом,residential,False,26.628,"LINESTRING (26.5232215 43.527235, 26.5229035 43.5272997)",,,,
236166784,False,,Бели лом,residential,True,71.934,"LINESTRING (26.5229035 43.5272997, 26.5220399 43.5274623)",,,,
219503203,True,2,Искър,residential,False,94.088,"LINESTRING (26.5229035 43.5272997, 26.5228201 43.5272983, 26.522745 43.5272828, 26.5226753 43.5272478, 26.5226377 43.5271914, 26.5225507 43.5270117, 26.5224497 43.5268031, 26.5224147 43.5267381, 26.5223528 43.5266229)",,50,,
219503203,True,2,Искър,residential,False,153.623,"LINESTRING (26.5223528 43.5266229, 26.5223119 43.5265316, 26.5219423 43.525708, 26.5219207 43.5256603, 26.5218259 43.5254506, 26.5217621 43.5253094)",,50,,
231192667,True,2,Марица,residential,False,117.88300000000001,"LINESTRING (26.5223528 43.5266229, 26.5216223 43.5267542, 26.5209336 43.526878)",,,,
25388365,True,,Арда,residential,False,13.046,"LINESTRING (26.5195709 43.5270857, 26.5195214 43.526974)",,,,
372673460,False,2,Марица,residential,True,33.484,"LINESTRING (26.5195709 43.5270857, 26.5199789 43.5270294)",,,,
