osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,tunnel
39067471,1a Calle Zona 2,residential,False,False,22.243,"LINESTRING (-90.65739 14.6082019, -90.6571888 14.608156)",,,,
92460688,3a Avenida,residential,False,True,86.876,"LINESTRING (-90.65739 14.6082019, -90.6575589 14.6077983, -90.6576771 14.6074719)",,,,
39067467,5a Avenida Zona 2,residential,True,False,92.175,"LINESTRING (-90.6556604 14.6078074, -90.6554227 14.6086038)",,,,
39067471,1a Calle Zona 2,residential,False,True,66.584,"LINESTRING (-90.6556604 14.6078074, -90.6562627 14.6079448)",,,,
39067471,1a Calle Zona 2,residential,False,False,95.9,"LINESTRING (-90.6556604 14.6078074, -90.6553818 14.6077332, -90.6547932 14.6076096)",,,,
39994380,Carretera Panamericana,trunk,True,False,29.829,"LINESTRING (-90.6554227 14.6086038, -90.6551493 14.6086482)",2,CA-1,70,
385056245,6a Avenida Zona 2,residential,False,False,94.329,"LINESTRING (-90.6547932 14.6076096, -90.6545798 14.6084324)",,,,
39067471,1a Calle Zona 2,residential,False,True,95.9,"LINESTRING (-90.6547932 14.6076096, -90.6553818 14.6077332, -90.6556604 14.6078074)",,,,
39067471,1a Calle Zona 2,residential,False,False,23.513,"LINESTRING (-90.6564754 14.6079933, -90.6562627 14.6079448)",,,,
39067471,1a Calle Zona 2,residential,False,True,78.865,"LINESTRING (-90.6564754 14.6079933, -90.6571888 14.608156)",,,,
39067479,4a Avenida Zona 2,residential,True,False,62.402,"LINESTRING (-90.6564754 14.6079933, -90.6563354 14.6085379)",,,,
39067528,0 Calle A Zona 2,residential,True,False,66.51400000000001,"LINESTRING (-90.6551493 14.6086482, -90.6550369 14.6085667, -90.6545798 14.6084324)",,,,
39994380,Carretera Panamericana,trunk,True,False,74.35900000000001,"LINESTRING (-90.6551493 14.6086482, -90.6546589 14.6087288, -90.654471 14.6087741)",2,CA-1,70,
385056245,6a Avenida Zona 2,residential,False,False,39.758,"LINESTRING (-90.6545798 14.6084324, -90.654471 14.6087741)",,,,
385056245,6a Avenida Zona 2,residential,False,True,94.329,"LINESTRING (-90.6545798 14.6084324, -90.6547932 14.6076096)",,,,
385056245,6a Avenida Zona 2,residential,False,True,39.758,"LINESTRING (-90.654471 14.6087741, -90.6545798 14.6084324)",,,,
39994380,Carretera Panamericana,trunk,True,False,91.02,"LINESTRING (-90.654471 14.6087741, -90.6542306 14.6088479, -90.6539973 14.6089406, -90.6537726 14.6090515, -90.6536968 14.6090971)",2,CA-1,70,
1080326022,Carretera Panamericana,trunk,True,False,85.01400000000001,"LINESTRING (-90.6595964 14.6084431, -90.6592987 14.6084473, -90.6588068 14.6084678)",2,CA-1,70,
39067458,5a Calle Zona 1,residential,False,True,57.955,"LINESTRING (-90.6575839 14.6109517, -90.6580975 14.6111087)",,,,
39067521,2a Avenida Zona 1,residential,True,False,95.867,"LINESTRING (-90.6575839 14.6109517, -90.6578242 14.6101215)",,,,
385055485,5a Calle Zona 1,residential,True,False,96.378,"LINESTRING (-90.6575839 14.6109517, -90.6567205 14.610721)",,,,
39067474,6a Calle Zona 1,tertiary,True,False,34.747,"LINESTRING (-90.6569246 14.6098952, -90.6572355 14.6099797)",,,,
385055493,3a Avenida Zona 1,tertiary,True,False,94.415,"LINESTRING (-90.6569246 14.6098952, -90.6567205 14.610721)",1,,,
1074357824,3a Avenida,tertiary,False,True,5.973,"LINESTRING (-90.6569246 14.6098952, -90.6569389 14.6098433)",,,,
385055485,5a Calle Zona 1,residential,True,False,95.613,"LINESTRING (-90.6567205 14.610721, -90.6558632 14.6104948)",,,,
385055493,3a Avenida Zona 1,tertiary,True,False,97.536,"LINESTRING (-90.6567205 14.610721, -90.656452 14.6115588)",1,,,
260869650,4a Calle Zona 1,residential,True,False,101.723,"LINESTRING (-90.656452 14.6115588, -90.6573655 14.6117944)",,,,
385055493,3a Avenida Zona 1,tertiary,True,False,119.469,"LINESTRING (-90.656452 14.6115588, -90.6561559 14.6125943)",1,,,
39067526,2a Calle,tertiary,True,False,102.469,"LINESTRING (-90.656043 14.6130242, -90.6566608 14.6137255)",,,,
58105481,1a Calle Zona 1,tertiary,False,False,13.735,"LINESTRING (-90.656043 14.6130242, -90.6559436 14.6131017)",,,,
58105481,1a Calle Zona 1,tertiary,False,True,13.735,"LINESTRING (-90.6559436 14.6131017, -90.656043 14.6130242)",,,,
39067518,2a Calle,residential,True,False,72.103,"LINESTRING (-90.6559436 14.6131017, -90.6558464 14.6130358, -90.655328 14.6128539)",,,,
58105481,1a Calle Zona 1,tertiary,False,False,82.063,"LINESTRING (-90.6559436 14.6131017, -90.6557522 14.6131993, -90.6554222 14.6133209, -90.6552309 14.6133471)",,,,
39067474,6a Calle Zona 1,tertiary,True,False,94.148,"LINESTRING (-90.6543605 14.609274, -90.6552071 14.6094879)",,,,
39067485,6a Avenida,residential,False,False,47.141999999999996,"LINESTRING (-90.6543605 14.609274, -90.6544358 14.6089887, -90.654462 14.6088617)",,,,
39067474,6a Calle Zona 1,tertiary,True,False,39.922,"LINESTRING (-90.6587824 14.6104022, -90.6591312 14.6105246)",,,,
39067482,1a Avenida A Zona 1,residential,False,False,176.016,"LINESTRING (-90.6587824 14.6104022, -90.6583117 14.6119182)",,,,
39067474,6a Calle Zona 1,tertiary,True,False,91.784,"LINESTRING (-90.6552071 14.6094879, -90.6560348 14.6096875)",,,,
385055487,5a Avenida Zona 1,residential,True,False,91.909,"LINESTRING (-90.6552071 14.6094879, -90.6550142 14.6102931)",,,,
1269148264,5a Avenida,residential,False,True,8.995,"LINESTRING (-90.6552071 14.6094879, -90.6552285 14.6094097)",,,,
39067474,6a Calle Zona 1,tertiary,True,False,59.86,"LINESTRING (-90.653824 14.6091316, -90.6543605 14.609274)",,,,
29397060,Carretera Panamericana,trunk,True,False,75.07900000000001,"LINESTRING (-90.653824 14.6091316, -90.6540002 14.6090362, -90.6542728 14.6089284, -90.654462 14.6088617)",2,CA-1,70,
39067474,6a Calle Zona 1,tertiary,True,False,51.757999999999996,"LINESTRING (-90.6578242 14.6101215, -90.6579293 14.6101467, -90.6582868 14.6102488)",,,,
39067462,3a Calle Zona 1,residential,True,False,51.816,"LINESTRING (-90.6584394 14.6134837, -90.6580204 14.613254)",,,,
260869382,1a Avenida Zona 1,residential,False,False,179.741,"LINESTRING (-90.6584394 14.6134837, -90.6575325 14.6148412)",,,,
260869382,1a Avenida Zona 1,residential,False,True,191.743,"LINESTRING (-90.6584394 14.6134837, -90.6593958 14.6120287)",,,,
39067462,3a Calle Zona 1,residential,True,False,102.792,"LINESTRING (-90.6570716 14.6128578, -90.6561559 14.6125943)",,,,
39067521,2a Avenida Zona 1,residential,True,False,122.4,"LINESTRING (-90.6570716 14.6128578, -90.6573655 14.6117944)",,,,
39067474,6a Calle Zona 1,tertiary,True,False,33.752,"LINESTRING (-90.6572355 14.6099797, -90.6575409 14.610049)",,,,
39067522,2a Avenida A Zona 1,residential,True,False,99.324,"LINESTRING (-90.6572355 14.6099797, -90.6567205 14.610721)",,,,
260869382,1a Avenida Zona 1,residential,False,False,191.743,"LINESTRING (-90.6593958 14.6120287, -90.6584394 14.6134837)",,,,
260869382,1a Avenida Zona 1,residential,False,True,25.749,"LINESTRING (-90.6593958 14.6120287, -90.6595435 14.6118465)",,,,
39067521,2a Avenida Zona 1,residential,True,False,96.606,"LINESTRING (-90.6573655 14.6117944, -90.6575839 14.6109517)",,,,
