osmid,lanes,highway,oneway,reversed,length,ref,name,maxspeed,geometry
164476823,,residential,False,True,119.93,,3a Avenida,,"LINESTRING (-90.7105712 14.4934424, -90.7102368 14.4927896, -90.710036 14.4924987)"
46929020,,residential,False,True,86.079,,4a Calle,,"LINESTRING (-90.7091397 14.4926136, -90.7098349 14.4922312)"
46929020,,residential,False,False,83.63900000000001,,4a Calle,,"LINESTRING (-90.7091397 14.4926136, -90.709072 14.4926739, -90.7090137 14.4926721, -90.7089487 14.4926663, -90.7084159 14.4924953)"
46929021,1,tertiary,True,False,98.671,,1a Avenida Norte,20,"LINESTRING (-90.7091397 14.4926136, -90.7091078 14.4925394, -90.7090758 14.492444, -90.7088904 14.4919377, -90.7088409 14.4917751)"
46929027,,tertiary,False,True,17.559,,3a Calle,20,"LINESTRING (-90.7096385 14.4932194, -90.7097924 14.4931671)"
1268864054,,residential,False,False,43.918,,3a Calle,20,"LINESTRING (-90.7096385 14.4932194, -90.7092658 14.49338)"
46929026,,tertiary,True,False,86.678,,Diagonal 2,20,"LINESTRING (-90.7096385 14.4932194, -90.7092418 14.4926874, -90.7091397 14.4926136)"
46929027,,tertiary,False,False,17.559,,3a Calle,20,"LINESTRING (-90.7097924 14.4931671, -90.7096385 14.4932194)"
46929033,,residential,False,True,24.207,,3a Avenida,20,"LINESTRING (-90.7117057 14.4947076, -90.7117945 14.4949076)"
46929036,,tertiary,True,False,64.413,,Diagonal 1,,"LINESTRING (-90.7117057 14.4947076, -90.7111447 14.4945062)"
46929032,1,residential,False,False,66.675,,1a Calle,20,"LINESTRING (-90.7117945 14.4949076, -90.7112231 14.4951389)"
46929033,,residential,False,False,24.207,,3a Avenida,20,"LINESTRING (-90.7117945 14.4949076, -90.7117057 14.4947076)"
46929033,,residential,False,True,67.19,,3a Avenida,20,"LINESTRING (-90.7117945 14.4949076, -90.7120287 14.4954677)"
46929001,,residential,False,False,131.905,,2a Avenida,,"LINESTRING (-90.7139817 14.4944824, -90.7135097 14.4955771)"
46929001,,residential,False,True,42.0,,2a Avenida,,"LINESTRING (-90.7139817 14.4944824, -90.7141548 14.4941439)"
164473799,,residential,False,True,116.982,,3a Calle,20,"LINESTRING (-90.7139817 14.4944824, -90.7138412 14.4944139, -90.7138293 14.4944162, -90.7138048 14.4944474, -90.7137768 14.4944476, -90.7130157 14.494084)"
46929034,,residential,False,False,65.119,,,,"LINESTRING (-90.7116963 14.4962271, -90.711461 14.4956876)"
46929030,,residential,False,False,73.64,,,,"LINESTRING (-90.7114221 14.4955884, -90.7107994 14.4953143)"
46929034,,residential,False,False,54.38,,,,"LINESTRING (-90.7114221 14.4955884, -90.7112231 14.4951389)"
46929034,,residential,False,True,11.799,,,,"LINESTRING (-90.7114221 14.4955884, -90.711461 14.4956876)"
46929033,,residential,False,False,119.041,,3a Avenida,20,"LINESTRING (-90.7124163 14.4964701, -90.7123077 14.4962166, -90.7120287 14.4954677)"
"[629978627, 629978628]",,residential,False,False,94.24599999999998,,,,"LINESTRING (-90.7124163 14.4964701, -90.7124898 14.4966019, -90.7125263 14.4967483, -90.7125612 14.4968858, -90.7125594 14.4969597, -90.712528 14.4971429, -90.7125351 14.4972135, -90.7124647 14.4972449)"
629978629,,residential,False,True,87.82700000000001,,3a Avenida,20,"LINESTRING (-90.7124163 14.4964701, -90.7124236 14.4965223, -90.712415 14.4966463, -90.7123827 14.4967643, -90.7123889 14.496796, -90.7124378 14.4969238, -90.7124424 14.4969494, -90.7124445 14.4969838, -90.7124647 14.4972449)"
46929033,,residential,False,False,67.19,,3a Avenida,20,"LINESTRING (-90.7120287 14.4954677, -90.7117945 14.4949076)"
46929035,,residential,False,False,65.826,,2a Calle,,"LINESTRING (-90.7120287 14.4954677, -90.711461 14.4956876)"
46929033,,residential,False,True,119.041,,3a Avenida,20,"LINESTRING (-90.7120287 14.4954677, -90.7123077 14.4962166, -90.7124163 14.4964701)"
46929035,,residential,False,True,66.069,,2a Calle,,"LINESTRING (-90.7120287 14.4954677, -90.7124584 14.495305, -90.7125241 14.4952587, -90.7125642 14.4952019)"
46929034,,residential,False,False,11.799,,,,"LINESTRING (-90.711461 14.4956876, -90.7114221 14.4955884)"
46929034,,residential,False,True,65.119,,,,"LINESTRING (-90.711461 14.4956876, -90.7116963 14.4962271)"
46929035,,residential,False,False,60.132,,2a Calle,,"LINESTRING (-90.711461 14.4956876, -90.7109407 14.4958843)"
46929035,,residential,False,True,65.826,,2a Calle,,"LINESTRING (-90.711461 14.4956876, -90.7120287 14.4954677)"
164473801,,residential,False,True,47.267,,1a Avenida,,"LINESTRING (-90.7125642 14.4952019, -90.712723 14.4948056)"
46929035,,residential,False,False,66.069,,2a Calle,,"LINESTRING (-90.7125642 14.4952019, -90.7125241 14.4952587, -90.7124584 14.495305, -90.7120287 14.4954677)"
46929036,,tertiary,True,False,107.776,,Diagonal 1,,"LINESTRING (-90.7125642 14.4952019, -90.712216 14.4949678, -90.7120207 14.4948559, -90.7117057 14.4947076)"
46928997,,residential,False,False,41.672,,,,"LINESTRING (-90.713875 14.4956967, -90.7140785 14.4953779)"
46929000,,tertiary,True,False,41.515,,Diagonal 3,,"LINESTRING (-90.713875 14.4956967, -90.7136942 14.4956374, -90.7135097 14.4955771)"
46929001,,residential,False,True,131.905,,2a Avenida,,"LINESTRING (-90.7135097 14.4955771, -90.7139817 14.4944824)"
46929000,,tertiary,True,False,104.315,,Diagonal 3,,"LINESTRING (-90.7135097 14.4955771, -90.7131176 14.4954752, -90.7128834 14.4953894, -90.7126158 14.495233)"
835537627,,residential,False,True,69.071,,4a Avenida,,"LINESTRING (-90.7135097 14.4955771, -90.7134776 14.4956614, -90.7135173 14.4957934, -90.7136292 14.4960866, -90.7136538 14.4961643)"
46929000,,tertiary,True,False,6.543,,Diagonal 3,,"LINESTRING (-90.7126158 14.495233, -90.7125642 14.4952019)"
46929037,,residential,False,True,64.638,,3a Avenida B,20,"LINESTRING (-90.7126158 14.495233, -90.7127294 14.4958038)"
46929037,,residential,False,False,64.638,,3a Avenida B,20,"LINESTRING (-90.7127294 14.4958038, -90.7126158 14.495233)"
46929011,,tertiary,True,False,36.795,,2a Avenida,,"LINESTRING (-90.7102461 14.4942593, -90.710103 14.4939588)"
46929031,,residential,False,True,66.172,,2a Avenida,,"LINESTRING (-90.7102461 14.4942593, -90.7104572 14.4948182)"
46929038,,residential,True,False,67.578,,1a Calle,20,"LINESTRING (-90.7102461 14.4942593, -90.7096764 14.4945145)"
1158306015,,residential,False,False,77.664,,1a Calle,10,"LINESTRING (-90.7102461 14.4942593, -90.7108518 14.4938799)"
46929018,,residential,False,True,66.685,,2a Calle,20,"LINESTRING (-90.7099969 14.4936671, -90.7105712 14.4934424)"
47174485,,living_street,False,True,64.353,,,,"LINESTRING (-90.7099969 14.4936671, -90.7094516 14.4939042)"
46929011,,tertiary,True,False,59.905,,2a Avenida,,"LINESTRING (-90.7099969 14.4936671, -90.7098291 14.4932275, -90.7097924 14.4931671)"
46929011,,tertiary,True,False,34.388,,2a Avenida,,"LINESTRING (-90.710103 14.4939588, -90.7099969 14.4936671)"
46929039,,living_street,False,False,66.968,,,,"LINESTRING (-90.710103 14.4939588, -90.7095366 14.4942078)"
1157061056,,residential,False,False,81.741,,0 Calle,20,"LINESTRING (-90.7111447 14.4945062, -90.7104572 14.4948182)"
46929017,,residential,False,True,114.00999999999999,,0 Calle,20,"LINESTRING (-90.7111447 14.4945062, -90.7115058 14.4943465, -90.7116466 14.4942474, -90.7119247 14.4938592)"
46929036,,tertiary,True,False,103.338,,Diagonal 1,,"LINESTRING (-90.7111447 14.4945062, -90.7106402 14.4942838, -90.7104682 14.4942286, -90.7102461 14.4942593)"
46929031,,residential,False,False,66.172,,2a Avenida,,"LINESTRING (-90.7104572 14.4948182, -90.7102461 14.4942593)"
46929031,,residential,False,True,64.896,,2a Avenida,,"LINESTRING (-90.7104572 14.4948182, -90.7106846 14.4953587)"
1157061056,,residential,False,False,62.683,,0 Calle,20,"LINESTRING (-90.7104572 14.4948182, -90.709929 14.4950554)"
1157061056,,residential,False,True,81.741,,0 Calle,20,"LINESTRING (-90.7104572 14.4948182, -90.7111447 14.4945062)"
46929010,1,living_street,True,False,34.977,,1a Avenida Norte,20,"LINESTRING (-90.7095366 14.4942078, -90.7094516 14.4939042)"
46929039,,living_street,False,True,66.968,,,,"LINESTRING (-90.7095366 14.4942078, -90.710103 14.4939588)"
164472904,1,residential,False,False,66.007,,1a Avenida,20,"LINESTRING (-90.709929 14.4950554, -90.7096764 14.4945145)"
164472904,1,residential,False,True,63.766,,1a Avenida,20,"LINESTRING (-90.709929 14.4950554, -90.7101428 14.4955902)"
1125057665,,residential,False,False,67.027,,0 Calle,,"LINESTRING (-90.709929 14.4950554, -90.7093572 14.4952939)"
1157061056,,residential,False,True,62.683,,0 Calle,20,"LINESTRING (-90.709929 14.4950554, -90.7104572 14.4948182)"
46929031,,residential,False,False,64.896,,2a Avenida,,"LINESTRING (-90.7106846 14.4953587, -90.7104572 14.4948182)"
46929032,1,residential,False,False,63.755,,1a Calle,20,"LINESTRING (-90.7106846 14.4953587, -90.7101428 14.4955902)"
46929032,1,residential,False,True,13.308,,1a Calle,20,"LINESTRING (-90.7106846 14.4953587, -90.7107994 14.4953143)"
46929032,1,residential,False,False,49.608,,1a Calle,20,"LINESTRING (-90.7112231 14.4951389, -90.7107994 14.4953143)"
46929032,1,residential,False,True,66.675,,1a Calle,20,"LINESTRING (-90.7112231 14.4951389, -90.7117945 14.4949076)"
46929034,,residential,False,True,54.38,,,,"LINESTRING (-90.7112231 14.4951389, -90.7114221 14.4955884)"
46929030,,residential,False,True,73.64,,,,"LINESTRING (-90.7107994 14.4953143, -90.7114221 14.4955884)"
46929032,1,residential,False,False,13.308,,1a Calle,20,"LINESTRING (-90.7107994 14.4953143, -90.7106846 14.4953587)"
46929032,1,residential,False,True,49.608,,1a Calle,20,"LINESTRING (-90.7107994 14.4953143, -90.7112231 14.4951389)"
46929032,1,residential,False,True,63.755,,1a Calle,20,"LINESTRING (-90.7101428 14.4955902, -90.7106846 14.4953587)"
164472904,1,residential,False,False,63.766,,1a Avenida,20,"LINESTRING (-90.7101428 14.4955902, -90.709929 14.4950554)"
164472904,1,residential,False,True,61.571,,1a Avenida,20,"LINESTRING (-90.7101428 14.4955902, -90.710333 14.4961124)"
46928976,,residential,False,False,34.532,,0 Calle,,"LINESTRING (-90.7077657 14.4922672, -90.707445 14.4922733)"
46928976,,residential,False,True,74.452,,0 Calle,,"LINESTRING (-90.7077657 14.4922672, -90.7084159 14.4924953)"
46928981,,residential,False,False,95.988,,1a Avenida,20,"LINESTRING (-90.7077657 14.4922672, -90.7078986 14.4914136)"
46928976,,residential,False,False,41.366,,0 Calle,,"LINESTRING (-90.707445 14.4922733, -90.7070731 14.4921798)"
46928976,,residential,False,True,34.532,,0 Calle,,"LINESTRING (-90.707445 14.4922733, -90.7077657 14.4922672)"
"[629981024, 629981025]",,residential,False,"[False, True]",163.62800000000001,,"['5a Avenida', '6a Calle']",20,"LINESTRING (-90.707445 14.4922733, -90.707022 14.4926545, -90.7066571 14.4929711, -90.7066347 14.492986, -90.7064234 14.4930587, -90.7064157 14.4930665, -90.7064147 14.4930789, -90.7064954 14.493231)"
46928976,,residential,False,True,52.414,,0 Calle,,"LINESTRING (-90.7066136 14.492024, -90.7070731 14.4921798)"
46928976,,residential,False,False,221.20100000000002,,0 Calle,,"LINESTRING (-90.7066136 14.492024, -90.7064753 14.4918917, -90.705802 14.4909127, -90.7054025 14.4904219)"
46928981,,residential,False,False,165.683,,1a Avenida,20,"LINESTRING (-90.7078986 14.4914136, -90.7079182 14.4899237)"
46928981,,residential,False,True,95.988,,1a Avenida,20,"LINESTRING (-90.7078986 14.4914136, -90.7077657 14.4922672)"
46928983,,residential,False,False,73.24,,1a Calle,,"LINESTRING (-90.7078986 14.4914136, -90.7072376 14.4912578)"
46928983,,residential,False,True,76.583,,1a Calle,,"LINESTRING (-90.7078986 14.4914136, -90.7085919 14.4915678)"
46928983,,residential,False,False,53.7,,1a Calle,,"LINESTRING (-90.7072376 14.4912578, -90.706749 14.4911606)"
46928983,,residential,False,True,73.24,,1a Calle,,"LINESTRING (-90.7072376 14.4912578, -90.7078986 14.4914136)"
46928982,,residential,False,False,163.244,,2a Avenida,20,"LINESTRING (-90.7072376 14.4912578, -90.7072996 14.4900419, -90.707299 14.4897912)"
46928983,,residential,False,True,53.7,,1a Calle,,"LINESTRING (-90.706749 14.4911606, -90.7072376 14.4912578)"
629981026,,residential,False,False,162.143,,3a Avenida,20,"LINESTRING (-90.706749 14.4911606, -90.706788 14.4897029)"
46928984,,residential,False,True,228.28300000000002,,1a Calle,,"LINESTRING (-90.706749 14.4911606, -90.7066709 14.4911409, -90.7056544 14.4901665, -90.705541 14.4900658, -90.7053525 14.4896644)"
46928976,,residential,False,False,52.414,,0 Calle,,"LINESTRING (-90.7070731 14.4921798, -90.7066136 14.492024)"
46928976,,residential,False,True,41.366,,0 Calle,,"LINESTRING (-90.7070731 14.4921798, -90.707445 14.4922733)"
46929049,,residential,False,False,50.631,,,,"LINESTRING (-90.7070731 14.4921798, -90.7067215 14.4924822)"
46928996,,residential,False,False,157.251,,5a Avenida,,"LINESTRING (-90.7064954 14.493231, -90.7062012 14.4934944, -90.7061233 14.4935278, -90.706129 14.4935697, -90.706219 14.493703, -90.7058723 14.494365)"
