osmid,oneway,lanes,name,highway,reversed,length,ref,maxspeed,tunnel,geometry
25835320,True,2,7a Calle Poniente,secondary,False,181.752,,,,"LINESTRING (-90.7379906 14.5542292, -90.736302 14.5542486)"
140186681,True,1,Alameda Santa Lucía,secondary,False,15.355,RN-14,40,,"LINESTRING (-90.7379906 14.5542292, -90.737932 14.5543551)"
25835380,True,,2a Calle Poniente,residential,False,110.433,,40,,"LINESTRING (-90.734244 14.5593043, -90.733218 14.5593178)"
"[90965482, 388440053, 388440054]",True,,5a Avenida Norte,residential,False,163.332,,40,building_passage,"LINESTRING (-90.734244 14.5593043, -90.7342464 14.5595471, -90.7342451 14.5596246, -90.7342332 14.5607731)"
140186686,True,,4a Calle Poniente,primary,False,169.232,RN-10,40,,"LINESTRING (-90.7378777 14.5572662, -90.7363054 14.5572848)"
1207321751,True,1,Alameda Santa Lucía,primary,False,111.103,RN-14;RN-10,40,,"LINESTRING (-90.7378777 14.5572662, -90.7378765 14.5573514, -90.7378587 14.5582652)"
509723345,False,2,1a Calle Poniente,primary,False,8.255,RN-14,,,"LINESTRING (-90.7377899 14.5607475, -90.7378666 14.5607474)"
509723345,False,2,1a Calle Poniente,primary,True,45.579,RN-14,,,"LINESTRING (-90.7377899 14.5607475, -90.7373664 14.5607469)"
90965469,False,,1a Calle Poniente,residential,True,114.828,,40,,"LINESTRING (-90.7373664 14.5607469, -90.7362995 14.560756)"
509723345,False,2,1a Calle Poniente,primary,False,45.579,RN-14,,,"LINESTRING (-90.7373664 14.5607469, -90.7377899 14.5607475)"
90965511,True,,2a Calle Oriente,residential,False,113.384,,40,,"LINESTRING (-90.733218 14.5593178, -90.7321648 14.5593429)"
90965521,True,1,4a Avenida Norte,tertiary,False,111.019,,,,"LINESTRING (-90.733218 14.5593178, -90.7332243 14.5583194)"
25835391,True,,6a Avenida Norte,residential,False,163.813,,40,,"LINESTRING (-90.7352767 14.5607669, -90.7352784 14.5592937)"
90965469,False,,1a Calle Poniente,residential,False,110.084,,40,,"LINESTRING (-90.7352767 14.5607669, -90.7362995 14.560756)"
90965469,False,,1a Calle Poniente,residential,True,112.309,,40,,"LINESTRING (-90.7352767 14.5607669, -90.7345533 14.5607685, -90.7342332 14.5607731)"
25835476,True,,2a Avenida Norte,residential,False,114.316,,,,"LINESTRING (-90.7311286 14.5593743, -90.731148 14.5583464)"
90965511,True,,2a Calle Oriente,residential,False,163.583,,40,,"LINESTRING (-90.7311286 14.5593743, -90.7296087 14.5593856)"
25835476,True,,2a Avenida Norte,residential,False,107.66,,,,"LINESTRING (-90.7311528 14.5573239, -90.731156 14.5563557)"
90965504,True,,4a Calle Oriente,primary,False,163.476,RN-10,40,,"LINESTRING (-90.7311528 14.5573239, -90.7296346 14.5573696)"
90965511,True,,2a Calle Oriente,residential,False,111.575,,40,,"LINESTRING (-90.7321648 14.5593429, -90.7311286 14.5593743)"
140186683,True,,3a Avenida Norte,tertiary,False,165.602,,,,"LINESTRING (-90.7321648 14.5593429, -90.7321478 14.5608321)"
25835357,False,,9a Calle Oriente,residential,False,94.897,,,,"LINESTRING (-90.730281 14.5523797, -90.7311621 14.5523479)"
25835524,True,,Calle de los Pasos,tertiary,False,110.96600000000001,,,,"LINESTRING (-90.730281 14.5523797, -90.7302933 14.5529216, -90.7303036 14.5533774)"
39706760,True,,5a Calle Oriente,residential,False,109.175,,40,,"LINESTRING (-90.731156 14.5563557, -90.7321703 14.5563421)"
130765784,True,,2a Avenida Sur,residential,False,109.658,,,,"LINESTRING (-90.731156 14.5563557, -90.7311318 14.5553698)"
130765784,True,,2a Avenida Sur,residential,False,33.665,,,,"LINESTRING (-90.7311318 14.5553698, -90.731126 14.5550671)"
397151099,True,,6a Calle Oriente,residential,False,159.505,,,,"LINESTRING (-90.7311318 14.5553698, -90.7296508 14.5554231)"
90965524,True,,7a Calle Oriente,secondary,False,89.152,,30,,"LINESTRING (-90.7311286 14.5543832, -90.7303009 14.5544148)"
130765784,True,,2a Avenida Sur,residential,False,114.274,,,,"LINESTRING (-90.7311286 14.5543832, -90.7311423 14.5533556)"
25835341,False,,8a Calle Oriente,residential,False,90.3,,,,"LINESTRING (-90.7303036 14.5533774, -90.7311423 14.5533556)"
25835524,True,,Calle de los Pasos,tertiary,False,115.354,,,,"LINESTRING (-90.7303036 14.5533774, -90.730303 14.5536396, -90.7303019 14.5540634, -90.7303009 14.5544148)"
90965524,True,,7a Calle Oriente,secondary,False,68.267,,30,,"LINESTRING (-90.7303009 14.5544148, -90.7296999 14.5544378, -90.7296671 14.554439)"
39706760,True,,5a Calle Oriente,residential,False,162.405,,40,,"LINESTRING (-90.7296473 14.5563837, -90.731156 14.5563557)"
39706766,False,,1a Avenida Sur,secondary,True,106.815,,40,,"LINESTRING (-90.7296473 14.5563837, -90.7296508 14.5554231)"
90965505,False,,1a Avenida Norte,secondary,False,109.636,,40,,"LINESTRING (-90.7296473 14.5563837, -90.7296346 14.5573696)"
90965449,True,,3a Calle Oriente,primary,False,113.533,RN-10,40,,"LINESTRING (-90.7321695 14.5583331, -90.7332243 14.5583194)"
140186683,True,,3a Avenida Norte,tertiary,False,112.286,,,,"LINESTRING (-90.7321695 14.5583331, -90.7321648 14.5593429)"
39706766,False,,1a Avenida Sur,secondary,False,109.441,,40,,"LINESTRING (-90.7296671 14.554439, -90.7296508 14.5554231)"
90965524,True,,7a Calle Oriente,secondary,False,57.884,,30,,"LINESTRING (-90.7296671 14.554439, -90.7291297 14.5544595)"
39706766,False,,1a Avenida Sur,secondary,False,106.815,,40,,"LINESTRING (-90.7296508 14.5554231, -90.7296473 14.5563837)"
39706766,False,,1a Avenida Sur,secondary,True,109.441,,40,,"LINESTRING (-90.7296508 14.5554231, -90.7296671 14.554439)"
90965505,False,,1a Avenida Norte,secondary,True,110.826,,40,,"LINESTRING (-90.7296218 14.5583662, -90.7296346 14.5573696)"
1250436349,True,,1a Avenida Norte,secondary,False,113.361,,40,,"LINESTRING (-90.7296218 14.5583662, -90.7296087 14.5593856)"
90965449,True,,3a Calle Oriente,primary,False,164.272,RN-10,40,,"LINESTRING (-90.7296218 14.5583662, -90.7301033 14.5583599, -90.731148 14.5583464)"
25835476,True,,2a Avenida Norte,residential,False,113.698,,,,"LINESTRING (-90.731148 14.5583464, -90.7311528 14.5573239)"
90965449,True,,3a Calle Oriente,primary,False,109.949,RN-10,40,,"LINESTRING (-90.731148 14.5583464, -90.7321695 14.5583331)"
90965475,True,1,3a Calle Poniente,primary,False,108.698,RN-10,40,,"LINESTRING (-90.7332243 14.5583194, -90.7342342 14.5583076)"
90965521,True,1,4a Avenida Norte,tertiary,False,113.675,,,,"LINESTRING (-90.7332243 14.5583194, -90.7332277 14.5572971)"
90965475,True,1,3a Calle Poniente,primary,False,112.422,RN-10,40,,"LINESTRING (-90.7342342 14.5583076, -90.7352787 14.5582954)"
90965482,True,,5a Avenida Norte,residential,False,110.834,,40,,"LINESTRING (-90.7342342 14.5583076, -90.7342379 14.5587066, -90.734244 14.5593043)"
90965475,True,1,3a Calle Poniente,primary,False,44.528,RN-10,40,,"LINESTRING (-90.7362963 14.5582835, -90.73671 14.5582786)"
90965491,True,,7a Avenida Norte,residential,False,112.007,,40,,"LINESTRING (-90.7362963 14.5582835, -90.736297 14.5588733, -90.7362976 14.5592908)"
25835391,True,,6a Avenida Norte,residential,False,111.918,,40,,"LINESTRING (-90.7352787 14.5582954, -90.735279 14.5572889)"
90965475,True,1,3a Calle Poniente,primary,False,109.527,RN-10,40,,"LINESTRING (-90.7352787 14.5582954, -90.7362963 14.5582835)"
90965504,True,,4a Calle Oriente,primary,False,110.748,RN-10,40,,"LINESTRING (-90.7321816 14.5573036, -90.7311528 14.5573239)"
140186683,True,,3a Avenida Norte,tertiary,False,114.483,,,,"LINESTRING (-90.7321816 14.5573036, -90.7321695 14.5583331)"
