osmid,oneway,name,highway,reversed,length,lanes,geometry,bridge
384368839,True,2a Calle,tertiary,False,10.845,,"LINESTRING (-91.5225068 14.84269, -91.5224069 14.8426763)",
35017550,True,18 Avenida,unclassified,False,98.368,,"LINESTRING (-91.5224069 14.8426763, -91.52229 14.8435537)",
384368839,True,2a Calle,tertiary,False,98.686,,"LINESTRING (-91.5224069 14.8426763, -91.521497 14.8425577)",
402748747,True,4a Calle,primary,False,97.312,2,"LINESTRING (-91.5240557 14.8447107, -91.523158 14.8445971)",
403681674,True,20 Avenida,unclassified,False,6.148,,"LINESTRING (-91.5240557 14.8447107, -91.5240481 14.8447655)",
35016356,False,19 Avenida,secondary,False,100.326,4,"LINESTRING (-91.523158 14.8445971, -91.523272 14.8437016)",
35025521,True,19 Avenida Zona 3,secondary,False,6.438,2,"LINESTRING (-91.523158 14.8445971, -91.523118 14.8446402)",
402748750,True,4a Calle,primary,False,101.298,2,"LINESTRING (-91.523158 14.8445971, -91.5222249 14.8444691)",
35158246,True,2a Calle,tertiary,False,95.41,2,"LINESTRING (-91.5233841 14.8428207, -91.5225068 14.84269)",
35016356,False,19 Avenida,secondary,True,98.696,4,"LINESTRING (-91.5233841 14.8428207, -91.5233769 14.8429005, -91.5232792 14.8436452, -91.523272 14.8437016)",
402748750,True,4a Calle,primary,False,7.841,2,"LINESTRING (-91.5222249 14.8444691, -91.5221524 14.8444613)",
402792499,True,18 Avenida,unclassified,False,96.104,,"LINESTRING (-91.5222249 14.8444691, -91.5223769 14.8436174)",
35017550,True,18 Avenida,unclassified,False,6.97,,"LINESTRING (-91.5221524 14.8444613, -91.5221444 14.8445235)",
402748750,True,4a Calle,primary,False,98.144,2,"LINESTRING (-91.5221524 14.8444613, -91.5212486 14.8443356)",
35025773,True,17 Avenida,unclassified,False,8.464,2,"LINESTRING (-91.5212486 14.8443356, -91.5212022 14.8443971)",
402748750,True,4a Calle,primary,False,103.482,2,"LINESTRING (-91.5212486 14.8443356, -91.5202936 14.8442176)",
1090834183,False,17 Avenida,unclassified,False,96.341,,"LINESTRING (-91.5212486 14.8443356, -91.52136 14.8434759)",
403956021,True,3a Calle,tertiary,False,45.828,1,"LINESTRING (-91.5213679 14.8434249, -91.5217897 14.8434851)",
1090834183,False,17 Avenida,unclassified,True,5.734,,"LINESTRING (-91.5213679 14.8434249, -91.52136 14.8434759)",
35021283,True,17 Avenida,unclassified,False,98.80300000000001,,"LINESTRING (-91.5213679 14.8434249, -91.5214086 14.8433809, -91.5215057 14.8426249, -91.521497 14.8425577)",
384368852,True,2a Calle,tertiary,False,106.666,2,"LINESTRING (-91.5205201 14.8424254, -91.5195333 14.8423238)",
35017550,True,18 Avenida,unclassified,False,96.283,,"LINESTRING (-91.5222833 14.8436047, -91.5221524 14.8444613)",
384368847,True,3a Calle,tertiary,False,10.159,1,"LINESTRING (-91.5222833 14.8436047, -91.5223769 14.8436174)",
384368847,True,3a Calle,tertiary,False,11.822,1,"LINESTRING (-91.5223769 14.8436174, -91.522485 14.8435978)",
402792499,True,18 Avenida,unclassified,False,5.497,,"LINESTRING (-91.5223769 14.8436174, -91.5223837 14.8435684)",
35016356,False,19 Avenida,secondary,True,100.326,4,"LINESTRING (-91.523272 14.8437016, -91.523158 14.8445971)",
35016356,False,19 Avenida,secondary,False,98.696,4,"LINESTRING (-91.523272 14.8437016, -91.5232792 14.8436452, -91.5233769 14.8429005, -91.5233841 14.8428207)",
384368847,True,3a Calle,tertiary,False,45.622,1,"LINESTRING (-91.52136 14.8434759, -91.5217799 14.8435358)",
1090834183,False,17 Avenida,unclassified,False,5.734,,"LINESTRING (-91.52136 14.8434759, -91.5213679 14.8434249)",
1090834183,False,17 Avenida,unclassified,True,96.341,,"LINESTRING (-91.52136 14.8434759, -91.5212486 14.8443356)",
35021391,True,14 Avenida A Zona 3,tertiary,False,74.806,,"LINESTRING (-91.5184872 14.8430923, -91.5185891 14.8424268)",
50622188,True,3a Calle,tertiary,False,97.414,2,"LINESTRING (-91.5184872 14.8430923, -91.5193846 14.8432148)",
50622188,True,3a Calle,tertiary,False,9.333,2,"LINESTRING (-91.5184014 14.8430794, -91.5184872 14.8430923)",
404099327,True,14 Avenida,tertiary,False,80.723,1,"LINESTRING (-91.51752 14.842973, -91.5176421 14.8422567)",
404099329,False,3a Calle Zona 3,tertiary,True,5.122,2,"LINESTRING (-91.51752 14.842973, -91.5174729 14.842966)",
50622188,True,3a Calle,tertiary,False,95.47300000000001,2,"LINESTRING (-91.51752 14.842973, -91.5181281 14.8430471, -91.5184014 14.8430794)",
287212935,False,3a Calle Zona 3,tertiary,True,108.166,2,"LINESTRING (-91.5174729 14.842966, -91.5164763 14.842831)",
404099328,True,14 Avenida,tertiary,False,97.343,2,"LINESTRING (-91.5174729 14.842966, -91.5173446 14.8438326)",
404099329,False,3a Calle Zona 3,tertiary,False,5.122,2,"LINESTRING (-91.5174729 14.842966, -91.51752 14.842973)",
287212935,False,3a Calle Zona 3,tertiary,False,108.166,2,"LINESTRING (-91.5164763 14.842831, -91.5174729 14.842966)",
