osmid,highway,oneway,reversed,length,name,lanes,ref,geometry,maxspeed
514551424,residential,False,False,70.903,,,,"LINESTRING (-90.2773394 14.3852994, -90.2779146 14.3849893)",
198314182,residential,False,True,51.522,"11 Calle, Zona 1",,,"LINESTRING (-90.2843267 14.3837913, -90.2839153 14.3835549)",
406449860,primary,True,False,135.137,"0 Avenida, Zona 1",2,RD SRO-03,"LINESTRING (-90.2843267 14.3837913, -90.28498 14.382994, -90.2850928 14.3828296)",
406449896,residential,False,False,155.06,,,,"LINESTRING (-90.2779146 14.3849893, -90.2791914 14.3856335)",
514551424,residential,False,True,70.903,,,,"LINESTRING (-90.2779146 14.3849893, -90.2773394 14.3852994)",
514551424,residential,False,False,156.858,,,,"LINESTRING (-90.2779146 14.3849893, -90.2780552 14.3848909, -90.2789808 14.3840305)",
198314175,residential,False,False,56.528,"3a Avenida, Zona 1",2,,"LINESTRING (-90.2844567 14.3790038, -90.2847802 14.3786035)",60
406449900,residential,False,True,110.642,"7a Calle, Zona 1",2,,"LINESTRING (-90.2844567 14.3790038, -90.2853016 14.3795697)",
198314175,residential,False,True,81.327,"3a Avenida, Zona 1",2,,"LINESTRING (-90.2844567 14.3790038, -90.2842637 14.3792584, -90.2840522 14.3796199)",60
198314170,residential,False,False,121.581,"1a Avenida, Zona 1",,,"LINESTRING (-90.2845906 14.3824663, -90.2851928 14.3815415)",
198314170,residential,False,True,141.22,"1a Avenida, Zona 1",,,"LINESTRING (-90.2845906 14.3824663, -90.2839153 14.3835549)",
389976934,residential,False,False,113.708,"10a Calle, Zona 1",,,"LINESTRING (-90.2845906 14.3824663, -90.2837338 14.3818689)",
389976934,residential,False,True,67.512,"10a Calle, Zona 1",,,"LINESTRING (-90.2845906 14.3824663, -90.2846095 14.3824794, -90.2850928 14.3828296)",
406449860,primary,True,False,90.621,"0 Avenida, Zona 1",2,RD SRO-03,"LINESTRING (-90.2837849 14.3844148, -90.2843267 14.3837913)",
