osmid,highway,oneway,reversed,length,name,lanes,ref,maxspeed,geometry
236314299,residential,False,False,96.741,4a Avenida Zona 1,,,,"LINESTRING (-90.4389351 14.4616713, -90.4385224 14.4608985)"
236314299,residential,False,True,91.734,4a Avenida Zona 1,,,,"LINESTRING (-90.4389351 14.4616713, -90.4393202 14.4624072)"
236324042,residential,False,False,94.831,6a Calle Zona 1,,,,"LINESTRING (-90.4389351 14.4616713, -90.438152 14.4620616)"
236324042,residential,False,True,96.388,6a Calle Zona 1,,,,"LINESTRING (-90.4389351 14.4616713, -90.4397245 14.4612625)"
236314297,residential,False,False,93.643,1a Avenida Zona 2,,,,"LINESTRING (-90.438152 14.4620616, -90.4377638 14.461308)"
236314297,residential,False,True,93.904,1a Avenida Zona 2,,,,"LINESTRING (-90.438152 14.4620616, -90.4385629 14.4628065)"
236324042,residential,False,True,94.831,6a Calle Zona 1,,,,"LINESTRING (-90.438152 14.4620616, -90.4389351 14.4616713)"
383790012,residential,False,False,93.495,6a Calle Zona 2,,,,"LINESTRING (-90.438152 14.4620616, -90.4373774 14.4624416)"
383785977,residential,False,False,53.664,2da Avenida Zona 2,,,,"LINESTRING (-90.4373774 14.4624416, -90.4376166 14.462865)"
383790012,residential,False,True,93.495,6a Calle Zona 2,,,,"LINESTRING (-90.4373774 14.4624416, -90.438152 14.4620616)"
236332052,residential,False,False,89.24600000000001,2da Avenida Zona 2,,,,"LINESTRING (-90.4373774 14.4624416, -90.4373194 14.4623238, -90.4372636 14.4622224, -90.4369864 14.4617341)"
383385910,primary,True,False,59.652,2a Avenida,1,RN-2,40,"LINESTRING (-90.4404239 14.4644835, -90.4406556 14.4649708)"
404110746,residential,False,True,95.506,2a Calle A,,,,"LINESTRING (-90.4404239 14.4644835, -90.4396478 14.4648994)"
383792753,primary,False,True,3.974,1a Avenida Zona 3,2,RN-2,70,"LINESTRING (-90.4411935 14.4656554, -90.4412178 14.4656823)"
236326369,primary,True,False,93.995,2a Avenida,,RN-2,,"LINESTRING (-90.4411935 14.4656554, -90.4410646 14.4654727, -90.4408752 14.4652006, -90.4407805 14.4650492, -90.4407215 14.4649449)"
236311431,residential,False,False,42.032,2a Calle Zona 3,,,,"LINESTRING (-90.4402037 14.4651377, -90.4398379 14.4652697)"
236311431,residential,False,True,52.075,2a Calle Zona 3,,,,"LINESTRING (-90.4402037 14.4651377, -90.4406556 14.4649708)"
383785971,residential,False,True,95.346,1a Avenida Zona 2,,,,"LINESTRING (-90.4402037 14.4651377, -90.4405175 14.465873, -90.4405107 14.4659345)"
404121651,residential,False,False,40.29,2a Calle Zona 3,,,,"LINESTRING (-90.4393907 14.4654253, -90.4390432 14.4655597)"
"[236327474, 404135317]",residential,False,"[False, True]",185.983,"['1a Calle Zona 1', '2da Avenida Zona 2']",,,,"LINESTRING (-90.4393907 14.4654253, -90.4397134 14.4662165, -90.4405107 14.4659345)"
404121651,residential,False,True,51.164,2a Calle Zona 3,,,,"LINESTRING (-90.4393907 14.4654253, -90.439444 14.4654066, -90.4398379 14.4652697)"
404135317,residential,False,True,81.134,1a Calle Zona 1,,,,"LINESTRING (-90.4405107 14.4659345, -90.4412178 14.4656823)"
383785971,residential,False,False,95.346,1a Avenida Zona 2,,,,"LINESTRING (-90.4405107 14.4659345, -90.4405175 14.465873, -90.4402037 14.4651377)"
"[236327475, 383785971]",residential,False,True,200.442,"['1a Avenida Zona 2', '2a Calle Zona 3']",,,,"LINESTRING (-90.4405107 14.4659345, -90.4408327 14.4666946, -90.440888 14.4666921, -90.4417843 14.4663651)"
"[236327474, 404135317]",residential,False,"[False, True]",185.983,"['1a Calle Zona 1', '2da Avenida Zona 2']",,,,"LINESTRING (-90.4405107 14.4659345, -90.4397134 14.4662165, -90.4393907 14.4654253)"
"[236327475, 383785971]",residential,False,False,200.442,"['2a Calle Zona 3', '1a Avenida Zona 2']",,,,"LINESTRING (-90.4417843 14.4663651, -90.440888 14.4666921, -90.4408327 14.4666946, -90.4405107 14.4659345)"
383792753,primary,False,False,97.392,1a Avenida Zona 3,2,RN-2,70,"LINESTRING (-90.4417843 14.4663651, -90.4414944 14.4660124, -90.4412178 14.4656823)"
236324041,tertiary,False,False,21.392,7a Calle,,,,"LINESTRING (-90.4368163 14.4618335, -90.4369864 14.4617341)"
1264650930,tertiary,True,False,71.95400000000001,7a Calle,,,,"LINESTRING (-90.4368163 14.4618335, -90.4367523 14.4618363, -90.4366755 14.4618569, -90.4362045 14.4620804)"
828913033,tertiary,False,True,12.786,,,,,"LINESTRING (-90.4357084 14.4622801, -90.4358269 14.4622726)"
236328498,residential,False,False,113.208,,,,,"LINESTRING (-90.4357084 14.4622801, -90.4357252 14.46243, -90.4357539 14.4625448, -90.4358184 14.4627094, -90.4358749 14.4628886, -90.4359337 14.4630544, -90.4359763 14.4631379, -90.4360527 14.463229)"
236328498,residential,False,False,53.446000000000005,,,,,"LINESTRING (-90.4360527 14.463229, -90.4362599 14.4634648, -90.4363085 14.4634933, -90.4363645 14.4634952, -90.4364246 14.4634745)"
236328498,residential,False,True,113.208,,,,,"LINESTRING (-90.4360527 14.463229, -90.4359763 14.4631379, -90.4359337 14.4630544, -90.4358749 14.4628886, -90.4358184 14.4627094, -90.4357539 14.4625448, -90.4357252 14.46243, -90.4357084 14.4622801)"
236329173,residential,False,False,137.475,,,,,"LINESTRING (-90.4360527 14.463229, -90.4363693 14.4630496, -90.4363936 14.4630091, -90.4363875 14.4629531, -90.4360291 14.4622568)"
236328498,residential,False,True,54.306999999999995,,,,,"LINESTRING (-90.4369226 14.4637903, -90.4367075 14.4638982, -90.4366651 14.4639032, -90.4366332 14.4638791, -90.436554 14.4637237)"
236329173,residential,False,True,137.475,,,,,"LINESTRING (-90.4360291 14.4622568, -90.4363875 14.4629531, -90.4363936 14.4630091, -90.4363693 14.4630496, -90.4360527 14.463229)"
1264650929,tertiary,True,False,97.943,7a Calle,,,,"LINESTRING (-90.4360291 14.4622568, -90.4367118 14.4619383, -90.4367797 14.4618843, -90.4368163 14.4618335)"
236317849,residential,False,False,8.947,3a Avenida Zona 2,,,,"LINESTRING (-90.4358272 14.4613906, -90.4357887 14.4613193)"
236317849,residential,False,True,16.196,3a Avenida Zona 2,,,,"LINESTRING (-90.4358272 14.4613906, -90.4358984 14.4615189)"
236329434,residential,False,False,79.16499999999999,,,,,"LINESTRING (-90.4358272 14.4613906, -90.4354038 14.4616143, -90.4352984 14.4616653, -90.4352642 14.4616704, -90.4352325 14.4616755, -90.4351719 14.4617061)"
236329434,residential,False,True,79.16499999999999,,,,,"LINESTRING (-90.4351719 14.4617061, -90.4352325 14.4616755, -90.4352642 14.4616704, -90.4352984 14.4616653, -90.4354038 14.4616143, -90.4358272 14.4613906)"
236317849,residential,False,False,39.992,3a Avenida Zona 2,,,,"LINESTRING (-90.4356572 14.4610961, -90.4354627 14.4607897)"
236317849,residential,False,True,15.035,3a Avenida Zona 2,,,,"LINESTRING (-90.4356572 14.4610961, -90.4357303 14.4612113)"
236330053,residential,False,False,45.445,,,,,"LINESTRING (-90.4356572 14.4610961, -90.4353142 14.4612214, -90.4353274 14.4612469, -90.4353168 14.4612699)"
236330053,residential,False,True,45.445,,,,,"LINESTRING (-90.4353168 14.4612699, -90.4353274 14.4612469, -90.4353142 14.4612214, -90.4356572 14.4610961)"
236317849,residential,False,False,15.035,3a Avenida Zona 2,,,,"LINESTRING (-90.4357303 14.4612113, -90.4356572 14.4610961)"
236317849,residential,False,True,13.556,3a Avenida Zona 2,,,,"LINESTRING (-90.4357303 14.4612113, -90.4357887 14.4613193)"
236330689,residential,False,False,32.064,,,,,"LINESTRING (-90.4357303 14.4612113, -90.4356277 14.4612648, -90.4355434 14.461303, -90.4354931 14.4613211, -90.4354624 14.4613364)"
236330689,residential,False,True,32.064,,,,,"LINESTRING (-90.4354624 14.4613364, -90.4354931 14.4613211, -90.4355434 14.461303, -90.4356277 14.4612648, -90.4357303 14.4612113)"
236316548,residential,False,False,20.517,3a Avenida,,,,"LINESTRING (-90.4382528 14.4583313, -90.4381288 14.4581912)"
236316548,residential,False,True,83.819,3a Avenida,,,,"LINESTRING (-90.4382528 14.4583313, -90.4382815 14.4583637, -90.4383192 14.4587118, -90.4384874 14.4590341)"
"[236429461, 404117238]",residential,False,True,223.558,4a Avenida Zona 1,,,,"LINESTRING (-90.4382528 14.4583313, -90.4380983 14.4586316, -90.4378847 14.4588728, -90.4378879 14.4598426, -90.4379599 14.459991, -90.438109 14.4601616)"
383785974,living_street,False,False,80.553,10a Calle Zona,,,,"LINESTRING (-90.4382528 14.4583313, -90.4385068 14.4582835, -90.4387693 14.4582631, -90.4389952 14.4582705)"
236316548,residential,False,True,91.61,3a Avenida,,,,"LINESTRING (-90.4384874 14.4590341, -90.4388898 14.45976)"
236316548,residential,False,False,83.819,3a Avenida,,,,"LINESTRING (-90.4384874 14.4590341, -90.4383192 14.4587118, -90.4382815 14.4583637, -90.4382528 14.4583313)"
236429381,residential,False,False,48.245000000000005,9a Calle Zona 1,,,,"LINESTRING (-90.4384874 14.4590341, -90.4387921 14.4588739, -90.4388813 14.4588273)"
383385909,primary,False,False,6.347,2a Avenida Zona 1,2,RN-2,40,"LINESTRING (-90.4401782 14.4583136, -90.440197 14.4582595)"
383385909,primary,False,True,8.321,2a Avenida Zona 1,2,RN-2,40,"LINESTRING (-90.4401782 14.4583136, -90.4401554 14.4583851)"
236429381,residential,False,True,120.871,9a Calle Zona 1,,,,"LINESTRING (-90.4401782 14.4583136, -90.4400656 14.4582868, -90.4399999 14.4582894, -90.4399002 14.4583123, -90.439811 14.4583656, -90.4396456 14.4584775, -90.4393385 14.458602, -90.4391606 14.4586881)"
383385909,primary,False,True,6.347,2a Avenida Zona 1,2,RN-2,40,"LINESTRING (-90.440197 14.4582595, -90.4401782 14.4583136)"
383785974,living_street,False,True,130.545,10a Calle Zona,,,,"LINESTRING (-90.440197 14.4582595, -90.440079 14.4582326, -90.4399636 14.4582148, -90.4397273 14.4581996, -90.4394491 14.4582148, -90.4390816 14.4582733, -90.4389952 14.4582705)"
236429497,living_street,False,True,49.733,,,,,"LINESTRING (-90.4389952 14.4582705, -90.4391606 14.4586881)"
383785974,living_street,False,False,130.545,10a Calle Zona,,,,"LINESTRING (-90.4389952 14.4582705, -90.4390816 14.4582733, -90.4394491 14.4582148, -90.4397273 14.4581996, -90.4399636 14.4582148, -90.440079 14.4582326, -90.440197 14.4582595)"
383785974,living_street,False,True,80.553,10a Calle Zona,,,,"LINESTRING (-90.4389952 14.4582705, -90.4387693 14.4582631, -90.4385068 14.4582835, -90.4382528 14.4583313)"
236429497,living_street,False,False,49.733,,,,,"LINESTRING (-90.4391606 14.4586881, -90.4389952 14.4582705)"
236429381,residential,False,False,120.871,9a Calle Zona 1,,,,"LINESTRING (-90.4391606 14.4586881, -90.4393385 14.458602, -90.4396456 14.4584775, -90.439811 14.4583656, -90.4399002 14.4583123, -90.4399999 14.4582894, -90.4400656 14.4582868, -90.4401782 14.4583136)"
236429381,residential,False,True,33.828,9a Calle Zona 1,,,,"LINESTRING (-90.4391606 14.4586881, -90.438971 14.4587799, -90.4388813 14.4588273)"
236429512,living_street,False,True,48.902,,,,,"LINESTRING (-90.4386814 14.4584324, -90.4388813 14.4588273)"
236429512,living_street,False,False,48.902,,,,,"LINESTRING (-90.4388813 14.4588273, -90.4386814 14.4584324)"
236429381,residential,False,False,33.828,9a Calle Zona 1,,,,"LINESTRING (-90.4388813 14.4588273, -90.438971 14.4587799, -90.4391606 14.4586881)"
236429381,residential,False,True,48.245000000000005,9a Calle Zona 1,,,,"LINESTRING (-90.4388813 14.4588273, -90.4387921 14.4588739, -90.4384874 14.4590341)"
236431571,living_street,False,False,65.437,1a Avenida Zona 2,,,,"LINESTRING (-90.4373639 14.4605668, -90.437097 14.4600381)"
236431571,living_street,False,True,92.988,1a Avenida Zona 2,,,,"LINESTRING (-90.4373639 14.4605668, -90.4377638 14.461308)"
271478621,residential,False,True,92.013,8a Calle Zona 1,,,,"LINESTRING (-90.4373639 14.4605668, -90.438109 14.4601616)"
236314297,residential,False,True,93.643,1a Avenida Zona 2,,,,"LINESTRING (-90.4377638 14.461308, -90.438152 14.4620616)"
236324041,tertiary,False,True,96.184,7a Calle,,,,"LINESTRING (-90.4377638 14.461308, -90.4369864 14.4617341)"
236431571,living_street,False,False,92.988,1a Avenida Zona 2,,,,"LINESTRING (-90.4377638 14.461308, -90.4373639 14.4605668)"
236324041,tertiary,False,False,93.549,7a Calle,,,,"LINESTRING (-90.4377638 14.461308, -90.4381145 14.4611063, -90.4382955 14.4610116, -90.4385224 14.4608985)"
236431690,residential,False,False,96.22,8a Calle Zona 1,,,,"LINESTRING (-90.4396999 14.4593947, -90.4388898 14.45976)"
383385909,primary,False,False,28.364,2a Avenida Zona 1,2,RN-2,40,"LINESTRING (-90.4396999 14.4593947, -90.4398043 14.4591605)"
383385909,primary,False,True,96.949,2a Avenida Zona 1,2,RN-2,40,"LINESTRING (-90.4396999 14.4593947, -90.4396805 14.4595211, -90.4396838 14.4596656, -90.4397277 14.4599156, -90.4397797 14.4601086, -90.4398243 14.4602486)"
236316548,residential,False,False,91.61,3a Avenida,,,,"LINESTRING (-90.4388898 14.45976, -90.4384874 14.4590341)"
236316548,residential,False,True,4.502,3a Avenida,,,,"LINESTRING (-90.4388898 14.45976, -90.4389099 14.4597955)"
236431690,residential,False,True,96.22,8a Calle Zona 1,,,,"LINESTRING (-90.4388898 14.45976, -90.4396999 14.4593947)"
383385909,primary,False,False,8.321,2a Avenida Zona 1,2,RN-2,40,"LINESTRING (-90.4401554 14.4583851, -90.4401782 14.4583136)"
383385909,primary,False,True,94.144,2a Avenida Zona 1,2,RN-2,40,"LINESTRING (-90.4401554 14.4583851, -90.4398043 14.4591605)"
236454725,residential,False,False,135.78900000000002,,,,,"LINESTRING (-90.4401554 14.4583851, -90.4402248 14.4585651, -90.440272 14.4587311, -90.4403134 14.4589333, -90.4403134 14.4590211, -90.4402642 14.4590993, -90.440209 14.4591451, -90.4401282 14.4591737, -90.4399675 14.4591915, -90.4398043 14.4591605)"
383385909,primary,False,False,94.144,2a Avenida Zona 1,2,RN-2,40,"LINESTRING (-90.4398043 14.4591605, -90.4401554 14.4583851)"
236454725,residential,False,True,135.789,,,,,"LINESTRING (-90.4398043 14.4591605, -90.4399675 14.4591915, -90.4401282 14.4591737, -90.440209 14.4591451, -90.4402642 14.4590993, -90.4403134 14.4590211, -90.4403134 14.4589333, -90.440272 14.4587311, -90.4402248 14.4585651, -90.4401554 14.4583851)"
383385909,primary,False,True,28.364,2a Avenida Zona 1,2,RN-2,40,"LINESTRING (-90.4398043 14.4591605, -90.4396999 14.4593947)"
383785973,residential,False,False,117.413,1a Avenida Zona 1,,,,"LINESTRING (-90.4402113 14.462002, -90.4402184 14.4630579)"
236454724,residential,False,False,43.641000000000005,5a Calle Zona 1,,,,"LINESTRING (-90.4402113 14.462002, -90.4401297 14.4619966, -90.4398331 14.4621217)"
383785973,residential,False,True,114.484,1a Avenida Zona 1,,,,"LINESTRING (-90.4402113 14.462002, -90.4402109 14.4619431, -90.44033 14.4609793)"
383385909,primary,False,False,49.385,2a Avenida Zona 1,2,RN-2,40,"LINESTRING (-90.4398331 14.4621217, -90.4399194 14.4616855)"
383385909,primary,False,True,5.387,2a Avenida Zona 1,2,RN-2,40,"LINESTRING (-90.4398331 14.4621217, -90.4398256 14.4621696)"
236454724,residential,False,True,43.641000000000005,5a Calle Zona 1,,,,"LINESTRING (-90.4398331 14.4621217, -90.4401297 14.4619966, -90.4402113 14.462002)"
