osmid,lanes,highway,oneway,reversed,length,geometry,ref,junction
203414639,2,residential,False,False,70.208,"LINESTRING (127.5356633 39.9124738, 127.535023 39.9128706)",,
170652647,2,residential,False,True,449.513,"LINESTRING (127.5356633 39.9124738, 127.5358657 39.9126583, 127.5366279 39.9133531, 127.537057 39.9137443, 127.5373021 39.9139684, 127.5380931 39.9146915, 127.5385056 39.9150687, 127.5390539 39.9155688)",,
86296589,4,trunk,False,False,220.39600000000002,"LINESTRING (127.5341001 39.9184767, 127.5344065 39.9187779, 127.5356709 39.9200506)",AH6,
203414641,4,tertiary,False,True,162.413,"LINESTRING (127.5341001 39.9184767, 127.5342327 39.9184011, 127.5356108 39.9175874)",,
903975673,4,residential,False,False,135.603,"LINESTRING (127.5341001 39.9184767, 127.534018 39.9185224, 127.533911 39.9185808, 127.5328048 39.919184)",,
203414641,4,tertiary,False,False,213.711,"LINESTRING (127.5390539 39.9155688, 127.5370593 39.9167322)",,
170652647,2,residential,False,False,449.513,"LINESTRING (127.5390539 39.9155688, 127.5385056 39.9150687, 127.5380931 39.9146915, 127.5373021 39.9139684, 127.537057 39.9137443, 127.5366279 39.9133531, 127.5358657 39.9126583, 127.5356633 39.9124738)",,
170652647,2,residential,False,True,535.398,"LINESTRING (127.5390539 39.9155688, 127.5398795 39.9164341, 127.5399635 39.9165161, 127.5405963 39.9171421, 127.5411308 39.9176808, 127.5418552 39.9185384, 127.542608 39.9195301)",,
203414641,4,tertiary,False,True,283.712,"LINESTRING (127.5390539 39.9155688, 127.5391846 39.9154965, 127.5416958 39.9140184)",,
88542206,,residential,False,True,80.463,"LINESTRING (127.5342385 39.9133947, 127.5334255 39.9130276)",,
203414639,2,residential,False,False,46.767,"LINESTRING (127.5342385 39.9133947, 127.5338395 39.9136832)",,
203414639,2,residential,False,True,88.72999999999999,"LINESTRING (127.5342385 39.9133947, 127.5348809 39.9129655, 127.535023 39.9128706)",,
203414639,2,residential,False,True,70.208,"LINESTRING (127.535023 39.9128706, 127.5356633 39.9124738)",,
203414639,2,residential,False,False,88.72999999999999,"LINESTRING (127.535023 39.9128706, 127.5348809 39.9129655, 127.5342385 39.9133947)",,
86296589,4,trunk,False,True,220.39600000000002,"LINESTRING (127.5356709 39.9200506, 127.5344065 39.9187779, 127.5341001 39.9184767)",AH6,
525641615,,residential,False,True,180.28300000000002,"LINESTRING (127.5356709 39.9200506, 127.5358198 39.9199673, 127.5373784 39.9190947)",,
170652647,2,residential,False,False,535.398,"LINESTRING (127.542608 39.9195301, 127.5418552 39.9185384, 127.5411308 39.9176808, 127.5405963 39.9171421, 127.5399635 39.9165161, 127.5398795 39.9164341, 127.5390539 39.9155688)",,
170831111,,residential,False,False,112.588,"LINESTRING (127.5377084 39.9132436, 127.5387632 39.9126348)",,
170831111,,residential,False,True,112.588,"LINESTRING (127.5387632 39.9126348, 127.5377084 39.9132436)",,
170831143,,residential,False,True,53.149,"LINESTRING (127.5387632 39.9126348, 127.5391325 39.9130198)",,
170831132,,residential,False,False,7.065,"LINESTRING (127.5410091 39.9133346, 127.5410749 39.913296)",,
170831132,,residential,False,True,108.4,"LINESTRING (127.5410091 39.9133346, 127.5400001 39.9139274)",,
170831121,,residential,False,False,95.977,"LINESTRING (127.5410091 39.9133346, 127.5414433 39.913767, 127.5416958 39.9140184)",,
170831144,,residential,False,False,82.881,"LINESTRING (127.5412137 39.9121555, 127.5404417 39.9126082)",,
170831138,,residential,False,False,93.625,"LINESTRING (127.5404417 39.9126082, 127.5410749 39.913296)",,
170831138,,residential,False,True,32.164,"LINESTRING (127.5404417 39.9126082, 127.5402137 39.9123778)",,
170831144,,residential,False,True,82.881,"LINESTRING (127.5404417 39.9126082, 127.5412137 39.9121555)",,
170831132,,residential,False,False,107.574,"LINESTRING (127.5389988 39.9145157, 127.5400001 39.9139274)",,
170831132,,residential,False,False,108.4,"LINESTRING (127.5400001 39.9139274, 127.5410091 39.9133346)",,
170831132,,residential,False,True,107.574,"LINESTRING (127.5400001 39.9139274, 127.5389988 39.9145157)",,
170831143,,residential,False,False,91.324,"LINESTRING (127.5400001 39.9139274, 127.5393669 39.9132651)",,
170831114,,residential,False,True,116.618,"LINESTRING (127.5391325 39.9130198, 127.5402137 39.9123778)",,
170831143,,residential,False,False,53.149,"LINESTRING (127.5391325 39.9130198, 127.5387632 39.9126348)",,
170831143,,residential,False,True,33.818,"LINESTRING (127.5391325 39.9130198, 127.5392129 39.913104, 127.5393669 39.9132651)",,
170831132,,residential,False,True,56.373,"LINESTRING (127.5415996 39.9129877, 127.5410749 39.913296)",,
170831114,,residential,False,False,116.618,"LINESTRING (127.5402137 39.9123778, 127.5391325 39.9130198)",,
170831138,,residential,False,False,32.164,"LINESTRING (127.5402137 39.9123778, 127.5404417 39.9126082)",,
170831132,,residential,False,False,56.373,"LINESTRING (127.5410749 39.913296, 127.5415996 39.9129877)",,
170831132,,residential,False,True,7.065,"LINESTRING (127.5410749 39.913296, 127.5410091 39.9133346)",,
170831138,,residential,False,True,93.625,"LINESTRING (127.5410749 39.913296, 127.5404417 39.9126082)",,
939058550,3,tertiary,True,False,3.335,"LINESTRING (127.5429123 39.9131621, 127.5429514 39.9131615)",,roundabout
901400549,3,tertiary,True,False,16.965,"LINESTRING (127.5430894 39.9133304, 127.5430713 39.9133575, 127.5430451 39.9133806, 127.5430126 39.9133981, 127.5429755 39.9134091, 127.542936 39.9134129)",,roundabout
203414641,4,tertiary,False,False,119.371,"LINESTRING (127.542802 39.9133607, 127.5416958 39.9140184)",,
901400550,3,tertiary,True,False,14.488,"LINESTRING (127.542802 39.9133607, 127.5427835 39.9133354, 127.5427731 39.9133075, 127.5427712 39.9132785, 127.5427781 39.9132356)",,roundabout
203414637,3,tertiary,True,False,14.479,"LINESTRING (127.5427781 39.9132356, 127.5427978 39.9132177, 127.5428285 39.913191, 127.5428677 39.913172, 127.5429123 39.9131621)",,roundabout
901400549,3,tertiary,True,False,13.312999999999999,"LINESTRING (127.542936 39.9134129, 127.5429049 39.9134108, 127.542875 39.9134042, 127.5428472 39.9133934, 127.5428233 39.9133801, 127.542802 39.9133607)",,roundabout
524572439,,residential,False,False,78.923,"LINESTRING (127.5333241 39.9197715, 127.5328048 39.919184)",,
169788248,2,residential,False,True,120.226,"LINESTRING (127.5333241 39.9197715, 127.5342509 39.9192511, 127.5344645 39.9191359)",,
524572439,,residential,False,True,78.923,"LINESTRING (127.5328048 39.919184, 127.5333241 39.9197715)",,
903975673,4,residential,False,True,135.603,"LINESTRING (127.5328048 39.919184, 127.533911 39.9185808, 127.534018 39.9185224, 127.5341001 39.9184767)",,
88542206,,residential,False,False,80.463,"LINESTRING (127.5334255 39.9130276, 127.5342385 39.9133947)",,
203414641,4,tertiary,False,True,119.371,"LINESTRING (127.5416958 39.9140184, 127.542802 39.9133607)",,
170831121,,residential,False,True,95.977,"LINESTRING (127.5416958 39.9140184, 127.5414433 39.913767, 127.5410091 39.9133346)",,
