osmid,oneway,lanes,name,highway,reversed,length,geometry,ref
170299573,False,2,Julia Miranda Cueto de Estigarribia,residential,True,150.303,"LINESTRING (-56.1513248 -27.2220642, -56.1526439 -27.2213925)",
170299573,False,2,Julia Miranda Cueto de Estigarribia,residential,False,147.243,"LINESTRING (-56.1513248 -27.2220642, -56.1509657 -27.2222762, -56.1500507 -27.2227487)",
170299575,False,2,Presidente Manuel Franco,residential,False,144.558,"LINESTRING (-56.1513248 -27.2220642, -56.1511064 -27.2217264, -56.1508994 -27.2214099, -56.1505737 -27.2209491)",
170299575,False,2,Presidente Manuel Franco,residential,True,148.241,"LINESTRING (-56.1513248 -27.2220642, -56.152098 -27.2231803, -56.1521107 -27.2231995)",
170299559,False,2,,residential,True,118.43,"LINESTRING (-56.1429483 -27.2206331, -56.1435643 -27.2215465)",
221357411,False,2,Boquerón,residential,True,139.36,"LINESTRING (-56.1429483 -27.2206331, -56.1441606 -27.2199939)",
221357411,False,2,Boquerón,residential,False,139.36,"LINESTRING (-56.1441606 -27.2199939, -56.1429483 -27.2206331)",
347806574,False,2,Libertad,residential,False,108.554,"LINESTRING (-56.1441606 -27.2199939, -56.1435995 -27.2191548)",
221357411,False,2,Boquerón,residential,True,203.884,"LINESTRING (-56.1441606 -27.2199939, -56.1445901 -27.2197747, -56.144666 -27.2197359, -56.1451879 -27.2194502, -56.1456058 -27.2192364, -56.145933 -27.2190574)",
347806574,False,2,Libertad,residential,True,121.592,"LINESTRING (-56.1441606 -27.2199939, -56.1445222 -27.2205681, -56.1447614 -27.220948)",
221357626,False,2,14 de Mayo,residential,False,135.795,"LINESTRING (-56.1447614 -27.220948, -56.1435643 -27.2215465)",
221357626,False,2,14 de Mayo,residential,True,206.029,"LINESTRING (-56.1447614 -27.220948, -56.1465451 -27.2199903)",
347806574,False,2,Libertad,residential,False,121.592,"LINESTRING (-56.1447614 -27.220948, -56.1445222 -27.2205681, -56.1441606 -27.2199939)",
347806574,False,2,Libertad,residential,True,293.869,"LINESTRING (-56.1447614 -27.220948, -56.1450219 -27.2214527, -56.1450957 -27.2215696, -56.1456783 -27.2224065, -56.1457719 -27.2225529, -56.1462172 -27.2232489)",
170299586,False,2,mariscal Jose Felix Estigarribia,residential,True,146.835,"LINESTRING (-56.1492998 -27.2216277, -56.1505737 -27.2209491)",
221357410,False,2,Bernardino Caballero,residential,True,145.087,"LINESTRING (-56.1492998 -27.2216277, -56.1500507 -27.2227487)",
170299586,False,2,mariscal Jose Felix Estigarribia,residential,False,145.105,"LINESTRING (-56.1492998 -27.2216277, -56.1490244 -27.2217638, -56.1489638 -27.221799, -56.1480176 -27.2222621)",
221357410,False,2,Bernardino Caballero,residential,False,227.984,"LINESTRING (-56.1492998 -27.2216277, -56.1481616 -27.2199012, -56.1481356 -27.219858)",
170299586,False,2,mariscal Jose Felix Estigarribia,residential,False,209.121,"LINESTRING (-56.1480176 -27.2222621, -56.1462172 -27.2232489)",
170299561,False,2,Vicente Ignacio Iturbe,residential,False,291.592,"LINESTRING (-56.1480176 -27.2222621, -56.1468948 -27.2205253, -56.1468811 -27.220508, -56.1468482 -27.2204503, -56.1465838 -27.2200504, -56.1465451 -27.2199903)",
170299561,False,2,Vicente Ignacio Iturbe,residential,True,151.34199999999998,"LINESTRING (-56.1480176 -27.2222621, -56.1484039 -27.2228166, -56.1488046 -27.2234293)",
170299586,False,2,mariscal Jose Felix Estigarribia,residential,True,145.105,"LINESTRING (-56.1480176 -27.2222621, -56.1489638 -27.221799, -56.1490244 -27.2217638, -56.1492998 -27.2216277)",
221357626,False,2,14 de Mayo,residential,False,206.029,"LINESTRING (-56.1465451 -27.2199903, -56.1447614 -27.220948)",
170299561,False,2,Vicente Ignacio Iturbe,residential,False,120.10199999999999,"LINESTRING (-56.1465451 -27.2199903, -56.146466 -27.2198715, -56.1463969 -27.2197644, -56.1460722 -27.2192657, -56.145933 -27.2190574)",
170299561,False,2,Vicente Ignacio Iturbe,residential,True,291.592,"LINESTRING (-56.1465451 -27.2199903, -56.1465838 -27.2200504, -56.1468482 -27.2204503, -56.1468811 -27.220508, -56.1468948 -27.2205253, -56.1480176 -27.2222621)",
170299585,False,2,Asunción,residential,False,147.239,"LINESTRING (-56.1521107 -27.2231995, -56.15083 -27.2238751)",
170299575,False,2,Presidente Manuel Franco,residential,False,148.241,"LINESTRING (-56.1521107 -27.2231995, -56.152098 -27.2231803, -56.1513248 -27.2220642)",
170299575,False,2,Presidente Manuel Franco,residential,True,122.263,"LINESTRING (-56.1521107 -27.2231995, -56.1526366 -27.2239826, -56.1527115 -27.224094, -56.1527447 -27.2241435)",
170299573,False,2,Julia Miranda Cueto de Estigarribia,residential,False,144.598,"LINESTRING (-56.1500507 -27.2227487, -56.1488046 -27.2234293)",
221357410,False,2,Bernardino Caballero,residential,False,145.087,"LINESTRING (-56.1500507 -27.2227487, -56.1492998 -27.2216277)",
170299573,False,2,Julia Miranda Cueto de Estigarribia,residential,True,147.243,"LINESTRING (-56.1500507 -27.2227487, -56.1509657 -27.2222762, -56.1513248 -27.2220642)",
221357410,False,2,Bernardino Caballero,residential,True,147.063,"LINESTRING (-56.1500507 -27.2227487, -56.1506306 -27.2235751, -56.1506529 -27.2236087, -56.1508126 -27.223849, -56.15083 -27.2238751)",
170299586,False,2,mariscal Jose Felix Estigarribia,residential,False,175.558,"LINESTRING (-56.1462172 -27.2232489, -56.1446863 -27.2240486)",
170299586,False,2,mariscal Jose Felix Estigarribia,residential,True,209.121,"LINESTRING (-56.1462172 -27.2232489, -56.1480176 -27.2222621)",
347806574,False,2,Libertad,residential,False,293.869,"LINESTRING (-56.1462172 -27.2232489, -56.1457719 -27.2225529, -56.1456783 -27.2224065, -56.1450957 -27.2215696, -56.1450219 -27.2214527, -56.1447614 -27.220948)",
347806574,False,2,Libertad,residential,True,145.92000000000002,"LINESTRING (-56.1462172 -27.2232489, -56.1463288 -27.2234234, -56.1465782 -27.2238131, -56.1466239 -27.2238845, -56.146947 -27.2243895)",
221357408,False,2,Bernardino Caballero,residential,True,88.992,"LINESTRING (-56.1460596 -27.2165783, -56.1464985 -27.217277)",
