osmid,oneway,lanes,highway,reversed,length,maxspeed,geometry
35837289,False,2,residential,False,120.066,,"LINESTRING (-54.7234448 -26.3557207, -54.7225662 -26.3564597)"
35837289,False,2,residential,True,116.913,,"LINESTRING (-54.7234448 -26.3557207, -54.7242927 -26.3549939)"
261760079,False,2,tertiary,False,119.827,,"LINESTRING (-54.7234448 -26.3557207, -54.7226164 -26.3549395)"
261760079,False,2,tertiary,True,116.484,,"LINESTRING (-54.7234448 -26.3557207, -54.7242501 -26.3564801)"
261758612,False,2,residential,True,120.776,,"LINESTRING (-54.7226908 -26.3518853, -54.7218497 -26.3511032)"
261758628,False,2,residential,False,119.516,,"LINESTRING (-54.7226908 -26.3518853, -54.7218276 -26.3526316)"
261758628,False,2,residential,True,120.907,,"LINESTRING (-54.7226908 -26.3518853, -54.7235623 -26.3511287)"
261760435,False,2,residential,True,116.588,,"LINESTRING (-54.7226908 -26.3518853, -54.7235026 -26.3526404)"
261753899,False,2,unclassified,True,123.069,,"LINESTRING (-54.7209623 -26.3533798, -54.7201001 -26.3525873)"
261758615,False,2,residential,False,121.324,40,"LINESTRING (-54.7209623 -26.3533798, -54.7200825 -26.3541341)"
261758628,False,2,residential,True,119.813,,"LINESTRING (-54.7209623 -26.3533798, -54.7218276 -26.3526316)"
261760079,False,2,tertiary,True,119.403,,"LINESTRING (-54.7209623 -26.3533798, -54.7217878 -26.3541582)"
35837285,False,2,residential,False,118.334,,"LINESTRING (-54.7261095 -26.350436, -54.725248 -26.3511685)"
261758589,False,2,residential,True,121.312,,"LINESTRING (-54.7261095 -26.350436, -54.7252799 -26.3496375)"
35837287,False,2,residential,False,120.032,,"LINESTRING (-54.7261009 -26.3519636, -54.7252206 -26.3527005)"
35837288,False,2,residential,True,122.632,,"LINESTRING (-54.7261009 -26.3519636, -54.725248 -26.3511685)"
35837289,False,2,residential,False,124.887,,"LINESTRING (-54.7251984 -26.3542175, -54.7242927 -26.3549939)"
35837289,False,2,residential,True,116.305,,"LINESTRING (-54.7251984 -26.3542175, -54.7260419 -26.3534945)"
261760435,False,2,residential,False,121.772,,"LINESTRING (-54.7251984 -26.3542175, -54.7243504 -26.3534289)"
261760435,False,2,residential,True,117.164,,"LINESTRING (-54.7251984 -26.3542175, -54.7260145 -26.3549761)"
261760434,False,2,residential,True,121.982,,"LINESTRING (-54.7260145 -26.3549761, -54.7251326 -26.355737)"
261760435,False,2,residential,False,117.164,,"LINESTRING (-54.7260145 -26.3549761, -54.7251984 -26.3542175)"
261758590,False,2,residential,False,120.785,,"LINESTRING (-54.7175811 -26.3517858, -54.7184484 -26.3510269)"
261758590,False,2,residential,True,126.453,,"LINESTRING (-54.7175811 -26.3517858, -54.7166563 -26.3525646)"
261760080,False,2,residential,False,119.89,,"LINESTRING (-54.7175811 -26.3517858, -54.7183928 -26.3525817)"
261760080,False,2,residential,True,124.158,,"LINESTRING (-54.7175811 -26.3517858, -54.7167314 -26.3509691)"
261753899,False,2,unclassified,False,122.882,,"LINESTRING (-54.7175955 -26.3502287, -54.7184484 -26.3510269)"
261753899,False,2,unclassified,True,112.91,,"LINESTRING (-54.7175955 -26.3502287, -54.7168119 -26.3494952)"
261758586,False,2,residential,False,119.127,,"LINESTRING (-54.7175955 -26.3502287, -54.7167314 -26.3509691)"
261758586,False,2,residential,True,118.355,,"LINESTRING (-54.7175955 -26.3502287, -54.718454 -26.3494931)"
261758586,False,2,residential,True,119.127,,"LINESTRING (-54.7167314 -26.3509691, -54.7175955 -26.3502287)"
261760080,False,2,residential,False,124.158,,"LINESTRING (-54.7167314 -26.3509691, -54.7175811 -26.3517858)"
261758615,False,2,residential,False,116.421,40,"LINESTRING (-54.717461 -26.3563816, -54.716609 -26.3570981)"
261758615,False,2,residential,True,5.405,40,"LINESTRING (-54.717461 -26.3563816, -54.7175002 -26.356348)"
35837287,False,2,residential,False,121.306,,"LINESTRING (-54.7226164 -26.3549395, -54.721742 -26.3556986)"
35837287,False,2,residential,True,119.094,,"LINESTRING (-54.7226164 -26.3549395, -54.7234734 -26.3541929)"
261760079,False,2,tertiary,False,119.849,,"LINESTRING (-54.7226164 -26.3549395, -54.7217878 -26.3541582)"
261760079,False,2,tertiary,True,119.827,,"LINESTRING (-54.7226164 -26.3549395, -54.7234448 -26.3557207)"
261758606,False,2,residential,False,121.706,,"LINESTRING (-54.7251326 -26.355737, -54.7260017 -26.3565061)"
261758606,False,2,residential,True,117.604,,"LINESTRING (-54.7251326 -26.355737, -54.7242927 -26.3549939)"
261760434,False,2,residential,False,121.982,,"LINESTRING (-54.7251326 -26.355737, -54.7260145 -26.3549761)"
261760434,False,2,residential,True,120.661,,"LINESTRING (-54.7251326 -26.355737, -54.7242501 -26.3564801)"
261758602,False,2,residential,False,124.541,,"LINESTRING (-54.7250854 -26.3572679, -54.7260017 -26.3565061)"
261760079,False,2,tertiary,False,120.831,,"LINESTRING (-54.7250854 -26.3572679, -54.7242501 -26.3564801)"
261758602,False,2,residential,True,124.541,,"LINESTRING (-54.7260017 -26.3565061, -54.7250854 -26.3572679)"
261758606,False,2,residential,True,121.706,,"LINESTRING (-54.7260017 -26.3565061, -54.7251326 -26.355737)"
35837287,False,2,residential,False,115.648,,"LINESTRING (-54.7200252 -26.3571892, -54.7191991 -26.3579198)"
35837287,False,2,residential,True,121.008,,"LINESTRING (-54.7200252 -26.3571892, -54.7208974 -26.3564319)"
261759912,False,2,residential,True,118.352,,"LINESTRING (-54.7200252 -26.3571892, -54.7192083 -26.3564165)"
261753899,False,2,unclassified,False,112.91,,"LINESTRING (-54.7168119 -26.3494952, -54.7175955 -26.3502287)"
261758615,False,2,residential,True,116.421,40,"LINESTRING (-54.716609 -26.3570981, -54.717461 -26.3563816)"
261759910,False,2,residential,True,123.114,,"LINESTRING (-54.716609 -26.3570981, -54.7174824 -26.3578813)"
35837285,False,2,residential,True,118.792,,"LINESTRING (-54.7174824 -26.3578813, -54.7183622 -26.3571603)"
261759910,False,2,residential,False,123.114,,"LINESTRING (-54.7174824 -26.3578813, -54.716609 -26.3570981)"
