osmid,oneway,lanes,name,highway,reversed,length,ref,geometry,bridge
267188567,True,2,Iturbe,residential,False,95.399,,"LINESTRING (-57.0435973 -25.4609084, -57.043456 -25.4617568)",
1112417044,False,2,Avenida Rogelio R. Benítez,primary,False,122.02000000000001,D010,"LINESTRING (-57.0435973 -25.4609084, -57.043387 -25.4611423, -57.0430375 -25.4614516, -57.0427301 -25.4616717)",
267188567,True,2,Iturbe,residential,False,118.331,,"LINESTRING (-57.0429769 -25.4643491, -57.0427934 -25.4654003)",
280464059,True,2,Mariscal Estigarribia,tertiary,False,144.446,,"LINESTRING (-57.0429769 -25.4643491, -57.0444008 -25.4645356)",
267186632,False,2,Maestro Fermín López,residential,True,15.213,,"LINESTRING (-57.0395213 -25.4649539, -57.0393729 -25.4649262)",
1115104254,False,2,Avenida Rogelio R. Benítez,primary,True,89.753,D010,"LINESTRING (-57.0395213 -25.4649539, -57.0393968 -25.4657532)",
1112417043,False,2,Avenida Rogelio R. Benítez,primary,True,119.435,D010,"LINESTRING (-57.0395213 -25.4649539, -57.0396252 -25.4645902, -57.0397314 -25.4642981, -57.0399224 -25.4639471)",
267186648,False,2,R.I. 8 Piribebuy,residential,False,116.861,,"LINESTRING (-57.0411637 -25.4651744, -57.0413321 -25.4641345)",
267186648,False,2,R.I. 8 Piribebuy,residential,True,91.455,,"LINESTRING (-57.0411637 -25.4651744, -57.0410082 -25.4659848)",
1026870303,True,2,Maestro Fermín López,tertiary,False,105.344,,"LINESTRING (-57.0411637 -25.4651744, -57.0401251 -25.4650393)",
267186648,False,2,R.I. 8 Piribebuy,residential,True,116.861,,"LINESTRING (-57.0413321 -25.4641345, -57.0411637 -25.4651744)",
267186657,False,2,R.I. 8 Piribebuy,residential,False,146.196,,"LINESTRING (-57.0413321 -25.4641345, -57.0415306 -25.462832)",
267186662,True,2,Mariscal Estigarribia,tertiary,False,99.914,,"LINESTRING (-57.0413321 -25.4641345, -57.0423171 -25.464263)",
176278414,False,2,Avenida Rogelio R. Benítez,primary,True,81.513,D010,"LINESTRING (-57.0399224 -25.4639471, -57.0404256 -25.4633718)",
267186668,False,2,Mariscal Estigarribia,residential,True,31.982,,"LINESTRING (-57.0399224 -25.4639471, -57.0396074 -25.4639042)",
1115104258,True,2,Mariscal Estigarribia,tertiary,False,39.921,,"LINESTRING (-57.0399224 -25.4639471, -57.0403158 -25.4639994)",
