osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction,bridge,maxspeed,tunnel
27065037,2,L 1001,Bismarckstraße,secondary,False,True,132.974,"LINESTRING (9.9025127 49.4827603, 9.9023979 49.4828227, 9.9022704 49.482871, 9.9017781 49.4830181, 9.900844 49.4832529)",,,,
29259859,,,,secondary,True,False,20.053,"LINESTRING (9.9025127 49.4827603, 9.9024783 49.482732, 9.9024582 49.4826984, 9.9024544 49.4826624, 9.9024671 49.4826273, 9.9024953 49.4825962)",roundabout,,,
145016825,,K 2858,Friedrichstraße,tertiary,False,False,23.69,"LINESTRING (9.8998476 49.4798311, 9.8996243 49.4797594, 9.8995586 49.4797311)",,,,
237498625,,,Bahnhofstraße,residential,False,True,110.65599999999999,"LINESTRING (9.8998476 49.4798311, 9.9000789 49.479734, 9.9012624 49.4794602)",,,,
709356874,,K 2858,Friedrichstraße,tertiary,False,True,188.67000000000002,"LINESTRING (9.8998476 49.4798311, 9.9000536 49.479919, 9.9002583 49.4800382, 9.9005971 49.4803006, 9.9006384 49.4803417, 9.9008389 49.4805411, 9.9010413 49.4807514, 9.9014494 49.4811518)",,,,
145016825,,K 2858,Friedrichstraße,tertiary,False,True,22.832,"LINESTRING (9.8993026 49.4796108, 9.8993978 49.4796585, 9.8995586 49.4797311)",,,,
202426824,,,,tertiary,True,False,15.844,"LINESTRING (9.8993026 49.4796108, 9.8992757 49.4796212, 9.8992452 49.4796258, 9.899214 49.4796241, 9.8991851 49.4796163, 9.8991612 49.4796031, 9.8991447 49.4795858, 9.8991371 49.479566)",roundabout,,,
26422787,,,Karl-Ludwig-Straße,residential,False,False,146.497,"LINESTRING (9.8987514 49.4796093, 9.8981016 49.4783613)",,,,
28023036,,,Hauptstraße,residential,False,False,28.278,"LINESTRING (9.8987514 49.4796093, 9.8991371 49.479566)",,,,
"[1208991833, 27000563, 26492935]",,K 2858,Laudenbacher Straße,tertiary,False,True,81.832,"LINESTRING (9.9006207 49.4775121, 9.9005888 49.477574, 9.9005039 49.4776523, 9.900398 49.4777526, 9.9003076 49.4778337, 9.9001093 49.4780365, 9.9000188 49.4781328)",,yes,,
27116704,,,Laudenbacher Straße,residential,False,False,17.028,"LINESTRING (9.9006207 49.4775121, 9.9007597 49.4775294, 9.900849 49.4775488)",,,,
1208991832,,K 2858,Pfitzinger Straße,tertiary,False,False,9.584,"LINESTRING (9.9006207 49.4775121, 9.9006196 49.4774629, 9.9006036 49.4774274)",,,,
28143317,,L 1001,August-Laukhuff-Straße,secondary,False,False,18.491,"LINESTRING (9.899063 49.4836569, 9.8992988 49.4835922)",,,,
"[26492947, 30624759]",,,"['Mühlgärten', 'Kanalstraße']",residential,False,True,212.72600000000003,"LINESTRING (9.9014494 49.4811518, 9.9015925 49.4810816, 9.9016679 49.4810555, 9.9022463 49.4809095, 9.9028508 49.480774, 9.9029789 49.4807404, 9.9030004 49.4807344, 9.903818 49.4804543, 9.9039896 49.4803975, 9.9040948 49.4803361)",,,,
"[38914834, 802680579, 136112077, 727867023]",2,K 2858,"['Gartenstraße', 'Friedrichstraße']",tertiary,False,True,179.59599999999995,"LINESTRING (9.9014494 49.4811518, 9.901476 49.4811766, 9.901602 49.4812922, 9.9017356 49.4814148, 9.9018055 49.481484, 9.9019204 49.4816097, 9.9019512 49.4816434, 9.9020476 49.4817635, 9.9021169 49.4818638, 9.9022058 49.4820288, 9.9022895 49.4822595, 9.9023828 49.4824906, 9.9024026 49.4825158, 9.9024953 49.4825962)",,yes,,
709356873,,,An der Stadtmauer,residential,False,False,26.468,"LINESTRING (9.9014494 49.4811518, 9.9013235 49.4812157, 9.9011598 49.4812976)",,,,
709356874,,K 2858,Friedrichstraße,tertiary,False,False,188.67000000000002,"LINESTRING (9.9014494 49.4811518, 9.9010413 49.4807514, 9.9008389 49.4805411, 9.9006384 49.4803417, 9.9005971 49.4803006, 9.9002583 49.4800382, 9.9000536 49.479919, 9.8998476 49.4798311)",,,,
352149762,,,Hauptstraße,residential,True,False,29.583,"LINESTRING (9.8986873 49.4810373, 9.8982781 49.4810474)",,,,
27000550,,,Kirchstraße,residential,False,True,61.717999999999996,"LINESTRING (9.8986873 49.4810373, 9.898587 49.4806523, 9.8985725 49.480488)",,,,
37079044,,,Schulstraße,residential,False,True,51.887,"LINESTRING (9.8986805 49.4798338, 9.8993848 49.4799252)",,,,
"[237666678, 26815631]",,,Frühlingstraße,residential,False,False,225.998,"LINESTRING (9.8982075 49.4770518, 9.8988074 49.4768896, 9.8991558 49.4771506, 9.899828 49.4775484, 9.9000164 49.4776456, 9.9000188 49.4776707, 9.899941 49.4780373, 9.8999368 49.4780935, 9.9000188 49.4781328)",,,30,
26681002,,,Schulstraße,residential,False,True,5.639,"LINESTRING (9.8993848 49.4799252, 9.899462 49.4799327)",,,,
37079044,,,Schulstraße,residential,False,False,51.887,"LINESTRING (9.8993848 49.4799252, 9.8986805 49.4798338)",,,,
"[27383733, 1026104078]",,,Katharinenstraße,residential,False,False,54.17400000000001,"LINESTRING (9.8993848 49.4799252, 9.8993234 49.4800047, 9.8992773 49.4801361, 9.8992677 49.4801635, 9.8992579 49.4802298, 9.8992535 49.4802594, 9.8992443 49.4803983)",,,,
26681025,,,Talstraße,residential,False,False,521.7,"LINESTRING (9.9051256 49.4807414, 9.9052282 49.4808231, 9.9054084 49.4809433, 9.9054948 49.4809734, 9.9055794 49.4809814, 9.9056251 49.4809699, 9.9057224 49.4809101, 9.9062547 49.4804409, 9.9066918 49.4802252, 9.9069684 49.4800941, 9.9077012 49.4797787, 9.9077673 49.4797471, 9.9082551 49.4795649, 9.909861 49.4789478, 9.9109894 49.478589)",,,,
"[896998146, 896998147]",3,L 1001,,secondary,False,True,274.03900000000004,"LINESTRING (9.9051256 49.4807414, 9.9043009 49.4811606, 9.9041613 49.4812338, 9.9039045 49.481354, 9.9036705 49.481483, 9.9033916 49.4816715, 9.9032162 49.4818486, 9.9030434 49.482073, 9.9028303 49.4824927, 9.9027525 49.4825763)",,,,
26422787,,,Karl-Ludwig-Straße,residential,False,True,146.497,"LINESTRING (9.8981016 49.4783613, 9.8987514 49.4796093)",,,,
26680983,,,Karlstraße,residential,False,True,132.93800000000002,"LINESTRING (9.8981016 49.4783613, 9.8984051 49.4783076, 9.8989707 49.4782485, 9.8995575 49.4782329, 9.8999225 49.4782429)",,,,
26422788,,,Hauptstraße,residential,False,False,71.77,"LINESTRING (9.900844 49.4832529, 9.9008199 49.4832257, 9.9006284 49.4830093, 9.9004989 49.4828369, 9.9004617 49.4827962, 9.9003632 49.4826885)",,,,
27065037,2,L 1001,Bismarckstraße,secondary,False,False,132.974,"LINESTRING (9.900844 49.4832529, 9.9017781 49.4830181, 9.9022704 49.482871, 9.9023979 49.4828227, 9.9025127 49.4827603)",,,,
28143318,2,L 1001,August-Laukhuff-Straße,secondary,False,True,112.892,"LINESTRING (9.900844 49.4832529, 9.900758 49.4832724, 9.8999653 49.4834239, 9.899363 49.4835745)",,,,
26681002,,,Schulstraße,residential,False,False,23.478,"LINESTRING (9.8995586 49.4797311, 9.899462 49.4799327)",,,,
