osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,tunnel
331775122,False,Apothekergasse,living_street,True,45.596,"LINESTRING (10.8562603 48.84216, 10.8559316 48.8421807, 10.8558685 48.8422185, 10.8556628 48.8422366)",,,,
333386800,False,Marktplatz,living_street,False,43.171,"LINESTRING (10.8562603 48.84216, 10.8561502 48.8419118, 10.8560698 48.8417934)",,,,
333386800,False,Marktplatz,living_street,True,29.029,"LINESTRING (10.8562603 48.84216, 10.8563806 48.8423635, 10.8563953 48.8424051)",,,,
39296835,False,Altweiherweg,residential,False,182.248,"LINESTRING (10.8567118 48.8452853, 10.8569633 48.8452447, 10.857202 48.8451597, 10.8577217 48.8449289, 10.8577919 48.8448467, 10.8577615 48.8447457, 10.8576753 48.8446204, 10.8576224 48.8444954, 10.8576533 48.8444186, 10.8577453 48.8443576, 10.8580698 48.8442327)",,,,
39296835,False,Altweiherweg,residential,True,185.243,"LINESTRING (10.8567118 48.8452853, 10.8565859 48.8452934, 10.8561154 48.8454457, 10.8544802 48.846057)",,,,
203574596,False,Schießstattweg,residential,True,181.4,"LINESTRING (10.8567118 48.8452853, 10.8566781 48.8452157, 10.856601 48.8450702, 10.8563959 48.8447367, 10.8562091 48.8444849, 10.8561578 48.8444086, 10.8559862 48.8441665, 10.8557814 48.8439411, 10.8556596 48.8438131)",,,,
161529605,False,Raiffeisenstraße,residential,True,15.553,"LINESTRING (10.8571792 48.8434509, 10.8572959 48.843334)",,,,
22769931,False,Jahnstraße,tertiary,True,80.314,"LINESTRING (10.8571792 48.8434509, 10.8569921 48.8434519, 10.8566428 48.8434841, 10.856411 48.8434613, 10.8562315 48.8434258, 10.8561014 48.8434)",,,,
22769932,False,Treuchtlinger Straße,tertiary,False,110.499,"LINESTRING (10.8571792 48.8434509, 10.8572869 48.8434764, 10.8573545 48.8435144, 10.857407 48.8435564, 10.8574305 48.8435847, 10.857557 48.8437154, 10.8575974 48.8437561, 10.8576497 48.8438067, 10.8577335 48.8438946, 10.8577877 48.8439583, 10.8579013 48.8440833, 10.8580698 48.8442327)",,,,
22769931,False,Jahnstraße,tertiary,False,80.314,"LINESTRING (10.8561014 48.8434, 10.8562315 48.8434258, 10.856411 48.8434613, 10.8566428 48.8434841, 10.8569921 48.8434519, 10.8571792 48.8434509)",,,,
22769931,False,Jahnstraße,tertiary,True,133.58599999999998,"LINESTRING (10.8561014 48.8434, 10.8559 48.8432489, 10.8557393 48.8431164, 10.8554778 48.8428567, 10.8552653 48.8426227, 10.8550988 48.8424017)",,,,
813290933,False,Schulstraße,residential,True,56.361,"LINESTRING (10.8561014 48.8434, 10.8560056 48.8435161, 10.855878 48.8436414, 10.8556596 48.8438131)",,,,
796603144,False,Lindenstraße,residential,False,9.969,"LINESTRING (10.8535968 48.8392735, 10.8535278 48.8391962)",,,,
39296854,False,Lindenstraße,residential,True,76.977,"LINESTRING (10.8535968 48.8392735, 10.853564 48.8393505, 10.8535333 48.8398527, 10.8533813 48.8398977)",,,,
796603143,False,Vogtstraße,residential,False,49.745,"LINESTRING (10.8535968 48.8392735, 10.853835 48.8392055, 10.8539916 48.8392851, 10.8541304 48.8393993)",,,,
32125170,False,Donauwörther Straße,secondary,False,68.695,"LINESTRING (10.8527945 48.8394507, 10.8530797 48.8395568, 10.8532211 48.8396522, 10.8533109 48.8397519, 10.8533813 48.8398977)",2,St 2214,50,
32125170,False,Donauwörther Straße,secondary,True,96.55000000000001,"LINESTRING (10.8527945 48.8394507, 10.8526505 48.8394093, 10.8522029 48.8393159, 10.8519202 48.8392847, 10.8515161 48.8392595)",2,St 2214,50,
39296801,False,Vogtstraße,residential,False,61.283,"LINESTRING (10.8527945 48.8394507, 10.8532085 48.839264, 10.8535278 48.8391962)",,,,
169824658,False,Vogtstraße,residential,True,57.541,"LINESTRING (10.8537263 48.8398432, 10.8541304 48.8393993)",,,,
