osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,ref,bridge,junction
"[314643233, 1070144644, 531240663]","['4', '5']",Münchner Straße,primary,False,True,138.82,"['20', '50']","LINESTRING (11.347665 48.00254, 11.3472346 48.0025745, 11.3468663 48.0025923, 11.3467274 48.002599, 11.346406 48.0026145, 11.3458062 48.0026458)",,,
"[1163065738, 1163068764]","['4', '5']",Münchner Straße,primary,False,False,64.904,"['50', '30']","LINESTRING (11.347665 48.00254, 11.3480896 48.0024896, 11.3484981 48.0023782)",,,
107958985,5,Münchner Straße,primary,False,True,19.839,50,"LINESTRING (11.3535121 48.000543, 11.3537784 48.000552)",B 2,,
5096742,,Strandbadstraße,residential,False,False,120.254,,"LINESTRING (11.3535121 48.000543, 11.3535107 48.0005015, 11.3535075 48.0004074, 11.3534761 48.0001645, 11.3534454 47.9999964, 11.3534236 47.9998291, 11.3533984 47.9996696, 11.3533563 47.9994672)",,,
326974330,4,Münchner Straße,primary,False,False,149.297,50,"LINESTRING (11.3535121 48.000543, 11.3528746 48.0005124, 11.3527112 48.0005027, 11.3523393 48.0004966, 11.3522769 48.0004956, 11.3520424 48.0004918, 11.3518944 48.0005054, 11.3517152 48.0005338, 11.3515253 48.0005776)",B 2,,
"[1163453048, 1009980266, 16143396, 558534181]","['2', '3']",Petersbrunner Straße,residential,False,False,468.97599999999994,50,"LINESTRING (11.3535121 48.000543, 11.3535243 48.0006256, 11.35356 48.0008637, 11.3536414 48.0011003, 11.3536836 48.0011922, 11.3537559 48.0012884, 11.353798 48.0013834, 11.3538284 48.0014522, 11.3538371 48.001483, 11.3539095 48.0017342, 11.3539556 48.0018944, 11.3539671 48.0019365, 11.3540696 48.0023097, 11.354115 48.0025122, 11.3541211 48.0025395, 11.3541422 48.0027407, 11.3541488 48.0028042, 11.3541554 48.0028668, 11.3541283 48.0029686, 11.3541125 48.0030276, 11.3539382 48.0032194, 11.3538894 48.0032773, 11.3538039 48.0033281, 11.353658 48.0034206, 11.3534271 48.0035096, 11.3530052 48.0036721, 11.3529805 48.0036816, 11.3524228 48.0038965, 11.352179 48.0039904, 11.3521302 48.0040092)",,,
"[84686496, 5096745, 1190382442, 26350184]",,"['Perchastraße', 'Dampfschiffstraße']",residential,False,True,391.80100000000004,,"LINESTRING (11.3475635 47.9977656, 11.3476952 47.9977651, 11.3478016 47.9978339, 11.3478437 47.9979777, 11.3478289 47.9980453, 11.3477551 47.9983824, 11.3477369 47.9984977, 11.3477245 47.9985684, 11.3476801 47.9985941, 11.3476253 47.9987124, 11.3476166 47.9996867, 11.3475864 48.0005762, 11.3478711 48.0005458, 11.3479543 48.0005215, 11.3484176 48.0004791)",,,
"[26350184, 5096745, 1190382442, 84686496]",,"['Dampfschiffstraße', 'Perchastraße']",residential,False,False,391.801,,"LINESTRING (11.3484176 48.0004791, 11.3479543 48.0005215, 11.3478711 48.0005458, 11.3475864 48.0005762, 11.3476166 47.9996867, 11.3476253 47.9987124, 11.3476801 47.9985941, 11.3477245 47.9985684, 11.3477369 47.9984977, 11.3477551 47.9983824, 11.3478289 47.9980453, 11.3478437 47.9979777, 11.3478016 47.9978339, 11.3476952 47.9977651, 11.3475635 47.9977656)",,,
5096745,,Perchastraße,residential,False,True,184.229,,"LINESTRING (11.3484176 48.0004791, 11.3490344 48.0004599, 11.3508925 48.0004309)",,,
"[1189941416, 5097132]",,Uhdestraße,residential,False,False,184.189,30,"LINESTRING (11.3484176 48.0004791, 11.3485734 48.0010275, 11.3485818 48.001057, 11.3486446 48.00123, 11.3487584 48.0015438, 11.3487723 48.0015731, 11.3488841 48.0018091, 11.3489209 48.0018867, 11.3489684 48.0019326, 11.3490606 48.0020219, 11.3490973 48.0020574)",,,
314643231,5,Münchner Straße,primary,False,True,57.150000000000006,50,"LINESTRING (11.3490973 48.0020574, 11.3488745 48.0021906, 11.3484981 48.0023782)",,,
1163068762,5,Münchner Straße,primary,False,False,22.537999999999997,50,"LINESTRING (11.3490973 48.0020574, 11.3492141 48.0019882, 11.3493171 48.0019181)",B 2,,
"[1189941416, 5097132]",,Uhdestraße,residential,False,True,184.189,30,"LINESTRING (11.3490973 48.0020574, 11.3490606 48.0020219, 11.3489684 48.0019326, 11.3489209 48.0018867, 11.3488841 48.0018091, 11.3487723 48.0015731, 11.3487584 48.0015438, 11.3486446 48.00123, 11.3485818 48.001057, 11.3485734 48.0010275, 11.3484176 48.0004791)",,,
5096745,,Perchastraße,residential,False,False,184.229,,"LINESTRING (11.3508925 48.0004309, 11.3490344 48.0004599, 11.3484176 48.0004791)",,,
"[129545169, 5097180, 395964542, 395964543]",,"['Schiffhüttenweg', 'Nepomukweg']",residential,False,"[False, True]",313.47,,"LINESTRING (11.3508925 48.0004309, 11.3507263 47.9997949, 11.3507222 47.9997793, 11.3506282 47.9994195, 11.3504301 47.9986615, 11.3496253 47.9986674, 11.3495764 47.9986678, 11.3494254 47.9986664, 11.3492816 47.9986516, 11.3490781 47.9986306, 11.3489475 47.9985835, 11.3489263 47.9985759)",,yes,
"[1000009716, 978679229]",,Perchastraße,residential,False,True,54.966,,"LINESTRING (11.3508925 48.0004309, 11.3513567 48.0004356, 11.3514749 48.0005545, 11.3515253 48.0005776)",,,
16076708,,Josef-Jägerhuber-Straße,residential,False,True,116.821,,"LINESTRING (11.3456696 48.0006096, 11.346805 48.0006048, 11.3470843 48.0005821, 11.3472365 48.0005697)",,,
38660438,,Josef-Jägerhuber-Straße,residential,False,False,16.333,,"LINESTRING (11.3456696 48.0006096, 11.3455694 48.0006339, 11.3454701 48.0006699)",,,
"[212397954, 1095323485, 1095323486]",,Kaiser-Wilhelm-Straße,residential,False,True,227.76,30,"LINESTRING (11.3456696 48.0006096, 11.3458461 48.000518, 11.3458427 48.0004789, 11.3458367 48.0004349, 11.3458311 48.0004136, 11.3457602 47.9999202, 11.3457561 47.999891, 11.345712 47.9996342, 11.3456831 47.9994638, 11.3455415 47.9986303)",,yes,
18640798,,Leutstettener Straße,residential,False,False,217.89,,"LINESTRING (11.3454701 48.0006699, 11.3454279 48.0013464, 11.3453984 48.0018182, 11.3454009 48.0018604, 11.3454092 48.0020025, 11.3454208 48.0021994, 11.3454429 48.0025743, 11.3454461 48.0026278)",,,
38660438,,Josef-Jägerhuber-Straße,residential,False,True,16.333,,"LINESTRING (11.3454701 48.0006699, 11.3455694 48.0006339, 11.3456696 48.0006096)",,,
"[38660456, 680527111]",,Josef-Jägerhuber-Straße,residential,False,False,90.989,"['20', '30']","LINESTRING (11.3454701 48.0006699, 11.3454103 48.0006262, 11.3453127 48.0005948, 11.3449371 48.000576, 11.344874 48.0005729, 11.3443978 48.0005521, 11.3442891 48.0005473)",,,
"[38660456, 680527111]",,Josef-Jägerhuber-Straße,residential,False,True,90.989,"['20', '30']","LINESTRING (11.3442891 48.0005473, 11.3443978 48.0005521, 11.344874 48.0005729, 11.3449371 48.000576, 11.3453127 48.0005948, 11.3454103 48.0006262, 11.3454701 48.0006699)",,,
16076708,,Josef-Jägerhuber-Straße,residential,False,False,116.821,,"LINESTRING (11.3472365 48.0005697, 11.3470843 48.0005821, 11.346805 48.0006048, 11.3456696 48.0006096)",,,
212397957,,Ludwigstraße,residential,False,True,120.862,,"LINESTRING (11.3471625 47.9985805, 11.3466954 47.9985745, 11.346476 47.9985786, 11.3455415 47.9986303)",,,
"[838047751, 18640623]",,Kaiser-Wilhelm-Straße,residential,False,"[False, True]",189.965,30,"LINESTRING (11.3455415 47.9986303, 11.3454598 47.9979909, 11.3454118 47.9976947, 11.3453649 47.9974055, 11.3453095 47.997036, 11.345293 47.9969301)",,,
"[212397954, 1095323485, 1095323486]",,Kaiser-Wilhelm-Straße,residential,False,False,227.76,30,"LINESTRING (11.3455415 47.9986303, 11.3456831 47.9994638, 11.345712 47.9996342, 11.3457561 47.999891, 11.3457602 47.9999202, 11.3458311 48.0004136, 11.3458367 48.0004349, 11.3458427 48.0004789, 11.3458461 48.000518, 11.3456696 48.0006096)",,yes,
212397957,,Ludwigstraße,residential,False,False,120.862,,"LINESTRING (11.3455415 47.9986303, 11.346476 47.9985786, 11.3466954 47.9985745, 11.3471625 47.9985805)",,,
169194276,,Gradstraße,residential,False,True,38.568,,"LINESTRING (11.3464621 48.0042113, 11.3465939 48.0039502, 11.3466104 48.0038798)",,,
531240665,,Leutstettener Straße,residential,False,True,58.05799999999999,30,"LINESTRING (11.3464621 48.0042113, 11.34663 48.0043317, 11.3468649 48.0044523, 11.3470658 48.0045379)",,,
1163371871,,Leutstettener Straße,residential,False,False,74.57499999999999,30,"LINESTRING (11.3464621 48.0042113, 11.3459914 48.0039022, 11.3457868 48.0037297, 11.3457783 48.0037225)",,,
"[1163453048, 1009980266, 16143396, 558534181]","['2', '3']",Petersbrunner Straße,residential,False,True,468.97600000000006,50,"LINESTRING (11.3521302 48.0040092, 11.352179 48.0039904, 11.3524228 48.0038965, 11.3529805 48.0036816, 11.3530052 48.0036721, 11.3534271 48.0035096, 11.353658 48.0034206, 11.3538039 48.0033281, 11.3538894 48.0032773, 11.3539382 48.0032194, 11.3541125 48.0030276, 11.3541283 48.0029686, 11.3541554 48.0028668, 11.3541488 48.0028042, 11.3541422 48.0027407, 11.3541211 48.0025395, 11.354115 48.0025122, 11.3540696 48.0023097, 11.3539671 48.0019365, 11.3539556 48.0018944, 11.3539095 48.0017342, 11.3538371 48.001483, 11.3538284 48.0014522, 11.353798 48.0013834, 11.3537559 48.0012884, 11.3536836 48.0011922, 11.3536414 48.0011003, 11.35356 48.0008637, 11.3535243 48.0006256, 11.3535121 48.000543)",,,
16143433,,Moosstraße,residential,False,True,377.209,,"LINESTRING (11.3521302 48.0040092, 11.3520543 48.0038916, 11.3520319 48.003786, 11.3520036 48.0036415, 11.3519602 48.0034446, 11.3519145 48.0032246, 11.3517855 48.0026035, 11.3517768 48.0025686, 11.3517539 48.0024753, 11.3517222 48.0023464, 11.3516831 48.0021809, 11.3516782 48.0021669, 11.3515985 48.0018422, 11.3515494 48.0016423, 11.3514362 48.001181, 11.351351 48.0008341, 11.3513383 48.0008055, 11.3513067 48.0007343, 11.3512883 48.0007073, 11.3512657 48.0006739)",,,
313724373,4,Münchner Straße,primary,False,True,22.085,50,"LINESTRING (11.3512657 48.0006739, 11.3515253 48.0005776)",B 2,,
16143433,,Moosstraße,residential,False,False,377.20899999999995,,"LINESTRING (11.3512657 48.0006739, 11.3512883 48.0007073, 11.3513067 48.0007343, 11.3513383 48.0008055, 11.351351 48.0008341, 11.3514362 48.001181, 11.3515494 48.0016423, 11.3515985 48.0018422, 11.3516782 48.0021669, 11.3516831 48.0021809, 11.3517222 48.0023464, 11.3517539 48.0024753, 11.3517768 48.0025686, 11.3517855 48.0026035, 11.3519145 48.0032246, 11.3519602 48.0034446, 11.3520036 48.0036415, 11.3520319 48.003786, 11.3520543 48.0038916, 11.3521302 48.0040092)",,,
"[107958986, 314643236]","['4', '5']",Münchner Straße,primary,False,True,200.698,50,"LINESTRING (11.3512657 48.0006739, 11.3511485 48.0007261, 11.3510437 48.0007805, 11.3509189 48.0008491, 11.3507863 48.0009304, 11.3499277 48.0015028, 11.3493171 48.0019181)",B 2,,
119348062,2,Riedener Weg,residential,False,True,39.353,30,"LINESTRING (11.3457783 48.0037225, 11.345692 48.0038271, 11.345641 48.0039062, 11.3456231 48.004054)",,,
"[1163371872, 1035394483]",,Leutstettener Straße,residential,False,False,36.263000000000005,,"LINESTRING (11.3457783 48.0037225, 11.3457259 48.0036709, 11.3456891 48.0036147, 11.3456619 48.0035488, 11.3456312 48.0034595, 11.345617 48.0034182)",,,
1163371871,,Leutstettener Straße,residential,False,True,74.57499999999999,30,"LINESTRING (11.3457783 48.0037225, 11.3457868 48.0037297, 11.3459914 48.0039022, 11.3464621 48.0042113)",,,
531240665,,Leutstettener Straße,residential,False,False,58.05799999999999,30,"LINESTRING (11.3470658 48.0045379, 11.3468649 48.0044523, 11.34663 48.0043317, 11.3464621 48.0042113)",,,
119348062,2,Riedener Weg,residential,False,False,39.353,30,"LINESTRING (11.3456231 48.004054, 11.345641 48.0039062, 11.345692 48.0038271, 11.3457783 48.0037225)",,,
