osmid,name,highway,oneway,reversed,length,lanes,bridge,geometry,junction
38072304,Wilhelmstraße,residential,False,False,90.61,,,"LINESTRING (11.3348524 51.8018901, 11.3358948 51.8013916)",
"[38072344, 38072345, 1103250197]",Hoymer Straße,unclassified,False,False,156.577,2,yes,"LINESTRING (11.3348524 51.8018901, 11.3350614 51.8020883, 11.3352561 51.8022843, 11.3358831 51.8029708, 11.3359813 51.8031113)",
1103250197,Hoymer Straße,unclassified,False,True,84.713,2,,"LINESTRING (11.3348524 51.8018901, 11.3345702 51.8016168, 11.3342042 51.8012423)",
37868930,Haldenstraße,unclassified,False,True,32.188,,,"LINESTRING (11.3356536 51.8034548, 11.3358873 51.8033485, 11.3359972 51.8032619)",
38078802,Am Bahnhof,residential,False,False,143.60500000000002,,,"LINESTRING (11.3356536 51.8034548, 11.3353957 51.8033612, 11.3340882 51.8030449, 11.3337518 51.8031613)",
1015606767,,residential,False,False,53.522999999999996,,,"LINESTRING (11.3356536 51.8034548, 11.3358502 51.8034996, 11.3363768 51.8036327)",
25842423,Bahnhofstraße,residential,False,False,48.93599999999999,,,"LINESTRING (11.3359972 51.8032619, 11.3361441 51.8033763, 11.3363768 51.8036327)",
37868930,Haldenstraße,unclassified,False,False,32.188,,,"LINESTRING (11.3359972 51.8032619, 11.3358873 51.8033485, 11.3356536 51.8034548)",
179654356,Haldenstraße,unclassified,False,True,17.149,,,"LINESTRING (11.3359972 51.8032619, 11.3360152 51.8031891, 11.3359813 51.8031113)",
37890142,Haldenstraße,residential,False,True,238.587,,,"LINESTRING (11.3412815 51.8009472, 11.3383735 51.8021177)",
1103250196,Habbendorfer Weg,residential,False,False,9.986,,,"LINESTRING (11.3340936 51.8013005, 11.3342042 51.8012423)",
